
/Volumes/macOS Mojave/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000002b568 (__DATA,__data) external _NDR_record
000000000001d83a (__TEXT,__text) external _work_interval_notify_simple
0000000000004f3c (__TEXT,__text) external _write
0000000000005160 (__TEXT,__text) external _write$NOCANCEL
00000000000057b0 (__TEXT,__text) external _writev
000000000001f8ec (__TEXT,__text) external _writev$NOCANCEL

/Volumes/macOS Mojave/usr/lib/system/libsystem_kernel.dylib (for architecture i386):
0002a2cc (__DATA,__data) external _NDR_record
0000b55d (__TEXT,__text) non-external __Xexception_raise
0000b61a (__TEXT,__text) non-external __Xexception_raise_state
0000b730 (__TEXT,__text) non-external __Xexception_raise_state_identity
0001fde8 (__TEXT,__text) external _____old_semwait_signal_nocancel
0001fe04 (__TEXT,__text) external _____sigwait_nocancel
00021580 (__TEXT,__const) external ____kernelVersionNumber
00021548 (__TEXT,__const) external ____kernelVersionString
0001fe20 (__TEXT,__text) external ___abort_with_payload
00004f28 (__TEXT,__text) external ___accept
0001fe3c (__TEXT,__text) external ___accept_nocancel
0001fe58 (__TEXT,__text) external ___access_extended
000208c0 (__TEXT,__text) external ___aio_suspend
0001fe74 (__TEXT,__text) external ___aio_suspend_nocancel
00004ef0 (__TEXT,__text) external ___bind
000030e4 (__TEXT,__text) external ___bsdthread_create
00002b8c (__TEXT,__text) external ___bsdthread_ctl
000017d8 (__TEXT,__text) external ___bsdthread_register
00003928 (__TEXT,__text) external ___bsdthread_terminate
00009753 (__TEXT,__text) external ___carbon_delete
0001fe90 (__TEXT,__text) external ___channel_get_info
0001feac (__TEXT,__text) external ___channel_get_opt
0001fec8 (__TEXT,__text) external ___channel_open
0001fee4 (__TEXT,__text) external ___channel_set_opt
0001ff00 (__TEXT,__text) external ___channel_sync
000049fc (__TEXT,__text) external ___chmod
000095e0 (__TEXT,__text) external ___chmod_extended
00008b70 (__TEXT,__text) external ___close
000020f8 (__TEXT,__text) external ___close_nocancel
0001ff1c (__TEXT,__text) external ___coalition
0001ff38 (__TEXT,__text) external ___coalition_info
0000212f (__TEXT,__text) external ___commpage_gettimeofday
00002147 (__TEXT,__text) non-external (was a private external) ___commpage_gettimeofday_internal
0000528c (__TEXT,__text) external ___connect
000063bc (__TEXT,__text) external ___connect_nocancel
0001ff54 (__TEXT,__text) external ___copyfile
000029f4 (__TEXT,__text) external ___csrctl
00009778 (__TEXT,__text) external ___delete
000038a4 (__TEXT,__text) external ___disable_threadsignal
00001a63 (__TEXT,__text) external ___error
00003b48 (__TEXT,__text) external ___exit
000072bc (__TEXT,__text) external ___fchmod
00009618 (__TEXT,__text) external ___fchmod_extended
000029bc (__TEXT,__text) external ___fcntl
000029a0 (__TEXT,__text) external ___fcntl_nocancel
000076f4 (__TEXT,__text) external ___fork
0001ff70 (__TEXT,__text) external ___fs_snapshot
00007350 (__TEXT,__text) external ___fstat64_extended
0001ff8c (__TEXT,__text) external ___fstat_extended
00008d54 (__TEXT,__text) external ___fsync
00004c64 (__TEXT,__text) external ___fsync_nocancel
000052a7 (__TEXT,__text) external ___get_remove_counter
00002fb4 (__TEXT,__text) external ___getattrlist
00002dd4 (__TEXT,__text) external ___getdirentries64
00005b20 (__TEXT,__text) external ___gethostuuid
000091a4 (__TEXT,__text) external ___getlogin
000083e4 (__TEXT,__text) external ___getpeername
00001ba4 (__TEXT,__text) external ___getpid
00002088 (__TEXT,__text) external ___getrlimit
0001ffa8 (__TEXT,__text) external ___getsgroups
00006b90 (__TEXT,__text) external ___getsockname
00002050 (__TEXT,__text) external ___gettid
00004b1c (__TEXT,__text) external ___gettimeofday
00004b2f (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
0001ffc4 (__TEXT,__text) external ___getwgroups
0001ffe0 (__TEXT,__text) external ___guarded_open_dprotected_np
00004a6c (__TEXT,__text) external ___guarded_open_np
0001fffc (__TEXT,__text) external ___identitysvc
00004d17 (__TEXT,__text) external ___inc_remove_counter
00009188 (__TEXT,__text) external ___initgroups
00001a48 (__TEXT,__text) external ___ioctl
00003754 (__TEXT,__text) external ___iopolicysys
00020018 (__TEXT,__text) external ___kdebug_trace
00003ea8 (__TEXT,__text) external ___kdebug_trace64
00020034 (__TEXT,__text) external ___kdebug_trace_string
00001cc4 (__TEXT,__text) external ___kdebug_typefilter
000216d8 (__TEXT,__const) non-external (was a private external) ___kernelVersionNumber
000216a0 (__TEXT,__const) non-external (was a private external) ___kernelVersionString
0000784c (__TEXT,__text) external ___kill
0002004c (__TEXT,__text) external ___kqueue_workloop_ctl
00020068 (__TEXT,__text) external ___lchown
00000f80 (__TEXT,__text) external ___libkernel_init
000014fc (__TEXT,__text) external ___libkernel_platform_init
00001b8f (__TEXT,__text) external ___libkernel_voucher_init
00004f0c (__TEXT,__text) external ___listen
00002fec (__TEXT,__text) external ___lseek
000095fc (__TEXT,__text) external ___lstat64_extended
00020084 (__TEXT,__text) external ___lstat_extended
000200a0 (__TEXT,__text) external ___mac_execve
000200bc (__TEXT,__text) external ___mac_get_fd
000200d8 (__TEXT,__text) external ___mac_get_file
000200f4 (__TEXT,__text) external ___mac_get_link
00020110 (__TEXT,__text) external ___mac_get_mount
0002012c (__TEXT,__text) external ___mac_get_pid
00020148 (__TEXT,__text) external ___mac_get_proc
00020164 (__TEXT,__text) external ___mac_getfsstat
00020180 (__TEXT,__text) external ___mac_mount
0002019c (__TEXT,__text) external ___mac_set_fd
000201b8 (__TEXT,__text) external ___mac_set_file
000201d4 (__TEXT,__text) external ___mac_set_link
0000654c (__TEXT,__text) external ___mac_set_proc
00002df0 (__TEXT,__text) external ___mac_syscall
000201f0 (__TEXT,__text) external ___mach_bridge_remote_time
0002020c (__TEXT,__text) external ___microstackshot
00020228 (__TEXT,__text) external ___mkdir_extended
00020244 (__TEXT,__text) external ___mkfifo_extended
00002968 (__TEXT,__text) external ___mmap
00001a7c (__TEXT,__text) external ___mprotect
00020260 (__TEXT,__text) external ___msgctl
00020de4 (__TEXT,__text) external ___msgrcv
0002027c (__TEXT,__text) external ___msgrcv_nocancel
00020e00 (__TEXT,__text) external ___msgsnd
00020298 (__TEXT,__text) external ___msgsnd_nocancel
000202b4 (__TEXT,__text) external ___msgsys
00006934 (__TEXT,__text) external ___msync
000202d0 (__TEXT,__text) external ___msync_nocancel
00002a90 (__TEXT,__text) external ___munmap
000202ec (__TEXT,__text) external ___nexus_create
00020308 (__TEXT,__text) external ___nexus_deregister
00020324 (__TEXT,__text) external ___nexus_destroy
00020340 (__TEXT,__text) external ___nexus_get_opt
0002035c (__TEXT,__text) external ___nexus_open
00020378 (__TEXT,__text) external ___nexus_register
00020394 (__TEXT,__text) external ___nexus_set_opt
000203b0 (__TEXT,__text) external ___old_semwait_signal
00002114 (__TEXT,__text) external ___open
00006f80 (__TEXT,__text) external ___open_dprotected_np
0000971c (__TEXT,__text) external ___open_extended
000020a4 (__TEXT,__text) external ___open_nocancel
00002984 (__TEXT,__text) external ___openat
0000719c (__TEXT,__text) external ___openat_nocancel
0002a6c0 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
0001e435 (__TEXT,__text) external ___os_nexus_connect
0001e497 (__TEXT,__text) external ___os_nexus_disconnect
0001e228 (__TEXT,__text) external ___os_nexus_ifattach
0001e2e9 (__TEXT,__text) external ___os_nexus_ifdetach
0001e371 (__TEXT,__text) external ___os_nexus_nsbind
0001e3d3 (__TEXT,__text) external ___os_nexus_nsunbind
000203cc (__TEXT,__text) external ___persona
00005b3c (__TEXT,__text) external ___pipe
00020ff8 (__TEXT,__text) external ___poll
000093f0 (__TEXT,__text) external ___poll_nocancel
00005f70 (__TEXT,__text) external ___posix_spawn
00008cc0 (__TEXT,__text) external ___pread
00004114 (__TEXT,__text) external ___pread_nocancel
00001d14 (__TEXT,__text) external ___proc_info
00003818 (__TEXT,__text) external ___process_policy
000072a0 (__TEXT,__text) external ___pselect
000203e8 (__TEXT,__text) external ___pselect_nocancel
000047bc (__TEXT,__text) external ___psynch_cvbroad
00007a18 (__TEXT,__text) external ___psynch_cvclrprepost
0000533c (__TEXT,__text) external ___psynch_cvsignal
000047a0 (__TEXT,__text) external ___psynch_cvwait
00003e00 (__TEXT,__text) external ___psynch_mutexdrop
00003de4 (__TEXT,__text) external ___psynch_mutexwait
00020404 (__TEXT,__text) external ___psynch_rw_downgrade
00020420 (__TEXT,__text) external ___psynch_rw_longrdlock
0000580c (__TEXT,__text) external ___psynch_rw_rdlock
00005844 (__TEXT,__text) external ___psynch_rw_unlock
0002043c (__TEXT,__text) external ___psynch_rw_unlock2
00020458 (__TEXT,__text) external ___psynch_rw_upgrade
00005828 (__TEXT,__text) external ___psynch_rw_wrlock
00020474 (__TEXT,__text) external ___psynch_rw_yieldwrlock
000093d0 (__TEXT,__text) external ___pthread_canceled
00005db4 (__TEXT,__text) external ___pthread_chdir
00005d98 (__TEXT,__text) external ___pthread_fchdir
00006fd4 (__TEXT,__text) external ___pthread_kill
00020490 (__TEXT,__text) external ___pthread_markcancel
00005a7c (__TEXT,__text) external ___pthread_sigmask
00006064 (__TEXT,__text) external ___ptrace
0002104c (__TEXT,__text) external ___pwrite
000068d0 (__TEXT,__text) external ___pwrite_nocancel
00008b54 (__TEXT,__text) external ___read
000020dc (__TEXT,__text) external ___read_nocancel
00021084 (__TEXT,__text) external ___readv
000204ac (__TEXT,__text) external ___readv_nocancel
000204c8 (__TEXT,__text) external ___reboot
0000439c (__TEXT,__text) external ___recvfrom
00006410 (__TEXT,__text) external ___recvfrom_nocancel
0000649c (__TEXT,__text) external ___recvmsg
000204e4 (__TEXT,__text) external ___recvmsg_nocancel
0002a6d8 (__DATA,__bss) non-external ___remove_counter
00004cfc (__TEXT,__text) external ___rename
00020500 (__TEXT,__text) external ___renameat
0002051c (__TEXT,__text) external ___renameatx_np
00005abc (__TEXT,__text) external ___rmdir
000200a0 (__TEXT,__text) external ___sandbox_me
00020180 (__TEXT,__text) external ___sandbox_mm
00002df0 (__TEXT,__text) external ___sandbox_ms
0000654c (__TEXT,__text) external ___sandbox_msp
000082a8 (__TEXT,__text) external ___select
000063f4 (__TEXT,__text) external ___select_nocancel
0000620c (__TEXT,__text) external ___sem_open
00021148 (__TEXT,__text) external ___sem_wait
00020538 (__TEXT,__text) external ___sem_wait_nocancel
00020554 (__TEXT,__text) external ___semctl
00020570 (__TEXT,__text) external ___semsys
00004c2c (__TEXT,__text) external ___semwait_signal
00004e40 (__TEXT,__text) external ___semwait_signal_nocancel
00006480 (__TEXT,__text) external ___sendmsg
0000642c (__TEXT,__text) external ___sendmsg_nocancel
00004380 (__TEXT,__text) external ___sendto
000063d8 (__TEXT,__text) external ___sendto_nocancel
0000736c (__TEXT,__text) external ___setattrlist
0000916c (__TEXT,__text) external ___setlogin
0000317c (__TEXT,__text) external ___setpriority
0002058c (__TEXT,__text) external ___setregid
000205a8 (__TEXT,__text) external ___setreuid
000042f0 (__TEXT,__text) external ___setrlimit
000205c4 (__TEXT,__text) external ___setsgroups
000052e8 (__TEXT,__text) external ___settid
000205e0 (__TEXT,__text) external ___settid_with_pid
000205fc (__TEXT,__text) external ___settimeofday
00020618 (__TEXT,__text) external ___setwgroups
00006510 (__TEXT,__text) external ___sfi_ctl
00020634 (__TEXT,__text) external ___sfi_pidctl
00020650 (__TEXT,__text) external ___shared_region_check_np
0002066c (__TEXT,__text) external ___shared_region_map_and_slide_np
0000294c (__TEXT,__text) external ___shm_open
00020688 (__TEXT,__text) external ___shmctl
000206a4 (__TEXT,__text) external ___shmsys
00001d30 (__TEXT,__text) external ___sigaction
00006fbc (__TEXT,__text) external ___sigaltstack
00008a30 (__TEXT,__text) external ___sigreturn
000206c0 (__TEXT,__text) external ___sigsuspend
00004e5c (__TEXT,__text) external ___sigsuspend_nocancel
00008a64 (__TEXT,__text) external ___sigwait
000042d4 (__TEXT,__text) external ___socketpair
000206dc (__TEXT,__text) external ___stack_snapshot_with_config
000095c4 (__TEXT,__text) external ___stat64_extended
000206f8 (__TEXT,__text) external ___stat_extended
00005304 (__TEXT,__text) external ___syscall
0002a38c (__DATA,__common) external ___syscall_logger
00002034 (__TEXT,__text) external ___sysctl
00001a10 (__TEXT,__text) external ___sysctlbyname
00020714 (__TEXT,__text) external ___telemetry
00007c24 (__TEXT,__text) external ___terminate_with_payload
00002b74 (__TEXT,__text) external ___thread_selfid
00020730 (__TEXT,__text) external ___thread_selfusage
00003850 (__TEXT,__text) external ___ulock_wait
0000386c (__TEXT,__text) external ___ulock_wake
00020748 (__TEXT,__text) external ___umask_extended
00004ed4 (__TEXT,__text) external ___unlink
00006918 (__TEXT,__text) external ___unlinkat
00020764 (__TEXT,__text) external ___vfork
00006048 (__TEXT,__text) external ___wait4
000096e4 (__TEXT,__text) external ___wait4_nocancel
00021458 (__TEXT,__text) external ___waitid
000207c4 (__TEXT,__text) external ___waitid_nocancel
000207e0 (__TEXT,__text) external ___work_interval_ctl
00002aac (__TEXT,__text) external ___workq_kernreturn
00002ac8 (__TEXT,__text) external ___workq_open
00008d38 (__TEXT,__text) external ___write
00004c48 (__TEXT,__text) external ___write_nocancel
00021490 (__TEXT,__text) external ___writev
000054f0 (__TEXT,__text) external ___writev_nocancel
0002a388 (__DATA,__common) external __cpu_capabilities
0002a384 (__DATA,__common) external __cpu_has_altivec
0002a2fc (__DATA,__data) non-external (was a private external) __current_pid
0002a344 (__DATA,__common) non-external (was a private external) __dlsym
00003b48 (__TEXT,__text) external __exit
00001384 (__TEXT,__text) external __get_cpu_capabilities
0002a6b8 (__DATA,__bss) non-external __gethostuuid_callback
0001a4a4 (__TEXT,__text) external __getprivatesystemidentifier
0000dbef (__TEXT,__text) external __host_page_size
00001367 (__TEXT,__text) external __init_cpu_capabilities
0000e71e (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
0000f5ba (__TEXT,__text) external __kernelrpc_mach_port_allocate
0000ffc1 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
0000f4d6 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
0000feb2 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00001110 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
000108e1 (__TEXT,__text) external __kernelrpc_mach_port_construct
00001170 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
0000f790 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00001128 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
0000f6b2 (__TEXT,__text) external __kernelrpc_mach_port_destroy
0000111c (__TEXT,__text) external __kernelrpc_mach_port_destroy_trap
000109ff (__TEXT,__text) external __kernelrpc_mach_port_destruct
0000117c (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00010415 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
000106f9 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00001164 (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
000074e5 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007f2f (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00001224 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
000069e9 (__TEXT,__text) external __kernelrpc_mach_port_get_context
00003cc8 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
000092b6 (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
000101ca (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00010af3 (__TEXT,__text) external __kernelrpc_mach_port_guard
00001230 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00010615 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00001158 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
0000fcd0 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
0000114c (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00010515 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
000107dd (__TEXT,__text) external __kernelrpc_mach_port_kobject
0000f86e (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00001134 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
0000fbec (__TEXT,__text) external __kernelrpc_mach_port_move_member
00001140 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
0000f2d0 (__TEXT,__text) external __kernelrpc_mach_port_names
0000f95b (__TEXT,__text) external __kernelrpc_mach_port_peek
0000f3f2 (__TEXT,__text) external __kernelrpc_mach_port_rename
00002e10 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
000034fc (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
000091c4 (__TEXT,__text) external __kernelrpc_mach_port_set_context
0000fb08 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
0000fdce (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00010cd4 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
000102c2 (__TEXT,__text) external __kernelrpc_mach_port_space_info
00010dc7 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00003b84 (__TEXT,__text) external __kernelrpc_mach_port_type
00010be7 (__TEXT,__text) external __kernelrpc_mach_port_unguard
0000123c (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00010ebf (__TEXT,__text) external __kernelrpc_mach_vm_allocate
000010d4 (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00010fd5 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
000010ec (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
000025a3 (__TEXT,__text) external __kernelrpc_mach_vm_map
00001104 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
000110c9 (__TEXT,__text) external __kernelrpc_mach_vm_protect
000010f8 (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00011dfb (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
000010e0 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
000112c3 (__TEXT,__text) external __kernelrpc_mach_vm_read
00011a51 (__TEXT,__text) external __kernelrpc_mach_vm_remap
0001e519 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
000100ec (__TEXT,__text) external __kernelrpc_task_set_port_space
00006280 (__TEXT,__text) external __kernelrpc_thread_policy
00005158 (__TEXT,__text) external __kernelrpc_thread_policy_set
00017556 (__TEXT,__text) external __kernelrpc_thread_set_policy
00009481 (__TEXT,__text) external __kernelrpc_vm_map
00018cf9 (__TEXT,__text) external __kernelrpc_vm_purgable_control
000060ef (__TEXT,__text) external __kernelrpc_vm_read
00003f55 (__TEXT,__text) external __kernelrpc_vm_remap
0000999d (__TEXT,__text) non-external (was a private external) __libkernel_bzero
0002a340 (__DATA,__common) non-external (was a private external) __libkernel_functions
00029040 (__DATA,__const) non-external __libkernel_generic_string_functions
00009a3e (__TEXT,__text) non-external (was a private external) __libkernel_memmove
000099b8 (__TEXT,__text) non-external (was a private external) __libkernel_memset
0000997e (__TEXT,__text) non-external (was a private external) __libkernel_strchr
000013a2 (__TEXT,__text) non-external (was a private external) __libkernel_strcmp
00009b8f (__TEXT,__text) non-external (was a private external) __libkernel_strcpy
0002a210 (__DATA,__data) non-external __libkernel_string_functions
00009bbb (__TEXT,__text) non-external (was a private external) __libkernel_strlcpy
00009915 (__TEXT,__text) non-external (was a private external) __libkernel_strlen
0002a214 (__DATA,__data) non-external __libkernel_voucher_functions
00021530 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
0001799f (__TEXT,__text) non-external (was a private external) __mach_continuous_time
00002c7f (__TEXT,__text) non-external (was a private external) __mach_continuous_time_base
000294bc (__DATA,__const) external __mach_errors
00019256 (__TEXT,__text) external __mach_fork_child
00011cb6 (__TEXT,__text) external __mach_make_memory_entry
000198f4 (__TEXT,__text) external __mach_snprintf
000196dc (__TEXT,__text) external __mach_vsnprintf
0002a390 (__DATA,__common) external __os_alloc_once_table
0002a348 (__DATA,__common) external __os_xbs_chrooted
00005c47 (__TEXT,__text) non-external __posix_spawn_file_actions_grow
0000526d (__TEXT,__text) non-external (was a private external) __pthread_clear_qos_tsd
00001406 (__TEXT,__text) non-external (was a private external) __pthread_exit_if_canceled
00001390 (__TEXT,__text) non-external (was a private external) __pthread_set_self
0001a4bf (__TEXT,__text) external __register_gethostuuid_callback
00008a9c (__TEXT,__text) external __sysenter_trap
0002a378 (__DATA,__common) non-external (was a private external) __task_reply_port
00021510 (__TEXT,__text) external __thread_set_tsd_base
00018f2e (__TEXT,__text) non-external _abort
00018f96 (__TEXT,__text) non-external _abort
00018ffe (__TEXT,__text) non-external _abort
00019634 (__TEXT,__text) non-external _abort
0001b526 (__TEXT,__text) external _abort_with_payload
0001b4b8 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
0001b491 (__TEXT,__text) external _abort_with_reason
0001a42c (__TEXT,__text) external _accept
0001fe3c (__TEXT,__text) external _accept$NOCANCEL$UNIX2003
00004f28 (__TEXT,__text) external _accept$UNIX2003
000013c8 (__TEXT,__text) external _access
0001fe58 (__TEXT,__text) external _accessx_np
000207fc (__TEXT,__text) external _acct
000164d7 (__TEXT,__text) external _act_get_state
00016686 (__TEXT,__text) external _act_set_state
00020818 (__TEXT,__text) external _adjtime
00020834 (__TEXT,__text) external _aio_cancel
00020850 (__TEXT,__text) external _aio_error
0002086c (__TEXT,__text) external _aio_fsync
00020888 (__TEXT,__text) external _aio_read
000208a4 (__TEXT,__text) external _aio_return
0001fe74 (__TEXT,__text) external _aio_suspend
0001fe74 (__TEXT,__text) external _aio_suspend$NOCANCEL$UNIX2003
000208c0 (__TEXT,__text) external _aio_suspend$UNIX2003
000208dc (__TEXT,__text) external _aio_write
000028a0 (__TEXT,__text) non-external _approx_time_consistency_check
000028b8 (__TEXT,__text) non-external _approx_time_not_supported
000208f8 (__TEXT,__text) external _audit
00008a48 (__TEXT,__text) external _audit_session_join
000088cc (__TEXT,__text) external _audit_session_port
00007958 (__TEXT,__text) external _audit_session_self
00020914 (__TEXT,__text) external _auditctl
000064d4 (__TEXT,__text) external _auditon
000046ea (__TEXT,__text) non-external (was a private external) _bcopy
0001a468 (__TEXT,__text) external _bind
00004ef0 (__TEXT,__text) external _bind$UNIX2003
0002a354 (__DATA,__common) external _bootstrap_port
00009904 (__TEXT,__text) non-external (was a private external) _bzero
000013e3 (__TEXT,__text) external _cerror
00001419 (__TEXT,__text) external _cerror_nocancel
00004734 (__TEXT,__text) external _change_fdguard_np
00005864 (__TEXT,__text) external _chdir
00007a34 (__TEXT,__text) external _chflags
000049fc (__TEXT,__text) external _chmod
00008ba7 (__TEXT,__text) external _chmod$UNIX2003
00004c9c (__TEXT,__text) external _chown
00020930 (__TEXT,__text) external _chroot
0000aec1 (__TEXT,__text) external _clock_alarm
0000acdf (__TEXT,__text) external _clock_alarm_reply
0000ad47 (__TEXT,__text) external _clock_get_attributes
00004d5f (__TEXT,__text) external _clock_get_time
0000abca (__TEXT,__text) external _clock_set_attributes
0000aae6 (__TEXT,__text) external _clock_set_time
000093eb (__TEXT,__text) external _clock_sleep
000012e4 (__TEXT,__text) external _clock_sleep_trap
0000732b (__TEXT,__text) external _clonefile
00006950 (__TEXT,__text) external _clonefileat
000020f8 (__TEXT,__text) external _close
000020f8 (__TEXT,__text) external _close$NOCANCEL$UNIX2003
00008b70 (__TEXT,__text) external _close$UNIX2003
0001d4aa (__TEXT,__text) external _coalition_create
0001d4fd (__TEXT,__text) external _coalition_info_resource_usage
0001d537 (__TEXT,__text) external _coalition_info_set_efficiency
0001d51a (__TEXT,__text) external _coalition_info_set_name
0001d4e1 (__TEXT,__text) external _coalition_reap
0001d4c5 (__TEXT,__text) external _coalition_terminate
0001ab90 (__TEXT,__text) external _connect
000063bc (__TEXT,__text) external _connect$NOCANCEL$UNIX2003
0000528c (__TEXT,__text) external _connect$UNIX2003
00006464 (__TEXT,__text) external _connectx
00001e84 (__TEXT,__text) external _csops
00003dc8 (__TEXT,__text) external _csops_audittoken
000029d7 (__TEXT,__text) external _csr_check
0001d55b (__TEXT,__text) external _csr_get_active_config
0000135c (__TEXT,__text) external _debug_control_port_for_pid
0002a2f0 (__DATA,__data) external _denap_boost_assertion_token
0002094c (__TEXT,__text) external _disconnectx
00006ebd (__TEXT,__text) non-external _do_compat
00005c2c (__TEXT,__text) external _dup
00005374 (__TEXT,__text) external _dup2
00029c70 (__DATA,__const) non-external _err_codes_auth
00029bb8 (__DATA,__const) non-external _err_codes_env_mgr
00029d6c (__DATA,__const) non-external _err_codes_exception
00029bd8 (__DATA,__const) non-external _err_codes_execd
00029c58 (__DATA,__const) non-external _err_codes_io
0002a1f8 (__DATA,__const) non-external _err_codes_iokit_bluetooth
0002a014 (__DATA,__const) non-external _err_codes_iokit_common
000215d4 (__TEXT,__const) non-external _err_codes_iokit_common_map
0002a15c (__DATA,__const) non-external _err_codes_iokit_fw
00021614 (__TEXT,__const) non-external _err_codes_iokit_fw_map
0002a0ec (__DATA,__const) non-external _err_codes_iokit_usb
000215e4 (__TEXT,__const) non-external _err_codes_iokit_usb_map
000299bc (__DATA,__const) non-external _err_codes_kern
00029f6c (__DATA,__const) non-external _err_codes_libkern_common
00029fa4 (__DATA,__const) non-external _err_codes_libkern_kext
00029f74 (__DATA,__const) non-external _err_codes_libkern_metaclass
00029d54 (__DATA,__const) non-external _err_codes_loader
00029f44 (__DATA,__const) non-external _err_codes_mach_mig
00029f00 (__DATA,__const) non-external _err_codes_mach_rcv
00029ea8 (__DATA,__const) non-external _err_codes_mach_send
00029d3c (__DATA,__const) non-external _err_codes_machobj
00029e88 (__DATA,__const) non-external _err_codes_mig
00029be8 (__DATA,__const) non-external _err_codes_netmemory
00029ba8 (__DATA,__const) non-external _err_codes_netname
00029c10 (__DATA,__const) non-external _err_codes_ns
00029e64 (__DATA,__const) non-external _err_codes_rcv
00029e34 (__DATA,__const) non-external _err_codes_send
00029cf4 (__DATA,__const) non-external _err_codes_sunrpc
00029bf8 (__DATA,__const) non-external _err_codes_task_master
00029bf4 (__DATA,__const) non-external _err_codes_ufs
00029a90 (__DATA,__const) non-external _err_codes_unix
00029c94 (__DATA,__const) non-external _err_codes_us
00029d88 (__DATA,__const) non-external _err_codes_ux_signal
00029e00 (__DATA,__const) non-external _err_codes_xkernel
000293cc (__DATA,__const) non-external _err_iokit_sub
000215c4 (__TEXT,__const) non-external _err_iokit_sub_map
00029318 (__DATA,__const) non-external _err_ipc_sub
00029390 (__DATA,__const) non-external _err_libkern_sub
00029354 (__DATA,__const) non-external _err_mach_ipc_sub
00029188 (__DATA,__const) non-external _err_os_sub
000291d8 (__DATA,__const) non-external _err_server_sub
0001914f (__TEXT,__text) non-external _err_sparse_mapit
000215b0 (__TEXT,__const) non-external _err_us_sub
0002a380 (__DATA,__common) external _errno
000171f5 (__TEXT,__text) external _etap_trace_thread
0000b892 (__TEXT,__text) external _exc_server
0000b539 (__TEXT,__text) external _exc_server_routine
0000afc3 (__TEXT,__text) external _exception_raise
0000b0f6 (__TEXT,__text) external _exception_raise_state
0000b301 (__TEXT,__text) external _exception_raise_state_identity
00009738 (__TEXT,__text) external _exchangedata
00020968 (__TEXT,__text) external _execve
00020984 (__TEXT,__text) external _faccessat
000209a0 (__TEXT,__text) external _fchdir
00009634 (__TEXT,__text) external _fchflags
000072bc (__TEXT,__text) external _fchmod
00008dee (__TEXT,__text) external _fchmod$UNIX2003
000209bc (__TEXT,__text) external _fchmodat
00004a88 (__TEXT,__text) external _fchown
000209d8 (__TEXT,__text) external _fchownat
000209f4 (__TEXT,__text) external _fclonefileat
000029a0 (__TEXT,__text) external _fcntl
000029a0 (__TEXT,__text) external _fcntl$NOCANCEL$UNIX2003
000029bc (__TEXT,__text) external _fcntl$UNIX2003
00020a10 (__TEXT,__text) external _fdatasync
