00007ff80396f740 (__TEXT,__text) external _APL_dgemm
00007ff803896642 (__TEXT,__text) external _sspr_
00007ff803899066 (__TEXT,__text) external _sswap
00007ff8039b779e (__TEXT,__text) external _sswap$NEWLAPACK
00007ff803a16b12 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
00007ff803899066 (__TEXT,__text) external _sswap_
00007ff803893b14 (__TEXT,__text) external _ssymm
00007ff803973b01 (__TEXT,__text) external _ssymm$NEWLAPACK
00007ff803a105f8 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
00007ff803893b14 (__TEXT,__text) external _ssymm_
00007ff803895cdf (__TEXT,__text) external _ssymv
00007ff8038dc1be (__TEXT,__text) external _ssymv$NEWLAPACK
00007ff803a07ab5 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
00007ff803895cdf (__TEXT,__text) external _ssymv_
00007ff803896549 (__TEXT,__text) external _ssyr
00007ff8038dc2f4 (__TEXT,__text) external _ssyr$NEWLAPACK
00007ff803a07be5 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
00007ff8038965bd (__TEXT,__text) external _ssyr2
00007ff8038dc3e0 (__TEXT,__text) external _ssyr2$NEWLAPACK
00007ff803a07cd3 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
00007ff8038965bd (__TEXT,__text) external _ssyr2_
00007ff803893fb3 (__TEXT,__text) external _ssyr2k
00007ff8039742f3 (__TEXT,__text) external _ssyr2k$NEWLAPACK
00007ff803a10dde (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
00007ff803893fb3 (__TEXT,__text) external _ssyr2k_
00007ff803896549 (__TEXT,__text) external _ssyr_
00007ff803893ed1 (__TEXT,__text) external _ssyrk
00007ff803973ef7 (__TEXT,__text) external _ssyrk$NEWLAPACK
00007ff803a109f2 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
00007ff803893ed1 (__TEXT,__text) external _ssyrk_
00007ff803895f91 (__TEXT,__text) external _stbmv
00007ff8038dc4ee (__TEXT,__text) external _stbmv$NEWLAPACK
00007ff803a07ddb (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
00007ff803895f91 (__TEXT,__text) external _stbmv_
00007ff8038962d6 (__TEXT,__text) external _stbsv
00007ff8038dc9bc (__TEXT,__text) external _stbsv$NEWLAPACK
00007ff803a08299 (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
00007ff8038962d6 (__TEXT,__text) external _stbsv_
00007ff8038960b3 (__TEXT,__text) external _stpmv
00007ff8038dce8a (__TEXT,__text) external _stpmv$NEWLAPACK
00007ff803a08757 (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
00007ff8038960b3 (__TEXT,__text) external _stpmv_
00007ff8038963f8 (__TEXT,__text) external _stpsv
00007ff8038dd2de (__TEXT,__text) external _stpsv$NEWLAPACK
00007ff803a08ba7 (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
00007ff8038963f8 (__TEXT,__text) external _stpsv_
00007ff8038ea7db (__TEXT,__text) external _strCopyLower
00007ff8038ea795 (__TEXT,__text) external _strSetZeroLower
00007ff803893bf7 (__TEXT,__text) external _strmm
00007ff80397476d (__TEXT,__text) external _strmm$NEWLAPACK
00007ff803a11254 (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
00007ff803893bf7 (__TEXT,__text) external _strmm_
00007ff803895e7a (__TEXT,__text) external _strmv
00007ff8038dd732 (__TEXT,__text) external _strmv$NEWLAPACK
00007ff803a08ff7 (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
00007ff803895e7a (__TEXT,__text) external _strmv_
00007ff803893d64 (__TEXT,__text) external _strsm
00007ff803974dbd (__TEXT,__text) external _strsm$NEWLAPACK
00007ff803a11878 (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
00007ff803893d64 (__TEXT,__text) external _strsm_
00007ff8038961bf (__TEXT,__text) external _strsv
00007ff8038ddbf2 (__TEXT,__text) external _strsv$NEWLAPACK
00007ff803a09477 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
00007ff8038961bf (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff803a57aef (__TEXT,__text) external _xerbla
00007ff803a22ce0 (__TEXT,__text) external _xerbla$NEWLAPACK
00007ff803a352a8 (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
00007ff803a57aef (__TEXT,__text) external _xerbla_
00007ff803893963 (__TEXT,__text) external _xerbla_array__
00007ff8039b7496 (__TEXT,__text) external _zaxpby$NEWLAPACK
00007ff803a167c5 (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
00007ff8038990b1 (__TEXT,__text) external _zaxpy
00007ff8039b7419 (__TEXT,__text) external _zaxpy$NEWLAPACK
00007ff803a1673c (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
00007ff8038990b1 (__TEXT,__text) external _zaxpy_
00007ff8038990c5 (__TEXT,__text) external _zcopy
00007ff8039b74e9 (__TEXT,__text) external _zcopy$NEWLAPACK
00007ff803a16822 (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
00007ff8038990c5 (__TEXT,__text) external _zcopy_
00007ff8038990d9 (__TEXT,__text) external _zdotc
00007ff8039b7560 (__TEXT,__text) external _zdotc$NEWLAPACK
00007ff803a168a5 (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
00007ff8038990d9 (__TEXT,__text) external _zdotc_
00007ff8038990fb (__TEXT,__text) external _zdotu
00007ff8039b7582 (__TEXT,__text) external _zdotu$NEWLAPACK
00007ff803a168ca (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
00007ff8038990fb (__TEXT,__text) external _zdotu_
00007ff80389913b (__TEXT,__text) external _zdrot
00007ff8039b769c (__TEXT,__text) external _zdrot$NEWLAPACK
00007ff803a169fa (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
00007ff80389913b (__TEXT,__text) external _zdrot_
00007ff80389915c (__TEXT,__text) external _zdscal
00007ff8039b7787 (__TEXT,__text) external _zdscal$NEWLAPACK
00007ff803a16af8 (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
00007ff80389915c (__TEXT,__text) external _zdscal_
00007ff803898071 (__TEXT,__text) external _zgbmv
00007ff8038db346 (__TEXT,__text) external _zgbmv$NEWLAPACK
00007ff803a06c92 (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
00007ff803898071 (__TEXT,__text) external _zgbmv_
00007ff803895158 (__TEXT,__text) external _zgemm
00007ff80397334a (__TEXT,__text) external _zgemm$NEWLAPACK
00007ff803a0fe64 (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
00007ff803895158 (__TEXT,__text) external _zgemm_
00007ff803897fab (__TEXT,__text) external _zgemv
00007ff8038daf75 (__TEXT,__text) external _zgemv$NEWLAPACK
00007ff803a068c4 (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
00007ff803897fab (__TEXT,__text) external _zgemv_
00007ff803898a0a (__TEXT,__text) external _zgerc
00007ff8038db513 (__TEXT,__text) external _zgerc$NEWLAPACK
00007ff803a06e56 (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
00007ff803898a0a (__TEXT,__text) external _zgerc_
00007ff803898a51 (__TEXT,__text) external _zgeru
00007ff8038db59d (__TEXT,__text) external _zgeru$NEWLAPACK
00007ff803a06edc (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
00007ff803898a51 (__TEXT,__text) external _zgeru_
00007ff8038981df (__TEXT,__text) external _zhbmv
00007ff8038db698 (__TEXT,__text) external _zhbmv$NEWLAPACK
00007ff803a06fcd (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
00007ff8038981df (__TEXT,__text) external _zhbmv_
00007ff803895282 (__TEXT,__text) external _zhemm
00007ff803973599 (__TEXT,__text) external _zhemm$NEWLAPACK
00007ff803a100b3 (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
00007ff803895282 (__TEXT,__text) external _zhemm_
00007ff803898150 (__TEXT,__text) external _zhemv
00007ff8038db7f1 (__TEXT,__text) external _zhemv$NEWLAPACK
00007ff803a0711b (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
00007ff803898150 (__TEXT,__text) external _zhemv_
00007ff803898a98 (__TEXT,__text) external _zher
00007ff8038db90a (__TEXT,__text) external _zher$NEWLAPACK
00007ff803a07232 (__TEXT,__text) external _zher$NEWLAPACK$ILP64
00007ff803898b0c (__TEXT,__text) external _zher2
00007ff8038dba17 (__TEXT,__text) external _zher2$NEWLAPACK
00007ff803a0733d (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
00007ff803898b0c (__TEXT,__text) external _zher2_
00007ff803895931 (__TEXT,__text) external _zher2k
00007ff8039739d8 (__TEXT,__text) external _zher2k$NEWLAPACK
00007ff803a104d9 (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
00007ff803895931 (__TEXT,__text) external _zher2k_
00007ff803898a98 (__TEXT,__text) external _zher_
00007ff803895740 (__TEXT,__text) external _zherk
00007ff8039737a2 (__TEXT,__text) external _zherk$NEWLAPACK
00007ff803a102b5 (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
00007ff803895740 (__TEXT,__text) external _zherk_
00007ff80389827a (__TEXT,__text) external _zhpmv
00007ff8038dbb43 (__TEXT,__text) external _zhpmv$NEWLAPACK
00007ff803a07457 (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
00007ff80389827a (__TEXT,__text) external _zhpmv_
00007ff803898b94 (__TEXT,__text) external _zhpr
00007ff8038dbc37 (__TEXT,__text) external _zhpr$NEWLAPACK
00007ff803a0753c (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
00007ff803898bf7 (__TEXT,__text) external _zhpr2
00007ff8038dbd1d (__TEXT,__text) external _zhpr2$NEWLAPACK
00007ff803a07621 (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
00007ff803898bf7 (__TEXT,__text) external _zhpr2_
00007ff803898b94 (__TEXT,__text) external _zhpr_
00007ff80389911d (__TEXT,__text) external _zrotg
00007ff8039b76d8 (__TEXT,__text) external _zrotg$NEWLAPACK
00007ff803a16a38 (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
00007ff80389911d (__TEXT,__text) external _zrotg_
00007ff80389912a (__TEXT,__text) external _zscal
00007ff8039b7762 (__TEXT,__text) external _zscal$NEWLAPACK
00007ff803a16ace (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
00007ff80389912a (__TEXT,__text) external _zscal_
00007ff803899176 (__TEXT,__text) external _zswap
00007ff8039b77d1 (__TEXT,__text) external _zswap$NEWLAPACK
00007ff803a16b4b (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
00007ff803899176 (__TEXT,__text) external _zswap_
00007ff803895363 (__TEXT,__text) external _zsymm
00007ff803973dfb (__TEXT,__text) external _zsymm$NEWLAPACK
00007ff803a108f5 (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
00007ff803895363 (__TEXT,__text) external _zsymm_
00007ff803895a41 (__TEXT,__text) external _zsyr2k
00007ff803974643 (__TEXT,__text) external _zsyr2k$NEWLAPACK
00007ff803a11129 (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
00007ff803895a41 (__TEXT,__text) external _zsyr2k_
00007ff80389583b (__TEXT,__text) external _zsyrk
00007ff8039741e9 (__TEXT,__text) external _zsyrk$NEWLAPACK
00007ff803a10cd8 (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
00007ff80389583b (__TEXT,__text) external _zsyrk_
00007ff80389842b (__TEXT,__text) external _ztbmv
00007ff8038dc87e (__TEXT,__text) external _ztbmv$NEWLAPACK
00007ff803a0815f (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
00007ff80389842b (__TEXT,__text) external _ztbmv_
00007ff8038987b1 (__TEXT,__text) external _ztbsv
00007ff8038dcd4c (__TEXT,__text) external _ztbsv$NEWLAPACK
00007ff803a0861d (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
00007ff8038987b1 (__TEXT,__text) external _ztbsv_
00007ff803898562 (__TEXT,__text) external _ztpmv
00007ff8038dd1be (__TEXT,__text) external _ztpmv$NEWLAPACK
00007ff803a08a88 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
00007ff803898562 (__TEXT,__text) external _ztpmv_
00007ff8038988e8 (__TEXT,__text) external _ztpsv
00007ff8038dd612 (__TEXT,__text) external _ztpsv$NEWLAPACK
00007ff803a08ed8 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
00007ff8038988e8 (__TEXT,__text) external _ztpsv_
00007ff803895444 (__TEXT,__text) external _ztrmm
00007ff803974c1d (__TEXT,__text) external _ztrmm$NEWLAPACK
00007ff803a116e8 (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
00007ff803895444 (__TEXT,__text) external _ztrmm_
00007ff8038982fe (__TEXT,__text) external _ztrmv
00007ff8038ddab7 (__TEXT,__text) external _ztrmv$NEWLAPACK
00007ff803a0934c (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
00007ff8038982fe (__TEXT,__text) external _ztrmv_
00007ff8038955c2 (__TEXT,__text) external _ztrsm
00007ff80397526d (__TEXT,__text) external _ztrsm$NEWLAPACK
00007ff803a11d0c (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
00007ff8038955c2 (__TEXT,__text) external _ztrsm_
00007ff803898684 (__TEXT,__text) external _ztrsv
00007ff8038ddf77 (__TEXT,__text) external _ztrsv$NEWLAPACK
00007ff803a097cc (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
00007ff803898684 (__TEXT,__text) external _ztrsv_
