00007ffa1e023e3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e00f94e (__TEXT,__text) external __ZThn24_N16IODispatchSource4initEv
00007ffa1e0115ec (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4freeEv
00007ffa1e011578 (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
00007ffa1e010dba (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
00007ffa1e010d2c (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00007ffa1e011788 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00007ffa1e011708 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00007ffa1e0106ce (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00007ffa1e01054e (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00007ffa1e00fa46 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00007ffa1e00f9c6 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00007ffa1e00fe80 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00007ffa1e00fe28 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00007ffa1e012ec4 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00007ffa1e012e76 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00007ffa1e018078 (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00007ffa1e0185a8 (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007ffa1e017b30 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007ffa1e01307c (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00007ffa1e013014 (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00007ffa1e01121e (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007ffa1e01249a (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00007ffa1e012428 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffa1e0189d2 (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffa1e00ee80 (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffa1e00ee6e (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffa1e018836 (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffa1e0129f4 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffa1e012990 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffa1e011aae (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffa1e011998 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffa1e018a3c (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffa1e012c22 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffa1e012a7a (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa1e012ca6 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffa1e012d94 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1e012e14 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1e012120 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e0173a2 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffa1e01745e (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffa1e017a4e (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffa1e017ae2 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffa1e017280 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1e017290 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e01738c (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffa1e01788e (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e017370 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffa1e017a38 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffa1e017dea (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e017a1c (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffa43add440 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffa43add448 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffa1e00ed46 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffa1e00eda0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffa1e00edfa (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffa1e032a60 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa1e032a83 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa1e016065 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa1e0155f6 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa1e016aa4 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa1e016afc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa1e017164 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa1e01721b (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.35
00007ffa1e015ec5 (__TEXT,__text) non-external ____Z27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa1e021c8a (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa1e0140ca (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1e03319b (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa1e018e68 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa1e018e41 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa1e018ce8 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa1e0337f4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa1e018f61 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e018b6c (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa1e018cb7 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa1e018eb1 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa1e01435b (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa1e0331be (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00007ffa1e018e88 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa1e0140e7 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa1e014139 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffa1e0141b0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffa1e023cc0 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa1e020b78 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa1e0207c7 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa1e01769f (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa1e012be4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa1e012c85 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa1e032f25 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa1e00f566 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa1e00f36c (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa1e00f46f (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa1e00efd2 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e00f8c0 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa1e00d36a (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa1e010e2e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e010bfb (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa1e01101e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa1e00fcf8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e00fb17 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e00ff8c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e0100c1 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa1e032c27 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa1e032c4a (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa1e00ff0d (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e012fcf (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e012f50 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e0180ea (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa1e017cc4 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa1e0112a8 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e011c20 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa1e01787e (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e0177ad (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa1e0176cc (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa1e017e8c (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa1e017cf6 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1e031d1c (__TEXT,__text) external ___assert_rtn
00007ffa4193af78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193b728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193c490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193c898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193c4c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa4193b1e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffa4193b208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffa4193b238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa4193b268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ffa4193b298 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
00007ffa4193b2b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa4193b2e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffa4193b308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffa4193b338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007ffa4193b628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ffa4193b668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.169
00007ffa4193b698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffa4193b6c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffa4193b758 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa4193b6f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.184
00007ffa4193b788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ffa4193c5f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa4193b7b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa4193b7d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ffa4193b7f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ffa4193b828 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa4193b858 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ffa4193b888 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ffa4193b8b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00007ffa4193b8e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa4193b918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa4193b948 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa4193b978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa4193b9a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa4193c2c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa4193c2e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ffa4193c318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa4193c348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ffa4193c378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa4193c398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa4193c3c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa4193c3f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa4193afa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffa4193afd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ffa4193b008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa4193b038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa4193b068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa4193b088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa4193b0a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa4193b0c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa4193b0f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffa4193b128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa4193b158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffa4193b188 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ffa4193b1b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa4193b648 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4193c610 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa1e00bdf0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1e00be10 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1e00f038 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1e00f8e2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa1e023d58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e011064 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1e00d3f5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e0171b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1e02089c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1e020c78 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa1e00f04f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1e00f91a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa1e023d75 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e01107b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1e00d430 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e0171f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1e0208e6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa1e020ce6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa1e00b711 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa1e031c82 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa1e024579 (__TEXT,__text) external _aes_decrypt
00007ffa1e024943 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa1e0244b0 (__TEXT,__text) external _aes_decrypt_cbc
00007ffa1e0249d2 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa1e024989 (__TEXT,__text) external _aes_decrypt_gcm
00007ffa1e024a48 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa1e024910 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa1e024470 (__TEXT,__text) external _aes_decrypt_key
00007ffa1e033e75 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa1e0245a2 (__TEXT,__text) external _aes_decrypt_key128
00007ffa1e0245c6 (__TEXT,__text) external _aes_decrypt_key256
00007ffa1e0247f8 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa1e02483f (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa1e0248e0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa1e024889 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa1e024459 (__TEXT,__text) external _aes_encrypt
00007ffa1e024712 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa1e024390 (__TEXT,__text) external _aes_encrypt_cbc
00007ffa1e0247a1 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa1e024758 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa1e024a29 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa1e0246df (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa1e024350 (__TEXT,__text) external _aes_encrypt_key
00007ffa1e033e57 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa1e024590 (__TEXT,__text) external _aes_encrypt_key128
00007ffa1e0245b4 (__TEXT,__text) external _aes_encrypt_key256
00007ffa1e0245d8 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa1e02461f (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa1e0246af (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa1e024669 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
00007ffa1e00b767 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa1e031cc8 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa1e00b724 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa1e031ca5 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa1e00b7c0 (__TEXT,__text) external _clock_get_system_nanotime
00007ffa1e031ceb (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa1e00b806 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa1e00ab94 (__TEXT,__text) external _crc32
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa43adbec0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa4193feb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa43adbec8 (__DATA,__common) external _gIOCommandMetaClass
00007ffa43adbed0 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa4193fec0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa4193feb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa43adbea8 (__DATA,__common) external _gIODKDebug
00007ffa43adbed8 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa4193fec8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa43adbee0 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffa4193fed0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffa43adbee8 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffa4193fed8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
