00000001a4329d90 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a43207ac (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00000001a43210e8 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00000001a431d5d8 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00000001a4321174 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00000001a4323568 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00000001a4322258 (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00000001a43206d4 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00000001a4321ecc (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00000001a4322184 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00000001a4320eac (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00000001a4321190 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00000001a4320c00 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00000001a4320f80 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00000001a4323980 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00000001a4320cd8 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00000001a4320a00 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00000001a4323638 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00000001a4323b94 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00000001a43208b8 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00000001a43182d8 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00000001a4321108 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00000001a431ef1c (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00000001a4323aa4 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00000001a431ee14 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00000001a431ee24 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.42
00000001a4320db4 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00000001a43237c0 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00000001a431f0e8 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00000001a4329ac4 (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
00000001a43252bc (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001a43252cc (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001a43255f4 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00000001a43256a4 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.9
00000001a432c708 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001dcfd6e00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001dcfd6de0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001dcfd6e28 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001dcfd6dc0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001dcfd6e88 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001dcfd6e68 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?B"NSError">16l
00000001dcfdd3b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001dcfdd508 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001dcfdd568 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001dcfdd4a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001dcfdce88 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001dcfdced8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001dcfdcfa8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dcfdd148 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001dcfdcf78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dcfdce28 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001dcfd6e48 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?B"NSError">16l
00000001dcfdd2e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dcfdd418 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001dcfdd388 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001dcfdd538 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001dcfdd4d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001dcfdd178 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dcfdce58 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001dcfdd008 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dcfdd3e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001dcfdd448 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dcfdcfd8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dcfdcf48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001dcfdd478 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001dcfdd038 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001dcfdd338 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001dcfdceb8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdcf08 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdcf28 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdd068 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdd128 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdd1a8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdd2c8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdd318 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdd368 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdd598 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcfdd0c8 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001dcfdd0e8 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dcfdd108 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001dcfdd088 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001dcfdd5b8 (__AUTH_CONST,__const) non-external ___block_literal_global.55
00000001dcfdd0a8 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001dcfdd1c8 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001dcfdd1e8 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001dcfdd208 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001dcfdd228 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001dcfdd248 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001dcfdd268 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001dcfdd288 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001dcfdd2a8 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001a4325448 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001a43256c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001a4329b54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001a432539c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001a4318d60 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001a431f108 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001a43208c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001a431c8e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001a43274f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001a43237d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001a4318798 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001a4318318 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001a4329b64 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001a43253ec (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001a4318d68 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001a4325714 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001a431f150 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001a431c938 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001a4323820 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001a43187dc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001a4318324 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001a43252d4 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001a4325430 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001a432c650 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001a4329cc0 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001a4323458 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001a4329840 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001a431c7e4 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001a431c354 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001a432b5d0 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001dcfda028 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001dcfda240 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001dcfda278 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001dcfda3a8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001dcfda490 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001dcfda098 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.104
00000001dcfda2b8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.105
00000001dcfda2c0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.114
00000001dcfda2c8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.120
00000001dcfda2d0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.122
00000001dcfda310 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.123
00000001dcfda350 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.176
00000001dcfda0c0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.178
00000001dcfda120 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.179
00000001dcfda180 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.232
00000001dcfda1c8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.233
00000001dcfda210 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.251
00000001dcfda228 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.252
00000001dcfda038 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.59
00000001dcfda280 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.60
00000001dcfda288 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.69
00000001dcfda290 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.81
00000001dcfda058 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.86
00000001dcfda2a0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.96
                 (undefined) external _abort_report_np (from libSystem)
00000001a4329398 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
                 (undefined) external _bzero (from libSystem)
00000001a43211fc (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001a43292f0 (__TEXT,__text) external _checkBOOLSetting
00000001a431cf10 (__TEXT,__text) external _checkPathQuarantineState
00000001a432b8f4 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001a431ce78 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001a431a124 (__TEXT,__text) external _copyAdhocSignatureHash
00000001a432aa08 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001a432ac04 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001a432ac38 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001a432ac6c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001a432aca0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001a432acfc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001a432ad30 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001a432adac (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001a432ae08 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001a432ae64 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001a432aa64 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001a432aa98 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001a432aacc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001a432ab00 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001a432ab34 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001a432ab68 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001a432ab9c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001a432abd0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001a431ba80 (__TEXT,__text) external _copyBootUUID
00000001a432b460 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001a431b1e4 (__TEXT,__text) external _copyBundleID
00000001a432b174 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001a431b2dc (__TEXT,__text) external _copyBundleIDFromURL
00000001a431b4fc (__TEXT,__text) external _copyBundleVersion
00000001a432b22c (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001a431b404 (__TEXT,__text) external _copyBundleVersionShort
00000001a432b1d0 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001a431b370 (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001a431ab04 (__TEXT,__text) external _copyCdhash
00000001a432aec0 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001a432aef4 (__TEXT,__text) non-external _copyCdhash.cold.2
00000001a432af28 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001a431aa7c (__TEXT,__text) external _copyCdhashFromKextURL
00000001a4329498 (__TEXT,__text) external _copyCodeSigningInfo
00000001a431b8a4 (__TEXT,__text) external _copyDeveloperName
00000001a432b2e4 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001a432b344 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001a432b3a4 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001a432b404 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001a432989c (__TEXT,__text) external _copyEntitlements
00000001a4321384 (__TEXT,__text) external _copyFileHashForURL
00000001a432bf18 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001a432bfb8 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001a432c048 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001a431ac70 (__TEXT,__text) external _copyLegacyCdhash
00000001a431ace0 (__TEXT,__text) external _copyLegacyCdhashSHA256
00000001a4318edc (__TEXT,__text) external _copyLegacyDeveloperName
00000001a431cbe4 (__TEXT,__text) external _copySecureTimestamp
00000001a432b83c (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001a431bc24 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001a431b10c (__TEXT,__text) external _copySigningID
00000001a432b118 (__TEXT,__text) non-external _copySigningID.cold.1
00000001a431af28 (__TEXT,__text) external _copyTeamIdentifier
00000001a432b0bc (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001a431ad50 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001a432af84 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001a432afec (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001a431ae70 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001a432b054 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001a431b5f4 (__TEXT,__text) external _copyUnstagedURL
00000001a432b288 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001a431a11c (__TEXT,__text) external _createCodeReference
00000001a431a004 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001a432a8f0 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001a432a97c (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001a4319ffc (__TEXT,__text) external _createCodeReferenceQuiet
00000001a4319f4c (__TEXT,__text) external _createHexStringFromData
00000001a4325bd8 (__TEXT,__text) non-external _createMigrationManifest
00000001a432c7a8 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001a43293f0 (__TEXT,__text) external _createSecStaticCodeForURL
00000001a432cbf0 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001a43292b4 (__TEXT,__text) external _createSystemPolicyDefaults
00000001a431b700 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001d597b8d0 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001d597b8d8 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001a4324da8 (__TEXT,__text) external _doBooleanXPCFunction
00000001a432501c (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001a4325024 (__TEXT,__text) external _doObjectXPCFunction
00000001d597b888 (__DATA,__bss) non-external _exec.sLog
00000001d597b880 (__DATA,__bss) non-external _exec.sLogInit
00000001a43212b8 (__TEXT,__text) external _fileExists
00000001a4321320 (__TEXT,__text) external _fileIsSymlink
00000001a4322564 (__TEXT,__text) external _findContainingBundle
00000001a431be68 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001a4322e68 (__TEXT,__text) external _findOuterMostBundle
00000001a432c184 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00000001a432337c (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001a432c1c8 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00000001a43226f8 (__TEXT,__text) external _findScanTargetByPath
00000001a4322a90 (__TEXT,__text) external _findTopAppBundle
00000001a4322668 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001a431d7b8 (__TEXT,__text) non-external _fsEventCallback
00000001d597b868 (__DATA,__bss) non-external _generic.sLog
00000001d597b860 (__DATA,__bss) non-external _generic.sLogInit
00000001a4329bcc (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001d597b8e8 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001d597b850 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001d597b858 (__DATA,__bss) non-external _getAllowedPaths.once
00000001a431b008 (__TEXT,__text) external _getDictionaryValue
00000001a4322d60 (__TEXT,__text) external _getVolumePrefix
00000001a432c0d8 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
00000001a4322510 (__TEXT,__text) non-external _globalBundleSuffixes
00000001d597b8c8 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001d597b8c0 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001a4322ccc (__TEXT,__text) external _hasAppExtension
00000001a431bca8 (__TEXT,__text) external _hasCodeRequirementString
00000001a432b518 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001a432f991 (__TEXT,__cstring) non-external _hexString.nibble
00000001a431d178 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001a431cffc (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001a431bdb0 (__TEXT,__text) external _isAdhocSignature
00000001a432b574 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001a43198ec (__TEXT,__text) external _isAppleInternalMachine
00000001a431bd70 (__TEXT,__text) external _isAppleSignedCode
00000001a4319958 (__TEXT,__text) external _isBehavioralEngineEnabledMachine
00000001a431c97c (__TEXT,__text) external _isCodelessKext
00000001a432b62c (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001a4325458 (__TEXT,__text) external _isConnectionEntitled
00000001a432c6ac (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001a4319910 (__TEXT,__text) external _isDarwinOSEnvironment
00000001a431bda0 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001a431bd90 (__TEXT,__text) external _isDeveloperIDSignedCode
00000001a431991c (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001a431bc38 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001a431bc30 (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001a431ccbc (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001a432b898 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001a4319880 (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001a431bd80 (__TEXT,__text) external _isMacAppStoreSignedCode
00000001a43257f8 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001a431ca30 (__TEXT,__text) external _isNotarizedKext
00000001a432b68c (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001a432b734 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001a432b7b8 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001a431996c (__TEXT,__text) external _isProvenanceTrackingEnabled
00000001a43198a4 (__TEXT,__text) external _isSIPDisabledMachine
00000001a43198c8 (__TEXT,__text) external _isSKELDisabledMachine
00000001a432232c (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
