0000000232301548 (__DATA,__common) external _AfterColour
00000001fdeb2900 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE
00000001fdeb5784 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl11getWidestVFENS_9StringRefERNS_12ElementCountES3_
00000001fdeb531c (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl12getWCharSizeERKNS_6ModuleE
00000001fdeb510c (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl21getVectorizedFunctionENS_9StringRefERKNS_12ElementCountE
00000001fdeb4fd4 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl22isFunctionVectorizableENS_9StringRefE
00000001fdeb1460 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl22isValidProtoForLibFuncERKNS_12FunctionTypeENS_7LibFuncERKNS_6ModuleE
00000001fefbcb44 (__TEXT,__text) external __ZNK4llvm21VPScalarIVStepsRecipe11isCanonicalEv
00000001fefbcb2c (__TEXT,__text) external __ZNK4llvm21VPScalarIVStepsRecipe14getCanonicalIVEv
00000001fefbcbec (__TEXT,__text) external __ZNK4llvm21VPScalarIVStepsRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00000001fe7a3b70 (__TEXT,__text) external __ZNK4llvm21ValueProfileCollector3getENS_18InstrProfValueKindE
00000001fe49b044 (__TEXT,__text) external __ZNK4llvm22AGXPseudoWaitPlacement16getAnalysisUsageERNS_13AnalysisUsageE
00000001fe49b118 (__TEXT,__text) external __ZNK4llvm22AGXPseudoWaitPlacement16needsImplicitUseERNS_12MachineInstrE
00000001fdce0a38 (__TEXT,__text) external __ZNK4llvm22AssumptionCacheTracker14verifyAnalysisEv
00000001fdd0ff08 (__TEXT,__text) external __ZNK4llvm22CFLAndersAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fdd16c50 (__TEXT,__text) external __ZNK4llvm22CFLSteensAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fe2ac144 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential14getElementTypeEv
00000001fe2a4fdc (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential14getNumElementsEv
00000001fe2ac150 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential16getRawDataValuesEv
00000001fe2aca14 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential17getElementAsAPIntEj
00000001fe2acc50 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential17getElementAsFloatEj
00000001fe2ac200 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential17getElementPointerEj
00000001fe2accb0 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential18getElementAsDoubleEj
00000001fe2ac1bc (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential18getElementByteSizeEv
00000001fe2acb24 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential19getElementAsAPFloatEj
00000001fe2ac934 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential19getElementAsIntegerEj
00000001fe2a4ff4 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential20getElementAsConstantEj
00000001fe2acd10 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential8isStringEj
00000001fe2acd48 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential9isCStringEv
00000001fe324fec (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic11isTernaryOpEv
00000001fe324c00 (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic15getRoundingModeEv
00000001fe324c88 (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic20getExceptionBehaviorEv
00000001fe324d10 (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic22isDefaultFPEnvironmentEv
00000001fe324fc0 (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic9isUnaryOpEv
00000001fe177aa8 (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor11shouldEvictERKNS_12LiveIntervalEbS3_b
00000001fe177aec (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor24canEvictHintInterferenceERKNS_12LiveIntervalENS_10MCRegisterERKNS_8SmallSetINS_8RegisterELj16ENSt3__14lessIS6_EEEE
00000001fe177eb0 (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor24tryFindEvictionCandidateERKNS_12LiveIntervalERKNS_15AllocationOrderEhRKNS_8SmallSetINS_8RegisterELj16ENSt3__14lessIS8_EEEE
00000001fe177b24 (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor31canEvictInterferenceBasedOnCostERKNS_12LiveIntervalENS_10MCRegisterEbRNS_12EvictionCostERKNS_8SmallSetINS_8RegisterELj16ENSt3__14lessIS8_EEEE
00000001fe2e616c (__TEXT,__text) external __ZNK4llvm22DiagnosticInfoDontCall5printERNS_17DiagnosticPrinterE
00000001fdd6492c (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl11isDivergentERKNS_5ValueE
00000001fdd64fe8 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl14isDivergentUseERKNS_3UseE
00000001fdd6430c (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl15isAlwaysUniformERKNS_5ValueE
00000001fdd6437c (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl19isTemporalDivergentERKNS_10BasicBlockERKNS_5ValueE
00000001fdd6447c (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl8inRegionERKNS_10BasicBlockE
00000001fdd64468 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl8inRegionERKNS_11InstructionE
00000001fdd75c70 (__TEXT,__text) external __ZNK4llvm22FunctionPropertiesInfo5printERNS_11raw_ostreamE
00000001fe324bb8 (__TEXT,__text) external __ZNK4llvm22InstrProfIncrementInst7getStepEv
00000001fe803ce8 (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader19emitV2FileDirTablesEPNS_10MCStreamerE
00000001fe803fb4 (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader19emitV5FileDirTablesEPNS_10MCStreamerERNS_8OptionalINS_14MCDwarfLineStrEEE
00000001fe8035e8 (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader4EmitEPNS_10MCStreamerENS_22MCDwarfLineTableParamsENS_8ArrayRefIcEERNS_8OptionalINS_14MCDwarfLineStrEEE
00000001fe803af0 (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader4EmitEPNS_10MCStreamerENS_22MCDwarfLineTableParamsERNS_8OptionalINS_14MCDwarfLineStrEEE
00000001fed381d4 (__TEXT,__text) external __ZNK4llvm22PrettyStackTraceFormat5printERNS_11raw_ostreamE
00000001fed37ff4 (__TEXT,__text) external __ZNK4llvm22PrettyStackTraceString5printERNS_11raw_ostreamE
00000001fdde7b48 (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking11printChecksERNS_11raw_ostreamERKNS_15SmallVectorImplINSt3__14pairIPKNS_23RuntimeCheckingPtrGroupES8_EEEEj
00000001fdde7150 (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking13needsCheckingERKNS_23RuntimeCheckingPtrGroupES3_
00000001fdde7910 (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking13needsCheckingEjj
00000001fdde7efc (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking5printERNS_11raw_ostreamEj
00000001fdebd9c8 (__TEXT,__text) external __ZNK4llvm22TypeBasedAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fefbdb78 (__TEXT,__text) external __ZNK4llvm22VPCanonicalIVPHIRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00000001fe219354 (__TEXT,__text) external __ZNK4llvm23ConvergingVLIWScheduler23createVLIWResourceModelERKNS_19TargetSubtargetInfoEPKNS_16TargetSchedModelE
00000001fdd4df4c (__TEXT,__text) external __ZNK4llvm23DemandedBitsWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fdd4dfd4 (__TEXT,__text) external __ZNK4llvm23DemandedBitsWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00000001fe2e2cf4 (__TEXT,__text) external __ZNK4llvm23DiagnosticInfoInlineAsm5printERNS_17DiagnosticPrinterE
00000001fe2e57d4 (__TEXT,__text) external __ZNK4llvm23DiagnosticInfoMIRParser5printERNS_17DiagnosticPrinterE
00000001fe2e5ec4 (__TEXT,__text) external __ZNK4llvm23DiagnosticInfoMisExpect5printERNS_17DiagnosticPrinterE
00000001fee17450 (__TEXT,__text) external __ZNK4llvm23InjectTLIMappingsLegacy16getAnalysisUsageERNS_13AnalysisUsageE
00000001fe3f88a4 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler10isFunctionEv
00000001fe3f8d64 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler12isCtorOrDtorEv
00000001fe3f8e0c (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler13isSpecialNameEv
00000001fe3f8d24 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler14finishDemangleEPcPm
00000001fe3f8a90 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler15getFunctionNameEPcPm
00000001fe3f8838 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler19getFunctionBaseNameEPcPm
00000001fe3f8ab0 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler21getFunctionParametersEPcPm
00000001fe3f8c68 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler21getFunctionReturnTypeEPcPm
00000001fe3f8d2c (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler21hasFunctionQualifiersEv
00000001fe3f895c (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler26getFunctionDeclContextNameEPcPm
00000001fe3f8e24 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler6isDataEv
00000001fe80bb24 (__TEXT,__text) external __ZNK4llvm23MCELFObjectTargetWriter23needsRelocateWithSymbolERKNS_8MCSymbolEj
00000001fde18a04 (__TEXT,__text) external __ZNK4llvm23MemoryDependenceResults13verifyRemovedEPNS_11InstructionE
00000001fde14ad0 (__TEXT,__text) external __ZNK4llvm23MemoryDependenceResults24getDefaultBlockScanLimitEv
00000001fed3823c (__TEXT,__text) external __ZNK4llvm23PrettyStackTraceProgram5printERNS_11raw_ostreamE
00000001fe181d3c (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor11canReassignERKNS_12LiveIntervalENS_8RegisterE
00000001fe181fec (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor13getOrderLimitERKNS_12LiveIntervalERKNS_15AllocationOrderEj
00000001fe182144 (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor18canAllocatePhysRegEjNS_10MCRegisterE
00000001fe181fa4 (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor22isUnusedCalleeSavedRegENS_10MCRegisterE
00000001fe1b1638 (__TEXT,__text) external __ZNK4llvm23ReplaceWithVeclibLegacy16getAnalysisUsageERNS_13AnalysisUsageE
00000001fecdf7d0 (__TEXT,__text) external __ZNK4llvm23WritableBinaryStreamRef10writeBytesEyNS_8ArrayRefIhEE
00000001fecdf9c4 (__TEXT,__text) external __ZNK4llvm23WritableBinaryStreamRefcvNS_15BinaryStreamRefEEv
00000001fe2e31d8 (__TEXT,__text) external __ZNK4llvm24DiagnosticInfoPGOProfile5printERNS_17DiagnosticPrinterE
00000001fe2ef32c (__TEXT,__text) external __ZNK4llvm24DominatorTreeWrapperPass14verifyAnalysisEv
00000001fe2ef330 (__TEXT,__text) external __ZNK4llvm24DominatorTreeWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00000001fe6a61c4 (__TEXT,__text) external __ZNK4llvm24InstructionCombiningPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fddd6460 (__TEXT,__text) external __ZNK4llvm24LazyValueInfoWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fdde1258 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis11isDivergentEPKNS_5ValueE
00000001fdde12cc (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis14isDivergentUseEPKNS_3UseE
00000001fdde06b0 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis16getAnalysisUsageERNS_13AnalysisUsageE
00000001fdde0758 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis30shouldUseGPUDivergenceAnalysisERKNS_8FunctionERKNS_19TargetTransformInfoE
00000001fdde1368 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis5printERNS_11raw_ostreamEPKNS_6ModuleE
00000001fddec9b0 (__TEXT,__text) external __ZNK4llvm24LoopAccessLegacyAnalysis16getAnalysisUsageERNS_13AnalysisUsageE
00000001fddec4e4 (__TEXT,__text) external __ZNK4llvm24LoopAccessLegacyAnalysis5printERNS_11raw_ostreamEPKNS_6ModuleE
00000001fef69138 (__TEXT,__text) external __ZNK4llvm24LoopVectorizationPlanner14getBestPlanForENS_12ElementCountE
00000001fe09fde8 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolEntry14getSectionKindEPKNS_10DataLayoutE
00000001fe09fd28 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolEntry14getSizeInBytesERKNS_10DataLayoutE
00000001fe09fdb4 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolEntry15needsRelocationEv
00000001fe09fce0 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolValue14getSizeInBytesERKNS_10DataLayoutE
00000001fe08f524 (__TEXT,__text) external __ZNK4llvm24MachineDominanceFrontier16getAnalysisUsageERNS_13AnalysisUsageE
00000001fe0bbaec (__TEXT,__text) external __ZNK4llvm24MachineModuleSlotTracker21collectMachineMDNodesERNSt3__16vectorINS1_4pairIjPKNS_6MDNodeEEENS1_9allocatorIS7_EEEE
00000001fe0e2664 (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree14verifyAnalysisEv
00000001fe0e25e0 (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree16getAnalysisUsageERNS_13AnalysisUsageE
00000001fe0e25ec (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree26findNearestCommonDominatorENS_8ArrayRefIPNS_17MachineBasicBlockEEE
00000001fe0e26b4 (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree5printERNS_11raw_ostreamEPKNS_6ModuleE
00000001fe147bb8 (__TEXT,__text) external __ZNK4llvm24NonRelocatableStringpool21getEntriesForEmissionEv
00000001fe2e525c (__TEXT,__text) external __ZNK4llvm24OptimizationRemarkMissed9isEnabledEv
00000001feda2c94 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile16SectionForGlobalEPKNS_12GlobalObjectENS_11SectionKindERKNS_13TargetMachineE
00000001feda2eb4 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile16SectionForGlobalEPKNS_12GlobalObjectERKNS_13TargetMachineE
00000001feda31e8 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile17getNameWithPrefixERNS_15SmallVectorImplIcEEPKNS_11GlobalValueERKNS_13TargetMachineE
00000001feda3064 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile17getTTypeReferenceEPKNS_15MCSymbolRefExprEjRNS_10MCStreamerE
00000001feda250c (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile19getCallSiteEncodingEv
00000001feda2648 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile20emitPersonalityValueERNS_10MCStreamerERKNS_10DataLayoutEPKNS_8MCSymbolE
00000001feda264c (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile21emitCGProfileMetadataERNS_10MCStreamerERNS_6ModuleE
00000001feda2f94 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile21getSectionForConstantERKNS_10DataLayoutENS_11SectionKindEPKNS_8ConstantERNS_5AlignE
00000001feda2f10 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile22getSectionForJumpTableERKNS_8FunctionERKNS_13TargetMachineE
00000001feda2640 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile23getCFIPersonalitySymbolEPKNS_11GlobalValueERKNS_13TargetMachineEPNS_17MachineModuleInfoE
00000001feda2fc8 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile23getTTypeGlobalReferenceEPKNS_11GlobalValueEjRKNS_13TargetMachineEPNS_17MachineModuleInfoERNS_10MCStreamerE
00000001feda3190 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile25getDebugThreadLocalSymbolEPKNS_8MCSymbolE
00000001feda2fc0 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile27getUniqueSectionForFunctionERKNS_8FunctionERKNS_13TargetMachineE
00000001feda252c (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile28getSymbolWithGlobalValueBaseEPKNS_11GlobalValueENS_9StringRefERKNS_13TargetMachineE
00000001feda2fb8 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile30getSectionForMachineBasicBlockERKNS_8FunctionERKNS_17MachineBasicBlockERKNS_13TargetMachineE
00000001feda2f68 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile35shouldPutJumpTableInFunctionSectionEbRKNS_8FunctionE
00000001fefbe0a8 (__TEXT,__text) external __ZNK4llvm24VPWidenCanonicalIVRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00000001fe324d6c (__TEXT,__text) external __ZNK4llvm25ConstrainedFPCmpIntrinsic12getPredicateEv
00000001fe2e5964 (__TEXT,__text) external __ZNK4llvm25DiagnosticInfoUnsupported5printERNS_17DiagnosticPrinterE
00000001fdd883b8 (__TEXT,__text) external __ZNK4llvm25GPUFunctionAnalysisResult5printERNS_11raw_ostreamE
00000001fdd885f8 (__TEXT,__text) external __ZNK4llvm25GPUFunctionAnalysisResulteqERKS0_
00000001fe2ac13c (__TEXT,__text) external __ZNK4llvm25GetElementPtrConstantExpr20getResultElementTypeEv
00000001fe2ac134 (__TEXT,__text) external __ZNK4llvm25GetElementPtrConstantExpr20getSourceElementTypeEv
00000001fef52aa4 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality14isInductionPhiEPKNS_5ValueE
00000001fef50b34 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality16isConsecutivePtrEPNS_4TypeEPNS_5ValueE
00000001fef52cc0 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality19isInductionVariableEPKNS_5ValueE
00000001fef52dcc (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality20blockCanBePredicatedEPNS_10BasicBlockERNS_15SmallPtrSetImplIPNS_5ValueEEERNS3_IPKNS_11InstructionEEERNS3_IPS8_EE
00000001fef52d88 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality21blockNeedsPredicationEPNS_10BasicBlockE
00000001fef52d3c (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality22isFixedOrderRecurrenceEPKNS_7PHINodeE
00000001fef52c60 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality25isCastedInductionVariableEPKNS_5ValueE
00000001fef52af8 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality29getIntOrFpInductionDescriptorEPNS_7PHINodeE
00000001fef52bb0 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality29getPointerInductionDescriptorEPNS_7PHINodeE
00000001fe06daec (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo11getFunctionEv
00000001fe06d6b4 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo12getBlockFreqEPKNS_17MachineBasicBlockE
00000001fe06dbf4 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo12getEntryFreqEv
00000001fe06db1c (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamENS_14BlockFrequencyE
00000001fe06db54 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamEPKNS_17MachineBasicBlockE
00000001fe06d82c (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo15isIrrLoopHeaderEPKNS_17MachineBasicBlockE
00000001fe06a6d0 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo16getAnalysisUsageERNS_13AnalysisUsageE
00000001fe06d730 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo20getBlockProfileCountEPKNS_17MachineBasicBlockE
00000001fe06d7f4 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo23getProfileCountFromFreqEy
00000001fe06d474 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo4viewERKNS_5TwineEb
00000001fe06db04 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo7getMBPIEv
00000001fe09ac94 (__TEXT,__text) external __ZNK4llvm25MachineFunctionProperties5printERNS_11raw_ostreamE
00000001fdd1a8ac (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE6Result21getOuterInvalidationsEv
00000001fdd1a590 (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE6Result21getOuterInvalidationsEv
00000001fe3535f0 (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE6Result21getOuterInvalidationsEv
00000001fddf3060 (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE6Result21getOuterInvalidationsEv
00000001fe1adf08 (__TEXT,__text) external __ZNK4llvm25PhysicalRegisterUsageInfo5printERNS_11raw_ostreamEPKNS_6ModuleE
00000001fde89770 (__TEXT,__text) external __ZNK4llvm25PredicatedScalarEvolution12getPredicateEv
00000001fde6acf4 (__TEXT,__text) external __ZNK4llvm25PredicatedScalarEvolution24areAddRecsEqualWithPredsEPKNS_14SCEVAddRecExprES3_
00000001fde89b98 (__TEXT,__text) external __ZNK4llvm25PredicatedScalarEvolution5printERNS_11raw_ostreamEj
00000001fdcf983c (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase11getLoopNameERKNS0_8LoopDataE
00000001fdcf9570 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase12getBlockFreqERKNS0_9BlockNodeE
00000001fdcf9830 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase12getBlockNameERKNS0_9BlockNodeE
00000001fdcf98ec (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase14printBlockFreqERNS_11raw_ostreamERKNS0_9BlockNodeE
00000001fdcf9930 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase14printBlockFreqERNS_11raw_ostreamERKNS_14BlockFrequencyE
00000001fdcf9598 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase20getBlockProfileCountERKNS_8FunctionERKNS0_9BlockNodeEb
00000001fdcf97ec (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase20getFloatingBlockFreqERKNS0_9BlockNodeE
00000001fdcf95c0 (__TEXT,__text) external __ZNK4llvm26BlockFrequencyInfoImplBase23getProfileCountFromFreqERKNS_8FunctionEyb
00000001fe15b118 (__TEXT,__text) external __ZNK4llvm26CallEntryPseudoSourceValue10isConstantEPKNS_16MachineFrameInfoE
00000001fe15b128 (__TEXT,__text) external __ZNK4llvm26CallEntryPseudoSourceValue8mayAliasEPKNS_16MachineFrameInfoE
00000001fe15b120 (__TEXT,__text) external __ZNK4llvm26CallEntryPseudoSourceValue9isAliasedEPKNS_16MachineFrameInfoE
00000001feded814 (__TEXT,__text) external __ZNK4llvm26CodeExtractorAnalysisCache29doesBlockContainClobberOfAddrERNS_10BasicBlockEPNS_10AllocaInstE
00000001fe2e5c04 (__TEXT,__text) external __ZNK4llvm26DiagnosticInfoISelFallback5printERNS_17DiagnosticPrinterE
00000001fddcc09c (__TEXT,__text) external __ZNK4llvm26LazyBlockFrequencyInfoPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fddcc02c (__TEXT,__text) external __ZNK4llvm26LazyBlockFrequencyInfoPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00000001fef60ec8 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel16isMoreProfitableERKNS_19VectorizationFactorES3_
00000001fef58c34 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel17getVectorCallCostEPNS_8CallInstENS_12ElementCountERb
00000001fef60dec (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel18getVScaleForTuningEv
00000001fef59670 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel22getVectorIntrinsicCostEPNS_8CallInstENS_12ElementCountE
00000001fef5d12c (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel23isScalarWithPredicationEPNS_11InstructionENS_12ElementCountE
00000001fef58fd4 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel24getScalarizationOverheadEPNS_11InstructionENS_12ElementCountE
00000001fef61e24 (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel33isEpilogueVectorizationProfitableENS_12ElementCountE
00000001fef61c2c (__TEXT,__text) external __ZNK4llvm26LoopVectorizationCostModel35isCandidateForEpilogueVectorizationERKNS_4LoopENS_12ElementCountE
00000001fde21c48 (__TEXT,__text) external __ZNK4llvm26MemorySSAPrinterLegacyPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fe2e56e0 (__TEXT,__text) external __ZNK4llvm26OptimizationRemarkAnalysis9isEnabledEv
00000001fde886ac (__TEXT,__text) external __ZNK4llvm26ScalarEvolutionWrapperPass14verifyAnalysisEv
00000001fde886c4 (__TEXT,__text) external __ZNK4llvm26ScalarEvolutionWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fde886a4 (__TEXT,__text) external __ZNK4llvm26ScalarEvolutionWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00000001fdebfc78 (__TEXT,__text) external __ZNK4llvm26ScopedNoAliasAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fe1c4c78 (__TEXT,__text) external __ZNK4llvm26ScoreboardHazardRecognizer10Scoreboard4dumpEv
00000001fe1c4e10 (__TEXT,__text) external __ZNK4llvm26ScoreboardHazardRecognizer12atIssueLimitEv
00000001fdea3058 (__TEXT,__text) external __ZNK4llvm26StackSafetyInfoWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00000001fdea30a4 (__TEXT,__text) external __ZNK4llvm26StackSafetyInfoWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00000001fe2e2dbc (__TEXT,__text) external __ZNK4llvm27DiagnosticInfoResourceLimit5printERNS_17DiagnosticPrinterE
00000001fe2e30a4 (__TEXT,__text) external __ZNK4llvm27DiagnosticInfoSampleProfile5printERNS_17DiagnosticPrinterE
00000001fe15aeb8 (__TEXT,__text) external __ZNK4llvm27FixedStackPseudoSourceValue10isConstantEPKNS_16MachineFrameInfoE
