00007ff808f9a120 (__TEXT,__const) non-external _A1_Table
00007ff80850a2b0 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
00007ff841d6c808 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16Q12.vPremultiplyData_ARGB16Q12
00007ff80850a080 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
00007ff841d6c800 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16U.vPremultiplyData_ARGB16U_CV
00007ff808485e40 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
00007ff841d6bfd8 (__DATA,__data) non-external _vImagePremultiplyData_ARGB8888.vPremultiplyData_ARGB8888_CV
00007ff8085096c0 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
00007ff841d6c7e0 (__DATA,__bss) non-external _vImagePremultiplyData_ARGBFFFF.vPremultiplyData_ARGBFFFF_CV
00007ff8086a1c20 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
00007ff80858d570 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX
00007ff8086c0600 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX2
00007ff80872f730 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_SSE4_1
00007ff8086a1c40 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_resolver
00007ff8086a8320 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_scalar
00007ff841d6c2b8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_vec
00007ff8086a1bc0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
00007ff80858cf90 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_AVX
00007ff8086c00c0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_AVX2
00007ff80872f130 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_SSE4_1
00007ff8086a1be0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_resolver
00007ff8086a8070 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_scalar
00007ff841d6c2b0 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_vec
00007ff8086a1ce0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
00007ff80858e050 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_AVX
00007ff8086c11e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff8087301a0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_SSE4_1
00007ff8086a1d00 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff8086a88a0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff841d6c2c8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff8086a1c80 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
00007ff80858db10 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_AVX
00007ff8086c0bd0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_AVX2
00007ff80872fc50 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_SSE4_1
00007ff8086a1ca0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_resolver
00007ff8086a85e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_scalar
00007ff841d6c2c0 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_vec
00007ff8086a1b60 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
00007ff80858c990 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_AVX
00007ff8086bfb00 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_AVX2
00007ff80872eb40 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_SSE4_1
00007ff8086a1b80 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_resolver
00007ff8086a7e30 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_scalar
00007ff841d6c2a8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_vec
00007ff80849f6f0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
00007ff80858c340 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_AVX
00007ff80849f750 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_AVX2
00007ff80872e5b0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_SSE4_1
00007ff80849f710 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_resolver
00007ff8086a7bf0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_scalar
00007ff841d6c2a0 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_vec
00007ff8086a1da0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
00007ff80858ea10 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_AVX
00007ff8086c1d10 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_AVX2
00007ff808730c90 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_SSE4_1
00007ff8086a1dc0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_resolver
00007ff8086a8e30 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_scalar
00007ff841d6c2d8 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_vec
00007ff8086a1d40 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
00007ff80858e570 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_AVX
00007ff8086c1870 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_AVX2
00007ff808730760 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_SSE4_1
00007ff8086a1d60 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_resolver
00007ff8086a8b60 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_scalar
00007ff841d6c2d0 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_vec
00007ff8085090e0 (__TEXT,__text) external _vImagePremultiplyData_Planar8
00007ff841d6c7d0 (__DATA,__bss) non-external _vImagePremultiplyData_Planar8.vPremultiplyData_Planar8_CV
00007ff808509380 (__TEXT,__text) external _vImagePremultiplyData_PlanarF
00007ff841d6c7d8 (__DATA,__bss) non-external _vImagePremultiplyData_PlanarF.vPremultiplyData_PlanarF_CV
00007ff808509bf0 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
00007ff841d6c7f0 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16F.vPremultiplyData_RGBA16F_CV
00007ff8084be820 (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
00007ff841d6c810 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16Q12.vPremultiplyData_RGBA16Q12
00007ff808509e50 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
00007ff841d6c7f8 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16U.vPremultiplyData_RGBA16U_CV
00007ff808484d50 (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
00007ff841d6bfe0 (__DATA,__data) non-external _vImagePremultiplyData_RGBA8888.vPremultiplyData_RGBA8888_CV
00007ff8085099c0 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
00007ff841d6c7e8 (__DATA,__bss) non-external _vImagePremultiplyData_RGBAFFFF.vPremultiplyData_RGBAFFFF_CV
00007ff80865e7d0 (__TEXT,__text) non-external _vImageRLD_Float
00007ff80865de60 (__TEXT,__text) non-external _vImageRLD_Int
00007ff8086cfd50 (__TEXT,__text) external _vImageRemap_Image8U
00007ff841d6d088 (__DATA,__bss) non-external _vImageRemap_Image8U.vRemap_Planar8_fp16_line8
00007ff8086a2280 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
00007ff808593d40 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_AVX
00007ff8086c7030 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_AVX2
00007ff808735f90 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_SSE4_1
00007ff8086a22a0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_resolver
00007ff8086adf20 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_scalar
00007ff841d6c340 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_vec
00007ff8086a2220 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
00007ff808593480 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_AVX
00007ff8086c6770 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_AVX2
00007ff8087356d0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_SSE4_1
00007ff8086a2240 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_resolver
00007ff8086ad660 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_scalar
00007ff841d6c338 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_vec
00007ff8086a21c0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
00007ff808592c00 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_AVX
00007ff8086c5ef0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_AVX2
00007ff808734e50 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_SSE4_1
00007ff8086a21e0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_resolver
00007ff8086acde0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_scalar
00007ff841d6c330 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_vec
00007ff8086a2160 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
00007ff808592390 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_AVX
00007ff8086c5680 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_AVX2
00007ff8087345e0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_SSE4_1
00007ff8086a2180 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_resolver
00007ff8086ac570 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_scalar
00007ff841d6c328 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_vec
00007ff8086a2340 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
00007ff808594fa0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_AVX
00007ff8086c8290 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_AVX2
00007ff8087371b0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_SSE4_1
00007ff8086a2360 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_resolver
00007ff8086af140 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_scalar
00007ff841d6c350 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_vec
00007ff8086a22e0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
00007ff808594610 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_AVX
00007ff8086c7900 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_AVX2
00007ff808736860 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_SSE4_1
00007ff8086a2300 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_resolver
00007ff8086ae7f0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_scalar
00007ff841d6c348 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_vec
00007ff80865e6e0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
00007ff80865f8d0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
00007ff80865de00 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
00007ff80865e740 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
00007ff808605d60 (__TEXT,__text) external _vImageRotate90_ARGB16F
00007ff808607440 (__TEXT,__text) external _vImageRotate90_ARGB16S
00007ff841d6cde0 (__DATA,__bss) non-external _vImageRotate90_ARGB16S.vRotate_90_ARGB_16U
00007ff8086068a0 (__TEXT,__text) external _vImageRotate90_ARGB16U
00007ff841d6cdd8 (__DATA,__bss) non-external _vImageRotate90_ARGB16U.vRotate_90_ARGB_16U
00007ff808606370 (__TEXT,__text) external _vImageRotate90_ARGB8888
00007ff808607ff0 (__TEXT,__text) external _vImageRotate90_ARGBFFFF
00007ff808605800 (__TEXT,__text) external _vImageRotate90_CbCr16F
00007ff808617fa0 (__TEXT,__text) external _vImageRotate90_CbCr16S
00007ff808617f40 (__TEXT,__text) external _vImageRotate90_CbCr16U
00007ff808617e70 (__TEXT,__text) external _vImageRotate90_CbCr8
00007ff808618000 (__TEXT,__text) external _vImageRotate90_CbCrF
00007ff808605250 (__TEXT,__text) external _vImageRotate90_Planar16F
00007ff808617dc0 (__TEXT,__text) external _vImageRotate90_Planar16S
00007ff808617d10 (__TEXT,__text) external _vImageRotate90_Planar16U
00007ff841d6cdd0 (__DATA,__bss) non-external _vImageRotate90_Planar16U.vRotate_90_Planar_UInt16
00007ff808603bb0 (__TEXT,__text) external _vImageRotate90_Planar8
00007ff841d6cdc8 (__DATA,__bss) non-external _vImageRotate90_Planar8.vRotate_90_Planar_UInt8
00007ff808604770 (__TEXT,__text) external _vImageRotate90_PlanarF
00007ff808605860 (__TEXT,__text) external _vImageRotate_ARGB16F
00007ff808606f40 (__TEXT,__text) external _vImageRotate_ARGB16S
00007ff8086063a0 (__TEXT,__text) external _vImageRotate_ARGB16U
00007ff808605e60 (__TEXT,__text) external _vImageRotate_ARGB8888
00007ff808607af0 (__TEXT,__text) external _vImageRotate_ARGBFFFF
00007ff808605300 (__TEXT,__text) external _vImageRotate_CbCr16F
00007ff808604d50 (__TEXT,__text) external _vImageRotate_Planar16F
00007ff8086036e0 (__TEXT,__text) external _vImageRotate_Planar8
00007ff808604260 (__TEXT,__text) external _vImageRotate_PlanarF
00007ff80860dea0 (__TEXT,__text) external _vImageScale_ARGB16F
00007ff80860b150 (__TEXT,__text) external _vImageScale_ARGB16S
00007ff8084c4ff0 (__TEXT,__text) external _vImageScale_ARGB16U
00007ff8084b07e0 (__TEXT,__text) external _vImageScale_ARGB8888
00007ff80860cd20 (__TEXT,__text) external _vImageScale_ARGBFFFF
00007ff80860d8e0 (__TEXT,__text) external _vImageScale_CbCr16F
00007ff80860ab40 (__TEXT,__text) external _vImageScale_CbCr16U
00007ff8084d5250 (__TEXT,__text) external _vImageScale_CbCr8
00007ff80860d320 (__TEXT,__text) external _vImageScale_Planar16F
00007ff808608600 (__TEXT,__text) external _vImageScale_Planar16S
00007ff8086092f0 (__TEXT,__text) external _vImageScale_Planar16U
00007ff8084cf8e0 (__TEXT,__text) external _vImageScale_Planar8
00007ff808609fe0 (__TEXT,__text) external _vImageScale_PlanarF
00007ff80860bd40 (__TEXT,__text) external _vImageScale_XRGB2101010W
00007ff808534e60 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
00007ff808534e90 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
00007ff8084f4cf0 (__TEXT,__text) external _vImageSepConvolve_ARGB8888
00007ff841d6c6a8 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8bgf
00007ff841d6c6b0 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8cip
00007ff841d6c6a0 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8ext
00007ff8084f0f40 (__TEXT,__text) external _vImageSepConvolve_Planar16F
00007ff841d6c630 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fbgf
00007ff841d6c638 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fcip
00007ff841d6c628 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fext
00007ff8084f27f0 (__TEXT,__text) external _vImageSepConvolve_Planar16U
00007ff841d6c660 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Ubgf
00007ff841d6c668 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Ucip
00007ff841d6c658 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Uext
00007ff8084f1bc0 (__TEXT,__text) external _vImageSepConvolve_Planar8
00007ff841d6c648 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8bgf
00007ff841d6c650 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8cip
00007ff841d6c640 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8ext
00007ff8084f40f0 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
00007ff841d6c690 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sbgf
00007ff841d6c698 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Scip
00007ff841d6c688 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sext
00007ff8084f3470 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
00007ff841d6c678 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ubgf
00007ff841d6c680 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ucip
00007ff841d6c670 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Uext
00007ff8084f0390 (__TEXT,__text) external _vImageSepConvolve_PlanarF
00007ff841d6c618 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFbgf
00007ff841d6c620 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFcip
00007ff841d6c610 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFext
00007ff8084f5660 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
00007ff841d6c6c0 (__DATA,__bss) non-external _vImageSquareBoxConvolve_ARGB8888.vSquareBoxARGB8888
00007ff8084f5240 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
00007ff841d6c6b8 (__DATA,__bss) non-external _vImageSquareBoxConvolve_Planar8.vSquareBoxPlanar8
00007ff8086651d0 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
00007ff80847cb40 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
00007ff808666600 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
00007ff8085310b0 (__TEXT,__text) external _vImageTableLookUp_ARGB8888
00007ff808531410 (__TEXT,__text) external _vImageTableLookUp_Planar8
00007ff80859fed0 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
00007ff80859f0a0 (__TEXT,__text) external _vImageTentConvolve_Planar8
00007ff80852ea60 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
00007ff841d6c938 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_Planar16Q12.vTransformHLGLuminanceScaling_Planar16Q12
00007ff80852e590 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
00007ff841d6c930 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_PlanarF.vTransformHLGLuminanceScaling_PlanarF
00007ff80852f260 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
00007ff841d6c948 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_Planar16Q12.vTransformHLGSceneReferredMapping_Planar16Q12
00007ff80852ed90 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
00007ff841d6c940 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_PlanarF.vTransformHLGSceneReferredMapping_PlanarF
00007ff80852fa60 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
00007ff841d6c958 (__DATA,__bss) non-external _vImageTransformPQToneMapping_Planar16Q12.vTransformPQToneMapping_Planar16Q12
00007ff80852f590 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
00007ff841d6c950 (__DATA,__bss) non-external _vImageTransformPQToneMapping_PlanarF.vTransformPQToneMapping_PlanarF
00007ff80852d210 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
00007ff841d6c8e8 (__DATA,__bss) non-external _vImageTransformTRCParametric_Planar16Q12.vTransformTRCParametric_Planar16Q12
00007ff80852ce50 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
00007ff841d6c8e0 (__DATA,__bss) non-external _vImageTransformTRCParametric_PlanarF.vTransformTRCParametric_PlanarF
00007ff80852df30 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
00007ff841d6c918 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_Planar16Q12.vTransformTRC_HLG_EOTF_Planar16Q12
00007ff80852dd10 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
00007ff841d6c910 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_PlanarF.vTransformTRC_HLG_EOTF_PlanarF
00007ff80852e370 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
00007ff841d6c928 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_Planar16Q12.vTransformTRC_HLG_OETF_Planar16Q12
00007ff80852e150 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
00007ff841d6c920 (__DATA,__bss) non-external _vImageTransformTRC_HLG_OETF_PlanarF.vTransformTRC_HLG_OETF_PlanarF
00007ff80852d6b0 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
00007ff841d6c8f8 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_Planar16Q12.vTransformTRC_PQ_EOTF_Planar16Q12
00007ff80852d490 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
00007ff841d6c8f0 (__DATA,__bss) non-external _vImageTransformTRC_PQ_EOTF_PlanarF.vTransformTRC_PQ_EOTF_PlanarF
00007ff80852daf0 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
00007ff841d6c908 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_Planar16Q12.vTransformTRC_PQ_OETF_Planar16Q12
00007ff80852d8d0 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
00007ff841d6c900 (__DATA,__bss) non-external _vImageTransformTRC_PQ_OETF_PlanarF.vTransformTRC_PQ_OETF_PlanarF
00007ff80850b2c0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
00007ff841d6c838 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16Q12.vUnpremultiplyData_ARGB16Q12_CV
00007ff80850ab40 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
00007ff841d6c820 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGB16U.vUnpremultiplyData_ARGB16U_CV
00007ff808499280 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
00007ff841d6bff0 (__DATA,__data) non-external _vImageUnpremultiplyData_ARGB8888.vUnpremultiplyData_ARGB8888_CV
00007ff80850ada0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
00007ff841d6c828 (__DATA,__bss) non-external _vImageUnpremultiplyData_ARGBFFFF.vUnpremultiplyData_ARGBFFFF_CV
00007ff8086a1980 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
00007ff80858a370 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_AVX
00007ff8086bd910 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_AVX2
00007ff80872c830 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_SSE4_1
00007ff8086a19a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_resolver
00007ff8086a69c0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_scalar
00007ff841d6c278 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_vec
00007ff8086a1920 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
00007ff808589cb0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX
00007ff8086bd0c0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX2
00007ff80872c140 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_SSE4_1
00007ff8086a1940 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_resolver
00007ff8086a6630 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_scalar
00007ff841d6c270 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_vec
