00007ff808f96120 (__TEXT,__const) non-external _A1_Table
00007ff808e85a00 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_avx2
00007ff808a305d0 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_avx512
00007ff808ba5e80 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_sse4_1
00007ff8088d0f80 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_vec
00007ff808db5ae0 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_avx2
00007ff808adbf20 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_sse4_1
00007ff8087e6240 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_vec
00007ff80848f490 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_avx2
00007ff808ad9c10 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_sse4_1
00007ff8087e3f30 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_vec
00007ff80867fc70 (__TEXT,__text) non-external (was a private external) _vOctilePolynomial_PlanarF_WithTable
00007ff80866e590 (__TEXT,__text) non-external (was a private external) _vOctilePolynomial_PlanarF_WithTable_AVX2
00007ff808689320 (__TEXT,__text) non-external (was a private external) _vOctileRational_PlanarF
00007ff8084b5800 (__TEXT,__text) non-external (was a private external) _vPermuteChannels_ARGB8888
00007ff8084b5850 (__TEXT,__text) non-external (was a private external) _vPermuteChannels_ARGB8888_SSSE3
00007ff808cf5a10 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_avx
00007ff808e70370 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_avx2
00007ff808a18b40 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_avx512
00007ff808b91ca0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_sse4_1
00007ff8088bcda0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_vec
00007ff808cf6820 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_avx
00007ff808e711a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_avx2
00007ff808a19940 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_avx512
00007ff808b92b00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_sse4_1
00007ff8088bdc00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_vec
00007ff808cf58d0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx
00007ff841d6d6a0 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff808e70230 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx2
00007ff841d6d7b8 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx2.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff808a18a00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx512
00007ff841d6d470 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx512.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff808b91b60 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_sse4_1
00007ff841d6d588 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_sse4_1.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff8088bcc60 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_vec
00007ff841d6d358 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_vec.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff808cf5970 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_avx
00007ff841d6d6a8 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_avx.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff808e702d0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_avx2
00007ff841d6d7c0 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_avx2.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff808a18aa0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_avx512
00007ff841d6d478 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_avx512.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff808b91c00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_sse4_1
00007ff841d6d590 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_sse4_1.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff8088bcd00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_vec
00007ff841d6d360 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_vec.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff808cf2d00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_avx
00007ff808e6da70 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_avx2
00007ff808a16130 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_avx512
00007ff808b8f040 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_sse4_1
00007ff8088ba140 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_vec
00007ff808cf3aa0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_avx
00007ff808e6e820 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_avx2
00007ff808a16e80 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_avx512
00007ff808b8fdf0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_sse4_1
00007ff8088baef0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_ext_vec
00007ff808cf2600 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_avx
00007ff808e6d1a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_avx2
00007ff808a158b0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_avx512
00007ff808b8e930 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_sse4_1
00007ff8088b9a30 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_bgf_vec
00007ff808cf29a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_avx
00007ff808e6d630 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_avx2
00007ff808a15d30 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_avx512
00007ff808b8ecd0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_sse4_1
00007ff8088b9dd0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Nearest_ext_vec
00007ff808cef870 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_avx
00007ff808e6a350 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_avx2
00007ff808a12ba0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_avx512
00007ff808b8bcc0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_sse4_1
00007ff8088b6dc0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_bgf_vec
00007ff808cf03b0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_avx
00007ff808e6ae60 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_avx2
00007ff808a13750 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_avx512
00007ff808b8c7f0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_sse4_1
00007ff8088b78f0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Linear_ext_vec
00007ff808cef120 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_avx
00007ff808e69c00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_avx2
00007ff808a12460 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_avx512
00007ff808b8b510 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_sse4_1
00007ff8088b6610 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_bgf_vec
00007ff808cef4e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_avx
00007ff808e69fc0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_avx2
00007ff808a12850 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_avx512
00007ff808b8b900 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_sse4_1
00007ff8088b6a00 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB8888_Nearest_ext_vec
00007ff808cf4270 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_avx
00007ff808e6efd0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_avx2
00007ff808a178d0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_avx512
00007ff808b90560 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_sse4_1
00007ff8088bb660 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_bgf_vec
00007ff808cf50a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_avx
00007ff808e6f9a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_avx2
00007ff808a182c0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_avx512
00007ff808b91330 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_sse4_1
00007ff8088bc430 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Linear_ext_vec
00007ff808cf40f0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_avx
00007ff841d6d690 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_avx.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff808e6ee50 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_avx2
00007ff841d6d7a8 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_avx2.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff808a17750 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_avx512
00007ff841d6d460 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_avx512.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff808b903e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_sse4_1
00007ff841d6d578 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_sse4_1.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff8088bb4e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_bgf_vec
00007ff841d6d348 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_bgf_vec.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff808cf41b0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_avx
00007ff841d6d698 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_avx.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff808e6ef10 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_avx2
00007ff841d6d7b0 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_avx2.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff808a17810 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_avx512
00007ff841d6d468 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_avx512.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff808b904a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_sse4_1
00007ff841d6d580 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_sse4_1.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff8088bb5a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16F_Nearest_ext_vec
00007ff841d6d350 (__DATA,__bss) non-external _vPerspectiveWarp_Planar16F_Nearest_ext_vec.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff808cf13f0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_avx
00007ff808e6c000 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_avx2
00007ff808a148a0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_avx512
00007ff808b8d800 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_sse4_1
00007ff8088b8900 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_bgf_vec
00007ff808cf1d70 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_avx
00007ff808e6c980 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_avx2
00007ff808a15220 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_avx512
00007ff808b8e120 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_sse4_1
00007ff8088b9220 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Linear_ext_vec
00007ff808cf0cb0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_avx
00007ff808e6b710 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_avx2
00007ff808a14010 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_avx512
00007ff808b8d0c0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_sse4_1
00007ff8088b81c0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_bgf_vec
00007ff808cf1020 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_avx
00007ff808e6bb70 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_avx2
00007ff808a14470 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_avx512
00007ff808b8d460 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_sse4_1
00007ff8088b8560 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar16U_Nearest_ext_vec
00007ff808cedf40 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_avx
00007ff808e68a70 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_avx2
00007ff808a11400 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_avx512
00007ff808b8a3e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_sse4_1
00007ff8088b54e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_bgf_vec
00007ff808cee8b0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_avx
00007ff808e693b0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_avx2
00007ff808a11db0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_avx512
00007ff808b8ace0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_sse4_1
00007ff8088b5de0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Linear_ext_vec
00007ff808ced810 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_avx
00007ff808e682d0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_avx2
00007ff808a10c80 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_avx512
00007ff808b89cd0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_sse4_1
00007ff8088b4dd0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_bgf_vec
00007ff808cedb80 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_avx
00007ff808e68700 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_avx2
00007ff808a110c0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_avx512
00007ff808b8a060 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_sse4_1
00007ff8088b5160 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_Planar8_Nearest_ext_vec
00007ff8084df4f0 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarF_avx
00007ff808478be0 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarF_avx2
00007ff808adefc0 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarF_sse4_1
00007ff8087e9720 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarF_vec
00007ff808c4fe50 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarFto8_avx
00007ff808db9570 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarFto8_avx2
00007ff808adf5e0 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarFto8_sse4_1
00007ff8087e9d40 (__TEXT,__text) non-external (was a private external) _vPiecewiseGamma_PlanarFto8_vec
00007ff808688230 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_Planar8toPlanarF
00007ff8084924f0 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarF
00007ff808664db0 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarF_AVX
00007ff80869e520 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8
00007ff808594df0 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_AVX
00007ff8086ca0a0 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_AVX2
00007ff808736d30 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_SSE4_1
00007ff80869e540 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_resolver
00007ff8086ae040 (__TEXT,__text) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_scalar
00007ff841d6c1f8 (__DATA,__data) non-external (was a private external) _vPiecewisePolynomial_PlanarFtoPlanar8_vec
00007ff8086970d0 (__TEXT,__text) non-external (was a private external) _vPiecewiseRational_PlanarF
00007ff808668460 (__TEXT,__text) non-external (was a private external) _vPiecewiseRational_PlanarF_AVX
00007ff80856f4f0 (__TEXT,__text) non-external (was a private external) _vPlanar8toARGB1555
00007ff808570db0 (__TEXT,__text) non-external (was a private external) _vPlanar8toRGB565
00007ff808ca20e0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_avx
00007ff808e234b0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_avx2
00007ff8089d1bf0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_avx512
00007ff808b393b0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_sse4_1
00007ff8088644b0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendDarken_RGBA8888_CV_vec
00007ff808ca20d0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_avx
00007ff808e234a0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_avx2
00007ff8089d1be0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_avx512
00007ff808b393a0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_sse4_1
00007ff8088644a0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendLighten_RGBA8888_CV_vec
00007ff808ca20b0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_avx
00007ff808e23480 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_avx2
00007ff8089d1bc0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_avx512
00007ff808b39380 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_sse4_1
00007ff808864480 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendMultiply_RGBA8888_CV_vec
00007ff808ca20c0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_avx
00007ff808e23490 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_avx2
00007ff8089d1bd0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_avx512
00007ff808b39390 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_sse4_1
00007ff808864490 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendScreen_RGBA8888_CV_vec
00007ff808ca15c0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_ARGB8888_CV_avx
00007ff808e22630 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_ARGB8888_CV_avx2
00007ff808493c50 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_ARGB8888_CV_avx512
00007ff808b38800 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_ARGB8888_CV_sse4_1
00007ff808863900 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_ARGB8888_CV_vec
00007ff808ca1b30 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_RGBA8888_CV_avx
00007ff808e22d50 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_RGBA8888_CV_avx2
00007ff808481460 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_RGBA8888_CV_avx512
00007ff808b38db0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_RGBA8888_CV_sse4_1
00007ff808863eb0 (__TEXT,__text) non-external (was a private external) _vPremultipliedAlphaBlendWithPermute_RGBA8888_CV_vec
00007ff808c4b7d0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16Q12_avx
00007ff808db1c50 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16Q12_avx2
00007ff808978590 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16Q12_avx512
00007ff808ad4cd0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16Q12_sse4_1
00007ff8087deff0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16Q12_vec
00007ff808ca2d00 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16U_CV_avx
00007ff808e23ea0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16U_CV_avx2
00007ff8089d22c0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16U_CV_avx512
00007ff808b3a290 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16U_CV_sse4_1
00007ff808865390 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB16U_CV_vec
00007ff808ca2740 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB8888_CV_avx
00007ff808e23a20 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB8888_CV_avx2
00007ff808482010 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB8888_CV_avx512
00007ff808b39cb0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB8888_CV_sse4_1
00007ff808864db0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGB8888_CV_vec
00007ff808ca3000 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGBFFFF_CV_avx
00007ff808e241e0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGBFFFF_CV_avx2
00007ff8089d2760 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGBFFFF_CV_avx512
00007ff808b3a5f0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGBFFFF_CV_sse4_1
00007ff8088656f0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_ARGBFFFF_CV_vec
00007ff808ca20f0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_Planar8_CV_avx
00007ff808e234c0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_Planar8_CV_avx2
00007ff8089d1c00 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_Planar8_CV_avx512
00007ff808b393c0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_Planar8_CV_sse4_1
00007ff8088644c0 (__TEXT,__text) non-external (was a private external) _vPremultiplyData_Planar8_CV_vec
