                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00000001804e01e4 (__TEXT,__text) non-external _LI_get_thread_info
0000000180502784 (__TEXT,__text) external _xdr_float
0000000180501cc0 (__TEXT,__text) external _xdr_free
00000001805025c0 (__TEXT,__text) external _xdr_hyper
0000000180501d08 (__TEXT,__text) external _xdr_int
0000000180501f20 (__TEXT,__text) external _xdr_int16_t
00000001804e33bc (__TEXT,__text) external _xdr_int32_t
00000001805023b8 (__TEXT,__text) external _xdr_int64_t
00000001804f7b88 (__TEXT,__text) external _xdr_keydat
0000000180501d90 (__TEXT,__text) external _xdr_long
00000001805025c8 (__TEXT,__text) external _xdr_longlong_t
00000001804f7b98 (__TEXT,__text) external _xdr_mapname
00000001805021c0 (__TEXT,__text) external _xdr_netobj
00000001804e31a8 (__TEXT,__text) external _xdr_opaque
00000001804fff84 (__TEXT,__text) non-external (was a private external) _xdr_opaque_auth
00000001804f7ba0 (__TEXT,__text) external _xdr_peername
00000001804ff044 (__TEXT,__text) external _xdr_pmap
00000001804ff0b8 (__TEXT,__text) external _xdr_pmaplist
0000000180503810 (__TEXT,__text) external _xdr_pointer
0000000180503730 (__TEXT,__text) external _xdr_reference
0000000180500090 (__TEXT,__text) non-external (was a private external) _xdr_rejected_reply
0000000180500128 (__TEXT,__text) external _xdr_replymsg
00000001804ff2b4 (__TEXT,__text) external _xdr_rmtcall_args
00000001804ff3b4 (__TEXT,__text) external _xdr_rmtcallres
0000000180501e10 (__TEXT,__text) external _xdr_short
000000018050228c (__TEXT,__text) external _xdr_string
0000000180502078 (__TEXT,__text) external _xdr_u_char
00000001805025c4 (__TEXT,__text) external _xdr_u_hyper
00000001804e3334 (__TEXT,__text) external _xdr_u_int
0000000180501fa8 (__TEXT,__text) external _xdr_u_int16_t
00000001804e32ac (__TEXT,__text) external _xdr_u_int32_t
00000001805024bc (__TEXT,__text) external _xdr_u_int64_t
0000000180501dd0 (__TEXT,__text) external _xdr_u_long
00000001805025cc (__TEXT,__text) external _xdr_u_longlong_t
0000000180501e98 (__TEXT,__text) external _xdr_u_short
00000001805021d0 (__TEXT,__text) external _xdr_union
00000001804f7ba8 (__TEXT,__text) external _xdr_valdat
0000000180502710 (__TEXT,__text) external _xdr_vector
0000000180501d00 (__TEXT,__text) external _xdr_void
00000001805023b0 (__TEXT,__text) external _xdr_wrapstring
00000001804f95d8 (__TEXT,__text) external _xdr_x_passwd
00000001804f7bb8 (__TEXT,__text) external _xdr_ypbind_binding
00000001804f7c10 (__TEXT,__text) external _xdr_ypbind_resp
00000001804f7c9c (__TEXT,__text) external _xdr_ypbind_resptype
00000001804f7ca0 (__TEXT,__text) external _xdr_ypbind_setdom
00000001804f7d04 (__TEXT,__text) external _xdr_ypmaplist
00000001804f967c (__TEXT,__text) external _xdr_yppasswd
00000001804f7d68 (__TEXT,__text) external _xdr_ypreq_key
00000001804f7dcc (__TEXT,__text) external _xdr_ypreq_nokey
00000001804f7e1c (__TEXT,__text) external _xdr_ypresp_all
00000001804f807c (__TEXT,__text) external _xdr_ypresp_all_seq
00000001804f7e88 (__TEXT,__text) external _xdr_ypresp_key_val
00000001804f7eec (__TEXT,__text) external _xdr_ypresp_maplist
00000001804f7f50 (__TEXT,__text) external _xdr_ypresp_master
00000001804f7fa0 (__TEXT,__text) external _xdr_ypresp_order
00000001804f8028 (__TEXT,__text) external _xdr_ypresp_val
00000001804f8078 (__TEXT,__text) external _xdr_ypstat
0000000180507cf8 (__TEXT,__const) non-external _xdr_zero
00000001805028fc (__TEXT,__text) external _xdrmem_create
0000000180502ab8 (__TEXT,__text) non-external _xdrmem_destroy
0000000180502998 (__TEXT,__text) non-external _xdrmem_getbytes
0000000180502abc (__TEXT,__text) non-external _xdrmem_getlong_aligned
0000000180502928 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
0000000180502a58 (__TEXT,__text) non-external _xdrmem_getpos
0000000180502b24 (__TEXT,__text) non-external _xdrmem_inline_aligned
0000000180502ab0 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00000001ee4fe8e8 (__AUTH_CONST,__const) non-external _xdrmem_ops_aligned
00000001ee4fe8a0 (__AUTH_CONST,__const) non-external _xdrmem_ops_unaligned
00000001805029fc (__TEXT,__text) non-external _xdrmem_putbytes
0000000180502af0 (__TEXT,__text) non-external _xdrmem_putlong_aligned
000000018050295c (__TEXT,__text) non-external _xdrmem_putlong_unaligned
0000000180502a70 (__TEXT,__text) non-external _xdrmem_setpos
0000000180502b50 (__TEXT,__text) external _xdrrec_create
0000000180506bdc (__TEXT,__text) non-external _xdrrec_create.cold.1
00000001805035a4 (__TEXT,__text) non-external _xdrrec_destroy
0000000180503090 (__TEXT,__text) external _xdrrec_endofrecord
0000000180503024 (__TEXT,__text) external _xdrrec_eof
00000001805032dc (__TEXT,__text) non-external _xdrrec_getbytes
00000001805031dc (__TEXT,__text) non-external _xdrrec_getlong
0000000180503420 (__TEXT,__text) non-external _xdrrec_getpos
0000000180503548 (__TEXT,__text) non-external _xdrrec_inline
00000001ee4fe930 (__AUTH_CONST,__const) non-external _xdrrec_ops
000000018050337c (__TEXT,__text) non-external _xdrrec_putbytes
000000018050326c (__TEXT,__text) non-external _xdrrec_putlong
0000000180503494 (__TEXT,__text) non-external _xdrrec_setpos
0000000180502d0c (__TEXT,__text) external _xdrrec_skiprecord
0000000180503890 (__TEXT,__text) external _xdrstdio_create
0000000180503a3c (__TEXT,__text) non-external _xdrstdio_destroy
0000000180503950 (__TEXT,__text) non-external _xdrstdio_getbytes
00000001805038ac (__TEXT,__text) non-external _xdrstdio_getlong
00000001805039e0 (__TEXT,__text) non-external _xdrstdio_getpos
0000000180503a34 (__TEXT,__text) non-external _xdrstdio_inline
00000001ee4fe978 (__AUTH_CONST,__const) non-external _xdrstdio_ops
0000000180503998 (__TEXT,__text) non-external _xdrstdio_putbytes
000000018050390c (__TEXT,__text) non-external _xdrstdio_putlong
0000000180503a08 (__TEXT,__text) non-external _xdrstdio_setpos
                 (undefined) external _xpc_array_apply (from libxpc)
                 (undefined) external _xpc_array_get_count (from libxpc)
                 (undefined) external _xpc_array_get_value (from libxpc)
                 (undefined) external _xpc_bool_get_value (from libxpc)
                 (undefined) external _xpc_create_from_plist (from libxpc)
                 (undefined) external _xpc_dictionary_apply (from libxpc)
                 (undefined) external _xpc_dictionary_create (from libxpc)
                 (undefined) external _xpc_dictionary_get_audit_token (from libxpc)
                 (undefined) external _xpc_dictionary_get_bool (from libxpc)
                 (undefined) external _xpc_dictionary_get_data (from libxpc)
                 (undefined) external _xpc_dictionary_get_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_get_value (from libxpc)
                 (undefined) external _xpc_dictionary_set_bool (from libxpc)
                 (undefined) external _xpc_dictionary_set_data (from libxpc)
                 (undefined) external _xpc_dictionary_set_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_set_string (from libxpc)
                 (undefined) external _xpc_dictionary_set_uuid (from libxpc)
                 (undefined) external _xpc_get_type (from libxpc)
                 (undefined) external _xpc_int64_get_value (from libxpc)
                 (undefined) external _xpc_pipe_create (from libxpc)
                 (undefined) external _xpc_pipe_invalidate (from libxpc)
                 (undefined) external _xpc_pipe_routine (from libxpc)
                 (undefined) external _xpc_release (from libxpc)
                 (undefined) external _xpc_retain (from libxpc)
                 (undefined) external _xpc_string_get_string_ptr (from libxpc)
00000001ead948d0 (__DATA,__bss) non-external _xports
0000000180500348 (__TEXT,__text) external _xprt_register
00000001805003fc (__TEXT,__text) external _xprt_unregister
00000001804f8278 (__TEXT,__text) external _yp_all
00000001804f8950 (__TEXT,__text) external _yp_bind
00000001804f89f8 (__TEXT,__text) external _yp_first
00000001ead94850 (__DATA,__bss) non-external _yp_first.proto
00000001804f8c3c (__TEXT,__text) external _yp_get_default_domain
00000001804f8c94 (__TEXT,__text) external _yp_maplist
00000001ead94854 (__DATA,__bss) non-external _yp_maplist.proto
00000001804f8da4 (__TEXT,__text) external _yp_master
00000001ead94858 (__DATA,__bss) non-external _yp_master.proto
00000001804f9178 (__TEXT,__text) external _yp_match
00000001ead948b0 (__DATA,__bss) non-external _yp_match.proto
00000001804f9380 (__TEXT,__text) external _yp_next
00000001ead948b4 (__DATA,__bss) non-external _yp_next.proto
00000001804f8f60 (__TEXT,__text) external _yp_order
00000001ead9485c (__DATA,__bss) non-external _yp_order.proto
00000001804f8958 (__TEXT,__text) external _yp_unbind
00000001804f9118 (__TEXT,__text) external _yperr_string
00000001ead9485d (__DATA,__bss) non-external _yperr_string.err
00000001804f96d0 (__TEXT,__text) external _ypprot_err
00000001ead945a8 (__DATA,__common) non-external (was a private external) _ypresp_allfn
00000001ead945b0 (__DATA,__common) non-external (was a private external) _ypresp_data
