000000019f8f8858 (__TEXT,__text) non-external +[Calculate _lock]
000000019fa5cb10 (__TEXT,__const) non-external ___bid_recip_scale
000000019fa5c8d0 (__TEXT,__const) non-external ___bid_reciprocals10_128
000000019fa5d068 (__TEXT,__const) non-external ___bid_reciprocals10_64
000000019f924384 (__TEXT,__text) non-external ___bid_round128_19_38
000000019f924724 (__TEXT,__text) non-external ___bid_round192_39_57
000000019f924ff4 (__TEXT,__text) non-external ___bid_round256_58_76
000000019f92424c (__TEXT,__text) non-external ___bid_round64_2_18
000000019fa5bd90 (__TEXT,__const) non-external ___bid_round_const_table_128
000000019f97dd70 (__TEXT,__const) non-external ___bid_shiftright128
000000019fa5d020 (__TEXT,__const) non-external ___bid_short_recip_scale
000000019fa5e530 (__TEXT,__const) non-external ___bid_ten2k128
000000019fa5fb40 (__TEXT,__const) non-external ___bid_ten2k256
000000019fa5dbd0 (__TEXT,__const) non-external ___bid_ten2k64
000000019f97da40 (__TEXT,__const) non-external ___bid_ten2mk128
000000019f97de00 (__TEXT,__const) non-external ___bid_ten2mk128trunc
000000019fa5e2e0 (__TEXT,__const) non-external ___bid_ten2mxtrunc128
000000019fa5f440 (__TEXT,__const) non-external ___bid_ten2mxtrunc192
000000019fa611c0 (__TEXT,__const) non-external ___bid_ten2mxtrunc256
000000019fa5db48 (__TEXT,__const) non-external ___bid_ten2mxtrunc64
000000019f922dd0 (__TEXT,__text) non-external ___binary128_to_bid128
000000019f9222a0 (__TEXT,__text) non-external ___binary64_to_bid128
00000001dcb59ad0 (__DATA_CONST,__const) non-external ___block_descriptor_32_e25_B24?08"NSDictionary"16l
00000001dcb59b10 (__DATA_CONST,__const) non-external ___block_descriptor_32_e28_"NSString"16?0"NSString"8l
00000001dcb59a20 (__DATA_CONST,__const) non-external ___block_descriptor_32_e31_q24?0"UnitRank"8"UnitRank"16l
00000001dcb59b50 (__DATA_CONST,__const) non-external ___block_descriptor_32_e37_B24?0"NSString"8"NSCharacterSet"16l
00000001dcb59ab0 (__DATA_CONST,__const) non-external ___block_descriptor_32_e41_q24?0"CalculateUnit"8"CalculateUnit"16l
00000001dcb59b30 (__DATA_CONST,__const) non-external ___block_descriptor_32_e45_q24?0"CalculateResult"8"CalculateResult"16l
00000001dcb59b90 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001dcb59af0 (__DATA_CONST,__const) non-external ___block_descriptor_32_e83_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSTextCheckingResult">24l
00000001dcb599a0 (__DATA_CONST,__const) non-external ___block_descriptor_40_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00000001dcb59940 (__DATA_CONST,__const) non-external ___block_descriptor_40_e18_B16?0"NSString"8l
00000001dcb59b70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00000001dcb59a00 (__DATA_CONST,__const) non-external ___block_descriptor_40_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00000001dcb5db38 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e24_v16?0"NSNotification"8l
00000001dcb5d3c8 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e52_v56?0"NSString"8{_NSRange=QQ}16{_NSRange=QQ}32^B48l
00000001dcb5d638 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e71_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString">24l
00000001dcb5d668 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e84_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString"{_NSRange=QQ}>24l
00000001dcb5d6b8 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e28_"NSString"16?0"NSString"8l
00000001dcb5d9a8 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e30_"NSTextCheckingResult"12?0B8l
00000001dcb5d878 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e31_v28?0"CalculateToken"8^i16B24l
00000001dcb5d418 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e34_"NSString"32?0"NSNumber"8Q16Q24l
00000001dcb5d8a8 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e37_{UnitSet=[4Q]}16?0"CalculateToken"8l
00000001dcb5d8d8 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_"NSMutableSet"16?0"CalculateToken"8l
00000001dcb5da58 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_v40?0Q8Q16"NSString"24"UnitRanks"32l
00000001dcb5d808 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e40_"NSString"16?0"NSTextCheckingResult"8l
00000001dcb5d468 (__AUTH_CONST,__const) non-external ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dcb59980 (__DATA_CONST,__const) non-external ___block_descriptor_41_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00000001dcb599e0 (__DATA_CONST,__const) non-external ___block_descriptor_48_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00000001dcb59960 (__DATA_CONST,__const) non-external ___block_descriptor_48_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00000001dcb5da28 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e11_v24?0Q8Q16l
00000001dcb5d6e8 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e28_"NSString"16?0"NSString"8l
00000001dcb5d608 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e40_"NSString"16?0"NSTextCheckingResult"8l
00000001dcb5dbb8 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001dcb5db88 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e11_q24?0816l
00000001dcb5d498 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e18_v16?0"NSString"8l
00000001dcb5d718 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e21_"NSString"16?0i8i12l
00000001dcb5d748 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e28_"NSString"16?0"NSString"8l
00000001dcb5d948 (__AUTH_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e37_v32?0"NSString"8i16f20"NSLocale"24l
00000001dcb599c0 (__DATA_CONST,__const) non-external ___block_descriptor_49_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00000001dcb5d5d8 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32bs40bs48r_e37_v32?0"NSTextCheckingResult"8Q16^B24l
00000001dcb5db08 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32bs40r48r_e37_v40?0"NSString"8{_NSRange=QQ}16^B32l
00000001dcb5d9f8 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40bs48r_e37_v40?0"NSString"8{_NSRange=QQ}16^B32l
00000001dcb5d5a8 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40r48r_e20_v24?0{_NSRange=QQ}8l
00000001dcb5d978 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48bs_e36_v32?0"NSArray"8i16i20"NSLocale"24l
00000001dcb5d338 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e46_v32?0"NSData"8"NSURLResponse"16"NSError"24l
00000001dcb5d2d8 (__AUTH_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e5_v8?0l
00000001dcb5d308 (__AUTH_CONST,__const) non-external ___block_descriptor_60_e8_32s40s48r_e5_v8?0l
00000001dcb5dad8 (__AUTH_CONST,__const) non-external ___block_descriptor_72_e8_32bs40r48r56r64r_e37_v40?0"NSString"8{_NSRange=QQ}16^B32l
00000001dcb5d778 (__AUTH_CONST,__const) non-external ___block_descriptor_88_e8_32s40s48s56bs64r72r80r_e43_"NSString"32?0"NSString"8{_NSRange=QQ}16l
00000001dcb5daa8 (__AUTH_CONST,__const) non-external ___block_descriptor_92_e8_32s40r48r56r64r72r80r_e37_v40?0"NSString"8{_NSRange=QQ}16^B32l
00000001dcb5d368 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dcb5d9d8 (__AUTH_CONST,__const) non-external ___block_literal_global.122
00000001dcb5dbe8 (__AUTH_CONST,__const) non-external ___block_literal_global.131
00000001dcb5da88 (__AUTH_CONST,__const) non-external ___block_literal_global.132
00000001dcb5d448 (__AUTH_CONST,__const) non-external ___block_literal_global.335
00000001dcb5d3f8 (__AUTH_CONST,__const) non-external ___block_literal_global.370
00000001dcb5d4c8 (__AUTH_CONST,__const) non-external ___block_literal_global.500
00000001dcb5d4e8 (__AUTH_CONST,__const) non-external ___block_literal_global.503
00000001dcb5d508 (__AUTH_CONST,__const) non-external ___block_literal_global.507
00000001dcb5d528 (__AUTH_CONST,__const) non-external ___block_literal_global.543
00000001dcb5d548 (__AUTH_CONST,__const) non-external ___block_literal_global.547
00000001dcb5d568 (__AUTH_CONST,__const) non-external ___block_literal_global.549
00000001dcb5d588 (__AUTH_CONST,__const) non-external ___block_literal_global.552
00000001dcb5d928 (__AUTH_CONST,__const) non-external ___block_literal_global.569
00000001dcb5d698 (__AUTH_CONST,__const) non-external ___block_literal_global.576
00000001dcb5d7a8 (__AUTH_CONST,__const) non-external ___block_literal_global.700
00000001dcb5d7c8 (__AUTH_CONST,__const) non-external ___block_literal_global.709
00000001dcb5d388 (__AUTH_CONST,__const) non-external ___block_literal_global.71
00000001dcb5d7e8 (__AUTH_CONST,__const) non-external ___block_literal_global.718
00000001dcb5d838 (__AUTH_CONST,__const) non-external ___block_literal_global.735
00000001dcb5d858 (__AUTH_CONST,__const) non-external ___block_literal_global.743
00000001dcb5db68 (__AUTH_CONST,__const) non-external ___block_literal_global.767
00000001dcb5d908 (__AUTH_CONST,__const) non-external ___block_literal_global.792
00000001dcb5d3a8 (__AUTH_CONST,__const) non-external ___block_literal_global.96
000000019f904ad4 (__TEXT,__text) non-external ___calc_yyparse_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
000000019f8ebe78 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
000000019f8f4428 (__TEXT,__text) non-external ___copy_helper_block_e8_32b40b48r
000000019f8fa878 (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r
000000019f8fa93c (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r56r64r
000000019f8ebe88 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
000000019f8f4818 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
000000019f8fb094 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40b48r
000000019f8f44d4 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r
000000019f8faa38 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r56r64r72r80r
000000019f8ebecc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
000000019f8fc1f8 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48b
000000019f8d5ddc (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48r
000000019f8f4714 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48s56b64r72r80r
000000019f8ebe70 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
000000019f8f4488 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
000000019f8fa8d8 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r
000000019f8fa9bc (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r72r80r
000000019f8ebe90 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
000000019f8d5d94 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
000000019f8fc1b4 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s
000000019f8f46a4 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s56s64r72r80r
000000019f905658 (__TEXT,__text) non-external ___dpml_bid_C_ux_erf__
000000019f905c04 (__TEXT,__text) non-external ___dpml_bid_C_ux_hyperbolic__
000000019f9087d0 (__TEXT,__text) non-external ___dpml_bid_C_ux_trig__
000000019f906930 (__TEXT,__text) non-external ___dpml_bid_addsub__
000000019f92ad50 (__TEXT,__const) non-external ___dpml_bid_bid_x_table
000000019f92aef8 (__TEXT,__const) non-external ___dpml_bid_cbrt_x_table
000000019f9071fc (__TEXT,__text) non-external ___dpml_bid_divide__
000000019f92af68 (__TEXT,__const) non-external ___dpml_bid_erf_x_table
000000019f906f68 (__TEXT,__text) non-external ___dpml_bid_evaluate_packed_poly__
000000019f9074b0 (__TEXT,__text) non-external ___dpml_bid_evaluate_rational__
000000019f905088 (__TEXT,__text) non-external ___dpml_bid_exception
000000019f92b4c8 (__TEXT,__const) non-external ___dpml_bid_exp_x_table
000000019f9070f4 (__TEXT,__text) non-external ___dpml_bid_extended_multiply__
000000019f906850 (__TEXT,__text) non-external ___dpml_bid_ffs_and_shift__
000000019f92a620 (__TEXT,__const) non-external ___dpml_bid_globals_table
000000019f92ba18 (__TEXT,__const) non-external ___dpml_bid_inv_hyper_x_table
000000019f92ba88 (__TEXT,__const) non-external ___dpml_bid_inv_trig_x_table
000000019f92bfa8 (__TEXT,__const) non-external ___dpml_bid_lgamma_x_table
000000019f92c378 (__TEXT,__const) non-external ___dpml_bid_log_x_table
000000019f907038 (__TEXT,__text) non-external ___dpml_bid_multiply__
000000019f906e24 (__TEXT,__text) non-external ___dpml_bid_pack__
000000019f92d318 (__TEXT,__const) non-external ___dpml_bid_sqrt_t_table
000000019f92c620 (__TEXT,__const) non-external ___dpml_bid_sqrt_x_table
000000019f92cf08 (__TEXT,__const) non-external ___dpml_bid_trig_x_table
000000019f906d70 (__TEXT,__text) non-external ___dpml_bid_unpack2__
000000019f906b48 (__TEXT,__text) non-external ___dpml_bid_unpack_x_or_y__
000000019f905f54 (__TEXT,__text) non-external ___dpml_bid_ux_asin_acos__
000000019f9054dc (__TEXT,__text) non-external ___dpml_bid_ux_cmp__
000000019f9080c8 (__TEXT,__text) non-external ___dpml_bid_ux_degree_reduce__
000000019f90594c (__TEXT,__text) non-external ___dpml_bid_ux_exp_common__
000000019f9059b0 (__TEXT,__text) non-external ___dpml_bid_ux_exp_reduce__
000000019f9066ac (__TEXT,__text) non-external ___dpml_bid_ux_log__
000000019f908360 (__TEXT,__text) non-external ___dpml_bid_ux_radian_reduce__
000000019f907fe8 (__TEXT,__text) non-external ___dpml_bid_ux_sincos
000000019f907d24 (__TEXT,__text) non-external ___dpml_bid_ux_sqrt_evaluation__
000000019f9088ec (__TEXT,__text) non-external ___dpml_bid_ux_tancot__
000000019f92c568 (__TEXT,__const) non-external ___dpml_bid_x_constants__
000000019f92a7c0 (__TEXT,__const) non-external ___dpml_response_table
                 (undefined) external ___error (from libSystem)
000000019f9076dc (__TEXT,__text) non-external ___eval_neg_poly
000000019f9079c0 (__TEXT,__text) non-external ___eval_pos_poly
000000019f92c6d0 (__TEXT,__const) non-external ___four_over_pi
000000019f8dfd8c (__TEXT,__text) non-external ___functionACosD_block_invoke
000000019f8e18b4 (__TEXT,__text) non-external ___functionACosH_block_invoke
000000019f8de72c (__TEXT,__text) non-external ___functionACos_block_invoke
000000019f8e6bc4 (__TEXT,__text) non-external ___functionAND_block_invoke
000000019f8df900 (__TEXT,__text) non-external ___functionASinD_block_invoke
000000019f8e15fc (__TEXT,__text) non-external ___functionASinH_block_invoke
000000019f8de468 (__TEXT,__text) non-external ___functionASin_block_invoke
000000019f8e0168 (__TEXT,__text) non-external ___functionATanD_block_invoke
000000019f8e1f34 (__TEXT,__text) non-external ___functionATanH_block_invoke
000000019f8deaf8 (__TEXT,__text) non-external ___functionATan_block_invoke
000000019f8e225c (__TEXT,__text) non-external ___functionCeil_block_invoke
000000019f8e77a8 (__TEXT,__text) non-external ___functionCompose_block_invoke
000000019f8d6764 (__TEXT,__text) non-external ___functionConstant_block_invoke
000000019f8df130 (__TEXT,__text) non-external ___functionCosD_block_invoke
000000019f8e0c30 (__TEXT,__text) non-external ___functionCosH_block_invoke
000000019f8dde20 (__TEXT,__text) non-external ___functionCos_block_invoke
000000019f8dcd28 (__TEXT,__text) non-external ___functionCubeRoot_block_invoke
000000019f8db608 (__TEXT,__text) non-external ___functionDivide_block_invoke
000000019f8e42d0 (__TEXT,__text) non-external ___functionERFC_block_invoke
000000019f8e3f30 (__TEXT,__text) non-external ___functionERF_block_invoke
000000019f8dd020 (__TEXT,__text) non-external ___functionExp_block_invoke
000000019f8e5580 (__TEXT,__text) non-external ___functionFMod_block_invoke
000000019f8e31ac (__TEXT,__text) non-external ___functionFabs_block_invoke
000000019f8e4aa4 (__TEXT,__text) non-external ___functionFactorial_block_invoke
000000019f8e7f9c (__TEXT,__text) non-external ___functionFail_block_invoke
000000019f8e2864 (__TEXT,__text) non-external ___functionFloor_block_invoke
000000019f8e5b40 (__TEXT,__text) non-external ___functionHypot_block_invoke
000000019f8e33dc (__TEXT,__text) non-external ___functionJ0_block_invoke
000000019f8e358c (__TEXT,__text) non-external ___functionJ1_block_invoke
000000019f8e3ccc (__TEXT,__text) non-external ___functionLGamma_block_invoke
000000019f8e7348 (__TEXT,__text) non-external ___functionLeftShift_block_invoke
000000019f8dd298 (__TEXT,__text) non-external ___functionLn_block_invoke
000000019f8dd780 (__TEXT,__text) non-external ___functionLogBase_block_invoke
000000019f8dd508 (__TEXT,__text) non-external ___functionLog_block_invoke
000000019f8e66e8 (__TEXT,__text) non-external ___functionMax_block_invoke
000000019f8e620c (__TEXT,__text) non-external ___functionMin_block_invoke
000000019f8e6f84 (__TEXT,__text) non-external ___functionNOR_block_invoke
000000019f8dbb80 (__TEXT,__text) non-external ___functionNegate_block_invoke
000000019f8d6c08 (__TEXT,__text) non-external ___functionNoOp_block_invoke
000000019f8e6da4 (__TEXT,__text) non-external ___functionOR_block_invoke
000000019f8dc590 (__TEXT,__text) non-external ___functionPercentDecrease_block_invoke
000000019f8dc0dc (__TEXT,__text) non-external ___functionPercentIncrease_block_invoke
000000019f8dbe2c (__TEXT,__text) non-external ___functionPercent_block_invoke
000000019f8da6b4 (__TEXT,__text) non-external ___functionPow_block_invoke
000000019f8e3a9c (__TEXT,__text) non-external ___functionRInt_block_invoke
000000019f8e5eb0 (__TEXT,__text) non-external ___functionRem_block_invoke
000000019f8e7578 (__TEXT,__text) non-external ___functionRightShift_block_invoke
000000019f8e505c (__TEXT,__text) non-external ___functionRoot_block_invoke
000000019f8e2ce4 (__TEXT,__text) non-external ___functionRoundNearest_block_invoke
000000019f8e2a9c (__TEXT,__text) non-external ___functionRound_block_invoke
000000019f8db144 (__TEXT,__text) non-external ___functionSameCurrency_block_invoke
000000019f8dedbc (__TEXT,__text) non-external ___functionSinD_block_invoke
000000019f8e0530 (__TEXT,__text) non-external ___functionSinH_block_invoke
000000019f8ddb70 (__TEXT,__text) non-external ___functionSine_block_invoke
000000019f8dcab8 (__TEXT,__text) non-external ___functionSqrRoot_block_invoke
000000019f8da1ec (__TEXT,__text) non-external ___functionSubtract_block_invoke
000000019f8df4a4 (__TEXT,__text) non-external ___functionTanD_block_invoke
000000019f8e1248 (__TEXT,__text) non-external ___functionTanH_block_invoke
000000019f8de0d0 (__TEXT,__text) non-external ___functionTan_block_invoke
000000019f8d7238 (__TEXT,__text) non-external ___functionUnit_block_invoke
000000019f8e7168 (__TEXT,__text) non-external ___functionXOR_block_invoke
000000019f8e373c (__TEXT,__text) non-external ___functionY0_block_invoke
000000019f8e38ec (__TEXT,__text) non-external ___functionY1_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
000000019f92c608 (__TEXT,__const) non-external ___ux_one__
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
000000019f8e789c (__TEXT,__text) non-external __functionConvert
00000001d58e8090 (__DATA,__bss) non-external __loadIfNeeded.onceToken
00000001d58e7fd8 (__DATA,__bss) non-external __lock.onceToken
00000001d58e8020 (__DATA,__bss) non-external __lock.onceToken.541
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00000001dcb5cf70 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001dcb5d040 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.119
00000001dcb5d0b8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.240
00000001dcb5d118 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.241
00000001dcb5d178 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.359
00000001dcb5cfc8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.377
00000001dcb5d1a8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.646
00000001dcb5d220 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.647
00000001dcb5d298 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.701
00000001d58e79a8 (__DATA,__data) non-external __updateInputValueFromMatch:.feetInchRegexp
00000001d58e79b0 (__DATA,__data) non-external __updateInputValueFromMatch:.onceToken
                 (undefined) external _acos (from libSystem)
                 (undefined) external _acosh (from libSystem)
00000001d58e80b8 (__DATA,__bss) non-external _addSet
000000019f8d7620 (__TEXT,__text) non-external _addUnitToSuggestions
                 (undefined) external _asin (from libSystem)
                 (undefined) external _asinh (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atanh (from libSystem)
00000001d58e80a0 (__DATA,__bss) non-external _availableUnitRanks
00000001d58e8098 (__DATA,__bss) non-external _availableUnitRanksLock
000000019f910b80 (__TEXT,__text) non-external _bid128_ext_fma
000000019f8d7d78 (__TEXT,__text) non-external _bid128_pow_fix
000000019f923bc4 (__TEXT,__text) non-external _bid128_to_binary128_2part
000000019f9167cc (__TEXT,__text) non-external _bid___div_128_by_128.931
000000019f91b788 (__TEXT,__text) non-external _bid___div_128_by_128.963
000000019f915f84 (__TEXT,__text) non-external _bid_add256
000000019f915534 (__TEXT,__text) non-external _bid_add_and_round
000000019f9160d4 (__TEXT,__text) non-external _bid_bid_nr_digits256
000000019f98bda0 (__TEXT,__const) non-external _bid_breakpoints_binary128
000000019f97e270 (__TEXT,__const) non-external _bid_breakpoints_binary64
000000019fa57c50 (__TEXT,__const) non-external _bid_coefflimits_bid128
000000019f934b60 (__TEXT,__const) non-external _bid_decimal128_moduli.997
000000019f9b2a80 (__TEXT,__const) non-external _bid_exponents_binary128
000000019f980c30 (__TEXT,__const) non-external _bid_exponents_binary64
000000019f905288 (__TEXT,__text) non-external _bid_f128_add
000000019f905dc4 (__TEXT,__text) non-external _bid_f128_asinh
000000019f905460 (__TEXT,__text) non-external _bid_f128_cmp
000000019f9051dc (__TEXT,__text) non-external _bid_f128_div
000000019f905b88 (__TEXT,__text) non-external _bid_f128_exp
000000019f9053e0 (__TEXT,__text) non-external _bid_f128_itof
000000019f906108 (__TEXT,__text) non-external _bid_f128_lgamma
000000019f9067cc (__TEXT,__text) non-external _bid_f128_log
000000019f905134 (__TEXT,__text) non-external _bid_f128_mul
000000019f905570 (__TEXT,__text) non-external _bid_f128_nextafter
000000019f907ed8 (__TEXT,__text) non-external _bid_f128_sqrt
000000019f905334 (__TEXT,__text) non-external _bid_f128_sub
000000019f9103f8 (__TEXT,__text) non-external _bid_get_BID128
000000019f9201b0 (__TEXT,__text) non-external _bid_get_BID128.994
000000019fa58f60 (__TEXT,__const) non-external _bid_innertable_exp
000000019fa57f60 (__TEXT,__const) non-external _bid_innertable_sig
000000019f92eab0 (__TEXT,__const) non-external _bid_log_table_1
000000019f92feb0 (__TEXT,__const) non-external _bid_log_table_2
000000019f9bc5c0 (__TEXT,__const) non-external _bid_multipliers1_binary128
000000019f9816a0 (__TEXT,__const) non-external _bid_multipliers1_binary64
000000019fa09f80 (__TEXT,__const) non-external _bid_multipliers2_binary128
000000019f986a20 (__TEXT,__const) non-external _bid_multipliers2_binary64
000000019fa59b60 (__TEXT,__const) non-external _bid_outertable_exp
000000019fa59160 (__TEXT,__const) non-external _bid_outertable_sig
000000019fa57940 (__TEXT,__const) non-external _bid_power_five
000000019f92e6b0 (__TEXT,__const) non-external _bid_recip_table_1
000000019f92fab0 (__TEXT,__const) non-external _bid_recip_table_2
000000019f97e130 (__TEXT,__const) non-external _bid_roundbound_128
000000019f915324 (__TEXT,__text) non-external _bid_rounding_correction
000000019f916020 (__TEXT,__text) non-external _bid_sub256
000000019f92e570 (__TEXT,__const) non-external _c1
000000019f92e4e0 (__TEXT,__const) non-external _c10
000000019f92e4d0 (__TEXT,__const) non-external _c11
000000019f92e4c0 (__TEXT,__const) non-external _c12
000000019f92e560 (__TEXT,__const) non-external _c2
000000019f92e550 (__TEXT,__const) non-external _c3
000000019f92e540 (__TEXT,__const) non-external _c4
000000019f92e530 (__TEXT,__const) non-external _c5
000000019f92e520 (__TEXT,__const) non-external _c6
000000019f92e510 (__TEXT,__const) non-external _c7
000000019f92e500 (__TEXT,__const) non-external _c8
000000019f92e4f0 (__TEXT,__const) non-external _c9
000000019f92e480 (__TEXT,__const) non-external _c_105
000000019f92e440 (__TEXT,__const) non-external _c_11000
000000019f92e590 (__TEXT,__const) non-external _c_11000.924
000000019f930f00 (__TEXT,__const) non-external _c_11000.984
000000019f92e4a0 (__TEXT,__const) non-external _c_120
000000019f92e580 (__TEXT,__const) non-external _c_1_ov_sqrt_pi
000000019f92e5e0 (__TEXT,__const) non-external _c_1_plus_eps
000000019f92e5c0 (__TEXT,__const) non-external _c_1e34
000000019f92e5f0 (__TEXT,__const) non-external _c_1em100
000000019f92e460 (__TEXT,__const) non-external _c_1em2000
000000019f92e320 (__TEXT,__const) non-external _c_1em40
000000019f97cc10 (__TEXT,__const) non-external _c_1em40.1001
000000019f92e380 (__TEXT,__const) non-external _c_1em40.882
000000019f92e3d0 (__TEXT,__const) non-external _c_1em40.891
000000019f92e400 (__TEXT,__const) non-external _c_1em40.910
000000019f92e470 (__TEXT,__const) non-external _c_1em40.920
000000019f930ec0 (__TEXT,__const) non-external _c_1em40.980
000000019f92e490 (__TEXT,__const) non-external _c_2_ov_sqrt_pi
000000019f92e680 (__TEXT,__const) non-external _c_4464
000000019f92e640 (__TEXT,__const) non-external _c_4464_ln_10
000000019f92e420 (__TEXT,__const) non-external _c_64
