00000001830079e8 (__DATA,__data) non-external _C
0000000180e89fa0 (__TEXT,__text) non-external _opendir_compar
00000001830144e0 (__DATA,__common) external _optarg
0000000183008718 (__DATA,__data) external _opterr
000000018300871c (__DATA,__data) external _optind
00000001830144dc (__DATA,__common) external _optopt
00000001830144d8 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
0000000180e6c9f8 (__TEXT,__text) non-external _overflow
0000000183009730 (__DATA,__bss) non-external _p5s
0000000180ed5e6d (__TEXT,__const) non-external _padchar
000000018300956a (__DATA,__bss) non-external _parse_error
0000000180eb7754 (__TEXT,__text) non-external _parse_long_options
0000000183009568 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
0000000180ed0a88 (__TEXT,__text) external _pause
0000000180e89fb4 (__TEXT,__text) external _pause$NOCANCEL
0000000180e8a3e8 (__TEXT,__text) external _pclose
0000000180eb76b4 (__TEXT,__text) non-external _permute_args
0000000180ed388c (__TEXT,__text) external _perror
00000001830097a8 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
0000000183008738 (__DATA,__data) non-external _place
0000000180e89fec (__TEXT,__text) external _popen
0000000180ed10b8 (__TEXT,__text) external _popen$DARWIN_EXTSN
0000000180eaef4c (__TEXT,__text) external _posix2time
0000000180ebeaec (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
0000000180e776c4 (__TEXT,__text) external _posix_spawnp
0000000180ed5448 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
0000000180ed5020 (__TEXT,__const) non-external _powersOf10_Float
0000000180ed4f10 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
0000000180e9fa40 (__TEXT,__text) external _printf
0000000180e9fa9c (__TEXT,__text) external _printf_l
0000000180e86884 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
0000000180e8a53c (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
0000000180ebeb24 (__TEXT,__text) external _ptsname
0000000180ed3da0 (__TEXT,__text) non-external _ptsname.cold.1
0000000180ed3dd8 (__TEXT,__text) non-external _ptsname.cold.2
0000000180ed2980 (__TEXT,__text) non-external _ptsname.cold.3
00000001830143c8 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00000001830143c0 (__DATA,__bss) non-external _ptsname_once
0000000180ebebc0 (__TEXT,__text) non-external _ptsname_once_init
0000000180ed3dd8 (__TEXT,__text) non-external _ptsname_once_init.cold.1
0000000180ebebfc (__TEXT,__text) external _ptsname_r
0000000180e9fadc (__TEXT,__text) external _putc
0000000180e9fb68 (__TEXT,__text) external _putc_unlocked
0000000180e9fbac (__TEXT,__text) external _putchar
0000000180e9fc40 (__TEXT,__text) external _putchar_unlocked
0000000180eb8c54 (__TEXT,__text) external _putenv
0000000180e9fc90 (__TEXT,__text) external _puts
0000000180e9fdc4 (__TEXT,__text) external _putw
0000000180e9fe34 (__TEXT,__text) external _putwc
0000000180e9fe58 (__TEXT,__text) external _putwc_l
0000000180e9fe5c (__TEXT,__text) external _putwchar
0000000180e9fe8c (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
0000000180eb8cf0 (__TEXT,__text) external _qsort
0000000180ebf204 (__TEXT,__text) external _qsort_b
0000000180eb97bc (__TEXT,__text) external _qsort_r
0000000180e74e6c (__TEXT,__text) external _querylocale
0000000180ed5588 (__TEXT,__const) non-external _querylocale_mapping
0000000180ec4a54 (__TEXT,__text) external _quick_exit
0000000180eba930 (__TEXT,__text) non-external _r_sort_a
0000000183014394 (__DATA,__bss) non-external _r_sort_a.bmin
0000000183014388 (__DATA,__bss) non-external _r_sort_a.count
0000000183014390 (__DATA,__bss) non-external _r_sort_a.nc
0000000183014398 (__DATA,__bss) non-external _r_sort_a_count
0000000180ebb40c (__TEXT,__text) non-external _r_sort_b
00000001830143b4 (__DATA,__bss) non-external _r_sort_b.bmin
00000001830143a8 (__DATA,__bss) non-external _r_sort_b.count
00000001830143b0 (__DATA,__bss) non-external _r_sort_b.nc
00000001830143a0 (__DATA,__bss) non-external _r_sort_b_count
0000000180ebb790 (__TEXT,__text) non-external _r_sort_count_allocate
0000000183008748 (__DATA,__data) non-external _r_sort_count_control
0000000180eba354 (__TEXT,__text) external _radixsort
0000000180e76a10 (__TEXT,__text) external _raise
0000000180ebb854 (__TEXT,__text) external _rand
000000018300876c (__DATA,__data) non-external _rand_deg
0000000180ebb7ec (__TEXT,__text) external _rand_r
0000000183008770 (__DATA,__data) non-external _rand_sep
0000000183008768 (__DATA,__data) non-external _rand_type
0000000180ebba40 (__TEXT,__text) external _random
0000000183008790 (__DATA,__data) non-external _randtbl
0000000180e870ac (__TEXT,__text) non-external (was a private external) _rangematch
0000000180ec6004 (__TEXT,__text) external _rb_tree_count
0000000180ec59a4 (__TEXT,__text) external _rb_tree_find_node
0000000180ec5a14 (__TEXT,__text) external _rb_tree_find_node_geq
0000000180ec5aa0 (__TEXT,__text) external _rb_tree_find_node_leq
0000000180ec5994 (__TEXT,__text) external _rb_tree_init
0000000180ec5b2c (__TEXT,__text) external _rb_tree_insert_node
0000000180ec5f84 (__TEXT,__text) external _rb_tree_iterate
0000000180ec60a8 (__TEXT,__text) non-external _rb_tree_removal_rebalance
0000000180ec5d0c (__TEXT,__text) external _rb_tree_remove_node
0000000180ec6010 (__TEXT,__text) non-external _rb_tree_reparent_nodes
0000000180ed6328 (__TEXT,__const) non-external _rcsid
0000000180ed63b2 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
0000000180e8a78c (__TEXT,__text) external _readdir
0000000180e8a7d0 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
0000000180ebbe20 (__TEXT,__text) external _realpath
0000000180ed17fc (__TEXT,__text) external _realpath$DARWIN_EXTSN
00000001830143e8 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00000001830143ec (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00000001830143b8 (__DATA,__bss) non-external _realpath.rootdev
00000001830143bc (__DATA,__bss) non-external _realpath.rootdev_inited
0000000180e80774 (__TEXT,__text) non-external _rec_rdelete
0000000180ed61cc (__TEXT,__const) non-external _recargchar
0000000180ed6235 (__TEXT,__const) non-external _recargstring
0000000180ed0e04 (__TEXT,__text) external _recv
0000000180e98264 (__TEXT,__text) external _recv$NOCANCEL
0000000180ec6458 (__TEXT,__text) external _regcomp
0000000180ec63d0 (__TEXT,__text) external _regcomp_l
0000000180ed3a44 (__TEXT,__text) external _regerror
0000000180ec6b9c (__TEXT,__text) external _regexec
0000000180ec65c0 (__TEXT,__text) external _regfree
0000000180e75fec (__TEXT,__text) external _register_printf_domain_function
0000000180e760f8 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
0000000180e76204 (__TEXT,__text) external _register_printf_domain_render_std
0000000180ec63ac (__TEXT,__text) external _regncomp
0000000180ec6204 (__TEXT,__text) external _regncomp_l
0000000180ec699c (__TEXT,__text) external _regnexec
0000000180ec6548 (__TEXT,__text) external _regwcomp
0000000180ec64c8 (__TEXT,__text) external _regwcomp_l
0000000180ec6be0 (__TEXT,__text) external _regwexec
0000000180ec64a4 (__TEXT,__text) external _regwncomp
0000000180ec647c (__TEXT,__text) external _regwncomp_l
0000000180ec6bb0 (__TEXT,__text) external _regwnexec
0000000180ea0104 (__TEXT,__text) external _remove
0000000180ebc560 (__TEXT,__text) external _remque
0000000180fe7e08 (__DATA_CONST,__const) non-external _rerrs
0000000180ea0178 (__TEXT,__text) external _rewind
0000000180e8a888 (__TEXT,__text) external _rewinddir
0000000180eb2b58 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
0000000183009738 (__DATA,__bss) non-external _rng
0000000180e9d950 (__TEXT,__text) external _rpmatch
0000000183008780 (__DATA,__data) non-external _rptr
0000000180e9c978 (__TEXT,__text) non-external _sappend
0000000183009920 (__DATA,__bss) non-external _saved_categories
0000000180e6a99c (__TEXT,__text) external _sbrk
0000000183009548 (__DATA,__bss) non-external _sbrk_curbrk
0000000183009540 (__DATA,__bss) non-external _sbrk_needs_init
0000000183007320 (__DATA,__data) non-external _sbrk_region_size
0000000180e8a908 (__TEXT,__text) external _scandir
0000000180ec0c50 (__TEXT,__text) external _scandir_b
0000000180ea0254 (__TEXT,__text) external _scanf
0000000180ea02d4 (__TEXT,__text) external _scanf_l
0000000180ed58b0 (__TEXT,__const) non-external _sccsid
0000000180ed58e0 (__TEXT,__const) non-external _sccsid
0000000180e8ab1c (__TEXT,__text) external _seed48
00000001830097dc (__DATA,__bss) non-external _seed48.sseed
0000000180e8ab84 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
0000000180ed0e10 (__TEXT,__text) external _send
0000000180e98270 (__TEXT,__text) external _send$NOCANCEL
0000000180ed62f4 (__TEXT,__const) non-external _seps
00000001830095c8 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
0000000180ea0364 (__TEXT,__text) external _setbuf
0000000180ea0378 (__TEXT,__text) external _setbuffer
0000000180ebce7c (__TEXT,__text) external _setenv
0000000180e7807c (__TEXT,__text) external _sethostid
0000000180e8abd0 (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
0000000180ea0390 (__TEXT,__text) external _setlinebuf
0000000180e943ec (__TEXT,__text) external _setlocale
0000000180e8ad5c (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
0000000180e780f0 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
0000000180e8b44c (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
0000000180e78134 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
0000000180e7813c (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
0000000180ebbd5c (__TEXT,__text) external _setstate
0000000180e779b0 (__TEXT,__text) external _settimeofday
0000000180e705a8 (__TEXT,__text) external _setttyent
0000000180eaddac (__TEXT,__text) non-external _settzname
0000000180e710f0 (__TEXT,__text) external _setusershell
0000000180ea03a0 (__TEXT,__text) external _setvbuf
0000000180e9939c (__TEXT,__text) non-external _sflush_locked
0000000183009640 (__DATA,__bss) non-external _shells
0000000180e6d098 (__TEXT,__text) non-external _shiftLeftMP
0000000180e6ce6c (__TEXT,__text) non-external _shiftRightMPWithRounding
00000001830086c8 (__DATA,__data) non-external _sig_init_once
0000000183014350 (__DATA,__bss) non-external _sig_key
0000000180eb39c4 (__TEXT,__text) non-external _sig_keycreate
0000000183014348 (__DATA,__bss) non-external _sig_keycreated
0000000180e77a4c (__TEXT,__text) external _sigaction
0000000180e71924 (__TEXT,__text) external _sigaddset
0000000180e6a000 (__TEXT,__text) external _sigaltstack
0000000180e6a0f0 (__TEXT,__text) external _sigblock
0000000180e71984 (__TEXT,__text) external _sigdelset
0000000180e71908 (__TEXT,__text) external _sigemptyset
0000000180e71914 (__TEXT,__text) external _sigfillset
0000000180e6a1cc (__TEXT,__text) external _sighold
0000000180e6a284 (__TEXT,__text) external _sigignore
0000000180e8b4f8 (__TEXT,__text) external _siginterrupt
0000000180e719e4 (__TEXT,__text) external _sigismember
0000000180e8b5a8 (__TEXT,__text) external _signal
0000000180e8b5b0 (__TEXT,__text) non-external _signal__
0000000180ed0908 (__TEXT,__text) external _sigpause
0000000180e6a130 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
0000000180e6a228 (__TEXT,__text) external _sigrelse
0000000180e6a2f0 (__TEXT,__text) external _sigset
0000000180e6a0b0 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
0000000180e6a044 (__TEXT,__text) external _sigvec
0000000180e6a04c (__TEXT,__text) non-external _sigvec__
0000000180e70d78 (__TEXT,__text) non-external _skip
0000000180e8b79c (__TEXT,__text) external _sl_add
0000000180e8b884 (__TEXT,__text) external _sl_find
0000000180e8b80c (__TEXT,__text) external _sl_free
0000000180e8b728 (__TEXT,__text) external _sl_init
0000000180ed34e8 (__TEXT,__text) non-external _sl_init.cold.1
0000000180ed34e8 (__TEXT,__text) non-external _sl_init.cold.2
00000001830097b8 (__DATA,__bss) non-external _slash
0000000180ed0ac0 (__TEXT,__text) external _sleep
0000000180e8b658 (__TEXT,__text) external _sleep$NOCANCEL
00000001830095c0 (__DATA,__bss) non-external _slot
0000000180ea0624 (__TEXT,__text) external _snprintf
0000000180ea0674 (__TEXT,__text) external _snprintf_l
0000000180e8dc84 (__TEXT,__text) external _snvis
0000000180e9827c (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
0000000180ea06a0 (__TEXT,__text) external _sprintf
0000000180ea06f0 (__TEXT,__text) external _sprintf_l
0000000180ebad30 (__TEXT,__text) external _sradixsort
0000000180ebb8bc (__TEXT,__text) external _srand
0000000180e8b6e8 (__TEXT,__text) external _srand48
0000000180ebb8cc (__TEXT,__text) external _sranddev
0000000180ebb95c (__TEXT,__text) external _srandom
0000000180ebbb00 (__TEXT,__text) external _srandomdev
0000000180ea071c (__TEXT,__text) external _sscanf
0000000180ea076c (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
0000000180e75348 (__TEXT,__text) external _stat_with_subsystem
0000000183008760 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
0000000180e6d3c0 (__TEXT,__text) external _statvfs
0000000180e77a54 (__TEXT,__text) external _stpcpy
0000000180e77aa0 (__TEXT,__text) external _stpncpy
0000000180e8df90 (__TEXT,__text) external _stravis
0000000180eb2c88 (__TEXT,__text) external _strcasecmp
0000000180eb2b80 (__TEXT,__text) external _strcasecmp_l
0000000180eb2ef4 (__TEXT,__text) external _strcasestr
0000000180eb2e00 (__TEXT,__text) external _strcasestr_l
0000000180e77b28 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
0000000180eb2f18 (__TEXT,__text) external _strchrnul
                 (indirect) external _strcmp (for __platform_strcmp)
0000000180eb315c (__TEXT,__text) external _strcoll
0000000180eb3050 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
0000000180eb3180 (__TEXT,__text) external _strcspn
0000000180eb323c (__TEXT,__text) external _strdup
0000000180e8e028 (__TEXT,__text) external _strenvisx
0000000180eb33f8 (__TEXT,__text) external _strerror
0000000180eb3380 (__TEXT,__text) external _strerror_r
0000000180ec4a94 (__TEXT,__text) external _strfmon
0000000180ec5738 (__TEXT,__text) external _strfmon_l
0000000180eb0dec (__TEXT,__text) external _strftime
0000000180eafe2c (__TEXT,__text) external _strftime_l
0000000183009648 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
0000000180eb348c (__TEXT,__text) external _strmode
0000000180eb2ddc (__TEXT,__text) external _strncasecmp
0000000180eb2cac (__TEXT,__text) external _strncasecmp_l
0000000180e77b7c (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
0000000180eb35d0 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
0000000180eb3648 (__TEXT,__text) external _strnstr
0000000180e8d55c (__TEXT,__text) external _strnunvis
0000000180e8d400 (__TEXT,__text) external _strnunvisx
0000000180ed355c (__TEXT,__text) non-external _strnunvisx.cold.1
0000000180ed3588 (__TEXT,__text) non-external _strnunvisx.cold.2
0000000180e8df5c (__TEXT,__text) external _strnvis
0000000180e8dff0 (__TEXT,__text) external _strnvisx
0000000180eb36e4 (__TEXT,__text) external _strpbrk
0000000180eb0fe8 (__TEXT,__text) external _strptime
0000000180eb100c (__TEXT,__text) external _strptime_l
0000000180eb371c (__TEXT,__text) external _strrchr
0000000180e8de34 (__TEXT,__text) external _strsenvisx
0000000180eb3744 (__TEXT,__text) external _strsep
0000000180eb38e8 (__TEXT,__text) external _strsignal
0000000180eb3794 (__TEXT,__text) external _strsignal_r
0000000180e8dd98 (__TEXT,__text) external _strsnvis
0000000180e8de04 (__TEXT,__text) external _strsnvisx
0000000180eb3a08 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
0000000180e8dce0 (__TEXT,__text) external _strsvis
0000000180e8ddc4 (__TEXT,__text) external _strsvisx
0000000180e6b37c (__TEXT,__text) external _strtod
0000000180e6b3d0 (__TEXT,__text) external _strtod_l
0000000180e6aaf8 (__TEXT,__text) external _strtoencf16
0000000180e6abcc (__TEXT,__text) external _strtoencf32
0000000180e6af24 (__TEXT,__text) external _strtoencf64
0000000180e6b358 (__TEXT,__text) external _strtoencf64x
0000000180e6ae98 (__TEXT,__text) external _strtof
0000000180e6aeec (__TEXT,__text) external _strtof_l
0000000180e71ae8 (__TEXT,__text) external _strtofflags
0000000180ebd820 (__TEXT,__text) external _strtoimax
0000000180ebd5b4 (__TEXT,__text) external _strtoimax_l
0000000180eb3b44 (__TEXT,__text) external _strtok
0000000183014358 (__DATA,__bss) non-external _strtok.last
0000000180eb3ac0 (__TEXT,__text) external _strtok_r
0000000180ebdab0 (__TEXT,__text) external _strtol
0000000180ebd844 (__TEXT,__text) external _strtol_l
0000000180e6b408 (__TEXT,__text) external _strtold
0000000180e6b45c (__TEXT,__text) external _strtold_l
0000000180ebdd40 (__TEXT,__text) external _strtoll
0000000180ebdad4 (__TEXT,__text) external _strtoll_l
0000000180e9ad64 (__TEXT,__text) external _strtonum
0000000180ebdd64 (__TEXT,__text) external _strtoq
0000000180ebdd88 (__TEXT,__text) external _strtoq_l
0000000180ebdfec (__TEXT,__text) external _strtoul
0000000180ebdd8c (__TEXT,__text) external _strtoul_l
0000000180ebe270 (__TEXT,__text) external _strtoull
0000000180ebe010 (__TEXT,__text) external _strtoull_l
0000000180ebe4f4 (__TEXT,__text) external _strtoumax
0000000180ebe294 (__TEXT,__text) external _strtoumax_l
0000000180ebe518 (__TEXT,__text) external _strtouq
0000000180ebe53c (__TEXT,__text) external _strtouq_l
0000000180e8d54c (__TEXT,__text) external _strunvis
0000000180e8d53c (__TEXT,__text) external _strunvisx
0000000180e8df20 (__TEXT,__text) external _strvis
0000000180e8dfac (__TEXT,__text) external _strvisx
0000000180eb3b50 (__TEXT,__text) external _strxfrm
0000000180eb3b74 (__TEXT,__text) external _strxfrm_l
00000001830144e8 (__DATA,__common) external _suboptarg
0000000183009650 (__DATA,__bss) non-external _subsystem_root_path
0000000180e8d61c (__TEXT,__text) external _svis
0000000180eb3cc4 (__TEXT,__text) external _swab
0000000180ea0a44 (__TEXT,__text) external _swprintf
0000000180ea0a94 (__TEXT,__text) external _swprintf_l
0000000180ea0ac0 (__TEXT,__text) external _swscanf
0000000180ea0b10 (__TEXT,__text) external _swscanf_l
0000000180e759f4 (__TEXT,__text) external _sxprintf
0000000180e76410 (__TEXT,__text) external _sxprintf_exec
0000000180e77be4 (__TEXT,__text) external _sync_volume_np
0000000180ed6183 (__TEXT,__const) non-external _syntax_error_str
0000000180fe7118 (__DATA_CONST,__const) external _sys_errlist
0000000180ed5558 (__TEXT,__const) external _sys_nerr
0000000180fe7828 (__DATA_CONST,__const) external _sys_siglist
0000000180fe7728 (__DATA_CONST,__const) external _sys_signame
0000000180e8b8e0 (__TEXT,__text) external _sysconf
0000000180e8bfb0 (__TEXT,__text) external _sysctl
0000000180e8c1d0 (__TEXT,__text) external _sysctlbyname
0000000180e8c2a0 (__TEXT,__text) external _sysctlnametomib
0000000180ed0e1c (__TEXT,__text) external _system
0000000180ebe540 (__TEXT,__text) external _system$NOCANCEL
0000000180ed0b50 (__TEXT,__text) external _tcdrain
0000000180e8c814 (__TEXT,__text) external _tcdrain$NOCANCEL
0000000180e8c8b4 (__TEXT,__text) external _tcflow
0000000180e8c840 (__TEXT,__text) external _tcflush
0000000180e8c548 (__TEXT,__text) external _tcgetattr
0000000180e8c6b4 (__TEXT,__text) external _tcgetpgrp
0000000180e7726c (__TEXT,__text) external _tcgetsid
0000000180e8c78c (__TEXT,__text) external _tcsendbreak
0000000180e8c574 (__TEXT,__text) external _tcsetattr
0000000180e8c65c (__TEXT,__text) external _tcsetpgrp
0000000180ebe7d8 (__TEXT,__text) external _tdelete
0000000180e8c348 (__TEXT,__text) external _telldir
0000000180ea0b3c (__TEXT,__text) external _tempnam
00000001830095b8 (__DATA,__bss) non-external _tf
0000000180ebe8d0 (__TEXT,__text) external _tfind
0000000180e72068 (__TEXT,__text) external _thread_stack_async_pcs
0000000180e72044 (__TEXT,__text) external _thread_stack_pcs
0000000183007410 (__DATA,__data) non-external _threadsafe
0000000180e8c958 (__TEXT,__text) external _time
0000000180eaed64 (__TEXT,__text) non-external _time2
0000000180eaeed8 (__TEXT,__text) external _time2posix
0000000180eaf7d4 (__TEXT,__text) non-external _time2sub
0000000180eaee88 (__TEXT,__text) external _timegm
0000000180eaee78 (__TEXT,__text) external _timelocal
0000000180eaeeb0 (__TEXT,__text) external _timeoff
0000000180e8c9bc (__TEXT,__text) external _times
0000000180ebf87c (__TEXT,__text) external _timespec_get
0000000180eae22c (__TEXT,__text) non-external _timesub
0000000183014400 (__DATA,__common) external _timezone
0000000180e81c20 (__TEXT,__text) external _timingsafe_bcmp
000000018300fb88 (__DATA,__bss) non-external _tm
0000000180eafdb8 (__TEXT,__text) non-external _tmcomp
0000000180ea0da8 (__TEXT,__text) external _tmpfile
0000000180ea0ef4 (__TEXT,__text) external _tmpnam
000000018300b298 (__DATA,__bss) non-external _tmpnam.tmpcount
000000018300b2a0 (__DATA,__bss) non-external _tmpnam_buf
0000000180ea1004 (__TEXT,__text) non-external _tmpnam_buf_allocate
0000000183008570 (__DATA,__data) non-external _tmpnam_buf_control
0000000180ed55a0 (__TEXT,__const) non-external _tmundef
0000000180e72794 (__TEXT,__text) external _toascii
0000000180e7279c (__TEXT,__text) external _tolower
0000000180e733c4 (__TEXT,__text) external _tolower_l
0000000183009790 (__DATA,__bss) non-external _toprec
0000000183009798 (__DATA,__bss) non-external _topreclen
0000000180e727dc (__TEXT,__text) external _toupper
0000000180e733e4 (__TEXT,__text) external _toupper_l
0000000180e97984 (__TEXT,__text) external _towctrans
0000000180e978a4 (__TEXT,__text) external _towctrans_l
0000000180e738d8 (__TEXT,__text) external _towlower
0000000180e73ef4 (__TEXT,__text) external _towlower_l
0000000180e73918 (__TEXT,__text) external _towupper
0000000180e73f14 (__TEXT,__text) external _towupper_l
0000000180eaf46c (__TEXT,__text) non-external _transtime
0000000180ec9df8 (__TEXT,__text) non-external _tre_add_tag_left
0000000180ec9d34 (__TEXT,__text) non-external _tre_add_tag_right
0000000180ec7524 (__TEXT,__text) non-external _tre_add_tags
0000000180ec6d98 (__TEXT,__text) external _tre_ast_new_catenation
0000000180ec6ce8 (__TEXT,__text) external _tre_ast_new_iter
0000000180ec6c9c (__TEXT,__text) external _tre_ast_new_literal
0000000180ec6c14 (__TEXT,__text) external _tre_ast_new_node
0000000180ec6d4c (__TEXT,__text) external _tre_ast_new_union
0000000180ec993c (__TEXT,__text) non-external _tre_ast_to_tnfa
0000000180ec6de4 (__TEXT,__text) external _tre_compile
0000000180ec928c (__TEXT,__text) non-external _tre_compute_nfl
0000000180ec9ebc (__TEXT,__text) non-external _tre_copy_ast
0000000180ec8d88 (__TEXT,__text) non-external _tre_expand_ast
0000000180ed054c (__TEXT,__text) non-external _tre_expand_macro
0000000180ec65c4 (__TEXT,__text) external _tre_fill_pmatch
0000000180ec9a34 (__TEXT,__text) external _tre_free
0000000180fe85d0 (__DATA_CONST,__const) non-external _tre_macros
0000000180eca84c (__TEXT,__text) non-external _tre_make_trans
0000000180ec69e0 (__TEXT,__text) non-external _tre_match
0000000180eca640 (__TEXT,__text) non-external _tre_match_empty
0000000180ece60c (__TEXT,__text) external _tre_mem_alloc_impl
0000000180ece5ac (__TEXT,__text) external _tre_mem_destroy
0000000180ece578 (__TEXT,__text) external _tre_mem_new_impl
0000000180ec9b9c (__TEXT,__text) non-external _tre_merge_branches
0000000180ed0678 (__TEXT,__text) non-external _tre_new_item
0000000180ece73c (__TEXT,__text) external _tre_parse
0000000180ed0344 (__TEXT,__text) non-external _tre_parse_bound
0000000180ec67cc (__TEXT,__text) non-external _tre_reset_last_matched_branches
0000000180ed05dc (__TEXT,__text) non-external _tre_search_cnames
0000000180eca280 (__TEXT,__text) non-external _tre_set_empty
0000000180eca208 (__TEXT,__text) non-external _tre_set_one
0000000180eca2bc (__TEXT,__text) non-external _tre_set_union
0000000180ed07ac (__TEXT,__text) external _tre_stack_destroy
0000000180ed0720 (__TEXT,__text) external _tre_stack_new
0000000180ed07e8 (__TEXT,__text) external _tre_stack_num_objects
0000000180ed08c8 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
0000000180ed08e4 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
0000000180ed07f8 (__TEXT,__text) non-external _tre_stack_push
