0000000182fa1300 (__TEXT,__text) external _CreateLSTMBreakEngine
00000001830420ec (__TEXT,__text) external _u_strToLower
0000000182fb11c0 (__TEXT,__text) external _u_strToPunycode
000000018303fa3c (__TEXT,__text) external _u_strToTitle
0000000183045350 (__TEXT,__text) external _u_strToUTF32
0000000183045134 (__TEXT,__text) external _u_strToUTF32WithSub
00000001830467b8 (__TEXT,__text) external _u_strToUTF8
0000000183045f3c (__TEXT,__text) external _u_strToUTF8WithSub
000000018304216c (__TEXT,__text) external _u_strToUpper
000000018303fd4c (__TEXT,__text) external _u_strToWCS
0000000183041fd4 (__TEXT,__text) external _u_strcasecmp
0000000183043a70 (__TEXT,__text) external _u_strcat
0000000183043274 (__TEXT,__text) external _u_strchr
0000000183043370 (__TEXT,__text) external _u_strchr32
0000000183043ae4 (__TEXT,__text) external _u_strcmp
0000000183043ec4 (__TEXT,__text) external _u_strcmpCodePointOrder
0000000183043f4c (__TEXT,__text) external _u_strcpy
000000018304398c (__TEXT,__text) external _u_strcspn
0000000183030204 (__TEXT,__text) external _u_stringHasBinaryProperty
00000001830432d4 (__TEXT,__text) external _u_strlen
000000018304205c (__TEXT,__text) external _u_strncasecmp
0000000183043a94 (__TEXT,__text) external _u_strncat
0000000183043edc (__TEXT,__text) external _u_strncmp
0000000183043f34 (__TEXT,__text) external _u_strncmpCodePointOrder
0000000183043f64 (__TEXT,__text) external _u_strncpy
00000001830437a0 (__TEXT,__text) external _u_strpbrk
00000001830435c0 (__TEXT,__text) external _u_strrchr
00000001830436b8 (__TEXT,__text) external _u_strrchr32
00000001830436a8 (__TEXT,__text) external _u_strrstr
00000001830439ac (__TEXT,__text) external _u_strspn
0000000183043360 (__TEXT,__text) external _u_strstr
00000001830439cc (__TEXT,__text) external _u_strtok_r
0000000183044ce8 (__TEXT,__text) external _u_terminateChars
0000000183044d34 (__TEXT,__text) external _u_terminateUChar32s
0000000183044ca0 (__TEXT,__text) external _u_terminateUChars
0000000183044d7c (__TEXT,__text) external _u_terminateWChars
0000000182fdb0dc (__TEXT,__text) external _u_tolower
0000000182fdb0e4 (__TEXT,__text) external _u_totitle
0000000182fdb0e0 (__TEXT,__text) external _u_toupper
000000018303f374 (__TEXT,__text) external _u_uastrcpy
000000018303f278 (__TEXT,__text) external _u_uastrncpy
0000000183044ac4 (__TEXT,__text) external _u_unescape
00000001830446d4 (__TEXT,__text) external _u_unescapeAt
0000000182fb2f7c (__TEXT,__text) external _u_versionFromString
0000000182fb304c (__TEXT,__text) external _u_versionFromUString
0000000182fb30f4 (__TEXT,__text) external _u_versionToString
000000018319d444 (__TEXT,__text) external _u_vformatMessage
000000018319da1c (__TEXT,__text) external _u_vformatMessageWithError
00000001831c0928 (__TEXT,__text) external _u_vfprintf
00000001831c0acc (__TEXT,__text) external _u_vfprintf_u
00000001831c2aa0 (__TEXT,__text) external _u_vfscanf
00000001831c2bc8 (__TEXT,__text) external _u_vfscanf_u
000000018319daf0 (__TEXT,__text) external _u_vparseMessage
000000018319deac (__TEXT,__text) external _u_vparseMessageWithError
00000001831bf61c (__TEXT,__text) external _u_vsnprintf
00000001831bf75c (__TEXT,__text) external _u_vsnprintf_u
00000001831bf82c (__TEXT,__text) external _u_vsprintf
00000001831bf894 (__TEXT,__text) external _u_vsprintf_u
00000001831bfa6c (__TEXT,__text) external _u_vsscanf
00000001831bfb94 (__TEXT,__text) external _u_vsscanf_u
00000001831921b4 (__TEXT,__text) external _uacal_getDayPeriod
000000018319aff4 (__TEXT,__text) external _uadatpg_remapPatternWithOptions
0000000183012730 (__TEXT,__text) external _ualoc_canonicalForm
0000000182fce428 (__TEXT,__text) external _ualoc_getAppleParent
0000000182fcdad4 (__TEXT,__text) external _ualoc_getLanguagesForRegion
0000000182fcdf7c (__TEXT,__text) external _ualoc_getRegionsForLanguage
0000000182fceec4 (__TEXT,__text) external _ualoc_localizationsToUse
000000018318ea18 (__TEXT,__text) external _uameasfmt_close
000000018318ea44 (__TEXT,__text) external _uameasfmt_format
000000018318ea50 (__TEXT,__text) external _uameasfmt_formatGetPosition
000000018318ed18 (__TEXT,__text) external _uameasfmt_formatMultiple
000000018318ed24 (__TEXT,__text) external _uameasfmt_formatMultipleForFields
000000018318f248 (__TEXT,__text) external _uameasfmt_getMultipleUnitNames
000000018318fa98 (__TEXT,__text) external _uameasfmt_getUnitCategory
000000018318f0b0 (__TEXT,__text) external _uameasfmt_getUnitName
000000018318f4a8 (__TEXT,__text) external _uameasfmt_getUnitsForUsage
000000018318e8e0 (__TEXT,__text) external _uameasfmt_open
000000018318fddc (__TEXT,__text) external _uatmufmt_close
000000018318fe88 (__TEXT,__text) external _uatmufmt_format
00000001831902d4 (__TEXT,__text) external _uatmufmt_getListPattern
00000001831901d0 (__TEXT,__text) external _uatmufmt_getTimePattern
000000018318fc98 (__TEXT,__text) external _uatmufmt_open
000000018318fca4 (__TEXT,__text) external _uatmufmt_openWithNumberFormat
00000001831901b4 (__TEXT,__text) external _uatmufmt_parse
000000018318fe08 (__TEXT,__text) external _uatmufmt_setNumberFormat
0000000182fd0f80 (__TEXT,__text) external _ubidi_close
0000000182fd3a98 (__TEXT,__text) external _ubidi_countParagraphs
0000000182fd5ffc (__TEXT,__text) external _ubidi_countRuns
0000000182fd10a8 (__TEXT,__text) external _ubidi_getBaseDirection
0000000182fd5598 (__TEXT,__text) external _ubidi_getClass
0000000182fd3cc0 (__TEXT,__text) external _ubidi_getClassCallback
0000000182fd3ce0 (__TEXT,__text) external _ubidi_getCustomizedClass
0000000182fd3978 (__TEXT,__text) external _ubidi_getDirection
0000000182fd39d8 (__TEXT,__text) external _ubidi_getLength
0000000182fd5d0c (__TEXT,__text) external _ubidi_getLevelAt
0000000182fd5d9c (__TEXT,__text) external _ubidi_getLevels
0000000182fd6c20 (__TEXT,__text) external _ubidi_getLogicalIndex
0000000182fd6f40 (__TEXT,__text) external _ubidi_getLogicalMap
0000000182fd5eb4 (__TEXT,__text) external _ubidi_getLogicalRun
0000000182fd3a68 (__TEXT,__text) external _ubidi_getParaLevel
0000000182fd3be0 (__TEXT,__text) external _ubidi_getParagraph
0000000182fd3ac8 (__TEXT,__text) external _ubidi_getParagraphByIndex
0000000182fd3a08 (__TEXT,__text) external _ubidi_getProcessedLength
0000000182fd1078 (__TEXT,__text) external _ubidi_getReorderingMode
0000000182fd109c (__TEXT,__text) external _ubidi_getReorderingOptions
0000000182fd3a38 (__TEXT,__text) external _ubidi_getResultLength
0000000182fd39a8 (__TEXT,__text) external _ubidi_getText
0000000182fd699c (__TEXT,__text) external _ubidi_getVisualIndex
0000000182fd71d8 (__TEXT,__text) external _ubidi_getVisualMap
0000000182fd655c (__TEXT,__text) external _ubidi_getVisualRun
0000000182fd74e0 (__TEXT,__text) external _ubidi_invertMap
0000000182fd103c (__TEXT,__text) external _ubidi_isInverse
0000000182fd3960 (__TEXT,__text) external _ubidi_isOrderParagraphsLTR
0000000182fd0d64 (__TEXT,__text) external _ubidi_open
0000000182fd0d94 (__TEXT,__text) external _ubidi_openSized
0000000182fd3954 (__TEXT,__text) external _ubidi_orderParagraphsLTR
0000000182fd6690 (__TEXT,__text) external _ubidi_reorderLogical
0000000182fd6864 (__TEXT,__text) external _ubidi_reorderVisual
0000000182fd3c7c (__TEXT,__text) external _ubidi_setClassCallback
0000000182fd1200 (__TEXT,__text) external _ubidi_setContext
0000000182fd1020 (__TEXT,__text) external _ubidi_setInverse
0000000182fd59f4 (__TEXT,__text) external _ubidi_setLine
0000000182fd12ac (__TEXT,__text) external _ubidi_setPara
0000000182fd38ec (__TEXT,__text) external _ubidi_setParaWithControls
0000000182fd1054 (__TEXT,__text) external _ubidi_setReorderingMode
0000000182fd1084 (__TEXT,__text) external _ubidi_setReorderingOptions
0000000182fd8244 (__TEXT,__text) external _ubidi_writeReordered
0000000182fd7db8 (__TEXT,__text) external _ubidi_writeReverse
0000000182fd75e0 (__TEXT,__text) external _ubiditransform_close
0000000182fd7594 (__TEXT,__text) external _ubiditransform_open
0000000182fd7634 (__TEXT,__text) external _ubiditransform_transform
0000000182fdf0d8 (__TEXT,__text) external _ublock_getCode
0000000182fd9184 (__TEXT,__text) external _ubrk_clone
0000000182fd91e8 (__TEXT,__text) external _ubrk_close
0000000182fd9340 (__TEXT,__text) external _ubrk_countAvailable
0000000182fd9240 (__TEXT,__text) external _ubrk_current
0000000182fd92ac (__TEXT,__text) external _ubrk_first
0000000182fd9318 (__TEXT,__text) external _ubrk_following
0000000182fd933c (__TEXT,__text) external _ubrk_getAvailable
0000000182fd93f8 (__TEXT,__text) external _ubrk_getBinaryRules
0000000182fd93b0 (__TEXT,__text) external _ubrk_getLocaleByType
0000000182fd9368 (__TEXT,__text) external _ubrk_getRuleStatus
0000000182fd938c (__TEXT,__text) external _ubrk_getRuleStatusVec
0000000182fd9344 (__TEXT,__text) external _ubrk_isBoundary
0000000182fd92d0 (__TEXT,__text) external _ubrk_last
0000000182fd9264 (__TEXT,__text) external _ubrk_next
0000000182fd8b98 (__TEXT,__text) external _ubrk_open
0000000182fd8f94 (__TEXT,__text) external _ubrk_openBinaryRules
0000000182fd8e48 (__TEXT,__text) external _ubrk_openRules
0000000182fd92f4 (__TEXT,__text) external _ubrk_preceding
0000000182fd9288 (__TEXT,__text) external _ubrk_previous
0000000182fd93d4 (__TEXT,__text) external _ubrk_refreshUText
0000000182fd90f4 (__TEXT,__text) external _ubrk_safeClone
0000000182fd9214 (__TEXT,__text) external _ubrk_setLineWordOpts
0000000182fd8db4 (__TEXT,__text) external _ubrk_setText
0000000182fd921c (__TEXT,__text) external _ubrk_setUText
0000000182fbb9d8 (__TEXT,__text) external _ubrk_swap
0000000183191538 (__TEXT,__text) external _ucal_add
00000001831915c4 (__TEXT,__text) external _ucal_clear
00000001831915c0 (__TEXT,__text) external _ucal_clearField
0000000183190c3c (__TEXT,__text) external _ucal_clone
0000000183190c10 (__TEXT,__text) external _ucal_close
00000001831914bc (__TEXT,__text) external _ucal_countAvailable
0000000183191514 (__TEXT,__text) external _ucal_equivalentTo
00000001831915a0 (__TEXT,__text) external _ucal_get
000000018319139c (__TEXT,__text) external _ucal_getAttribute
00000001831914b8 (__TEXT,__text) external _ucal_getAvailable
0000000183191728 (__TEXT,__text) external _ucal_getCanonicalTimeZoneID
0000000183190874 (__TEXT,__text) external _ucal_getDSTSavings
00000001831918cc (__TEXT,__text) external _ucal_getDayOfWeekType
00000001831904c0 (__TEXT,__text) external _ucal_getDefaultTimeZone
0000000183191974 (__TEXT,__text) external _ucal_getFieldDifference
00000001831912ac (__TEXT,__text) external _ucal_getGregorianChange
000000018319073c (__TEXT,__text) external _ucal_getHostTimeZone
00000001831919ac (__TEXT,__text) external _ucal_getKeywordValuesForLocale
00000001831915c8 (__TEXT,__text) external _ucal_getLimit
0000000183191700 (__TEXT,__text) external _ucal_getLocaleByType
00000001831914c0 (__TEXT,__text) external _ucal_getMillis
0000000183190a10 (__TEXT,__text) external _ucal_getNow
0000000183191724 (__TEXT,__text) external _ucal_getTZDataVersion
0000000183190f50 (__TEXT,__text) external _ucal_getTimeZoneDisplayName
0000000183190e5c (__TEXT,__text) external _ucal_getTimeZoneID
0000000183191f00 (__TEXT,__text) external _ucal_getTimeZoneIDForWindowsID
000000018319204c (__TEXT,__text) external _ucal_getTimeZoneOffsetFromLocal
0000000183191c4c (__TEXT,__text) external _ucal_getTimeZoneTransitionDate
0000000183191894 (__TEXT,__text) external _ucal_getType
0000000183191904 (__TEXT,__text) external _ucal_getWeekendTransition
0000000183191dbc (__TEXT,__text) external _ucal_getWindowsTimeZoneID
0000000183191170 (__TEXT,__text) external _ucal_inDaylightTime
00000001831915bc (__TEXT,__text) external _ucal_isSet
000000018319193c (__TEXT,__text) external _ucal_isWeekend
0000000183190a14 (__TEXT,__text) external _ucal_open
0000000183190478 (__TEXT,__text) external _ucal_openCountryTimeZones
00000001831903f8 (__TEXT,__text) external _ucal_openTimeZoneIDEnumeration
0000000183190430 (__TEXT,__text) external _ucal_openTimeZones
000000018319156c (__TEXT,__text) external _ucal_roll
00000001831915b8 (__TEXT,__text) external _ucal_set
000000018319144c (__TEXT,__text) external _ucal_setAttribute
00000001831914ec (__TEXT,__text) external _ucal_setDate
0000000183191500 (__TEXT,__text) external _ucal_setDateTime
00000001831905f8 (__TEXT,__text) external _ucal_setDefaultTimeZone
00000001831911a8 (__TEXT,__text) external _ucal_setGregorianChange
00000001831914d8 (__TEXT,__text) external _ucal_setMillis
0000000183190ca0 (__TEXT,__text) external _ucal_setTimeZone
0000000182fdad0c (__TEXT,__text) external _ucase_fold
0000000182fd9eec (__TEXT,__text) external _ucase_getType
0000000182fd9f78 (__TEXT,__text) external _ucase_getTypeOrIgnorable
0000000182fda0b4 (__TEXT,__text) external _ucase_isCaseSensitive
0000000182fda004 (__TEXT,__text) external _ucase_isSoftDotted
0000000182fdae9c (__TEXT,__text) external _ucase_toFullFolding
0000000182fda360 (__TEXT,__text) external _ucase_toFullLower
0000000182fdad04 (__TEXT,__text) external _ucase_toFullTitle
0000000182fda980 (__TEXT,__text) external _ucase_toFullUpper
0000000182fd9580 (__TEXT,__text) external _ucase_tolower
0000000182fd97d0 (__TEXT,__text) external _ucase_totitle
0000000182fd9698 (__TEXT,__text) external _ucase_toupper
0000000182fdb41c (__TEXT,__text) external _ucasemap_close
0000000182fdd83c (__TEXT,__text) external _ucasemap_getBreakIterator
0000000182fdb484 (__TEXT,__text) external _ucasemap_getLocale
0000000182fdb48c (__TEXT,__text) external _ucasemap_getOptions
0000000182fdb360 (__TEXT,__text) external _ucasemap_open
0000000182fdd844 (__TEXT,__text) external _ucasemap_setBreakIterator
0000000182fdb294 (__TEXT,__text) external _ucasemap_setLocale
0000000182fdb494 (__TEXT,__text) external _ucasemap_setOptions
000000018303fbc0 (__TEXT,__text) external _ucasemap_toTitle
0000000182fdd1f8 (__TEXT,__text) external _ucasemap_utf8FoldCase
0000000182fdcbb4 (__TEXT,__text) external _ucasemap_utf8ToLower
0000000182fdd8a4 (__TEXT,__text) external _ucasemap_utf8ToTitle
0000000182fdcc54 (__TEXT,__text) external _ucasemap_utf8ToUpper
00000001830c74b0 (__TEXT,__text) external _ucfpos_close
00000001830c7210 (__TEXT,__text) external _ucfpos_constrainCategory
00000001830c725c (__TEXT,__text) external _ucfpos_constrainField
00000001830c72ac (__TEXT,__text) external _ucfpos_getCategory
00000001830c72f8 (__TEXT,__text) external _ucfpos_getField
00000001830c7344 (__TEXT,__text) external _ucfpos_getIndexes
00000001830c7394 (__TEXT,__text) external _ucfpos_getInt64IterationContext
00000001830c7424 (__TEXT,__text) external _ucfpos_matchesField
00000001830c716c (__TEXT,__text) external _ucfpos_open
00000001830c71c4 (__TEXT,__text) external _ucfpos_reset
00000001830c73e0 (__TEXT,__text) external _ucfpos_setInt64IterationContext
00000001830c7468 (__TEXT,__text) external _ucfpos_setState
000000018301d45c (__TEXT,__text) external _uchar_swapNames
0000000182fe2930 (__TEXT,__text) external _ucln_cleanupOne
0000000182fe29d8 (__TEXT,__text) external _ucln_registerCleanup
0000000182feb1fc (__TEXT,__text) external _ucnv_cbFromUWriteBytes
0000000182feb360 (__TEXT,__text) external _ucnv_cbFromUWriteSub
0000000182feb22c (__TEXT,__text) external _ucnv_cbFromUWriteUChars
0000000182feb484 (__TEXT,__text) external _ucnv_cbToUWriteSub
0000000182feb454 (__TEXT,__text) external _ucnv_cbToUWriteUChars
0000000182fe3294 (__TEXT,__text) external _ucnv_close
0000000182fee768 (__TEXT,__text) external _ucnv_compareNames
0000000182fe52e0 (__TEXT,__text) external _ucnv_convert
0000000182fe4d78 (__TEXT,__text) external _ucnv_convertEx
0000000182fef148 (__TEXT,__text) external _ucnv_countAliases
0000000182fe3414 (__TEXT,__text) external _ucnv_countAvailable
0000000182fef7f4 (__TEXT,__text) external _ucnv_countStandards
0000000182fea084 (__TEXT,__text) external _ucnv_createConverter
0000000182fe5b48 (__TEXT,__text) external _ucnv_detectUnicodeSignature
0000000182fe96a8 (__TEXT,__text) external _ucnv_enableCleanup
0000000182fe5960 (__TEXT,__text) external _ucnv_fixFileSeparator
0000000182fea558 (__TEXT,__text) external _ucnv_flushCache
0000000182fe58ec (__TEXT,__text) external _ucnv_fromAlgorithmic
0000000182fe372c (__TEXT,__text) external _ucnv_fromUChars
0000000182fe5de8 (__TEXT,__text) external _ucnv_fromUCountPending
0000000182fe3c3c (__TEXT,__text) external _ucnv_fromUnicode
0000000182fef36c (__TEXT,__text) external _ucnv_getAlias
0000000182fef5b8 (__TEXT,__text) external _ucnv_getAliases
0000000182fe33cc (__TEXT,__text) external _ucnv_getAvailableName
0000000182fe3b0c (__TEXT,__text) external _ucnv_getCCSID
0000000182fef890 (__TEXT,__text) external _ucnv_getCanonicalName
0000000182fea7ac (__TEXT,__text) external _ucnv_getDefaultName
0000000182ff7be8 (__TEXT,__text) external _ucnv_getDisplayName
0000000182fe3bf4 (__TEXT,__text) external _ucnv_getFromUCallBack
0000000182fe5a80 (__TEXT,__text) external _ucnv_getInvalidChars
0000000182fe5ae4 (__TEXT,__text) external _ucnv_getInvalidUChars
0000000182fe3a98 (__TEXT,__text) external _ucnv_getMaxCharSize
0000000182fe3aa0 (__TEXT,__text) external _ucnv_getMinCharSize
0000000182fe3ab0 (__TEXT,__text) external _ucnv_getName
0000000182fe49b4 (__TEXT,__text) external _ucnv_getNextUChar
0000000182fe3bbc (__TEXT,__text) external _ucnv_getPlatform
0000000182feef58 (__TEXT,__text) external _ucnv_getStandard
0000000182fef03c (__TEXT,__text) external _ucnv_getStandardName
0000000182fe592c (__TEXT,__text) external _ucnv_getStarters
0000000182fe343c (__TEXT,__text) external _ucnv_getSubstChars
0000000182fe3be0 (__TEXT,__text) external _ucnv_getToUCallBack
0000000182fe590c (__TEXT,__text) external _ucnv_getType
0000000182ff190c (__TEXT,__text) external _ucnv_getUnicodeSet
0000000182fefd1c (__TEXT,__text) external _ucnv_io_countKnownConverters
0000000182fee8bc (__TEXT,__text) external _ucnv_io_getConverterName
0000000182fee614 (__TEXT,__text) external _ucnv_io_stripASCIIForCompare
0000000182fee6bc (__TEXT,__text) external _ucnv_io_stripEBCDICForCompare
0000000182fe5a50 (__TEXT,__text) external _ucnv_isAmbiguous
0000000182fe5ea8 (__TEXT,__text) external _ucnv_isFixedWidth
0000000182fe9734 (__TEXT,__text) external _ucnv_load
0000000182fe2dd4 (__TEXT,__text) external _ucnv_open
0000000182fefc18 (__TEXT,__text) external _ucnv_openAllNames
0000000182fe2f10 (__TEXT,__text) external _ucnv_openCCSID
0000000182fe2dfc (__TEXT,__text) external _ucnv_openPackage
0000000182feeb88 (__TEXT,__text) external _ucnv_openStandardNames
0000000182fe2e00 (__TEXT,__text) external _ucnv_openU
0000000182fe391c (__TEXT,__text) external _ucnv_reset
0000000182fe3a8c (__TEXT,__text) external _ucnv_resetFromUnicode
0000000182fe3a80 (__TEXT,__text) external _ucnv_resetToUnicode
0000000182fe2fd4 (__TEXT,__text) external _ucnv_safeClone
0000000182fea7b8 (__TEXT,__text) external _ucnv_setDefaultName
0000000182fe5a70 (__TEXT,__text) external _ucnv_setFallback
0000000182fe36f8 (__TEXT,__text) external _ucnv_setFromUCallBack
0000000182fe34b8 (__TEXT,__text) external _ucnv_setSubstChars
0000000182fe3528 (__TEXT,__text) external _ucnv_setSubstString
0000000182fe3c08 (__TEXT,__text) external _ucnv_setToUCallBack
0000000182fea7bc (__TEXT,__text) external _ucnv_swap
0000000182fefdb8 (__TEXT,__text) external _ucnv_swapAliases
0000000182fe56e8 (__TEXT,__text) external _ucnv_toAlgorithmic
0000000182fe47b4 (__TEXT,__text) external _ucnv_toUChars
0000000182fe5e50 (__TEXT,__text) external _ucnv_toUCountPending
0000000182fe41dc (__TEXT,__text) external _ucnv_toUnicode
0000000182fe9a1c (__TEXT,__text) external _ucnv_unload
0000000182fe5a78 (__TEXT,__text) external _ucnv_usesFallback
000000018300280c (__TEXT,__text) external _ucnvsel_close
00000001830023a4 (__TEXT,__text) external _ucnvsel_open
00000001830029e0 (__TEXT,__text) external _ucnvsel_openFromSerialized
0000000183002f60 (__TEXT,__text) external _ucnvsel_selectForString
0000000183003308 (__TEXT,__text) external _ucnvsel_selectForUTF8
0000000183002884 (__TEXT,__text) external _ucnvsel_serialize
00000001831928f4 (__TEXT,__text) external _ucol_cloneBinary
0000000183192a44 (__TEXT,__text) external _ucol_close
0000000183196a38 (__TEXT,__text) external _ucol_closeElements
0000000183194c18 (__TEXT,__text) external _ucol_countAvailable
00000001831931b0 (__TEXT,__text) external _ucol_equal
00000001831935b0 (__TEXT,__text) external _ucol_equals
0000000183192ebc (__TEXT,__text) external _ucol_getAttribute
0000000183194bc0 (__TEXT,__text) external _ucol_getAvailable
0000000183192c64 (__TEXT,__text) external _ucol_getBound
0000000183196090 (__TEXT,__text) external _ucol_getContractions
00000001831960d4 (__TEXT,__text) external _ucol_getContractionsAndExpansions
0000000183194a5c (__TEXT,__text) external _ucol_getDisplayName
0000000183193010 (__TEXT,__text) external _ucol_getEquivalentReorderCodes
0000000183194e58 (__TEXT,__text) external _ucol_getFunctionalEquivalent
0000000183194c6c (__TEXT,__text) external _ucol_getKeywordValues
0000000183194ce8 (__TEXT,__text) external _ucol_getKeywordValuesForLocale
0000000183194c44 (__TEXT,__text) external _ucol_getKeywords
0000000183193494 (__TEXT,__text) external _ucol_getLocale
0000000183193498 (__TEXT,__text) external _ucol_getLocaleByType
0000000183196e88 (__TEXT,__text) external _ucol_getMaxExpansion
0000000183192db0 (__TEXT,__text) external _ucol_getMaxVariable
0000000183196f50 (__TEXT,__text) external _ucol_getOffset
0000000183192fa4 (__TEXT,__text) external _ucol_getReorderCodes
0000000183193280 (__TEXT,__text) external _ucol_getRules
0000000183193344 (__TEXT,__text) external _ucol_getRulesEx
0000000183195d7c (__TEXT,__text) external _ucol_getShortDefinitionString
0000000183192bf4 (__TEXT,__text) external _ucol_getSortKey
0000000183192f4c (__TEXT,__text) external _ucol_getStrength
0000000183193544 (__TEXT,__text) external _ucol_getTailoredSet
0000000183193200 (__TEXT,__text) external _ucol_getUCAVersion
000000018306fbb4 (__TEXT,__text) external _ucol_getUnsafeSet
0000000183192e10 (__TEXT,__text) external _ucol_getVariableTop
0000000183193014 (__TEXT,__text) external _ucol_getVersion
0000000183193110 (__TEXT,__text) external _ucol_greater
0000000183193160 (__TEXT,__text) external _ucol_greaterOrEqual
000000018316a210 (__TEXT,__text) external _ucol_keyHashCode
0000000183003658 (__TEXT,__text) external _ucol_looksLikeCollationBinary
0000000183192a70 (__TEXT,__text) external _ucol_mergeSortkeys
0000000183196a6c (__TEXT,__text) external _ucol_next
0000000183196a84 (__TEXT,__text) external _ucol_nextProcessed
0000000183192c20 (__TEXT,__text) external _ucol_nextSortKeyPart
0000000183195dcc (__TEXT,__text) external _ucol_normalizeShortDefinitionString
00000001831949c4 (__TEXT,__text) external _ucol_open
0000000183192804 (__TEXT,__text) external _ucol_openBinary
00000001831968f8 (__TEXT,__text) external _ucol_openElements
0000000183195a70 (__TEXT,__text) external _ucol_openFromShortString
000000018306fa70 (__TEXT,__text) external _ucol_openRules
00000001831953e0 (__TEXT,__text) external _ucol_prepareShortStringOpen
0000000183196bcc (__TEXT,__text) external _ucol_previous
0000000183196be4 (__TEXT,__text) external _ucol_previousProcessed
00000001831968f0 (__TEXT,__text) external _ucol_primaryOrder
0000000183196a68 (__TEXT,__text) external _ucol_reset
0000000183192e4c (__TEXT,__text) external _ucol_restoreVariableTop
00000001831929b4 (__TEXT,__text) external _ucol_safeClone
00000001831968e8 (__TEXT,__text) external _ucol_secondaryOrder
0000000183192e84 (__TEXT,__text) external _ucol_setAttribute
0000000183192d7c (__TEXT,__text) external _ucol_setMaxVariable
0000000183196f54 (__TEXT,__text) external _ucol_setOffset
0000000183192fdc (__TEXT,__text) external _ucol_setReorderCodes
0000000183192ef8 (__TEXT,__text) external _ucol_setStrength
0000000183196e8c (__TEXT,__text) external _ucol_setText
0000000183192dd4 (__TEXT,__text) external _ucol_setVariableTop
0000000183193088 (__TEXT,__text) external _ucol_strcoll
0000000183193038 (__TEXT,__text) external _ucol_strcollIter
00000001831930d0 (__TEXT,__text) external _ucol_strcollUTF8
0000000183003784 (__TEXT,__text) external _ucol_swap
0000000183004150 (__TEXT,__text) external _ucol_swapInverseUCA
00000001831968e0 (__TEXT,__text) external _ucol_tertiaryOrder
0000000183005004 (__TEXT,__text) external _ucpmap_get
0000000183005008 (__TEXT,__text) external _ucpmap_getRange
0000000183004574 (__TEXT,__text) external _ucptrie_close
0000000183004710 (__TEXT,__text) external _ucptrie_get
0000000183004930 (__TEXT,__text) external _ucptrie_getRange
0000000183004578 (__TEXT,__text) external _ucptrie_getType
0000000183004580 (__TEXT,__text) external _ucptrie_getValueWidth
0000000183004588 (__TEXT,__text) external _ucptrie_internalSmallIndex
0000000183004618 (__TEXT,__text) external _ucptrie_internalSmallU8Index
0000000183004640 (__TEXT,__text) external _ucptrie_internalU8PrevIndex
0000000183004364 (__TEXT,__text) external _ucptrie_openFromBinary
0000000183051400 (__TEXT,__text) external _ucptrie_swap
0000000183004e84 (__TEXT,__text) external _ucptrie_toBinary
0000000183196fc0 (__TEXT,__text) external _ucsdet_close
000000018319704c (__TEXT,__text) external _ucsdet_detect
0000000183197078 (__TEXT,__text) external _ucsdet_detectAll
000000018319709c (__TEXT,__text) external _ucsdet_enableInputFilter
0000000183197104 (__TEXT,__text) external _ucsdet_getAllDetectableCharsets
000000018319701c (__TEXT,__text) external _ucsdet_getConfidence
000000018319710c (__TEXT,__text) external _ucsdet_getDetectableCharsets
0000000183197034 (__TEXT,__text) external _ucsdet_getLanguage
0000000183197004 (__TEXT,__text) external _ucsdet_getName
00000001831970e8 (__TEXT,__text) external _ucsdet_getUChars
0000000183197090 (__TEXT,__text) external _ucsdet_isInputFilterEnabled
0000000183196f68 (__TEXT,__text) external _ucsdet_open
0000000183197064 (__TEXT,__text) external _ucsdet_setDeclaredEncoding
0000000183197100 (__TEXT,__text) external _ucsdet_setDetectableCharset
0000000183196ff0 (__TEXT,__text) external _ucsdet_setText
0000000183007120 (__TEXT,__text) external _ucurr_countCurrencies
00000001830050d8 (__TEXT,__text) external _ucurr_forLocale
00000001830073a0 (__TEXT,__text) external _ucurr_forLocaleAndDate
00000001830069b8 (__TEXT,__text) external _ucurr_getDefaultFractionDigits
00000001830069e8 (__TEXT,__text) external _ucurr_getDefaultFractionDigitsForUsage
00000001830076fc (__TEXT,__text) external _ucurr_getKeywordValuesForLocale
000000018300538c (__TEXT,__text) external _ucurr_getName
0000000183007b80 (__TEXT,__text) external _ucurr_getNumericCode
0000000183005910 (__TEXT,__text) external _ucurr_getPluralName
0000000183006bd8 (__TEXT,__text) external _ucurr_getRoundingIncrement
0000000183006be4 (__TEXT,__text) external _ucurr_getRoundingIncrementForUsage
0000000183006c84 (__TEXT,__text) external _ucurr_isAvailable
0000000183007088 (__TEXT,__text) external _ucurr_openISOCurrencies
000000018319810c (__TEXT,__text) external _udat_adoptNumberFormat
0000000183198034 (__TEXT,__text) external _udat_adoptNumberFormatForFields
0000000183198434 (__TEXT,__text) external _udat_applyPattern
0000000183199660 (__TEXT,__text) external _udat_applyPatternRelative
000000018319752c (__TEXT,__text) external _udat_clone
0000000183197500 (__TEXT,__text) external _udat_close
0000000183198134 (__TEXT,__text) external _udat_countAvailable
0000000183198ca8 (__TEXT,__text) external _udat_countSymbols
0000000183197590 (__TEXT,__text) external _udat_format
0000000183197730 (__TEXT,__text) external _udat_formatCalendar
0000000183197a18 (__TEXT,__text) external _udat_formatCalendarForFields
00000001831978d4 (__TEXT,__text) external _udat_formatForFields
