000000027e121350 (__TEXT,__text) external _AAAFSCGetMetadata
000000027e0cb8d4 (__TEXT,__text) non-external _sequentialWriterProc
000000027e0e3744 (__TEXT,__text) non-external (was a private external) _serializeHexString
000000027e137665 (__TEXT,__cstring) non-external _serializeHexString.digit
000000027e0f625c (__TEXT,__text) non-external _setFieldBlob
000000027e0e4b2c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000027e0e514c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000027e0e9810 (__TEXT,__text) non-external _setThreadErrorContext
000000027e1235f0 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000027e0f043c (__TEXT,__text) non-external _setupContext
000000027e0fd500 (__TEXT,__text) non-external _setupContext
000000027e0e3704 (__TEXT,__text) non-external (was a private external) _sha1ToString
000000027e0e3790 (__TEXT,__text) non-external (was a private external) _sha1cmp
000000027e0c0984 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
000000027e0aeb40 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000027e0e4a94 (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000027e0e5bb4 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000027e1068a0 (__TEXT,__text) non-external _stateAppendEntry
000000027e1194a0 (__TEXT,__text) non-external _stateCollectorStreamClose
000000027e119e5c (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
000000027e1194bc (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000027e1174d8 (__TEXT,__text) non-external _stateComputePatches
000000027e105f3c (__TEXT,__text) non-external _stateConcatPath
000000027e103d94 (__TEXT,__text) non-external _stateDestroy
000000027e119374 (__TEXT,__text) non-external _stateDestroy
000000027e117808 (__TEXT,__text) non-external _stateGenerateArchive
000000027e105f68 (__TEXT,__text) non-external _stateGetEntryData
000000027e11acf0 (__TEXT,__text) non-external _stateLoadEntryHeader
000000027e106158 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000027e0e30d0 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000027e12c88c (__TEXT,__text) non-external _storeCachePos
000000027e1236b4 (__TEXT,__text) non-external _storeChunkOffsets
000000027e0e40a8 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000027e0e1384 (__TEXT,__text) non-external _streamAbort
000000027e0f8a14 (__TEXT,__text) non-external _streamAbort
000000027e0e1230 (__TEXT,__text) non-external _streamClose
000000027e0f86fc (__TEXT,__text) non-external _streamClose
000000027e0bf120 (__TEXT,__text) non-external _streamConsumerProc
000000027e0f91a0 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000027e0e13a8 (__TEXT,__text) non-external _streamPRead
000000027e0f8a38 (__TEXT,__text) non-external _streamPWrite
000000027e0e2278 (__TEXT,__text) non-external _streamProc
000000027e12998c (__TEXT,__text) non-external _streamProc
000000027e0e1794 (__TEXT,__text) non-external _streamRead
000000027e0e17b4 (__TEXT,__text) non-external _streamSeek
000000027e0bf200 (__TEXT,__text) non-external _streamThreadProc
000000027e0bf080 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000027e0d73ec (__TEXT,__text) non-external _stringTableIndexCompareProc
000000027e0d6e84 (__TEXT,__text) non-external _stringTableReserve
000000027e120cb4 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
000000027e11af44 (__TEXT,__text) non-external _subArchiveCreate
000000027e11b4e8 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000027e113e88 (__TEXT,__text) non-external _tarParseInt
000000027e0f1000 (__TEXT,__text) non-external _tempStreamCancel
000000027e0f0f68 (__TEXT,__text) non-external _tempStreamClose
000000027e0f1044 (__TEXT,__text) non-external _tempStreamPRead
000000027e0f128c (__TEXT,__text) non-external _tempStreamPWrite
000000027e0f1014 (__TEXT,__text) non-external _tempStreamRead
000000027e0f11fc (__TEXT,__text) non-external _tempStreamSeek
000000027e0f14dc (__TEXT,__text) non-external _tempStreamTruncate
000000027e0f125c (__TEXT,__text) non-external _tempStreamWrite
000000027e0ddcc0 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000027e0dda00 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000027e127234 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000027e0ea1f4 (__TEXT,__text) non-external _threadWrapperProc
000000027e0c43e0 (__TEXT,__text) non-external _treeAdd
000000027e0c3cf0 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000027e0c401c (__TEXT,__text) non-external _treeRebalance
000000027e0c4ea0 (__TEXT,__text) non-external _treeRotateLeft
000000027e0c4d70 (__TEXT,__text) non-external _treeRotateRight
000000027e0c42a8 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
000000027e0fef84 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000027e0e4388 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000027e0e6d50 (__TEXT,__text) non-external _updateFromHeader
000000027e0e9cbc (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000027e0e9d04 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000027e110080 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000027e0bc734 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000027e0bbb70 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000027e0bc4c0 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000027e0bbec0 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000027e0f06c8 (__TEXT,__text) non-external _verifySegment
000000027e0fdf38 (__TEXT,__text) non-external _verifySegment
000000027e12a5d8 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000027e106248 (__TEXT,__text) non-external _workerApplyAttr
000000027e0bc748 (__TEXT,__text) non-external _workerDataFree
000000027e106790 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000027e106680 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000027e0d0900 (__TEXT,__text) non-external _workerDestroy
000000027e105ed0 (__TEXT,__text) non-external _workerDestroy
000000027e106470 (__TEXT,__text) non-external _workerLoadAndApplyACL
000000027e106318 (__TEXT,__text) non-external _workerLoadAndApplyXAT
000000027e0acb20 (__TEXT,__text) non-external _workerProc
000000027e0bb678 (__TEXT,__text) non-external _workerProc
000000027e0d00b8 (__TEXT,__text) non-external _workerProc
000000027e0e345c (__TEXT,__text) non-external _workerProc
000000027e103e44 (__TEXT,__text) non-external _workerProc
000000027e129838 (__TEXT,__text) non-external _workerProc
000000027e1065c8 (__TEXT,__text) non-external _workerReserve
000000027e10601c (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000027e0e7e88 (__TEXT,__text) non-external _writeBlobProc
000000027e0e78d4 (__TEXT,__text) non-external _writeHeaderProc
000000027e11c778 (__TEXT,__text) non-external _writeOBuf
000000027e0b24d8 (__TEXT,__text) non-external _writeProc
000000027e0dc8b8 (__TEXT,__text) non-external _writeProc
000000027e0fb448 (__TEXT,__text) non-external _writeProc
000000027e0f83b4 (__TEXT,__text) non-external _writerProc
000000027e12a9cc (__TEXT,__text) non-external (was a private external) _writerProc
