                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000018cf84ec8 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
000000018cf836e0 (__TEXT,__text) non-external (was a private external) _profile_free_node
000000018cf81b08 (__TEXT,__text) external _profile_get_boolean
000000018cf819e8 (__TEXT,__text) external _profile_get_integer
000000018cf83a94 (__TEXT,__text) non-external (was a private external) _profile_get_node_name
000000018cf83c9c (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
000000018cf83a9c (__TEXT,__text) non-external (was a private external) _profile_get_node_value
000000018cf81ce8 (__TEXT,__text) external _profile_get_relation_names
000000018cf81930 (__TEXT,__text) external _profile_get_string
000000018cf81c28 (__TEXT,__text) external _profile_get_subsection_names
000000018cf818b0 (__TEXT,__text) non-external (was a private external) _profile_get_value
000000018cf81704 (__TEXT,__text) external _profile_get_values
000000018cf81e98 (__TEXT,__text) external _profile_init
000000018cf820c0 (__TEXT,__text) external _profile_init_path
000000018cf8226c (__TEXT,__text) external _profile_is_modified
000000018cf83a88 (__TEXT,__text) non-external (was a private external) _profile_is_node_final
000000018cf8220c (__TEXT,__text) external _profile_is_writable
000000018cf81de4 (__TEXT,__text) external _profile_iterator
000000018cf81ddc (__TEXT,__text) external _profile_iterator_create
000000018cf81de0 (__TEXT,__text) external _profile_iterator_free
000000018cf80c7c (__TEXT,__text) non-external (was a private external) _profile_library_initializer
000000018cf8164c (__TEXT,__text) non-external (was a private external) _profile_lock_global
000000018cf83a5c (__TEXT,__text) non-external (was a private external) _profile_make_node_final
000000018cf80cc4 (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
000000018cf83db8 (__TEXT,__text) non-external (was a private external) _profile_node_iterator
000000018cf87440 (__TEXT,__text) non-external _profile_node_iterator.cold.1
000000018cf83cac (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
000000018cf83d70 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
000000018cf80d6c (__TEXT,__text) non-external (was a private external) _profile_open_file
000000018cf823d0 (__TEXT,__text) non-external (was a private external) _profile_parse_file
000000018cf81f94 (__TEXT,__text) external _profile_release
000000018cf81e94 (__TEXT,__text) external _profile_release_string
000000018cf841b8 (__TEXT,__text) non-external (was a private external) _profile_remove_node
000000018cf84260 (__TEXT,__text) non-external (was a private external) _profile_rename_node
000000018cf83404 (__TEXT,__text) external _profile_rename_section
000000018cf841f4 (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
000000018cf81658 (__TEXT,__text) non-external (was a private external) _profile_unlock_global
000000018cf8108c (__TEXT,__text) non-external (was a private external) _profile_update_file_data
000000018cf87414 (__TEXT,__text) non-external _profile_update_file_data.cold.1
000000018cf830bc (__TEXT,__text) external _profile_update_relation
000000018cf83858 (__TEXT,__text) non-external (was a private external) _profile_verify_node
000000018cf82b04 (__TEXT,__text) non-external (was a private external) _profile_write_tree_file
000000018cf82f38 (__TEXT,__text) non-external (was a private external) _profile_write_tree_to_buffer
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
000000018cf84d1c (__TEXT,__text) external _put_svc_key
000000018cf84d4c (__TEXT,__text) external _read_service_key
                 (undefined) external _realloc (from libSystem)
000000018cf7a9a4 (__TEXT,__text) external _remove_error_table
                 (undefined) external _rename (from libSystem)
                 (undefined) external _reset_com_err_hook (from Heimdal)
                 (indirect) external _reset_com_err_hook (for _reset_com_err_hook)
000000018cf83214 (__TEXT,__text) non-external _rw_setup
                 (undefined) external _set_com_err_hook (from Heimdal)
                 (indirect) external _set_com_err_hook (for _set_com_err_hook)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00000001eb962f40 (__AUTH,__data) non-external (was a private external) _string_functions
000000018cf7a9ec (__TEXT,__text) non-external _string_release
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strptime (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sync (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _time (from libSystem)
000000018cf84d7c (__TEXT,__text) external _tkt_string
                 (undefined) external _unlink (from libSystem)
000000018cf7a9b4 (__TEXT,__text) non-external (was a private external) _update_time
                 (undefined) external _vsyslog (from libSystem)
000000018cf89b88 (__TEXT,__const) non-external _whichfields_flags
000000018cf813e0 (__TEXT,__text) non-external _write_data_to_file
