00007ffb0b2555c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb0b250f7d (__TEXT,__text) external _glVertexAttribP3ui
00007ffb0b25100d (__TEXT,__text) external _glVertexAttribP3uiv
00007ffb0b250fa1 (__TEXT,__text) external _glVertexAttribP4ui
00007ffb0b251031 (__TEXT,__text) external _glVertexAttribP4uiv
00007ffb0b24f4e1 (__TEXT,__text) external _glVertexAttribPointer
00007ffb0b25272f (__TEXT,__text) external _glVertexAttribPointerARB
00007ffb0b252b77 (__TEXT,__text) external _glVertexBlendARB
00007ffb0b2553ae (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffb0b24dc23 (__TEXT,__text) external _glVertexPointer
00007ffb0b24dc47 (__TEXT,__text) external _glViewport
00007ffb0b252116 (__TEXT,__text) external _glViewportArrayv
00007ffb0b252138 (__TEXT,__text) external _glViewportIndexedf
00007ffb0b252154 (__TEXT,__text) external _glViewportIndexedfv
00007ffb0b250b4f (__TEXT,__text) external _glWaitSync
00007ffb0b252b53 (__TEXT,__text) external _glWeightPointerARB
00007ffb0b252a5b (__TEXT,__text) external _glWeightbvARB
00007ffb0b252ad7 (__TEXT,__text) external _glWeightdvARB
00007ffb0b252ab8 (__TEXT,__text) external _glWeightfvARB
00007ffb0b252a99 (__TEXT,__text) external _glWeightivARB
00007ffb0b252a7a (__TEXT,__text) external _glWeightsvARB
00007ffb0b252af6 (__TEXT,__text) external _glWeightubvARB
00007ffb0b252b34 (__TEXT,__text) external _glWeightuivARB
00007ffb0b252b15 (__TEXT,__text) external _glWeightusvARB
00007ffb0b24ec38 (__TEXT,__text) external _glWindowPos2d
00007ffb0b253203 (__TEXT,__text) external _glWindowPos2dARB
00007ffb0b24ec52 (__TEXT,__text) external _glWindowPos2dv
00007ffb0b25321d (__TEXT,__text) external _glWindowPos2dvARB
00007ffb0b24ec6f (__TEXT,__text) external _glWindowPos2f
00007ffb0b25323a (__TEXT,__text) external _glWindowPos2fARB
00007ffb0b24ec89 (__TEXT,__text) external _glWindowPos2fv
00007ffb0b253254 (__TEXT,__text) external _glWindowPos2fvARB
00007ffb0b24eca6 (__TEXT,__text) external _glWindowPos2i
00007ffb0b253271 (__TEXT,__text) external _glWindowPos2iARB
00007ffb0b24ecc4 (__TEXT,__text) external _glWindowPos2iv
00007ffb0b25328f (__TEXT,__text) external _glWindowPos2ivARB
00007ffb0b24ece1 (__TEXT,__text) external _glWindowPos2s
00007ffb0b2532ac (__TEXT,__text) external _glWindowPos2sARB
00007ffb0b24ecff (__TEXT,__text) external _glWindowPos2sv
00007ffb0b2532ca (__TEXT,__text) external _glWindowPos2svARB
00007ffb0b24ed1c (__TEXT,__text) external _glWindowPos3d
00007ffb0b2532e7 (__TEXT,__text) external _glWindowPos3dARB
00007ffb0b24ed36 (__TEXT,__text) external _glWindowPos3dv
00007ffb0b253301 (__TEXT,__text) external _glWindowPos3dvARB
00007ffb0b24ed53 (__TEXT,__text) external _glWindowPos3f
00007ffb0b25331e (__TEXT,__text) external _glWindowPos3fARB
00007ffb0b24ed6d (__TEXT,__text) external _glWindowPos3fv
00007ffb0b253338 (__TEXT,__text) external _glWindowPos3fvARB
00007ffb0b24ed8a (__TEXT,__text) external _glWindowPos3i
00007ffb0b253355 (__TEXT,__text) external _glWindowPos3iARB
00007ffb0b24edab (__TEXT,__text) external _glWindowPos3iv
00007ffb0b253376 (__TEXT,__text) external _glWindowPos3ivARB
00007ffb0b24edc8 (__TEXT,__text) external _glWindowPos3s
00007ffb0b253393 (__TEXT,__text) external _glWindowPos3sARB
00007ffb0b24ede9 (__TEXT,__text) external _glWindowPos3sv
00007ffb0b2533b4 (__TEXT,__text) external _glWindowPos3svARB
00007ffb4322ef80 (__DATA_DIRTY,__common) external _gll_noop
