00000001ecb2c140 (__DATA,__data) non-external _.compoundliteral
00000001e52b30fc (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00000001e5276a28 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00000001e52b3620 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00000001e5276eac (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00000001e52b2918 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00000001e52ca628 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00000001e52c8764 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00000001e52cd05c (__TEXT,__text) external _glvmInterpretEPTransformPatch
00000001e52cad28 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00000001e52d5b9c (__TEXT,__text) external _glvmInterpretFPTransformFour
00000001e52d37e0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00000001e52d0dbc (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00000001e52ce634 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00000001e52c8028 (__TEXT,__text) external _glvmInterpretVPTransformFour
00000001e52c586c (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00000001e529ef94 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00000001e529c2ac (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00000001e52a75e4 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00000001e52ab160 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00000001e52ae98c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00000001e52adc34 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00000001e52a4ce4 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00000001e529cb8c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00000001e529af38 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00000001e5357848 (__TEXT,__text) non-external _glvmOp
00000001e52b4efc (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00000001e52c1814 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000001e52b509c (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00000001e52b9460 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000001e52b51e4 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000001e52c0f38 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00000001e52b9564 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00000001e52b5430 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001e52b4ea0 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001e52b4e78 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001e52b4e9c (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001e52c16e4 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001e52b567c (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001e52c1944 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001e52b57a4 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001e52b95a8 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001e52b459c (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001e52bfb6c (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001e52c3b94 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001e52c37d0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001e52b57b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001e52bd184 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001e52bd11c (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001e52c1320 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001e52b590c (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001e52c1484 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001e52d10a8 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001e52b93dc (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001e52b9408 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001e52b599c (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001e52ba28c (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001e52b97c4 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001e52b9ae8 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001e52b9dfc (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001e52b9fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001e52ba140 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001e52bea9c (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001e52ba1e4 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001e52c8564 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001e52cab28 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001e52d358c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001e52ce434 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001e52c5618 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001e52cdce8 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001e52ce1a4 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001e52cdf40 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001e52b59dc (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001e52b3d54 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001e52b5b24 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001e52b5b2c (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001e52c1fd4 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001e52c1cf8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001e52bd728 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001e52c3e58 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001e52c411c (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001e52b5ce4 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001e52b3c14 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001e52b5e40 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001e52c1cd4 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001e5295ef8 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001e52b9434 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001e52c4448 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001e52c446c (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001e52c45b0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001e52b894c (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001e52c1a74 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001e52c1b54 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001e5295f00 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001e5295f2c (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001e52d2dac (__TEXT,__text) non-external (was a private external) _glvmOperationKIL
00000001e52c225c (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001e52b61a8 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001e52b649c (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001e52b40d4 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001e52b65fc (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001e52bfc30 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001e52b67a8 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001e52b67b8 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001e52bdb18 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001e52bdddc (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001e52ba570 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001e52ba8bc (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001e52bac08 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001e52bac0c (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001e52b693c (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001e52bb354 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001e52c3608 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001e52b69ac (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001e52b69e0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001e52b6db0 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001e52c0f7c (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001e52bb458 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001e52c2718 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001e52c253c (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001e52c35c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001e52c2f3c (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001e52c32c8 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001e52bb49c (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001e52b886c (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001e52b88ac (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001e52b88b0 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001e5295efc (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001e52bb6dc (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001e52bdea8 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001e52c010c (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001e52c035c (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001e52b88e8 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001e52b4e20 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001e52b9350 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001e52bbaa4 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001e52bbb6c (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001e52bbff8 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001e52bc010 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001e52bc244 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001e52c1004 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001e52c1108 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001e52b8b28 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001e52c1354 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001e52b4290 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001e52bc478 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001e52bc6ac (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001e52be81c (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001e52bc8e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001e52b8b2c (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001e52b8ca8 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001e52ca938 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001e52cd384 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001e52c46d4 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001e52bcd80 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001e52bcd98 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001e52beb44 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001e52b8fa4 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001e52c15b4 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001e5295d8c (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001e5295a60 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001e5295bf4 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001e52c1cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001e52c0ce8 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001e52c2b78 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001e52c2678 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001e52c35e4 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001e52c3134 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001e52c34c0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001e52c0fc0 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001e52bce9c (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001e52bd0d8 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001e52b4ea4 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001e52b4750 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001e52b49b8 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001e5295c10 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001e52958e8 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001e5295e14 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001e5295a7c (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001e5295ec8 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001e5295860 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001e5295884 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001e5295dc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001e52958cc (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001e52957bc (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001e5295da8 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001e52958c4 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001e52d2e3c (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001e52d12d4 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001e52d13c8 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001e52964dc (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001e5298520 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001e5295f38 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001e5296680 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001e5298018 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001e52996bc (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000001e52997b4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001e5296168 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001e5296280 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001e52962ac (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001e5296428 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001e5298054 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001e5299a24 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001e5299be0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001e5299e70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001e5294d70 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001e5294c68 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001e527a89c (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001e527edb0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001e527fef0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001e5294cb4 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001e52c7f64 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e52ca564 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e52ccf98 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e52d0cf8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e52d5ad8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e5278e7c (__TEXT,__text) external _glvmSetTextureFormat
00000001e529a95c (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001e52a16e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001e52a44c8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001e52a9088 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001e52ac70c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001e52b0224 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001e52ae0c4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001e52a5a5c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001e52aa0f4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001e52ad1a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001e52b10dc (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001e52ae514 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001e52a65b8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000001e529ff6c (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001e52a1d48 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001e527a790 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001e527a814 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001e529a9b4 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001e5279bbc (__TEXT,__text) external _glvmUpdateTextureStructure
00000001e52ccad0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001e52d0688 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001e52c78dc (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00000001edb0e470 (__DATA_DIRTY,__bss) non-external _glvm_constants
00000001edb0e460 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001e5323b00 (__TEXT,__text) non-external _handleResetPost
00000001e5323aa0 (__TEXT,__text) non-external _handleResetPre
00000001e5329800 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001e53324d4 (__TEXT,__text) non-external _include_str_getch
00000001e53325f0 (__TEXT,__text) non-external _include_str_ungetch
00000001e5328fa0 (__TEXT,__text) non-external _initAggregateType
00000001e53383d4 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001e52de6b8 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001e5359130 (__TEXT,__text) non-external _inliningNodeReplacement
00000001e531473c (__TEXT,__text) non-external _inputForOutput
00000001e53824d8 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001e53824d4 (__TEXT,__text) non-external _instructionIndexHashFunction
00000001e530b364 (__TEXT,__text) non-external _isBuiltinName
00000001e530efa0 (__TEXT,__text) non-external _isBuiltinName
00000001e537198c (__TEXT,__text) non-external _iterateQualifiers
00000001e53335dc (__TEXT,__text) non-external _lAddByte
00000001e5332d98 (__TEXT,__text) non-external _lFloatConst
00000001e5333474 (__TEXT,__text) non-external _lNewBlock
00000001e5333bac (__TEXT,__text) non-external _lReadByte
00000001e532e57c (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001e5355b94 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001e526cf14 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001e526cf94 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001e526d0c4 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001e526d144 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001e526cec8 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000001e526d0ac (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001e526d02c (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001e526cf18 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001e526cf90 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000001e526cf10 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001e526d14c (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001e526cec0 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
00000001e5315a00 (__TEXT,__text) non-external _logLevelToString
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001e53307e0 (__TEXT,__text) non-external _macro_scan
00000001e530d2f4 (__TEXT,__text) non-external _makeCopyFunction
00000001e5355f4c (__TEXT,__text) non-external _makeIntConstantNode
00000001e52da53c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00000001e53311c4 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001e53310fc (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001e5331004 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001e53310ac (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001e52dbac4 (__TEXT,__text) non-external _mergeTypes
00000001ecb30914 (__DATA,__bss) non-external _message
00000001ecb30910 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001edb0e3e0 (__DATA_DIRTY,__data) non-external _mutex
00000001e5316908 (__TEXT,__text) non-external _nameTablePush
00000001edb100d0 (__DATA_DIRTY,__bss) non-external _nameTableSets
00000001e5330f60 (__TEXT,__text) non-external _noop
00000001e5332d94 (__TEXT,__text) non-external _noop
00000001e530ede0 (__TEXT,__text) non-external _offsetLayout
00000001e532e868 (__TEXT,__text) non-external _op_add
00000001e532e808 (__TEXT,__text) non-external _op_and
00000001e532e8b8 (__TEXT,__text) non-external _op_cmpl
00000001e532e880 (__TEXT,__text) non-external _op_div
00000001e532e810 (__TEXT,__text) non-external _op_eq
00000001e532e834 (__TEXT,__text) non-external _op_ge
00000001e532e828 (__TEXT,__text) non-external _op_gt
00000001e532e84c (__TEXT,__text) non-external _op_le
00000001e532e7e8 (__TEXT,__text) non-external _op_logand
00000001e532e7d8 (__TEXT,__text) non-external _op_logor
00000001e532e840 (__TEXT,__text) non-external _op_lt
00000001e532e894 (__TEXT,__text) non-external _op_mod
00000001e532e878 (__TEXT,__text) non-external _op_mul
00000001e532e81c (__TEXT,__text) non-external _op_ne
00000001e532e8b0 (__TEXT,__text) non-external _op_neg
00000001e532e8c0 (__TEXT,__text) non-external _op_not
00000001e532e7f8 (__TEXT,__text) non-external _op_or
00000001e532e8ac (__TEXT,__text) non-external _op_pos
00000001e532e858 (__TEXT,__text) non-external _op_shl
00000001e532e860 (__TEXT,__text) non-external _op_shr
00000001e532e870 (__TEXT,__text) non-external _op_sub
00000001e532e800 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001e53156c4 (__TEXT,__text) non-external _outputForInput
00000001e5303cf0 (__TEXT,__text) non-external _packInto
00000001e531bd88 (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001e531bbd8 (__TEXT,__text) non-external _parseLayout
00000001e52db9f8 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001e52db784 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001e5354c54 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001e5354e1c (__TEXT,__text) non-external _phase2Process
00000001e5354fd0 (__TEXT,__text) non-external _phase2ProcessConstant
00000001e53550ac (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000001e5355148 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001e53555c0 (__TEXT,__text) non-external _phase2ProcessLValue
00000001e5355040 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001e53551f8 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001e5355394 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001e5355aa4 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001e53550f4 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001e52da5b0 (__TEXT,__text) non-external _poolAlloc
00000001edb100f0 (__DATA_DIRTY,__bss) non-external _poolAllocators
00000001e52da644 (__TEXT,__text) non-external _poolFree
00000001e52da63c (__TEXT,__text) non-external _poolRealloc
00000001e539e770 (__TEXT,__const) non-external _pow_10.down
00000001e539e670 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00000001e8d232c0 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001e52df370 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001e531547c (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001e5321f54 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001e531c394 (__TEXT,__text) non-external _qualifierContextToString
00000001e531b1ac (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001e531bf24 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
