000000018a218690 (__TEXT,__const) non-external _A1_Table
000000018a008b60 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
0000000189f12310 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
0000000189e2c774 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
0000000189e1e6bc (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
0000000189f0f7ac (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
000000018a008694 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
0000000189f15f24 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
0000000189f11eac (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
0000000189e375e0 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
000000018a00907c (__TEXT,__text) external _vImageHorizontalShear_CbCrF
000000018a0081d0 (__TEXT,__text) external _vImageHorizontalShear_Planar16F
0000000189f10148 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
0000000189f10ad4 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
0000000189e33eac (__TEXT,__text) external _vImageHorizontalShear_Planar8
0000000189f11468 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
0000000189f12f3c (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
0000000189f69ab0 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
0000000189f6aa64 (__TEXT,__text) external _vImageInvert_16U
0000000189f6a6e0 (__TEXT,__text) external _vImageInvert_8
0000000189f6add8 (__TEXT,__text) external _vImageInvert_F
0000000189e5e6e4 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
0000000189f8d398 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
0000000189e5e6ac (__TEXT,__text) external _vImageLinearTransform_16Uto8
0000000189e5e6c8 (__TEXT,__text) external _vImageLinearTransform_16UtoF
0000000189f8bc88 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
0000000189e5e65c (__TEXT,__text) external _vImageLinearTransform_8to16Q12
0000000189e5e678 (__TEXT,__text) external _vImageLinearTransform_8to16U
0000000189e5e694 (__TEXT,__text) external _vImageLinearTransform_8toF
0000000189f8d914 (__TEXT,__text) external _vImageLinearTransform_F
0000000189e5e71c (__TEXT,__text) external _vImageLinearTransform_Fto16U
0000000189e5e700 (__TEXT,__text) external _vImageLinearTransform_Fto8
0000000189e5794c (__TEXT,__text) non-external (was a private external) _vImageLogDebug
000000018a18de9c (__TEXT,__text) non-external _vImageLogDebug.cold.1
0000000189e578a0 (__TEXT,__text) non-external (was a private external) _vImageLogError
000000018a18de9c (__TEXT,__text) non-external _vImageLogError.cold.1
0000000189e577f4 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
000000018a18de9c (__TEXT,__text) non-external _vImageLogWarning.cold.1
0000000189f68f58 (__TEXT,__text) external _vImageLookupTable_8to64U
0000000189e0deac (__TEXT,__text) external _vImageLookupTable_Planar16
0000000189f69248 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
0000000189f68cd4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
0000000189e0dcdc (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
0000000189e3c048 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
0000000189f68914 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
0000000189f68af4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
0000000189e1ceec (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
0000000189f66ff8 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
0000000189f9b344 (__TEXT,__text) external _vImageMapping_CreateFromImageMap_Image8U
0000000189f9aa1c (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
0000000189f9b338 (__TEXT,__text) external _vImageMapping_Release
0000000189e31ab4 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
0000000189f65b2c (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
0000000189f66158 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
0000000189f65c48 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
0000000189e09c9c (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
0000000189f65448 (__TEXT,__text) external _vImageMatrixMultiply_Planar8
0000000189e08974 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
0000000189f5a154 (__TEXT,__text) external _vImageMax_ARGB8888
0000000189f5b75c (__TEXT,__text) external _vImageMax_ARGBFFFF
0000000189e1aa58 (__TEXT,__text) external _vImageMax_Planar8
0000000189f58b4c (__TEXT,__text) external _vImageMax_PlanarF
0000000189f5a858 (__TEXT,__text) external _vImageMin_ARGB8888
0000000189f5be38 (__TEXT,__text) external _vImageMin_ARGBFFFF
0000000189e1afc4 (__TEXT,__text) external _vImageMin_Planar8
0000000189f59250 (__TEXT,__text) external _vImageMin_PlanarF
0000000189f6a46c (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
0000000189e13684 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
0000000189e0e3b8 (__TEXT,__text) external _vImageMultidimensionalTable_Create
0000000189e16240 (__TEXT,__text) external _vImageMultidimensionalTable_Release
0000000189f6a11c (__TEXT,__text) external _vImageMultidimensionalTable_Retain
0000000189fc6af4 (__TEXT,__text) external _vImageNewResamplingFilter
0000000189e1e020 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
000000018a186150 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
0000000189e1d998 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
000000018a1863d0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
0000000189e1d900 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
000000018a186420 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
0000000189f95338 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
0000000189f95208 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
0000000189f95484 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
000000018a18663c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
000000018a186570 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
000000018a1865b4 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
000000018a1864fc (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
000000018a1865f8 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
000000018a185e9c (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
000000018a185e58 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
000000018a18610c (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
0000000189f64674 (__TEXT,__text) external _vImagePNGDecompressionFilter
0000000189e6ef40 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
0000000189e252d4 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
0000000189e6f234 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
0000000189e6ed80 (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
0000000189e265c4 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
0000000189e1545c (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
0000000189e6ed84 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
0000000189f9914c (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
0000000189f9864c (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
0000000189f99bb8 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
0000000189e6f52c (__TEXT,__text) external _vImagePermuteChannels_RGB888
0000000189f19de0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
0000000189f1976c (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
0000000189f190f0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
0000000189f19acc (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
0000000189f19450 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
0000000189f18d10 (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
0000000189f68118 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
0000000189f682d0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
0000000189f67ed8 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
0000000189f67fe8 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
0000000189f68340 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
0000000189e0845c (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
0000000189f685d0 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
0000000189f666ec (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
0000000189e13b98 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
0000000189f673e8 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
0000000189f69cd8 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
0000000189e59b6c (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
0000000189e5991c (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
0000000189e5947c (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
0000000189e596cc (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
0000000189e14fe8 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
0000000189e0aab4 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
0000000189e58958 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
0000000189e58e30 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
0000000189e58bc4 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
0000000189e590a0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
0000000189e584d8 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
0000000189e58718 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
0000000189e5a254 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
0000000189e5a4b8 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
0000000189e59dbc (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
0000000189e5a008 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
0000000189e5b8c0 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
0000000189e5b698 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
0000000189e0ac54 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
0000000189e5acf0 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
0000000189f940a8 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
0000000189f93d28 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
0000000189f94824 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
0000000189f94494 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
0000000189f93944 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
0000000189e19648 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
0000000189f94edc (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
0000000189f94c04 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
0000000189e5a71c (__TEXT,__text) external _vImagePremultiplyData_Planar8
0000000189e5a9bc (__TEXT,__text) external _vImagePremultiplyData_PlanarF
0000000189e5b1d0 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
0000000189e280a8 (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
0000000189e5b470 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
0000000189e0a91c (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
0000000189e5afa8 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
0000000189f1e89c (__TEXT,__text) external _vImagePrepareTemplate_RGBAFFFF
0000000189f63a98 (__TEXT,__text) non-external _vImageRLD_Float
0000000189f63314 (__TEXT,__text) non-external _vImageRLD_Int
0000000189f9bc1c (__TEXT,__text) external _vImageRemap_Image8U
0000000189f97b64 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
0000000189f97780 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
0000000189f97390 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
0000000189f96fac (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
0000000189f982c8 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
0000000189f97f58 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
0000000189f639f0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
0000000189f6462c (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
0000000189f632e8 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
0000000189f63a1c (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
0000000189f0dcfc (__TEXT,__text) external _vImageRotate90_ARGB16F
0000000189f0edf4 (__TEXT,__text) external _vImageRotate90_ARGB16S
0000000189f0e4ec (__TEXT,__text) external _vImageRotate90_ARGB16U
0000000189f0e144 (__TEXT,__text) external _vImageRotate90_ARGB8888
0000000189f0f788 (__TEXT,__text) external _vImageRotate90_ARGBFFFF
0000000189f0d934 (__TEXT,__text) external _vImageRotate90_CbCr16F
0000000189f1d15c (__TEXT,__text) external _vImageRotate90_CbCr16S
0000000189f1d0ec (__TEXT,__text) external _vImageRotate90_CbCr16U
0000000189f1d0ac (__TEXT,__text) external _vImageRotate90_CbCr8
0000000189f1d1cc (__TEXT,__text) external _vImageRotate90_CbCrF
0000000189f0d5b8 (__TEXT,__text) external _vImageRotate90_Planar16F
0000000189f1d084 (__TEXT,__text) external _vImageRotate90_Planar16S
0000000189f1d060 (__TEXT,__text) external _vImageRotate90_Planar16U
0000000189f0c294 (__TEXT,__text) external _vImageRotate90_Planar8
0000000189f0cbf0 (__TEXT,__text) external _vImageRotate90_PlanarF
0000000189f0d9a4 (__TEXT,__text) external _vImageRotate_ARGB16F
0000000189f0ea9c (__TEXT,__text) external _vImageRotate_ARGB16S
0000000189f0e168 (__TEXT,__text) external _vImageRotate_ARGB16U
0000000189f0ddc0 (__TEXT,__text) external _vImageRotate_ARGB8888
0000000189f0f400 (__TEXT,__text) external _vImageRotate_ARGBFFFF
0000000189f0d5dc (__TEXT,__text) external _vImageRotate_CbCr16F
0000000189f0d234 (__TEXT,__text) external _vImageRotate_Planar16F
0000000189f0bf1c (__TEXT,__text) external _vImageRotate_Planar8
0000000189f0c86c (__TEXT,__text) external _vImageRotate_PlanarF
0000000189f1417c (__TEXT,__text) external _vImageScale_ARGB16F
0000000189f11ec4 (__TEXT,__text) external _vImageScale_ARGB16S
0000000189e2c180 (__TEXT,__text) external _vImageScale_ARGB16U
0000000189e1dbfc (__TEXT,__text) external _vImageScale_ARGB8888
0000000189f134f8 (__TEXT,__text) external _vImageScale_ARGBFFFF
0000000189f13d5c (__TEXT,__text) external _vImageScale_CbCr16F
0000000189f11a80 (__TEXT,__text) external _vImageScale_CbCr16U
0000000189e36bb4 (__TEXT,__text) external _vImageScale_CbCr8
0000000189f145c8 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2x
0000000189f148a0 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2xCbCr
0000000189f1394c (__TEXT,__text) external _vImageScale_Planar16F
0000000189f0fd38 (__TEXT,__text) external _vImageScale_Planar16S
0000000189f106c4 (__TEXT,__text) external _vImageScale_Planar16U
0000000189e33424 (__TEXT,__text) external _vImageScale_Planar8
0000000189f11050 (__TEXT,__text) external _vImageScale_PlanarF
0000000189f1289c (__TEXT,__text) external _vImageScale_XRGB2101010W
0000000189e66208 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
0000000189e66230 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
0000000189e46f14 (__TEXT,__text) external _vImageSepConvolve_ARGB8888
0000000189e448c8 (__TEXT,__text) external _vImageSepConvolve_Planar16F
0000000189e4586c (__TEXT,__text) external _vImageSepConvolve_Planar16U
0000000189e450b4 (__TEXT,__text) external _vImageSepConvolve_Planar8
0000000189e467e4 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
0000000189e46018 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
0000000189e440f8 (__TEXT,__text) external _vImageSepConvolve_PlanarF
0000000189e475b0 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
0000000189e47250 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
0000000189f682b0 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
0000000189e08440 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
0000000189f69570 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
0000000189e62bdc (__TEXT,__text) external _vImageTableLookUp_ARGB8888
0000000189e62eb4 (__TEXT,__text) external _vImageTableLookUp_Planar8
0000000189eb24f0 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
0000000189eb18a8 (__TEXT,__text) external _vImageTentConvolve_Planar8
0000000189e60a50 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
0000000189e60674 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
0000000189e61110 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
0000000189e60d34 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
0000000189e617d0 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
0000000189e613f4 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
0000000189e5f788 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
0000000189e5f414 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
0000000189e601a0 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
0000000189e60004 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
0000000189e604d8 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
0000000189e6033c (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
0000000189e5fb30 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
0000000189e5f994 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
0000000189e5fe68 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
0000000189e5fccc (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
0000000189e5c7e8 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
0000000189e5c0e0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
0000000189e15838 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
0000000189e5c308 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
0000000189f91f58 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
0000000189f91afc (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
0000000189f92a2c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
0000000189f923fc (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
0000000189f91604 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
0000000189e093d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
0000000189f9349c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
0000000189f93050 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
0000000189e5bb78 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
0000000189e5bde4 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
0000000189e5ce60 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
0000000189e5ca10 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
0000000189e5c5c0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
0000000189e0d898 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
0000000189e5cc38 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
0000000189f1d05c (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
0000000189f1c8a4 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
0000000189f1c4bc (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
0000000189f1c0d4 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
0000000189f1cc8c (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
0000000189f1d058 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
0000000189f1d008 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
0000000189f1cfb8 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
0000000189f1b9b4 (__TEXT,__text) external _vImageVerticalReflect_Planar8
0000000189f1bda8 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
000000018a008b6c (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
0000000189f0f13c (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
0000000189f0e7d8 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
0000000189e3d968 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
0000000189f1878c (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
000000018a0086a0 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
0000000189f166a4 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
0000000189f16368 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
000000018a009088 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
000000018a0081dc (__TEXT,__text) external _vImageVerticalShearD_Planar16F
0000000189f0c5ac (__TEXT,__text) external _vImageVerticalShearD_Planar8
0000000189f0cf28 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
000000018a008dc0 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
0000000189f125d8 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
0000000189e2ee2c (__TEXT,__text) external _vImageVerticalShear_ARGB16U
0000000189e2159c (__TEXT,__text) external _vImageVerticalShear_ARGB8888
0000000189f0fa74 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
000000018a0088f4 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
0000000189f16780 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
0000000189f11eb8 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
0000000189e37100 (__TEXT,__text) external _vImageVerticalShear_CbCr8
000000018a009294 (__TEXT,__text) external _vImageVerticalShear_CbCrF
000000018a008428 (__TEXT,__text) external _vImageVerticalShear_Planar16F
0000000189f10408 (__TEXT,__text) external _vImageVerticalShear_Planar16S
0000000189f10d94 (__TEXT,__text) external _vImageVerticalShear_Planar16U
0000000189e33958 (__TEXT,__text) external _vImageVerticalShear_Planar8
0000000189f11778 (__TEXT,__text) external _vImageVerticalShear_PlanarF
0000000189f13234 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
000000018a044444 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
0000000189f1fa1c (__TEXT,__text) external _vImage_SILBuffer_Allocate_RGBAFFFF
0000000189f20a20 (__TEXT,__text) external _vImage_SILBuffer_Free_RGBAFFFF
0000000189f1fa8c (__TEXT,__text) external _vImage_SILBuffer_Init_RGBAFFFF
000000018a061af8 (__TEXT,__text) non-external (was a private external) _vImage_free
000000018a061aec (__TEXT,__text) non-external (was a private external) _vImage_malloc
000000018a061b04 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
0000000189f9e728 (__TEXT,__text) non-external (was a private external) _vImage_vramp
000000018a07ba20 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
000000018a06e108 (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
000000018a06d534 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
000000018a06eeb4 (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
000000018a068508 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
000000018a06494c (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
000000018a067588 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
000000018a06242c (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
000000018a0663b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
000000018a063628 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
000000018a06c1dc (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
000000018a069f6c (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_vec
000000018a080488 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_vec
000000018a080694 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_vec
0000000189f80efc (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
0000000189e0e01c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
0000000189f811c4 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
000000018a0802e0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_vec
0000000189f80ef8 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
0000000189e3ab70 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
0000000189e3c194 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
0000000189f80ef0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
0000000189f80ef4 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
0000000189e1d20c (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanarF
0000000189f9a588 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8
0000000189e31e80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888
0000000189f7efac (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8
0000000189f80080 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF
0000000189f8036c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF
000000018a088b68 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_vec
000000018a08d46c (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_10_vec
