00000001ecb2c140 (__DATA,__data) non-external _.compoundliteral
00000001e5358848 (__TEXT,__text) non-external _glvmOp
00000001e52b5efc (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00000001e52c2814 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000001e52b609c (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00000001e52ba460 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000001e52b61e4 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000001e52c1f38 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00000001e52ba564 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00000001e52b6430 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001e52b5ea0 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001e52b5e78 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001e52b5e9c (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001e52c26e4 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001e52b667c (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001e52c2944 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001e52b67a4 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001e52ba5a8 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001e52b559c (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001e52c0b6c (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001e52c4b94 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001e52c47d0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001e52b67b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001e52be184 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001e52be11c (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001e52c2320 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001e52b690c (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001e52c2484 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001e52d20a8 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001e52ba3dc (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001e52ba408 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001e52b699c (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001e52bb28c (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001e52ba7c4 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001e52baae8 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001e52badfc (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001e52bafe0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001e52bb140 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001e52bfa9c (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001e52bb1e4 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001e52c9564 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001e52cbb28 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001e52d458c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001e52cf434 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001e52c6618 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001e52cece8 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001e52cf1a4 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001e52cef40 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001e52b69dc (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001e52b4d54 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001e52b6b24 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001e52b6b2c (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001e52c2fd4 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001e52c2cf8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001e52be728 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001e52c4e58 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001e52c511c (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001e52b6ce4 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001e52b4c14 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001e52b6e40 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001e52c2cd4 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001e5296ef8 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001e52ba434 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001e52c5448 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001e52c546c (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001e52c55b0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001e52b994c (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001e52c2a74 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001e52c2b54 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001e5296f00 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001e5296f2c (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001e52d3dac (__TEXT,__text) non-external (was a private external) _glvmOperationKIL
00000001e52c325c (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001e52b71a8 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001e52b749c (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001e52b50d4 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001e52b75fc (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001e52c0c30 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001e52b77a8 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001e52b77b8 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001e52beb18 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001e52beddc (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001e52bb570 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001e52bb8bc (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001e52bbc08 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001e52bbc0c (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001e52b793c (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001e52bc354 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001e52c4608 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001e52b79ac (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001e52b79e0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001e52b7db0 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001e52c1f7c (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001e52bc458 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001e52c3718 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001e52c353c (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001e52c45c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001e52c3f3c (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001e52c42c8 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001e52bc49c (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001e52b986c (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001e52b98ac (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001e52b98b0 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001e5296efc (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001e52bc6dc (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001e52beea8 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001e52c110c (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001e52c135c (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001e52b98e8 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001e52b5e20 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001e52ba350 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001e52bcaa4 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001e52bcb6c (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001e52bcff8 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001e52bd010 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001e52bd244 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001e52c2004 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001e52c2108 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001e52b9b28 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001e52c2354 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001e52b5290 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001e52bd478 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001e52bd6ac (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001e52bf81c (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001e52bd8e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001e52b9b2c (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001e52b9ca8 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001e52cb938 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001e52ce384 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001e52c56d4 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001e52bdd80 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001e52bdd98 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001e52bfb44 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001e52b9fa4 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001e52c25b4 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001e5296d8c (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001e5296a60 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001e5296bf4 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001e52c2cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001e52c1ce8 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001e52c3b78 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001e52c3678 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001e52c45e4 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001e52c4134 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001e52c44c0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001e52c1fc0 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001e52bde9c (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001e52be0d8 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001e52b5ea4 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001e52b5750 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001e52b59b8 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001e5296c10 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001e52968e8 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001e5296e14 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001e5296a7c (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001e5296ec8 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001e5296860 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001e5296884 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001e5296dc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001e52968cc (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001e52967bc (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001e5296da8 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001e52968c4 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001e52d3e3c (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001e52d22d4 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001e52d23c8 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001e52974dc (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001e5299520 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001e5296f38 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001e5297680 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001e5299018 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001e529a6bc (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000001e529a7b4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001e5297168 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001e5297280 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001e52972ac (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001e5297428 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001e5299054 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001e529aa24 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001e529abe0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001e529ae70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001e5295d70 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001e5295c68 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001e527b89c (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001e527fdb0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001e5280ef0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001e5295cb4 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001e52c8f64 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e52cb564 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e52cdf98 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e52d1cf8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e52d6ad8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e5279e7c (__TEXT,__text) external _glvmSetTextureFormat
00000001e529b95c (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001e52a26e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001e52a54c8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001e52aa088 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001e52ad70c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001e52b1224 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001e52af0c4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001e52a6a5c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001e52ab0f4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001e52ae1a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001e52b20dc (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001e52af514 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001e52a75b8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000001e52a0f6c (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001e52a2d48 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001e527b790 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001e527b814 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001e529b9b4 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001e527abbc (__TEXT,__text) external _glvmUpdateTextureStructure
00000001e52cdad0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001e52d1688 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001e52c88dc (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00000001edb0e470 (__DATA_DIRTY,__bss) non-external _glvm_constants
00000001edb0e460 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001e5324b00 (__TEXT,__text) non-external _handleResetPost
00000001e5324aa0 (__TEXT,__text) non-external _handleResetPre
00000001e532a800 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001e53334d4 (__TEXT,__text) non-external _include_str_getch
00000001e53335f0 (__TEXT,__text) non-external _include_str_ungetch
00000001e5329fa0 (__TEXT,__text) non-external _initAggregateType
00000001e53393d4 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001e52df6b8 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001e535a130 (__TEXT,__text) non-external _inliningNodeReplacement
00000001e531573c (__TEXT,__text) non-external _inputForOutput
00000001e53834d8 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001e53834d4 (__TEXT,__text) non-external _instructionIndexHashFunction
00000001e530c364 (__TEXT,__text) non-external _isBuiltinName
00000001e530ffa0 (__TEXT,__text) non-external _isBuiltinName
00000001e537298c (__TEXT,__text) non-external _iterateQualifiers
00000001e53345dc (__TEXT,__text) non-external _lAddByte
00000001e5333d98 (__TEXT,__text) non-external _lFloatConst
00000001e5334474 (__TEXT,__text) non-external _lNewBlock
00000001e5334bac (__TEXT,__text) non-external _lReadByte
00000001e532f57c (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001e5356b94 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001e526df14 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001e526df94 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001e526e0c4 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001e526e144 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001e526dec8 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000001e526e0ac (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001e526e02c (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001e526df18 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001e526df90 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000001e526df10 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001e526e14c (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001e526dec0 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
00000001e5316a00 (__TEXT,__text) non-external _logLevelToString
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001e53317e0 (__TEXT,__text) non-external _macro_scan
00000001e530e2f4 (__TEXT,__text) non-external _makeCopyFunction
00000001e5356f4c (__TEXT,__text) non-external _makeIntConstantNode
00000001e52db53c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00000001e53321c4 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001e53320fc (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001e5332004 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001e53320ac (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001e52dcac4 (__TEXT,__text) non-external _mergeTypes
00000001ecb30914 (__DATA,__bss) non-external _message
00000001ecb30910 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001edb0e3e0 (__DATA_DIRTY,__data) non-external _mutex
00000001e5317908 (__TEXT,__text) non-external _nameTablePush
00000001edb100d0 (__DATA_DIRTY,__bss) non-external _nameTableSets
00000001e5331f60 (__TEXT,__text) non-external _noop
00000001e5333d94 (__TEXT,__text) non-external _noop
00000001e530fde0 (__TEXT,__text) non-external _offsetLayout
00000001e532f868 (__TEXT,__text) non-external _op_add
00000001e532f808 (__TEXT,__text) non-external _op_and
00000001e532f8b8 (__TEXT,__text) non-external _op_cmpl
00000001e532f880 (__TEXT,__text) non-external _op_div
00000001e532f810 (__TEXT,__text) non-external _op_eq
00000001e532f834 (__TEXT,__text) non-external _op_ge
00000001e532f828 (__TEXT,__text) non-external _op_gt
00000001e532f84c (__TEXT,__text) non-external _op_le
00000001e532f7e8 (__TEXT,__text) non-external _op_logand
00000001e532f7d8 (__TEXT,__text) non-external _op_logor
00000001e532f840 (__TEXT,__text) non-external _op_lt
00000001e532f894 (__TEXT,__text) non-external _op_mod
00000001e532f878 (__TEXT,__text) non-external _op_mul
00000001e532f81c (__TEXT,__text) non-external _op_ne
00000001e532f8b0 (__TEXT,__text) non-external _op_neg
00000001e532f8c0 (__TEXT,__text) non-external _op_not
00000001e532f7f8 (__TEXT,__text) non-external _op_or
00000001e532f8ac (__TEXT,__text) non-external _op_pos
00000001e532f858 (__TEXT,__text) non-external _op_shl
00000001e532f860 (__TEXT,__text) non-external _op_shr
00000001e532f870 (__TEXT,__text) non-external _op_sub
00000001e532f800 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001e53166c4 (__TEXT,__text) non-external _outputForInput
00000001e5304cf0 (__TEXT,__text) non-external _packInto
00000001e531cd88 (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001e531cbd8 (__TEXT,__text) non-external _parseLayout
00000001e52dc9f8 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001e52dc784 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001e5355c54 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001e5355e1c (__TEXT,__text) non-external _phase2Process
00000001e5355fd0 (__TEXT,__text) non-external _phase2ProcessConstant
00000001e53560ac (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000001e5356148 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001e53565c0 (__TEXT,__text) non-external _phase2ProcessLValue
00000001e5356040 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001e53561f8 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001e5356394 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001e5356aa4 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001e53560f4 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001e52db5b0 (__TEXT,__text) non-external _poolAlloc
00000001edb100f0 (__DATA_DIRTY,__bss) non-external _poolAllocators
00000001e52db644 (__TEXT,__text) non-external _poolFree
00000001e52db63c (__TEXT,__text) non-external _poolRealloc
00000001e539f770 (__TEXT,__const) non-external _pow_10.down
00000001e539f670 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00000001e8d232c0 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001e52e0370 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001e531647c (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001e5322f54 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001e531d394 (__TEXT,__text) non-external _qualifierContextToString
00000001e531c1ac (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001e531cf24 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001e532f8cc (__TEXT,__text) non-external (was a private external) _readCPPline
00000001e52db824 (__TEXT,__text) non-external _readTOC
00000001e53456d4 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00000001e537fd5c (__TEXT,__text) non-external _regEqualsFunction
00000001e537fd54 (__TEXT,__text) non-external _regHashFunction
00000001e5334e8c (__TEXT,__text) non-external _reget_token
00000001e5317adc (__TEXT,__text) non-external _remap
00000001e53a08fc (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001e537650c (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001e531b544 (__TEXT,__text) non-external _saInliningNodeReplacement
00000001e5334d48 (__TEXT,__text) non-external _scan_token
00000001e534f41c (__TEXT,__text) non-external _serializeASTFields
00000001e5349f0c (__TEXT,__text) non-external _serializeAssignFields
00000001e534cc1c (__TEXT,__text) non-external _serializeBlockFields
00000001e53501e8 (__TEXT,__text) non-external _serializeCallFields
00000001e534d01c (__TEXT,__text) non-external _serializeCaseStatementFields
00000001e534a098 (__TEXT,__text) non-external _serializeCommaExprFields
00000001e5349b84 (__TEXT,__text) non-external _serializeConstantFields
00000001e534d0f4 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000001e5349d5c (__TEXT,__text) non-external _serializeEqualFields
00000001e5349bf8 (__TEXT,__text) non-external _serializeFieldAccessFields
00000001e534b420 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000001e5349c4c (__TEXT,__text) non-external _serializeFunctionCallFields
00000001e534a500 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000001e534c780 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000001e534e384 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000001e534b4c8 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000001e534ba00 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000001e534dff0 (__TEXT,__text) non-external _serializeLValueFields
00000001e534c7c8 (__TEXT,__text) non-external _serializeLayoutPairFields
