000000019fc64600 (__TEXT,__text) non-external +[AMFI isAvailable]
000000019fc5b030 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
000000019fc5dba0 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
000000019fc5ad64 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
000000019fc5aa58 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
000000019fc5d830 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
000000019fc5dddc (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
000000019fc5a904 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
000000019fc51b74 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
000000019fc5b1d8 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
000000019fc58d28 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
000000019fc5dcd8 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
000000019fc58c00 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
000000019fc58c1c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.82
000000019fc5ae4c (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
000000019fc5d9cc (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
000000019fc58f28 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
000000019fc64324 (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
000000019fc5f744 (__TEXT,__text) non-external ___Block_byref_object_copy_
000000019fc5f754 (__TEXT,__text) non-external ___Block_byref_object_dispose_
000000019fc5fa7c (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
000000019fc5fb34 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.18
000000019fc66dac (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001d2b992a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001d2b992d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001d2b992f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001d2b99288 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001d2b99310 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001dbc1a208 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001dbc1a358 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001dbc1a3b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001dbc1a2f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001dbc19cd8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001dbc19fe8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001dbc19da8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc19f48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001dbc19d78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dbc19c78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001dbc1a138 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1a268 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001dbc1a1d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001dbc1a388 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001dbc1a328 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001dbc19f78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dbc19ca8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001dbc19e08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1a238 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001dbc1a298 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dbc19dd8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc19d48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001dbc1a2c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001dbc19e38 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001dbc1a188 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001dbc19d08 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc19d28 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc19e68 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc19f28 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc19fa8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1a0f8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1a168 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1a1b8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1a3e8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc19ec8 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001dbc19fc8 (__AUTH_CONST,__const) non-external ___block_literal_global.105
00000001dbc1a018 (__AUTH_CONST,__const) non-external ___block_literal_global.112
00000001dbc1a038 (__AUTH_CONST,__const) non-external ___block_literal_global.114
00000001dbc1a058 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001dbc1a078 (__AUTH_CONST,__const) non-external ___block_literal_global.120
00000001dbc1a098 (__AUTH_CONST,__const) non-external ___block_literal_global.123
00000001dbc1a0b8 (__AUTH_CONST,__const) non-external ___block_literal_global.126
00000001dbc1a0d8 (__AUTH_CONST,__const) non-external ___block_literal_global.129
00000001dbc19ee8 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dbc19f08 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001dbc19e88 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001dbc1a408 (__AUTH_CONST,__const) non-external ___block_literal_global.55
00000001dbc19ea8 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001dbc1a118 (__AUTH_CONST,__const) non-external ___block_literal_global.85
000000019fc5f8d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
000000019fc5fb54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
000000019fc643c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
000000019fc5f82c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
000000019fc52714 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
000000019fc58f54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
000000019fc5a920 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
000000019fc562f8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
000000019fc61f7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
000000019fc5d9ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
000000019fc520a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
000000019fc51bbc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
000000019fc643d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
000000019fc5f87c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
000000019fc5271c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
000000019fc5fba4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
000000019fc58f9c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
000000019fc56348 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
000000019fc5da38 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
000000019fc520e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
000000019fc51bc8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
000000019fc5f75c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
000000019fc5f8c0 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
000000019fc66cf4 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
000000019fc64530 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
000000019fc5d62c (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
000000019fc640fc (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
000000019fc561e4 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
000000019fc55ccc (__TEXT,__text) non-external ___scanForBundles_block_invoke
000000019fc65eac (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001d6f9abb8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9add0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9ae08 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9af38 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9b020 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9ae20 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.101
00000001d6f9ae30 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.116
00000001d6f9abe8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.119
00000001d6f9ae48 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.125
00000001d6f9ae50 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.134
00000001d6f9ac28 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.137
00000001d6f9ae58 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.140
00000001d6f9ae60 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.142
00000001d6f9aea0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.143
00000001d6f9aee0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.208
00000001d6f9ac50 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.211
00000001d6f9acb0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.212
00000001d6f9ad10 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.267
00000001d6f9ad58 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.268
00000001d6f9ada0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.290
00000001d6f9adb8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.291
00000001d6f9ae10 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.80
00000001d6f9ae18 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.89
00000001d6f9abc8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.92
                 (undefined) external _abort_report_np (from libSystem)
000000019fc63bec (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
000000019fc6af6d (__TEXT,__dlopen_cstrs) non-external _audit_stringAppleMobileFileIntegrity
                 (undefined) external _bzero (from libSystem)
000000019fc5b2fc (__TEXT,__text) external _calculateTotalPathSize
000000019fc63b20 (__TEXT,__text) external _checkBOOLSetting
000000019fc56974 (__TEXT,__text) external _checkPathQuarantineState
000000019fc66208 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
000000019fc568d4 (__TEXT,__text) external _checkURLQuarantineState
000000019fc537e4 (__TEXT,__text) external _copyAdhocSignatureHash
000000019fc652c4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
000000019fc654c0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
000000019fc654f4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
000000019fc65528 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
000000019fc6555c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
000000019fc655b8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
000000019fc655ec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
000000019fc65670 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
000000019fc656cc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
000000019fc65728 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
000000019fc65320 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
000000019fc65354 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
000000019fc65388 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
000000019fc653bc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
000000019fc653f0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
000000019fc65424 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
000000019fc65458 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
000000019fc6548c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
000000019fc55260 (__TEXT,__text) external _copyBootUUID
000000019fc65d3c (__TEXT,__text) non-external _copyBootUUID.cold.1
000000019fc54910 (__TEXT,__text) external _copyBundleID
000000019fc65a44 (__TEXT,__text) non-external _copyBundleID.cold.1
000000019fc54a10 (__TEXT,__text) external _copyBundleIDFromURL
000000019fc54c38 (__TEXT,__text) external _copyBundleVersion
000000019fc65afc (__TEXT,__text) non-external _copyBundleVersion.cold.1
000000019fc54b38 (__TEXT,__text) external _copyBundleVersionShort
000000019fc65aa0 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
000000019fc54aa4 (__TEXT,__text) external _copyBundleVersionShortFromURL
000000019fc54258 (__TEXT,__text) external _copyCdhash
000000019fc65784 (__TEXT,__text) non-external _copyCdhash.cold.1
000000019fc657b8 (__TEXT,__text) non-external _copyCdhash.cold.2
000000019fc657ec (__TEXT,__text) non-external _copyCdhash.cold.3
000000019fc541d0 (__TEXT,__text) external _copyCdhashFromKextURL
000000019fc63cfc (__TEXT,__text) external _copyCodeSigningInfo
000000019fc55064 (__TEXT,__text) external _copyDeveloperName
000000019fc65bb4 (__TEXT,__text) non-external _copyDeveloperName.cold.1
000000019fc65c18 (__TEXT,__text) non-external _copyDeveloperName.cold.2
000000019fc65c7c (__TEXT,__text) non-external _copyDeveloperName.cold.3
000000019fc65ce0 (__TEXT,__text) non-external _copyDeveloperName.cold.4
000000019fc64158 (__TEXT,__text) external _copyEntitlements
000000019fc543d8 (__TEXT,__text) external _copyLegacyCdhash
000000019fc528c8 (__TEXT,__text) external _copyLegacyDeveloperName
000000019fc56618 (__TEXT,__text) external _copySecureTimestamp
000000019fc66148 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
000000019fc5541c (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
000000019fc54830 (__TEXT,__text) external _copySigningID
000000019fc659e8 (__TEXT,__text) non-external _copySigningID.cold.1
000000019fc5463c (__TEXT,__text) external _copyTeamIdentifier
000000019fc6598c (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
000000019fc54454 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
000000019fc65848 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
000000019fc658b4 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
000000019fc54574 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
000000019fc65920 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
000000019fc54d38 (__TEXT,__text) external _copyUnstagedURL
000000019fc65b58 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
000000019fc537dc (__TEXT,__text) external _createCodeReference
000000019fc536b4 (__TEXT,__text) non-external _createCodeReferenceHelper
000000019fc651a4 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
000000019fc65234 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
000000019fc536ac (__TEXT,__text) external _createCodeReferenceQuiet
000000019fc535d4 (__TEXT,__text) external _createHexStringFromData
000000019fc60124 (__TEXT,__text) non-external _createMigrationManifest
000000019fc66e4c (__TEXT,__text) non-external _createMigrationManifest.cold.1
000000019fc63c4c (__TEXT,__text) external _createSecStaticCodeForURL
000000019fc67198 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
000000019fc63adc (__TEXT,__text) external _createSystemPolicyDefaults
000000019fc54e5c (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001d6f9b0b0 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001d6f9b0b8 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000019fc5f210 (__TEXT,__text) external _doBooleanXPCFunction
000000019fc5f494 (__TEXT,__text) external _doBooleanXPCFunctionSilent
000000019fc5f49c (__TEXT,__text) external _doObjectXPCFunction
00000001d6f9b068 (__DATA,__bss) non-external _exec.sLog
00000001d6f9b060 (__DATA,__bss) non-external _exec.sLogInit
000000019fc5b3d0 (__TEXT,__text) external _fileExists
000000019fc5b44c (__TEXT,__text) external _fileIsSymlink
000000019fc5c480 (__TEXT,__text) external _findContainingBundle
000000019fc55684 (__TEXT,__text) external _findFirstSubdirectoryURL
000000019fc5ce7c (__TEXT,__text) external _findOuterMostBundle
000000019fc5d594 (__TEXT,__text) external _findOuterMostBundleWithFilter
000000019fc5c650 (__TEXT,__text) external _findScanTargetByPath
000000019fc5caa4 (__TEXT,__text) external _findTopAppBundle
000000019fc5c5c0 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
000000019fc572c8 (__TEXT,__text) non-external _fsEventCallback
00000001d6f9b048 (__DATA,__bss) non-external _generic.sLog
00000001d6f9b040 (__DATA,__bss) non-external _generic.sLogInit
000000019fc6443c (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001d6f9b0c8 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001d6f9b030 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001d6f9b038 (__DATA,__bss) non-external _getAllowedPaths.once
000000019fc54724 (__TEXT,__text) external _getDictionaryValue
000000019fc5cd54 (__TEXT,__text) external _getVolumePrefix
000000019fc66808 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
000000019fc5c42c (__TEXT,__text) non-external _globalBundleSuffixes
00000001d6f9b0a8 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001d6f9b0a0 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
000000019fc554b4 (__TEXT,__text) external _hasCodeRequirementString
000000019fc65df4 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
000000019fc69cab (__TEXT,__cstring) non-external _hexString.nibble
000000019fc56c28 (__TEXT,__text) external _historyEntriesContainPolicyMatch
000000019fc56a68 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
000000019fc555c4 (__TEXT,__text) external _isAdhocSignature
000000019fc65e50 (__TEXT,__text) non-external _isAdhocSignature.cold.1
000000019fc5348c (__TEXT,__text) external _isAppleInternalMachine
000000019fc55584 (__TEXT,__text) external _isAppleSignedCode
000000019fc5638c (__TEXT,__text) external _isCodelessKext
000000019fc65f10 (__TEXT,__text) non-external _isCodelessKext.cold.1
000000019fc5f8e8 (__TEXT,__text) external _isConnectionEntitled
000000019fc66d50 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
000000019fc534b0 (__TEXT,__text) external _isDarwinOSEnvironment
000000019fc555b4 (__TEXT,__text) external _isDeveloperIDKextSignedCode
000000019fc555a4 (__TEXT,__text) external _isDeveloperIDSignedCode
000000019fc534bc (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
000000019fc55430 (__TEXT,__text) external _isKernelExtensionShippedWithOS
000000019fc55428 (__TEXT,__text) external _isKernelExtensionSystemRequired
000000019fc566f8 (__TEXT,__text) external _isKextAllowedWithoutNotarization
000000019fc661a4 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
000000019fc53420 (__TEXT,__text) external _isKextSecurityDisabledMachine
000000019fc55594 (__TEXT,__text) external _isMacAppStoreSignedCode
000000019fc5fca0 (__TEXT,__text) non-external _isMigrationManifestUpToDate
000000019fc56448 (__TEXT,__text) external _isNotarizedKext
000000019fc65f74 (__TEXT,__text) non-external _isNotarizedKext.cold.1
000000019fc66020 (__TEXT,__text) non-external _isNotarizedKext.cold.2
000000019fc660b4 (__TEXT,__text) non-external _isNotarizedKext.cold.3
000000019fc53444 (__TEXT,__text) external _isSIPDisabledMachine
000000019fc53468 (__TEXT,__text) external _isSKELDisabledMachine
000000019fc5c20c (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001d6f9b058 (__DATA,__bss) non-external _kext.sLog
00000001d6f9b050 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc (from libSystem)
00000001d6f9b078 (__DATA,__bss) non-external _measurements.sLog
00000001d6f9b070 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
000000019fc5c194 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
