00007ffb0de19a52 (__TEXT,__text) non-external _DiToMD5
00007ffb0de07932 (__TEXT,__text) external __ZThn24_N13IOCommandPool4freeEv
00007ffb0de0786a (__TEXT,__text) external __ZThn24_N13IOCommandPool4initEv
00007ffb0de194c2 (__TEXT,__text) external __ZThn24_N14IOReportLegend4freeEv
00007ffb0de038d0 (__TEXT,__text) external __ZThn24_N15IODispatchQueue4freeEv
00007ffb0de036e2 (__TEXT,__text) external __ZThn24_N15IODispatchQueue4initEv
00007ffb0de0e262 (__TEXT,__text) external __ZThn24_N15OSSerialization4freeEv
00007ffb0de0428e (__TEXT,__text) external __ZThn24_N16IODispatchSource4freeEv
00007ffb0de0427c (__TEXT,__text) external __ZThn24_N16IODispatchSource4initEv
00007ffb0de06360 (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4freeEv
00007ffb0de062e2 (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
00007ffb0de08bb8 (__TEXT,__text) external __ZThn24_N20IOExtensiblePaniclog4freeEv
00007ffb0de08b40 (__TEXT,__text) external __ZThn24_N20IOExtensiblePaniclog4initEv
00007ffb0de05ada (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
00007ffb0de05a30 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00007ffb0de06532 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00007ffb0de0649e (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00007ffb0de0520e (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00007ffb0de0508e (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00007ffb0de043c2 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00007ffb0de04316 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00007ffb0de0496a (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00007ffb0de048ce (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00007ffb0de07d46 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00007ffb0de07cee (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00007ffb0de0d7a8 (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00007ffb0de0dd14 (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007ffb0de0d25e (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007ffb0de07f14 (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00007ffb0de07ea2 (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00007ffb0de05f38 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007ffb0de072f8 (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00007ffb0de0727c (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffb0de0e0bc (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffb0de0357c (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffb0de0356a (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffb0de0a8ae (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffb0de07840 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffb0de077d2 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffb0de06886 (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffb0de067ce (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffb0de0e12e (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffb0de07a6e (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffb0de078d0 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffb0de07af2 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffb0de07bfe (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffb0de07c82 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb0de08c80 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb0de08cc4 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffb0de06fa6 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffb0de0cacc (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffb0de0cb84 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb0de0d180 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb0de0d210 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb0de0c9aa (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0de0c9ba (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0de0cab6 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb0de0cfcc (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0de0ca9a (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb0de0d16a (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb0de0d514 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0de0d14e (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb43d67b68 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb43d67b70 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb43d67b30 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb43d67b38 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb0de033e8 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb0de03442 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb0de03495 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb0de2b2c6 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb0de2b2e9 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb0de0b737 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb0de0addf (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb0de2bd2e (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb0de2bd51 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb0de0a5fc (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb0de0c28e (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb0de0c2e9 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb0de0c8ec (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb0de0c944 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.40
00007ffb0de178e2 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb0de0916b (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb0de2ba6a (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb0de002b4 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb0de0e54f (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb0de0e62e (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb0de0e3d4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb0de2c1d4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb0de0e750 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0de0e270 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb0de0e3a2 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb0de0e69e (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb0de0e67f (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb0de096fb (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb0de097bd (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.198
00007ffb0de09746 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_2
00007ffb0de0975b (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_3
00007ffb0de0e655 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb0de09188 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb0de091dd (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffb0de09254 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.175
00007ffb0de198ff (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb0de167db (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb0de16421 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb0de0cdc1 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb0de07a30 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb0de07ad1 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb0de2b7f4 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb0de03d35 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb0de03b10 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb0de03c31 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb0de03762 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb0de041ef (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb0de01b84 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb0de05b4e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0de058e8 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb0de0598c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb0de05d1d (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb0de0475d (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0de04495 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0de04a78 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0de04bad (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb0de2b4f6 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb0de2b519 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb0de049f9 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0de07e53 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0de07dd4 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0de0d81a (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb0de0d3f0 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb0de05fd2 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb0de0a8a0 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb0de06a04 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb0de0cfbc (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0de0cee5 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb0de0ce06 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb0de0d5b6 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb0de0d422 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb0de2a420 (__TEXT,__text) external ___assert_rtn
00007ffb41a1fb48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41a1fb88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41a20558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41a213a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41a21848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41a213d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb41a1fdf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb41a1fe18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffb41a1fe38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb41a1fe68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffb41a1fe98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00007ffb41a1fec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
00007ffb41a1fee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffb41a1ff18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb41a1ff38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007ffb41a1ff68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
00007ffb41a203e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.152
00007ffb41a20578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb41a20428 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ffb41a20458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffb41a20488 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00007ffb41a204b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00007ffb41a204d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.196
00007ffb41a204f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.197
00007ffb41a20528 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.199
00007ffb41a20598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb41a21550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb41a205c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb41a205f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb41a20618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffb41a20638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ffb41a20668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ffb41a20698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb41a206c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb41a206f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb41a20728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb41a20758 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb41a20788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb41a207b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb41a207e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ffb41a211a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ffb41a211c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00007ffb41a211f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffb41a21228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb41a1fbb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb41a1fbe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb41a21248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb41a1fc18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffb41a1fc48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb41a21278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb41a212a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ffb41a212d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb41a21308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ffb41a1fc78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb41a1fc98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb41a1fcb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb41a1fcd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb41a1fd08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb41a1fd38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb41a1fd68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb41a1fd98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffb41a1fdc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00007ffb41a1fb68 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41a20408 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41a21570 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb0de00350 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb0de00370 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb0de037c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb0de04211 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb0de19985 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb0de0cdec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb0de01c0f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb0de034fe (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb0de164f5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0de168da (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb0de037df (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb0de04249 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb0de199a2 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb0de05d82 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb0de01c4a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb0de03536 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb0de1653f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb0de16948 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb0ddff7de (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb0ddff6c1 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb0de2a36b (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb0de1a0b5 (__TEXT,__text) external _aes_decrypt
00007ffb0de1a489 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb0de1a00f (__TEXT,__text) external _aes_decrypt_cbc
00007ffb0de1a51c (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb0de1a4d1 (__TEXT,__text) external _aes_decrypt_gcm
00007ffb0de1a592 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb0de1a456 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb0de19fce (__TEXT,__text) external _aes_decrypt_key
00007ffb0de2c82a (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb0de1a0de (__TEXT,__text) external _aes_decrypt_key128
00007ffb0de1a102 (__TEXT,__text) external _aes_decrypt_key256
00007ffb0de1a33c (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb0de1a384 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb0de1a426 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb0de1a3cf (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb0de19fb7 (__TEXT,__text) external _aes_encrypt
00007ffb0de1a252 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb0de19f11 (__TEXT,__text) external _aes_encrypt_cbc
00007ffb0de1a2e5 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb0de1a29a (__TEXT,__text) external _aes_encrypt_gcm
00007ffb0de1a573 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb0de1a21f (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb0de19ed0 (__TEXT,__text) external _aes_encrypt_key
00007ffb0de2c811 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb0de1a0cc (__TEXT,__text) external _aes_encrypt_key128
00007ffb0de1a0f0 (__TEXT,__text) external _aes_encrypt_key256
00007ffb0de1a114 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb0de1a15c (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb0de1a1ef (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb0de1a1a7 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb0ddff70c (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb0de2a3b1 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb0ddff6d3 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb0de2a38e (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb0ddff75b (__TEXT,__text) external _clock_get_system_nanotime
00007ffb0de2a3d4 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb0ddff797 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb0ddff7c5 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb0ddfec31 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
