00000001ec7e3798 (__DATA,__bss) non-external _AGCPrinter
00000001a8afc6dc (__TEXT,__text) non-external __ZTv0_n72_NK28AGCLLVMUserComputeKernelBase8dumpTypeEv
00000001a8b0a77c (__TEXT,__text) non-external __ZTv0_n72_NK29AGCLLVMDriverFastClearShaders8dumpTypeEv
00000001a8b2a208 (__TEXT,__text) non-external __ZTv0_n72_NK29AGCLLVMUserIntersectionShader8dumpTypeEv
00000001a8ac0f00 (__TEXT,__text) non-external __ZTv0_n72_NK30AGCLLVMPassThroughObjectShader8dumpTypeEv
00000001a8b8ff50 (__TEXT,__text) non-external __ZTv0_n72_NK30AGCLLVMPassthroughVertexShader8dumpTypeEv
00000001a8b2991c (__TEXT,__text) non-external __ZTv0_n72_NK31AGCLLVMDriverIntersectionShader8dumpTypeEv
00000001a8b0b06c (__TEXT,__text) non-external __ZTv0_n72_NK32AGCLLVMDriverBlitBCComputeShader8dumpTypeEv
00000001a8ad96dc (__TEXT,__text) non-external __ZTv0_n72_NK33AGCLLVMDriverVRRPatchVertexShader8dumpTypeEv
00000001a8b966e4 (__TEXT,__text) non-external __ZTv0_n72_NK33AGCLLVMTextureFetchFragmentShader8dumpTypeEv
00000001a8ad9b60 (__TEXT,__text) non-external __ZTv0_n72_NK34AGCLLVMDriverGPUGatherVertexShader8dumpTypeEv
00000001a8b95804 (__TEXT,__text) non-external __ZTv0_n72_NK34AGCLLVMDummyFeedbackFragmentShader8dumpTypeEv
00000001a8ad9fe4 (__TEXT,__text) non-external __ZTv0_n72_NK35AGCLLVMDriverFastClearVertexShaders8dumpTypeEv
00000001a8ada3f0 (__TEXT,__text) non-external __ZTv0_n72_NK35AGCLLVMDriverPDSPatchUpVertexShader8dumpTypeEv
00000001a8b91570 (__TEXT,__text) non-external __ZTv0_n72_NK35AGCLLVMTileDispatchVertexShaderRect8dumpTypeEv
00000001a8b0b5a8 (__TEXT,__text) non-external __ZTv0_n72_NK36AGCLLVMDriverBVHBuilderComputeShader8dumpTypeEv
00000001a8b91214 (__TEXT,__text) non-external __ZTv0_n72_NK36AGCLLVMTileDispatchVertexShaderPoint8dumpTypeEv
00000001a8b9412c (__TEXT,__text) non-external __ZTv0_n72_NK37AGCLLVMBackgroundObjectFragmentShader8dumpTypeEv
00000001a8b0626c (__TEXT,__text) non-external __ZTv0_n72_NK37AGCLLVMDriverTGSizeOptimizationShader8dumpTypeEv
00000001a8b06f64 (__TEXT,__text) non-external __ZTv0_n72_NK39AGCLLVMDriverGPUGatherComputeShaderGen38dumpTypeEv
00000001a8ad1334 (__TEXT,__text) non-external __ZTv0_n72_NK40AGCLLVMAGPVertexShaderPostTessellationHW8dumpTypeEv
00000001a8ad40a8 (__TEXT,__text) non-external __ZTv0_n72_NK40AGCLLVMAGPVertexShaderPostTessellationSW8dumpTypeEv
00000001a8b00bec (__TEXT,__text) non-external __ZTv0_n72_NK41AGCLLVMDriverGPUGatherComputeShaderLegacy8dumpTypeEv
00000001a8b010e0 (__TEXT,__text) non-external __ZTv0_n72_NK42AGCLLVMDriverPDSPatchUpComputeShaderLegacy8dumpTypeEv
00000001a8b07edc (__TEXT,__text) non-external __ZTv0_n72_NK44AGCLLVMDriverComputeProgressMarkerShaderGen38dumpTypeEv
00000001a8b0aef0 (__TEXT,__text) non-external __ZTv0_n72_NK44AGCLLVMDriverExecuteIndirectComputeShaderG108dumpTypeEv
00000001a8b06be4 (__TEXT,__text) non-external __ZTv0_n72_NK45AGCLLVMDriverExecuteIndirectComputeShaderGen58dumpTypeEv
00000001a8b910d4 (__TEXT,__text) non-external __ZTv0_n72_NK45AGCLLVMPassthroughVertexShaderWithVertexFetch8dumpTypeEv
00000001a8b08b40 (__TEXT,__text) non-external __ZTv0_n72_NK46AGCLLVMDriverComputeProgressMarkerShaderLegacy8dumpTypeEv
00000001a8b09bfc (__TEXT,__text) non-external __ZTv0_n72_NK47AGCLLVMDriverExecuteIndirectComputeShaderLegacy8dumpTypeEv
00000001a8ad8a94 (__TEXT,__text) non-external __ZTv0_n72_NK47AGCLLVMDriverExecuteIndirectESLGenerationShader8dumpTypeEv
00000001a8b082d8 (__TEXT,__text) non-external __ZTv0_n72_NK50AGCLLVMDriverComputeControlFlowPredicateShaderGen38dumpTypeEv
00000001a8adc4c8 (__TEXT,__text) non-external __ZTv0_n72_NK50AGCLLVMDriverTessellationClearInstanceCountsShader8dumpTypeEv
00000001a8b08f40 (__TEXT,__text) non-external __ZTv0_n72_NK52AGCLLVMDriverComputeControlFlowPredicateShaderLegacy8dumpTypeEv
00000001a8ad90b8 (__TEXT,__text) non-external __ZTv0_n72_NK54AGCLLVMDriverExecuteIndirectRangeExecutionVertexShader8dumpTypeEv
00000001a8b06864 (__TEXT,__text) non-external __ZTv0_n72_NK55AGCLLVMDriverExecuteIndirectRangeExecutionComputeShader8dumpTypeEv
00000001a8adc06c (__TEXT,__text) non-external __ZTv0_n72_NK55AGCLLVMDriverTessellationBucketedEmitDrawCommandsShader8dumpTypeEv
00000001a8adc354 (__TEXT,__text) non-external __ZTv0_n72_NK56AGCLLVMDriverTessellationBucketedSumInstanceCountsShader8dumpTypeEv
00000001a8b0abb0 (__TEXT,__text) non-external __ZTv0_n72_NK58AGCLLVMDriverExecuteIndirectRangeExecutionComputeShaderG108dumpTypeEv
00000001a8adbef8 (__TEXT,__text) non-external __ZTv0_n72_NK58AGCLLVMDriverTessellationNonBucketedEmitDrawCommandsShader8dumpTypeEv
00000001a8adc1e0 (__TEXT,__text) non-external __ZTv0_n72_NK60AGCLLVMDriverTessellationBucketedComputeInstanceCountsShader8dumpTypeEv
00000001a8b09d70 (__TEXT,__text) non-external __ZTv0_n72_NK61AGCLLVMDriverExecuteIndirectRangeExecutionComputeShaderLegacy8dumpTypeEv
00000001a8b072dc (__TEXT,__text) non-external __ZTv0_n72_NK61AGCLLVMDriverGeometryPipelineEmulationFWAllocationSetupShader8dumpTypeEv
00000001a8b07adc (__TEXT,__text) non-external __ZTv0_n72_NK63AGCLLVMDriverGeometryPipelineEmulationFWAllocationPreMeshShader8dumpTypeEv
00000001a8b076dc (__TEXT,__text) non-external __ZTv0_n72_NK66AGCLLVMDriverGeometryPipelineEmulationFWAllocationPostObjectShader8dumpTypeEv
00000001a8aa324c (__TEXT,__text) non-external __ZTv0_n80_NK21AGCLLVMUserMeshShader13getShaderTypeEv
00000001a8b3964c (__TEXT,__text) non-external __ZTv0_n80_NK21AGCLLVMUserTileShader13getShaderTypeEv
00000001a8b9546c (__TEXT,__text) non-external __ZTv0_n80_NK21AGCLLVMUtilityProgram13getShaderTypeEv
00000001a8b9508c (__TEXT,__text) non-external __ZTv0_n80_NK23AGCLLVMEndOfTileProgram13getShaderTypeEv
00000001a8ab04cc (__TEXT,__text) non-external __ZTv0_n80_NK23AGCLLVMUserMeshShaderSW13getShaderTypeEv
00000001a8abb8b0 (__TEXT,__text) non-external __ZTv0_n80_NK23AGCLLVMUserObjectShader13getShaderTypeEv
00000001a8ac7540 (__TEXT,__text) non-external __ZTv0_n80_NK23AGCLLVMUserVertexShader13getShaderTypeEv
00000001a8b93038 (__TEXT,__text) non-external __ZTv0_n80_NK25AGCLLVMTABlitVertexShader13getShaderTypeEv
00000001a8b0c620 (__TEXT,__text) non-external __ZTv0_n80_NK25AGCLLVMUserDynamicLibrary13getShaderTypeEv
00000001a8a8b88c (__TEXT,__text) non-external __ZTv0_n80_NK25AGCLLVMUserFragmentShader13getShaderTypeEv
00000001a8ac48a4 (__TEXT,__text) non-external __ZTv0_n80_NK25AGCLLVMUserObjectShaderSW13getShaderTypeEv
00000001a8b93cd8 (__TEXT,__text) non-external __ZTv0_n80_NK26AGCLLVMClearFragmentShader13getShaderTypeEv
00000001a8b96e84 (__TEXT,__text) non-external __ZTv0_n80_NK26AGCLLVMDriverCDMBlitShader13getShaderTypeEv
00000001a8b06264 (__TEXT,__text) non-external __ZTv0_n80_NK26AGCLLVMDriverComputeKernel13getShaderTypeEv
00000001a8b920bc (__TEXT,__text) non-external __ZTv0_n80_NK28AGCLLVMClearVertexDataShader13getShaderTypeEv
00000001a8afc6d4 (__TEXT,__text) non-external __ZTv0_n80_NK28AGCLLVMUserComputeKernelBase13getShaderTypeEv
00000001a8b2a200 (__TEXT,__text) non-external __ZTv0_n80_NK29AGCLLVMUserIntersectionShader13getShaderTypeEv
00000001a8ac0ef8 (__TEXT,__text) non-external __ZTv0_n80_NK30AGCLLVMPassThroughObjectShader13getShaderTypeEv
00000001a8b8ff48 (__TEXT,__text) non-external __ZTv0_n80_NK30AGCLLVMPassthroughVertexShader13getShaderTypeEv
00000001a8b29914 (__TEXT,__text) non-external __ZTv0_n80_NK31AGCLLVMDriverIntersectionShader13getShaderTypeEv
00000001a8ad8220 (__TEXT,__text) non-external __ZTv0_n80_NK31AGCLLVMDriverTessellationShader13getShaderTypeEv
00000001a8b0b064 (__TEXT,__text) non-external __ZTv0_n80_NK32AGCLLVMDriverBlitBCComputeShader13getShaderTypeEv
00000001a8b00cd8 (__TEXT,__text) non-external __ZTv0_n80_NK32AGCLLVMDriverComputeKernelLegacy13getShaderTypeEv
00000001a8ad96d4 (__TEXT,__text) non-external __ZTv0_n80_NK33AGCLLVMDriverVRRPatchVertexShader13getShaderTypeEv
00000001a8b966dc (__TEXT,__text) non-external __ZTv0_n80_NK33AGCLLVMTextureFetchFragmentShader13getShaderTypeEv
00000001a8ad9b58 (__TEXT,__text) non-external __ZTv0_n80_NK34AGCLLVMDriverGPUGatherVertexShader13getShaderTypeEv
00000001a8b957fc (__TEXT,__text) non-external __ZTv0_n80_NK34AGCLLVMDummyFeedbackFragmentShader13getShaderTypeEv
00000001a8ad9fdc (__TEXT,__text) non-external __ZTv0_n80_NK35AGCLLVMDriverFastClearVertexShaders13getShaderTypeEv
00000001a8ada3e8 (__TEXT,__text) non-external __ZTv0_n80_NK35AGCLLVMDriverPDSPatchUpVertexShader13getShaderTypeEv
00000001a8b91568 (__TEXT,__text) non-external __ZTv0_n80_NK35AGCLLVMTileDispatchVertexShaderRect13getShaderTypeEv
00000001a8b9120c (__TEXT,__text) non-external __ZTv0_n80_NK36AGCLLVMTileDispatchVertexShaderPoint13getShaderTypeEv
00000001a8b94124 (__TEXT,__text) non-external __ZTv0_n80_NK37AGCLLVMBackgroundObjectFragmentShader13getShaderTypeEv
00000001a8b00be4 (__TEXT,__text) non-external __ZTv0_n80_NK41AGCLLVMDriverGPUGatherComputeShaderLegacy13getShaderTypeEv
00000001a8b010d8 (__TEXT,__text) non-external __ZTv0_n80_NK42AGCLLVMDriverPDSPatchUpComputeShaderLegacy13getShaderTypeEv
00000001a8b06bdc (__TEXT,__text) non-external __ZTv0_n80_NK45AGCLLVMDriverExecuteIndirectComputeShaderGen513getShaderTypeEv
00000001a8b910cc (__TEXT,__text) non-external __ZTv0_n80_NK45AGCLLVMPassthroughVertexShaderWithVertexFetch13getShaderTypeEv
00000001a8ad8a8c (__TEXT,__text) non-external __ZTv0_n80_NK47AGCLLVMDriverExecuteIndirectESLGenerationShader13getShaderTypeEv
00000001a8ad90b0 (__TEXT,__text) non-external __ZTv0_n80_NK54AGCLLVMDriverExecuteIndirectRangeExecutionVertexShader13getShaderTypeEv
00000001a8b0c618 (__TEXT,__text) non-external __ZTv0_n88_NK25AGCLLVMUserDynamicLibrary13getRelocModelEv
00000001a8b2a1dc (__TEXT,__text) non-external __ZTv0_n88_NK29AGCLLVMUserIntersectionShader13getRelocModelEv
00000001a8b20994 (__TEXT,__text) non-external __ZTv0_n96_N21AGCLLVMGLVertexShader17requiresDebugInfoEv
00000001a8b1e80c (__TEXT,__text) non-external __ZTv0_n96_N23AGCLLVMGLFragmentShader17requiresDebugInfoEv
00000001ec7e0f08 (__DATA,__bss) non-external __ZZ12pixelTypeMapvE23localPixelFormatTypeMap
00000001ec7e0ee8 (__DATA,__bss) non-external __ZZ13bufferTypeMapvE18localBufferTypeMap
00000001ec7e37b8 (__DATA,__bss) non-external __ZZ19GetAGCActiveTargetsvE12active_impls
00000001ec7e37d8 (__DATA,__bss) non-external __ZZ19GetAGCActiveTargetsvE4flag
00000001ec7e2118 (__DATA,__bss) non-external __ZZ21agcStreamToken2StringjE15mapToken2String
00000001ec7e3480 (__DATA,__bss) non-external __ZZ27AGCLLVMCreateG5TargetConfig13AGCTargetArchE5g5pC0
00000001ec7e3510 (__DATA,__bss) non-external __ZZ27AGCLLVMCreateG9TargetConfig13AGCTargetArchE5g9gA0
00000001ec7e34c8 (__DATA,__bss) non-external __ZZ27AGCLLVMCreateG9TargetConfig13AGCTargetArchE5g9pA0
00000001ec7e2a60 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG10TargetConfig13AGCTargetArchE6g10pB0
00000001ec7e2b38 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG11TargetConfig13AGCTargetArchE6g11gA0
00000001ec7e2af0 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG11TargetConfig13AGCTargetArchE6g11mA0
00000001ec7e2bc8 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG11TargetConfig13AGCTargetArchE6g11mB0
00000001ec7e2aa8 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG11TargetConfig13AGCTargetArchE6g11pA0
00000001ec7e2b80 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG11TargetConfig13AGCTargetArchE6g11pB0
00000001ec7e2c10 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG12TargetConfig13AGCTargetArchE6g12pA0
00000001ec7e2c58 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG12TargetConfig13AGCTargetArchE6g12pB0
00000001ee7d4660 (__DATA_DIRTY,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13cA0
00000001ec7e2ce8 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13cB0
00000001ec7e2ca0 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13dA0
00000001ec7e2d30 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13dB0
00000001ee7d4540 (__DATA_DIRTY,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13gA0
00000001ee7d45d0 (__DATA_DIRTY,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13gB0
00000001ee7d44f8 (__DATA_DIRTY,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13pA0
00000001ee7d4588 (__DATA_DIRTY,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13pB0
00000001ee7d4618 (__DATA_DIRTY,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13sA0
00000001ee7d46a8 (__DATA_DIRTY,__bss) non-external __ZZ28AGCLLVMCreateG13TargetConfig13AGCTargetArchE6g13sB0
00000001ec7e2e08 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG14TargetConfig13AGCTargetArchE6g14gA0
00000001ec7e2e50 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG14TargetConfig13AGCTargetArchE6g14gB0
00000001ec7e2d78 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG14TargetConfig13AGCTargetArchE6g14pA0
00000001ec7e2dc0 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG14TargetConfig13AGCTargetArchE6g14pB0
00000001ec7e3240 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15cA0
00000001ec7e3288 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15cB0
00000001ec7e32d0 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15cB1
00000001ec7e3318 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15dA0
00000001ec7e3360 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15dB0
00000001ec7e3090 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15gA0
00000001ec7e30d8 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15gB0
00000001ec7e3120 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15gC0
00000001ec7e3048 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15pB0
00000001ec7e3168 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15sA0
00000001ec7e31b0 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15sB0
00000001ec7e31f8 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG15TargetConfig13AGCTargetArchE6g15sB1
00000001ec7e33a8 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG16TargetConfig13AGCTargetArchE6g16pA0
00000001ec7e33f0 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG16TargetConfig13AGCTargetArchE6g16pB0
00000001ec7e3438 (__DATA,__bss) non-external __ZZ28AGCLLVMCreateG16TargetConfig13AGCTargetArchE6g16pB1
00000001ec7e2f28 (__DATA,__bss) non-external __ZZ29AGCLLVMCreateG14XTargetConfig13AGCTargetArchE6g14cA0
00000001ec7e2f70 (__DATA,__bss) non-external __ZZ29AGCLLVMCreateG14XTargetConfig13AGCTargetArchE6g14cB0
00000001ec7e2fb8 (__DATA,__bss) non-external __ZZ29AGCLLVMCreateG14XTargetConfig13AGCTargetArchE6g14dA0
00000001ec7e3000 (__DATA,__bss) non-external __ZZ29AGCLLVMCreateG14XTargetConfig13AGCTargetArchE6g14dB0
00000001ec7e2e98 (__DATA,__bss) non-external __ZZ29AGCLLVMCreateG14XTargetConfig13AGCTargetArchE6g14sA0
00000001ec7e2ee0 (__DATA,__bss) non-external __ZZ29AGCLLVMCreateG14XTargetConfig13AGCTargetArchE6g14sB0
00000001ec7e3658 (__DATA,__bss) non-external __ZZ31AGCLLVMCreateHAL200TargetConfig13AGCTargetArchE7g16g_a0
00000001ec7e36a0 (__DATA,__bss) non-external __ZZ31AGCLLVMCreateHAL200TargetConfig13AGCTargetArchE7g16g_b0
00000001ec7e36e8 (__DATA,__bss) non-external __ZZ31AGCLLVMCreateHAL200TargetConfig13AGCTargetArchE7g16x_a0
00000001ec7e3730 (__DATA,__bss) non-external __ZZ31AGCLLVMCreateHAL200TargetConfig13AGCTargetArchE7g16x_b0
00000001ec7e0120 (__DATA,__bss) non-external __ZZL11getFilePathvE9file_path
00000001ec7e3778 (__DATA,__bss) non-external __ZZL11getFilePathvE9file_path.11314
00000001ec7e0178 (__DATA,__bss) non-external __ZZL11getFilePathvE9file_path.142
00000001ee7d4700 (__DATA_DIRTY,__bss) non-external __ZZL15getTimebaseInfovE13sTimebaseInfo
00000001ee7d4708 (__DATA_DIRTY,__bss) non-external __ZZL15getTimebaseInfovE4once
00000001a8bca830 (__TEXT,__text) non-external __ZZL20isSourcedFromVaryingPN4llvm5ValueEENK3$_0clES1_i
00000001a8c4efb8 (__TEXT,__const) non-external __ZZL22pluginCreateLLVMObjectR10AGCLLVMCtx15_AGCStreamTokenRN4llvm11LLVMContextEPNS2_6ModuleER16CompilationStateE5dummy
00000001ec7e0148 (__DATA,__bss) non-external __ZZL22pluginCreateLLVMObjectR10AGCLLVMCtx15_AGCStreamTokenRN4llvm11LLVMContextEPNS2_6ModuleER16CompilationStateE9computeCS
00000001eec64e50 (__AUTH,__data) non-external __ZZN11AGCTargetG53GetEvE6target
00000001eec64e58 (__AUTH,__data) non-external __ZZN11AGCTargetG93GetEvE6target
00000001ec7e2a54 (__DATA,__bss) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator14ComputeVIInputEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001a8c4f7d7 (__TEXT,__const) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator15BufferGPUVAMaskEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001ec7e2a50 (__DATA,__bss) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator15ConstantSamplerEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001a8c4f1a1 (__TEXT,__const) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator16MTLVertexBuiltinEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001ec7e2a51 (__DATA,__bss) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator16VertexAttribDataEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001a8c574fe (__TEXT,__const) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator17PerformanceNumberEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001ec7e2a52 (__DATA,__bss) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator17VertexBuiltinDataEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001a8c4f1a0 (__TEXT,__const) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator20MTLVertexAttribInputEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001ec7e2a53 (__DATA,__bss) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator23VertexShaderOutIteratorEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001a8c4f7e0 (__TEXT,__const) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator36VertexShaderTransformFeedbackVaryingEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001a8c4f7d8 (__TEXT,__const) non-external __ZZN11flatbuffers4dataINS_6OffsetIN17AGCCodeTranslator7TLSInfoEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001a8c4f64d (__TEXT,__const) non-external __ZZN11flatbuffers4dataINS_6OffsetIN20AGCCodeTranslatorG1015VisibleFunctionEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001a8c4f1a2 (__TEXT,__const) non-external __ZZN11flatbuffers4dataINS_6OffsetIN20AGCCodeTranslatorG1115VisibleFunctionEEENSt3__19allocatorIS4_EEEEPKT_RKNS5_6vectorIS8_T0_EEE1t
00000001a8c4f64c (__TEXT,__const) non-external __ZZN11flatbuffers4dataINS_6OffsetINS_6StringEEENSt3__19allocatorIS3_EEEEPKT_RKNS4_6vectorIS7_T0_EEE1t
00000001ec7e2a5e (__DATA,__bss) non-external __ZZN11flatbuffers4dataIjNSt3__19allocatorIjEEEEPKT_RKNS1_6vectorIS4_T0_EEE1t
00000001ec7e20e8 (__DATA,__bss) non-external __ZZN11flatbuffers4dataIyNSt3__19allocatorIyEEEEPKT_RKNS1_6vectorIS4_T0_EEE1t
00000001eec64e00 (__AUTH,__data) non-external __ZZN12AGCTargetG103GetEvE6target
00000001eec64e08 (__AUTH,__data) non-external __ZZN12AGCTargetG113GetEvE6target
00000001eec64e10 (__AUTH,__data) non-external __ZZN12AGCTargetG123GetEvE6target
00000001eec64e18 (__AUTH,__data) non-external __ZZN12AGCTargetG133GetEvE6target
00000001eec64e20 (__AUTH,__data) non-external __ZZN12AGCTargetG143GetEvE6target
00000001eec64e30 (__AUTH,__data) non-external __ZZN12AGCTargetG153GetE13AGCTargetArchE6target
00000001eec64e38 (__AUTH,__data) non-external __ZZN12AGCTargetG153GetE13AGCTargetArchE6target_0
00000001eec64e48 (__AUTH,__data) non-external __ZZN12AGCTargetG163GetEvE6target
00000001a8bbe208 (__TEXT,__text) non-external __ZZN13AGCLLVMObject11readBitcodeER10AGCLLVMCtxRN4llvm11LLVMContextENS2_9StringRefEbENK3$_0clB31[AGX] Failed assertion "bundle"Ev
00000001a8bbe2b0 (__TEXT,__text) non-external __ZZN13AGCLLVMObject11readBitcodeER10AGCLLVMCtxRN4llvm11LLVMContextENS2_9StringRefEbENK3$_1clB53[AGX] Failed assertion "(file_name.empty() == false)"Ev
00000001a8bbe358 (__TEXT,__text) non-external __ZZN13AGCLLVMObject11readBitcodeER10AGCLLVMCtxRN4llvm11LLVMContextENS2_9StringRefEbENK3$_2clB33[AGX] Failed assertion "filename"Ev
00000001a8bbe400 (__TEXT,__text) non-external __ZZN13AGCLLVMObject11readBitcodeER10AGCLLVMCtxRN4llvm11LLVMContextENS2_9StringRefEbENK3$_3clB37[AGX] Failed assertion "subdirectory"Ev
00000001a8bbe4a8 (__TEXT,__text) non-external __ZZN13AGCLLVMObject11readBitcodeER10AGCLLVMCtxRN4llvm11LLVMContextENS2_9StringRefEbENK3$_4clB36[AGX] Failed assertion "bitcode_url"Ev
00000001a8bbe5d0 (__TEXT,__text) non-external __ZZN13AGCLLVMObject11readBitcodeER10AGCLLVMCtxRN4llvm11LLVMContextENS2_9StringRefEbENK3$_5clB35[AGX] Failed assertion "posix_path"Ev
00000001a8bbe678 (__TEXT,__text) non-external __ZZN13AGCLLVMObject11readBitcodeER10AGCLLVMCtxRN4llvm11LLVMContextENS2_9StringRefEbENK3$_6clB32[AGX] Failed assertion "success"Ev
00000001a8bbe748 (__TEXT,__text) non-external __ZZN13AGCLLVMObject11readBitcodeER10AGCLLVMCtxRN4llvm11LLVMContextENS2_9StringRefEbENK3$_7clB30[AGX] Failed assertion "false"Ev
00000001a8bbfe4c (__TEXT,__text) non-external __ZZN13AGCLLVMObject26extractPhaseOffsetsWithAuxEPKN11flatbuffers6VectorINS0_6OffsetIN16AGCCodeGenerator11ShaderPhaseEEEEES8_RNS2_INS1_IjEEEEENK3$_0clES8_
00000001eec64e28 (__AUTH,__data) non-external __ZZN13AGCTargetG14X3GetEvE6target
00000001ee7d44c8 (__DATA_DIRTY,__bss) non-external __ZZN14AGCLLVMBuilder18getVariableTypeMapEvE17variable_type_map
00000001ee7d44f0 (__DATA_DIRTY,__bss) non-external __ZZN14AGCLLVMBuilder18getVariableTypeMapEvE4flag
00000001eec64e60 (__AUTH,__data) non-external __ZZN15AGCTargetHAL2003GetEvE6target
00000001ec7e37a8 (__DATA,__bss) non-external __ZZN16AGCTargetContext13createLLVMCtxE13AGCTargetArchE21agx_extra_llvm_attrib
00000001ec7e0140 (__DATA,__bss) non-external __ZZN17AGCCodeGenServiceC1Ej3ApiRKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_E21agx_extra_llvm_attrib
00000001a8c52268 (__TEXT,__const) non-external __ZZN17AGCCodeTranslator24CompileReplyBinarySchema4dataEvE8bfbsData
00000001ec7e2078 (__DATA,__bss) non-external __ZZN17AGCLLVMUserObject15verifyLoweredIREvE3log
00000001ee7d44a0 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserObject16getBuiltinArgMapEvE15builtin_arg_map
00000001ee7d43b0 (__DATA_DIRTY,__bss) non-external __ZZN17AGCLLVMUserObject20getSampleFunctionMapEvE19sample_function_map
