00007ffb0013a2f2 (__TEXT,__text) non-external _DiToMD5
00007ffb00128460 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffb001283fc (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffb0012753a (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffb00127482 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffb0012ebf4 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffb00128684 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffb001284e6 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffb0012870a (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffb001287f8 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffb00128874 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb0012981e (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb00129862 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffb00127bf8 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffb0012d58c (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffb0012d644 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb0012dc44 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb0012dcd4 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb0012d46a (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0012d47a (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0012d576 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb0012da8c (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0012d55a (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb0012dc2e (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb0012dfee (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0012dc12 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb40daa010 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb40daa018 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb40da8fd0 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb40da8fd8 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffb0012446c (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb001244c6 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb00124519 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb0014b5b3 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb0014b5d6 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb0012c1d0 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb0012b868 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb0014c00f (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb0014c032 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb0012b0dc (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb0012cd5e (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb0012cdb9 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb0012d3ac (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb0012d404 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffb001381a0 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb00129d3c (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb0014bd57 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb00121420 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb0012f04a (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb0012f143 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb0012eeac (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb0014c4b5 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb0012f265 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0012ed3c (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb0012ee7a (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb0012f1b3 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb0012f194 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb0012a2cb (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb0012f16a (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb00129d5b (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb00129db0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.169
00007ffb00129e27 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffb0013a1a3 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb0013702d (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb00136c71 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb0012d885 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb00128646 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb001286e7 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb0014bae1 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb00124cf6 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb00124afa (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb00124bff (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb00124756 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb00125173 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb00122d48 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb001268c4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb00126672 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb00126717 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb00126a93 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb001255e5 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb001253cb (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0012587c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb001259b1 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb0014b7e3 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb0014b806 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb001257fd (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb00128a33 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb001289b4 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0012e2e4 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb0012deb6 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb00126d6c (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb0012b38c (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb001276ac (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb0012da7c (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0012d9a5 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb0012d8bb (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb0012e090 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb0012def1 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb0014a7d3 (__TEXT,__text) external ___assert_rtn
00007ffb40000630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40000670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40000e40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40001b80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40001ee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40001bb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb400008e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ffb40000900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ffb40000920 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ffb40000950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb40000980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb400009b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffb400009d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.133
00007ffb40000a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.134
00007ffb40000a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffb40000a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb40000d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.149
00007ffb40000e60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb40000d80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00007ffb40000db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.170
00007ffb40000de0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffb40000e10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.187
00007ffb40000e80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffb40001ce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb40000eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffb40000ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffb40000f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb40000f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffb40000f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffb40000f80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffb40000fb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb40000fe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb40001010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb40001040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb40001070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb400010a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb400010d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb400019f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffb40001a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffb40001a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffb40001a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffb400006a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb400006d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb40001a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb40000700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb40000730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb40001ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb40001af0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb40001b20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb40001b50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb40000760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ffb40000780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb400007a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb400007c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffb400007f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb40000820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb40000850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb40000880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb400008b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffb40000650 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb40000d60 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb40001d00 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb001214d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb001214f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb001247bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb00125195 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb0013a223 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb00126af5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb00122dd3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb00124586 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb00136d47 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0013712e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb001247d3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb001251cd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb0013a240 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb00126b0c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb00122e0e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb001245be (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb00136d91 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb0013719c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb001209e7 (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb001208c1 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb0014a71b (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb0013a96f (__TEXT,__text) external _aes_decrypt
00007ffb0013ad43 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb0013a8c9 (__TEXT,__text) external _aes_decrypt_cbc
00007ffb0013add6 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb0013ad8b (__TEXT,__text) external _aes_decrypt_gcm
00007ffb0013ae4c (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb0013ad10 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb0013a87b (__TEXT,__text) external _aes_decrypt_key
00007ffb0014cad4 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb0013a998 (__TEXT,__text) external _aes_decrypt_key128
00007ffb0013a9bc (__TEXT,__text) external _aes_decrypt_key256
00007ffb0013abf6 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb0013ac3e (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb0013ace0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb0013ac89 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb0013a864 (__TEXT,__text) external _aes_encrypt
00007ffb0013ab0c (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb0013a7be (__TEXT,__text) external _aes_encrypt_cbc
00007ffb0013ab9f (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb0013ab54 (__TEXT,__text) external _aes_encrypt_gcm
00007ffb0013ae2d (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb0013aad9 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb0013a770 (__TEXT,__text) external _aes_encrypt_key
00007ffb0014cabb (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb0013a986 (__TEXT,__text) external _aes_encrypt_key128
00007ffb0013a9aa (__TEXT,__text) external _aes_encrypt_key256
00007ffb0013a9ce (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb0013aa16 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb0013aaa9 (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb0013aa61 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb00120911 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb0014a761 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb001208d6 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb0014a73e (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb00120962 (__TEXT,__text) external _clock_get_system_nanotime
00007ffb0014a784 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb001209a0 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb001209ce (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb0011fe02 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb40da8720 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb40da8a70 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb400058b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb40da8a78 (__DATA,__common) external _gIOCommandMetaClass
00007ffb40da8a80 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb400058c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb400058b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb40da8760 (__DATA,__common) external _gIODKDebug
00007ffb40da8a88 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb400058c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb40da8a90 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb400058d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb40da8a98 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb400058d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb40da8aa0 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb400058e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb40da8aa8 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb400058e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb40da8ab0 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb400058f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb40da8ae8 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffb40005928 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb40da8ab8 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb400058f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb40da8ac0 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb40005900 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb40da8ac8 (__DATA,__common) external _gIOMemoryMapMetaClass
