00007fff809e1c30 (__DATA,__data) non-external _.compoundliteral
00007fff22aca8a8 (__TEXT,__text) non-external _sb_annotation_set_integer
00007fff22ad44a8 (__TEXT,__text) non-external _sb_bitmask_release
00007fff22aadc13 (__TEXT,__text) non-external _sb_buffer_alloc
00007fff22acd66a (__TEXT,__text) non-external _sb_buffer_compare_data
00007fff22ac06da (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007fff22ac077f (__TEXT,__text) non-external _sb_buffer_get_hash
00007fff22ac1eab (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007fff22aba16b (__TEXT,__text) non-external _sb_buffer_release
00007fff22ac0b7b (__TEXT,__text) non-external _sb_buffer_retain
00007fff22ad531b (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007fff22ac0722 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007fff22ac0142 (__TEXT,__text) non-external _sb_byteset_add_byte
00007fff22ad4e7a (__TEXT,__text) non-external _sb_byteset_copy
00007fff22ac03b3 (__TEXT,__text) non-external _sb_byteset_get_population
00007fff22ac9e9b (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007fff22ac25ab (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007fff22ac029b (__TEXT,__text) non-external _sb_byteset_negate
00007fff22ac00fc (__TEXT,__text) non-external _sb_byteset_new
00007fff22ac0241 (__TEXT,__text) non-external _sb_byteset_release
00007fff22ac01ee (__TEXT,__text) non-external _sb_byteset_retain
00007fff22ac2702 (__TEXT,__text) non-external _sb_byteset_union
00007fff22aadaba (__TEXT,__text) non-external _sb_calloc
00007fff22ad5bad (__TEXT,__text) non-external _sb_condition_boolean
00007fff22abd3ed (__TEXT,__text) non-external _sb_condition_conjunction
00007fff22acd076 (__TEXT,__text) non-external _sb_condition_constant
00007fff22abaa0e (__TEXT,__text) non-external _sb_condition_disjunction
00007fff22ac6264 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007fff22abd6bc (__TEXT,__text) non-external _sb_condition_is_contrary
00007fff22ac5562 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007fff22abdb7c (__TEXT,__text) non-external _sb_condition_is_equivalent
00007fff22acbc5c (__TEXT,__text) non-external _sb_condition_is_integer
00007fff22ac64b7 (__TEXT,__text) non-external _sb_condition_is_pattern
00007fff22aba5d2 (__TEXT,__text) non-external _sb_condition_is_regex
00007fff22ac661c (__TEXT,__text) non-external _sb_condition_is_transposable
00007fff22aba63d (__TEXT,__text) non-external _sb_condition_list_append
00007fff22ac6bf0 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007fff22ac6806 (__TEXT,__text) non-external _sb_condition_list_copy
00007fff22ac0c9e (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007fff22ad4ef7 (__TEXT,__text) non-external _sb_condition_list_filter
00007fff22abce0f (__TEXT,__text) non-external _sb_condition_list_get_hash
00007fff22ac9a18 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007fff22abcf8b (__TEXT,__text) non-external _sb_condition_list_iterate
00007fff22ac71ee (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007fff22ab898a (__TEXT,__text) non-external _sb_condition_list_new
00007fff22ab90c2 (__TEXT,__text) non-external _sb_condition_list_release
00007fff22ac6914 (__TEXT,__text) non-external _sb_condition_list_remove
00007fff22ac7a30 (__TEXT,__text) non-external _sb_condition_matches_subset
00007fff22ac53a8 (__TEXT,__text) non-external _sb_condition_negation
00007fff22accd27 (__TEXT,__text) non-external _sb_condition_network
00007fff22aba298 (__TEXT,__text) non-external _sb_condition_new
00007fff22ac0096 (__TEXT,__text) non-external _sb_condition_pattern
00007fff22abadd3 (__TEXT,__text) non-external _sb_condition_pattern_path
00007fff22aba8d8 (__TEXT,__text) non-external _sb_condition_release
00007fff22aba54c (__TEXT,__text) non-external _sb_condition_set_source_info
00007fff22ac0ab5 (__TEXT,__text) non-external _sb_condition_string
00007fff22aad784 (__TEXT,__text) non-external _sb_context_intern_string
00007fff22ab8dda (__TEXT,__text) non-external _sb_context_release
00007fff22ab8d58 (__TEXT,__text) non-external _sb_context_release_modification
00007fff22aad637 (__TEXT,__text) non-external _sb_context_retain
00007fff22ad56be (__TEXT,__text) non-external _sb_context_retain_modification
00007fff22ad4186 (__TEXT,__text) non-external _sb_error_fatal
00007fff22ad4416 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007fff22ad422e (__TEXT,__text) non-external _sb_error_for_instruction
00007fff22ac058e (__TEXT,__text) non-external _sb_error_new
00007fff87173a60 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007fff22ac0474 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007fff22ad400a (__TEXT,__text) non-external _sb_error_set_with_description
00007fff22ad40e4 (__TEXT,__text) non-external _sb_error_set_with_format
00007fff22ad4064 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007fff22ab727d (__TEXT,__text) non-external _sb_filter_accepts_type
00007fff809e8a5e (__DATA,__bss) non-external _sb_filter_get_max_machtrap._max_machtrap
00007fff809e8a5c (__DATA,__bss) non-external _sb_filter_get_max_syscall._max_syscall
00007fff22ad5657 (__TEXT,__text) non-external _sb_filter_has_named_value
00007fff805e0358 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007fff805e0350 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007fff22ab94ab (__TEXT,__text) non-external _sb_fsa_acceptor
00007fff22abbe5b (__TEXT,__text) non-external _sb_fsa_copy
00007fff22abbc9d (__TEXT,__text) non-external _sb_fsa_disjunction
00007fff22abc0a0 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007fff22ac80cb (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007fff22ac7fc2 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007fff22ac241f (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007fff22ac27fe (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007fff22ac238d (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007fff22abfffd (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007fff22abba62 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007fff22abbc4c (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007fff22ad57dc (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007fff22aba040 (__TEXT,__text) non-external _sb_fsa_release
00007fff22abcc30 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007fff22ab9f7d (__TEXT,__text) non-external _sb_fsa_retain
00007fff22abbbc9 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007fff22ac2270 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007fff22aadb17 (__TEXT,__text) non-external _sb_hash_compute
00007fff22acec73 (__TEXT,__text) non-external _sb_inspect_subsystem
00007fff22aade4a (__TEXT,__text) non-external _sb_instr_action
00007fff22abacf6 (__TEXT,__text) non-external _sb_instr_conditional
00007fff22ac9f06 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007fff22ac5649 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007fff22ac5093 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007fff22aadeb3 (__TEXT,__text) non-external _sb_instr_new
00007fff22aae066 (__TEXT,__text) non-external _sb_instr_release
00007fff22ac5256 (__TEXT,__text) non-external _sb_instr_replace
00007fff22aadf63 (__TEXT,__text) non-external _sb_instr_retain
00007fff22ac57c2 (__TEXT,__text) non-external _sb_instr_set_condition
00007fff22ac0a10 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007fff22ac794b (__TEXT,__text) non-external _sb_instr_set_true_branch
00007fff22aadfbe (__TEXT,__text) non-external _sb_instr_track
00007fff22aadb71 (__TEXT,__text) non-external _sb_malloc
00007fff22abde01 (__TEXT,__text) non-external _sb_modifier_requires_argument
00007fff22ab8bf4 (__TEXT,__text) non-external _sb_modifiers_iterate
00007fff22ab8c6b (__TEXT,__text) non-external _sb_modifiers_release
00007fff22ad031a (__TEXT,__text) non-external _sb_msgfilter_release
00007fff22acc4b7 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007fff22ac33de (__TEXT,__text) non-external _sb_mutable_buffer_new
00007fff22acc5d0 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007fff22aca93e (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007fff22aca9c6 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007fff22ace727 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007fff22ad637a (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007fff22ace794 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007fff22ace7a8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007fff22ace79e (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007fff22ace6c5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007fff22ace6bb (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007fff22ace5b2 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new_with_tag
00007fff22ace967 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007fff22ad640f (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007fff22ad6432 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007fff22aceabc (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007fff22acea89 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007fff22ace94e (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007fff22ace624 (__TEXT,__text) non-external _sb_packbuff_realloc
00007fff22ace81a (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007fff22ad63ec (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007fff22aceb6b (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007fff22ace8df (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007fff22ace7c5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007fff22ac0918 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007fff22ab9fd8 (__TEXT,__text) non-external _sb_pattern_new
00007fff22ab93e4 (__TEXT,__text) non-external _sb_pattern_prefix
00007fff22abdfe0 (__TEXT,__text) non-external _sb_pattern_regex
00007fff22aba4aa (__TEXT,__text) non-external _sb_pattern_release
00007fff22aba457 (__TEXT,__text) non-external _sb_pattern_retain
00007fff22ac104a (__TEXT,__text) non-external _sb_pattern_serialize
00007fff22acffd8 (__TEXT,__text) non-external _sb_pattern_var_release
00007fff22acff83 (__TEXT,__text) non-external _sb_pattern_var_retain
00007fff22ad00c9 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007fff22ad0287 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007fff22acd152 (__TEXT,__text) non-external _sb_pattern_varset_release
00007fff22acd0a4 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007fff22ad3fbc (__TEXT,__text) non-external _sb_policy_get_entry_point
00007fff22ad3f2a (__TEXT,__text) non-external _sb_policy_is_equivalent
00007fff22ad3e8e (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007fff22ad3ece (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007fff22ad3b23 (__TEXT,__text) non-external _sb_policy_new
00007fff22ad3e02 (__TEXT,__text) non-external _sb_policy_release
00007fff22ad3d66 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007fff22ac3326 (__TEXT,__text) non-external _sb_profile_release
00007fff22acd101 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007fff22acd276 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007fff22ad4d91 (__TEXT,__text) non-external _sb_program_add_source_path
00007fff22aadc94 (__TEXT,__text) non-external _sb_program_source_alloc
00007fff22ac1b94 (__TEXT,__text) non-external _sb_realloc
00007fff22ac07d9 (__TEXT,__text) non-external _sb_regex_release
00007fff22ac28c2 (__TEXT,__text) non-external _sb_sbpl_parser_finalize
00007fff22aae1e8 (__TEXT,__text) non-external _sb_sbpl_parser_new
00007fff22ac2abd (__TEXT,__text) non-external _sb_sbpl_parser_parse_string
00007fff22ac30ae (__TEXT,__text) non-external _sb_sbpl_parser_release
00007fff22ac06a8 (__TEXT,__text) non-external _sb_textbuf_get_length
00007fff22abb03a (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007fff22aad68e (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007fff22ac0878 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007fff22ac46a7 (__TEXT,__text) non-external _sb_transform_eliminate_common_subexpressions_profile
00007fff22ad51ae (__TEXT,__text) non-external _sb_transform_expand_logical_conditions
00007fff22ac6e79 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007fff22ad156e (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007fff22ac4708 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007fff22ac2f9b (__TEXT,__text) non-external _sb_visitor_has_visited
00007fff22ac2bf5 (__TEXT,__text) non-external _sb_visitor_new
00007fff22ac302e (__TEXT,__text) non-external _sb_visitor_release
00007fff22aedd40 (__TEXT,__const) non-external _sbpl1_scm
00007fff22ad246f (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007fff22ad25fb (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007fff22aedae0 (__TEXT,__const) non-external _sbpl_scm
00007fff22ac2963 (__TEXT,__text) non-external (was a private external) _scheme_call
00007fff22ab63fc (__TEXT,__text) non-external (was a private external) _scheme_define
00007fff22ac3152 (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007fff22aaf204 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007fff22acda7c (__TEXT,__text) non-external (was a private external) _scheme_error
00007fff22acde8b (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007fff22ac21c9 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007fff22ac2926 (__TEXT,__text) non-external (was a private external) _scheme_global
00007fff22aaeb9e (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007fff22aaeb5a (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007fff22ab6972 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007fff22aafd16 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007fff22ab7b0c (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007fff22acdf7a (__TEXT,__text) non-external (was a private external) _scheme_quit
00007fff22aafcf2 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007fff22aafc34 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007fff22aafc43 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007fff22acd8df (__TEXT,__text) non-external (was a private external) _scheme_write_to_string
00007fff22abc310 (__TEXT,__text) non-external _shallow_copy_node
00007fff22ac76b9 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007fff22ac98f4 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007fff22aafa69 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007fff22ac21bf (__TEXT,__text) non-external (was a private external) _string_length
00007fff22ab93d9 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007fff22ab644a (__TEXT,__text) non-external (was a private external) _symname
00007fff22ac4759 (__TEXT,__text) non-external _synthesize_logical_conditions
00007fff22ad50cf (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007fff87172b80 (__DATA_CONST,__const) non-external _tests
00007fff22ab1735 (__TEXT,__text) non-external _token
00007fff22ac2d6c (__TEXT,__text) non-external _traverse_postorder
00007fff22ad5c27 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007fff22ad38ef (__TEXT,__text) non-external _unicode_decompose
00007fff22abba03 (__TEXT,__text) non-external _unicode_decomposeable
00007fff22ad397b (__TEXT,__text) non-external _unicode_recursive_decompose
00007fff22af10c0 (__TEXT,__const) non-external _utf_extrabytes
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007fff22ad1a4c (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007fff22ab64c2 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
                 (undefined) external dyld_stub_binder (from libSystem)
