00007ffe060ce320 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffe060514b7 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffe06052885 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffe06052473 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffe0605092f (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffe06050fda (__TEXT,__text) non-external _rawimg_verify
00007ffe0605f12c (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffe060d7d5e (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffe0608ca30 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffe060bae7d (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffe0609e27c (__TEXT,__text) non-external _remap_page
00007ffe0608ebe4 (__TEXT,__text) non-external _removeEntryProc
00007ffe0608e810 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffe0608ec81 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffe0607965f (__TEXT,__text) non-external _removeStreamAbort
00007ffe06078e4f (__TEXT,__text) non-external _removeStreamClose
00007ffe0607964d (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffe0607915e (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffe0608ebae (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffe060ca16d (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffe060cf408 (__TEXT,__text) non-external _resizeResourceFork
00007ffe0609b78e (__TEXT,__text) non-external _resizeStream
00007ffe060ce626 (__TEXT,__text) non-external _resourceForkSize
00007ffe0609384c (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffe060aa279 (__TEXT,__text) non-external _retireEntryRange
00007ffe060b9a6d (__TEXT,__text) non-external _retireThreadEnqueue
00007ffe060b6d41 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffe060a1927 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffe060937f7 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffe0608423c (__TEXT,__text) non-external _seekTo
00007ffe06097ab4 (__TEXT,__text) non-external _segment_find
00007ffe060783e8 (__TEXT,__text) non-external _sendEOF
00007ffe06095252 (__TEXT,__text) non-external _sendHeader
00007ffe06064720 (__TEXT,__text) non-external _sendMessage
00007ffe060d7980 (__TEXT,__text) non-external _sendMessage
00007ffe060741a8 (__TEXT,__text) non-external _sequentialReaderProc
00007ffe0607422e (__TEXT,__text) non-external _sequentialWriterProc
00007ffe0608cb66 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffe060e47f0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffe060a0440 (__TEXT,__text) non-external _setFieldBlob
00007ffe0608dda6 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffe0608e334 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffe060932be (__TEXT,__text) non-external _setThreadErrorContext
00007ffe060d070c (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffe0609a4ea (__TEXT,__text) non-external _setupContext
00007ffe060a8058 (__TEXT,__text) non-external _setupContext
00007ffe0608cb2d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffe0608cbb6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffe0606896a (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffe06055c49 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffe0608dd1e (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffe0608ecd8 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffe060b23d9 (__TEXT,__text) non-external _stateAppendEntry
00007ffe060c6626 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffe060c7147 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffe060c6633 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffe060c40b4 (__TEXT,__text) non-external _stateComputePatches
00007ffe060b1b4b (__TEXT,__text) non-external _stateConcatPath
00007ffe060af489 (__TEXT,__text) non-external _stateDestroy
00007ffe060c64f4 (__TEXT,__text) non-external _stateDestroy
00007ffe060c446e (__TEXT,__text) non-external _stateGenerateArchive
00007ffe060b1b7e (__TEXT,__text) non-external _stateGetEntryData
00007ffe060c8115 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffe060b1d63 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffe0608c53e (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffe060d9e32 (__TEXT,__text) non-external _storeCachePos
00007ffe060d07d8 (__TEXT,__text) non-external _storeChunkOffsets
00007ffe0608d3bc (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffe0608a640 (__TEXT,__text) non-external _streamAbort
00007ffe060a2f42 (__TEXT,__text) non-external _streamAbort
00007ffe0608a4e5 (__TEXT,__text) non-external _streamClose
00007ffe060a2bdf (__TEXT,__text) non-external _streamClose
00007ffe060670c1 (__TEXT,__text) non-external _streamConsumerProc
00007ffe060a37d3 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffe0608a65d (__TEXT,__text) non-external _streamPRead
00007ffe060a2f62 (__TEXT,__text) non-external _streamPWrite
00007ffe0608b4b3 (__TEXT,__text) non-external _streamProc
00007ffe060d6cd8 (__TEXT,__text) non-external _streamProc
00007ffe0608aa2a (__TEXT,__text) non-external _streamRead
00007ffe0608aa4d (__TEXT,__text) non-external _streamSeek
00007ffe06067184 (__TEXT,__text) non-external _streamThreadProc
00007ffe0606702f (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffe0608021e (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffe0607fdf3 (__TEXT,__text) non-external _stringTableReserve
00007ffe060cdc84 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffe060c8342 (__TEXT,__text) non-external _subArchiveCreate
00007ffe060c88a5 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffe060c0683 (__TEXT,__text) non-external _tarParseInt
00007ffe0609b106 (__TEXT,__text) non-external _tempStreamCancel
00007ffe0609b083 (__TEXT,__text) non-external _tempStreamClose
00007ffe0609b153 (__TEXT,__text) non-external _tempStreamPRead
00007ffe0609b3bb (__TEXT,__text) non-external _tempStreamPWrite
00007ffe0609b11b (__TEXT,__text) non-external _tempStreamRead
00007ffe0609b32f (__TEXT,__text) non-external _tempStreamSeek
00007ffe0609b61f (__TEXT,__text) non-external _tempStreamTruncate
00007ffe0609b383 (__TEXT,__text) non-external _tempStreamWrite
00007ffe06086af1 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffe060867fb (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffe060d439e (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffe06093c69 (__TEXT,__text) non-external _threadWrapperProc
00007ffe0606c673 (__TEXT,__text) non-external _treeAdd
00007ffe0606c040 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffe0606c30c (__TEXT,__text) non-external _treeRebalance
00007ffe0606d01c (__TEXT,__text) non-external _treeRotateLeft
00007ffe0606cf10 (__TEXT,__text) non-external _treeRotateRight
00007ffe0606c559 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffe060a9cf1 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffe0608d690 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffe06090175 (__TEXT,__text) non-external _updateFromHeader
00007ffe06093785 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffe060937b8 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffe060bc8f8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffe0606466a (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffe06063980 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffe060643ee (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffe06063d05 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffe0609a796 (__TEXT,__text) non-external _verifySegment
00007ffe060a8c6b (__TEXT,__text) non-external _verifySegment
00007ffe060d7b03 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffe060b1e3c (__TEXT,__text) non-external _workerApplyAttr
00007ffe0606467f (__TEXT,__text) non-external _workerDataFree
00007ffe060b22dd (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffe060b21e1 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffe06079674 (__TEXT,__text) non-external _workerDestroy
00007ffe060b1af0 (__TEXT,__text) non-external _workerDestroy
00007ffe060b201d (__TEXT,__text) non-external _workerLoadAndApplyACL
00007ffe060b1ef8 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00007ffe06053a10 (__TEXT,__text) non-external _workerProc
00007ffe0606345f (__TEXT,__text) non-external _workerProc
00007ffe06078d5a (__TEXT,__text) non-external _workerProc
00007ffe0608c8c2 (__TEXT,__text) non-external _workerProc
00007ffe060af542 (__TEXT,__text) non-external _workerProc
00007ffe060d6b91 (__TEXT,__text) non-external _workerProc
00007ffe060b2142 (__TEXT,__text) non-external _workerReserve
00007ffe060b1c1b (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffe06091475 (__TEXT,__text) non-external _writeBlobProc
00007ffe06090e0a (__TEXT,__text) non-external _writeHeaderProc
00007ffe060c9ad5 (__TEXT,__text) non-external _writeOBuf
00007ffe06059d91 (__TEXT,__text) non-external _writeProc
00007ffe0608568b (__TEXT,__text) non-external _writeProc
00007ffe060a5b08 (__TEXT,__text) non-external _writeProc
00007ffe060a28c6 (__TEXT,__text) non-external _writerProc
00007ffe060d7f2a (__TEXT,__text) non-external (was a private external) _writerProc
