00007ff84008b9d0 (__DATA,__data) external _NDR_record
00007ff8006f27c5 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8006fa76d (__TEXT,__text) external _pselect$NOCANCEL
00007ff8006ece64 (__TEXT,__text) external _pthread_getugid_np
00007ff8006edafc (__TEXT,__text) external _pthread_setugid_np
00007ff8006ed7c0 (__TEXT,__text) external _ptrace
00007ff8006eed84 (__TEXT,__text) external _pwrite
00007ff8006ed7e4 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff8006eed9c (__TEXT,__text) external _pwritev
00007ff8006ed7fc (__TEXT,__text) external _pwritev$NOCANCEL
00007ff8006f21c4 (__TEXT,__text) external _quota
00007ff8006eedb4 (__TEXT,__text) external _quotactl
00007ff8006eedcc (__TEXT,__text) external _read
00007ff8006ed814 (__TEXT,__text) external _read$NOCANCEL
00007ff8006eede4 (__TEXT,__text) external _readlink
00007ff8006eedfc (__TEXT,__text) external _readlinkat
00007ff8006eee14 (__TEXT,__text) external _readv
00007ff8006ed82c (__TEXT,__text) external _readv$NOCANCEL
00007ff8006f0b70 (__TEXT,__text) external _reboot
00007ff8006f0b77 (__TEXT,__text) external _reboot_np
00007ff8006fa5a4 (__TEXT,__text) external _record_system_event_as_kernel
00007ff8006ed874 (__TEXT,__text) external _recvfrom
00007ff8006ed88c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff8006ed8a4 (__TEXT,__text) external _recvmsg
00007ff8006ed8bc (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff8006eee2c (__TEXT,__text) external _recvmsg_x
00007ff8006eee44 (__TEXT,__text) external _register_uexc_handler
00007ff8006eee5c (__TEXT,__text) external _removexattr
00007ff8006fc18b (__TEXT,__text) external _rename
00007ff8006f4a40 (__TEXT,__text) external _rename_ext
00007ff8006f0c78 (__TEXT,__text) external _renameat
00007ff8006f49ff (__TEXT,__text) external _renameatx_np
00007ff8006f4a16 (__TEXT,__text) external _renamex_np
00007ff8006eee74 (__TEXT,__text) external _revoke
00007ff8006fbbbc (__TEXT,__text) external _rmdir
00007ff8006eee8c (__TEXT,__text) external _searchfs
00007ff8006fa5a9 (__TEXT,__text) external _select
00007ff8006ed934 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff8006ed94c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8006fa73e (__TEXT,__text) external _select$NOCANCEL
00007ff8006eeea4 (__TEXT,__text) external _sem_close
00007ff8006f9e6d (__TEXT,__text) external _sem_destroy
00007ff8006f9e90 (__TEXT,__text) external _sem_getvalue
00007ff8006f9eb3 (__TEXT,__text) external _sem_init
00007ff8006ed964 (__TEXT,__text) external _sem_open
00007ff8006eeebc (__TEXT,__text) external _sem_post
00007ff8006eeed4 (__TEXT,__text) external _sem_trywait
00007ff8006eeeec (__TEXT,__text) external _sem_unlink
00007ff8006eef04 (__TEXT,__text) external _sem_wait
00007ff8006ed97c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff80070c76d (__TEXT,__text) external _semaphore_create
00007ff80070c8a7 (__TEXT,__text) external _semaphore_destroy
00007ff8006f24d9 (__TEXT,__text) external _semaphore_signal
00007ff8006f24de (__TEXT,__text) external _semaphore_signal_all
00007ff8006ec2a4 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff8006f24e3 (__TEXT,__text) external _semaphore_signal_thread
00007ff8006ec2b0 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff8006ec298 (__TEXT,__text) external _semaphore_signal_trap
00007ff8006f24ed (__TEXT,__text) external _semaphore_timedwait
00007ff8006f24fe (__TEXT,__text) external _semaphore_timedwait_signal
00007ff8006ec2e0 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff8006ec2d4 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8006f24e8 (__TEXT,__text) external _semaphore_wait
00007ff8006f24f9 (__TEXT,__text) external _semaphore_wait_signal
00007ff8006ec2c8 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff8006ec2bc (__TEXT,__text) external _semaphore_wait_trap
00007ff8006ed994 (__TEXT,__text) external _semctl
00007ff8006eef1c (__TEXT,__text) external _semget
00007ff8006eef34 (__TEXT,__text) external _semop
00007ff8006ed9ac (__TEXT,__text) external _semsys
00007ff8006eef4c (__TEXT,__text) external _sendfile
00007ff8006ed9f4 (__TEXT,__text) external _sendmsg
00007ff8006eda0c (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff8006eef64 (__TEXT,__text) external _sendmsg_x
00007ff8006eda24 (__TEXT,__text) external _sendto
00007ff8006eda3c (__TEXT,__text) external _sendto$NOCANCEL
00007ff8006eda54 (__TEXT,__text) external _setattrlist
00007ff8006eef7c (__TEXT,__text) external _setattrlistat
00007ff8006fe158 (__TEXT,__text) external _setaudit
00007ff8006eef94 (__TEXT,__text) external _setaudit_addr
00007ff8006eefac (__TEXT,__text) external _setauid
00007ff8006eefc4 (__TEXT,__text) external _setegid
00007ff8006eefdc (__TEXT,__text) external _seteuid
00007ff8006eeff4 (__TEXT,__text) external _setgid
00007ff8006ef00c (__TEXT,__text) external _setgroups
00007ff8006f2775 (__TEXT,__text) external _setiopolicy_np
00007ff8006ef024 (__TEXT,__text) external _setitimer
00007ff8006ef03c (__TEXT,__text) external _setpgid
00007ff8006f6884 (__TEXT,__text) external _setpriority
00007ff8006ef054 (__TEXT,__text) external _setprivexec
00007ff8006f21df (__TEXT,__text) external _setquota
00007ff8006eda9c (__TEXT,__text) external _setregid
00007ff8006edab4 (__TEXT,__text) external _setreuid
00007ff8006fa8d3 (__TEXT,__text) external _setrlimit
00007ff8006edae4 (__TEXT,__text) external _setsgroups_np
00007ff8006ef06c (__TEXT,__text) external _setsid
00007ff8006ef084 (__TEXT,__text) external _setsockopt
00007ff8006ef09c (__TEXT,__text) external _setuid
00007ff8006edb44 (__TEXT,__text) external _setwgroups_np
00007ff8006ef0b4 (__TEXT,__text) external _setxattr
00007ff8006f6e96 (__TEXT,__text) external _sfi_get_class_offtime
00007ff8006f6eb7 (__TEXT,__text) external _sfi_process_get_flags
00007ff8006f6ea7 (__TEXT,__text) external _sfi_process_set_flags
00007ff8006f6e85 (__TEXT,__text) external _sfi_set_class_offtime
00007ff8006edbbc (__TEXT,__text) external _shm_open
00007ff8006ef0cc (__TEXT,__text) external _shm_unlink
00007ff8006ef0e4 (__TEXT,__text) external _shmat
00007ff8006edbd4 (__TEXT,__text) external _shmctl
00007ff8006ef0fc (__TEXT,__text) external _shmdt
00007ff8006ef114 (__TEXT,__text) external _shmget
00007ff8006edbec (__TEXT,__text) external _shmsys
00007ff8006ef12c (__TEXT,__text) external _shutdown
00007ff8006ef144 (__TEXT,__text) external _sigpending
00007ff8006ef15c (__TEXT,__text) external _sigprocmask
00007ff8006fba1b (__TEXT,__text) external _sigsuspend
00007ff8006fa8de (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8006ef174 (__TEXT,__text) external _socket
00007ff8006ef18c (__TEXT,__text) external _socket_delegate
00007ff8006edc94 (__TEXT,__text) external _socketpair
00007ff8006f670d (__TEXT,__text) external _stackshot_capture_with_config
00007ff8006f66ac (__TEXT,__text) external _stackshot_config_create
00007ff8006f6831 (__TEXT,__text) external _stackshot_config_dealloc
00007ff8006f67e9 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff8006f677b (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff8006f6788 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff8006f67b5 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff8006f66fb (__TEXT,__text) external _stackshot_config_set_flags
00007ff8006f67ce (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff8006f66eb (__TEXT,__text) external _stackshot_config_set_pid
00007ff8006f679d (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8006ef1a4 (__TEXT,__text) external _stat
00007ff8006ef1a4 (__TEXT,__text) external _stat64
00007ff8006ef1bc (__TEXT,__text) external _statfs
00007ff8006ef1bc (__TEXT,__text) external _statfs64
00007ff84008c108 (__DATA,__bss) non-external _supported
00007ff8006ef1d4 (__TEXT,__text) external _swapon
00007ff8006ec3a0 (__TEXT,__text) external _swtch
00007ff8006ec394 (__TEXT,__text) external _swtch_pri
00007ff8006ef1ec (__TEXT,__text) external _symlink
00007ff8006ef204 (__TEXT,__text) external _symlinkat
00007ff8006ef21c (__TEXT,__text) external _sync
00007ff8006edcf4 (__TEXT,__text) external _syscall
00007ff8006ec3ac (__TEXT,__text) external _syscall_thread_switch
00007ff8006f6e74 (__TEXT,__text) external _system_get_sfi_window
00007ff8006ef234 (__TEXT,__text) external _system_override
00007ff8006f6e63 (__TEXT,__text) external _system_set_sfi_window
00007ff80070d4f4 (__TEXT,__text) external _task_assign
00007ff80070d5f3 (__TEXT,__text) external _task_assign_default
00007ff80070af3e (__TEXT,__text) external _task_create
00007ff80070f5a7 (__TEXT,__text) external _task_create_identity_token
00007ff80070f808 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff8006ec1c0 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff80070f4aa (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff8006ec328 (__TEXT,__text) external _task_for_pid
00007ff80070e54f (__TEXT,__text) external _task_generate_corpse
00007ff80070d6e2 (__TEXT,__text) external _task_get_assignment
00007ff80070e9cb (__TEXT,__text) external _task_get_dyld_image_infos
00007ff80070d02e (__TEXT,__text) external _task_get_emulation_vector
00007ff80070f171 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff80070c022 (__TEXT,__text) external _task_get_exception_ports
00007ff80070f8f7 (__TEXT,__text) external _task_get_exception_ports_info
00007ff80070e1d0 (__TEXT,__text) external _task_get_mach_voucher
00007ff80070ba04 (__TEXT,__text) external _task_get_special_port
00007ff80070d9df (__TEXT,__text) external _task_get_state
00007ff80070f6ca (__TEXT,__text) external _task_identity_token_get_task_port
00007ff80070b4ec (__TEXT,__text) external _task_info
00007ff80070efcb (__TEXT,__text) external _task_inspect
00007ff8006ef24c (__TEXT,__text) external _task_inspect_for_pid
00007ff80070e672 (__TEXT,__text) external _task_map_corpse_info
00007ff80070ee7e (__TEXT,__text) external _task_map_corpse_info_64
00007ff80070fe4f (__TEXT,__text) external _task_map_kcdata_object_64
00007ff8006ec31c (__TEXT,__text) external _task_name_for_pid
00007ff80070cde6 (__TEXT,__text) external _task_policy
00007ff80070cadf (__TEXT,__text) external _task_policy_get
00007ff80070c9a4 (__TEXT,__text) external _task_policy_set
00007ff80070e06e (__TEXT,__text) external _task_purgable_info
00007ff8006ef264 (__TEXT,__text) external _task_read_for_pid
00007ff80070ed14 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff80070e7c3 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff80070ec19 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff80070eb1a (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800713fc8 (__TEXT,__text) external _task_restartable_ranges_register
00007ff80071412c (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff80070b91f (__TEXT,__text) external _task_resume
00007ff80070df89 (__TEXT,__text) external _task_resume2
00007ff80070cce9 (__TEXT,__text) external _task_sample
00007ff8006f251c (__TEXT,__text) external _task_self_
00007ff8006ec268 (__TEXT,__text) external _task_self_trap
00007ff80070fc5d (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff80070cf46 (__TEXT,__text) external _task_set_emulation
00007ff80070d175 (__TEXT,__text) external _task_set_emulation_vector
00007ff80070f296 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff80070bf1e (__TEXT,__text) external _task_set_exception_ports
00007ff80070b6d4 (__TEXT,__text) external _task_set_info
00007ff80070e30e (__TEXT,__text) external _task_set_mach_voucher
00007ff80070dd32 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff80070d805 (__TEXT,__text) external _task_set_policy
00007ff8006fd6ee (__TEXT,__text) external _task_set_port_space
00007ff80070d279 (__TEXT,__text) external _task_set_ras_pc
00007ff80070bb42 (__TEXT,__text) external _task_set_special_port
00007ff80070dbc9 (__TEXT,__text) external _task_set_state
00007ff80070b83a (__TEXT,__text) external _task_suspend
00007ff80070de66 (__TEXT,__text) external _task_suspend2
00007ff80070c29f (__TEXT,__text) external _task_swap_exception_ports
00007ff80070e40b (__TEXT,__text) external _task_swap_mach_voucher
00007ff80070b086 (__TEXT,__text) external _task_terminate
00007ff80070fd4c (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff80070fb60 (__TEXT,__text) external _task_test_sync_upcall
00007ff80070b16b (__TEXT,__text) external _task_threads
00007ff80070e8c7 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff80070d361 (__TEXT,__text) external _task_zone_info
00007ff8006f6c4d (__TEXT,__text) external _terminate_with_payload
00007ff8006f6c2e (__TEXT,__text) external _terminate_with_reason
00007ff8007108f1 (__TEXT,__text) external _thread_abort
00007ff8007109d6 (__TEXT,__text) external _thread_abort_safely
00007ff800711c7f (__TEXT,__text) external _thread_assign
00007ff800711d7c (__TEXT,__text) external _thread_assign_default
00007ff800712495 (__TEXT,__text) external _thread_convert_thread_state
00007ff80070bc41 (__TEXT,__text) external _thread_create
00007ff80070bd64 (__TEXT,__text) external _thread_create_running
00007ff800710abb (__TEXT,__text) external _thread_depress_abort
00007ff8006fd7c3 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800711e61 (__TEXT,__text) external _thread_get_assignment
00007ff8007110ed (__TEXT,__text) external _thread_get_exception_ports
00007ff8007126dc (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800712116 (__TEXT,__text) external _thread_get_mach_voucher
00007ff8006f4773 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800710ba0 (__TEXT,__text) external _thread_get_special_port
00007ff8006ec364 (__TEXT,__text) external _thread_get_special_reply_port
00007ff8007103d4 (__TEXT,__text) external _thread_get_state
00007ff800710ddd (__TEXT,__text) external _thread_info
00007ff8006f46a0 (__TEXT,__text) external _thread_policy
00007ff800711889 (__TEXT,__text) external _thread_policy_get
00007ff8006f46e1 (__TEXT,__text) external _thread_policy_set
00007ff80071080c (__TEXT,__text) external _thread_resume
00007ff800711a93 (__TEXT,__text) external _thread_sample
00007ff8006ec25c (__TEXT,__text) external _thread_self_trap
00007ff8006ef27c (__TEXT,__text) external _thread_selfcounts
00007ff800710fe9 (__TEXT,__text) external _thread_set_exception_ports
00007ff800712254 (__TEXT,__text) external _thread_set_mach_voucher
00007ff8006f4722 (__TEXT,__text) external _thread_set_policy
00007ff800710cde (__TEXT,__text) external _thread_set_special_port
00007ff8007105be (__TEXT,__text) external _thread_set_state
00007ff800710727 (__TEXT,__text) external _thread_suspend
00007ff80071136a (__TEXT,__text) external _thread_swap_exception_ports
00007ff800712351 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8006f2429 (__TEXT,__text) external _thread_switch
00007ff80070ff9c (__TEXT,__text) external _thread_terminate
00007ff8006ffbbc (__TEXT,__text) external _thread_wire
00007ff8007155f0 (__TEXT,__const) non-external _times_now
00007ff8006ef294 (__TEXT,__text) external _tracker_action
00007ff8006ef2ac (__TEXT,__text) external _truncate
00007ff8006ef2c4 (__TEXT,__text) external _umask
00007ff8006ef2dc (__TEXT,__text) external _undelete
00007ff8006ef2f4 (__TEXT,__text) external _ungraftdmg
00007ff8006fba2e (__TEXT,__text) external _unlink
00007ff8006f0c52 (__TEXT,__text) external _unlinkat
00007ff8006ef30c (__TEXT,__text) external _unmount
00007ff8006ef324 (__TEXT,__text) external _usrctl
00007ff8006f45d0 (__TEXT,__text) external _utimensat
00007ff8006ef33c (__TEXT,__text) external _utimes
00007ff8006ef354 (__TEXT,__text) external _vfs_purge
00007ff8006fdc50 (__TEXT,__text) external _vm_allocate
00007ff8006ffcbb (__TEXT,__text) external _vm_allocate_cpm
00007ff800713103 (__TEXT,__text) external _vm_behavior_set
00007ff800712e00 (__TEXT,__text) external _vm_copy
00007ff8006fdc7f (__TEXT,__text) external _vm_deallocate
00007ff800712945 (__TEXT,__text) external _vm_inherit
00007ff84008ba38 (__DATA,__common) external _vm_kernel_page_mask
00007ff84008ba40 (__DATA,__common) external _vm_kernel_page_shift
00007ff84008ba30 (__DATA,__common) external _vm_kernel_page_size
00007ff800713371 (__TEXT,__text) external _vm_machine_attribute
00007ff8006fded7 (__TEXT,__text) external _vm_map
00007ff800713616 (__TEXT,__text) external _vm_map_page_query
00007ff800713017 (__TEXT,__text) external _vm_msync
00007ff84008ba48 (__DATA,__common) external _vm_page_mask
00007ff84008ba50 (__DATA,__common) external _vm_page_shift
00007ff84008ba68 (__DATA,__common) external _vm_page_size
00007ff8006ef36c (__TEXT,__text) external _vm_pressure_monitor
00007ff8006fdc84 (__TEXT,__text) external _vm_protect
00007ff8006fe101 (__TEXT,__text) external _vm_purgable_control
00007ff8006fe070 (__TEXT,__text) external _vm_read
00007ff800712b83 (__TEXT,__text) external _vm_read_list
00007ff800712eec (__TEXT,__text) external _vm_read_overwrite
00007ff800713984 (__TEXT,__text) external _vm_region_64
00007ff80071375f (__TEXT,__text) external _vm_region_recurse_64
00007ff8006fdf5e (__TEXT,__text) external _vm_remap
00007ff8006fdfe7 (__TEXT,__text) external _vm_remap_new
00007ff8006ffab6 (__TEXT,__text) external _vm_wire
00007ff800712d02 (__TEXT,__text) external _vm_write
00007ff8006ef45c (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8006ef449 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8006ef476 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8006ef434 (__TEXT,__text) external _voucher_mach_msg_set
00007ff84008ba20 (__DATA,__common) external _vprintf_stderr_func
00007ff8006ede9c (__TEXT,__text) external _wait4
00007ff8006ef384 (__TEXT,__text) external _waitid
00007ff8006edeb4 (__TEXT,__text) external _waitid$NOCANCEL
00007ff8006fc112 (__TEXT,__text) external _work_interval_copy_port
00007ff8006fbbd3 (__TEXT,__text) external _work_interval_create
00007ff8006fbfac (__TEXT,__text) external _work_interval_destroy
00007ff8006fbcae (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8006fbdc3 (__TEXT,__text) external _work_interval_instance_alloc
00007ff8006fbe1a (__TEXT,__text) external _work_interval_instance_clear
00007ff8006fbf44 (__TEXT,__text) external _work_interval_instance_finish
00007ff8006fbe2e (__TEXT,__text) external _work_interval_instance_free
00007ff8006fbe82 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8006fbe64 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8006fbe73 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff8006fbe91 (__TEXT,__text) external _work_interval_instance_get_id
00007ff8006fbe55 (__TEXT,__text) external _work_interval_instance_get_start
00007ff8006fbe96 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff8006fbe50 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8006fbe46 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8006fbe4b (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8006fbe41 (__TEXT,__text) external _work_interval_instance_set_start
00007ff8006fbeb2 (__TEXT,__text) external _work_interval_instance_start
00007ff8006fbef7 (__TEXT,__text) external _work_interval_instance_update
00007ff8006fc084 (__TEXT,__text) external _work_interval_join
00007ff8006fc0cb (__TEXT,__text) external _work_interval_join_port
00007ff8006fc102 (__TEXT,__text) external _work_interval_leave
00007ff8006fbd19 (__TEXT,__text) external _work_interval_notify
00007ff8006fbd88 (__TEXT,__text) external _work_interval_notify_simple
00007ff8006ef39c (__TEXT,__text) external _write
00007ff8006edf14 (__TEXT,__text) external _write$NOCANCEL
00007ff8006ef3b4 (__TEXT,__text) external _writev
00007ff8006edf2c (__TEXT,__text) external _writev$NOCANCEL
