00007ff8434a76e0 (__DATA,__data) non-external _.compoundliteral
00007ff803d6f218 (__TEXT,__text) non-external _decorate_operation
00007ff803d8df88 (__TEXT,__text) non-external _define_combination_filter
00007ff803d8b187 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff84069b500 (__DATA_CONST,__const) non-external _dispatch_table
00007ff803d7a70d (__TEXT,__text) non-external _dump_stack_restore
00007ff803d7a68b (__TEXT,__text) non-external _dump_stack_stash
00007ff803d899a0 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff803d7e2ab (__TEXT,__text) non-external _eliminate_dead_code
00007ff803d8ab0d (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff803d81dd8 (__TEXT,__text) non-external _emit
00007ff803d8841a (__TEXT,__text) non-external _emit_bitmask
00007ff803d834c3 (__TEXT,__text) non-external _emit_buffer
00007ff803d8104e (__TEXT,__text) non-external _emit_instruction
00007ff803d88965 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff803d88383 (__TEXT,__text) non-external _emit_network
00007ff803d88226 (__TEXT,__text) non-external _emit_pattern
00007ff803d875af (__TEXT,__text) non-external _emit_profile
00007ff803d8827a (__TEXT,__text) non-external _emit_regex
00007ff803d87d0d (__TEXT,__text) non-external _emit_string_table
00007ff803d8812a (__TEXT,__text) non-external _emit_string_table_reference
00007ff803d87c4b (__TEXT,__text) non-external _emit_variable_names
00007ff803d8e492 (__TEXT,__text) non-external _enable_profile_flag
00007ff803d81ad1 (__TEXT,__text) non-external _encode_address
00007ff803d7755c (__TEXT,__text) non-external _end_expression
00007ff803d6de20 (__TEXT,__text) non-external _eqv
00007ff803d7de07 (__TEXT,__text) non-external _expand_logical_conditions
00007ff803d8bfe0 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff803d8e6b8 (__TEXT,__text) non-external _extends_builtin
00007ff803d8b66e (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff803d68800 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff84069d880 (__DATA_CONST,__const) non-external _filter_info
00007ff803d6876b (__TEXT,__text) non-external _find_consecutive_cells
00007ff803d6bc81 (__TEXT,__text) non-external _find_slot_in_env
00007ff803d779ad (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff803d8f68d (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff803d67719 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8434b0ac0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff803d6f35b (__TEXT,__text) non-external _gc
00007ff803d6e727 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff803d6e9aa (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff803d931ed (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff803d91410 (__TEXT,__text) non-external _generate_syscallmask
00007ff803d6dcd1 (__TEXT,__text) non-external (was a private external) _gensym
00007ff803d931ca (__TEXT,__text) non-external _gensym.cold.1
00007ff803d68907 (__TEXT,__text) non-external _get_cell
00007ff803d81d78 (__TEXT,__text) non-external _get_current_data_address
00007ff803d6a77c (__TEXT,__text) non-external _inchar
00007ff803d93ae0 (__TEXT,__const) non-external _init_scm
00007ff803d8561c (__TEXT,__text) non-external _inspect_iterate_items
00007ff803d6d896 (__TEXT,__text) non-external _is_any
00007ff803d835ce (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff803d74d02 (__TEXT,__text) non-external (was a private external) _is_character
00007ff803d8365f (__TEXT,__text) non-external (was a private external) _is_closure
00007ff803d83685 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff803d836ab (__TEXT,__text) non-external (was a private external) _is_environment
00007ff803d83638 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff803d8364b (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff803d72706 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff803d8fb00 (__TEXT,__text) non-external _is_implicit_source_name
00007ff803d707e1 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff803d83672 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff803d70dc4 (__TEXT,__text) non-external _is_nonneg
00007ff803d84965 (__TEXT,__text) non-external _is_num_integer
00007ff803d6ddc2 (__TEXT,__text) non-external (was a private external) _is_number
00007ff803d6c8f6 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff803d8360f (__TEXT,__text) non-external (was a private external) _is_port
00007ff803d7a00e (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff803d83625 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff803d83698 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff803d70db0 (__TEXT,__text) non-external (was a private external) _is_string
00007ff803d70fc7 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff803d83417 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff803d707ee (__TEXT,__text) non-external (was a private external) _ivalue
00007ff803d74a68 (__TEXT,__text) non-external _list_cost_estimate
00007ff803d74c54 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff803d6f6bc (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff803d6ba80 (__TEXT,__text) non-external _mk_atom
00007ff803d79eef (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff803d84498 (__TEXT,__text) non-external _mk_empty_string
00007ff803d6eac1 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff803d6eaf8 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff803d726d7 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff803d6f261 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff803d6c6eb (__TEXT,__text) non-external _mk_sharp_const
00007ff803d83282 (__TEXT,__text) non-external _mk_sharp_integer
00007ff803d68b90 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff803d689a0 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff803d685ff (__TEXT,__text) non-external _mk_vector
00007ff803d93256 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff84069e6e0 (__DATA_CONST,__const) non-external _modifier_info
00007ff803d7a048 (__TEXT,__text) non-external _move_to_next_node
00007ff803d8fe55 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff803d7c223 (__TEXT,__text) non-external _negate_instruction
00007ff84069d7e0 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff803d68851 (__TEXT,__text) non-external _new_frame_in_env
00007ff803d68c6a (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff803da3810 (__TEXT,__const) non-external _nfBasicCF
00007ff803d9fc20 (__TEXT,__const) non-external _nfTrieHi
00007ff803da4210 (__TEXT,__const) non-external _nfTrieLo
00007ff803da2630 (__TEXT,__const) non-external _nfTrieMid
00007ff803da0250 (__TEXT,__const) non-external _nfU16InvMasks
00007ff803da0360 (__TEXT,__const) non-external _nfU16Seq2
00007ff803da0f80 (__TEXT,__const) non-external _nfU16Seq3
00007ff803da14c0 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff803da1650 (__TEXT,__const) non-external _nfU32Char
00007ff803da24d0 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff803d6ddd8 (__TEXT,__text) non-external _num_eq
00007ff803d74cbc (__TEXT,__text) non-external _num_ge
00007ff803d79f46 (__TEXT,__text) non-external _num_gt
00007ff803d83470 (__TEXT,__text) non-external _num_le
00007ff803d8342c (__TEXT,__text) non-external _num_lt
00007ff803d8401a (__TEXT,__text) non-external _num_mod
00007ff8431c36c8 (__DATA_DIRTY,__bss) non-external _num_one
00007ff803d83fac (__TEXT,__text) non-external _num_rem
00007ff8431c36b8 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff803d70671 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff803d68a63 (__TEXT,__text) non-external _oblist_add_by_name
00007ff803d689cf (__TEXT,__text) non-external _oblist_find_by_name
00007ff803d775ca (__TEXT,__text) non-external _op_concat
00007ff803d77b00 (__TEXT,__text) non-external _operand_release
00007ff803d8d7e4 (__TEXT,__text) non-external _operation_expand
00007ff84069f160 (__DATA_CONST,__const) non-external _operation_info
00007ff84069eb30 (__DATA_CONST,__const) non-external _operation_names
00007ff803d8da89 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff803d8d07c (__TEXT,__text) non-external _operator_name
00007ff803d7740c (__TEXT,__text) non-external _operator_precedence
00007ff803d6942f (__TEXT,__text) non-external _opexe_0
00007ff803d93279 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff803d9329c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff803d6bd24 (__TEXT,__text) non-external _opexe_1
00007ff803d6c90c (__TEXT,__text) non-external _opexe_2
00007ff803d6d8a4 (__TEXT,__text) non-external _opexe_3
00007ff803d6df94 (__TEXT,__text) non-external _opexe_4
00007ff803d6a970 (__TEXT,__text) non-external _opexe_5
00007ff803d82a3c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff803d70671 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff803d706bf (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff803d7156d (__TEXT,__text) non-external _parse_pattern
00007ff803d8cf36 (__TEXT,__text) non-external _peek_operand
00007ff803d9b300 (__TEXT,__const) non-external _policy_scm
00007ff803d886ad (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff803d889c8 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff803d87bbb (__TEXT,__text) non-external _populate_profile_entry_points
00007ff803d6f8dc (__TEXT,__text) non-external _port_close
00007ff803d837d4 (__TEXT,__text) non-external _port_from_file
00007ff803d68de1 (__TEXT,__text) non-external _port_from_string
00007ff803d70de7 (__TEXT,__text) non-external _port_rep_from_file
00007ff803d881cd (__TEXT,__text) non-external _previously_emitted_condition
00007ff803d88bf8 (__TEXT,__text) non-external _previously_emitted_data
00007ff803d848d9 (__TEXT,__text) non-external _printatom
00007ff803d8451d (__TEXT,__text) non-external _printslashstring
00007ff84069caa0 (__DATA_CONST,__const) non-external _profile_dirs
00007ff803d87b2b (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff803d87b8b (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff803d87b5b (__TEXT,__text) non-external _profile_has_message_filters
00007ff803d7976c (__TEXT,__text) non-external _push_bytes
00007ff803d781ba (__TEXT,__text) non-external _push_byteset
00007ff803d8d010 (__TEXT,__text) non-external _push_byteset_skip
00007ff803d79939 (__TEXT,__text) non-external _push_jne_instr
00007ff803d77454 (__TEXT,__text) non-external _push_literal
00007ff803d79aad (__TEXT,__text) non-external _push_match_sequence_instr
00007ff803d90f1c (__TEXT,__text) non-external _push_match_variable_instr
00007ff803d83240 (__TEXT,__text) non-external _push_nop
00007ff803d83240 (__TEXT,__text) non-external _push_operand
00007ff803d76f3c (__TEXT,__text) non-external _push_operator
00007ff803d91078 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff803d8cf83 (__TEXT,__text) non-external _push_seek
00007ff803d90fc9 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff803d8370a (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff803d836be (__TEXT,__text) non-external (was a private external) _putstr
00007ff803d8483c (__TEXT,__text) non-external _readsharpstrexp
00007ff803d6b9ce (__TEXT,__text) non-external _readstr_upto
00007ff803d84648 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff803d81e6c (__TEXT,__text) non-external _record_condition_data
00007ff803d88ca3 (__TEXT,__text) non-external _record_data_address
00007ff803d79c9f (__TEXT,__text) non-external _regex_quote
00007ff803d8b46f (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff803d8cfc8 (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff803d7f1c7 (__TEXT,__text) non-external _reorder_condition
00007ff803d7f2bc (__TEXT,__text) non-external _reorder_condition_list
00007ff803d8d2b1 (__TEXT,__text) non-external _reorder_policy
00007ff803d74d44 (__TEXT,__text) non-external _reverse
00007ff803d6eec0 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff803d6e985 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff803d6a494 (__TEXT,__text) non-external _s_save
00007ff803d8237c (__TEXT,__text) external _sandbox_apply
00007ff803d82397 (__TEXT,__text) external _sandbox_apply_container
00007ff803d85020 (__TEXT,__text) external _sandbox_compile_entitlements
00007ff803d64fa1 (__TEXT,__text) external _sandbox_compile_file
00007ff803d64f08 (__TEXT,__text) external _sandbox_compile_named
00007ff803d82ead (__TEXT,__text) external _sandbox_compile_string
00007ff803d859b4 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff803d64da0 (__TEXT,__text) external _sandbox_create_params
00007ff803d85db3 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff803d8246c (__TEXT,__text) external _sandbox_free_params
00007ff803d82439 (__TEXT,__text) external _sandbox_free_profile
00007ff803d85163 (__TEXT,__text) external _sandbox_inspect_pid
00007ff803d85265 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff803d859c9 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff803d85e64 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff803d85058 (__TEXT,__text) external _sandbox_register_profile
00007ff803d861fd (__TEXT,__text) external _sandbox_register_sync_root
00007ff803d64e04 (__TEXT,__text) external _sandbox_set_param
00007ff803d852e5 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff803d852fd (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff803d85136 (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff803d850f1 (__TEXT,__text) external _sandbox_unregister_profile
00007ff803d85270 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff803d852cd (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff803d8527f (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff803d85608 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff803d927c1 (__TEXT,__text) non-external _save_condition
00007ff803d8c2fc (__TEXT,__text) non-external _sb_action_iterate
00007ff803d8689b (__TEXT,__text) non-external _sb_annotation_destroy
00007ff803d867b2 (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff803d80e84 (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff803d871a6 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff803d86f73 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff803d87058 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff803d870e0 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff803d86f04 (__TEXT,__text) non-external _sb_bitmask_release
00007ff803d86eb1 (__TEXT,__text) non-external _sb_bitmask_retain
00007ff803d8715c (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff803d87503 (__TEXT,__text) non-external _sb_branch_get_target_instruction
00007ff803d874c5 (__TEXT,__text) non-external _sb_branch_new
00007ff803d67758 (__TEXT,__text) non-external _sb_buffer_alloc
00007ff803d78550 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff803d785ec (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff803d79bd8 (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff803d71b88 (__TEXT,__text) non-external _sb_buffer_release
00007ff803d789c0 (__TEXT,__text) non-external _sb_buffer_retain
00007ff803d871e2 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff803d78597 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff803d77fb6 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff803d89950 (__TEXT,__text) non-external _sb_byteset_copy
00007ff803d78226 (__TEXT,__text) non-external _sb_byteset_get_population
00007ff803d8097c (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff803d7a2ec (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff803d7810e (__TEXT,__text) non-external _sb_byteset_negate
00007ff803d77f77 (__TEXT,__text) non-external _sb_byteset_new
00007ff803d780a9 (__TEXT,__text) non-external _sb_byteset_release
00007ff803d78056 (__TEXT,__text) non-external _sb_byteset_retain
00007ff803d7a438 (__TEXT,__text) non-external _sb_byteset_union
00007ff803d89872 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff803d675fa (__TEXT,__text) non-external _sb_calloc
00007ff803d89c4c (__TEXT,__text) non-external _sb_codepath_extend
00007ff803d89bc5 (__TEXT,__text) non-external _sb_codepath_get_last_branch
00007ff803d89b51 (__TEXT,__text) non-external _sb_codepath_get_last_instruction
00007ff803d89df7 (__TEXT,__text) non-external _sb_codepath_restore_state
00007ff803d89f9a (__TEXT,__text) non-external _sb_condition_bitmask
00007ff803d89f27 (__TEXT,__text) non-external _sb_condition_boolean
00007ff803d74fa9 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff803d82cdb (__TEXT,__text) non-external _sb_condition_constant
00007ff803d7243f (__TEXT,__text) non-external _sb_condition_disjunction
00007ff803d8a963 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff803d8a814 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff803d7d1c8 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff803d75264 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff803d7c4a8 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff803d759e6 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff803d81b5d (__TEXT,__text) non-external _sb_condition_is_integer
00007ff803d8a8fa (__TEXT,__text) non-external _sb_condition_is_network
00007ff803d7d412 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff803d71fc0 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff803d8a888 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff803d7d57d (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff803d7202b (__TEXT,__text) non-external _sb_condition_list_append
00007ff803d7db35 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff803d7d73e (__TEXT,__text) non-external _sb_condition_list_copy
00007ff803d78ab8 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff803d8aa66 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff803d749e2 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff803d804b0 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff803d74b59 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff803d7e103 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff803d705a5 (__TEXT,__text) non-external _sb_condition_list_new
00007ff803d70d0d (__TEXT,__text) non-external _sb_condition_list_release
00007ff803d7d840 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff803d7e8d8 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff803d7c2f4 (__TEXT,__text) non-external _sb_condition_negation
00007ff803d829c7 (__TEXT,__text) non-external _sb_condition_network
00007ff803d71cc6 (__TEXT,__text) non-external _sb_condition_new
00007ff803d77f0a (__TEXT,__text) non-external _sb_condition_pattern
00007ff803d727ea (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff803d722cf (__TEXT,__text) non-external _sb_condition_release
00007ff803d788fd (__TEXT,__text) non-external _sb_condition_string
00007ff803d672e0 (__TEXT,__text) non-external _sb_context_intern_string
00007ff803d709fb (__TEXT,__text) non-external _sb_context_release
00007ff803d7097d (__TEXT,__text) non-external _sb_context_release_modification
00007ff803d671b8 (__TEXT,__text) non-external _sb_context_retain
00007ff803d8aac3 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff803d8b0f0 (__TEXT,__text) non-external _sb_error_fatal
00007ff803d8b378 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff803d8b197 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff803d783fb (__TEXT,__text) non-external _sb_error_new
00007ff84069d6d8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff803d782e5 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff803d8af67 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff803d8b049 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff803d8afc9 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff803d6f291 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff803d71e75 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff8431c36d8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff8431c36e8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff803d71008 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff803d8b883 (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
00007ff803d8b8c0 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff803d7110b (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff803d73a8e (__TEXT,__text) non-external _sb_fsa_copy
00007ff803d738da (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff803d73cde (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff803d7ec39 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff803d7eb30 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff803d86e58 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff803d7a151 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff803d7a532 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff803d7a0ae (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff803d77e74 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff803d73685 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff803d7388e (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff803d86a13 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff803d71a65 (__TEXT,__text) non-external _sb_fsa_release
00007ff803d74810 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff803d719a2 (__TEXT,__text) non-external _sb_fsa_retain
00007ff803d73800 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff803d79f90 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff803d67667 (__TEXT,__text) non-external _sb_hash_compute
00007ff803d8517b (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff803d6795c (__TEXT,__text) non-external _sb_instr_action
00007ff803d7271d (__TEXT,__text) non-external _sb_instr_conditional
00007ff803d8bbdb (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff803d809e1 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff803d7c588 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff803d7bff1 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff803d8bcf4 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff803d8ba2f (__TEXT,__text) non-external _sb_instr_jump
00007ff803d67a35 (__TEXT,__text) non-external _sb_instr_new
00007ff803d67b6e (__TEXT,__text) non-external _sb_instr_release
00007ff803d8b950 (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff803d7c1d8 (__TEXT,__text) non-external _sb_instr_replace
00007ff803d67af6 (__TEXT,__text) non-external _sb_instr_retain
00007ff803d8bac9 (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff803d7c702 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff803d7886b (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff803d7e80a (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff803d676b9 (__TEXT,__text) non-external _sb_malloc
00007ff803d8c26f (__TEXT,__text) non-external _sb_modifier_get_name
00007ff803d75dca (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff803d7080b (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff803d7087c (__TEXT,__text) non-external _sb_modifiers_release
00007ff803d8c4c1 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
00007ff803d8c5a6 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff803d8c38a (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff803d8c46c (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff803d8c142 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff803d8c0b0 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff803d8215a (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff803d7b004 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff803d82273 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff803d80f23 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff803d80fab (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff803d84b03 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff803d933d7 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff803d84b75 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff803d84b89 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
