00000001e9e92fd8 (__DATA,__data) non-external _.compoundliteral
0000000184938190 (__TEXT,__text) non-external (was a private external) _is_port
000000018492e294 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00000001849381a4 (__TEXT,__text) non-external (was a private external) _is_proc
000000018493821c (__TEXT,__text) non-external (was a private external) _is_promise
0000000184924a80 (__TEXT,__text) non-external (was a private external) _is_string
0000000184924cb0 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000184937f54 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000184924414 (__TEXT,__text) non-external (was a private external) _ivalue
0000000184928bec (__TEXT,__text) non-external _list_cost_estimate
0000000184928e04 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000184923280 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
000000018491f3e4 (__TEXT,__text) non-external _mk_atom
000000018492e154 (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000184938f70 (__TEXT,__text) non-external _mk_empty_string
000000018492255c (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00000001849225a4 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000184926760 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000184922e0c (__TEXT,__text) non-external (was a private external) _mk_integer
0000000184920060 (__TEXT,__text) non-external _mk_sharp_const
0000000184937d34 (__TEXT,__text) non-external _mk_sharp_integer
000000018491c644 (__TEXT,__text) non-external (was a private external) _mk_string
000000018491c408 (__TEXT,__text) non-external (was a private external) _mk_symbol
000000018491c020 (__TEXT,__text) non-external _mk_vector
00000001849485d0 (__TEXT,__text) non-external _mk_vector.cold.1
00000001e6049fc8 (__DATA_CONST,__const) non-external _modifier_info
000000018492e2e4 (__TEXT,__text) non-external _move_to_next_node
0000000184944928 (__TEXT,__text) non-external _msgfilter_free_callback
00000001849306d4 (__TEXT,__text) non-external _negate_instruction
00000001e6049208 (__DATA_CONST,__const) non-external _network_filter_constants
000000018491c2a8 (__TEXT,__text) non-external _new_frame_in_env
000000018491c744 (__TEXT,__text) non-external _new_slot_spec_in_env
000000018495949c (__TEXT,__const) non-external _nfBasicCF
00000001849558dc (__TEXT,__const) non-external _nfTrieHi
0000000184959e9c (__TEXT,__const) non-external _nfTrieLo
00000001849582bc (__TEXT,__const) non-external _nfTrieMid
0000000184955f08 (__TEXT,__const) non-external _nfU16InvMasks
0000000184956010 (__TEXT,__const) non-external _nfU16Seq2
0000000184956c24 (__TEXT,__const) non-external _nfU16Seq3
0000000184957158 (__TEXT,__const) non-external _nfU16SeqMisc
00000001849572e4 (__TEXT,__const) non-external _nfU32Char
0000000184958160 (__TEXT,__const) non-external _nfU32SeqMisc
0000000184921800 (__TEXT,__text) non-external _num_eq
0000000184928e80 (__TEXT,__text) non-external _num_ge
000000018492e1b8 (__TEXT,__text) non-external _num_gt
0000000184937fb0 (__TEXT,__text) non-external _num_le
0000000184937f68 (__TEXT,__text) non-external _num_lt
0000000184938b28 (__TEXT,__text) non-external _num_mod
00000001ec7e5c30 (__DATA_DIRTY,__bss) non-external _num_one
0000000184938ab8 (__TEXT,__text) non-external _num_rem
00000001ec7e5c40 (__DATA_DIRTY,__bss) non-external _num_zero
000000018492426c (__TEXT,__text) non-external (was a private external) _objvalue
000000018491c518 (__TEXT,__text) non-external _oblist_add_by_name
000000018491c460 (__TEXT,__text) non-external _oblist_find_by_name
000000018492b630 (__TEXT,__text) non-external _op_concat
000000018492bb50 (__TEXT,__text) non-external _operand_release
0000000184945a94 (__TEXT,__text) non-external _operation_expand
00000001e604a8f0 (__DATA_CONST,__const) non-external _operation_info
00000001e604a2a8 (__DATA_CONST,__const) non-external _operation_names
00000001849458a4 (__TEXT,__text) non-external _operations_allowed_by_default
0000000184941e08 (__TEXT,__text) non-external _operator_name
000000018492b41c (__TEXT,__text) non-external _operator_precedence
000000018491cec8 (__TEXT,__text) non-external _opexe_0
00000001849485fc (__TEXT,__text) non-external _opexe_0.cold.1
0000000184948628 (__TEXT,__text) non-external _opexe_0.cold.2
000000018491f6a4 (__TEXT,__text) non-external _opexe_1
00000001849202b4 (__TEXT,__text) non-external _opexe_2
0000000184921210 (__TEXT,__text) non-external _opexe_3
00000001849219d8 (__TEXT,__text) non-external _opexe_4
000000018491e370 (__TEXT,__text) non-external _opexe_5
0000000184937388 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
000000018492426c (__TEXT,__text) non-external (was a private external) _pair_car
00000001849242d0 (__TEXT,__text) non-external (was a private external) _pair_cdr
00000001849253e4 (__TEXT,__text) non-external _parse_pattern
0000000184941c7c (__TEXT,__text) non-external _peek_operand
0000000184950d79 (__TEXT,__const) non-external _policy_scm
000000018493cfd0 (__TEXT,__text) non-external _populate_modifier_descriptor
000000018493d310 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
000000018493c3ac (__TEXT,__text) non-external _populate_profile_entry_points
00000001849234a8 (__TEXT,__text) non-external _port_close
000000018493838c (__TEXT,__text) non-external _port_from_file
000000018491c8bc (__TEXT,__text) non-external _port_from_string
0000000184924ac4 (__TEXT,__text) non-external _port_rep_from_file
000000018493ca40 (__TEXT,__text) non-external _previously_emitted_condition
000000018493d58c (__TEXT,__text) non-external _previously_emitted_data
0000000184939438 (__TEXT,__text) non-external _printatom
0000000184939004 (__TEXT,__text) non-external _printslashstring
00000001e6048e70 (__DATA_CONST,__const) non-external _profile_dirs
000000018493c2e0 (__TEXT,__text) non-external _profile_has_autobox_actions
000000018493c368 (__TEXT,__text) non-external _profile_has_mach_message_filters
000000018493c324 (__TEXT,__text) non-external _profile_has_message_filters
000000018492d9dc (__TEXT,__text) non-external _push_bytes
000000018492c3cc (__TEXT,__text) non-external _push_byteset
0000000184941db4 (__TEXT,__text) non-external _push_byteset_skip
000000018492db44 (__TEXT,__text) non-external _push_jne_instr
000000018492b46c (__TEXT,__text) non-external _push_literal
000000018492dcec (__TEXT,__text) non-external _push_match_sequence_instr
00000001849460bc (__TEXT,__text) non-external _push_match_variable_instr
0000000184941ce0 (__TEXT,__text) non-external _push_operand
000000018492afe4 (__TEXT,__text) non-external _push_operator
0000000184946258 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
000000018494617c (__TEXT,__text) non-external _push_seek_byte_instr
0000000184938294 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000184938244 (__TEXT,__text) non-external (was a private external) _putstr
000000018493938c (__TEXT,__text) non-external _readsharpstrexp
000000018491f314 (__TEXT,__text) non-external _readstr_upto
000000018493913c (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00000001849367bc (__TEXT,__text) non-external _record_condition_data
000000018493d658 (__TEXT,__text) non-external _record_data_address
000000018493c208 (__TEXT,__text) non-external _record_enabled_profile_flags
000000018492def4 (__TEXT,__text) non-external _regex_quote
0000000184941e7c (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
0000000184941d40 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000184933990 (__TEXT,__text) non-external _reorder_condition
0000000184933b68 (__TEXT,__text) non-external _reorder_condition_list
00000001849420c0 (__TEXT,__text) non-external _reorder_policy
0000000184928f08 (__TEXT,__text) non-external _reverse
0000000184922a00 (__TEXT,__text) non-external (was a private external) _s_cons
00000001849223cc (__TEXT,__text) non-external (was a private external) _s_immutable_cons
000000018491de20 (__TEXT,__text) non-external _s_save
0000000184936d20 (__TEXT,__text) external _sandbox_apply
0000000184936d28 (__TEXT,__text) external _sandbox_apply_container
0000000184939cc8 (__TEXT,__text) external _sandbox_compile_entitlements
0000000184918a80 (__TEXT,__text) external _sandbox_compile_file
00000001849189cc (__TEXT,__text) external _sandbox_compile_named
0000000184937930 (__TEXT,__text) external _sandbox_compile_string
000000018493a668 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000184918848 (__TEXT,__text) external _sandbox_create_params
000000018493ab04 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000184936e20 (__TEXT,__text) external _sandbox_free_params
0000000184936dd4 (__TEXT,__text) external _sandbox_free_profile
0000000184939e24 (__TEXT,__text) external _sandbox_inspect_pid
0000000184939f28 (__TEXT,__text) external _sandbox_inspect_smemory
000000018493a678 (__TEXT,__text) external _sandbox_prepare_user_home_mount
000000018493abd0 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000184939ce8 (__TEXT,__text) external _sandbox_register_profile
000000018493afa8 (__TEXT,__text) external _sandbox_register_sync_root
00000001849188c4 (__TEXT,__text) external _sandbox_set_param
0000000184939fc4 (__TEXT,__text) external _sandbox_set_user_state_item
0000000184939fd8 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000184939dec (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000184939d98 (__TEXT,__text) external _sandbox_unregister_profile
0000000184939f30 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000184939f98 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000184939f38 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
000000018493a2c0 (__TEXT,__text) external _sandbox_user_state_iterate_items
0000000184947a3c (__TEXT,__text) non-external _save_condition
0000000184940f78 (__TEXT,__text) non-external _sb_action_iterate
000000018493b394 (__TEXT,__text) non-external _sb_annotation_destroy
000000018493577c (__TEXT,__text) non-external _sb_annotation_set_integer
000000018493be4c (__TEXT,__text) non-external _sb_bitmask_clear_bit
000000018493bb80 (__TEXT,__text) non-external _sb_bitmask_create_empty
000000018493bc8c (__TEXT,__text) non-external _sb_bitmask_get_hash
000000018493bd4c (__TEXT,__text) non-external _sb_bitmask_iterate_set
000000018493bae8 (__TEXT,__text) non-external _sb_bitmask_release
000000018493ba80 (__TEXT,__text) non-external _sb_bitmask_retain
000000018493bde0 (__TEXT,__text) non-external _sb_bitmask_set_bit
000000018491b210 (__TEXT,__text) non-external _sb_buffer_alloc
000000018492c6b4 (__TEXT,__text) non-external _sb_buffer_get_byte_count
000000018492c74c (__TEXT,__text) non-external _sb_buffer_get_hash
000000018492de20 (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000184925a28 (__TEXT,__text) non-external _sb_buffer_release
000000018492cbcc (__TEXT,__text) non-external _sb_buffer_retain
000000018493bea4 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
000000018492c6fc (__TEXT,__text) non-external _sb_buffer_with_data_pointer
000000018492c150 (__TEXT,__text) non-external _sb_byteset_add_byte
000000018493e4a8 (__TEXT,__text) non-external _sb_byteset_copy
000000018492c420 (__TEXT,__text) non-external _sb_byteset_get_population
00000001849351c8 (__TEXT,__text) non-external _sb_byteset_is_equivalent
000000018492e5e8 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
000000018492c304 (__TEXT,__text) non-external _sb_byteset_negate
000000018492c0e8 (__TEXT,__text) non-external _sb_byteset_new
000000018492c280 (__TEXT,__text) non-external _sb_byteset_release
000000018492c218 (__TEXT,__text) non-external _sb_byteset_retain
000000018492e734 (__TEXT,__text) non-external _sb_byteset_union
000000018493e3ac (__TEXT,__text) non-external _sb_byteset_with_range
000000018493b224 (__TEXT,__text) non-external _sb_calloc_typed
000000018493e8e8 (__TEXT,__text) non-external _sb_condition_bitmask
000000018493e854 (__TEXT,__text) non-external _sb_condition_boolean
0000000184929170 (__TEXT,__text) non-external _sb_condition_conjunction
0000000184937714 (__TEXT,__text) non-external _sb_condition_constant
0000000184926474 (__TEXT,__text) non-external _sb_condition_disjunction
000000018493f494 (__TEXT,__text) non-external _sb_condition_is_bitmask
000000018493f2fc (__TEXT,__text) non-external _sb_condition_is_boolean
0000000184931604 (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000184929464 (__TEXT,__text) non-external _sb_condition_is_contrary
00000001849308f8 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000184929cb0 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000184936434 (__TEXT,__text) non-external _sb_condition_is_integer
000000018493f40c (__TEXT,__text) non-external _sb_condition_is_network
0000000184931878 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000184925f80 (__TEXT,__text) non-external _sb_condition_is_regex
000000018493f384 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
0000000184931a18 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000184926008 (__TEXT,__text) non-external _sb_condition_list_append
0000000184931fd4 (__TEXT,__text) non-external _sb_condition_list_contains_condition
0000000184931c14 (__TEXT,__text) non-external _sb_condition_list_copy
000000018492cccc (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
000000018493f5d0 (__TEXT,__text) non-external _sb_condition_list_filter
0000000184928b40 (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000184934cc4 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000184928ce8 (__TEXT,__text) non-external _sb_condition_list_iterate
0000000184932644 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000184924148 (__TEXT,__text) non-external _sb_condition_list_new
000000018492499c (__TEXT,__text) non-external _sb_condition_list_release
0000000184931d64 (__TEXT,__text) non-external _sb_condition_list_remove
0000000184932f5c (__TEXT,__text) non-external _sb_condition_matches_subset
00000001849307d0 (__TEXT,__text) non-external _sb_condition_negation
00000001849372f4 (__TEXT,__text) non-external _sb_condition_network
0000000184925b90 (__TEXT,__text) non-external _sb_condition_new
000000018492c058 (__TEXT,__text) non-external _sb_condition_pattern
00000001849268ac (__TEXT,__text) non-external _sb_condition_pattern_path
00000001849262dc (__TEXT,__text) non-external _sb_condition_release
0000000184925ef0 (__TEXT,__text) non-external _sb_condition_set_source_info
000000018492cae0 (__TEXT,__text) non-external _sb_condition_string
000000018491ae24 (__TEXT,__text) non-external _sb_context_intern_string
000000018492467c (__TEXT,__text) non-external _sb_context_release
00000001849245d4 (__TEXT,__text) non-external _sb_context_release_modification
000000018491ad00 (__TEXT,__text) non-external _sb_context_retain
000000018493f874 (__TEXT,__text) non-external _sb_context_retain_modification
000000018493fefc (__TEXT,__text) non-external _sb_error_fatal
00000001849400e4 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
000000018493ff48 (__TEXT,__text) non-external _sb_error_for_instruction
000000018492c554 (__TEXT,__text) non-external _sb_error_new
00000001e60491c8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
000000018492c4a8 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
000000018493fdc4 (__TEXT,__text) non-external _sb_error_set_with_description
000000018493fed0 (__TEXT,__text) non-external _sb_error_set_with_format
000000018493fe30 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000184922e4c (__TEXT,__text) non-external _sb_filter_accepts_type
0000000184925d58 (__TEXT,__text) non-external _sb_filter_has_dependency
00000001ec7e5c20 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001ec7e5c18 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000184924d10 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00000001849403cc (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
0000000184924e3c (__TEXT,__text) non-external _sb_fsa_acceptor
0000000184927a90 (__TEXT,__text) non-external _sb_fsa_copy
00000001849278b8 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000184927d54 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000184933314 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00000001849331d8 (__TEXT,__text) non-external _sb_fsa_matches_subset
000000018493ba24 (__TEXT,__text) non-external _sb_fsa_may_backtrack
000000018492e41c (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
000000018492e858 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
000000018492e358 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
000000018492bf94 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
000000018492764c (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
0000000184927860 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
000000018493b550 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00000001849258e4 (__TEXT,__text) non-external _sb_fsa_release
0000000184928948 (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000184925800 (__TEXT,__text) non-external _sb_fsa_retain
00000001849277d4 (__TEXT,__text) non-external _sb_fsa_retain_indegree
000000018492e1fc (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
000000018491b148 (__TEXT,__text) non-external _sb_hash_compute
0000000184939e38 (__TEXT,__text) non-external _sb_inspect_subsystem
000000018491b348 (__TEXT,__text) non-external _sb_instr_action
00000001849267b0 (__TEXT,__text) non-external _sb_instr_conditional
000000018493523c (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00000001849309f4 (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000184930444 (__TEXT,__text) non-external _sb_instr_is_equivalent
00000001849406b0 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
000000018491b450 (__TEXT,__text) non-external _sb_instr_new
000000018491b5ac (__TEXT,__text) non-external _sb_instr_release
0000000184940464 (__TEXT,__text) non-external _sb_instr_release_tracking
0000000184930670 (__TEXT,__text) non-external _sb_instr_replace
000000018491b51c (__TEXT,__text) non-external _sb_instr_retain
0000000184940564 (__TEXT,__text) non-external _sb_instr_retain_tracking
0000000184930b84 (__TEXT,__text) non-external _sb_instr_set_condition
000000018492ca18 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000184932e40 (__TEXT,__text) non-external _sb_instr_set_true_branch
000000018493b134 (__TEXT,__text) non-external _sb_malloc_typed
000000018492a0d4 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000184924430 (__TEXT,__text) non-external _sb_modifiers_iterate
00000001849244c0 (__TEXT,__text) non-external _sb_modifiers_release
0000000184940d34 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
0000000184940dfc (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
0000000184940c78 (__TEXT,__text) non-external _sb_msgfilter_release
0000000184936ae8 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
000000018492f430 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000184936bdc (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000184935828 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00000001849358d4 (__TEXT,__text) non-external _sb_mutable_buffer_write
00000001849396e4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00000001849487b4 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000184939784 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000184939794 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
000000018493978c (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000184939668 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00000001849394fc (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00000001849399b8 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000184948874 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00000001849488a0 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000184939b18 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000184939ae4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00000001849399a0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
000000018493959c (__TEXT,__text) non-external _sb_packbuff_realloc
0000000184939844 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000184948848 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000184939bf0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
000000018493991c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00000001849397d4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
000000018492c8e8 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000184925868 (__TEXT,__text) non-external _sb_pattern_new
0000000184924d70 (__TEXT,__text) non-external _sb_pattern_prefix
000000018492a2dc (__TEXT,__text) non-external _sb_pattern_regex
0000000184925e28 (__TEXT,__text) non-external _sb_pattern_release
0000000184925dc0 (__TEXT,__text) non-external _sb_pattern_retain
000000018492d0d4 (__TEXT,__text) non-external _sb_pattern_serialize
0000000184947f38 (__TEXT,__text) non-external _sb_pattern_var_release
0000000184947ed0 (__TEXT,__text) non-external _sb_pattern_var_retain
000000018494804c (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
0000000184948270 (__TEXT,__text) non-external _sb_pattern_varset_enter
00000001849483e0 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000184937824 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000184937758 (__TEXT,__text) non-external _sb_pattern_varset_retain
00000001849418bc (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000184941860 (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000184941918 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
000000018494149c (__TEXT,__text) non-external _sb_policy_new
00000001849416e0 (__TEXT,__text) non-external _sb_policy_release
000000018494179c (__TEXT,__text) non-external _sb_policy_set_entry_point
00000001849419b4 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
000000018492f304 (__TEXT,__text) non-external _sb_profile_release
00000001849377c0 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
000000018493794c (__TEXT,__text) non-external _sb_program_add_source_buffer
000000018491b2a8 (__TEXT,__text) non-external _sb_program_source_alloc
000000018493b1a4 (__TEXT,__text) non-external _sb_realloc_typed
000000018492c794 (__TEXT,__text) non-external _sb_regex_release
000000018492f094 (__TEXT,__text) non-external _sb_sbpl_parser_release
000000018493d764 (__TEXT,__text) non-external _sb_stringtable_enter
000000018493c178 (__TEXT,__text) non-external _sb_stringtable_release
000000018492c674 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000184926b14 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
000000018491ad68 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
0000000184946b9c (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
000000018492c854 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
0000000184941234 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
000000018493fa18 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00000001849322d8 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00000001849422a4 (__TEXT,__text) non-external _sb_transform_reorder_profile
00000001849422f8 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
0000000184947e54 (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
000000018492fde4 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00000001849463a0 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
000000018492ef48 (__TEXT,__text) non-external _sb_visitor_has_visited
000000018492ebbc (__TEXT,__text) non-external _sb_visitor_new
000000018492eff0 (__TEXT,__text) non-external _sb_visitor_release
00000001849484a0 (__TEXT,__text) non-external _sb_warn
0000000184953f2d (__TEXT,__const) non-external _sbpl1_scm
0000000184954e3f (__TEXT,__const) non-external _sbpl2_scm
00000001849553b5 (__TEXT,__const) non-external _sbpl3_scm
0000000184944950 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
0000000184943db0 (__TEXT,__text) non-external _sbpl_extends_builtin
0000000184943c58 (__TEXT,__text) non-external _sbpl_filter_eqv
0000000184944830 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000184943b0c (__TEXT,__text) non-external _sbpl_operation_eqv
000000018494d3ed (__TEXT,__const) non-external _sbpl_scm
0000000184938308 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000184948578 (__TEXT,__text) non-external _scheme_backtrace.cold.1
000000018492e9a0 (__TEXT,__text) non-external (was a private external) _scheme_call
00000001849224d4 (__TEXT,__text) non-external (was a private external) _scheme_define
000000018492f164 (__TEXT,__text) non-external (was a private external) _scheme_deinit
000000018491bdd4 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
0000000184938540 (__TEXT,__text) non-external (was a private external) _scheme_error
00000001849388b0 (__TEXT,__text) non-external (was a private external) _scheme_errorf
00000001849382d0 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
000000018492e14c (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000184938188 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000184938180 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
0000000184938168 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
000000018492e954 (__TEXT,__text) non-external (was a private external) _scheme_global
000000018491b80c (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
000000018491b79c (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000184922c0c (__TEXT,__text) non-external (was a private external) _scheme_load_file
000000018491c97c (__TEXT,__text) non-external (was a private external) _scheme_load_string
000000018492337c (__TEXT,__text) non-external (was a private external) _scheme_push_string
0000000184938920 (__TEXT,__text) non-external (was a private external) _scheme_quit
000000018491c950 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
000000018491c888 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
000000018491c890 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00000001849383dc (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000184927fdc (__TEXT,__text) non-external _shallow_copy_node
0000000184932b74 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000184934b74 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
000000018491c6b4 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
