00007ff8400abdb0 (__DATA,__data) non-external _C
00007ff800b5db2d (__TEXT,__text) external _mpool_put
00007ff800b5db8c (__TEXT,__text) external _mpool_sync
00007ff800b5dbf7 (__TEXT,__text) non-external _mpool_write
00007ff800b67b25 (__TEXT,__text) external _mrand48
00007ff800b56084 (__TEXT,__text) non-external _mswap
00007ff800b4b43c (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff800bb2ad9 (__TEXT,__text) external _nanosleep
00007ff800b4f7e6 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff8400adee0 (__DATA,__bss) non-external _new_categories
00007ff800b53a75 (__TEXT,__text) external _new_printf_comp
00007ff800b53dac (__TEXT,__text) external _new_printf_domain
00007ff800b52399 (__TEXT,__text) external _newlocale
00007ff8400acd10 (__DATA,__data) non-external _next
00007ff800b6487e (__TEXT,__text) non-external _nextcomp
00007ff8400adde0 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff8400ade00 (__DATA,__bss) non-external _nextcomp.state
00007ff800b71087 (__TEXT,__text) external _nextwctype
00007ff800b70f45 (__TEXT,__text) external _nextwctype_l
00007ff800b4fe28 (__TEXT,__text) external _nftw
00007ff800b67b54 (__TEXT,__text) external _nice
00007ff800b71508 (__TEXT,__text) external _nl_langinfo
00007ff800b710b0 (__TEXT,__text) external _nl_langinfo_l
00007ff8400aded0 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800bb7fc0 (__TEXT,__const) non-external _noarg
00007ff800bb7a7c (__TEXT,__const) non-external _nogrouping
00007ff8400acce4 (__DATA,__data) non-external _nonopt_end
00007ff8400acce8 (__DATA,__data) non-external _nonopt_start
00007ff800b67bd4 (__TEXT,__text) external _nrand48
00007ff800b5772a (__TEXT,__text) non-external _nroot
00007ff8400ac548 (__DATA,__data) non-external _numempty
00007ff800bb7620 (__TEXT,__const) non-external _nv
00007ff800b6bde3 (__TEXT,__text) external _nvis
00007ff800b8eec6 (__TEXT,__text) external _offtime
00007ff840076be0 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800b7510d (__TEXT,__text) external _open_memstream
00007ff800b52e6c (__TEXT,__text) external _open_with_subsystem
00007ff800b8cc3c (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff800b67c1c (__TEXT,__text) external _opendir
00007ff800b681c1 (__TEXT,__text) non-external _opendir_compar
00007ff8400b8bb0 (__DATA,__common) external _optarg
00007ff8400accd0 (__DATA,__data) external _opterr
00007ff8400accd4 (__DATA,__data) external _optind
00007ff8400b8bac (__DATA,__common) external _optopt
00007ff8400b8ba8 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff800b4b194 (__TEXT,__text) non-external _overflow
00007ff8400addc0 (__DATA,__bss) non-external _p5s
00007ff800bb7b20 (__TEXT,__const) non-external _padchar
00007ff8400adbfa (__DATA,__bss) non-external _parse_error
00007ff800b97870 (__TEXT,__text) non-external _parse_long_options
00007ff8400adbf8 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff800bb29ac (__TEXT,__text) external _pause
00007ff800b681d9 (__TEXT,__text) external _pause$NOCANCEL
00007ff800b6855d (__TEXT,__text) external _pclose
00007ff800b977d2 (__TEXT,__text) non-external _permute_args
00007ff800bb55e1 (__TEXT,__text) external _perror
00007ff8400ade40 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff8400accf0 (__DATA,__data) non-external _place
00007ff800b68204 (__TEXT,__text) external _popen
00007ff800bb2ef5 (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800b8f326 (__TEXT,__text) external _posix2time
00007ff800b9ec33 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff800b554ac (__TEXT,__text) external _posix_spawnp
00007ff800bb6c70 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff800bb69c0 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff800bb6590 (__TEXT,__const) non-external _powersOf10_Float
00007ff800bb6350 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800b7c3b3 (__TEXT,__text) external _printf
00007ff800b7c485 (__TEXT,__text) external _printf_l
00007ff800b6460d (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff800b6864e (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800b9ec64 (__TEXT,__text) external _ptsname
00007ff800bb46c7 (__TEXT,__text) non-external _ptsname.cold.1
00007ff800bb5afc (__TEXT,__text) non-external _ptsname.cold.2
00007ff8400b8a90 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff8400b8a88 (__DATA,__bss) non-external _ptsname_once
00007ff800b9ecfd (__TEXT,__text) non-external _ptsname_once_init
00007ff800bb5afc (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800b9ed23 (__TEXT,__text) external _ptsname_r
00007ff800b7c538 (__TEXT,__text) external _putc
00007ff800b7c59f (__TEXT,__text) external _putc_unlocked
00007ff800b7c5d3 (__TEXT,__text) external _putchar
00007ff800b7c641 (__TEXT,__text) external _putchar_unlocked
00007ff800b98cbf (__TEXT,__text) external _putenv
00007ff800b5c7ab (__TEXT,__text) non-external _putpair
00007ff800b7c67f (__TEXT,__text) external _puts
00007ff800b7c74f (__TEXT,__text) external _putw
00007ff800b7c7b1 (__TEXT,__text) external _putwc
00007ff800b7c7d9 (__TEXT,__text) external _putwc_l
00007ff800b7c7e3 (__TEXT,__text) external _putwchar
00007ff800b7c815 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff800b98d43 (__TEXT,__text) external _qsort
00007ff800b9f2fa (__TEXT,__text) external _qsort_b
00007ff800b9975d (__TEXT,__text) external _qsort_r
00007ff800b52bce (__TEXT,__text) external _querylocale
00007ff800bb7230 (__TEXT,__const) non-external _querylocale_mapping
00007ff800ba4fe4 (__TEXT,__text) external _quick_exit
00007ff800b9ab34 (__TEXT,__text) non-external _r_sort_a
00007ff8400b8a5c (__DATA,__bss) non-external _r_sort_a.bmin
00007ff8400b8a50 (__DATA,__bss) non-external _r_sort_a.count
00007ff8400b8a58 (__DATA,__bss) non-external _r_sort_a.nc
00007ff8400b8a60 (__DATA,__bss) non-external _r_sort_a_count
00007ff800b9b9d5 (__TEXT,__text) non-external _r_sort_b
00007ff8400b8a7c (__DATA,__bss) non-external _r_sort_b.bmin
00007ff8400b8a70 (__DATA,__bss) non-external _r_sort_b.count
00007ff8400b8a78 (__DATA,__bss) non-external _r_sort_b.nc
00007ff8400b8a68 (__DATA,__bss) non-external _r_sort_b_count
00007ff800b9bdcf (__TEXT,__text) non-external _r_sort_count_allocate
00007ff8400acd00 (__DATA,__data) non-external _r_sort_count_control
00007ff800b9a216 (__TEXT,__text) external _radixsort
00007ff800b549b7 (__TEXT,__text) external _raise
00007ff800b9be6a (__TEXT,__text) external _rand
00007ff8400acd2c (__DATA,__data) non-external _rand_deg
00007ff800b9be18 (__TEXT,__text) external _rand_r
00007ff8400acd30 (__DATA,__data) non-external _rand_sep
00007ff8400acd28 (__DATA,__data) non-external _rand_type
00007ff800b9c017 (__TEXT,__text) external _random
00007ff8400acd50 (__DATA,__data) non-external _randtbl
00007ff800b650e6 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff800ba6602 (__TEXT,__text) external _rb_tree_count
00007ff800ba601a (__TEXT,__text) external _rb_tree_find_node
00007ff800ba6077 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff800ba60e8 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff800ba6000 (__TEXT,__text) external _rb_tree_init
00007ff800ba6159 (__TEXT,__text) external _rb_tree_insert_node
00007ff800ba658e (__TEXT,__text) external _rb_tree_iterate
00007ff800ba66b4 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff800ba6326 (__TEXT,__text) external _rb_tree_remove_node
00007ff800ba6614 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800bb8120 (__TEXT,__const) non-external _rcsid
00007ff800bb81a1 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800b6885a (__TEXT,__text) external _readdir
00007ff800b68890 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff800b9c3a4 (__TEXT,__text) external _realpath
00007ff800bb345c (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8400b8ab0 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8400b8ab4 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff8400b8a80 (__DATA,__bss) non-external _realpath.rootdev
00007ff8400b8a84 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800b5e014 (__TEXT,__text) non-external _rec_rdelete
00007ff800bb7f70 (__TEXT,__const) non-external _recargchar
00007ff800bb7ff0 (__TEXT,__const) non-external _recargstring
00007ff800bb2c6f (__TEXT,__text) external _recv
00007ff800b75632 (__TEXT,__text) external _recv$NOCANCEL
00007ff800ba6a02 (__TEXT,__text) external _regcomp
00007ff800ba69a7 (__TEXT,__text) external _regcomp_l
00007ff800bb575b (__TEXT,__text) external _regerror
00007ff800ba70a2 (__TEXT,__text) external _regexec
00007ff800ba6b27 (__TEXT,__text) external _regfree
00007ff800b53dff (__TEXT,__text) external _register_printf_domain_function
00007ff800b53ed3 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800b53fac (__TEXT,__text) external _register_printf_domain_render_std
00007ff800ba697f (__TEXT,__text) external _regncomp
00007ff800ba67df (__TEXT,__text) external _regncomp_l
00007ff800ba6e8f (__TEXT,__text) external _regnexec
00007ff800ba6ad5 (__TEXT,__text) external _regwcomp
00007ff800ba6a81 (__TEXT,__text) external _regwcomp_l
00007ff800ba70f1 (__TEXT,__text) external _regwexec
00007ff800ba6a59 (__TEXT,__text) external _regwncomp
00007ff800ba6a2a (__TEXT,__text) external _regwncomp_l
00007ff800ba70bc (__TEXT,__text) external _regwnexec
00007ff800bb7ac0 (__TEXT,__const) non-external _reltable.__get_locale_env
00007ff800b7ca04 (__TEXT,__text) external _remove
00007ff800b9cb82 (__TEXT,__text) external _remque
00007ff840077610 (__DATA_CONST,__const) non-external _rerrs
00007ff800b7ca7f (__TEXT,__text) external _rewind
00007ff800b68934 (__TEXT,__text) external _rewinddir
00007ff800b930d4 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8400addc8 (__DATA,__bss) non-external _rng
00007ff800b7a7db (__TEXT,__text) external _rpmatch
00007ff8400acd40 (__DATA,__data) non-external _rptr
00007ff800b799c3 (__TEXT,__text) non-external _sappend
00007ff8400adfc0 (__DATA,__bss) non-external _saved_categories
00007ff800b48878 (__TEXT,__text) external _sbrk
00007ff8400adbd8 (__DATA,__bss) non-external _sbrk_curbrk
00007ff8400adbd0 (__DATA,__bss) non-external _sbrk_needs_init
00007ff8400ab6e0 (__DATA,__data) non-external _sbrk_region_size
00007ff800b6899e (__TEXT,__text) external _scandir
00007ff800ba0f3a (__TEXT,__text) external _scandir_b
00007ff800b7cb09 (__TEXT,__text) external _scanf
00007ff800b7cc03 (__TEXT,__text) external _scanf_l
00007ff800bb75c0 (__TEXT,__const) non-external _sccsid
00007ff800bb75f0 (__TEXT,__const) non-external _sccsid
00007ff800b68b8c (__TEXT,__text) external _seed48
00007ff8400ade74 (__DATA,__bss) non-external _seed48.sseed
00007ff800b68bf3 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff800bb2c7f (__TEXT,__text) external _send
00007ff800b75642 (__TEXT,__text) external _send$NOCANCEL
00007ff800bb80e0 (__TEXT,__const) non-external _seps
00007ff8400adc58 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff800b7cd0f (__TEXT,__text) external _setbuf
00007ff800b7cd28 (__TEXT,__text) external _setbuffer
00007ff800b9d3f5 (__TEXT,__text) external _setenv
00007ff800b55cf0 (__TEXT,__text) external _sethostid
00007ff800b68c2c (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff800b7cd41 (__TEXT,__text) external _setlinebuf
00007ff800b71a80 (__TEXT,__text) external _setlocale
00007ff800b68d94 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff800b55d4d (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff800b69471 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff800b55d78 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800b55d87 (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff800b9c2f1 (__TEXT,__text) external _setstate
00007ff800b55834 (__TEXT,__text) external _settimeofday
00007ff800b4eb98 (__TEXT,__text) external _setttyent
00007ff800b8e3a1 (__TEXT,__text) non-external _settzname
00007ff800b4f677 (__TEXT,__text) external _setusershell
00007ff800b7cd54 (__TEXT,__text) external _setvbuf
00007ff800b767e7 (__TEXT,__text) non-external _sflush_locked
00007ff8400adcd0 (__DATA,__bss) non-external _shells
00007ff800b4b7ef (__TEXT,__text) non-external _shiftLeftMP
00007ff800b4b5b9 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff8400acc80 (__DATA,__data) non-external _sig_init_once
00007ff8400b8a18 (__DATA,__bss) non-external _sig_key
00007ff800b93c1c (__TEXT,__text) non-external _sig_keycreate
00007ff8400b8a10 (__DATA,__bss) non-external _sig_keycreated
00007ff800b5589c (__TEXT,__text) external _sigaction
00007ff800b4fe58 (__TEXT,__text) external _sigaddset
00007ff800b48062 (__TEXT,__text) external _sigaltstack
00007ff800b48110 (__TEXT,__text) external _sigblock
00007ff800b4fe89 (__TEXT,__text) external _sigdelset
00007ff800b4fe3c (__TEXT,__text) external _sigemptyset
00007ff800b4fe4a (__TEXT,__text) external _sigfillset
00007ff800b481ad (__TEXT,__text) external _sighold
00007ff800b48239 (__TEXT,__text) external _sigignore
00007ff800b6950c (__TEXT,__text) external _siginterrupt
00007ff800b4feba (__TEXT,__text) external _sigismember
00007ff800b69587 (__TEXT,__text) external _signal
00007ff800b69596 (__TEXT,__text) non-external _signal__
00007ff800bb2867 (__TEXT,__text) external _sigpause
00007ff800b4813f (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800b481f3 (__TEXT,__text) external _sigrelse
00007ff800b48256 (__TEXT,__text) external _sigset
00007ff800b480e1 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800b4808d (__TEXT,__text) external _sigvec
00007ff800b4809c (__TEXT,__text) non-external _sigvec__
00007ff800b4f30b (__TEXT,__text) non-external _skip
00007ff800b6971c (__TEXT,__text) external _sl_add
00007ff800b697ca (__TEXT,__text) external _sl_find
00007ff800b6977b (__TEXT,__text) external _sl_free
00007ff800b696b4 (__TEXT,__text) external _sl_init
00007ff800bb53aa (__TEXT,__text) non-external _sl_init.cold.1
00007ff800bb53bf (__TEXT,__text) non-external _sl_init.cold.2
00007ff8400ade50 (__DATA,__bss) non-external _slash
00007ff800bb29d7 (__TEXT,__text) external _sleep
00007ff800b6960d (__TEXT,__text) external _sleep$NOCANCEL
00007ff8400adc50 (__DATA,__bss) non-external _slot
00007ff800b7cf53 (__TEXT,__text) external _snprintf
00007ff800b7d014 (__TEXT,__text) external _snprintf_l
00007ff800b6bbfb (__TEXT,__text) external _snvis
00007ff800b75652 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800b7d0ad (__TEXT,__text) external _sprintf
00007ff800b7d171 (__TEXT,__text) external _sprintf_l
00007ff800b9aff0 (__TEXT,__text) external _sradixsort
00007ff800b9becc (__TEXT,__text) external _srand
00007ff800b69676 (__TEXT,__text) external _srand48
00007ff800b9bedb (__TEXT,__text) external _sranddev
00007ff800b9bf55 (__TEXT,__text) external _srandom
00007ff800b9c0cc (__TEXT,__text) external _srandomdev
00007ff800b7d20d (__TEXT,__text) external _sscanf
00007ff800b7d2d1 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff800b52fcb (__TEXT,__text) external _stat_with_subsystem
00007ff8400acd20 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff800b4bb0d (__TEXT,__text) external _statvfs
00007ff800b558b0 (__TEXT,__text) external _stpcpy
00007ff800b558eb (__TEXT,__text) external _stpncpy
00007ff800b6be9d (__TEXT,__text) external _stravis
00007ff800b931df (__TEXT,__text) external _strcasecmp
00007ff800b930f0 (__TEXT,__text) external _strcasecmp_l
00007ff800b93410 (__TEXT,__text) external _strcasestr
00007ff800b9333f (__TEXT,__text) external _strcasestr_l
00007ff800b5595b (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff800b93513 (__TEXT,__text) external _strcoll
00007ff800b93438 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff800b9353b (__TEXT,__text) external _strcspn
00007ff800b935d2 (__TEXT,__text) external _strdup
00007ff800b6bf29 (__TEXT,__text) external _strenvisx
00007ff800b93731 (__TEXT,__text) external _strerror
00007ff800b936d4 (__TEXT,__text) external _strerror_r
00007ff800ba5009 (__TEXT,__text) external _strfmon
00007ff800ba5da1 (__TEXT,__text) external _strfmon_l
00007ff800b912e8 (__TEXT,__text) external _strftime
00007ff800b900c8 (__TEXT,__text) external _strftime_l
00007ff8400adcd8 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff800b937b3 (__TEXT,__text) external _strmode
00007ff800b93317 (__TEXT,__text) external _strncasecmp
00007ff800b93207 (__TEXT,__text) external _strncasecmp_l
00007ff800b5599b (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff800b938cd (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff800b9392b (__TEXT,__text) external _strnstr
00007ff800b6b3d8 (__TEXT,__text) external _strnunvis
00007ff800b6b258 (__TEXT,__text) external _strnunvisx
00007ff800bb541a (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff800bb543d (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800bb5460 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff800b6be6f (__TEXT,__text) external _strnvis
00007ff800b6bef3 (__TEXT,__text) external _strnvisx
00007ff800b939a5 (__TEXT,__text) external _strpbrk
00007ff800b914a4 (__TEXT,__text) external _strptime
00007ff800b914cc (__TEXT,__text) external _strptime_l
00007ff800b939ce (__TEXT,__text) external _strrchr
00007ff800b6bd61 (__TEXT,__text) external _strsenvisx
00007ff800b939ea (__TEXT,__text) external _strsep
00007ff800b93b68 (__TEXT,__text) external _strsignal
00007ff800b93a29 (__TEXT,__text) external _strsignal_r
00007ff800b6bcd8 (__TEXT,__text) external _strsnvis
00007ff800b6bd32 (__TEXT,__text) external _strsnvisx
00007ff800b93c42 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800b6bc55 (__TEXT,__text) external _strsvis
00007ff800b6bcff (__TEXT,__text) external _strsvisx
00007ff800b49254 (__TEXT,__text) external _strtod
00007ff800b4929c (__TEXT,__text) external _strtod_l
00007ff800b48970 (__TEXT,__text) external _strtoencf16
00007ff800b48a45 (__TEXT,__text) external _strtoencf32
00007ff800b48d67 (__TEXT,__text) external _strtoencf64
00007ff800b4995d (__TEXT,__text) external _strtoencf64x
00007ff800b492c9 (__TEXT,__text) external _strtoencf80_l
00007ff800b48cf4 (__TEXT,__text) external _strtof
00007ff800b48d3b (__TEXT,__text) external _strtof_l
00007ff800b4ff81 (__TEXT,__text) external _strtofflags
00007ff800b9dcb9 (__TEXT,__text) external _strtoimax
00007ff800b9dac4 (__TEXT,__text) external _strtoimax_l
00007ff800b93d3f (__TEXT,__text) external _strtok
00007ff8400b8a20 (__DATA,__bss) non-external _strtok.last
00007ff800b93ccd (__TEXT,__text) external _strtok_r
00007ff800b9ded6 (__TEXT,__text) external _strtol
00007ff800b9dce1 (__TEXT,__text) external _strtol_l
00007ff800b49985 (__TEXT,__text) external _strtold
00007ff800b499ca (__TEXT,__text) external _strtold_l
00007ff800b9e0f3 (__TEXT,__text) external _strtoll
00007ff800b9defe (__TEXT,__text) external _strtoll_l
00007ff800b77e2b (__TEXT,__text) external _strtonum
00007ff800b9e11b (__TEXT,__text) external _strtoq
00007ff800b9e143 (__TEXT,__text) external _strtoq_l
00007ff800b9e32c (__TEXT,__text) external _strtoul
00007ff800b9e14d (__TEXT,__text) external _strtoul_l
00007ff800b9e533 (__TEXT,__text) external _strtoull
00007ff800b9e354 (__TEXT,__text) external _strtoull_l
00007ff800b9e73a (__TEXT,__text) external _strtoumax
00007ff800b9e55b (__TEXT,__text) external _strtoumax_l
00007ff800b9e762 (__TEXT,__text) external _strtouq
00007ff800b9e78a (__TEXT,__text) external _strtouq_l
00007ff800b6b3c2 (__TEXT,__text) external _strunvis
00007ff800b6b3ac (__TEXT,__text) external _strunvisx
00007ff800b6be44 (__TEXT,__text) external _strvis
00007ff800b6bebc (__TEXT,__text) external _strvisx
00007ff800b94047 (__TEXT,__text) external _strxfrm
00007ff800b93d50 (__TEXT,__text) external _strxfrm_l
00007ff8400b8bb8 (__DATA,__common) external _suboptarg
00007ff8400adce0 (__DATA,__bss) non-external _subsystem_root_path
00007ff800b6b47c (__TEXT,__text) external _svis
00007ff800b9406f (__TEXT,__text) external _swab
00007ff800b7d5ae (__TEXT,__text) external _swprintf
00007ff800b7d66f (__TEXT,__text) external _swprintf_l
00007ff800b7d708 (__TEXT,__text) external _swscanf
00007ff800b7d7cc (__TEXT,__text) external _swscanf_l
00007ff800b5381e (__TEXT,__text) external _sxprintf
00007ff800b542df (__TEXT,__text) external _sxprintf_exec
00007ff800b559ec (__TEXT,__text) external _sync_volume_np
00007ff800bb7ef5 (__TEXT,__const) non-external _syntax_error_str
00007ff840076840 (__DATA_CONST,__const) external _sys_errlist
00007ff800bb7228 (__TEXT,__const) external _sys_nerr
00007ff840076ff0 (__DATA_CONST,__const) external _sys_siglist
00007ff840076ef0 (__DATA_CONST,__const) external _sys_signame
00007ff800b6981c (__TEXT,__text) external _sysconf
00007ff800b69f20 (__TEXT,__text) external _sysctl
00007ff800b6a0d0 (__TEXT,__text) external _sysctlbyname
00007ff800b6a18c (__TEXT,__text) external _sysctlnametomib
00007ff800bb2c8f (__TEXT,__text) external _system
00007ff800b9e794 (__TEXT,__text) external _system$NOCANCEL
00007ff800bb2a40 (__TEXT,__text) external _tcdrain
00007ff800b6a604 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff800b6a66f (__TEXT,__text) external _tcflow
00007ff800b6a617 (__TEXT,__text) external _tcflush
00007ff800b6a3c4 (__TEXT,__text) external _tcgetattr
00007ff800b6a4de (__TEXT,__text) external _tcgetpgrp
00007ff800b55136 (__TEXT,__text) external _tcgetsid
00007ff800b6a59d (__TEXT,__text) external _tcsendbreak
00007ff800b6a3d8 (__TEXT,__text) external _tcsetattr
00007ff800b6a4a0 (__TEXT,__text) external _tcsetpgrp
00007ff800b9e9f2 (__TEXT,__text) external _tdelete
00007ff800b6a20c (__TEXT,__text) external _telldir
00007ff800b7d868 (__TEXT,__text) external _tempnam
00007ff8400adc48 (__DATA,__bss) non-external _tf
00007ff800b9eab2 (__TEXT,__text) external _tfind
00007ff800b5027d (__TEXT,__text) external _thread_stack_async_pcs
00007ff800b5026a (__TEXT,__text) external _thread_stack_pcs
00007ff8400ab7d8 (__DATA,__data) non-external _threadsafe
00007ff800b6a6d0 (__TEXT,__text) external _time
00007ff800b8f1a6 (__TEXT,__text) non-external _time2
00007ff800b8f2d3 (__TEXT,__text) external _time2posix
00007ff800b8faa2 (__TEXT,__text) non-external _time2sub
00007ff800b8f28a (__TEXT,__text) external _timegm
00007ff800b8f270 (__TEXT,__text) external _timelocal
00007ff800b8f2ae (__TEXT,__text) external _timeoff
00007ff800b6a74e (__TEXT,__text) external _times
00007ff800b9f9c0 (__TEXT,__text) external _timespec_get
00007ff800b8e7b8 (__TEXT,__text) non-external _timesub
00007ff8400b8ad0 (__DATA,__common) external _timezone
00007ff800b5f477 (__TEXT,__text) external _timingsafe_bcmp
00007ff8400b4250 (__DATA,__bss) non-external _tm
00007ff800b90087 (__TEXT,__text) non-external _tmcomp
00007ff800b7da54 (__TEXT,__text) external _tmpfile
00007ff800b7db8d (__TEXT,__text) external _tmpnam
