00000001ad53ae50 (__TEXT,__text) non-external +[Caller current]
00000001ad53f31c (__TEXT,__text) non-external _getRequirementDataSizeForVersion.cold.2
00000001ad533f70 (__TEXT,__text) non-external _getSFApproveDiscoveryClass
00000001eca56660 (__DATA_DIRTY,__bss) non-external _getSFApproveDiscoveryClass.softClass
00000001ea944030 (__DATA,__bss) non-external _getTADeviceClass.softClass
00000001eca56658 (__DATA_DIRTY,__bss) non-external _getTADeviceManagerClass.softClass
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
00000001ad536ff4 (__TEXT,__text) non-external _hidEventCallback
00000001ad558668 (__TEXT,__text) non-external _hidEventCallback.cold.1
00000001ad5586ac (__TEXT,__text) non-external _hidEventCallback.cold.2
00000001ad5586f0 (__TEXT,__text) non-external _hidEventCallback.cold.3
00000001ad558734 (__TEXT,__text) non-external _hidEventCallback.cold.4
00000001ad558778 (__TEXT,__text) non-external _hidEventCallback.cold.5
00000001ad544028 (__TEXT,__text) non-external _init
00000001ad543eac (__TEXT,__text) non-external _ioKitTransport
00000001ea9440b0 (__DATA,__bss) non-external _isDFRSupported.checked
00000001ea9440b1 (__DATA,__bss) non-external _isDFRSupported.supported
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kIOMainPortDefault (from IOKit)
                 (undefined) external _kIOMasterPortDefault (from IOKit)
                 (undefined) external _kSecGuestAttributeAudit (from Security)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001ad572220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGColor
00000001ad572240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001ad572260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUID
00000001ad572280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001ad5722a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_approveDiscovery
00000001ad5722c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_authenticationStartedForEvent:continuity:
00000001ad5722e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_biometryAttempt:
00000001ad572300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_checkPairingState:device:error:
00000001ad572320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_checkPairingStateIn:device:error:
00000001ad572340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_collect
00000001ad572360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_consumeDoubleTapWithReason:includingAX:
00000001ad572380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_defaultExpirationTimeout
00000001ad5723a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_dispatchRestartAttempt:restartDelay:
00000001ad5723c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_enumAllSubrequirements:processingBlock:
00000001ad5723e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_expireDoubleTap:
00000001ad572400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_handleActivationError:
00000001ad572420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_isCacheable:callerUid:
00000001ad572440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_isConnectedDeviceInState:description:error:
00000001ad572460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_isConnectedDeviceInStates:description:error:
00000001ad572480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_isPolicyCacheable:
00000001ad5724a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_laErrorFromLASIOError:method:
00000001ad5724c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_notifyObservers
00000001ad5724e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_passcodeAccepted:
00000001ad572500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_persistedInstancesStorage
00000001ad572520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_reactivationDelayAfterFailures:
00000001ad572540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_restartAfterFailedActivation
00000001ad572560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_restartAfterInvalidation
00000001ad572580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_restartWithMinReactivationDelay:
00000001ad5725a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_restartWithReactivationDelay:
00000001ad5725c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_scheduleDoubleTapExpiration
00000001ad5725e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setInstructions:externalizedContext:allowKDLUpdate:reply:
00000001ad572600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateDFRStatus
00000001ad572620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateWithDFRStatus:source:
00000001ad572640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$acl
00000001ad572660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$aclOperation
00000001ad572680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$action
00000001ad5726a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activate
00000001ad5726c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activateWithCompletion:
00000001ad5726e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activePersistentInstances
00000001ad572700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addEntriesFromDictionary:
00000001ad572720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001ad572740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObserver:selector:name:object:
00000001ad572760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addSubview:
00000001ad572780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001ad5727a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowsMultipleCollections
00000001ad5727c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$analytics
00000001ad5727e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$analyticsData
00000001ad572800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$anchorPoints
00000001ad572820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001ad572840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
00000001ad572860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$approveDiscovery
00000001ad572880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$archivedDataWithRootObject:requiringSecureCoding:error:
00000001ad5728a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001ad5728c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001ad5728e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001ad572900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetCatalogButtonDisabledKey
00000001ad572920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetCatalogButtonPressedKey
00000001ad572940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetCatalogButtonUnpressedKey
00000001ad572960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetCatalogImageKey
00000001ad572980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assets
00000001ad5729a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$auditSessionIdentifier
00000001ad5729c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$auditToken
00000001ad5729e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$authenticationTypes
00000001ad572a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$authorizeWithCredentialSet:error:
00000001ad572a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$binaryNameForPid:
00000001ad572a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryAttempts
00000001ad572a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryFailures
00000001ad572a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryNoMatches
00000001ad572aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryResult
00000001ad572ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryStarted
00000001ad572ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometrySucceededWithEvaluationRequest:
00000001ad572b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$biometryType
00000001ad572b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blackColor
00000001ad572b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001ad572b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$buildPayload
00000001ad572b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleId
00000001ad572ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundlePathForPid:stripXPCService:
00000001ad572bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleWithPath:
00000001ad572be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$buttonDisabled
00000001ad572c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$buttonPressed
00000001ad572c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$buttonUnpressed
00000001ad572c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001ad572c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cache
00000001ad572c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$call
00000001ad572ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$callID
00000001ad572cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$callStackSymbols
00000001ad572ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$callback
00000001ad572d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$caller
00000001ad572d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$callerDisplayNameWithPid:auditToken:bundleId:
00000001ad572d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canCallToDependencies
00000001ad572d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cancel
00000001ad572d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
00000001ad572da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cleanup
00000001ad572dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$client
00000001ad572de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$clientInfo
00000001ad572e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001ad572e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$collectIfNeeded
00000001ad572e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001ad572e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connectedDevices
00000001ad572e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connectedDevicesWithError:
00000001ad572ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001ad572ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001ad572ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$contextID
00000001ad572f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001ad572f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$coreKDL
00000001ad572f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001ad572f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001ad572f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createArchiveFromPath:
00000001ad572fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createCredentialForType:
00000001ad572fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDefaultSerialQueueWithIdentifier:
00000001ad572fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001ad573000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$credentialSetUpdated:
00000001ad573020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$current
00000001ad573040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentConnection
00000001ad573060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDFROwner
00000001ad573080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentKDLVersion
00000001ad5730a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$customUI
00000001ad5730c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$daemonQueue
00000001ad5730e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001ad573100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001ad573120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithContentsOfFile:
00000001ad573140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001ad573160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$date
00000001ad573180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
00000001ad5731a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001ad5731c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delegate
00000001ad5731e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001ad573200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceAvailable
00000001ad573220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasDFR
00000001ad573240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasSEP
00000001ad573260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasSecureDFR
00000001ad573280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasSecureDoublePressHW
00000001ad5732a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceHasTouchID
00000001ad5732c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceManagerWithError:
00000001ad5732e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceSupportsSecureDoubleClick
00000001ad573300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deviceWithUID:error:
00000001ad573320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$devices
00000001ad573340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dfrHardwarePresent
00000001ad573360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dfrPresent
00000001ad573380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001ad5733a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryByMerging:with:
00000001ad5733c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryByMergingWith:
00000001ad5733e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithDictionary:
00000001ad573400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001ad573420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$disabled
00000001ad573440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dismissSystemModalTouchBar:
00000001ad573460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dispatchOnServer:
00000001ad573480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dispatchReallyAfter:tolerance:queue:block:
00000001ad5734a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$display
00000001ad5734c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayName
00000001ad5734e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayScene:
00000001ad573500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayWidth
00000001ad573520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001ad573540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleTapDetected
00000001ad573560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleTappedAt:
00000001ad573580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$drop
00000001ad5735a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dropAssertion:
00000001ad5735c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$effectiveUserIdentifier
00000001ad5735e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateKeysAndObjectsUsingBlock:
00000001ad573600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateObjectsUsingBlock:
00000001ad573620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtPath:
00000001ad573640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$error:hasCode:
00000001ad573660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorDeviceDoesNotSupportAction:
00000001ad573680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorPlatformDoesNotSupportAction:
00000001ad5736a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithCode:message:
00000001ad5736c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithCode:message:suberror:
00000001ad5736e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$euid
00000001ad573700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$evaluationUserId
00000001ad573720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventHandler
00000001ad573740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$eventName
00000001ad573760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$executeCommand:version:withData:andResponse:
00000001ad573780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$executeCommand:withData:andResponse:
00000001ad5737a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$expirationTimeout
00000001ad5737c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$externalizedContext
00000001ad5737e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$extractArchive:toPath:
00000001ad573800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001ad573820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001ad573840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$filteredArrayUsingPredicate:
00000001ad573860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstObject
00000001ad573880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$format
00000001ad5738a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generateScenesFromInstructions:andDescriptions:
00000001ad5738c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAssetWithKey:FromCatalog:
00000001ad5738e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBootArgs
00000001ad573900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentLanguage
00000001ad573920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentScene
00000001ad573940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getLoadedSceneCountForOperation:andLanguage:
00000001ad573960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getSHA256FromData:
00000001ad573980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getScene:ForOperation:
00000001ad5739a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getSceneCountForOperation:
00000001ad5739c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getValue:
00000001ad5739e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getValuefromInstructions:withKey:andClass:
00000001ad573a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleGetLoadedSceneCountCommand:withResponse:
00000001ad573a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleNotificationInServerQueue
00000001ad573a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleNotificationWithCompletion:
00000001ad573a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handlePostNotificationCommand:
00000001ad573a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleRequestCommand:version:withData:andResponse:
00000001ad573aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleSetInstructionsWithCredentialSetCommand:
00000001ad573ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleSetSceneDescriptionCommand:
00000001ad573ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleShowSceneCommand:
00000001ad573b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleTransferRequest:
00000001ad573b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleTransferResponse:
00000001ad573b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleUpdateKextBlacklistCommand:
00000001ad573b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleUserInput:
00000001ad573b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPhysicalESCKey
00000001ad573ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
00000001ad573bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001ad573be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$height
00000001ad573c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hideCurrentScene
00000001ad573c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$identifier
00000001ad573c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ignoreSceneDescriptionsSignature
00000001ad573c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$ignoreWarsawInstructionSignature
00000001ad573c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$image
00000001ad573ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$imageViewWithImage:
00000001ad573cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$infoForPid:
00000001ad573ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$infoForXPCClient:evaluationOptions:
00000001ad573d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$init
00000001ad573d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initCommon
00000001ad573d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initForRemoteService:
00000001ad573d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initServer
00000001ad573d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initSimulatedForBiolockoutPreflight
00000001ad573da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithAcl:operation:options:uiDelegate:contextID:
00000001ad573dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithBytes:length:encoding:
00000001ad573de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithCaller:
00000001ad573e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithConnection:
00000001ad573e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithData:
00000001ad573e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithEvaluationRequest:
00000001ad573e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithID:caller:received:
00000001ad573e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithIdentifier:
00000001ad573ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithPolicy:options:uiDelegate:contextID:
00000001ad573ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithPolicyGroup:
00000001ad573ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithPreflightCache:
00000001ad573f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithPreflightCache:notificationName:
00000001ad573f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithRawValue:
00000001ad573f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithReason:cache:
00000001ad573f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUUIDString:
00000001ad573f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$instanceToReplaceWithWhenRemovedFromStorage
00000001ad573fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
00000001ad573fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
00000001ad573fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$internalErrorWithMessage:
00000001ad574000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidateCurrentCredentialSet
00000001ad574020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidateWithReason:
00000001ad574040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidationReason
00000001ad574060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isApplePayPolicy:
00000001ad574080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isBootArgSet:
00000001ad5740a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDFRSupported
00000001ad5740c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDaytona
