00007ff8004449e0 (__TEXT,__text) external _NSAddImage
00007ff80046246f (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator19prepareForInsertionEv.cold.3
00007ff80044de9a (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv
00007ff80046267c (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.1
00007ff80046269f (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.2
00007ff8004626c2 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.3
00007ff8004626e5 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.4
00007ff800462708 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.5
00007ff80046272b (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.6
00007ff80046274e (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.7
00007ff800462771 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iterator20rebalanceFromErasureEv.cold.8
00007ff80044d78a (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorC1EPKS4_RKiS3_
00007ff800462587 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorC1EPKS4_RKiS3_.cold.1
00007ff80044d174 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratormmEv
00007ff8004623e3 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratormmEv.cold.1
00007ff800462406 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratormmEv.cold.2
00007ff80044d89c (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorppEv
00007ff8004625aa (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorppEv.cold.1
00007ff8004625cd (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorppEv.cold.2
00007ff80044ce68 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE15insert_internalEONS4_14const_iteratorEOi
00007ff80044dc52 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE5eraseENS4_14const_iteratorE
00007ff800462613 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE5eraseENS4_14const_iteratorE.cold.1
00007ff80044db7e (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE5eraseERKi
00007ff80044c090 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10deallocateEPS6_PNS_9AllocatorE
00007ff80044d4ba (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE
00007ff800462492 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.1
00007ff8004624b5 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.2
00007ff8004624d8 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.3
00007ff8004624fb (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.4
00007ff80046251e (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.5
00007ff800462541 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.6
00007ff800462564 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE10splitChildEhRNS_9AllocatorE.cold.7
00007ff80044e2b6 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh
00007ff8004627fd (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.1
00007ff800462820 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.2
00007ff800462843 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.3
00007ff800462866 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE14rotateFromLeftEh.cold.4
00007ff80044e17a (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh
00007ff800462794 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh.cold.1
00007ff8004627b7 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh.cold.2
00007ff8004627da (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE15rotateFromRightEh.cold.3
00007ff80044de3a (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh
00007ff800462636 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh.cold.1
00007ff800462659 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh.cold.2
00007ff80044e456 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh
00007ff800462889 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.1
00007ff8004628ac (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.2
00007ff8004628cf (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.3
00007ff8004628f2 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEPNS_9AllocatorEh.cold.4
00007ff80044d0f2 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi
00007ff80046239d (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi.cold.1
00007ff8004623c0 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi.cold.2
00007ff800457b72 (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cC1Ev
00007ff800457bb8 (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cclENSt3__14spanISt4byteLm18446744073709551615EEE
00007ff800457b96 (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cclEj
00007ff800457b8a (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32ccvjEv
00007ff80044dac4 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE12reserveExactEy
00007ff8004625f0 (__TEXT,__text) non-external __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE12reserveExactEy.cold.1
00007ff80044e614 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE4swapERS5_
00007ff80044d98e (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE6resizeEy
00007ff80044da5c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE7reserveEy
00007ff80044e65c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEEC2ERKS5_RNS_9AllocatorE
00007ff80045dd8e (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_13MemoryManager6BufferEE12reserveExactEy
00007ff8004641da (__TEXT,__text) non-external __ZN3lsl6VectorINS_13MemoryManager6BufferEE12reserveExactEy.cold.1
00007ff80045e364 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_13MemoryManager6BufferEE6resizeEy
00007ff80045e45e (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_13MemoryManager6BufferEE7reserveEy
00007ff800452d84 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE12reserveExactEy
00007ff80046372a (__TEXT,__text) non-external __ZN3lsl6VectorINS_4UUIDEE12reserveExactEy.cold.1
00007ff800452c4e (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE6resizeEy
00007ff800452d1c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE7reserveEy
00007ff80044cc0e (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE12reserveExactEy
00007ff800462331 (__TEXT,__text) non-external __ZN3lsl6VectorIPKcE12reserveExactEy.cold.1
00007ff80044cad6 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE6resizeEy
00007ff80044cba6 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE7reserveEy
00007ff800453b20 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE12reserveExactEy
00007ff8004639e9 (__TEXT,__text) non-external __ZN3lsl6VectorIcE12reserveExactEy.cold.1
00007ff80044ca24 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE6resizeEy
00007ff80044beba (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE7reserveEy
00007ff80044e7ea (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE12reserveExactEy
00007ff800462915 (__TEXT,__text) non-external __ZN3lsl6VectorIiE12reserveExactEy.cold.1
00007ff80044e6b2 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE6resizeEy
00007ff80044e782 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE7reserveEy
00007ff80044c974 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE12reserveExactEy
00007ff80046230e (__TEXT,__text) non-external __ZN3lsl6VectorIjE12reserveExactEy.cold.1
00007ff80044c83c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE6resizeEy
00007ff80044c90c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE7reserveEy
00007ff800464f80 (__TEXT,__const) non-external __ZN3lsl8CRC32cSW12sCRC32cTableE
00007ff800457c64 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjNSt3__14spanISt4byteLm18446744073709551615EEE
00007ff800457bde (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjh
00007ff800457c1c (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjj
00007ff800457bf8 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjt
00007ff800457c40 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjy
00007ff800445e16 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeSharedIN5dyld45Atlas6MapperEJRS0_RNS_6VectorINS4_7MappingEEEEEENS_9SharedPtrIT_EEDpOT0_
00007ff800454ff0 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld411FileManagerEJRS0_DnEEENS_9UniquePtrIT_EEDpOT0_
00007ff80044bf6e (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas11SharedCacheEJRS0_NS2_10FileRecordERNS_9SharedPtrINS3_6MapperEEERyyEEENS_9UniquePtrIT_EEDpOT0_
00007ff800447f3e (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas11SharedCacheEJRS0_NS2_10FileRecordERNS_9SharedPtrINS3_6MapperEEEybEEENS_9UniquePtrIT_EEDpOT0_
00007ff800454738 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas15ProcessSnapshotEJRNS_18EphemeralAllocatorERNS2_11FileManagerEbRNSt3__14spanISt4byteLm18446744073709551615EEEEEENS_9UniquePtrIT_EEDpOT0_
00007ff80044970e (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas15ProcessSnapshotEJRS0_RNS2_11FileManagerEbEEENS_9UniquePtrIT_EEDpOT0_
00007ff80044976e (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas15ProcessSnapshotEJRS0_RNS2_11FileManagerEbRNSt3__14spanISt4byteLm18446744073709551615EEEEEENS_9UniquePtrIT_EEDpOT0_
00007ff8004485e2 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas17SharedCacheLocalsEJRNS_9SharedPtrINS3_6MapperEEERbEEENS_9UniquePtrIT_EEDpOT0_
00007ff80044bcb8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas5ImageEJS4_EEENS_9UniquePtrIT_EEDpOT0_
00007ff80044bfe6 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas6BitmapEJRS0_RNSt3__14spanISt4byteLm18446744073709551615EEEEEENS_9UniquePtrIT_EEDpOT0_
00007ff8004544a0 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas7ProcessEJRS0_RNS2_11FileManagerERjRPiEEENS_9UniquePtrIT_EEDpOT0_
00007ff80045afcc (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator13aligned_allocEyy
00007ff80045dfc4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator13memoryManagerEv
00007ff80045b73a (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator15allocate_bufferEyy
00007ff80045b83e (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator16defaultAllocatorEv
00007ff80045b7b0 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator17deallocate_bufferEPvyy
00007ff80045b636 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator4freeEPv
00007ff80045b7e0 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator6mallocEy
00007ff80045b7f2 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator6strdupEPKc
00007ff80044e5ca (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEC2EPS3_
00007ff80044e89a (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEC2ERKS4_
00007ff80044cd9c (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEED2Ev
00007ff80044bf1c (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEaSERKS4_
00007ff800459ebe (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIKcEC2IS1_EEPT_
00007ff800463ca4 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIKcEC2IS1_EEPT_.cold.1
00007ff800459f02 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIKcED2Ev
00007ff800463cc7 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIKcED2Ev.cold.1
00007ff80045503e (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld411FileManagerEE7releaseEv
00007ff800463ab8 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld411FileManagerEE7releaseEv.cold.1
00007ff800455094 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld411FileManagerEEC2IS2_EEPT_
00007ff800463adb (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld411FileManagerEEC2IS2_EEPT_.cold.1
00007ff8004550d8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld411FileManagerEED2Ev
00007ff800463afe (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld411FileManagerEED2Ev.cold.1
00007ff80044f7b8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEEC2IS3_EEPT_
00007ff800462bae (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEEC2IS3_EEPT_.cold.1
00007ff80044f65a (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEED2Ev
00007ff800462b45 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEED2Ev.cold.1
00007ff800449e18 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEE10withUnsafeIZNS2_7Process19handleNotificationsEvE3$_6EEDaT_
00007ff800454624 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEE7releaseEv
00007ff800463a53 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEE7releaseEv.cold.1
00007ff80044f956 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEEC2IS3_EEPT_
00007ff800462c17 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEEC2IS3_EEPT_.cold.1
00007ff80044f840 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEED2Ev
00007ff800462bf4 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEED2Ev.cold.1
00007ff80044f7fc (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEEC2IS3_EEPT_
00007ff800462bd1 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEEC2IS3_EEPT_.cold.1
00007ff80045528e (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEED2Ev
00007ff800463b8a (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEED2Ev.cold.1
00007ff800452f26 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEEC2IS3_EEPT_
00007ff800463793 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEEC2IS3_EEPT_.cold.1
00007ff800452f6a (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEED2Ev
00007ff8004637b6 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEED2Ev.cold.1
00007ff800453bb4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas6BitmapEEC2IS3_EEPT_
00007ff800463a0c (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas6BitmapEEC2IS3_EEPT_.cold.1
00007ff800452bfa (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas6BitmapEED2Ev
00007ff800463707 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas6BitmapEED2Ev.cold.1
00007ff800454508 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEE7releaseEv
00007ff800463a30 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEE7releaseEv.cold.1
00007ff80045524a (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEEC2IS3_EEPT_
00007ff800463b67 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEEC2IS3_EEPT_.cold.1
00007ff8004551fa (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEED2Ev
00007ff800463b44 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEED2Ev.cold.1
00007ff800459e7a (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEEC2IS6_EEPT_
00007ff800463c81 (__TEXT,__text) non-external __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEEC2IS6_EEPT_.cold.1
00007ff80045512c (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEED2Ev
00007ff800463b21 (__TEXT,__text) non-external __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEED2Ev.cold.1
00007ff80044ce24 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrISt4byteEC2IS1_EEPT_
00007ff80046237a (__TEXT,__text) non-external __ZN3lsl9UniquePtrISt4byteEC2IS1_EEPT_.cold.1
00007ff80044cddc (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrISt4byteED2Ev
00007ff800462357 (__TEXT,__text) non-external __ZN3lsl9UniquePtrISt4byteED2Ev.cold.1
00007ff80045adae (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIcEC2IcEEPT_
00007ff800463f1a (__TEXT,__text) non-external __ZN3lsl9UniquePtrIcEC2IcEEPT_.cold.1
00007ff80045ad66 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIcED2Ev
00007ff800463ef7 (__TEXT,__text) non-external __ZN3lsl9UniquePtrIcED2Ev.cold.1
00007ff841ae9fb0 (__DATA,__data) non-external __ZN3lslL9sCRC32cSWE
00007ff8004580dc (__TEXT,__text) non-external (was a private external) __ZN5dyld311GradedArchs12forCurrentOSEbb
00007ff800465380 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs6x86_64E
00007ff8004653b0 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs7x86_64hE
00007ff800457c9c (__TEXT,__text) non-external (was a private external) __ZN5dyld34openEPKcii
00007ff800457ce8 (__TEXT,__text) non-external (was a private external) __ZN5dyld37FatFile9isFatFileEPKv
00007ff840032c90 (__DATA_CONST,__const) non-external (was a private external) __ZN5dyld39MachOFile12_s_archInfosE
00007ff80044393a (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile15currentPlatformEv
00007ff800458160 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile19cpuTypeFromArchNameEPKcPiS3_
00007ff80045852c (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile7isMachOEPKv
00007ff80045803e (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile8archNameEjj
00007ff8004580fe (__TEXT,__text) non-external __ZN5dyld3L9isHaswellEv
00007ff800459a74 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord4openEi
00007ff800463c17 (__TEXT,__text) non-external __ZN5dyld410FileRecord4openEi.cold.1
00007ff8004598aa (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord4swapERS0_
00007ff800459a50 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord5closeEv
00007ff8004599ca (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordC1EOS0_
00007ff8004599fe (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordD1Ev
00007ff800459a20 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordD2Ev
00007ff800459a08 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordaSEOS0_
00007ff800458976 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager17fileRecordForPathERN3lsl9AllocatorEPKc
00007ff800458a0a (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager31fileRecordForVolumeUUIDAndObjIDERKN3lsl4UUIDEy
00007ff8004597b2 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager7getPathERKN3lsl4UUIDEy
00007ff800459812 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager7getPathEyy
00007ff80045896c (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManagerC1ERN3lsl9AllocatorEPKNS_15SyscallDelegateE
00007ff800458910 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManagerC2ERN3lsl9AllocatorEPKNS_15SyscallDelegateE
00007ff8004481ae (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache12forEachImageEU13block_pointerFvPNS0_5ImageEE
00007ff800448336 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache17withImageForIndexEjU13block_pointerFvPNS0_5ImageEE
00007ff800447eb8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache19createForFileRecordERN3lsl9AllocatorEONS_10FileRecordE
00007ff8004487c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache23forEachSubcache4RosettaEU13block_pointerFvPKvmE
00007ff800448658 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE
00007ff800462187 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE.cold.1
00007ff8004479e8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathERN3lsl9AllocatorERNS_11FileManagerEPKcU13block_pointerFvPS1_E
