00007ff805222b4d (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff805294dbe (__TEXT,__text) external _ulocbld_setExtension
00007ff805294c26 (__TEXT,__text) external _ulocbld_setLanguage
00007ff805294be2 (__TEXT,__text) external _ulocbld_setLanguageTag
00007ff805294a16 (__TEXT,__text) external _ulocbld_setLocale
00007ff805294cae (__TEXT,__text) external _ulocbld_setRegion
00007ff805294c6a (__TEXT,__text) external _ulocbld_setScript
00007ff805294e10 (__TEXT,__text) external _ulocbld_setUnicodeLocaleKeyword
00007ff805294cf2 (__TEXT,__text) external _ulocbld_setVariant
00007ff8052952b8 (__TEXT,__text) external _ulocdata_close
00007ff8052956e7 (__TEXT,__text) external _ulocdata_getCLDRVersion
00007ff8052953bf (__TEXT,__text) external _ulocdata_getDelimiter
00007ff8052952f9 (__TEXT,__text) external _ulocdata_getExemplarSet
00007ff805295738 (__TEXT,__text) external _ulocdata_getLocaleDisplayPattern
00007ff80529584a (__TEXT,__text) external _ulocdata_getLocaleSeparator
00007ff8052954cf (__TEXT,__text) external _ulocdata_getMeasurementSystem
00007ff8052952f0 (__TEXT,__text) external _ulocdata_getNoSubstitute
00007ff805295669 (__TEXT,__text) external _ulocdata_getPaperSize
00007ff80529522a (__TEXT,__text) external _ulocdata_open
00007ff8052952e7 (__TEXT,__text) external _ulocdata_setNoSubstitute
00007ff80521c573 (__TEXT,__text) external _ulocimp_setRegionToSupplementalRegion
00007ff80535287b (__TEXT,__text) external _umeas_getPrefixBase
00007ff805352866 (__TEXT,__text) external _umeas_getPrefixPower
00007ff8054065d0 (__TEXT,__text) external _umsg_applyPattern
00007ff8054068f2 (__TEXT,__text) external _umsg_autoQuoteApostrophe
00007ff805406507 (__TEXT,__text) external _umsg_clone
00007ff805405e94 (__TEXT,__text) external _umsg_close
00007ff8054067b9 (__TEXT,__text) external _umsg_format
00007ff8054065b3 (__TEXT,__text) external _umsg_getLocale
00007ff805405916 (__TEXT,__text) external _umsg_open
00007ff805406857 (__TEXT,__text) external _umsg_parse
00007ff805406544 (__TEXT,__text) external _umsg_setLocale
00007ff805406698 (__TEXT,__text) external _umsg_toPattern
00007ff805405a86 (__TEXT,__text) external _umsg_vformat
00007ff8054060b3 (__TEXT,__text) external _umsg_vparse
00007ff805298d51 (__TEXT,__text) external _umtx_lock
00007ff805298d8f (__TEXT,__text) external _umtx_unlock
00007ff8052968c9 (__TEXT,__text) external _umutablecptrie_buildImmutable
00007ff805295c0f (__TEXT,__text) external _umutablecptrie_clone
00007ff805295d6d (__TEXT,__text) external _umutablecptrie_close
00007ff805295db9 (__TEXT,__text) external _umutablecptrie_fromUCPMap
00007ff805295f0b (__TEXT,__text) external _umutablecptrie_fromUCPTrie
00007ff80529607a (__TEXT,__text) external _umutablecptrie_get
00007ff8052960c6 (__TEXT,__text) external _umutablecptrie_getRange
00007ff805295b10 (__TEXT,__text) external _umutablecptrie_open
00007ff805296389 (__TEXT,__text) external _umutablecptrie_set
00007ff805296406 (__TEXT,__text) external _umutablecptrie_setRange
00007ff805226658 (__TEXT,__text) external _unorm2_append
00007ff8052260d5 (__TEXT,__text) external _unorm2_close
00007ff805226854 (__TEXT,__text) external _unorm2_composePair
00007ff805226862 (__TEXT,__text) external _unorm2_getCombiningClass
00007ff80522666c (__TEXT,__text) external _unorm2_getDecomposition
00007ff80520bae0 (__TEXT,__text) external _unorm2_getInstance
00007ff8052260a9 (__TEXT,__text) external _unorm2_getNFCInstance
00007ff8052260bf (__TEXT,__text) external _unorm2_getNFDInstance
00007ff80520ba64 (__TEXT,__text) external _unorm2_getNFKCCasefoldInstance
00007ff80520b9e8 (__TEXT,__text) external _unorm2_getNFKCInstance
00007ff80520baa2 (__TEXT,__text) external _unorm2_getNFKCSimpleCasefoldInstance
00007ff80520ba26 (__TEXT,__text) external _unorm2_getNFKDInstance
00007ff805226760 (__TEXT,__text) external _unorm2_getRawDecomposition
00007ff805226acc (__TEXT,__text) external _unorm2_hasBoundaryAfter
00007ff805226abe (__TEXT,__text) external _unorm2_hasBoundaryBefore
00007ff805226add (__TEXT,__text) external _unorm2_isInert
00007ff805226870 (__TEXT,__text) external _unorm2_isNormalized
00007ff8052260e7 (__TEXT,__text) external _unorm2_normalize
00007ff80522631f (__TEXT,__text) external _unorm2_normalizeSecondAndAppend
00007ff80520b03d (__TEXT,__text) external _unorm2_openFiltered
00007ff805226932 (__TEXT,__text) external _unorm2_quickCheck
00007ff8052269f8 (__TEXT,__text) external _unorm2_spanQuickCheckYes
00007ff80522df0e (__TEXT,__text) external _unorm2_swap
00007ff8052abcae (__TEXT,__text) external _unorm_compare
00007ff8052ab6b5 (__TEXT,__text) external _unorm_concatenate
00007ff8052ab3f0 (__TEXT,__text) external _unorm_isNormalized
00007ff8052ab428 (__TEXT,__text) external _unorm_isNormalizedWithOptions
00007ff8052ab682 (__TEXT,__text) external _unorm_next
00007ff8052ab4c7 (__TEXT,__text) external _unorm_normalize
00007ff8052ab57d (__TEXT,__text) external _unorm_previous
00007ff8052ab31a (__TEXT,__text) external _unorm_quickCheck
00007ff8052ab352 (__TEXT,__text) external _unorm_quickCheckWithOptions
00007ff80540f307 (__TEXT,__text) external _unum_applyPattern
00007ff80540d8e6 (__TEXT,__text) external _unum_clone
00007ff80540d8d4 (__TEXT,__text) external _unum_close
00007ff80540e7f0 (__TEXT,__text) external _unum_countAvailable
00007ff80540d950 (__TEXT,__text) external _unum_format
00007ff80540ddc7 (__TEXT,__text) external _unum_formatDecimal
00007ff80540daf3 (__TEXT,__text) external _unum_formatDouble
00007ff80540dfb3 (__TEXT,__text) external _unum_formatDoubleCurrency
00007ff80540dc8b (__TEXT,__text) external _unum_formatDoubleForFields
00007ff80540d95d (__TEXT,__text) external _unum_formatInt64
00007ff80540f51f (__TEXT,__text) external _unum_formatUFormattable
00007ff80540e844 (__TEXT,__text) external _unum_getAttribute
00007ff80540e7e6 (__TEXT,__text) external _unum_getAvailable
00007ff80540f45c (__TEXT,__text) external _unum_getContext
00007ff80540ea8c (__TEXT,__text) external _unum_getDoubleAttribute
00007ff80540f426 (__TEXT,__text) external _unum_getLocaleByType
00007ff80540f111 (__TEXT,__text) external _unum_getSymbol
00007ff80540eb37 (__TEXT,__text) external _unum_getTextAttribute
00007ff80540e7fa (__TEXT,__text) external _unum_hasAttribute
00007ff80540d3f0 (__TEXT,__text) external _unum_open
00007ff80540e1be (__TEXT,__text) external _unum_parse
00007ff80540e51d (__TEXT,__text) external _unum_parseDecimal
00007ff80540e44f (__TEXT,__text) external _unum_parseDouble
00007ff80540e679 (__TEXT,__text) external _unum_parseDoubleCurrency
00007ff80540e38b (__TEXT,__text) external _unum_parseInt64
00007ff80540f476 (__TEXT,__text) external _unum_parseToUFormattable
00007ff80540e950 (__TEXT,__text) external _unum_setAttribute
00007ff80540f444 (__TEXT,__text) external _unum_setContext
00007ff80540eadf (__TEXT,__text) external _unum_setDoubleAttribute
00007ff80540f1cf (__TEXT,__text) external _unum_setSymbol
00007ff80540ee08 (__TEXT,__text) external _unum_setTextAttribute
00007ff80540ef90 (__TEXT,__text) external _unum_toPattern
00007ff805363b46 (__TEXT,__text) external _unumf_close
00007ff8053631a5 (__TEXT,__text) external _unumf_closeResult
00007ff805363729 (__TEXT,__text) external _unumf_formatDecimal
00007ff80536368b (__TEXT,__text) external _unumf_formatDouble
00007ff8053635ec (__TEXT,__text) external _unumf_formatInt
00007ff805363231 (__TEXT,__text) external _unumf_openForSkeletonAndLocale
00007ff8053633f5 (__TEXT,__text) external _unumf_openForSkeletonAndLocaleWithError
00007ff8053630f4 (__TEXT,__text) external _unumf_openResult
00007ff80536316d (__TEXT,__text) external _unumf_resultAsValue
00007ff805363945 (__TEXT,__text) external _unumf_resultGetAllFieldPositions
00007ff8053638ab (__TEXT,__text) external _unumf_resultNextFieldPosition
00007ff8053639d0 (__TEXT,__text) external _unumf_resultToDecimalNumber
00007ff8053637dd (__TEXT,__text) external _unumf_resultToString
00007ff805390969 (__TEXT,__text) external _unumrf_close
00007ff805390178 (__TEXT,__text) external _unumrf_closeResult
00007ff805390553 (__TEXT,__text) external _unumrf_formatDecimalRange
00007ff805390467 (__TEXT,__text) external _unumrf_formatDoubleRange
00007ff805390201 (__TEXT,__text) external _unumrf_openForSkeletonWithCollapseAndIdentityFallback
00007ff8053900c7 (__TEXT,__text) external _unumrf_openResult
00007ff805390140 (__TEXT,__text) external _unumrf_resultAsValue
00007ff80539067d (__TEXT,__text) external _unumrf_resultGetFirstDecimalNumber
00007ff80539064b (__TEXT,__text) external _unumrf_resultGetIdentityResult
00007ff8053907f3 (__TEXT,__text) external _unumrf_resultGetSecondDecimalNumber
00007ff80540f719 (__TEXT,__text) external _unumsys_close
00007ff80540f768 (__TEXT,__text) external _unumsys_getDescription
00007ff80540f74a (__TEXT,__text) external _unumsys_getName
00007ff80540f754 (__TEXT,__text) external _unumsys_getRadix
00007ff80540f75e (__TEXT,__text) external _unumsys_isAlgorithmic
00007ff80540f694 (__TEXT,__text) external _unumsys_open
00007ff80540f72b (__TEXT,__text) external _unumsys_openAvailableNames
00007ff80540f706 (__TEXT,__text) external _unumsys_openByName
00007ff80540f81d (__TEXT,__text) external _uplrule_close
00007ff80540f813 (__TEXT,__text) external _uplrule_open
00007ff80540f827 (__TEXT,__text) external _uplrule_select
00007ff80540f83d (__TEXT,__text) external _uplrule_selectDouble
00007ff80540f8d3 (__TEXT,__text) external _uplrules_close
00007ff80540fd79 (__TEXT,__text) external _uplrules_getKeywords
00007ff80540fdc8 (__TEXT,__text) external _uplrules_getSampleForKeyword
00007ff80540f848 (__TEXT,__text) external _uplrules_open
00007ff80540f857 (__TEXT,__text) external _uplrules_openForType
00007ff80540f8e5 (__TEXT,__text) external _uplrules_select
00007ff80540fa81 (__TEXT,__text) external _uplrules_selectForRange
00007ff80540f9a4 (__TEXT,__text) external _uplrules_selectFormatted
00007ff80540fb60 (__TEXT,__text) external _uplrules_selectWithFormat
00007ff805231326 (__TEXT,__text) external _uprv_add32_overflow
00007ff805289a7f (__TEXT,__text) external _uprv_aestrncpy
00007ff80520280a (__TEXT,__text) external _uprv_asciitolower
00007ff805202669 (__TEXT,__text) external _uprv_calloc
00007ff805231200 (__TEXT,__text) external _uprv_ceil
00007ff80522f694 (__TEXT,__text) external _uprv_compareASCIIPropertyNames
00007ff80522f77c (__TEXT,__text) external _uprv_compareEBCDICPropertyNames
00007ff8052899c0 (__TEXT,__text) external _uprv_compareInvEbcdicAsAscii
00007ff80521fa83 (__TEXT,__text) external _uprv_convertToLCID
00007ff80521fa7b (__TEXT,__text) external _uprv_convertToLCIDPlatform
00007ff80521f9aa (__TEXT,__text) external _uprv_convertToPosix
00007ff8053097bc (__TEXT,__text) external _uprv_decContextClearStatus
00007ff8053097ca (__TEXT,__text) external _uprv_decContextDefault
00007ff805309854 (__TEXT,__text) external _uprv_decContextGetRounding
00007ff80530985d (__TEXT,__text) external _uprv_decContextGetStatus
00007ff805309866 (__TEXT,__text) external _uprv_decContextRestoreStatus
00007ff80530987b (__TEXT,__text) external _uprv_decContextSaveStatus
00007ff805309886 (__TEXT,__text) external _uprv_decContextSetRounding
00007ff805309848 (__TEXT,__text) external _uprv_decContextSetStatus
00007ff805309892 (__TEXT,__text) external _uprv_decContextSetStatusFromString
00007ff805309a2b (__TEXT,__text) external _uprv_decContextSetStatusFromStringQuiet
00007ff805309bc4 (__TEXT,__text) external _uprv_decContextSetStatusQuiet
00007ff805309bd0 (__TEXT,__text) external _uprv_decContextStatusToString
00007ff805309cfc (__TEXT,__text) external _uprv_decContextTestSavedStatus
00007ff805309d09 (__TEXT,__text) external _uprv_decContextTestStatus
00007ff805309d17 (__TEXT,__text) external _uprv_decContextZeroStatus
00007ff80530aee9 (__TEXT,__text) external _uprv_decNumberAbs
00007ff80530b6fa (__TEXT,__text) external _uprv_decNumberAdd
00007ff80530b740 (__TEXT,__text) external _uprv_decNumberAnd
00007ff80531185e (__TEXT,__text) external _uprv_decNumberClassToString
00007ff80530b8ce (__TEXT,__text) external _uprv_decNumberCompare
00007ff80530bc40 (__TEXT,__text) external _uprv_decNumberCompareSignal
00007ff80530bc89 (__TEXT,__text) external _uprv_decNumberCompareTotal
00007ff80530bcd2 (__TEXT,__text) external _uprv_decNumberCompareTotalMag
00007ff80530be96 (__TEXT,__text) external _uprv_decNumberCopy
00007ff80530e92d (__TEXT,__text) external _uprv_decNumberCopyAbs
00007ff805311882 (__TEXT,__text) external _uprv_decNumberCopyNegate
00007ff80530f357 (__TEXT,__text) external _uprv_decNumberCopySign
00007ff80530beef (__TEXT,__text) external _uprv_decNumberDivide
00007ff80530cbcd (__TEXT,__text) external _uprv_decNumberDivideInteger
00007ff80530cc16 (__TEXT,__text) external _uprv_decNumberExp
00007ff80530d47a (__TEXT,__text) external _uprv_decNumberFMA
00007ff805309d28 (__TEXT,__text) external _uprv_decNumberFromInt32
00007ff80530a682 (__TEXT,__text) external _uprv_decNumberFromString
00007ff805309d51 (__TEXT,__text) external _uprv_decNumberFromUInt32
00007ff80531189e (__TEXT,__text) external _uprv_decNumberGetBCD
00007ff80530df31 (__TEXT,__text) external _uprv_decNumberInvert
00007ff80530f381 (__TEXT,__text) external _uprv_decNumberIsNormal
00007ff80531190a (__TEXT,__text) external _uprv_decNumberIsSubnormal
00007ff80530e054 (__TEXT,__text) external _uprv_decNumberLn
00007ff80530e949 (__TEXT,__text) external _uprv_decNumberLog10
00007ff80530e7b5 (__TEXT,__text) external _uprv_decNumberLogB
00007ff80530ecd5 (__TEXT,__text) external _uprv_decNumberMax
00007ff80530ed1e (__TEXT,__text) external _uprv_decNumberMaxMag
00007ff80530ed67 (__TEXT,__text) external _uprv_decNumberMin
00007ff80530edb0 (__TEXT,__text) external _uprv_decNumberMinMag
00007ff80530edf9 (__TEXT,__text) external _uprv_decNumberMinus
00007ff80530f5a2 (__TEXT,__text) external _uprv_decNumberMultiply
00007ff80530ee62 (__TEXT,__text) external _uprv_decNumberNextMinus
00007ff80530efa7 (__TEXT,__text) external _uprv_decNumberNextPlus
00007ff80530f07e (__TEXT,__text) external _uprv_decNumberNextToward
00007ff8053102b2 (__TEXT,__text) external _uprv_decNumberNormalize
00007ff80530f3af (__TEXT,__text) external _uprv_decNumberOr
00007ff80530f53c (__TEXT,__text) external _uprv_decNumberPlus
00007ff80530f5e5 (__TEXT,__text) external _uprv_decNumberPower
00007ff80531003a (__TEXT,__text) external _uprv_decNumberQuantize
00007ff8053102bc (__TEXT,__text) external _uprv_decNumberReduce
00007ff8053104dd (__TEXT,__text) external _uprv_decNumberRemainder
00007ff805310526 (__TEXT,__text) external _uprv_decNumberRemainderNear
00007ff805310497 (__TEXT,__text) external _uprv_decNumberRescale
00007ff80531056f (__TEXT,__text) external _uprv_decNumberRotate
00007ff805310916 (__TEXT,__text) external _uprv_decNumberSameQuantum
00007ff805310974 (__TEXT,__text) external _uprv_decNumberScaleB
00007ff8053118c8 (__TEXT,__text) external _uprv_decNumberSetBCD
00007ff805310a50 (__TEXT,__text) external _uprv_decNumberShift
00007ff805310c13 (__TEXT,__text) external _uprv_decNumberSquareRoot
00007ff80531156d (__TEXT,__text) external _uprv_decNumberSubtract
00007ff80530a665 (__TEXT,__text) external _uprv_decNumberToEngString
00007ff805309dfa (__TEXT,__text) external _uprv_decNumberToInt32
00007ff8053115b6 (__TEXT,__text) external _uprv_decNumberToIntegralExact
00007ff805311679 (__TEXT,__text) external _uprv_decNumberToIntegralValue
00007ff805309f48 (__TEXT,__text) external _uprv_decNumberToString
00007ff805309ea3 (__TEXT,__text) external _uprv_decNumberToUInt32
00007ff805311938 (__TEXT,__text) external _uprv_decNumberTrim
00007ff805311982 (__TEXT,__text) external _uprv_decNumberVersion
00007ff8053116ca (__TEXT,__text) external _uprv_decNumberXor
00007ff805309de4 (__TEXT,__text) external _uprv_decNumberZero
00007ff8052aca9e (__TEXT,__text) external _uprv_deleteUObject
00007ff8052326a1 (__TEXT,__text) external _uprv_dl_close
00007ff805232672 (__TEXT,__text) external _uprv_dl_open
00007ff8052326b2 (__TEXT,__text) external _uprv_dlsym_func
00007ff805289afb (__TEXT,__text) external _uprv_eastrncpy
00007ff805289496 (__TEXT,__text) external _uprv_ebcdicFromAscii
00007ff805289a55 (__TEXT,__text) external _uprv_ebcdicToAscii
00007ff805289a6a (__TEXT,__text) external _uprv_ebcdicToLowercaseAscii
00007ff805202823 (__TEXT,__text) external _uprv_ebcdictolower
00007ff805231220 (__TEXT,__text) external _uprv_fabs
00007ff8052311f4 (__TEXT,__text) external _uprv_floor
00007ff805231259 (__TEXT,__text) external _uprv_fmax
00007ff8052312bd (__TEXT,__text) external _uprv_fmin
00007ff805231237 (__TEXT,__text) external _uprv_fmod
00007ff805202651 (__TEXT,__text) external _uprv_free
00007ff80529a826 (__TEXT,__text) external _uprv_getCharNameCharacters
00007ff805232199 (__TEXT,__text) external _uprv_getDefaultLocaleID
00007ff8052311e6 (__TEXT,__text) external _uprv_getInfinity
00007ff80529a3b1 (__TEXT,__text) external _uprv_getMaxCharNameLength
00007ff8052311d8 (__TEXT,__text) external _uprv_getNaN
00007ff805231119 (__TEXT,__text) external _uprv_getRawUTCtime
00007ff805282a66 (__TEXT,__text) external _uprv_getStaticCurrencyName
00007ff8052310c8 (__TEXT,__text) external _uprv_getUTCtime
00007ff80524c1f8 (__TEXT,__text) external _uprv_int32Comparator
00007ff8052027dc (__TEXT,__text) external _uprv_isASCIILetter
00007ff8052897d2 (__TEXT,__text) external _uprv_isEbcdicAtSign
00007ff80523118c (__TEXT,__text) external _uprv_isInfinite
00007ff805289408 (__TEXT,__text) external _uprv_isInvariantString
00007ff805289452 (__TEXT,__text) external _uprv_isInvariantUString
00007ff80523116a (__TEXT,__text) external _uprv_isNaN
00007ff8052311c1 (__TEXT,__text) external _uprv_isNegativeInfinity
00007ff8052311ae (__TEXT,__text) external _uprv_isPositiveInfinity
00007ff8052bfbae (__TEXT,__text) external _uprv_itou
00007ff8052313ab (__TEXT,__text) external _uprv_log
00007ff805202605 (__TEXT,__text) external _uprv_malloc
00007ff8052959cb (__TEXT,__text) external _uprv_mapFile
00007ff805295af4 (__TEXT,__text) external _uprv_max
00007ff80523139d (__TEXT,__text) external _uprv_maxMantissa
00007ff8052313b5 (__TEXT,__text) external _uprv_maximumPtr
00007ff805295b01 (__TEXT,__text) external _uprv_min
00007ff80523122d (__TEXT,__text) external _uprv_modf
00007ff805231335 (__TEXT,__text) external _uprv_mul32_overflow
00007ff80528181b (__TEXT,__text) external _uprv_parseCurrency
00007ff805231e40 (__TEXT,__text) external _uprv_pathIsAbsolute
00007ff805231241 (__TEXT,__text) external _uprv_pow
00007ff80523124b (__TEXT,__text) external _uprv_pow10
00007ff80520261d (__TEXT,__text) external _uprv_realloc
00007ff80523120c (__TEXT,__text) external _uprv_round
00007ff80524c320 (__TEXT,__text) external _uprv_sortArray
00007ff80524c219 (__TEXT,__text) external _uprv_stableBinarySearch
00007ff805202b30 (__TEXT,__text) external _uprv_strdup
00007ff805202a2d (__TEXT,__text) external _uprv_stricmp
00007ff805202b69 (__TEXT,__text) external _uprv_strndup
00007ff805202aaa (__TEXT,__text) external _uprv_strnicmp
00007ff80520fdcf (__TEXT,__text) external _uprv_svc_hook
00007ff8052bb090 (__TEXT,__text) external _uprv_syntaxError
00007ff8052313de (__TEXT,__text) external _uprv_timezone
00007ff8052027f3 (__TEXT,__text) external _uprv_toupper
00007ff805231352 (__TEXT,__text) external _uprv_trunc
00007ff8052313fe (__TEXT,__text) external _uprv_tzname
00007ff8052313ed (__TEXT,__text) external _uprv_tzname_clear_cache
00007ff8052313d4 (__TEXT,__text) external _uprv_tzset
00007ff80524c1ea (__TEXT,__text) external _uprv_uint16Comparator
00007ff80524c202 (__TEXT,__text) external _uprv_uint32Comparator
00007ff80523044d (__TEXT,__text) external _upvec_cloneArray
00007ff80522fca4 (__TEXT,__text) external _upvec_close
00007ff805230174 (__TEXT,__text) external _upvec_compact
00007ff805230548 (__TEXT,__text) external _upvec_compactToUTrie2Handler
00007ff8052304ed (__TEXT,__text) external _upvec_compactToUTrie2WithRowIndexes
00007ff805230423 (__TEXT,__text) external _upvec_getArray
00007ff80523012f (__TEXT,__text) external _upvec_getRow
00007ff8052300f7 (__TEXT,__text) external _upvec_getValue
00007ff80522fbc3 (__TEXT,__text) external _upvec_open
00007ff80522fcc9 (__TEXT,__text) external _upvec_setValue
00007ff8052ae50b (__TEXT,__text) external _urbtok57_getBinaryRules
00007ff8052ae42a (__TEXT,__text) external _urbtok57_openBinaryRules
00007ff8052ae4ae (__TEXT,__text) external _urbtok57_openBinaryRulesNoCopy
00007ff8052ae37a (__TEXT,__text) external _urbtok57_openRules
00007ff8052ae5b1 (__TEXT,__text) external _urbtok57_tokenize
00007ff8052ae13d (__TEXT,__text) external _urbtok_getBinaryRules
00007ff8052adf63 (__TEXT,__text) external _urbtok_open
00007ff8052ae037 (__TEXT,__text) external _urbtok_openBinaryRules
00007ff8052ae0cc (__TEXT,__text) external _urbtok_openBinaryRulesNoCopy
00007ff8052adf92 (__TEXT,__text) external _urbtok_openRules
00007ff8052ae203 (__TEXT,__text) external _urbtok_swapBinaryRules
00007ff8052ae1e3 (__TEXT,__text) external _urbtok_tokenize
00007ff8054110bb (__TEXT,__text) external _uregex_appendReplacement
00007ff805411b15 (__TEXT,__text) external _uregex_appendReplacementUText
00007ff8054110c5 (__TEXT,__text) external _uregex_appendTail
00007ff805411d61 (__TEXT,__text) external _uregex_appendTailUText
00007ff80541036a (__TEXT,__text) external _uregex_clone
00007ff805410337 (__TEXT,__text) external _uregex_close
00007ff805410b90 (__TEXT,__text) external _uregex_end
00007ff805410b9a (__TEXT,__text) external _uregex_end64
00007ff8054107e9 (__TEXT,__text) external _uregex_find
00007ff8054107f6 (__TEXT,__text) external _uregex_find64
00007ff805410862 (__TEXT,__text) external _uregex_findNext
00007ff805410463 (__TEXT,__text) external _uregex_flags
00007ff805410f7b (__TEXT,__text) external _uregex_getFindProgressCallback
00007ff805410f2b (__TEXT,__text) external _uregex_getMatchCallback
00007ff805410ed9 (__TEXT,__text) external _uregex_getStackLimit
00007ff8054105e9 (__TEXT,__text) external _uregex_getText
00007ff805410e87 (__TEXT,__text) external _uregex_getTimeLimit
00007ff8054106e4 (__TEXT,__text) external _uregex_getUText
00007ff805410978 (__TEXT,__text) external _uregex_group
00007ff80541089f (__TEXT,__text) external _uregex_groupCount
00007ff80541094e (__TEXT,__text) external _uregex_groupNumberFromCName
00007ff8054108c9 (__TEXT,__text) external _uregex_groupNumberFromName
00007ff805410ae4 (__TEXT,__text) external _uregex_groupUText
00007ff805410d8f (__TEXT,__text) external _uregex_hasAnchoringBounds
00007ff805410d39 (__TEXT,__text) external _uregex_hasTransparentBounds
00007ff805410de5 (__TEXT,__text) external _uregex_hitEnd
00007ff805410790 (__TEXT,__text) external _uregex_lookingAt
00007ff80541079d (__TEXT,__text) external _uregex_lookingAt64
00007ff805410737 (__TEXT,__text) external _uregex_matches
00007ff805410744 (__TEXT,__text) external _uregex_matches64
00007ff80540ff30 (__TEXT,__text) external _uregex_open
00007ff805412137 (__TEXT,__text) external _uregex_openC
00007ff80541012a (__TEXT,__text) external _uregex_openUText
00007ff805410425 (__TEXT,__text) external _uregex_pattern
00007ff805410455 (__TEXT,__text) external _uregex_patternUText
00007ff80541070f (__TEXT,__text) external _uregex_refreshUText
00007ff805410cf0 (__TEXT,__text) external _uregex_regionEnd
00007ff805410cfa (__TEXT,__text) external _uregex_regionEnd64
00007ff805410ca7 (__TEXT,__text) external _uregex_regionStart
00007ff805410cb1 (__TEXT,__text) external _uregex_regionStart64
00007ff805410fa3 (__TEXT,__text) external _uregex_replaceAll
00007ff8054110cf (__TEXT,__text) external _uregex_replaceAllUText
00007ff805411119 (__TEXT,__text) external _uregex_replaceFirst
00007ff80541120f (__TEXT,__text) external _uregex_replaceFirstUText
00007ff805410e22 (__TEXT,__text) external _uregex_requireEnd
00007ff805410bd7 (__TEXT,__text) external _uregex_reset
00007ff805410be4 (__TEXT,__text) external _uregex_reset64
00007ff805410f53 (__TEXT,__text) external _uregex_setFindProgressCallback
00007ff805410f03 (__TEXT,__text) external _uregex_setMatchCallback
00007ff805410c1f (__TEXT,__text) external _uregex_setRegion
00007ff805410c2f (__TEXT,__text) external _uregex_setRegion64
00007ff805410c6a (__TEXT,__text) external _uregex_setRegionAndStart
00007ff805410eb1 (__TEXT,__text) external _uregex_setStackLimit
00007ff80541048d (__TEXT,__text) external _uregex_setText
00007ff805410e5f (__TEXT,__text) external _uregex_setTimeLimit
00007ff80541057f (__TEXT,__text) external _uregex_setUText
00007ff805411d6f (__TEXT,__text) external _uregex_split
00007ff8054120fb (__TEXT,__text) external _uregex_splitUText
00007ff805410b49 (__TEXT,__text) external _uregex_start
00007ff805410b53 (__TEXT,__text) external _uregex_start64
00007ff805410db9 (__TEXT,__text) external _uregex_useAnchoringBounds
00007ff805410d63 (__TEXT,__text) external _uregex_useTransparentBounds
00007ff80541223e (__TEXT,__text) external _uregion_areEqual
00007ff80541229e (__TEXT,__text) external _uregion_contains
00007ff80541221f (__TEXT,__text) external _uregion_getAvailable
00007ff805412260 (__TEXT,__text) external _uregion_getContainedRegions
00007ff80541227f (__TEXT,__text) external _uregion_getContainedRegionsOfType
00007ff80541224c (__TEXT,__text) external _uregion_getContainingRegion
00007ff805412256 (__TEXT,__text) external _uregion_getContainingRegionOfType
00007ff8054122d1 (__TEXT,__text) external _uregion_getNumericCode
00007ff8054122a8 (__TEXT,__text) external _uregion_getPreferredValues
00007ff8054122c7 (__TEXT,__text) external _uregion_getRegionCode
00007ff80541220b (__TEXT,__text) external _uregion_getRegionFromCode
00007ff805412215 (__TEXT,__text) external _uregion_getRegionFromNumericCode
00007ff8054122db (__TEXT,__text) external _uregion_getType
00007ff8053b6ea5 (__TEXT,__text) external _ureldatefmt_close
00007ff8053b6d87 (__TEXT,__text) external _ureldatefmt_closeResult
00007ff8053b7263 (__TEXT,__text) external _ureldatefmt_combineDateAndTime
00007ff8053b708d (__TEXT,__text) external _ureldatefmt_format
00007ff8053b6eb7 (__TEXT,__text) external _ureldatefmt_formatNumeric
00007ff8053b6ffb (__TEXT,__text) external _ureldatefmt_formatNumericToResult
00007ff8053b71d1 (__TEXT,__text) external _ureldatefmt_formatToResult
00007ff8053b6dbb (__TEXT,__text) external _ureldatefmt_open
00007ff8053b6cec (__TEXT,__text) external _ureldatefmt_openResult
00007ff8053b6d4f (__TEXT,__text) external _ureldatefmt_resultAsValue
00007ff8052ae8b9 (__TEXT,__text) external _ures_close
00007ff8052b1442 (__TEXT,__text) external _ures_countArrayItems
00007ff8052af3d0 (__TEXT,__text) external _ures_findResource
00007ff8052af520 (__TEXT,__text) external _ures_findSubResource
00007ff8052afe06 (__TEXT,__text) external _ures_getAllChildrenWithFallback
00007ff8052afe38 (__TEXT,__text) external _ures_getAllItemsWithFallback
00007ff8052aeca6 (__TEXT,__text) external _ures_getBinary
00007ff8052af0f1 (__TEXT,__text) external _ures_getByIndex
00007ff8052b0199 (__TEXT,__text) external _ures_getByKey
00007ff8052af715 (__TEXT,__text) external _ures_getByKeyWithFallback
00007ff8052b1705 (__TEXT,__text) external _ures_getFunctionalEquivalent
00007ff8052aed3a (__TEXT,__text) external _ures_getInt
00007ff8052aecf0 (__TEXT,__text) external _ures_getIntVector
00007ff8052aede1 (__TEXT,__text) external _ures_getKey
00007ff8052b274a (__TEXT,__text) external _ures_getKeywordValues
00007ff8052ae6e0 (__TEXT,__text) external _ures_getLocParent
00007ff8052b05ff (__TEXT,__text) external _ures_getLocale
00007ff8052b0626 (__TEXT,__text) external _ures_getLocaleByType
