00007ffb1bf6b35b (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
00007ffb1bf65e10 (__TEXT,__text) non-external _subArchiveCreate
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffb1bf5dfe1 (__TEXT,__text) non-external _tarParseInt
00007ffb1bf39824 (__TEXT,__text) non-external _tempStreamCancel
00007ffb1bf3978e (__TEXT,__text) non-external _tempStreamClose
00007ffb1bf39871 (__TEXT,__text) non-external _tempStreamPRead
00007ffb1bf39ac7 (__TEXT,__text) non-external _tempStreamPWrite
00007ffb1bf39839 (__TEXT,__text) non-external _tempStreamRead
00007ffb1bf39a3b (__TEXT,__text) non-external _tempStreamSeek
00007ffb1bf39d1e (__TEXT,__text) non-external _tempStreamTruncate
00007ffb1bf39a8f (__TEXT,__text) non-external _tempStreamWrite
00007ffb1bf28c1d (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffb1bf28927 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffb1bf70ae4 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffb1bf35ff2 (__TEXT,__text) non-external _threadWrapperProc
00007ffb1bf12bd2 (__TEXT,__text) non-external _treeAdd
00007ffb1bf1259b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffb1bf1286c (__TEXT,__text) non-external _treeRebalance
00007ffb1bf135a5 (__TEXT,__text) non-external _treeRotateLeft
00007ffb1bf13496 (__TEXT,__text) non-external _treeRotateRight
00007ffb1bf12ab2 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffb1bf47184 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffb1bf2fb14 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffb1bf324da (__TEXT,__text) non-external _updateFromHeader
00007ffb1bf35c6f (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffb1bf35ca1 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffb1bf5a185 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffb1bf0b62a (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffb1bf0a920 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffb1bf0b398 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffb1bf0acbb (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffb1bf38ea8 (__TEXT,__text) non-external _verifySegment
00007ffb1bf462b6 (__TEXT,__text) non-external _verifySegment
00007ffb1bf74586 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffb1bf4f84b (__TEXT,__text) non-external _workerApplyAttr
00007ffb1bf0b63f (__TEXT,__text) non-external _workerDataFree
00007ffb1bf4fa98 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffb1bf4f9a2 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffb1bf1c534 (__TEXT,__text) non-external _workerDestroy
00007ffb1bf4f4f8 (__TEXT,__text) non-external _workerDestroy
00007ffb1befad6f (__TEXT,__text) non-external _workerProc
00007ffb1bf0a433 (__TEXT,__text) non-external _workerProc
00007ffb1bf1bbd4 (__TEXT,__text) non-external _workerProc
00007ffb1bf2ee0a (__TEXT,__text) non-external _workerProc
00007ffb1bf4cabc (__TEXT,__text) non-external _workerProc
00007ffb1bf73550 (__TEXT,__text) non-external _workerProc
00007ffb1bf4f909 (__TEXT,__text) non-external _workerReserve
00007ffb1bf4f623 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffb1bf3391c (__TEXT,__text) non-external _writeBlobProc
00007ffb1bf332c3 (__TEXT,__text) non-external _writeHeaderProc
00007ffb1bf67572 (__TEXT,__text) non-external _writeOBuf
00007ffb1bf012bd (__TEXT,__text) non-external _writeProc
00007ffb1bf27769 (__TEXT,__text) non-external _writeProc
00007ffb1bf436fd (__TEXT,__text) non-external _writeProc
00007ffb1bf403f7 (__TEXT,__text) non-external _writerProc
00007ffb1bf74a1a (__TEXT,__text) non-external (was a private external) _writerProc
