00007ff80974b090 (__TEXT,__const) non-external _A1_Table
00007ff808c8b5a0 (__TEXT,__text) external _vImageConvolveWithBias_Planar8
00007ff808d87120 (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
00007ff808dfee50 (__TEXT,__text) external _vImageConvolve_ARGB16F
00007ff808d87660 (__TEXT,__text) external _vImageConvolve_ARGB8888
00007ff808d886d0 (__TEXT,__text) external _vImageConvolve_ARGBFFFF
00007ff808dfe7b0 (__TEXT,__text) external _vImageConvolve_Planar16F
00007ff808c8b550 (__TEXT,__text) external _vImageConvolve_Planar8
00007ff808d87110 (__TEXT,__text) external _vImageConvolve_PlanarF
00007ff808c972a0 (__TEXT,__text) external _vImageCopyBuffer
00007ff808f8bdc0 (__TEXT,__text) external _vImageCreateCGImageFromBuffer
00007ff808f8b530 (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
00007ff808e441a0 (__TEXT,__text) external _vImageCreateGammaFunction
00007ff808f8bf80 (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
00007ff808f8bcd0 (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
00007ff808f8bf70 (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
00007ff808f8bc60 (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
00007ff808c6a4e0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
00007ff808c6a3d0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
00007ff808c6a750 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
00007ff808d05950 (__TEXT,__text) external _vImageDecodeVectorHalf
00007ff808c75920 (__TEXT,__text) external _vImageDeepmap2Decode
00007ff808cef4e0 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
00007ff808cef820 (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
00007ff808cef9c0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
00007ff808cef990 (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
00007ff808cef7d0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
00007ff808ceec20 (__TEXT,__text) external _vImageDeepmap2Encode
00007ff808cef320 (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
00007ff808c76d50 (__TEXT,__text) external _vImageDeepmap2PixelSize
00007ff808cdd360 (__TEXT,__text) external _vImageDeepmapDecode
00007ff808cdd340 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
00007ff808cb0760 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
00007ff808cb08e0 (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
00007ff808cb1110 (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
00007ff808cdd7a0 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
00007ff808cdc8c0 (__TEXT,__text) external _vImageDeepmapEncode
00007ff808cdd180 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
00007ff808cb1c30 (__TEXT,__text) external _vImageDeepmapPixelSize
00007ff808e44440 (__TEXT,__text) external _vImageDestroyGammaFunction
00007ff808ec9770 (__TEXT,__text) external _vImageDestroyResamplingFilter
00007ff808de7350 (__TEXT,__text) non-external _vImageDiff_Planar8
00007ff808e32c90 (__TEXT,__text) external _vImageDilate_ARGB8888
00007ff843591998 (__DATA,__bss) non-external _vImageDilate_ARGB8888.vDilate_Interleaved_CV
00007ff808e34bf0 (__TEXT,__text) external _vImageDilate_ARGBFFFF
00007ff8435919d8 (__DATA,__bss) non-external _vImageDilate_ARGBFFFF.vDilateFP_Interleaved_CV
00007ff808c8ffe0 (__TEXT,__text) external _vImageDilate_Planar8
00007ff843591948 (__DATA,__bss) non-external _vImageDilate_Planar8.vDilate_ZeroCenter_CV
00007ff808e30d30 (__TEXT,__text) external _vImageDilate_PlanarF
00007ff843591958 (__DATA,__bss) non-external _vImageDilate_PlanarF.vDilateFP_CV
00007ff808df2d90 (__TEXT,__text) external _vImageDownScale_CbCr8
00007ff808df27d0 (__TEXT,__text) external _vImageDownScale_Planar8
00007ff808d04ea0 (__TEXT,__text) external _vImageEncodeVectorHalf
00007ff8096bf000 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
00007ff8096bf030 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
00007ff8096bf060 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
00007ff808d04e30 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
00007ff808d04e70 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
00007ff808d04e60 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
00007ff808e252e0 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
00007ff808e25cf0 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
00007ff808e244b0 (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
00007ff808e249c0 (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
00007ff808e07f90 (__TEXT,__text) external _vImageEqualization_ARGB8888
00007ff808e085b0 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
00007ff808e07260 (__TEXT,__text) external _vImageEqualization_Planar8
00007ff808e075d0 (__TEXT,__text) external _vImageEqualization_PlanarF
00007ff808e32760 (__TEXT,__text) external _vImageErode_ARGB8888
00007ff843591990 (__DATA,__bss) non-external _vImageErode_ARGB8888.vErode_Interleaved_CV
00007ff808e346c0 (__TEXT,__text) external _vImageErode_ARGBFFFF
00007ff8435919d0 (__DATA,__bss) non-external _vImageErode_ARGBFFFF.vErodeFP_Interleaved_CV
00007ff808e2fd50 (__TEXT,__text) external _vImageErode_Planar8
00007ff843591940 (__DATA,__bss) non-external _vImageErode_Planar8.vErode_CV
00007ff808e30800 (__TEXT,__text) external _vImageErode_PlanarF
00007ff843591950 (__DATA,__bss) non-external _vImageErode_PlanarF.vErodeFP_CV
00007ff808d1e110 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
00007ff808d1e030 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
00007ff808d1e1f0 (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
00007ff808f97f50 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007ff843591ef0 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32.vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007ff808f97ba0 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
00007ff843591ee8 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10.vExtract_444YpCbCrA10To420Yp10_CbCr10
00007ff808f977f0 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00007ff843591ee0 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8.vExtract_444YpCbCrA8To420Yp8_CbCr8
00007ff808d51c50 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
00007ff8435916f8 (__DATA,__bss) non-external _vImageFlatten_ARGB16Q12.vFlatten_ARGB16Q12_GV
00007ff808d20f50 (__TEXT,__text) external _vImageFlatten_ARGB16U
00007ff808ccd780 (__TEXT,__text) external _vImageFlatten_ARGB8888
00007ff8435916f0 (__DATA,__bss) non-external _vImageFlatten_ARGB8888.vFlatten_ARGB8888_GV
00007ff808d1e2d0 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
00007ff808d214b0 (__TEXT,__text) external _vImageFlatten_ARGBFFFF
00007ff808d1eba0 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
00007ff808d1e8b0 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
00007ff808d1f200 (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
00007ff808e7b9a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
00007ff808d6e080 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_AVX
00007ff808e92840 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_AVX2
00007ff808efe6a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_SSE4_1
00007ff808e7b9c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_resolver
00007ff808e7e6e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_scalar
00007ff843590b40 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_vec
00007ff808e7ba00 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
00007ff808d6ebf0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_AVX
00007ff808e93540 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_AVX2
00007ff808eff220 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_SSE4_1
00007ff808e7ba20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_resolver
00007ff808e7eb60 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_scalar
00007ff843590b48 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_vec
00007ff808e7ba60 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
00007ff808d6f6c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_AVX
00007ff808e94070 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_AVX2
00007ff808effc50 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_SSE4_1
00007ff808e7ba80 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_resolver
00007ff808e7efd0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_scalar
00007ff843590b50 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_vec
00007ff808e7bac0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
00007ff808d70010 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_AVX
00007ff808e94b10 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_AVX2
00007ff808f00560 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_SSE4_1
00007ff808e7bae0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_resolver
00007ff808e7f3e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_scalar
00007ff843590b58 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_vec
00007ff808e7b8e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
00007ff808d6c980 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_AVX
00007ff808e91140 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_AVX2
00007ff808efcdb0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_SSE4_1
00007ff808e7b900 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_resolver
00007ff808e7def0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_scalar
00007ff843590b30 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_vec
00007ff808e7b940 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
00007ff808d6d500 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_AVX
00007ff808e91ce0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_AVX2
00007ff808efdb00 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_SSE4_1
00007ff808e7b960 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_resolver
00007ff808e7e2f0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_scalar
00007ff843590b38 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_vec
00007ff808e7bb20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
00007ff808d70980 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_AVX
00007ff808e95440 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_AVX2
00007ff808f00d90 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_SSE4_1
00007ff808e7bb40 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_resolver
00007ff808e7f7b0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_scalar
00007ff843590b60 (__DATA,__data) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_vec
00007ff808e7bb80 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
00007ff808d71190 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_AVX
00007ff808e95c50 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_AVX2
00007ff808f015c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_SSE4_1
00007ff808e7bba0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_resolver
00007ff808e7fbb0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_scalar
00007ff843590b68 (__DATA,__data) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_vec
00007ff808d51f80 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
00007ff843591700 (__DATA,__bss) non-external _vImageFlatten_RGBA16Q12.vFlatten_RGBA16Q12_GV
00007ff808d21200 (__TEXT,__text) external _vImageFlatten_RGBA16U
00007ff808caa6a0 (__TEXT,__text) external _vImageFlatten_RGBA8888
00007ff843590d38 (__DATA,__bss) non-external _vImageFlatten_RGBA8888.vFlatten_RGBA8888_GV
00007ff808d1e5c0 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
00007ff808d21760 (__TEXT,__text) external _vImageFlatten_RGBAFFFF
00007ff808d1eed0 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
00007ff808e42750 (__TEXT,__text) external _vImageFloodFill_ARGB16U
00007ff843591a40 (__DATA,__bss) non-external _vImageFloodFill_ARGB16U.vFloodFillConn4_ARGB16U
00007ff843591a48 (__DATA,__bss) non-external _vImageFloodFill_ARGB16U.vFloodFillConn8_ARGB16U
00007ff808e425d0 (__TEXT,__text) external _vImageFloodFill_ARGB8888
00007ff843591a30 (__DATA,__bss) non-external _vImageFloodFill_ARGB8888.vFloodFillConn4_ARGB8888
00007ff843591a38 (__DATA,__bss) non-external _vImageFloodFill_ARGB8888.vFloodFillConn8_ARGB8888
00007ff808e42450 (__TEXT,__text) external _vImageFloodFill_Planar16U
00007ff843591a20 (__DATA,__bss) non-external _vImageFloodFill_Planar16U.vFloodFillConn4_Planar16U
00007ff843591a28 (__DATA,__bss) non-external _vImageFloodFill_Planar16U.vFloodFillConn8_Planar16U
00007ff808e422d0 (__TEXT,__text) external _vImageFloodFill_Planar8
00007ff843591a10 (__DATA,__bss) non-external _vImageFloodFill_Planar8.vFloodFillConn4_Planar8
00007ff843591a18 (__DATA,__bss) non-external _vImageFloodFill_Planar8.vFloodFillConn8_Planar8
00007ff808e44460 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
00007ff808e457b0 (__TEXT,__text) external _vImageGamma_PlanarF
00007ff808e447d0 (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
00007ff808de6e80 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
00007ff843591828 (__DATA,__bss) non-external _vImageGaussianBoxDiffConvolve_Planar8.vGaussianBoxDiffPlanar8ext_3x3_11x11
00007ff843591830 (__DATA,__bss) non-external _vImageGaussianBoxDiffConvolve_Planar8.vGaussianBoxDiffPlanar8ext_5x5_11x11
00007ff808ce2b10 (__TEXT,__text) external _vImageGaussianConvolve_Planar8
00007ff843591208 (__DATA,__bss) non-external _vImageGaussianConvolve_Planar8.vGaussianPlanar8ext_3x3
00007ff843591210 (__DATA,__bss) non-external _vImageGaussianConvolve_Planar8.vGaussianPlanar8ext_5x5
00007ff843591218 (__DATA,__bss) non-external _vImageGaussianConvolve_Planar8.vGaussianPlanar8ext_7x7
00007ff808f8bd70 (__TEXT,__text) non-external _vImageGetCPUCount
00007ff808f8bd40 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
00007ff808de7990 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
00007ff808d86840 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
00007ff808dfc420 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
00007ff808e36640 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
00007ff808df7100 (__TEXT,__text) external _vImageGetPerspectiveWarp
00007ff808ec9750 (__TEXT,__text) external _vImageGetResamplingFilterExtent
00007ff808c9f600 (__TEXT,__text) external _vImageGetResamplingFilterSize
00007ff808cd6fa0 (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
00007ff808de6900 (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
00007ff809749d60 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
00007ff809749d6c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
00007ff809749d70 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
00007ff809749d7c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
00007ff809749d90 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
00007ff809749db0 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
00007ff809749dd0 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
00007ff809749df0 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_S
00007ff843591820 (__DATA,__bss) non-external _vImageGradientSobel_Planar8to16S.vSobel8to16Sext
00007ff808e37ed0 (__TEXT,__text) external _vImageHighEfficiencyAlphaBlend_ARGB8888
00007ff808e37050 (__TEXT,__text) external _vImageHighEfficiencyBoxConvolve_ARGB8888
00007ff808e36e90 (__TEXT,__text) external _vImageHighEfficiencyBuffer_GetImageBuffer
00007ff808e36ae0 (__TEXT,__text) external _vImageHighEfficiencyBuffer_Init
00007ff808e36e10 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithImageBuffer
00007ff808e36c50 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithPixelData
00007ff808e36e40 (__TEXT,__text) external _vImageHighEfficiencyBuffer_Release
00007ff808e377f0 (__TEXT,__text) external _vImageHighEfficiencyConvert_ARGB8888toPlanar8
00007ff808e37ab0 (__TEXT,__text) external _vImageHighEfficiencyConvert_Planar8toARGB8888
00007ff808e374a0 (__TEXT,__text) external _vImageHighEfficiencyConvolve_ARGB8888
00007ff808e37600 (__TEXT,__text) external _vImageHighEfficiencyImageHistogramCalculation_ARGB8888
00007ff808e37d70 (__TEXT,__text) external _vImageHighEfficiencyMatrixMultiply_ARGB8888
00007ff808e36ff0 (__TEXT,__text) external _vImageHighEfficiencyOperation_AsyncWait
00007ff808e36ec0 (__TEXT,__text) external _vImageHighEfficiencyOperation_Init
00007ff808e37030 (__TEXT,__text) external _vImageHighEfficiencyOperation_Release
00007ff808e36fb0 (__TEXT,__text) external _vImageHighEfficiencyOperation_WaitUntilCompleted
00007ff808e37690 (__TEXT,__text) external _vImageHighEfficiencyPermuteChannels_ARGB8888
00007ff808e38650 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_Planar8
00007ff808e384d0 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_PlanarF
00007ff808e38340 (__TEXT,__text) external _vImageHighEfficiencyPiecewisePolynomial_PlanarF
00007ff808e38070 (__TEXT,__text) external _vImageHighEfficiencyPremultipliedAlphaBlend_ARGB8888
00007ff808e387e0 (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_ARGB8888
00007ff808e388f0 (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_RGBA8888
00007ff808e38210 (__TEXT,__text) external _vImageHighEfficiencyRotate90_ARGB8888
00007ff808e37320 (__TEXT,__text) external _vImageHighEfficiencySepConvolve_ARGB8888
00007ff808e371d0 (__TEXT,__text) external _vImageHighEfficiencyTentConvolve_ARGB8888
00007ff808e38a00 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_ARGB8888
00007ff808e38b10 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_RGBA8888
00007ff808c96ba0 (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
00007ff808dfd610 (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
00007ff808dfc450 (__TEXT,__text) external _vImageHistogramCalculation_Planar8
00007ff808dfcb30 (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
00007ff808e09eb0 (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
00007ff808e0aa70 (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
00007ff808e09100 (__TEXT,__text) external _vImageHistogramSpecification_Planar8
00007ff808e09440 (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
00007ff808dfad70 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16F
00007ff808dfa700 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
00007ff843591900 (__DATA,__bss) non-external _vImageHorizontalReflect_ARGB16S.vHorizontal_Reflect_ARGB_16U_GV
00007ff808dfa3a0 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
00007ff8435918f8 (__DATA,__bss) non-external _vImageHorizontalReflect_ARGB16U.vHorizontal_Reflect_ARGB_16U_GV
00007ff808dfa0b0 (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
00007ff808dfaa60 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
00007ff808dfad60 (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
00007ff808dfad50 (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
00007ff808df99d0 (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
00007ff808df9630 (__TEXT,__text) external _vImageHorizontalReflect_Planar8
00007ff808df9dc0 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
00007ff808f603d0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
00007ff843591b40 (__DATA,__bss) non-external _vImageHorizontalShearD_ARGB16F.vHorizontalShear_ARGB16F
00007ff808deb870 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
00007ff808deacc0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
00007ff808cd73c0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
00007ff808df6760 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
00007ff808f5fdb0 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
00007ff843591b30 (__DATA,__bss) non-external _vImageHorizontalShearD_CbCr16F.vHorizontalShear_CbCr16F
00007ff808df3db0 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
00007ff808df39e0 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
00007ff808f60a70 (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
00007ff843591b50 (__DATA,__bss) non-external _vImageHorizontalShearD_CbCrF.vHorizontalShear_CbCrF
00007ff808f5f690 (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
00007ff843591b20 (__DATA,__bss) non-external _vImageHorizontalShearD_Planar16F.vHorizontalShear_Planar16F
00007ff808de7fc0 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
00007ff808de8af0 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
00007ff808f606c0 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
00007ff808defb00 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
00007ff808cb41f0 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
00007ff808ca00e0 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
00007ff808dec360 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
00007ff808f600a0 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
00007ff808df3e80 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
00007ff808def480 (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
00007ff808cc8bc0 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
00007ff808f60d60 (__TEXT,__text) external _vImageHorizontalShear_CbCrF
00007ff808f5fa90 (__TEXT,__text) external _vImageHorizontalShear_Planar16F
00007ff808decf00 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
00007ff808dedbf0 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
00007ff808cc0950 (__TEXT,__text) external _vImageHorizontalShear_Planar8
00007ff808dee8e0 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
00007ff808df0970 (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
00007ff808e47e30 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
00007ff843591aa0 (__DATA,__bss) non-external _vImageInterpolatedLookupTable_PlanarF.vInterpolatedLookupTable_PlanarF
00007ff808e48f40 (__TEXT,__text) external _vImageInvert_16U
00007ff808e48b00 (__TEXT,__text) external _vImageInvert_8
00007ff808e49370 (__TEXT,__text) external _vImageInvert_F
00007ff808cf93b0 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
00007ff843591408 (__DATA,__bss) non-external _vImageLinearTransform_16Q12to8.vLinearTransform_16Q12to8
00007ff808e7b820 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
00007ff808d6b290 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_AVX
00007ff808e8f3e0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_AVX2
00007ff808efb3d0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_SSE4_1
00007ff808e7b840 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_resolver
00007ff808e7d120 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_scalar
00007ff843590b20 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_16U_vec
00007ff808cf9250 (__TEXT,__text) external _vImageLinearTransform_16Uto8
00007ff8435913f8 (__DATA,__bss) non-external _vImageLinearTransform_16Uto8.vLinearTransform_16Uto8
00007ff808cf9300 (__TEXT,__text) external _vImageLinearTransform_16UtoF
00007ff843591400 (__DATA,__bss) non-external _vImageLinearTransform_16UtoF.vLinearTransform_16UtoF
00007ff808e7b7c0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
00007ff808d6a1e0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_AVX
00007ff808e8ddb0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_AVX2
