00007ff8400f6df0 (__DATA,__data) external _NDR_record
00007ff8010d2a68 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8010d2a9a (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff8010d2dc2 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8010cbc54 (__TEXT,__text) external _pread
00007ff8010ca438 (__TEXT,__text) external _pread$NOCANCEL
00007ff8010cbc6c (__TEXT,__text) external _preadv
00007ff8010ca450 (__TEXT,__text) external _preadv$NOCANCEL
00007ff8010d1bac (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8010d1104 (__TEXT,__text) external _proc_clear_cpulimits
00007ff8010d13e0 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff8010d0a29 (__TEXT,__text) external _proc_clear_dirty
00007ff8010d12ed (__TEXT,__text) external _proc_clear_vmpressure
00007ff8010d083e (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8010d12e0 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8010d12e8 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff8010d142d (__TEXT,__text) external _proc_disable_apptype
00007ff8010d0df4 (__TEXT,__text) external _proc_disable_cpumon
00007ff8010d1033 (__TEXT,__text) external _proc_disable_wakemon
00007ff8010d115a (__TEXT,__text) external _proc_donate_importance_boost
00007ff8010d148d (__TEXT,__text) external _proc_enable_apptype
00007ff8010d0d02 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8010d09ce (__TEXT,__text) external _proc_get_dirty
00007ff8010d0fcc (__TEXT,__text) external _proc_get_wakemon_params
00007ff8010d11b4 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8010d126c (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8010d06de (__TEXT,__text) external _proc_kmsgbuf
00007ff8010d08c7 (__TEXT,__text) external _proc_libversion
00007ff8010d1075 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff8010d105c (__TEXT,__text) external _proc_list_uptrs
00007ff8010d033e (__TEXT,__text) external _proc_listallpids
00007ff8010d03a8 (__TEXT,__text) external _proc_listchildpids
00007ff8010d0444 (__TEXT,__text) external _proc_listcoalitions
00007ff8010d0373 (__TEXT,__text) external _proc_listpgrppids
00007ff8010d0313 (__TEXT,__text) external _proc_listpids
00007ff8010da4ec (__TEXT,__text) external _proc_listpidspath
00007ff8010d055a (__TEXT,__text) external _proc_name
00007ff8010d046f (__TEXT,__text) external _proc_pid_rusage
00007ff8010d051f (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8010d04d6 (__TEXT,__text) external _proc_pidfdinfo
00007ff8010d04fb (__TEXT,__text) external _proc_pidfileportinfo
00007ff8010d03dd (__TEXT,__text) external _proc_pidinfo
00007ff8010d0402 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8010d0709 (__TEXT,__text) external _proc_pidpath
00007ff8010d079d (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8010d062a (__TEXT,__text) external _proc_regionfilename
00007ff8010d10f5 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff8010d0dbf (__TEXT,__text) external _proc_resume_cpumon
00007ff8010cbc84 (__TEXT,__text) external _proc_rlimit_control
00007ff8010d0d74 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8010d0cb8 (__TEXT,__text) external _proc_set_cpumon_params
00007ff8010d0e3f (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff8010d159c (__TEXT,__text) external _proc_set_csm
00007ff8010d1390 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8010d0984 (__TEXT,__text) external _proc_set_dirty
00007ff8010d14f0 (__TEXT,__text) external _proc_set_no_smt
00007ff8010d1343 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8010d100a (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff8010d0fa6 (__TEXT,__text) external _proc_set_wakemon_params
00007ff8010d108e (__TEXT,__text) external _proc_setcpu_percentage
00007ff8010d08e0 (__TEXT,__text) external _proc_setpcontrol
00007ff8010d0485 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff8010d164c (__TEXT,__text) external _proc_setthread_csm
00007ff8010d1548 (__TEXT,__text) external _proc_setthread_no_smt
00007ff8010d0acb (__TEXT,__text) external _proc_signal_delegate
00007ff8010d0bc1 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff8010d14ed (__TEXT,__text) external _proc_suppress
00007ff8010d0a73 (__TEXT,__text) external _proc_terminate
00007ff8010d0c64 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff8010d0b3a (__TEXT,__text) external _proc_terminate_delegate
00007ff8010d0c09 (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff8010cbc9c (__TEXT,__text) external _proc_trace_log
00007ff8010d093a (__TEXT,__text) external _proc_track_dirty
00007ff8010d0544 (__TEXT,__text) external _proc_udata_info
00007ff8010cbcb4 (__TEXT,__text) external _proc_uuid_policy
00007ff8010e8a0b (__TEXT,__text) external _processor_assign
00007ff8010e88c9 (__TEXT,__text) external _processor_control
00007ff8010e85d2 (__TEXT,__text) external _processor_exit
00007ff8010e8b09 (__TEXT,__text) external _processor_get_assignment
00007ff8010e86b6 (__TEXT,__text) external _processor_info
00007ff8010e00a6 (__TEXT,__text) external _processor_set_create
00007ff8010dff84 (__TEXT,__text) external _processor_set_default
00007ff8010e78f5 (__TEXT,__text) external _processor_set_destroy
00007ff8010e81e5 (__TEXT,__text) external _processor_set_info
00007ff8010e79d9 (__TEXT,__text) external _processor_set_max_priority
00007ff8010e7f29 (__TEXT,__text) external _processor_set_policy_control
00007ff8010e7bb6 (__TEXT,__text) external _processor_set_policy_disable
00007ff8010e7ac8 (__TEXT,__text) external _processor_set_policy_enable
00007ff8010e8073 (__TEXT,__text) external _processor_set_stack_usage
00007ff8010e774c (__TEXT,__text) external _processor_set_statistics
00007ff8010e7ca5 (__TEXT,__text) external _processor_set_tasks
00007ff8010e83a7 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff8010e7de7 (__TEXT,__text) external _processor_set_threads
00007ff8010e84ee (__TEXT,__text) external _processor_start
00007ff8010d7f87 (__TEXT,__text) external _pselect
00007ff8010d9da7 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff8010cf5b7 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8010d811c (__TEXT,__text) external _pselect$NOCANCEL
00007ff8010c9d34 (__TEXT,__text) external _pthread_getugid_np
00007ff8010ca9fc (__TEXT,__text) external _pthread_setugid_np
00007ff8010ca6c0 (__TEXT,__text) external _ptrace
00007ff8010cbccc (__TEXT,__text) external _pwrite
00007ff8010ca6e4 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff8010cbce4 (__TEXT,__text) external _pwritev
00007ff8010ca6fc (__TEXT,__text) external _pwritev$NOCANCEL
00007ff8010cf005 (__TEXT,__text) external _quota
00007ff8010cbcfc (__TEXT,__text) external _quotactl
00007ff8010cbd14 (__TEXT,__text) external _read
00007ff8010ca714 (__TEXT,__text) external _read$NOCANCEL
00007ff8010cbd2c (__TEXT,__text) external _readlink
00007ff8010cbd44 (__TEXT,__text) external _readlinkat
00007ff8010cbd5c (__TEXT,__text) external _readv
00007ff8010ca72c (__TEXT,__text) external _readv$NOCANCEL
00007ff8010cd2dc (__TEXT,__text) external _reboot
00007ff8010cd2e3 (__TEXT,__text) external _reboot_np
00007ff8010d7f53 (__TEXT,__text) external _record_system_event_as_kernel
00007ff8010ca774 (__TEXT,__text) external _recvfrom
00007ff8010ca78c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff8010ca7a4 (__TEXT,__text) external _recvmsg
00007ff8010ca7bc (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff8010cbd74 (__TEXT,__text) external _recvmsg_x
00007ff8010cbd8c (__TEXT,__text) external _register_uexc_handler
00007ff8010cbda4 (__TEXT,__text) external _removexattr
00007ff8010d9d79 (__TEXT,__text) external _rename
00007ff8010d2131 (__TEXT,__text) external _rename_ext
00007ff8010cd3dc (__TEXT,__text) external _renameat
00007ff8010d20f0 (__TEXT,__text) external _renameatx_np
00007ff8010d2107 (__TEXT,__text) external _renamex_np
00007ff8010cbdbc (__TEXT,__text) external _revoke
00007ff8010d976b (__TEXT,__text) external _rmdir
00007ff8010cbdd4 (__TEXT,__text) external _searchfs
00007ff8010d7f58 (__TEXT,__text) external _select
00007ff8010ca834 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff8010ca84c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8010d80ed (__TEXT,__text) external _select$NOCANCEL
00007ff8010cbdec (__TEXT,__text) external _sem_close
00007ff8010d77f2 (__TEXT,__text) external _sem_destroy
00007ff8010d7815 (__TEXT,__text) external _sem_getvalue
00007ff8010d7838 (__TEXT,__text) external _sem_init
00007ff8010ca864 (__TEXT,__text) external _sem_open
00007ff8010cbe04 (__TEXT,__text) external _sem_post
00007ff8010cbe1c (__TEXT,__text) external _sem_trywait
00007ff8010cbe34 (__TEXT,__text) external _sem_unlink
00007ff8010cbe4c (__TEXT,__text) external _sem_wait
00007ff8010ca87c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff8010eabbb (__TEXT,__text) external _semaphore_create
00007ff8010eace8 (__TEXT,__text) external _semaphore_destroy
00007ff8010cf2df (__TEXT,__text) external _semaphore_signal
00007ff8010cf2e4 (__TEXT,__text) external _semaphore_signal_all
00007ff8010c9154 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff8010cf2e9 (__TEXT,__text) external _semaphore_signal_thread
00007ff8010c9160 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff8010c9148 (__TEXT,__text) external _semaphore_signal_trap
00007ff8010cf2f3 (__TEXT,__text) external _semaphore_timedwait
00007ff8010cf304 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff8010c9190 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff8010c9184 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8010cf2ee (__TEXT,__text) external _semaphore_wait
00007ff8010cf2ff (__TEXT,__text) external _semaphore_wait_signal
00007ff8010c9178 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff8010c916c (__TEXT,__text) external _semaphore_wait_trap
00007ff8010ca894 (__TEXT,__text) external _semctl
00007ff8010cbe64 (__TEXT,__text) external _semget
00007ff8010cbe7c (__TEXT,__text) external _semop
00007ff8010ca8ac (__TEXT,__text) external _semsys
00007ff8010cbe94 (__TEXT,__text) external _sendfile
00007ff8010ca8f4 (__TEXT,__text) external _sendmsg
00007ff8010ca90c (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff8010cbeac (__TEXT,__text) external _sendmsg_x
00007ff8010ca924 (__TEXT,__text) external _sendto
00007ff8010ca93c (__TEXT,__text) external _sendto$NOCANCEL
00007ff8010ca954 (__TEXT,__text) external _setattrlist
00007ff8010cbec4 (__TEXT,__text) external _setattrlistat
00007ff8010dbebd (__TEXT,__text) external _setaudit
00007ff8010cbedc (__TEXT,__text) external _setaudit_addr
00007ff8010cbef4 (__TEXT,__text) external _setauid
00007ff8010cbf0c (__TEXT,__text) external _setegid
00007ff8010cbf24 (__TEXT,__text) external _seteuid
00007ff8010cbf3c (__TEXT,__text) external _setgid
00007ff8010cbf54 (__TEXT,__text) external _setgroups
00007ff8010cf567 (__TEXT,__text) external _setiopolicy_np
00007ff8010cbf6c (__TEXT,__text) external _setitimer
00007ff8010cbf84 (__TEXT,__text) external _setpgid
00007ff8010d4461 (__TEXT,__text) external _setpriority
00007ff8010cbf9c (__TEXT,__text) external _setprivexec
00007ff8010cf020 (__TEXT,__text) external _setquota
00007ff8010ca99c (__TEXT,__text) external _setregid
00007ff8010ca9b4 (__TEXT,__text) external _setreuid
00007ff8010d8282 (__TEXT,__text) external _setrlimit
00007ff8010ca9e4 (__TEXT,__text) external _setsgroups_np
00007ff8010cbfb4 (__TEXT,__text) external _setsid
00007ff8010cbfcc (__TEXT,__text) external _setsockopt
00007ff8010cbfe4 (__TEXT,__text) external _setuid
00007ff8010caa44 (__TEXT,__text) external _setwgroups_np
00007ff8010cbffc (__TEXT,__text) external _setxattr
00007ff8010d4a8e (__TEXT,__text) external _sfi_get_class_offtime
00007ff8010d4aaf (__TEXT,__text) external _sfi_process_get_flags
00007ff8010d4a9f (__TEXT,__text) external _sfi_process_set_flags
00007ff8010d4a7d (__TEXT,__text) external _sfi_set_class_offtime
00007ff8010caabc (__TEXT,__text) external _shm_open
00007ff8010cc014 (__TEXT,__text) external _shm_unlink
00007ff8010cc02c (__TEXT,__text) external _shmat
00007ff8010caad4 (__TEXT,__text) external _shmctl
00007ff8010cc044 (__TEXT,__text) external _shmdt
00007ff8010cc05c (__TEXT,__text) external _shmget
00007ff8010caaec (__TEXT,__text) external _shmsys
00007ff8010cc074 (__TEXT,__text) external _shutdown
00007ff8010cc08c (__TEXT,__text) external _sigpending
00007ff8010cc0a4 (__TEXT,__text) external _sigprocmask
00007ff8010d95ca (__TEXT,__text) external _sigsuspend
00007ff8010d828d (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8010cc0bc (__TEXT,__text) external _socket
00007ff8010cc0d4 (__TEXT,__text) external _socket_delegate
00007ff8010cab94 (__TEXT,__text) external _socketpair
00007ff8010d42e9 (__TEXT,__text) external _stackshot_capture_with_config
00007ff8010d4266 (__TEXT,__text) external _stackshot_config_create
00007ff8010d440e (__TEXT,__text) external _stackshot_config_dealloc
00007ff8010d43c6 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff8010d4358 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff8010d4365 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff8010d4392 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff8010d42d7 (__TEXT,__text) external _stackshot_config_set_flags
00007ff8010d43ab (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff8010d42c7 (__TEXT,__text) external _stackshot_config_set_pid
00007ff8010d437a (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8010cc0ec (__TEXT,__text) external _stat
00007ff8010cc0ec (__TEXT,__text) external _stat64
00007ff8010cc104 (__TEXT,__text) external _statfs
00007ff8010cc104 (__TEXT,__text) external _statfs64
00007ff8010d2443 (__TEXT,__text) external _statfs_ext
00007ff8400f6f70 (__DATA,__bss) non-external _supported
00007ff8010cc11c (__TEXT,__text) external _swapon
00007ff8010c9250 (__TEXT,__text) external _swtch
00007ff8010c9244 (__TEXT,__text) external _swtch_pri
00007ff8010cc134 (__TEXT,__text) external _symlink
00007ff8010cc14c (__TEXT,__text) external _symlinkat
00007ff8010cc164 (__TEXT,__text) external _sync
00007ff8010cabf4 (__TEXT,__text) external _syscall
00007ff8010c925c (__TEXT,__text) external _syscall_thread_switch
00007ff8010d4a6c (__TEXT,__text) external _system_get_sfi_window
00007ff8010cc17c (__TEXT,__text) external _system_override
00007ff8010d4a5b (__TEXT,__text) external _system_set_sfi_window
00007ff8010eb92c (__TEXT,__text) external _task_assign
00007ff8010eba2a (__TEXT,__text) external _task_assign_default
00007ff8010e9390 (__TEXT,__text) external _task_create
00007ff8010ed9b9 (__TEXT,__text) external _task_create_identity_token
00007ff8010edc0c (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff8010c9070 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff8010ed8bd (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff8010c91d8 (__TEXT,__text) external _task_for_pid
00007ff8010ec973 (__TEXT,__text) external _task_generate_corpse
00007ff8010ebb18 (__TEXT,__text) external _task_get_assignment
00007ff8010ecde9 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff8010eb469 (__TEXT,__text) external _task_get_emulation_vector
00007ff8010ed589 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff8010ea478 (__TEXT,__text) external _task_get_exception_ports
00007ff8010edcfa (__TEXT,__text) external _task_get_exception_ports_info
00007ff8010ec604 (__TEXT,__text) external _task_get_mach_voucher
00007ff8010e9e6a (__TEXT,__text) external _task_get_special_port
00007ff8010ebe20 (__TEXT,__text) external _task_get_state
00007ff8010edadb (__TEXT,__text) external _task_identity_token_get_task_port
00007ff8010e995c (__TEXT,__text) external _task_info
00007ff8010ed3e4 (__TEXT,__text) external _task_inspect
00007ff8010cc194 (__TEXT,__text) external _task_inspect_for_pid
00007ff8010eca95 (__TEXT,__text) external _task_map_corpse_info
00007ff8010ed298 (__TEXT,__text) external _task_map_corpse_info_64
00007ff8010ee25a (__TEXT,__text) external _task_map_kcdata_object_64
00007ff8010c91cc (__TEXT,__text) external _task_name_for_pid
00007ff8010eb225 (__TEXT,__text) external _task_policy
00007ff8010eaf1c (__TEXT,__text) external _task_policy_get
00007ff8010eade4 (__TEXT,__text) external _task_policy_set
00007ff8010ec4a4 (__TEXT,__text) external _task_purgable_info
00007ff8010cc1ac (__TEXT,__text) external _task_read_for_pid
00007ff8010ed133 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff8010ecbe5 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff8010ed039 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff8010ecf38 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff8010ee3a6 (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff8010f28e9 (__TEXT,__text) external _task_restartable_ranges_register
00007ff8010f2a45 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff8010e9d86 (__TEXT,__text) external _task_resume
00007ff8010ec3c0 (__TEXT,__text) external _task_resume2
00007ff8010eb129 (__TEXT,__text) external _task_sample
00007ff8010cf322 (__TEXT,__text) external _task_self_
00007ff8010c9118 (__TEXT,__text) external _task_self_trap
00007ff8010ee06a (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff8010eb382 (__TEXT,__text) external _task_set_emulation
00007ff8010eb5af (__TEXT,__text) external _task_set_emulation_vector
00007ff8010ed6ac (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff8010ea372 (__TEXT,__text) external _task_set_exception_ports
00007ff8010e9b42 (__TEXT,__text) external _task_set_info
00007ff8010ec735 (__TEXT,__text) external _task_set_mach_voucher
00007ff8010ec16c (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff8010ebc3a (__TEXT,__text) external _task_set_policy
00007ff8010db320 (__TEXT,__text) external _task_set_port_space
00007ff8010eb6b6 (__TEXT,__text) external _task_set_ras_pc
00007ff8010e9f9b (__TEXT,__text) external _task_set_special_port
00007ff8010ec009 (__TEXT,__text) external _task_set_state
00007ff8010e9ca2 (__TEXT,__text) external _task_suspend
00007ff8010ec29e (__TEXT,__text) external _task_suspend2
00007ff8010ea6f7 (__TEXT,__text) external _task_swap_exception_ports
00007ff8010ec831 (__TEXT,__text) external _task_swap_mach_voucher
00007ff8010e94d6 (__TEXT,__text) external _task_terminate
00007ff8010ee158 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff8010edf6e (__TEXT,__text) external _task_test_sync_upcall
00007ff8010e95ba (__TEXT,__text) external _task_threads
00007ff8010ecce7 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff8010eb79d (__TEXT,__text) external _task_zone_info
00007ff8010d4839 (__TEXT,__text) external _terminate_with_payload
00007ff8010d481a (__TEXT,__text) external _terminate_with_reason
00007ff8010eedf4 (__TEXT,__text) external _thread_abort
00007ff8010eeed8 (__TEXT,__text) external _thread_abort_safely
00007ff8010f0e34 (__TEXT,__text) external _thread_adopt_exception_handler
00007ff8010f0173 (__TEXT,__text) external _thread_assign
00007ff8010f026f (__TEXT,__text) external _thread_assign_default
00007ff8010f0975 (__TEXT,__text) external _thread_convert_thread_state
00007ff8010ea099 (__TEXT,__text) external _thread_create
00007ff8010ea1bb (__TEXT,__text) external _thread_create_running
00007ff8010eefbc (__TEXT,__text) external _thread_depress_abort
00007ff8010db3f3 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff8010f0353 (__TEXT,__text) external _thread_get_assignment
00007ff8010ef5e0 (__TEXT,__text) external _thread_get_exception_ports
00007ff8010f0bc0 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff8010f0606 (__TEXT,__text) external _thread_get_mach_voucher
00007ff8010d1e46 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff8010ef0a0 (__TEXT,__text) external _thread_get_special_port
00007ff8010c9214 (__TEXT,__text) external _thread_get_special_reply_port
00007ff8010ee8e0 (__TEXT,__text) external _thread_get_state
00007ff8010ef2cf (__TEXT,__text) external _thread_info
00007ff8010d1d73 (__TEXT,__text) external _thread_policy
00007ff8010efd7c (__TEXT,__text) external _thread_policy_get
00007ff8010d1db4 (__TEXT,__text) external _thread_policy_set
00007ff8010eed10 (__TEXT,__text) external _thread_resume
00007ff8010f105c (__TEXT,__text) external _thread_resume2
00007ff8010eff89 (__TEXT,__text) external _thread_sample
00007ff8010c910c (__TEXT,__text) external _thread_self_trap
00007ff8010cc1c4 (__TEXT,__text) external _thread_selfcounts
00007ff8010ef4da (__TEXT,__text) external _thread_set_exception_ports
00007ff8010f0737 (__TEXT,__text) external _thread_set_mach_voucher
00007ff8010d1df5 (__TEXT,__text) external _thread_set_policy
00007ff8010ef1d1 (__TEXT,__text) external _thread_set_special_port
00007ff8010eeac9 (__TEXT,__text) external _thread_set_state
00007ff8010c931c (__TEXT,__text) external _thread_set_x86_64_compat
00007ff8010eec2c (__TEXT,__text) external _thread_suspend
00007ff8010f0f3a (__TEXT,__text) external _thread_suspend2
00007ff8010ef85f (__TEXT,__text) external _thread_swap_exception_ports
00007ff8010f0833 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8010cf27f (__TEXT,__text) external _thread_switch
00007ff8010ee4b0 (__TEXT,__text) external _thread_terminate
00007ff8010dd92d (__TEXT,__text) external _thread_wire
00007ff8010f40a0 (__TEXT,__const) non-external _times_now
00007ff8010cc1dc (__TEXT,__text) external _tracker_action
00007ff8400b6330 (__DATA_CONST,__const) non-external _traffic_rule_types
00007ff8010cc1f4 (__TEXT,__text) external _truncate
00007ff8010cc20c (__TEXT,__text) external _umask
00007ff8010cc224 (__TEXT,__text) external _undelete
00007ff8010cc23c (__TEXT,__text) external _ungraftdmg
00007ff8010d95dd (__TEXT,__text) external _unlink
00007ff8010cd3b6 (__TEXT,__text) external _unlinkat
00007ff8010cc254 (__TEXT,__text) external _unmount
00007ff8010cc26c (__TEXT,__text) external _usrctl
00007ff8010d1c8b (__TEXT,__text) external _utimensat
00007ff8010cc284 (__TEXT,__text) external _utimes
00007ff8010cc29c (__TEXT,__text) external _vfs_purge
00007ff8010db886 (__TEXT,__text) external _vm_allocate
00007ff8010dda2b (__TEXT,__text) external _vm_allocate_cpm
00007ff8010f18ee (__TEXT,__text) external _vm_behavior_set
00007ff8010f15ef (__TEXT,__text) external _vm_copy
00007ff8010db8b5 (__TEXT,__text) external _vm_deallocate
00007ff8010f1140 (__TEXT,__text) external _vm_inherit
00007ff8400f6fa8 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400f6fb0 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400f6fa0 (__DATA,__common) external _vm_kernel_page_size
00007ff8010f1b56 (__TEXT,__text) external _vm_machine_attribute
00007ff8010dbb36 (__TEXT,__text) external _vm_map
00007ff8010f1df7 (__TEXT,__text) external _vm_map_page_query
00007ff8010f1803 (__TEXT,__text) external _vm_msync
00007ff8400f6fd0 (__DATA,__common) external _vm_page_mask
00007ff8400f6fb4 (__DATA,__common) external _vm_page_shift
00007ff8400f6fb8 (__DATA,__common) external _vm_page_size
00007ff8010cc2b4 (__TEXT,__text) external _vm_pressure_monitor
00007ff8010db8ba (__TEXT,__text) external _vm_protect
00007ff8010dbd72 (__TEXT,__text) external _vm_purgable_control
00007ff8010dbcd8 (__TEXT,__text) external _vm_read
00007ff8010f1371 (__TEXT,__text) external _vm_read_list
00007ff8010f16da (__TEXT,__text) external _vm_read_overwrite
00007ff8010dbe2e (__TEXT,__text) external _vm_reallocate
00007ff8010f2163 (__TEXT,__text) external _vm_region_64
00007ff8010f1f3f (__TEXT,__text) external _vm_region_recurse_64
00007ff8010dbbc6 (__TEXT,__text) external _vm_remap
00007ff8010dbc4f (__TEXT,__text) external _vm_remap_new
00007ff8010f41a8 (__TEXT,__const) non-external _vm_tag_descriptions.rel
00007ff8010dd827 (__TEXT,__text) external _vm_wire
00007ff8010f14ef (__TEXT,__text) external _vm_write
00007ff8010cc3a4 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8010cc391 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8010cc3be (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8010cc37c (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400f6f90 (__DATA,__common) external _vprintf_stderr_func
00007ff8010cad9c (__TEXT,__text) external _wait4
00007ff8010cc2cc (__TEXT,__text) external _waitid
00007ff8010cadb4 (__TEXT,__text) external _waitid$NOCANCEL
00007ff8010d9d00 (__TEXT,__text) external _work_interval_copy_port
00007ff8010d9782 (__TEXT,__text) external _work_interval_create
00007ff8010d9b9a (__TEXT,__text) external _work_interval_destroy
00007ff8010d987f (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8010d99a0 (__TEXT,__text) external _work_interval_instance_alloc
00007ff8010d9a08 (__TEXT,__text) external _work_interval_instance_clear
00007ff8010d9b32 (__TEXT,__text) external _work_interval_instance_finish
00007ff8010d9a1c (__TEXT,__text) external _work_interval_instance_free
00007ff8010d9a70 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8010d9a52 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8010d9a61 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff8010d9a7f (__TEXT,__text) external _work_interval_instance_get_id
00007ff8010d9a43 (__TEXT,__text) external _work_interval_instance_get_start
00007ff8010d9a84 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff8010d9a3e (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8010d9a34 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8010d9a39 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8010d9a2f (__TEXT,__text) external _work_interval_instance_set_start
00007ff8010d9aa0 (__TEXT,__text) external _work_interval_instance_start
00007ff8010d9ae5 (__TEXT,__text) external _work_interval_instance_update
00007ff8010d9c72 (__TEXT,__text) external _work_interval_join
00007ff8010d9cb9 (__TEXT,__text) external _work_interval_join_port
00007ff8010d9cf0 (__TEXT,__text) external _work_interval_leave
00007ff8010d98f6 (__TEXT,__text) external _work_interval_notify
00007ff8010d9965 (__TEXT,__text) external _work_interval_notify_simple
00007ff8010cc2e4 (__TEXT,__text) external _write
00007ff8010cae14 (__TEXT,__text) external _write$NOCANCEL
00007ff8010cc2fc (__TEXT,__text) external _writev
00007ff8010cae2c (__TEXT,__text) external _writev$NOCANCEL
