00007ffd1a57c968 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd1a502303 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffd1a531562 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffd1a522574 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffd1a53a99b (__TEXT,__text) non-external _rangeCmp
00007ffd1a535bd6 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffd1a535bb3 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffd1a535bf3 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffd1a4fee20 (__TEXT,__text) non-external _rawimg_add_fork
00007ffd1a4fefc8 (__TEXT,__text) non-external _rawimg_add_volume
00007ffd1a50128d (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
00007ffd1a4feb0c (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffd1a500cfa (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffd1a4fe893 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffd1a5002eb (__TEXT,__text) non-external _rawimg_digest_worker
00007ffd1a524c87 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffd1a59cd00 (__TEXT,__const) non-external _rawimg_force_in_place.pass_name.rel
00007ffd1a50027a (__TEXT,__text) non-external _rawimg_free_chunks
00007ffd1a4ff4b4 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffd1a50089a (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffd1a50048b (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffd1a4fe92a (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffd1a4fefd0 (__TEXT,__text) non-external _rawimg_verify
00007ffd1a50d398 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffd1a58635d (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffd1a53af00 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffd1a569331 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffd1a54c7b9 (__TEXT,__text) non-external _remap_page
00007ffd1a53d0a8 (__TEXT,__text) non-external _removeEntryProc
00007ffd1a53ccd1 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffd1a53d145 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffd1a5278be (__TEXT,__text) non-external _removeStreamAbort
00007ffd1a5270b3 (__TEXT,__text) non-external _removeStreamClose
00007ffd1a5278ac (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffd1a5273bd (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffd1a53d072 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffd1a578782 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffd1a57da4c (__TEXT,__text) non-external _resizeResourceFork
00007ffd1a549d35 (__TEXT,__text) non-external _resizeStream
00007ffd1a57cc6e (__TEXT,__text) non-external _resourceForkSize
00007ffd1a541ce7 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffd1a558808 (__TEXT,__text) non-external _retireEntryRange
00007ffd1a5684ca (__TEXT,__text) non-external _retireThreadEnqueue
00007ffd1a564342 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffd1a54fe85 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffd1a541c92 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffd1a53264f (__TEXT,__text) non-external _seekTo
00007ffd1a545f21 (__TEXT,__text) non-external _segment_find
00007ffd1a52664c (__TEXT,__text) non-external _sendEOF
00007ffd1a5436c2 (__TEXT,__text) non-external _sendHeader
00007ffd1a512969 (__TEXT,__text) non-external _sendMessage
00007ffd1a585f88 (__TEXT,__text) non-external _sendMessage
00007ffd1a522440 (__TEXT,__text) non-external _sequentialReaderProc
00007ffd1a5224c6 (__TEXT,__text) non-external _sequentialWriterProc
00007ffd1a53b036 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffd1a5928a0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffd1a54e980 (__TEXT,__text) non-external _setFieldBlob
00007ffd1a53c25d (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffd1a53c7ee (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffd1a541766 (__TEXT,__text) non-external _setThreadErrorContext
00007ffd1a57ed63 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffd1a548a8c (__TEXT,__text) non-external _setupContext
00007ffd1a5565c8 (__TEXT,__text) non-external _setupContext
00007ffd1a53affd (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffd1a53b086 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffd1a516b82 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffd1a503c77 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd1a53c1d5 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffd1a53d19c (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffd1a5609bf (__TEXT,__text) non-external _stateAppendEntry
00007ffd1a574c1e (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffd1a57573d (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffd1a574c2b (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffd1a5726ad (__TEXT,__text) non-external _stateComputePatches
00007ffd1a56011b (__TEXT,__text) non-external _stateConcatPath
00007ffd1a55da29 (__TEXT,__text) non-external _stateDestroy
00007ffd1a574aec (__TEXT,__text) non-external _stateDestroy
00007ffd1a572a67 (__TEXT,__text) non-external _stateGenerateArchive
00007ffd1a56014e (__TEXT,__text) non-external _stateGetEntryData
00007ffd1a576744 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffd1a560333 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffd1a53aa00 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffd1a588464 (__TEXT,__text) non-external _storeCachePos
00007ffd1a57ee2f (__TEXT,__text) non-external _storeChunkOffsets
00007ffd1a53b86d (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffd1a538a72 (__TEXT,__text) non-external _streamAbort
00007ffd1a5514b2 (__TEXT,__text) non-external _streamAbort
00007ffd1a538917 (__TEXT,__text) non-external _streamClose
00007ffd1a55114f (__TEXT,__text) non-external _streamClose
00007ffd1a5152d9 (__TEXT,__text) non-external _streamConsumerProc
00007ffd1a551d48 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffd1a538a8f (__TEXT,__text) non-external _streamPRead
00007ffd1a5514d2 (__TEXT,__text) non-external _streamPWrite
00007ffd1a5398e0 (__TEXT,__text) non-external _streamProc
00007ffd1a5852e1 (__TEXT,__text) non-external _streamProc
00007ffd1a538e5e (__TEXT,__text) non-external _streamRead
00007ffd1a538e81 (__TEXT,__text) non-external _streamSeek
00007ffd1a51539c (__TEXT,__text) non-external _streamThreadProc
00007ffd1a515247 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffd1a52e5f1 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffd1a52e0cc (__TEXT,__text) non-external _stringTableReserve
00007ffd1a57c2cc (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffd1a576971 (__TEXT,__text) non-external _subArchiveCreate
00007ffd1a576ed4 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffd1a56eb8d (__TEXT,__text) non-external _tarParseInt
00007ffd1a5496ad (__TEXT,__text) non-external _tempStreamCancel
00007ffd1a54962a (__TEXT,__text) non-external _tempStreamClose
00007ffd1a5496fa (__TEXT,__text) non-external _tempStreamPRead
00007ffd1a549962 (__TEXT,__text) non-external _tempStreamPWrite
00007ffd1a5496c2 (__TEXT,__text) non-external _tempStreamRead
00007ffd1a5498d6 (__TEXT,__text) non-external _tempStreamSeek
00007ffd1a549bc6 (__TEXT,__text) non-external _tempStreamTruncate
00007ffd1a54992a (__TEXT,__text) non-external _tempStreamWrite
00007ffd1a534f19 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffd1a534c23 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffd1a5829f1 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffd1a542104 (__TEXT,__text) non-external _threadWrapperProc
00007ffd1a51a87e (__TEXT,__text) non-external _treeAdd
00007ffd1a51a24b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffd1a51a517 (__TEXT,__text) non-external _treeRebalance
00007ffd1a51b241 (__TEXT,__text) non-external _treeRotateLeft
00007ffd1a51b135 (__TEXT,__text) non-external _treeRotateRight
00007ffd1a51a764 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffd1a558280 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffd1a53bb41 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffd1a53e64e (__TEXT,__text) non-external _updateFromHeader
00007ffd1a541c20 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffd1a541c53 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffd1a56adbb (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffd1a5128b3 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffd1a511bc9 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffd1a512637 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffd1a511f4e (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffd1a548d3d (__TEXT,__text) non-external _verifySegment
00007ffd1a5571fa (__TEXT,__text) non-external _verifySegment
00007ffd1a58610b (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffd1a56040c (__TEXT,__text) non-external _workerApplyAttr
00007ffd1a5128c8 (__TEXT,__text) non-external _workerDataFree
00007ffd1a5608c3 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffd1a5607c7 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffd1a5278d3 (__TEXT,__text) non-external _workerDestroy
00007ffd1a5600c0 (__TEXT,__text) non-external _workerDestroy
00007ffd1a5605f8 (__TEXT,__text) non-external _workerLoadAndApplyACL
00007ffd1a5604c8 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00007ffd1a501a23 (__TEXT,__text) non-external _workerProc
00007ffd1a5116dc (__TEXT,__text) non-external _workerProc
00007ffd1a526fbe (__TEXT,__text) non-external _workerProc
00007ffd1a53ad83 (__TEXT,__text) non-external _workerProc
00007ffd1a55dae2 (__TEXT,__text) non-external _workerProc
00007ffd1a58519a (__TEXT,__text) non-external _workerProc
00007ffd1a560728 (__TEXT,__text) non-external _workerReserve
00007ffd1a5601eb (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffd1a53f94d (__TEXT,__text) non-external _writeBlobProc
00007ffd1a53f2e2 (__TEXT,__text) non-external _writeHeaderProc
00007ffd1a5780fa (__TEXT,__text) non-external _writeOBuf
00007ffd1a507ec1 (__TEXT,__text) non-external _writeProc
00007ffd1a533a92 (__TEXT,__text) non-external _writeProc
00007ffd1a554078 (__TEXT,__text) non-external _writeProc
00007ffd1a550e36 (__TEXT,__text) non-external _writerProc
00007ffd1a586529 (__TEXT,__text) non-external (was a private external) _writerProc
