                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000219404028 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020b1df440 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__19UsdShadeCoordSysAPI10_GetTfTypeEv
000000020b1e08ac (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__19UsdShadeCoordSysAPI12BlockBindingERKNS_7TfTokenE
000000020b1e0720 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__19UsdShadeCoordSysAPI12ClearBindingERKNS_7TfTokenEb
000000020b1df324 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__19UsdShadeCoordSysAPI14_GetSchemaKindEv
000000020b1df574 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__19UsdShadeCoordSysAPI16GetLocalBindingsEv
000000020b1e00d0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__19UsdShadeCoordSysAPI16HasLocalBindingsEv
000000020b1dfb8c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__19UsdShadeCoordSysAPI27FindBindingsWithInheritanceEv
000000020b1e03e4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__19UsdShadeCoordSysAPI4BindERKNS_7TfTokenERKNS_7SdfPathE
000000020b3dc750 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20HdMeshEdgeIndexTable14GetEdgeIndicesERKNS_7GfVec2iEPNSt3__16vectorIiNS4_9allocatorIiEEEE
000000020b3dc4e4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20HdMeshEdgeIndexTable23GetVerticesForEdgeIndexEiPNS_7GfVec2iE
000000020b3dc514 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20HdMeshEdgeIndexTable25GetVerticesForEdgeIndicesERKNSt3__16vectorIiNS1_9allocatorIiEEEEPNS2_INS_7GfVec2iENS3_IS8_EEEE
000000020ae34548 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20SdfUnregisteredValueeqERKS0_
000000020ac392fc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20TfDictionaryLessThanclERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_
000000020b185c34 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdGeomHermiteCurves10_GetTfTypeEv
000000020b185b18 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdGeomHermiteCurves14_GetSchemaKindEv
000000020b185c54 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdGeomHermiteCurves15GetTangentsAttrEv
000000020b185d20 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdGeomHermiteCurves18CreateTangentsAttrERKNS_7VtValueEb
000000020b186288 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdGeomHermiteCurves21PointAndTangentArrays10InterleaveEv
000000020b1d5248 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio10_GetTfTypeEv
000000020b1d5b50 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio11GetGainAttrEv
000000020b1d5c1c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio14CreateGainAttrERKNS_7VtValueEb
000000020b1d5858 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio14GetEndTimeAttrEv
000000020b1d512c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio14_GetSchemaKindEv
000000020b1d5268 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio15GetFilePathAttrEv
000000020b1d53e4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio16GetAuralModeAttrEv
000000020b1d56dc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio16GetStartTimeAttrEv
000000020b1d5924 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio17CreateEndTimeAttrERKNS_7VtValueEb
000000020b1d5334 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio18CreateFilePathAttrERKNS_7VtValueEb
000000020b1d59d4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio18GetMediaOffsetAttrEv
000000020b1d54b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio19CreateAuralModeAttrERKNS_7VtValueEb
000000020b1d57a8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio19CreateStartTimeAttrERKNS_7VtValueEb
000000020b1d5560 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio19GetPlaybackModeAttrEv
000000020b1d5aa0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio21CreateMediaOffsetAttrERKNS_7VtValueEb
000000020b1d562c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdMediaSpatialAudio22CreatePlaybackModeAttrERKNS_7VtValueEb
000000020b2de008 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdPhysicsFixedJoint10_GetTfTypeEv
000000020b2ddeec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdPhysicsFixedJoint14_GetSchemaKindEv
000000020b21c190 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdRenderSettingsAPI10_GetTfTypeEv
000000020b21bdfc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdRenderSettingsAPI14_GetSchemaKindEv
000000020b28a9bc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery11GetSkeletonEv
000000020b28ab88 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery11GetTopologyEv
000000020b28c1ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery11HasBindPoseEv
000000020b28c214 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery11HasRestPoseEv
000000020b28c27c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery12GetAnimQueryEv
000000020b28c2b8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery13GetJointOrderEv
000000020b28c37c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery14GetDescriptionEv
000000020b289848 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery16_HasMappableAnimEv
000000020b28b5d4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery25ComputeSkinningTransformsINS_10GfMatrix4dEEEbPNS_7VtArrayIT_EENS_11UsdTimeCodeE
000000020b28ba84 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery25ComputeSkinningTransformsINS_10GfMatrix4fEEEbPNS_7VtArrayIT_EENS_11UsdTimeCodeE
000000020b28a000 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery26ComputeJointSkelTransformsINS_10GfMatrix4dEEEbPNS_7VtArrayIT_EENS_11UsdTimeCodeEb
000000020b28a2bc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery26ComputeJointSkelTransformsINS_10GfMatrix4fEEEbPNS_7VtArrayIT_EENS_11UsdTimeCodeEb
000000020b2896d8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery27ComputeJointLocalTransformsINS_10GfMatrix4dEEEbPNS_7VtArrayIT_EENS_11UsdTimeCodeEb
000000020b289b84 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery27ComputeJointLocalTransformsINS_10GfMatrix4fEEEbPNS_7VtArrayIT_EENS_11UsdTimeCodeEb
000000020b28b0a4 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery27ComputeJointWorldTransformsINS_10GfMatrix4dEEEbPNS_7VtArrayIT_EEPNS_17UsdGeomXformCacheEb
000000020b28b358 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery27ComputeJointWorldTransformsINS_10GfMatrix4fEEEbPNS_7VtArrayIT_EEPNS_17UsdGeomXformCacheEb
000000020b28bf10 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery27GetJointWorldBindTransformsINS_10GfMatrix4dEEEbPNS_7VtArrayIT_EE
000000020b28bfac (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery27GetJointWorldBindTransformsINS_10GfMatrix4fEEEbPNS_7VtArrayIT_EE
000000020b28a578 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery34ComputeJointRestRelativeTransformsINS_10GfMatrix4dEEEbPNS_7VtArrayIT_EENS_11UsdTimeCodeE
000000020b28ac84 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery34ComputeJointRestRelativeTransformsINS_10GfMatrix4fEEEbPNS_7VtArrayIT_EENS_11UsdTimeCodeE
000000020b28b318 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery7GetPrimEv
000000020b28c2b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkeletonQuery9GetMapperEv
000000020b28ed44 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery13GetJointOrderEPNS_7VtArrayINS_7TfTokenEEE
000000020b28f644 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery14GetDescriptionEv
000000020b28ee44 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery14GetTimeSamplesEPNSt3__16vectorIdNS1_9allocatorIdEEEE
000000020b28ed2c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery14HasBlendShapesEv
000000020b28d704 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery17IsRigidlyDeformedEv
000000020b28edc4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery18GetBlendShapeOrderEPNS_7VtArrayINS_7TfTokenEEE
000000020b28ed38 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery18HasJointInfluencesEv
000000020b28c674 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery20ComputeSkinnedPointsINS_10GfMatrix4dEEEbRKNS_7VtArrayIT_EEPNS3_INS_7GfVec3fEEENS_11UsdTimeCodeE
000000020b28cb08 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery20ComputeSkinnedPointsINS_10GfMatrix4fEEEbRKNS_7VtArrayIT_EEPNS3_INS_7GfVec3fEEENS_11UsdTimeCodeE
000000020b28ca90 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery20GetGeomBindTransformENS_11UsdTimeCodeE
000000020b28dd5c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery21ComputeExtentsPaddingINS_10GfMatrix4dEEEfRKNS_7VtArrayIT_EERKNS_16UsdGeomBoundableE
000000020b28e020 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery21ComputeExtentsPaddingINS_10GfMatrix4fEEEfRKNS_7VtArrayIT_EERKNS_16UsdGeomBoundableE
000000020b28cd68 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery21ComputeSkinnedNormalsINS_10GfMatrix4dEEEbRKNS_7VtArrayIT_EEPNS3_INS_7GfVec3fEEENS_11UsdTimeCodeE
000000020b28d0bc (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery21ComputeSkinnedNormalsINS_10GfMatrix4fEEEbRKNS_7VtArrayIT_EEPNS3_INS_7GfVec3fEEENS_11UsdTimeCodeE
000000020b28d75c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery22ComputeJointInfluencesEPNS_7VtArrayIiEEPNS1_IfEENS_11UsdTimeCodeE
000000020b28d478 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery23ComputeSkinnedTransformINS_10GfMatrix4dEEEbRKNS_7VtArrayIT_EEPS4_NS_11UsdTimeCodeE
000000020b28dac8 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery23ComputeSkinnedTransformINS_10GfMatrix4fEEEbRKNS_7VtArrayIT_EEPS4_NS_11UsdTimeCodeE
000000020b28ee84 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery24GetTimeSamplesInIntervalERKNS_10GfIntervalEPNSt3__16vectorIdNS4_9allocatorIdEEEE
000000020b28c8cc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__20UsdSkelSkinningQuery29ComputeVaryingJointInfluencesEmPNS_7VtArrayIiEEPNS1_IfEENS_11UsdTimeCodeE
000000020b3b5a18 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21HdBasisCurvesTopology11ComputeHashEv
000000020b3b5d54 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21HdBasisCurvesTopology36CalculateNeededNumberOfControlPointsEv
000000020b3b5d88 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21HdBasisCurvesTopology43CalculateNeededNumberOfVaryingControlPointsEv
000000020b3b58f0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21HdBasisCurvesTopologyeqERKS0_
000000020b3b59fc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21HdBasisCurvesTopologyneERKS0_
000000020b3b811c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21HdBufferArrayRegistry21GetResourceAllocationEPNS_21HdAggregationStrategyERNS_12VtDictionaryE
000000020b3c62f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Hd_ExtCompInputSource7GetNameEv
000000020aea88f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21PcpErrorSublayerCycle8ToStringEv
000000020ae75460 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Pcp_PrimIndexingDebug10_PushIndexERKNS_17PcpLayerStackSiteE
000000020ae754bc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Pcp_PrimIndexingDebug9_PopIndexEv
000000020add3670 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21SdfBatchNamespaceEdit7ProcessEPNSt3__16vectorINS_16SdfNamespaceEditENS1_9allocatorIS3_EEEERKNS1_8functionIFbRKNS_7SdfPathEEEERKNS8_IFbRKS3_PNS1_12basic_stringIcNS1_11char_traitsIcEENS4_IcEEEEEEEPNS2_INS_22SdfNamespaceEditDetailENS4_ISS_EEEEb
000000020ade7358 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Sdf_MapperArgPathNode11_AppendTextEPNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020ad3ef08 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Sdf_ValueTypeRegistry11GetAllTypesEv
000000020ad3f3c4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Sdf_ValueTypeRegistry20FindOrCreateTypeNameERKNS_7TfTokenE
000000020ad3eff8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Sdf_ValueTypeRegistry8FindTypeEPKc
000000020ad3f158 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Sdf_ValueTypeRegistry8FindTypeERKNS_6TfTypeERKNS_7TfTokenE
000000020ad3ef6c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Sdf_ValueTypeRegistry8FindTypeERKNS_7TfTokenE
000000020ad3f36c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Sdf_ValueTypeRegistry8FindTypeERKNS_7VtValueERKNS_7TfTokenE
000000020ad3f0a8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21Sdf_ValueTypeRegistry8FindTypeERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020b19df48 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer10ActivateIdEx
000000020b19bc90 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer10GetIdsAttrEv
000000020b19baf4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer10_GetTfTypeEv
000000020b19e06c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer11ActivateIdsERKNS_7VtArrayIxEE
000000020b19e3ac (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer12DeactivateIdEx
000000020b19bd5c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer13CreateIdsAttrERKNS_7VtValueEb
000000020b19e518 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer13DeactivateIdsERKNS_7VtArrayIxEE
000000020b19c104 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer13GetScalesAttrEv
000000020b19e194 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer14ActivateAllIdsEv
000000020b19b9d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer14_GetSchemaKindEv
000000020b19c1d0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer16CreateScalesAttrERKNS_7VtValueEb
000000020b1a2d74 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer16GetInstanceCountENS_11UsdTimeCodeE
000000020b19be0c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer16GetPositionsAttrEv
000000020b19c870 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer16GetPrototypesRelEv
000000020b19f054 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer17ComputeMaskAtTimeENS_11UsdTimeCodeEPKNS_7VtArrayIxEE
000000020b19c280 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer17GetVelocitiesAttrEv
000000020b1a2d5c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer19ComputeExtentAtTimeEPNS_7VtArrayINS_7GfVec3fEEENS_11UsdTimeCodeES5_
000000020b1a2d64 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer19ComputeExtentAtTimeEPNS_7VtArrayINS_7GfVec3fEEENS_11UsdTimeCodeES5_RKNS_10GfMatrix4dE
000000020b19bed8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer19CreatePositionsAttrERKNS_7VtValueEb
000000020b19c93c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer19CreatePrototypesRelEv
000000020b19c6f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer19GetInvisibleIdsAttrEv
000000020b19bf88 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer19GetOrientationsAttrEv
000000020b19bb14 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer19GetProtoIndicesAttrEv
000000020b1a2d68 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer20ComputeExtentAtTimesEPNSt3__16vectorINS_7VtArrayINS_7GfVec3fEEENS1_9allocatorIS5_EEEERKNS2_INS_11UsdTimeCodeENS6_ISA_EEEESA_
000000020b1a2d70 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer20ComputeExtentAtTimesEPNSt3__16vectorINS_7VtArrayINS_7GfVec3fEEENS1_9allocatorIS5_EEEERKNS2_INS_11UsdTimeCodeENS6_ISA_EEEESA_RKNS_10GfMatrix4dE
000000020b19c34c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer20CreateVelocitiesAttrERKNS_7VtValueEb
000000020b19c3fc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer20GetAccelerationsAttrEv
000000020b1a2498 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer20_ComputeExtentAtTimeEPNS_7VtArrayINS_7GfVec3fEEENS_11UsdTimeCodeES5_PKNS_10GfMatrix4dE
000000020b1a28b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer21_ComputeExtentAtTimesEPNSt3__16vectorINS_7VtArrayINS_7GfVec3fEEENS1_9allocatorIS5_EEEERKNS2_INS_11UsdTimeCodeENS6_ISA_EEEESA_PKNS_10GfMatrix4dE
000000020b19c7c0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer22CreateInvisibleIdsAttrERKNS_7VtValueEb
000000020b19c054 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer22CreateOrientationsAttrERKNS_7VtValueEb
000000020b19bbe0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer22CreateProtoIndicesAttrERKNS_7VtValueEb
000000020b19c4c8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer23CreateAccelerationsAttrERKNS_7VtValueEb
000000020b19c578 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer24GetAngularVelocitiesAttrEv
000000020b19c644 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer27CreateAngularVelocitiesAttrERKNS_7VtValueEb
000000020b1a1368 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer28_ComputeExtentAtTimePreambleENS_11UsdTimeCodeEPNS_7VtArrayIiEEPNSt3__16vectorIbNS5_9allocatorIbEEEEPNS_15UsdRelationshipEPNS6_INS_7SdfPathENS7_ISD_EEEE
000000020b1a1968 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer28_ComputeExtentFromTransformsEPNS_7VtArrayINS_7GfVec3fEEERKNS1_IiEERKNSt3__16vectorIbNS8_9allocatorIbEEEERKNS_15UsdRelationshipERKNS9_INS_7SdfPathENSA_ISI_EEEERKNS1_INS_10GfMatrix4dEEENS_11UsdTimeCodeEPKSN_
000000020b19fe84 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer31ComputeInstanceTransformsAtTimeEPNS_7VtArrayINS_10GfMatrix4dEEENS_11UsdTimeCodeES5_NS0_19ProtoXformInclusionENS0_15MaskApplicationE
000000020b19ffb8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer32ComputeInstanceTransformsAtTimesEPNSt3__16vectorINS_7VtArrayINS_10GfMatrix4dEEENS1_9allocatorIS5_EEEERKNS2_INS_11UsdTimeCodeENS6_ISA_EEEESA_NS0_19ProtoXformInclusionENS0_15MaskApplicationE
000000020b19f67c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer37_GetProtoIndicesForInstanceTransformsENS_11UsdTimeCodeEPNS_7VtArrayIiEE
000000020b19f8a4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer39_GetPrototypePathsForInstanceTransformsERKNS_7VtArrayIiEEPNSt3__16vectorINS_7SdfPathENS5_9allocatorIS7_EEEE
000000020b19fc2c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__21UsdGeomPointInstancer40_ComputePointInstancerAttributesPreambleENS_11UsdTimeCodeENS0_19ProtoXformInclusionENS0_15MaskApplicationEPNS_7VtArrayIiEEPNSt3__16vectorINS_7SdfPathENS7_9allocatorIS9_EEEEPNS8_IbNSA_IbEEEE
