00007ff80363fa70 (__TEXT,__text) external _APL_dgemm
00007ff8035614c9 (__TEXT,__text) external _ssymm
00007ff803643aa8 (__TEXT,__text) external _ssymm$NEWLAPACK
00007ff8036e0153 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
00007ff8035614c9 (__TEXT,__text) external _ssymm_
00007ff80356349c (__TEXT,__text) external _ssymv
00007ff8035aa693 (__TEXT,__text) external _ssymv$NEWLAPACK
00007ff8036d7bb6 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
00007ff80356349c (__TEXT,__text) external _ssymv_
00007ff803563c96 (__TEXT,__text) external _ssyr
00007ff8035aa7a3 (__TEXT,__text) external _ssyr$NEWLAPACK
00007ff8036d7cc0 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
00007ff803563d06 (__TEXT,__text) external _ssyr2
00007ff8035aa87f (__TEXT,__text) external _ssyr2$NEWLAPACK
00007ff8036d7da2 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
00007ff803563d06 (__TEXT,__text) external _ssyr2_
00007ff803561918 (__TEXT,__text) external _ssyr2k
00007ff803644188 (__TEXT,__text) external _ssyr2k$NEWLAPACK
00007ff8036e0823 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
00007ff803561918 (__TEXT,__text) external _ssyr2k_
00007ff803563c96 (__TEXT,__text) external _ssyr_
00007ff80356183b (__TEXT,__text) external _ssyrk
00007ff803643df4 (__TEXT,__text) external _ssyrk$NEWLAPACK
00007ff8036e0493 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
00007ff80356183b (__TEXT,__text) external _ssyrk_
00007ff803563744 (__TEXT,__text) external _stbmv
00007ff8035aa97d (__TEXT,__text) external _stbmv$NEWLAPACK
00007ff8036d7e9c (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
00007ff803563744 (__TEXT,__text) external _stbmv_
00007ff803563a4f (__TEXT,__text) external _stbsv
00007ff8035aadcf (__TEXT,__text) external _stbsv$NEWLAPACK
00007ff8036d82ea (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
00007ff803563a4f (__TEXT,__text) external _stbsv_
00007ff803563850 (__TEXT,__text) external _stpmv
00007ff8035ab221 (__TEXT,__text) external _stpmv$NEWLAPACK
00007ff8036d8738 (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
00007ff803563850 (__TEXT,__text) external _stpmv_
00007ff803563b5b (__TEXT,__text) external _stpsv
00007ff8035ab61d (__TEXT,__text) external _stpsv$NEWLAPACK
00007ff8036d8b3c (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
00007ff803563b5b (__TEXT,__text) external _stpsv_
00007ff8035b89ed (__TEXT,__text) external _strCopyLower
00007ff8035b89a7 (__TEXT,__text) external _strSetZeroLower
00007ff80356159f (__TEXT,__text) external _strmm
00007ff803644558 (__TEXT,__text) external _strmm$NEWLAPACK
00007ff8036e0be7 (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
00007ff80356159f (__TEXT,__text) external _strmm_
00007ff80356363b (__TEXT,__text) external _strmv
00007ff8035aba19 (__TEXT,__text) external _strmv$NEWLAPACK
00007ff8036d8f3d (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
00007ff80356363b (__TEXT,__text) external _strmv_
00007ff8035616ed (__TEXT,__text) external _strsm
00007ff803644aa2 (__TEXT,__text) external _strsm$NEWLAPACK
00007ff8036e1135 (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
00007ff8035616ed (__TEXT,__text) external _strsm_
00007ff803563946 (__TEXT,__text) external _strsv
00007ff8035abe61 (__TEXT,__text) external _strsv$NEWLAPACK
00007ff8036d9361 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
00007ff803563946 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff803723f0b (__TEXT,__text) external _xerbla
00007ff8036f1ac5 (__TEXT,__text) external _xerbla$NEWLAPACK
00007ff803702d8a (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
00007ff803723f0b (__TEXT,__text) external _xerbla_
00007ff8035612ad (__TEXT,__text) external _xerbla_array__
00007ff8036867ec (__TEXT,__text) external _zaxpby$NEWLAPACK
00007ff8036e5e91 (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
00007ff8035665d8 (__TEXT,__text) external _zaxpy
00007ff80368676f (__TEXT,__text) external _zaxpy$NEWLAPACK
00007ff8036e5e08 (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
00007ff8035665d8 (__TEXT,__text) external _zaxpy_
00007ff8035665ec (__TEXT,__text) external _zcopy
00007ff80368683f (__TEXT,__text) external _zcopy$NEWLAPACK
00007ff8036e5eee (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
00007ff8035665ec (__TEXT,__text) external _zcopy_
00007ff803566600 (__TEXT,__text) external _zdotc
00007ff8036868b6 (__TEXT,__text) external _zdotc$NEWLAPACK
00007ff8036e5f71 (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
00007ff803566600 (__TEXT,__text) external _zdotc_
00007ff803566622 (__TEXT,__text) external _zdotu
00007ff8036868d8 (__TEXT,__text) external _zdotu$NEWLAPACK
00007ff8036e5f96 (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
00007ff803566622 (__TEXT,__text) external _zdotu_
00007ff803566662 (__TEXT,__text) external _zdrot
00007ff8036869ac (__TEXT,__text) external _zdrot$NEWLAPACK
00007ff8036e607e (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
00007ff803566662 (__TEXT,__text) external _zdrot_
00007ff803566683 (__TEXT,__text) external _zdscal
00007ff803686a97 (__TEXT,__text) external _zdscal$NEWLAPACK
00007ff8036e617c (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
00007ff803566683 (__TEXT,__text) external _zdscal_
00007ff8035656ae (__TEXT,__text) external _zgbmv
00007ff8035a995c (__TEXT,__text) external _zgbmv$NEWLAPACK
00007ff8036d6e98 (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
00007ff8035656ae (__TEXT,__text) external _zgbmv_
00007ff8035629ba (__TEXT,__text) external _zgemm
00007ff8036433f7 (__TEXT,__text) external _zgemm$NEWLAPACK
00007ff8036dfab7 (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
00007ff8035629ba (__TEXT,__text) external _zgemm_
00007ff8035655ec (__TEXT,__text) external _zgemv
00007ff8035a962d (__TEXT,__text) external _zgemv$NEWLAPACK
00007ff8036d6b7f (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
00007ff8035655ec (__TEXT,__text) external _zgemv_
00007ff803565fcb (__TEXT,__text) external _zgerc
00007ff8035a9af8 (__TEXT,__text) external _zgerc$NEWLAPACK
00007ff8036d702d (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
00007ff803565fcb (__TEXT,__text) external _zgerc_
00007ff803566012 (__TEXT,__text) external _zgeru
00007ff8035a9b82 (__TEXT,__text) external _zgeru$NEWLAPACK
00007ff8036d70b3 (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
00007ff803566012 (__TEXT,__text) external _zgeru_
00007ff80356581c (__TEXT,__text) external _zhbmv
00007ff8035a9c5c (__TEXT,__text) external _zhbmv$NEWLAPACK
00007ff8036d7186 (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
00007ff80356581c (__TEXT,__text) external _zhbmv_
00007ff803562adf (__TEXT,__text) external _zhemm
00007ff8036435ec (__TEXT,__text) external _zhemm$NEWLAPACK
00007ff8036dfca2 (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
00007ff803562adf (__TEXT,__text) external _zhemm_
00007ff803565789 (__TEXT,__text) external _zhemv
00007ff8035a9d82 (__TEXT,__text) external _zhemv$NEWLAPACK
00007ff8036d72a6 (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
00007ff803565789 (__TEXT,__text) external _zhemv_
00007ff803566059 (__TEXT,__text) external _zher
00007ff8035a9e81 (__TEXT,__text) external _zher$NEWLAPACK
00007ff8036d73a7 (__TEXT,__text) external _zher$NEWLAPACK$ILP64
00007ff8035660c9 (__TEXT,__text) external _zher2
00007ff8035a9f79 (__TEXT,__text) external _zher2$NEWLAPACK
00007ff8036d74a1 (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
00007ff8035660c9 (__TEXT,__text) external _zher2_
00007ff803563124 (__TEXT,__text) external _zher2k
00007ff8036439a7 (__TEXT,__text) external _zher2k$NEWLAPACK
00007ff8036e0055 (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
00007ff803563124 (__TEXT,__text) external _zher2k_
00007ff803566059 (__TEXT,__text) external _zher_
00007ff803562f3d (__TEXT,__text) external _zherk
00007ff8036437b2 (__TEXT,__text) external _zherk$NEWLAPACK
00007ff8036dfe64 (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
00007ff803562f3d (__TEXT,__text) external _zherk_
00007ff8035658b3 (__TEXT,__text) external _zhpmv
00007ff8035aa081 (__TEXT,__text) external _zhpmv$NEWLAPACK
00007ff8036d75a8 (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
00007ff8035658b3 (__TEXT,__text) external _zhpmv_
00007ff803566155 (__TEXT,__text) external _zhpr
00007ff8035aa162 (__TEXT,__text) external _zhpr$NEWLAPACK
00007ff8036d768a (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
00007ff8035661bc (__TEXT,__text) external _zhpr2
00007ff8035aa243 (__TEXT,__text) external _zhpr2$NEWLAPACK
00007ff8036d776d (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
00007ff8035661bc (__TEXT,__text) external _zhpr2_
00007ff803566155 (__TEXT,__text) external _zhpr_
00007ff803566644 (__TEXT,__text) external _zrotg
00007ff8036869e8 (__TEXT,__text) external _zrotg$NEWLAPACK
00007ff8036e60bc (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
00007ff803566644 (__TEXT,__text) external _zrotg_
00007ff803566651 (__TEXT,__text) external _zscal
00007ff803686a72 (__TEXT,__text) external _zscal$NEWLAPACK
00007ff8036e6152 (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
00007ff803566651 (__TEXT,__text) external _zscal_
00007ff80356669d (__TEXT,__text) external _zswap
00007ff803686ae1 (__TEXT,__text) external _zswap$NEWLAPACK
00007ff8036e61cf (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
00007ff80356669d (__TEXT,__text) external _zswap_
00007ff803562bb3 (__TEXT,__text) external _zsymm
00007ff803643d22 (__TEXT,__text) external _zsymm$NEWLAPACK
00007ff8036e03c4 (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
00007ff803562bb3 (__TEXT,__text) external _zsymm_
00007ff803563227 (__TEXT,__text) external _zsyr2k
00007ff803644458 (__TEXT,__text) external _zsyr2k$NEWLAPACK
00007ff8036e0aea (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
00007ff803563227 (__TEXT,__text) external _zsyr2k_
00007ff803563033 (__TEXT,__text) external _zsyrk
00007ff803644099 (__TEXT,__text) external _zsyrk$NEWLAPACK
00007ff8036e0735 (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
00007ff803563033 (__TEXT,__text) external _zsyrk_
00007ff803565a52 (__TEXT,__text) external _ztbmv
00007ff8035aacb0 (__TEXT,__text) external _ztbmv$NEWLAPACK
00007ff8036d81cc (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
00007ff803565a52 (__TEXT,__text) external _ztbmv_
00007ff803565d9e (__TEXT,__text) external _ztbsv
00007ff8035ab102 (__TEXT,__text) external _ztbsv$NEWLAPACK
00007ff8036d861a (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
00007ff803565d9e (__TEXT,__text) external _ztbsv_
00007ff803565b73 (__TEXT,__text) external _ztpmv
00007ff8035ab513 (__TEXT,__text) external _ztpmv$NEWLAPACK
00007ff8036d8a30 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
00007ff803565b73 (__TEXT,__text) external _ztpmv_
00007ff803565ebf (__TEXT,__text) external _ztpsv
00007ff8035ab90f (__TEXT,__text) external _ztpsv$NEWLAPACK
00007ff8036d8e31 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
00007ff803565ebf (__TEXT,__text) external _ztpsv_
00007ff803562c87 (__TEXT,__text) external _ztrmm
00007ff803644949 (__TEXT,__text) external _ztrmm$NEWLAPACK
00007ff8036e0fdb (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
00007ff803562c87 (__TEXT,__text) external _ztrmm_
00007ff803565933 (__TEXT,__text) external _ztrmv
00007ff8035abd44 (__TEXT,__text) external _ztrmv$NEWLAPACK
00007ff8036d924d (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
00007ff803565933 (__TEXT,__text) external _ztrmv_
00007ff803562de2 (__TEXT,__text) external _ztrsm
00007ff803644e93 (__TEXT,__text) external _ztrsm$NEWLAPACK
00007ff8036e1529 (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
00007ff803562de2 (__TEXT,__text) external _ztrsm_
00007ff803565c7f (__TEXT,__text) external _ztrsv
00007ff8035ac18c (__TEXT,__text) external _ztrsv$NEWLAPACK
00007ff8036d9671 (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
00007ff803565c7f (__TEXT,__text) external _ztrsv_
