00000001e47496a8 (__DATA,__data) non-external _.compoundliteral
00000001db94f9e8 (__TEXT,__text) external _glvmGetConstants
00000001db991274 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00000001db94f318 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00000001db991894 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00000001db94f80c (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00000001db99097c (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00000001db9a9790 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00000001db9a761c (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00000001db9ac410 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00000001db9a9e44 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00000001db9b56f0 (__TEXT,__text) external _glvmInterpretFPTransformFour
00000001db9b2e10 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00000001db9b0300 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00000001db9ad894 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00000001db9a6f20 (__TEXT,__text) external _glvmInterpretVPTransformFour
00000001db9a4470 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00000001db97beb0 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00000001db978c30 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00000001db984b78 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00000001db9889bc (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00000001db98c620 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00000001db98b71c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00000001db981fd0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00000001db979610 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00000001db977674 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00000001dba37658 (__TEXT,__text) non-external _glvmOp
00000001db9936b0 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00000001db9a04d4 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000001db993850 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00000001db997d8c (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000001db993998 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000001db99fbf8 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00000001db997ed8 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00000001db993c00 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001db993654 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001db99362c (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001db993650 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001db9a03a4 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001db993e68 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001db9a0604 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001db993f90 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001db997f1c (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001db992d50 (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001db99e7e4 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001db9a2808 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001db9a2444 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001db993f9c (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001db99bea4 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001db99be40 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001db99ffe0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001db994110 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001db9a0144 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001db9b05a8 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001db997d08 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001db997d34 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001db99419c (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001db998c00 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001db9980b4 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001db99841c (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001db998770 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001db998954 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001db998ab4 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001db99d8b4 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001db998b58 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001db9a741c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001db9a9c44 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001db9b2bbc (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001db9ad694 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001db9a421c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001db9acf5c (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001db9ad41c (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001db9ad1b8 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001db9941dc (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001db992510 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001db994340 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001db994348 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001db9a0cac (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001db9a09d8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001db99c490 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001db9a2acc (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001db9a2d90 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001db994504 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001db9923d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001db994678 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001db9a09b4 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001db972120 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001db997d60 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001db9a30ac (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001db9a30d0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001db9a3218 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001db997274 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001db9a0734 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001db9a0814 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001db972128 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001db97215c (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001db9a0f28 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001db9949e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001db994d10 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001db992874 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001db994e70 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001db99e8a8 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001db995024 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001db995034 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001db99c8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001db99cb84 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001db998f50 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001db9992e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001db999670 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001db999674 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001db9951b8 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001db999dfc (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001db9a22c0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001db995228 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001db99525c (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001db995684 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001db99fc3c (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001db999f48 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001db9a13f0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001db9a11f4 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001db9a2278 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001db9a1bb4 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001db9a1f60 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001db999f8c (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001db997194 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001db9971d4 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001db9971d8 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001db972124 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001db99a1a8 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001db99cc50 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001db99ed84 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001db99efcc (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001db997210 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001db9935d4 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001db997c80 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001db99a5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001db99a678 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001db99ab5c (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001db99ab74 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001db99adf4 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001db99fcc4 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001db99fdc8 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001db99744c (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001db9a0014 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001db992a34 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001db99b074 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001db99b2f4 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001db99d634 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001db99b574 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001db997450 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001db9975c8 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001db9a9a50 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001db9ac6f8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001db9a333c (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001db99ba5c (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001db99ba74 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001db99d95c (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001db9978c4 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001db9a0274 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001db971fa0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001db971d4c (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001db971e74 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001db9a0990 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001db99f9b0 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001db9a1830 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001db9a1350 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001db9a229c (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001db9a1dcc (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001db9a2178 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001db99fc80 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001db99bbc0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001db99bdfc (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001db993658 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001db992f04 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001db99316c (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001db971e94 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001db971c44 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001db972034 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001db971d6c (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001db9720ec (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001db971bb8 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001db971bdc (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001db971fd8 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001db971c28 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001db971b10 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001db971fc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001db971c20 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001db9b22a4 (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001db9b07d4 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001db9b08c0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001db97273c (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001db974844 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001db972168 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001db9728fc (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001db974344 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001db975b2c (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000001db975f48 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001db9723a8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001db9724c4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001db9724f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001db972688 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001db974380 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001db9760a4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001db976284 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001db976534 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001db9711b8 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001db9710b0 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001db953424 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001db958d78 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001db959ef4 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001db9710fc (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001db9a6e54 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001db9a96c4 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001db9ac344 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001db9b0234 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001db9b5624 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001db9517f0 (__TEXT,__text) external _glvmSetTextureFormat
00000001db977030 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001db97e818 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001db981774 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001db98677c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001db98a0ec (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001db98e118 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001db98bcb0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001db982ea8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001db98789c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001db98ac04 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001db98f06c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001db98c154 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001db983a88 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000001db97cfd8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001db97eec0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001db95331c (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001db95339c (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001db9770d0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001db952704 (__TEXT,__text) external _glvmUpdateTextureStructure
00000001db9abe84 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001db9afb88 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001db9a6784 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00000001e50163c0 (__DATA_DIRTY,__bss) non-external _glvm_constants
00000001e50163b0 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001dba0253c (__TEXT,__text) non-external _handleResetPost
00000001dba024dc (__TEXT,__text) non-external _handleResetPre
00000001dba081a0 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001dba10f64 (__TEXT,__text) non-external _include_str_getch
00000001dba11080 (__TEXT,__text) non-external _include_str_ungetch
00000001dba07924 (__TEXT,__text) non-external _initAggregateType
00000001dba16f18 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001dba16eec (__TEXT,__text) non-external _initCallNode
00000001dba16fe4 (__TEXT,__text) non-external _initDerefNode
00000001dba16f94 (__TEXT,__text) non-external _initQualifierNode
00000001dba16fbc (__TEXT,__text) non-external _initStatementNode
00000001dba16f68 (__TEXT,__text) non-external _initStructureNode
00000001db9be4d0 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001dba16eb0 (__TEXT,__text) non-external _initUnaryOperatorNode
00000001dba39308 (__TEXT,__text) non-external _inliningNodeReplacement
00000001db9f1fb0 (__TEXT,__text) non-external _inputForOutput
00000001dba646f4 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001dba646f0 (__TEXT,__text) non-external _instructionIndexHashFunction
00000001dba52f18 (__TEXT,__text) non-external _iterateQualifiers
00000001dba120b8 (__TEXT,__text) non-external _lAddByte
00000001dba1186c (__TEXT,__text) non-external _lFloatConst
00000001dba11f5c (__TEXT,__text) non-external _lNewBlock
00000001dba126a0 (__TEXT,__text) non-external _lReadByte
00000001dba0ce74 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001dba35864 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001db945b88 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001db945bf0 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001db945d18 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001db945d98 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001db945b3c (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000001db945d00 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001db945c88 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001db945b8c (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001db945bec (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000001db945b84 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001db945da0 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001db945b34 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001dba0f10c (__TEXT,__text) non-external _macro_scan
00000001db9eac7c (__TEXT,__text) non-external _makeCopyFunction
00000001dba35c14 (__TEXT,__text) non-external _makeIntConstantNode
00000001db9ba1bc (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00000001dba0fae4 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001dba0fa1c (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001dba0f924 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001dba0f9cc (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001db9bb784 (__TEXT,__text) non-external _mergeTypes
00000001e474dd74 (__DATA,__bss) non-external _message
00000001e474dd70 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001e4749668 (__DATA,__data) non-external _mutex
00000001db9f413c (__TEXT,__text) non-external _nameTablePush
00000001e474e198 (__DATA,__bss) non-external _nameTableSets
00000001dba0f880 (__TEXT,__text) non-external _noop
00000001dba11868 (__TEXT,__text) non-external _noop
00000001db9ec6ac (__TEXT,__text) non-external _offsetLayout
00000001dba0d158 (__TEXT,__text) non-external _op_add
00000001dba0d0f8 (__TEXT,__text) non-external _op_and
00000001dba0d1a8 (__TEXT,__text) non-external _op_cmpl
00000001dba0d170 (__TEXT,__text) non-external _op_div
00000001dba0d100 (__TEXT,__text) non-external _op_eq
00000001dba0d124 (__TEXT,__text) non-external _op_ge
00000001dba0d118 (__TEXT,__text) non-external _op_gt
00000001dba0d13c (__TEXT,__text) non-external _op_le
00000001dba0d0d8 (__TEXT,__text) non-external _op_logand
00000001dba0d0c8 (__TEXT,__text) non-external _op_logor
00000001dba0d130 (__TEXT,__text) non-external _op_lt
00000001dba0d184 (__TEXT,__text) non-external _op_mod
00000001dba0d168 (__TEXT,__text) non-external _op_mul
00000001dba0d10c (__TEXT,__text) non-external _op_ne
00000001dba0d1a0 (__TEXT,__text) non-external _op_neg
00000001dba0d1b0 (__TEXT,__text) non-external _op_not
00000001dba0d0e8 (__TEXT,__text) non-external _op_or
00000001dba0d19c (__TEXT,__text) non-external _op_pos
00000001dba0d148 (__TEXT,__text) non-external _op_shl
00000001dba0d150 (__TEXT,__text) non-external _op_shr
00000001dba0d160 (__TEXT,__text) non-external _op_sub
00000001dba0d0f0 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001db9f2f04 (__TEXT,__text) non-external _outputForInput
00000001db9e1424 (__TEXT,__text) non-external _packInto
00000001db9fa424 (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001db9fa274 (__TEXT,__text) non-external _parseLayout
00000001db9bb6b8 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001db9bb444 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001dba347dc (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001dba349a4 (__TEXT,__text) non-external _phase2Process
00000001dba34cb0 (__TEXT,__text) non-external _phase2ProcessConstant
00000001dba34d8c (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000001dba34e28 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001dba352a0 (__TEXT,__text) non-external _phase2ProcessLValue
00000001dba34d20 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001dba34ed8 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001dba35074 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001dba35774 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001dba34dd4 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001db9ba230 (__TEXT,__text) non-external _poolAlloc
00000001e474e1b8 (__DATA,__bss) non-external _poolAllocators
00000001db9ba2c4 (__TEXT,__text) non-external _poolFree
00000001db9ba2bc (__TEXT,__text) non-external _poolRealloc
00000001dba81da0 (__TEXT,__const) non-external _pow_10.down
00000001dba81ca0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00000001e09d6538 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001db9bf1c8 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001db9f2cc4 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001dba006b0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001db9faa54 (__TEXT,__text) non-external _qualifierContextToString
00000001db9f97f0 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001db9fa5e4 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001dba0d1bc (__TEXT,__text) non-external (was a private external) _readCPPline
00000001db9ba4a4 (__TEXT,__text) non-external _readTOC
00000001dba23cbc (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
