00007ff9042701ed (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff904264953 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff904264972 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.78
00007ff904266654 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff904269363 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff904264c51 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00007ff90426ae77 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90426ae8d (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90426b1aa (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff90426b250 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.17
00007ff904272900 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9426f7440 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff9426f7400 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff9426f7748 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff9426f7390 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff9426f78b8 (__DATA,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff9426f7958 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff9426f7aa8 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff9426f7a48 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff9426f7360 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff9426f73d0 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff9426f74e8 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9426f7688 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff9426f74b0 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff9426f7300 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff9426f7868 (__DATA,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9426f79b8 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff9426f7928 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff9426f7a78 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff9426f76b8 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9426f7330 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff9426f7548 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9426f7988 (__DATA,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff9426f79e8 (__DATA,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9426f7518 (__DATA,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9426f7480 (__DATA,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff9426f7a18 (__DATA,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff9426f7578 (__DATA,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff9426f78d8 (__DATA,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff9426f73b0 (__DATA,__const) non-external ___block_literal_global
00007ff9426f7420 (__DATA,__const) non-external ___block_literal_global
00007ff9426f7460 (__DATA,__const) non-external ___block_literal_global
00007ff9426f75a8 (__DATA,__const) non-external ___block_literal_global
00007ff9426f7668 (__DATA,__const) non-external ___block_literal_global
00007ff9426f76e8 (__DATA,__const) non-external ___block_literal_global
00007ff9426f7828 (__DATA,__const) non-external ___block_literal_global
00007ff9426f7898 (__DATA,__const) non-external ___block_literal_global
00007ff9426f7908 (__DATA,__const) non-external ___block_literal_global
00007ff9426f7b00 (__DATA,__const) non-external ___block_literal_global
00007ff9426f7708 (__DATA,__const) non-external ___block_literal_global.101
00007ff9426f7728 (__DATA,__const) non-external ___block_literal_global.103
00007ff9426f7768 (__DATA,__const) non-external ___block_literal_global.104
00007ff9426f7788 (__DATA,__const) non-external ___block_literal_global.106
00007ff9426f77a8 (__DATA,__const) non-external ___block_literal_global.108
00007ff9426f7648 (__DATA,__const) non-external ___block_literal_global.11
00007ff9426f77c8 (__DATA,__const) non-external ___block_literal_global.110
00007ff9426f77e8 (__DATA,__const) non-external ___block_literal_global.112
00007ff9426f7808 (__DATA,__const) non-external ___block_literal_global.114
00007ff9426f75c8 (__DATA,__const) non-external ___block_literal_global.3
00007ff9426f75e8 (__DATA,__const) non-external ___block_literal_global.5
00007ff9426f7b20 (__DATA,__const) non-external ___block_literal_global.61
00007ff9426f7608 (__DATA,__const) non-external ___block_literal_global.7
00007ff9426f7628 (__DATA,__const) non-external ___block_literal_global.9
00007ff9426f7848 (__DATA,__const) non-external ___block_literal_global.91
                 (undefined) external ___bzero (from libSystem)
00007ff904266fa0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff904266fc0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff90426afd5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90426b271 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff90426af5e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff90425e0a8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff904264c91 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff9042661d5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff9042622af (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff90426da02 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff90426939b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff90425dab5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff90425d5d9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff90426af96 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff90425e0b7 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff90426b2a9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff904264cc1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff9042622f3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff9042693ce (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff90425dae3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff90425d5eb (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff90426ae9c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff90426afc1 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff90427284c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff904269068 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff90426fed2 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff9042621ad (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff904261c4c (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff9042718aa (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00007ff9426fe5e0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff9426fe7f8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff9426fe830 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff9426fe960 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff9426fea48 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff9426fe880 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.101
00007ff9426fe888 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.103
00007ff9426fe8c8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.104
00007ff9426fe650 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.109
00007ff9426fe908 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.152
00007ff9426fe678 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.159
00007ff9426fe6d8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.160
00007ff9426fe738 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.197
00007ff9426fe780 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.198
00007ff9426fe7c8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.214
00007ff9426fe7e0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.215
00007ff9426fe838 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.61
00007ff9426fe840 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.67
00007ff9426fe848 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.75
00007ff9426fe5f0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.79
00007ff9426fe858 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.85
00007ff9426fe870 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.91
00007ff9426fe610 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.97
00007ff9426fe878 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.97
                 (undefined) external _abort_report_np (from libSystem)
00007ff90426f9e8 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff904266ac0 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90426f922 (__TEXT,__text) external _checkBOOLSetting
00007ff9042628b3 (__TEXT,__text) external _checkPathQuarantineState
00007ff904271bd9 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff90426281a (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff90425f722 (__TEXT,__text) external _copyAdhocSignatureHash
00007ff904270d40 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff904270f3a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff904270f6e (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff904270fa2 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff904270fd6 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff904271030 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff904271064 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff9042710cb (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff904271125 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff90427117f (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff904270d9a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff904270dce (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff904270e02 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff904270e36 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff904270e6a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff904270e9e (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff904270ed2 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff904270f06 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff904261154 (__TEXT,__text) external _copyBootUUID
00007ff904271742 (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff904260890 (__TEXT,__text) external _copyBundleID
00007ff904271472 (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff90426097e (__TEXT,__text) external _copyBundleIDFromURL
00007ff904260b6c (__TEXT,__text) external _copyBundleVersion
00007ff904271526 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff904260a7e (__TEXT,__text) external _copyBundleVersionShort
00007ff9042714cc (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff9042609fe (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff904260228 (__TEXT,__text) external _copyCdhash
00007ff9042711d9 (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff90427120d (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff904271241 (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff9042601b5 (__TEXT,__text) external _copyCdhashFromKextURL
00007ff90426fae0 (__TEXT,__text) external _copyCodeSigningInfo
00007ff904260f40 (__TEXT,__text) external _copyDeveloperName
00007ff9042715da (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff904271634 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff90427168e (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff9042716e8 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff90426ff0e (__TEXT,__text) external _copyEntitlements
00007ff904266cd6 (__TEXT,__text) external _copyFileHashForURL
00007ff90427213a (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff9042721c1 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff90427225f (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff9042603b8 (__TEXT,__text) external _copyLegacyCdhash
00007ff90425e222 (__TEXT,__text) external _copyLegacyDeveloperName
00007ff90426259b (__TEXT,__text) external _copySecureTimestamp
00007ff904271b15 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff9042612db (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff9042607c1 (__TEXT,__text) external _copySigningID
00007ff904271418 (__TEXT,__text) non-external _copySigningID.cold.1
00007ff904260603 (__TEXT,__text) external _copyTeamIdentifier
00007ff9042713be (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff904260427 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff90427129b (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff9042712fc (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff904260556 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff90427135d (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff904260c5a (__TEXT,__text) external _copyUnstagedURL
00007ff904271580 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff90425f713 (__TEXT,__text) external _createCodeReference
00007ff90425f5ef (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff904270c0e (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff904270ca7 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff90425f5e3 (__TEXT,__text) external _createCodeReferenceQuiet
00007ff90425f545 (__TEXT,__text) external _createHexStringFromData
00007ff90426b7b7 (__TEXT,__text) non-external _createMigrationManifest
00007ff90427298e (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff90426fa3b (__TEXT,__text) external _createSecStaticCodeForURL
00007ff904272d46 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff90426f8f2 (__TEXT,__text) external _createSystemPolicyDefaults
00007ff904260d5a (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00007ff9426fed28 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff9426fed30 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff90426a9ce (__TEXT,__text) external _doBooleanXPCFunction
00007ff90426ac1b (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff90426ac2a (__TEXT,__text) external _doObjectXPCFunction
00007ff9426fece0 (__DATA,__bss) non-external _exec.sLog
00007ff9426fecd8 (__DATA,__bss) non-external _exec.sLogInit
00007ff904266bcb (__TEXT,__text) external _fileExists
00007ff904266c44 (__TEXT,__text) external _fileIsSymlink
00007ff904267de1 (__TEXT,__text) external _findContainingBundle
00007ff904261524 (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff9042688d9 (__TEXT,__text) external _findOuterMostBundle
00007ff904272394 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff904268fa1 (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff9042723c8 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff904267f71 (__TEXT,__text) external _findScanTargetByPath
00007ff904268426 (__TEXT,__text) external _findTopAppBundle
00007ff904267ef3 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff9042630c1 (__TEXT,__text) non-external _fsEventCallback
00007ff9426fecc0 (__DATA,__bss) non-external _generic.sLog
00007ff9426fecb8 (__DATA,__bss) non-external _generic.sLogInit
00007ff9042700db (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff9426fed40 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff9426feca8 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff9426fecb0 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff9042606d4 (__TEXT,__text) external _getDictionaryValue
00007ff9042687c7 (__TEXT,__text) external _getVolumePrefix
00007ff904272300 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
00007ff904267db1 (__TEXT,__text) non-external _globalBundleSuffixes
00007ff9426fed20 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff9426fed18 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff90426871e (__TEXT,__text) external _hasAppExtension
00007ff904261371 (__TEXT,__text) external _hasCodeRequirementString
00007ff9042717f6 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff904275560 (__TEXT,__cstring) non-external _hexString.nibble
00007ff904262b74 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff90426299a (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff904261470 (__TEXT,__text) external _isAdhocSignature
00007ff904271850 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff90425ef12 (__TEXT,__text) external _isAppleInternalMachine
00007ff904261424 (__TEXT,__text) external _isAppleSignedCode
00007ff90425ef6d (__TEXT,__text) external _isBehavioralEngineEnabledMachine
00007ff90426231f (__TEXT,__text) external _isCodelessKext
00007ff904271914 (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff90426afec (__TEXT,__text) external _isConnectionEntitled
00007ff9042728a6 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff90425ef2b (__TEXT,__text) external _isDarwinOSEnvironment
00007ff90426145d (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff90426144a (__TEXT,__text) external _isDeveloperIDSignedCode
00007ff90425ef40 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00007ff9042612f2 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff9042612e8 (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff904262664 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff904271b6f (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff90425eec7 (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff904261437 (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff90426b34f (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff9042623c9 (__TEXT,__text) external _isNotarizedKext
00007ff90427196e (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff904271a07 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff904271a8e (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff90425ef89 (__TEXT,__text) external _isProvenanceTrackingEnabled
00007ff90425eee0 (__TEXT,__text) external _isSIPDisabledMachine
00007ff90425eef9 (__TEXT,__text) external _isSKELDisabledMachine
00007ff904267bce (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff9426fecd0 (__DATA,__bss) non-external _kext.sLog
00007ff9426fecc8 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc (from libSystem)
00007ff9426fecf0 (__DATA,__bss) non-external _measurements.sLog
00007ff9426fece8 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff904267b6b (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
00007ff90426fb0a (__TEXT,__text) external _opaqueSignCode
00007ff904272ddf (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff904272e39 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff904272e6c (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff904272ec6 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff904272f20 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
00007ff9426fe458 (__DATA,__data) external _sSystemPolicySubsystem
00007ff9426fed10 (__DATA,__bss) non-external _sVerboseLogging
00007ff904261d69 (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff90426171e (__TEXT,__text) external _scanForBundles
00007ff904261cda (__TEXT,__text) external _scanForKernelExtensions
00007ff90426835c (__TEXT,__text) external _shouldFilterOutScanTarget
