0000000180184370 (__TEXT,__text) non-external K256
00000001edd39d90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.41
00000001edd375a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00000001edd384e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00000001edd388f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00000001edd3a370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00000001edd37cb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00000001edd38970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00000001edd3a200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00000001edd3a220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00000001edd39cc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00000001edd3a250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00000001edd36760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001edd375d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001edd386e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001edd38ae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001edd3a680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001edd38b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001edd3a3a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001edd3bd28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001edd36ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00000001edd3a280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00000001edd3a6b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00000001edd375f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00000001edd38b20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00000001edd3bd58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00000001edd36a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001edd383c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001edd36790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001edd37ce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001edd38510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001edd39ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001edd38710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001edd39b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001edd39dc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001edd3a2b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001edd367b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001edd3a3d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001edd3a2e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00000001edd38740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001edd3bd88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001edd38760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00000001edd38780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00000001edd387a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00000001edd38b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00000001edd36618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001edd39820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001edd3af98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001edd3a310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001edd37d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00000001edd3bdb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00000001edd37620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001edd38b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001edd3a6e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001edd39880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00000001edd3a340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00000001edd37650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001edd38ba0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00000001edd398b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00000001edd3bde8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00000001edd37680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00000001edd39df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00000001edd3a700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00000001edd398e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00000001edd39e20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00000001edd3be18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00000001edd37d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001edd3a730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001edd38bd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00000001edd376b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001edd3a760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001edd3db98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001edd38530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00000001edd39910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001edd3a400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001edd367d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001edd38c00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001edd3dbb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001edd376e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001edd3dbe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001edd389c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00000001edd39940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001edd3dc08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001edd3a430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001edd3dc28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001edd37710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001edd3dc48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001edd3a460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001edd3dc68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001edd36af0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001edd39970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001edd38c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00000001edd387c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001edd3dc88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001edd38560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001edd3a4a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001edd3be48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001edd3dca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001edd36b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001edd37750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001edd399a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001edd3a790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001edd3dcc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001edd36638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001edd36b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001edd37780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001edd37d70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001edd39e50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001edd3dce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001edd399d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001edd3a4d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001edd3dd08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001edd37da0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001edd387f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001edd38c60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001edd39e80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001edd3dd28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001edd3be78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00000001edd37dd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001edd39a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001edd3dd48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001edd39eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001edd3a7c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001edd36b60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001edd377a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001edd37df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001edd38820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001edd3dd78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001edd36b80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001edd37e10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001edd39a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001edd39ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001edd37730 (__DATA_CONST,__const) non-external ___block_literal_global
00000001edd38610 (__DATA_CONST,__const) non-external ___block_literal_global
00000001edd39d10 (__DATA_CONST,__const) non-external ___block_literal_global
00000001edd3a480 (__DATA_CONST,__const) non-external ___block_literal_global
00000001edd3a5d0 (__DATA_CONST,__const) non-external ___block_literal_global
00000001edd3aba0 (__DATA_CONST,__const) non-external ___block_literal_global.350
00000001ec7552c8 (__DATA_DIRTY,__data) non-external ___boot
000000018010e964 (__TEXT,__text) non-external (was a private external) ___bsdthread_create
000000018010e990 (__TEXT,__text) non-external (was a private external) ___bsdthread_ctl
000000018010e9bc (__TEXT,__text) non-external (was a private external) ___bsdthread_register
000000018010e9e8 (__TEXT,__text) non-external (was a private external) ___bsdthread_terminate
000000018010af80 (__TEXT,__text) non-external (was a private external) ___bzero
000000018019178c (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00000001801917a4 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_probe
000000018010ea14 (__TEXT,__text) non-external (was a private external) ___chmod
00000001ec755300 (__DATA_DIRTY,__data) non-external ___config
000000018010ea40 (__TEXT,__text) non-external (was a private external) ___connect
00000001801453e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
000000018012ff68 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48b
000000018012945c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
0000000180119524 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
000000018013144c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
000000018016a2d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r56r64r72r80r
000000018016cb28 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
0000000180131684 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c34_ZTSN6mach_o19PlatformAndVersionsE
000000018011211c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000180189f90 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
0000000180114e58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001801626d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
000000018016236c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
000000018011e684 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc
00000001801897a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
000000018012dab8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc
000000018012d638 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc64r
00000001801489b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
0000000180176614 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
0000000180189b58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
000000018018fc4c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r
000000018011f614 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48rc
000000018013c690 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r48c22_ZTSN6mach_o8PlatformE
0000000180112028 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
000000018011814c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
0000000180149440 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r48r
000000018011f890 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r48rc
00000001801364cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
000000018011f674 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc48r
000000018011f374 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc48rc56rc
00000001801192c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_64c22_ZTSN6mach_o8PlatformE
000000018010de00 (__TEXT,__text) non-external (was a private external) ___csrctl
00000001ed3c6698 (__DATA,__data) non-external (was a private external) ___darwin_build_inc_version
0000000180197258 (__TEXT,__const) non-external (was a private external) ___darwin_builder_build
0000000180197250 (__TEXT,__const) non-external (was a private external) ___darwin_builder_version
00000001ed3c66b8 (__DATA,__data) non-external (was a private external) ___darwin_debug_binary
00000001801a7d8f (__TEXT,__info_plist) non-external ___darwin_info_plist
00000001ed3c66a8 (__DATA,__data) non-external (was a private external) ___darwin_variant
00000001ed3c66a0 (__DATA,__data) non-external (was a private external) ___darwin_version_string
00000001ed3c66b0 (__DATA,__data) non-external (was a private external) ___darwin_version_string_heywhat
00000001801316a0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32
00000001801453f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
000000018012ffc8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48b
00000001801294bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
0000000180119574 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001801314ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
000000018016a374 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r56r64r72r80r
0000000180112038 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000180189fd4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
0000000180114ea8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001801494a0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
000000018011f3e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
000000018012d6b8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
000000018013c6d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r48
00000001801192d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_64
000000018010ea6c (__TEXT,__text) non-external (was a private external) ___disable_threadsignal
000000018010bdcc (__TEXT,__text) non-external (was a private external) ___error
000000018010ea98 (__TEXT,__text) non-external (was a private external) ___execve
000000018010eac4 (__TEXT,__text) non-external (was a private external) ___exit
000000018010eaf0 (__TEXT,__text) non-external (was a private external) ___fchmod
000000018010d0cc (__TEXT,__text) non-external (was a private external) ___fcntl
00000001ec7552a8 (__DATA_DIRTY,__data) non-external ___g
000000018010be88 (__TEXT,__text) non-external (was a private external) ___getattrlist
000000018010eb1c (__TEXT,__text) non-external (was a private external) ___getdirentries64
000000018010df28 (__TEXT,__text) non-external (was a private external) ___getpid
000000018010eb48 (__TEXT,__text) non-external (was a private external) ___getrlimit
000000018010eba0 (__TEXT,__text) non-external (was a private external) ___gettimeofday
000000018010eb74 (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
000000018010db38 (__TEXT,__text) non-external (was a private external) ___guard_setup
000000018010b71c (__TEXT,__text) non-external (was a private external) ___ioctl
000000018010d36c (__TEXT,__text) non-external (was a private external) ___kdebug_trace64
000000018010ebd0 (__TEXT,__text) non-external (was a private external) ___kdebug_trace_string
000000018010ebfc (__TEXT,__text) non-external (was a private external) ___kdebug_typefilter
000000018010ec28 (__TEXT,__text) non-external (was a private external) ___kqueue_workloop_ctl
000000018010ec54 (__TEXT,__text) non-external (was a private external) ___lseek
000000018010ec80 (__TEXT,__text) non-external (was a private external) ___mac_syscall
000000018010ecac (__TEXT,__text) non-external (was a private external) ___map_with_linking_np
000000018010e188 (__TEXT,__text) non-external (was a private external) ___mmap
000000018010ecd8 (__TEXT,__text) non-external (was a private external) ___mprotect
000000018010d234 (__TEXT,__text) non-external (was a private external) ___munmap
000000018010ed04 (__TEXT,__text) non-external (was a private external) ___open
000000018010ed30 (__TEXT,__text) non-external (was a private external) ___openat
0000000180180d80 (__TEXT,__text) non-external (was a private external) ___os_log_simple_offset
000000018010ed5c (__TEXT,__text) non-external (was a private external) ___pipe
000000018010ed94 (__TEXT,__text) non-external (was a private external) ___posix_spawn
000000018010edc0 (__TEXT,__text) non-external (was a private external) ___proc_info
000000018010edec (__TEXT,__text) non-external (was a private external) ___proc_info_extended_id
000000018010ee18 (__TEXT,__text) non-external (was a private external) ___process_policy
000000018010ee44 (__TEXT,__text) non-external (was a private external) ___psynch_cvbroad
000000018010ee70 (__TEXT,__text) non-external (was a private external) ___psynch_cvclrprepost
000000018010ee9c (__TEXT,__text) non-external (was a private external) ___psynch_cvsignal
000000018010eec8 (__TEXT,__text) non-external (was a private external) ___psynch_cvwait
000000018010eef4 (__TEXT,__text) non-external (was a private external) ___psynch_mutexdrop
000000018010ef20 (__TEXT,__text) non-external (was a private external) ___psynch_mutexwait
000000018010ef4c (__TEXT,__text) non-external (was a private external) ___pthread_canceled
00000001ed3c66c0 (__DATA,__data) non-external (was a private external) ___pthread_head
000000018010ef78 (__TEXT,__text) non-external (was a private external) ___pthread_kill
000000018010efa4 (__TEXT,__text) non-external (was a private external) ___pthread_markcancel
000000018010efd0 (__TEXT,__text) non-external (was a private external) ___pthread_sigmask
000000018010effc (__TEXT,__text) non-external (was a private external) ___reboot
00000001ec757070 (__DATA_DIRTY,__bss) non-external ___remove_counter
000000018010f028 (__TEXT,__text) non-external (was a private external) ___rename
00000001edd3b898 (__DATA_CONST,__const) non-external ___roots
000000018010ec80 (__TEXT,__text) non-external (was a private external) ___sandbox_ms
000000018010f054 (__TEXT,__text) non-external (was a private external) ___semwait_signal_nocancel
000000018010f080 (__TEXT,__text) non-external (was a private external) ___sendto
000000018010f0ac (__TEXT,__text) non-external (was a private external) ___shared_region_check_np
000000018010f0d8 (__TEXT,__text) non-external (was a private external) ___shared_region_map_and_slide_2_np
000000018010f104 (__TEXT,__text) non-external (was a private external) ___sigwait
000000018010c0fc (__TEXT,__text) non-external ___simple_bprintf
00000001edd3b070 (__DATA_CONST,__const) non-external ___specs
000000018015c83c (__TEXT,__text) non-external (was a private external) ___stack_chk_fail
00000001ec7552a0 (__DATA_DIRTY,__data) non-external (was a private external) ___stack_chk_guard
00000001ed3c6950 (__DATA,__common) non-external (was a private external) ___stderrp
00000001ed3c6958 (__DATA,__common) non-external (was a private external) ___stdoutp
000000018010deec (__TEXT,__text) non-external (was a private external) ___syscall
000000018010f130 (__TEXT,__text) non-external (was a private external) ___sysctl
00000001ed3c7700 (__DATA,__bss) non-external ___tbi
000000018010f15c (__TEXT,__text) non-external (was a private external) ___terminate_with_payload
000000018010db0c (__TEXT,__text) non-external (was a private external) ___thread_selfid
000000018010d398 (__TEXT,__text) non-external (was a private external) ___ulock_wait
000000018010f188 (__TEXT,__text) non-external (was a private external) ___ulock_wait2
000000018010d3c4 (__TEXT,__text) non-external (was a private external) ___ulock_wake
000000018010f1b4 (__TEXT,__text) non-external (was a private external) ___unlink
000000018017e748 (__TEXT,__text) non-external ___wait_4isc
000000018010f1e0 (__TEXT,__text) non-external (was a private external) ___workq_kernreturn
000000018010f20c (__TEXT,__text) non-external (was a private external) ___workq_open
00000001ec757050 (__DATA_DIRTY,__bss) non-external __args
00000001edd3b858 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_app
00000001edd3b838 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_os
00000001edd3b7f8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_app
00000001edd3b7d8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_os
00000001edd3b818 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_prereboot_os
00000001edd3b878 (__DATA_CONST,__const) non-external (was a private external) __boot_root_dylib_cache
00000001edd3b758 (__DATA_CONST,__const) non-external (was a private external) __boot_root_fs
00000001edd3b778 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot
00000001edd3b798 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot_groupdir
00000001edd3b7b8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_xart
00000001edd3b578 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_local
00000001edd3b518 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_null
00000001edd3b5d8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_post_initproc
00000001edd3b698 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_dmg
00000001edd3b6f8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_nerd
00000001edd3b638 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_ramdisk
00000001ec757058 (__DATA_DIRTY,__bss) non-external __config
0000000180183bd8 (__TEXT,__text) non-external (was a private external) __crossarch_trap
000000018017dd2c (__TEXT,__text) non-external __cryptex1_sniff_fire
000000018017dd24 (__TEXT,__text) non-external (was a private external) __cryptex1_sniff_payload_check
0000000180180560 (__TEXT,__text) non-external __cryptex_graft_failure_app_livefs
000000018017b880 (__TEXT,__text) non-external __cryptex_graft_failure_prereboot_os
00000001edd3b208 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app
00000001edd3b9f0 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app_livefs
000000018017c16c (__TEXT,__text) non-external __cryptex_spec_iterate_select_app
000000018017b834 (__TEXT,__text) non-external __cryptex_spec_iterate_select_prereboot_os
00000001edd3b410 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_os
00000001edd3afc8 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_prereboot_os
00000001edd3b948 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_safari_downlevel
00000001ec756eb0 (__DATA_DIRTY,__data) non-external (was a private external) __current_pid
000000018017f84c (__TEXT,__text) non-external (was a private external) __derive_proc_name
000000018017de20 (__TEXT,__text) non-external __derive_ticket_name
000000018010d9c0 (__TEXT,__text) external __dyld_start
00000001801805ec (__TEXT,__text) non-external __dylib_cache_fire
00000001801805ac (__TEXT,__text) non-external (was a private external) __dylib_cache_payload_check
000000018018138c (__TEXT,__text) non-external __enlarge
000000018019517c (__TEXT,__text) non-external __enlarge.cold.1
000000018010a7e4 (__TEXT,__text) non-external (was a private external) __exclaves_ctl_trap
000000018010eac4 (__TEXT,__text) non-external (was a private external) __exit
00000001801812e4 (__TEXT,__text) non-external __flush
00000001801812b4 (__TEXT,__text) non-external __flush_reset
00000001ec4a8090 (__TPRO_CONST,__data) non-external (was a private external) __gUseInstrumentedStringRoutines
000000018017c164 (__TEXT,__text) non-external __goodbye_fire
000000018017c15c (__TEXT,__text) non-external (was a private external) __goodbye_payload_check
000000018017d7d4 (__TEXT,__text) non-external __graft_fetch_fire
000000018017d7cc (__TEXT,__text) non-external (was a private external) __graft_fetch_payload_check
000000018017ba54 (__TEXT,__text) non-external __graft_fire
000000018017ba4c (__TEXT,__text) non-external (was a private external) __graft_payload_check
000000018017d3e8 (__TEXT,__text) non-external __graft_select_fire
000000018017d3e0 (__TEXT,__text) non-external (was a private external) __graft_select_payload_check
00000001801a5d28 (__TEXT,__cstring) non-external __h
000000018017bf88 (__TEXT,__text) non-external __hello_fire
000000018017bf80 (__TEXT,__text) non-external (was a private external) __hello_payload_check
000000018010a5c8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_allocate_trap
000000018010a61c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_construct_trap
000000018010a5d4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_deallocate_trap
000000018010a628 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_destruct_trap
000000018010a610 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_extract_member_trap
000000018010a6d0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_get_attributes_trap
000000018010a6dc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_guard_trap
000000018010a604 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_member_trap
000000018010a5f8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_right_trap
000000018010a5e0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_mod_refs_trap
000000018010a5ec (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_move_member_trap
000000018010a7d8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_request_notification_trap
000000018010a7cc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_type_trap
000000018010a6e8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_unguard_trap
000000018010a580 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_allocate_trap
000000018010a598 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_deallocate_trap
000000018010a5bc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_map_trap
000000018010a5b0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_protect_trap
000000018010a58c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_purgable_control_trap
00000001ec757080 (__DATA_DIRTY,__common) non-external (was a private external) __main_thread
