00000001e6faaca0 (__DATA,__data) external _NDR_record
0000000180418e0c (__TEXT,__text) external _semaphore_signal_thread
000000018040615c (__TEXT,__text) external _semaphore_signal_thread_trap
0000000180406144 (__TEXT,__text) external _semaphore_signal_trap
000000018040ae38 (__TEXT,__text) external _semaphore_timedwait
0000000180418e14 (__TEXT,__text) external _semaphore_timedwait_signal
000000018040618c (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000180406180 (__TEXT,__text) external _semaphore_timedwait_trap
000000018040927c (__TEXT,__text) external _semaphore_wait
0000000180418e10 (__TEXT,__text) external _semaphore_wait_signal
0000000180406174 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000180406168 (__TEXT,__text) external _semaphore_wait_trap
0000000180413034 (__TEXT,__text) external _semctl
0000000180415298 (__TEXT,__text) external _semget
00000001804152c4 (__TEXT,__text) external _semop
0000000180413010 (__TEXT,__text) external _semsys
00000001804152f0 (__TEXT,__text) external _sendfile
000000018040bd74 (__TEXT,__text) external _sendmsg
000000018040a698 (__TEXT,__text) external _sendmsg$NOCANCEL
000000018041531c (__TEXT,__text) external _sendmsg_x
000000018040a74c (__TEXT,__text) external _sendto
000000018040a5b4 (__TEXT,__text) external _sendto$NOCANCEL
0000000180409960 (__TEXT,__text) external _setattrlist
0000000180415348 (__TEXT,__text) external _setattrlistat
00000001804238b4 (__TEXT,__text) external _setaudit
0000000180415374 (__TEXT,__text) external _setaudit_addr
00000001804153a0 (__TEXT,__text) external _setauid
000000018040f9b4 (__TEXT,__text) external _setegid
000000018040f988 (__TEXT,__text) external _seteuid
000000018040f6e4 (__TEXT,__text) external _setgid
00000001804153cc (__TEXT,__text) external _setgroups
000000018040dd94 (__TEXT,__text) external _setiopolicy_np
000000018040ea84 (__TEXT,__text) external _setitimer
0000000180411d24 (__TEXT,__text) external _setpgid
000000018040e4f8 (__TEXT,__text) external _setpriority
00000001804153f8 (__TEXT,__text) external _setprivexec
0000000180418d18 (__TEXT,__text) external _setquota
0000000180413f14 (__TEXT,__text) external _setregid
0000000180413f40 (__TEXT,__text) external _setreuid
0000000180408ec8 (__TEXT,__text) external _setrlimit
0000000180413f6c (__TEXT,__text) external _setsgroups_np
000000018040ec00 (__TEXT,__text) external _setsid
000000018040a55c (__TEXT,__text) external _setsockopt
000000018040f710 (__TEXT,__text) external _setuid
0000000180413ff0 (__TEXT,__text) external _setwgroups_np
0000000180409c58 (__TEXT,__text) external _setxattr
000000018041c8bc (__TEXT,__text) external _sfi_get_class_offtime
000000018041c8e4 (__TEXT,__text) external _sfi_process_get_flags
000000018041c8d0 (__TEXT,__text) external _sfi_process_set_flags
000000018040fc5c (__TEXT,__text) external _sfi_set_class_offtime
0000000180412fd0 (__TEXT,__text) external _shm_open
0000000180415424 (__TEXT,__text) external _shm_unlink
0000000180415450 (__TEXT,__text) external _shmat
00000001804140a0 (__TEXT,__text) external _shmctl
000000018041547c (__TEXT,__text) external _shmdt
00000001804154a8 (__TEXT,__text) external _shmget
0000000180413054 (__TEXT,__text) external _shmsys
000000018040a7fc (__TEXT,__text) external _shutdown
00000001804154d4 (__TEXT,__text) external _sigpending
00000001804098b0 (__TEXT,__text) external _sigprocmask
0000000180421e08 (__TEXT,__text) external _sigsuspend
000000018040d930 (__TEXT,__text) external _sigsuspend$NOCANCEL
000000018040a480 (__TEXT,__text) external _socket
0000000180415500 (__TEXT,__text) external _socket_delegate
000000018040a66c (__TEXT,__text) external _socketpair
000000018041c39c (__TEXT,__text) external _stackshot_capture_with_config
000000018041c2e0 (__TEXT,__text) external _stackshot_config_create
000000018041c500 (__TEXT,__text) external _stackshot_config_dealloc
000000018041c4a8 (__TEXT,__text) external _stackshot_config_dealloc_buffer
000000018041c410 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
000000018041c41c (__TEXT,__text) external _stackshot_config_get_stackshot_size
000000018041c45c (__TEXT,__text) external _stackshot_config_set_delta_timestamp
000000018041c380 (__TEXT,__text) external _stackshot_config_set_flags
000000018041c480 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
000000018041c364 (__TEXT,__text) external _stackshot_config_set_pid
000000018041c438 (__TEXT,__text) external _stackshot_config_set_size_hint
0000000180411d7c (__TEXT,__text) external _stat
0000000180411d7c (__TEXT,__text) external _stat64
0000000180415584 (__TEXT,__text) external _statfs
0000000180415584 (__TEXT,__text) external _statfs64
00000001e6faad50 (__DATA,__bss) non-external _supported
00000001804155b0 (__TEXT,__text) external _swapon
000000018040624c (__TEXT,__text) external _swtch
0000000180406240 (__TEXT,__text) external _swtch_pri
000000018040bd1c (__TEXT,__text) external _symlink
00000001804155dc (__TEXT,__text) external _symlinkat
0000000180415608 (__TEXT,__text) external _sync
00000001804085d4 (__TEXT,__text) external _syscall
0000000180406258 (__TEXT,__text) external _syscall_thread_switch
000000018041c8a8 (__TEXT,__text) external _system_get_sfi_window
0000000180415634 (__TEXT,__text) external _system_override
000000018040fc9c (__TEXT,__text) external _system_set_sfi_window
00000001e6faad58 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00000001e6faad08 (__DATA,__common) external _system_version_compat_mode
0000000180431bfc (__TEXT,__text) external _task_assign
0000000180431d30 (__TEXT,__text) external _task_assign_default
0000000180430280 (__TEXT,__text) external _task_create
00000001804341bc (__TEXT,__text) external _task_create_identity_token
000000018043448c (__TEXT,__text) external _task_dyld_process_info_notify_deregister
000000018040606c (__TEXT,__text) external _task_dyld_process_info_notify_get
0000000180434098 (__TEXT,__text) external _task_dyld_process_info_notify_register
00000001804061d4 (__TEXT,__text) external _task_for_pid
0000000180432efc (__TEXT,__text) external _task_generate_corpse
0000000180431e50 (__TEXT,__text) external _task_get_assignment
0000000180433444 (__TEXT,__text) external _task_get_dyld_image_infos
000000018043163c (__TEXT,__text) external _task_get_emulation_vector
0000000180433ce8 (__TEXT,__text) external _task_get_exc_guard_behavior
00000001804117e8 (__TEXT,__text) external _task_get_exception_ports
00000001804345ac (__TEXT,__text) external _task_get_exception_ports_info
0000000180432ae4 (__TEXT,__text) external _task_get_mach_voucher
000000018040677c (__TEXT,__text) external _task_get_special_port
0000000180432174 (__TEXT,__text) external _task_get_state
000000018043431c (__TEXT,__text) external _task_identity_token_get_task_port
0000000180406964 (__TEXT,__text) external _task_info
0000000180433b0c (__TEXT,__text) external _task_inspect
0000000180415660 (__TEXT,__text) external _task_inspect_for_pid
000000018043305c (__TEXT,__text) external _task_map_corpse_info
0000000180433998 (__TEXT,__text) external _task_map_corpse_info_64
0000000180434c04 (__TEXT,__text) external _task_map_kcdata_object_64
00000001804061c8 (__TEXT,__text) external _task_name_for_pid
00000001804313a4 (__TEXT,__text) external _task_policy
0000000180431074 (__TEXT,__text) external _task_policy_get
0000000180408958 (__TEXT,__text) external _task_policy_set
000000018043293c (__TEXT,__text) external _task_purgable_info
000000018041568c (__TEXT,__text) external _task_read_for_pid
000000018043382c (__TEXT,__text) external _task_register_dyld_get_process_state
00000001804331cc (__TEXT,__text) external _task_register_dyld_image_infos
0000000180433704 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00000001804335d8 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
000000018040630c (__TEXT,__text) external _task_restartable_ranges_register
0000000180408efc (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000180430630 (__TEXT,__text) external _task_resume
0000000180432828 (__TEXT,__text) external _task_resume2
0000000180431280 (__TEXT,__text) external _task_sample
0000000180418e34 (__TEXT,__text) external _task_self_
0000000180406114 (__TEXT,__text) external _task_self_trap
00000001804349b0 (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000180431520 (__TEXT,__text) external _task_set_emulation
00000001804317cc (__TEXT,__text) external _task_set_emulation_vector
0000000180433e30 (__TEXT,__text) external _task_set_exc_guard_behavior
000000018041065c (__TEXT,__text) external _task_set_exception_ports
0000000180410af8 (__TEXT,__text) external _task_set_info
0000000180432c54 (__TEXT,__text) external _task_set_mach_voucher
0000000180432570 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000180431fb0 (__TEXT,__text) external _task_set_policy
00000001804233b0 (__TEXT,__text) external _task_set_port_space
0000000180431904 (__TEXT,__text) external _task_set_ras_pc
00000001804073b0 (__TEXT,__text) external _task_set_special_port
00000001804323c0 (__TEXT,__text) external _task_set_state
000000018043051c (__TEXT,__text) external _task_suspend
00000001804326c8 (__TEXT,__text) external _task_suspend2
0000000180430aa8 (__TEXT,__text) external _task_swap_exception_ports
0000000180432d78 (__TEXT,__text) external _task_swap_mach_voucher
0000000180430408 (__TEXT,__text) external _task_terminate
0000000180434ad0 (__TEXT,__text) external _task_test_async_upcall_propagation
000000018043488c (__TEXT,__text) external _task_test_sync_upcall
000000018040f314 (__TEXT,__text) external _task_threads
0000000180433308 (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000180431a20 (__TEXT,__text) external _task_zone_info
000000018041c78c (__TEXT,__text) external _terminate_with_payload
0000000180410ab8 (__TEXT,__text) external _terminate_with_reason
0000000180435660 (__TEXT,__text) external _thread_abort
0000000180435774 (__TEXT,__text) external _thread_abort_safely
00000001804361c0 (__TEXT,__text) external _thread_assign
00000001804362e4 (__TEXT,__text) external _thread_assign_default
0000000180436b20 (__TEXT,__text) external _thread_convert_thread_state
0000000180430744 (__TEXT,__text) external _thread_create
00000001804308a4 (__TEXT,__text) external _thread_create_running
0000000180435888 (__TEXT,__text) external _thread_depress_abort
00000001804093d0 (__TEXT,__text) external _thread_destruct_special_reply_port
00000001804363f8 (__TEXT,__text) external _thread_get_assignment
000000018040fcb0 (__TEXT,__text) external _thread_get_exception_ports
0000000180436d80 (__TEXT,__text) external _thread_get_exception_ports_info
0000000180436708 (__TEXT,__text) external _thread_get_mach_voucher
000000018041ae14 (__TEXT,__text) external _thread_get_register_pointer_values
000000018043599c (__TEXT,__text) external _thread_get_special_port
0000000180406210 (__TEXT,__text) external _thread_get_special_reply_port
000000018040f498 (__TEXT,__text) external _thread_get_state
000000018040d994 (__TEXT,__text) external _thread_info
000000018040b3bc (__TEXT,__text) external _thread_policy
000000018040f73c (__TEXT,__text) external _thread_policy_get
000000018040c548 (__TEXT,__text) external _thread_policy_set
000000018043554c (__TEXT,__text) external _thread_resume
0000000180435f7c (__TEXT,__text) external _thread_sample
0000000180406108 (__TEXT,__text) external _thread_self_trap
00000001804156b8 (__TEXT,__text) external _thread_selfcounts
000000018040c84c (__TEXT,__text) external _thread_set_exception_ports
0000000180436878 (__TEXT,__text) external _thread_set_mach_voucher
000000018041ad84 (__TEXT,__text) external _thread_set_policy
0000000180435b0c (__TEXT,__text) external _thread_set_special_port
0000000180435288 (__TEXT,__text) external _thread_set_state
0000000180435438 (__TEXT,__text) external _thread_suspend
0000000180435c40 (__TEXT,__text) external _thread_swap_exception_ports
000000018043699c (__TEXT,__text) external _thread_swap_mach_voucher
000000018040b904 (__TEXT,__text) external _thread_switch
0000000180434d78 (__TEXT,__text) external _thread_terminate
000000018042548c (__TEXT,__text) external _thread_wire
0000000180439a88 (__TEXT,__const) non-external _times_now
00000001804156e4 (__TEXT,__text) external _tracker_action
0000000180415710 (__TEXT,__text) external _truncate
000000018040b8ac (__TEXT,__text) external _umask
000000018041573c (__TEXT,__text) external _undelete
0000000180415768 (__TEXT,__text) external _ungraftdmg
000000018040a158 (__TEXT,__text) external _unlink
000000018040ff84 (__TEXT,__text) external _unlinkat
0000000180412928 (__TEXT,__text) external _unmount
0000000180415794 (__TEXT,__text) external _usrctl
000000018041acc8 (__TEXT,__text) external _utimensat
000000018040b8d8 (__TEXT,__text) external _utimes
00000001804157c0 (__TEXT,__text) external _vfs_purge
0000000180408480 (__TEXT,__text) external _vm_allocate
00000001804255c0 (__TEXT,__text) external _vm_allocate_cpm
00000001804376c0 (__TEXT,__text) external _vm_behavior_set
0000000180409284 (__TEXT,__text) external _vm_copy
0000000180408570 (__TEXT,__text) external _vm_deallocate
0000000180437060 (__TEXT,__text) external _vm_inherit
00000001e828b2b0 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00000001e828b2b8 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00000001e828b2a8 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00000001804377e4 (__TEXT,__text) external _vm_machine_attribute
000000018041258c (__TEXT,__text) external _vm_map
0000000180437940 (__TEXT,__text) external _vm_map_page_query
000000018043759c (__TEXT,__text) external _vm_msync
00000001e828b2c0 (__DATA_DIRTY,__common) external _vm_page_mask
00000001e828b2c8 (__DATA_DIRTY,__common) external _vm_page_shift
00000001e828b2d8 (__DATA_DIRTY,__common) external _vm_page_size
00000001804157ec (__TEXT,__text) external _vm_pressure_monitor
000000018040aba4 (__TEXT,__text) external _vm_protect
0000000180409ac4 (__TEXT,__text) external _vm_purgable_control
000000018040f9e0 (__TEXT,__text) external _vm_read
0000000180437184 (__TEXT,__text) external _vm_read_list
0000000180437448 (__TEXT,__text) external _vm_read_overwrite
000000018040e5b4 (__TEXT,__text) external _vm_region_64
000000018040e7e4 (__TEXT,__text) external _vm_region_recurse_64
0000000180408730 (__TEXT,__text) external _vm_remap
00000001804237bc (__TEXT,__text) external _vm_remap_new
0000000180425354 (__TEXT,__text) external _vm_wire
000000018043730c (__TEXT,__text) external _vm_write
0000000180409824 (__TEXT,__text) external _voucher_mach_msg_adopt
0000000180407320 (__TEXT,__text) external _voucher_mach_msg_clear
000000018040980c (__TEXT,__text) external _voucher_mach_msg_revert
0000000180406ed4 (__TEXT,__text) external _voucher_mach_msg_set
00000001e6faacf0 (__DATA,__common) external _vprintf_stderr_func
000000018041284c (__TEXT,__text) external _wait4
0000000180415818 (__TEXT,__text) external _waitid
000000018041429c (__TEXT,__text) external _waitid$NOCANCEL
0000000180422490 (__TEXT,__text) external _work_interval_copy_port
000000018040efa8 (__TEXT,__text) external _work_interval_create
0000000180422278 (__TEXT,__text) external _work_interval_destroy
0000000180421eec (__TEXT,__text) external _work_interval_get_flags_from_port
000000018040f0e8 (__TEXT,__text) external _work_interval_instance_alloc
0000000180422054 (__TEXT,__text) external _work_interval_instance_clear
00000001804221f8 (__TEXT,__text) external _work_interval_instance_finish
0000000180422068 (__TEXT,__text) external _work_interval_instance_free
000000018042211c (__TEXT,__text) external _work_interval_instance_get_complexity
00000001804220ec (__TEXT,__text) external _work_interval_instance_get_deadline
0000000180422104 (__TEXT,__text) external _work_interval_instance_get_finish
000000018040f188 (__TEXT,__text) external _work_interval_instance_get_id
00000001804220d4 (__TEXT,__text) external _work_interval_instance_get_start
0000000180422134 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00000001804220cc (__TEXT,__text) external _work_interval_instance_set_complexity
00000001804220bc (__TEXT,__text) external _work_interval_instance_set_deadline
00000001804220c4 (__TEXT,__text) external _work_interval_instance_set_finish
00000001804220b4 (__TEXT,__text) external _work_interval_instance_set_start
0000000180422150 (__TEXT,__text) external _work_interval_instance_start
00000001804221a0 (__TEXT,__text) external _work_interval_instance_update
00000001804223e4 (__TEXT,__text) external _work_interval_join
000000018042243c (__TEXT,__text) external _work_interval_join_port
000000018042247c (__TEXT,__text) external _work_interval_leave
0000000180421f78 (__TEXT,__text) external _work_interval_notify
0000000180421ff4 (__TEXT,__text) external _work_interval_notify_simple
0000000180409d0c (__TEXT,__text) external _write
000000018040a0bc (__TEXT,__text) external _write$NOCANCEL
000000018040a064 (__TEXT,__text) external _writev
00000001804142c8 (__TEXT,__text) external _writev$NOCANCEL
