0000000182f6aa14 (__TEXT,__text) external _CreateLSTMBreakEngine
000000018316022c (__TEXT,__text) external _udatpg_openEmpty
0000000183160f70 (__TEXT,__text) external _udatpg_openSkeletons
0000000183160db4 (__TEXT,__text) external _udatpg_replaceFieldTypes
0000000183160de8 (__TEXT,__text) external _udatpg_replaceFieldTypesWithOptions
0000000183160764 (__TEXT,__text) external _udatpg_setAppendItemFormat
0000000183160870 (__TEXT,__text) external _udatpg_setAppendItemName
0000000183160a80 (__TEXT,__text) external _udatpg_setDateTimeFormat
0000000183160be0 (__TEXT,__text) external _udatpg_setDateTimeFormatForStyle
0000000183160ca8 (__TEXT,__text) external _udatpg_setDecimal
0000000182f4dec0 (__TEXT,__text) external _udict_swap
000000018315fc64 (__TEXT,__text) external _udtitvfmt_close
000000018315fa0c (__TEXT,__text) external _udtitvfmt_closeResult
000000018315fc90 (__TEXT,__text) external _udtitvfmt_format
000000018315ff4c (__TEXT,__text) external _udtitvfmt_formatCalendarToResult
000000018315ffcc (__TEXT,__text) external _udtitvfmt_formatCalendarToResultA
000000018315fe94 (__TEXT,__text) external _udtitvfmt_formatToResult
000000018315ff48 (__TEXT,__text) external _udtitvfmt_formatToResultA
0000000183160004 (__TEXT,__text) external _udtitvfmt_getContext
000000018316003c (__TEXT,__text) external _udtitvfmt_getPatternString
000000018315fa74 (__TEXT,__text) external _udtitvfmt_open
000000018315f938 (__TEXT,__text) external _udtitvfmt_openResult
000000018315f9c8 (__TEXT,__text) external _udtitvfmt_resultAsValue
000000018315fe60 (__TEXT,__text) external _udtitvfmt_setAttribute
000000018315ffd0 (__TEXT,__text) external _udtitvfmt_setContext
0000000182fd3894 (__TEXT,__text) external _uenum_close
0000000182fd3910 (__TEXT,__text) external _uenum_count
0000000182fd3b2c (__TEXT,__text) external _uenum_next
0000000182fd3a64 (__TEXT,__text) external _uenum_nextDefault
000000018300b608 (__TEXT,__text) external _uenum_openCharStringsEnumeration
000000018300b564 (__TEXT,__text) external _uenum_openFromStringEnumeration
000000018300b69c (__TEXT,__text) external _uenum_openUCharStringsEnumeration
0000000182fd3ba4 (__TEXT,__text) external _uenum_reset
0000000182fd3afc (__TEXT,__text) external _uenum_unext
0000000182fd3940 (__TEXT,__text) external _uenum_unextDefault
0000000183161a24 (__TEXT,__text) external _ufieldpositer_close
0000000183161a50 (__TEXT,__text) external _ufieldpositer_next
00000001831619d4 (__TEXT,__text) external _ufieldpositer_open
000000018308baa4 (__TEXT,__text) external _ufmt_close
000000018308bc38 (__TEXT,__text) external _ufmt_getArrayItemByIndex
000000018308bc00 (__TEXT,__text) external _ufmt_getArrayLength
000000018308bb14 (__TEXT,__text) external _ufmt_getDate
000000018308bc9c (__TEXT,__text) external _ufmt_getDecNumChars
000000018308bb44 (__TEXT,__text) external _ufmt_getDouble
000000018308bd0c (__TEXT,__text) external _ufmt_getInt64
000000018308bb48 (__TEXT,__text) external _ufmt_getLong
000000018308bb4c (__TEXT,__text) external _ufmt_getObject
000000018308bad0 (__TEXT,__text) external _ufmt_getType
000000018308bb84 (__TEXT,__text) external _ufmt_getUChars
000000018308baec (__TEXT,__text) external _ufmt_isNumeric
000000018308ba00 (__TEXT,__text) external _ufmt_open
000000018308f234 (__TEXT,__text) external _ufmtval_getString
000000018308f374 (__TEXT,__text) external _ufmtval_nextPosition
0000000183090ac0 (__TEXT,__text) external _ugender_getInstance
0000000183090b48 (__TEXT,__text) external _ugender_getListGender
0000000182fd3d58 (__TEXT,__text) external _uhash_close
0000000182ff64e8 (__TEXT,__text) external _uhash_compareCaselessUnicodeString
0000000182fd49e8 (__TEXT,__text) external _uhash_compareChars
0000000182fd4a3c (__TEXT,__text) external _uhash_compareIChars
0000000182fd4ad4 (__TEXT,__text) external _uhash_compareLong
00000001831214f0 (__TEXT,__text) external _uhash_compareScriptSet
0000000182fd4994 (__TEXT,__text) external _uhash_compareUChars
0000000182ff5d68 (__TEXT,__text) external _uhash_compareUnicodeString
0000000182fd46d8 (__TEXT,__text) external _uhash_containsKey
0000000182fd4060 (__TEXT,__text) external _uhash_count
0000000182fd4c10 (__TEXT,__text) external _uhash_deleteHashtable
0000000183121698 (__TEXT,__text) external _uhash_deleteScriptSet
0000000182fd4888 (__TEXT,__text) external _uhash_equals
00000001831214a0 (__TEXT,__text) external _uhash_equalsScriptSet
0000000182fd4770 (__TEXT,__text) external _uhash_find
0000000182fd4068 (__TEXT,__text) external _uhash_get
0000000182fd41fc (__TEXT,__text) external _uhash_geti
0000000182fd4284 (__TEXT,__text) external _uhash_getiAndFound
0000000182ff6438 (__TEXT,__text) external _uhash_hashCaselessUnicodeString
0000000182fd4800 (__TEXT,__text) external _uhash_hashChars
0000000182fd4844 (__TEXT,__text) external _uhash_hashIChars
0000000182fd4ad0 (__TEXT,__text) external _uhash_hashLong
0000000183121674 (__TEXT,__text) external _uhash_hashScriptSet
0000000182fd47bc (__TEXT,__text) external _uhash_hashUChars
0000000182ff5d5c (__TEXT,__text) external _uhash_hashUnicodeString
0000000182fd4724 (__TEXT,__text) external _uhash_icontainsKey
0000000182fd41b8 (__TEXT,__text) external _uhash_iget
0000000182fd4240 (__TEXT,__text) external _uhash_igeti
0000000182fd42e4 (__TEXT,__text) external _uhash_igetiAndFound
0000000182fd3cb4 (__TEXT,__text) external _uhash_init
0000000182fd3d2c (__TEXT,__text) external _uhash_initSize
0000000182fd448c (__TEXT,__text) external _uhash_iput
0000000182fd44c0 (__TEXT,__text) external _uhash_iputi
0000000182fd450c (__TEXT,__text) external _uhash_iputiAllowZero
0000000182fd45e0 (__TEXT,__text) external _uhash_iremove
0000000182fd4600 (__TEXT,__text) external _uhash_iremovei
0000000182fd3e48 (__TEXT,__text) external _uhash_nextElement
0000000182fd3bd0 (__TEXT,__text) external _uhash_open
0000000182fd3c88 (__TEXT,__text) external _uhash_openSize
0000000182fd4344 (__TEXT,__text) external _uhash_put
0000000182fd449c (__TEXT,__text) external _uhash_puti
0000000182fd44e8 (__TEXT,__text) external _uhash_putiAllowZero
0000000182fd4534 (__TEXT,__text) external _uhash_remove
0000000182fd461c (__TEXT,__text) external _uhash_removeAll
0000000182fd4694 (__TEXT,__text) external _uhash_removeElement
0000000182fd45e8 (__TEXT,__text) external _uhash_removei
0000000182fd3ea4 (__TEXT,__text) external _uhash_setKeyComparator
0000000182fd3ec4 (__TEXT,__text) external _uhash_setKeyDeleter
0000000182fd3e94 (__TEXT,__text) external _uhash_setKeyHasher
0000000182fd3ee4 (__TEXT,__text) external _uhash_setResizePolicy
0000000182fd3eb4 (__TEXT,__text) external _uhash_setValueComparator
0000000182fd3ed4 (__TEXT,__text) external _uhash_setValueDeleter
0000000182fd5844 (__TEXT,__text) external _uidna_IDNToASCII
0000000182fd5b44 (__TEXT,__text) external _uidna_IDNToUnicode
000000018301c8c4 (__TEXT,__text) external _uidna_close
0000000182fd5df0 (__TEXT,__text) external _uidna_compare
000000018301c8f0 (__TEXT,__text) external _uidna_labelToASCII
000000018301cfbc (__TEXT,__text) external _uidna_labelToASCII_UTF8
000000018301cb0c (__TEXT,__text) external _uidna_labelToUnicode
000000018301d0e8 (__TEXT,__text) external _uidna_labelToUnicodeUTF8
000000018301cc9c (__TEXT,__text) external _uidna_nameToASCII
000000018301d214 (__TEXT,__text) external _uidna_nameToASCII_UTF8
000000018301ce2c (__TEXT,__text) external _uidna_nameToUnicode
000000018301d340 (__TEXT,__text) external _uidna_nameToUnicodeUTF8
000000018301c8c0 (__TEXT,__text) external _uidna_openUTS46
0000000182fd4c58 (__TEXT,__text) external _uidna_toASCII
0000000182fd5274 (__TEXT,__text) external _uidna_toUnicode
0000000182fd6dc0 (__TEXT,__text) external _uiter_current32
0000000182fd6f84 (__TEXT,__text) external _uiter_getState
0000000182fd6e84 (__TEXT,__text) external _uiter_next32
0000000182fd6f04 (__TEXT,__text) external _uiter_previous32
0000000182fd6c04 (__TEXT,__text) external _uiter_setCharacterIterator
0000000182fd6c68 (__TEXT,__text) external _uiter_setReplaceable
0000000182fd6f9c (__TEXT,__text) external _uiter_setState
0000000182fd6a5c (__TEXT,__text) external _uiter_setString
0000000182fd6afc (__TEXT,__text) external _uiter_setUTF16BE
0000000182fd6d18 (__TEXT,__text) external _uiter_setUTF8
0000000182f5da74 (__TEXT,__text) external _uldn_close
0000000182f5db10 (__TEXT,__text) external _uldn_getContext
0000000182f5dae4 (__TEXT,__text) external _uldn_getDialectHandling
0000000182f5daa0 (__TEXT,__text) external _uldn_getLocale
0000000182f5e1d8 (__TEXT,__text) external _uldn_keyDisplayName
0000000182f5e310 (__TEXT,__text) external _uldn_keyValueDisplayName
0000000182f5dc98 (__TEXT,__text) external _uldn_languageDisplayName
0000000182f5db48 (__TEXT,__text) external _uldn_localeDisplayName
0000000182f5d914 (__TEXT,__text) external _uldn_open
0000000182f5d9bc (__TEXT,__text) external _uldn_openForContext
0000000182f5df68 (__TEXT,__text) external _uldn_regionDisplayName
0000000182f5df08 (__TEXT,__text) external _uldn_scriptCodeDisplayName
0000000182f5ddd0 (__TEXT,__text) external _uldn_scriptDisplayName
0000000182f5e0a0 (__TEXT,__text) external _uldn_variantDisplayName
0000000182fd8554 (__TEXT,__text) external _ulist_addItemBeginList
0000000182fd8480 (__TEXT,__text) external _ulist_addItemEndList
0000000182fd8818 (__TEXT,__text) external _ulist_close_keyword_values_iterator
0000000182fd8624 (__TEXT,__text) external _ulist_containsString
0000000182fd885c (__TEXT,__text) external _ulist_count_keyword_values
0000000182fd8428 (__TEXT,__text) external _ulist_createEmptyList
0000000182fd87a8 (__TEXT,__text) external _ulist_deleteList
0000000182fd8908 (__TEXT,__text) external _ulist_getListFromEnum
0000000182fd8784 (__TEXT,__text) external _ulist_getListSize
0000000182fd8760 (__TEXT,__text) external _ulist_getNext
0000000182fd8880 (__TEXT,__text) external _ulist_next_keyword_value
0000000182fd86a4 (__TEXT,__text) external _ulist_removeString
0000000182fd8798 (__TEXT,__text) external _ulist_resetList
0000000182fd88e4 (__TEXT,__text) external _ulist_reset_keyword_values_iterator
0000000183162d98 (__TEXT,__text) external _ulistfmt_close
0000000183162e98 (__TEXT,__text) external _ulistfmt_closeResult
0000000183162f00 (__TEXT,__text) external _ulistfmt_format
00000001831632a0 (__TEXT,__text) external _ulistfmt_formatStringsToResult
0000000183162bd0 (__TEXT,__text) external _ulistfmt_open
0000000183162cac (__TEXT,__text) external _ulistfmt_openForType
0000000183162dc4 (__TEXT,__text) external _ulistfmt_openResult
0000000183162e54 (__TEXT,__text) external _ulistfmt_resultAsValue
0000000182f57278 (__TEXT,__text) external _uloc_acceptLanguage
0000000182f57734 (__TEXT,__text) external _uloc_acceptLanguageFromHTTP
0000000182f63b88 (__TEXT,__text) external _uloc_addLikelySubtags
0000000182fdb1f4 (__TEXT,__text) external _uloc_canonicalize
0000000182f5849c (__TEXT,__text) external _uloc_countAvailable
0000000182fde9cc (__TEXT,__text) external _uloc_forLanguageTag
0000000182f58508 (__TEXT,__text) external _uloc_getAvailable
0000000182fdb130 (__TEXT,__text) external _uloc_getBaseName
0000000182f67848 (__TEXT,__text) external _uloc_getCharacterOrientation
0000000182fda3b0 (__TEXT,__text) external _uloc_getCountry
0000000182fda0f0 (__TEXT,__text) external _uloc_getDefault
0000000182f592f0 (__TEXT,__text) external _uloc_getDisplayCountry
0000000182f5a08c (__TEXT,__text) external _uloc_getDisplayKeyword
0000000182f5a100 (__TEXT,__text) external _uloc_getDisplayKeywordValue
0000000182f58ecc (__TEXT,__text) external _uloc_getDisplayLanguage
0000000182f59630 (__TEXT,__text) external _uloc_getDisplayName
0000000182f59054 (__TEXT,__text) external _uloc_getDisplayScript
0000000182f594a8 (__TEXT,__text) external _uloc_getDisplayVariant
0000000182fdb454 (__TEXT,__text) external _uloc_getISO3Country
0000000182fdb3ac (__TEXT,__text) external _uloc_getISO3Language
0000000182fdb758 (__TEXT,__text) external _uloc_getISOCountries
0000000182fdb74c (__TEXT,__text) external _uloc_getISOLanguages
0000000182fd8d2c (__TEXT,__text) external _uloc_getKeywordValue
0000000182fdb4fc (__TEXT,__text) external _uloc_getLCID
0000000182fda1c4 (__TEXT,__text) external _uloc_getLanguage
0000000182f6797c (__TEXT,__text) external _uloc_getLineOrientation
0000000182fdb734 (__TEXT,__text) external _uloc_getLocaleForLCID
0000000182fda9b4 (__TEXT,__text) external _uloc_getName
0000000182fda0f4 (__TEXT,__text) external _uloc_getParent
0000000182fda284 (__TEXT,__text) external _uloc_getScript
0000000182f67520 (__TEXT,__text) external _uloc_getTableStringWithFallback
0000000182fda53c (__TEXT,__text) external _uloc_getVariant
0000000182f646a0 (__TEXT,__text) external _uloc_isRightToLeft
0000000182f63ecc (__TEXT,__text) external _uloc_minimizeSubtags
0000000182f58708 (__TEXT,__text) external _uloc_openAvailableByType
0000000182fd9d7c (__TEXT,__text) external _uloc_openKeywordList
0000000182fd9e88 (__TEXT,__text) external _uloc_openKeywords
0000000182fdb738 (__TEXT,__text) external _uloc_setDefault
0000000182fd9290 (__TEXT,__text) external _uloc_setKeywordValue
0000000182fdd6cc (__TEXT,__text) external _uloc_toLanguageTag
0000000182fdb7f4 (__TEXT,__text) external _uloc_toLegacyKey
0000000182fdb858 (__TEXT,__text) external _uloc_toLegacyType
0000000182fdb764 (__TEXT,__text) external _uloc_toUnicodeLocaleKey
0000000182fdb7a8 (__TEXT,__text) external _uloc_toUnicodeLocaleType
0000000182fe0ae0 (__TEXT,__text) external _ulocdata_close
0000000182fe0fa0 (__TEXT,__text) external _ulocdata_getCLDRVersion
0000000182fe0c24 (__TEXT,__text) external _ulocdata_getDelimiter
0000000182fe0b3c (__TEXT,__text) external _ulocdata_getExemplarSet
0000000182fe100c (__TEXT,__text) external _ulocdata_getLocaleDisplayPattern
0000000182fe1144 (__TEXT,__text) external _ulocdata_getLocaleSeparator
0000000182fe0d64 (__TEXT,__text) external _ulocdata_getMeasurementSystem
0000000182fe0b34 (__TEXT,__text) external _ulocdata_getNoSubstitute
0000000182fe0ef8 (__TEXT,__text) external _ulocdata_getPaperSize
0000000182fe0a3c (__TEXT,__text) external _ulocdata_open
0000000182fe0b2c (__TEXT,__text) external _ulocdata_setNoSubstitute
0000000182f63c48 (__TEXT,__text) external _ulocimp_addLikelySubtags
0000000182fdb2ac (__TEXT,__text) external _ulocimp_canonicalize
0000000182fdea94 (__TEXT,__text) external _ulocimp_forLanguageTag
0000000182fdb1e8 (__TEXT,__text) external _ulocimp_getBaseName
0000000182fd8df8 (__TEXT,__text) external _ulocimp_getKeywordValue
0000000182f5f69c (__TEXT,__text) external _ulocimp_getKnownCanonicalizedLocaleForTest
0000000182fdaa6c (__TEXT,__text) external _ulocimp_getName
0000000182f648ac (__TEXT,__text) external _ulocimp_getRegionForSupplementalData
0000000182f5f6b0 (__TEXT,__text) external _ulocimp_isCanonicalizedLocaleForTest
0000000182f63f8c (__TEXT,__text) external _ulocimp_minimizeSubtags
0000000182fdd790 (__TEXT,__text) external _ulocimp_toLanguageTag
0000000182fdd2e4 (__TEXT,__text) external _ultag_getTKeyStart
00000001830a2684 (__TEXT,__text) external _umeas_getPrefixBase
00000001830a2668 (__TEXT,__text) external _umeas_getPrefixPower
00000001831641a4 (__TEXT,__text) external _umsg_applyPattern
0000000183164448 (__TEXT,__text) external _umsg_autoQuoteApostrophe
0000000183164040 (__TEXT,__text) external _umsg_clone
0000000183163aa8 (__TEXT,__text) external _umsg_close
00000001831643e8 (__TEXT,__text) external _umsg_format
0000000183164154 (__TEXT,__text) external _umsg_getLocale
00000001831635d4 (__TEXT,__text) external _umsg_open
0000000183164418 (__TEXT,__text) external _umsg_parse
00000001831640b4 (__TEXT,__text) external _umsg_setLocale
000000018316429c (__TEXT,__text) external _umsg_toPattern
0000000183163758 (__TEXT,__text) external _umsg_vformat
0000000183163c84 (__TEXT,__text) external _umsg_vparse
0000000182fe4244 (__TEXT,__text) external _umtx_lock
0000000182fe4294 (__TEXT,__text) external _umtx_unlock
0000000182fe1fbc (__TEXT,__text) external _umutablecptrie_buildImmutable
0000000182fe1550 (__TEXT,__text) external _umutablecptrie_clone
0000000182fe16b8 (__TEXT,__text) external _umutablecptrie_close
0000000182fe1724 (__TEXT,__text) external _umutablecptrie_fromUCPMap
0000000182fe18ac (__TEXT,__text) external _umutablecptrie_fromUCPTrie
0000000182fe1a78 (__TEXT,__text) external _umutablecptrie_get
0000000182fe1ad8 (__TEXT,__text) external _umutablecptrie_getRange
0000000182fe141c (__TEXT,__text) external _umutablecptrie_open
0000000182fe1d9c (__TEXT,__text) external _umutablecptrie_set
0000000182fe1e38 (__TEXT,__text) external _umutablecptrie_setRange
0000000182f6f0c4 (__TEXT,__text) external _unorm2_append
0000000182f6ea68 (__TEXT,__text) external _unorm2_close
0000000182f6f338 (__TEXT,__text) external _unorm2_composePair
0000000182f6f35c (__TEXT,__text) external _unorm2_getCombiningClass
0000000182f6f0d0 (__TEXT,__text) external _unorm2_getDecomposition
0000000182f53a04 (__TEXT,__text) external _unorm2_getInstance
0000000182f6ea20 (__TEXT,__text) external _unorm2_getNFCInstance
0000000182f6ea44 (__TEXT,__text) external _unorm2_getNFDInstance
0000000182f539a0 (__TEXT,__text) external _unorm2_getNFKCCasefoldInstance
0000000182f538d8 (__TEXT,__text) external _unorm2_getNFKCInstance
0000000182f5393c (__TEXT,__text) external _unorm2_getNFKDInstance
0000000182f6f204 (__TEXT,__text) external _unorm2_getRawDecomposition
0000000182f6f6bc (__TEXT,__text) external _unorm2_hasBoundaryAfter
0000000182f6f698 (__TEXT,__text) external _unorm2_hasBoundaryBefore
0000000182f6f6e0 (__TEXT,__text) external _unorm2_isInert
0000000182f6f380 (__TEXT,__text) external _unorm2_isNormalized
0000000182f6ea94 (__TEXT,__text) external _unorm2_normalize
0000000182f6ed10 (__TEXT,__text) external _unorm2_normalizeSecondAndAppend
0000000182f52cbc (__TEXT,__text) external _unorm2_openFiltered
0000000182f6f488 (__TEXT,__text) external _unorm2_quickCheck
0000000182f6f590 (__TEXT,__text) external _unorm2_spanQuickCheckYes
0000000182f776a8 (__TEXT,__text) external _unorm2_swap
0000000182ff80f0 (__TEXT,__text) external _unorm_compare
0000000182ff7990 (__TEXT,__text) external _unorm_concatenate
0000000182ff7590 (__TEXT,__text) external _unorm_isNormalized
0000000182ff75e8 (__TEXT,__text) external _unorm_isNormalizedWithOptions
0000000182ff794c (__TEXT,__text) external _unorm_next
0000000182ff76c8 (__TEXT,__text) external _unorm_normalize
0000000182ff77cc (__TEXT,__text) external _unorm_previous
0000000182ff7458 (__TEXT,__text) external _unorm_quickCheck
0000000182ff74b0 (__TEXT,__text) external _unorm_quickCheckWithOptions
000000018316c65c (__TEXT,__text) external _unum_applyPattern
000000018316a248 (__TEXT,__text) external _unum_clone
000000018316a21c (__TEXT,__text) external _unum_close
000000018316b3f4 (__TEXT,__text) external _unum_countAvailable
000000018316a330 (__TEXT,__text) external _unum_format
000000018316a904 (__TEXT,__text) external _unum_formatDecimal
000000018316a56c (__TEXT,__text) external _unum_formatDouble
000000018316ab04 (__TEXT,__text) external _unum_formatDoubleCurrency
000000018316a7a0 (__TEXT,__text) external _unum_formatDoubleForFields
000000018316a338 (__TEXT,__text) external _unum_formatInt64
000000018316c958 (__TEXT,__text) external _unum_formatUFormattable
000000018316b3f8 (__TEXT,__text) external _unum_getAttribute
000000018316b3f0 (__TEXT,__text) external _unum_getAvailable
000000018316c850 (__TEXT,__text) external _unum_getContext
000000018316b964 (__TEXT,__text) external _unum_getDoubleAttribute
000000018316c7f0 (__TEXT,__text) external _unum_getLocaleByType
000000018316c398 (__TEXT,__text) external _unum_getSymbol
000000018316bae4 (__TEXT,__text) external _unum_getTextAttribute
0000000183169dc8 (__TEXT,__text) external _unum_open
000000018316ad24 (__TEXT,__text) external _unum_parse
000000018316b0c8 (__TEXT,__text) external _unum_parseDecimal
000000018316aff8 (__TEXT,__text) external _unum_parseDouble
000000018316b22c (__TEXT,__text) external _unum_parseDoubleCurrency
000000018316af30 (__TEXT,__text) external _unum_parseInt64
000000018316c890 (__TEXT,__text) external _unum_parseToUFormattable
000000018316b608 (__TEXT,__text) external _unum_setAttribute
000000018316c814 (__TEXT,__text) external _unum_setContext
000000018316ba1c (__TEXT,__text) external _unum_setDoubleAttribute
000000018316c4ac (__TEXT,__text) external _unum_setSymbol
000000018316be70 (__TEXT,__text) external _unum_setTextAttribute
000000018316c168 (__TEXT,__text) external _unum_toPattern
00000001830b521c (__TEXT,__text) external _unumf_close
00000001830b4740 (__TEXT,__text) external _unumf_closeResult
00000001830b4d5c (__TEXT,__text) external _unumf_formatDecimal
00000001830b4c80 (__TEXT,__text) external _unumf_formatDouble
00000001830b4ba4 (__TEXT,__text) external _unumf_formatInt
00000001830b4804 (__TEXT,__text) external _unumf_openForSkeletonAndLocale
00000001830b49d0 (__TEXT,__text) external _unumf_openForSkeletonAndLocaleWithError
00000001830b465c (__TEXT,__text) external _unumf_openResult
00000001830b46fc (__TEXT,__text) external _unumf_resultAsValue
00000001830b501c (__TEXT,__text) external _unumf_resultGetAllFieldPositions
00000001830b4f4c (__TEXT,__text) external _unumf_resultNextFieldPosition
00000001830b50b4 (__TEXT,__text) external _unumf_resultToDecimalNumber
00000001830b4e50 (__TEXT,__text) external _unumf_resultToString
00000001830e2cdc (__TEXT,__text) external _unumrf_close
00000001830e24b4 (__TEXT,__text) external _unumrf_closeResult
00000001830e2890 (__TEXT,__text) external _unumrf_formatDecimalRange
00000001830e2784 (__TEXT,__text) external _unumrf_formatDoubleRange
00000001830e2578 (__TEXT,__text) external _unumrf_openForSkeletonWithCollapseAndIdentityFallback
00000001830e23d0 (__TEXT,__text) external _unumrf_openResult
00000001830e2470 (__TEXT,__text) external _unumrf_resultAsValue
00000001830e2a0c (__TEXT,__text) external _unumrf_resultGetFirstDecimalNumber
00000001830e29c0 (__TEXT,__text) external _unumrf_resultGetIdentityResult
00000001830e2b74 (__TEXT,__text) external _unumrf_resultGetSecondDecimalNumber
000000018316cb80 (__TEXT,__text) external _unumsys_close
000000018316cbf0 (__TEXT,__text) external _unumsys_getDescription
000000018316cbe4 (__TEXT,__text) external _unumsys_getName
000000018316cbe8 (__TEXT,__text) external _unumsys_getRadix
000000018316cbec (__TEXT,__text) external _unumsys_isAlgorithmic
000000018316cae0 (__TEXT,__text) external _unumsys_open
000000018316cbac (__TEXT,__text) external _unumsys_openAvailableNames
000000018316cb68 (__TEXT,__text) external _unumsys_openByName
000000018316ccd4 (__TEXT,__text) external _uplrule_close
000000018316ccd0 (__TEXT,__text) external _uplrule_open
000000018316ccd8 (__TEXT,__text) external _uplrule_select
000000018316ccec (__TEXT,__text) external _uplrule_selectDouble
000000018316cd94 (__TEXT,__text) external _uplrules_close
000000018316d2ac (__TEXT,__text) external _uplrules_getKeywords
000000018316d328 (__TEXT,__text) external _uplrules_getSampleForKeyword
000000018316ccf0 (__TEXT,__text) external _uplrules_open
000000018316ccfc (__TEXT,__text) external _uplrules_openForType
000000018316cdc0 (__TEXT,__text) external _uplrules_select
000000018316cf9c (__TEXT,__text) external _uplrules_selectForRange
000000018316ce9c (__TEXT,__text) external _uplrules_selectFormatted
000000018316d094 (__TEXT,__text) external _uplrules_selectWithFormat
0000000182f7b510 (__TEXT,__text) external _uprv_add32_overflow
0000000182fd6918 (__TEXT,__text) external _uprv_aestrncpy
0000000182f4992c (__TEXT,__text) external _uprv_asciitolower
0000000182f496a8 (__TEXT,__text) external _uprv_calloc
0000000182f7b42c (__TEXT,__text) external _uprv_ceil
0000000182f796a4 (__TEXT,__text) external _uprv_compareASCIIPropertyNames
0000000182f797bc (__TEXT,__text) external _uprv_compareEBCDICPropertyNames
0000000182fd6844 (__TEXT,__text) external _uprv_compareInvEbcdicAsAscii
0000000182f67288 (__TEXT,__text) external _uprv_convertToLCID
0000000182f67280 (__TEXT,__text) external _uprv_convertToLCIDPlatform
0000000182f67170 (__TEXT,__text) external _uprv_convertToPosix
0000000183059d74 (__TEXT,__text) external _uprv_decContextClearStatus
0000000183059d84 (__TEXT,__text) external _uprv_decContextDefault
0000000183059e30 (__TEXT,__text) external _uprv_decContextGetRounding
0000000183059e38 (__TEXT,__text) external _uprv_decContextGetStatus
0000000183059e40 (__TEXT,__text) external _uprv_decContextRestoreStatus
0000000183059e58 (__TEXT,__text) external _uprv_decContextSaveStatus
0000000183059e64 (__TEXT,__text) external _uprv_decContextSetRounding
0000000183059e20 (__TEXT,__text) external _uprv_decContextSetStatus
0000000183059e6c (__TEXT,__text) external _uprv_decContextSetStatusFromString
000000018305a050 (__TEXT,__text) external _uprv_decContextSetStatusFromStringQuiet
000000018305a234 (__TEXT,__text) external _uprv_decContextSetStatusQuiet
000000018305a244 (__TEXT,__text) external _uprv_decContextStatusToString
000000018305a3a8 (__TEXT,__text) external _uprv_decContextTestSavedStatus
000000018305a3b4 (__TEXT,__text) external _uprv_decContextTestStatus
000000018305a3c4 (__TEXT,__text) external _uprv_decContextZeroStatus
000000018305b654 (__TEXT,__text) external _uprv_decNumberAbs
000000018305bde4 (__TEXT,__text) external _uprv_decNumberAdd
000000018305be38 (__TEXT,__text) external _uprv_decNumberAnd
0000000183061e8c (__TEXT,__text) external _uprv_decNumberClassToString
000000018305c004 (__TEXT,__text) external _uprv_decNumberCompare
000000018305c3dc (__TEXT,__text) external _uprv_decNumberCompareSignal
000000018305c430 (__TEXT,__text) external _uprv_decNumberCompareTotal
000000018305c484 (__TEXT,__text) external _uprv_decNumberCompareTotalMag
000000018305c648 (__TEXT,__text) external _uprv_decNumberCopy
000000018305ef70 (__TEXT,__text) external _uprv_decNumberCopyAbs
0000000183061eb0 (__TEXT,__text) external _uprv_decNumberCopyNegate
000000018305f9bc (__TEXT,__text) external _uprv_decNumberCopySign
000000018305c6b4 (__TEXT,__text) external _uprv_decNumberDivide
000000018305d32c (__TEXT,__text) external _uprv_decNumberDivideInteger
000000018305d380 (__TEXT,__text) external _uprv_decNumberExp
000000018305db80 (__TEXT,__text) external _uprv_decNumberFMA
000000018305a3cc (__TEXT,__text) external _uprv_decNumberFromInt32
000000018305ad40 (__TEXT,__text) external _uprv_decNumberFromString
000000018305a404 (__TEXT,__text) external _uprv_decNumberFromUInt32
0000000183061ed4 (__TEXT,__text) external _uprv_decNumberGetBCD
000000018305e4fc (__TEXT,__text) external _uprv_decNumberInvert
000000018305f9ec (__TEXT,__text) external _uprv_decNumberIsNormal
0000000183061f48 (__TEXT,__text) external _uprv_decNumberIsSubnormal
000000018305e658 (__TEXT,__text) external _uprv_decNumberLn
000000018305ef94 (__TEXT,__text) external _uprv_decNumberLog10
000000018305ed70 (__TEXT,__text) external _uprv_decNumberLogB
000000018305f2b8 (__TEXT,__text) external _uprv_decNumberMax
000000018305f30c (__TEXT,__text) external _uprv_decNumberMaxMag
000000018305f360 (__TEXT,__text) external _uprv_decNumberMin
000000018305f3b4 (__TEXT,__text) external _uprv_decNumberMinMag
000000018305f408 (__TEXT,__text) external _uprv_decNumberMinus
000000018305fc6c (__TEXT,__text) external _uprv_decNumberMultiply
000000018305f47c (__TEXT,__text) external _uprv_decNumberNextMinus
000000018305f5b4 (__TEXT,__text) external _uprv_decNumberNextPlus
000000018305f670 (__TEXT,__text) external _uprv_decNumberNextToward
00000001830608c8 (__TEXT,__text) external _uprv_decNumberNormalize
000000018305fa2c (__TEXT,__text) external _uprv_decNumberOr
000000018305fbf8 (__TEXT,__text) external _uprv_decNumberPlus
000000018305fcbc (__TEXT,__text) external _uprv_decNumberPower
00000001830605ec (__TEXT,__text) external _uprv_decNumberQuantize
00000001830608cc (__TEXT,__text) external _uprv_decNumberReduce
0000000183060b2c (__TEXT,__text) external _uprv_decNumberRemainder
