00007ff80046021a (__TEXT,__text) external _NSAddImage
00007ff800477c3f (__TEXT,__text) non-external ____ZL22iterateImportedSymbolsRKN6mach_o5ImageEU13block_pointerFvPKcS4_bPbE_block_invoke_2
00007ff800471c1f (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800472777 (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800454986 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke
00007ff800470777 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke.4
00007ff800471831 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800471b2e (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.22
00007ff8004722fd (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800472686 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.31
00007ff80047024b (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjPiy_block_invoke
00007ff800476d64 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
00007ff800476dd9 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
00007ff800476a16 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
00007ff800476c61 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
00007ff8004764be (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
00007ff800476548 (__TEXT,__text) non-external ____ZN3lsl9AllocatorD2Ev_block_invoke
00007ff80046288d (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
00007ff800462709 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00007ff800462bf9 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
00007ff8004629e8 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00007ff800461c53 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
00007ff800461d33 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
00007ff800465138 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
00007ff800465585 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
00007ff800465cc9 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
00007ff8004780df (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
00007ff800465f16 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
00007ff800478102 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
00007ff8004656b1 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
00007ff8004780bc (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
00007ff800465af2 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
00007ff800464535 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
00007ff80045f865 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeBindOpcodesEv_block_invoke
00007ff80045f784 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeExportsTrieEv_block_invoke
00007ff80045f7e0 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeSymbolTableEv_block_invoke
00007ff80045faa6 (__TEXT,__text) non-external ____ZN6mach_o5Image16makeSplitSegInfoEv_block_invoke
00007ff80045f98e (__TEXT,__text) non-external ____ZN6mach_o5Image17makeChainedFixupsEv_block_invoke
00007ff80045f9ff (__TEXT,__text) non-external ____ZN6mach_o5Image17makeCompactUnwindEv_block_invoke
00007ff80045f807 (__TEXT,__text) non-external ____ZN6mach_o5Image17makeRebaseOpcodesEv_block_invoke
00007ff80045f9c8 (__TEXT,__text) non-external ____ZN6mach_o5Image18makeFunctionStartsEv_block_invoke
00007ff80045f8c3 (__TEXT,__text) non-external ____ZN6mach_o5Image19makeLazyBindOpcodesEv_block_invoke
00007ff80045f930 (__TEXT,__text) non-external ____ZN6mach_o5Image19makeWeakBindOpcodesEv_block_invoke
00007ff80046efb9 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
00007ff80046f051 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
00007ff80046f16e (__TEXT,__text) non-external ____ZNK15DyldSharedCache7inCacheEPKvmRb_block_invoke
00007ff8004549d4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
00007ff8004733b8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff800472ff4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
00007ff8004732bf (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
00007ff8004735ff (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
00007ff800453be5 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
00007ff80047330a (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
00007ff800454731 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00007ff80045c6f9 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbEU13block_pointerFvPKcE_block_invoke
00007ff80045c390 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke
00007ff80045c662 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke.14
00007ff80045a8ec (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolERbE_block_invoke
00007ff80045ab09 (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie5validEy_block_invoke
00007ff80045a53a (__TEXT,__text) non-external ____ZNK6mach_o11GenericTrie12forEachEntryEU13block_pointerFvRKNS0_5EntryERbE_block_invoke
00007ff80045aeb5 (__TEXT,__text) non-external ____ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbE_block_invoke
00007ff800455b84 (__TEXT,__text) non-external ____ZNK6mach_o13RebaseOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEbb_block_invoke
00007ff80045d28c (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable13forEachSymbolEU13block_pointerFvPKcyhhtjRbE_block_invoke
00007ff80045d09a (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke
00007ff80045d1f8 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke.1
00007ff80045faea (__TEXT,__text) non-external ____ZNK6mach_o5Image12segmentCountEv_block_invoke
00007ff80045f219 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke
00007ff80045f292 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.49
00007ff80045f383 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.53
00007ff80045f671 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.60
00007ff80045ea55 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke
00007ff80045f117 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.30
00007ff80045f14e (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.33
00007ff80045f168 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.35
00007ff80045fb31 (__TEXT,__text) non-external ____ZNK6mach_o5Image7segmentEj_block_invoke
00007ff800459d2d (__TEXT,__text) non-external ____ZNK6mach_o6Header12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
00007ff8004598e5 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE_block_invoke
00007ff80045983e (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff80045962d (__TEXT,__text) non-external ____ZNK6mach_o6Header15hasSplitSegInfoERb_block_invoke
00007ff800458e6d (__TEXT,__text) non-external ____ZNK6mach_o6Header16builtForPlatformENS_8PlatformEb_block_invoke
00007ff800459564 (__TEXT,__text) non-external ____ZNK6mach_o6Header16hasCodeSignatureERjS1__block_invoke
00007ff8004592f3 (__TEXT,__text) non-external ____ZNK6mach_o6Header16linkedDylibCountEPb_block_invoke
00007ff800459368 (__TEXT,__text) non-external ____ZNK6mach_o6Header18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_RbE_block_invoke
00007ff800458aa8 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsMainERKNS_6PolicyE_block_invoke
00007ff800457c71 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsUUIDERKNS_6PolicyE_block_invoke
00007ff800459040 (__TEXT,__text) non-external ____ZNK6mach_o6Header19getDylibInstallNameEPPKcPNS_9Version32ES5__block_invoke
00007ff800459148 (__TEXT,__text) non-external ____ZNK6mach_o6Header19linkedDylibLoadPathEj_block_invoke
00007ff800456257 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke
00007ff800477da2 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke.cold.1
00007ff800457f1c (__TEXT,__text) non-external ____ZNK6mach_o6Header19validSemanticsRPathERKNS_6PolicyE_block_invoke
00007ff8004596e2 (__TEXT,__text) non-external ____ZNK6mach_o6Header20preferredLoadAddressEv_block_invoke
00007ff800456448 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsPlatformEv_block_invoke
00007ff800458054 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsSegmentsERKNS_6PolicyEy_block_invoke
00007ff800459bcb (__TEXT,__text) non-external ____ZNK6mach_o6Header23zerofillExpansionAmountEv_block_invoke
00007ff800457c8a (__TEXT,__text) non-external ____ZNK6mach_o6Header25validSemanticsInstallNameERKNS_6PolicyE_block_invoke
00007ff800458d26 (__TEXT,__text) non-external ____ZNK6mach_o6Header26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E_block_invoke
00007ff800457cb2 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validSemanticsLinkedDylibsERKNS_6PolicyE_block_invoke
00007ff8004575c5 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validStructureLoadCommandsEy_block_invoke
00007ff800458c98 (__TEXT,__text) non-external ____ZNK6mach_o6Header27validSemanticsLinkerOptionsERKNS_6PolicyE_block_invoke
00007ff8004681d3 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff8004681e5 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff800467976 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke
00007ff800467bba (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff800467bd3 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke
00007ff800467e17 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff800470b58 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff840090730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090d00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840091490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840091550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400915e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840091918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840091ce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840091d70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840091ea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400923c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840092420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400924a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840090c70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff840090790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840091e30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840090a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ff840092330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff840092360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ff840092390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ff840092590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840090ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.113
00007ff840091e60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840090ca0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8400925c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840091978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840090bb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.145
00007ff840090be0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.146
00007ff840090c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ff840090cd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840091f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840090c40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.158
00007ff8400914c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8400919a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8400925f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8400919d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840092630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840091a08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840092400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840092660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff840091580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff840091d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840091fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff8400926a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840091fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840091d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff8400926d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff840092000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff840091500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff840092030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff840091ed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840092440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8400924d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840092060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff840091610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff840092090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff8400907c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff8400920c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff8400907f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff840091640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff840090820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff840091670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff840091da0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840091a38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff840090850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff840091a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff8400916a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840091a78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840091dd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840091f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840092460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840092500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840090880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff8400916d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840091a98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840091ac8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840091af8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff840092200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff8400908b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff840091b28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ff840091700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ff840091948 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840092480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840092260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff840091730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00007ff840091760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff840091780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff840091b48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8400908e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8400917b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840091b68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8400917d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840091b88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840092290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff8400915b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840091e00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840092530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff8400917f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff840091ba8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff840091810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ff840091830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff840090910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840091850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840091bc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840091be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff840091870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff840091890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff8400918b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff840090940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8400918e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff840090970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff8400909a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ff840092560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8400909d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ff8400922d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ff840092300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ff840090a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ff840090a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ff840090a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00007ff8400914e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840091e80 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400922b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400923e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840092610 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840092680 (__DATA_CONST,__const) non-external ___block_literal_global.20
                 (undefined) external ___bzero (from libsystem_platform)
00007ff800453ac0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff800455540 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff80045a590 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff80046f0e5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00007ff80045c780 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff80047596c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff800472d80 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff800458e88 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
00007ff800473014 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff800459ce0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff80045d29c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff8004588e3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
00007ff800457dd4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00007ff800461de5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00007ff800458c39 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
00007ff80045efd4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r72r80r88r96r
00007ff80045c648 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00007ff800457a8a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
00007ff800456515 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff80046f520 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff80046f12f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00007ff800462790 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff8004593f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff8004562be (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff800458eb4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
00007ff80047304c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff80046f1ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff80047364e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00007ff80045d30a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
