00007ffb0363a040 (__TEXT,__text) external _ARMCompilationCallback
00007ffb40e3aa90 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_124TypePromotionTransaction13OperandsHiderE
00007ffb40e3aa48 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_124TypePromotionTransaction18InstructionRemoverE
00007ffb40e3abf8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_124TypePromotionTransaction21InstructionMoveBeforeE
00007ffb40e04520 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_125ARM64AddressTypePromotionE
00007ffb40e38c08 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_125RegReductionPriorityQueueINS_13bu_ls_rr_sortEEE
00007ffb40e38ec8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_125RegReductionPriorityQueueINS_14ilp_ls_rr_sortEEE
00007ffb40e38d68 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_125RegReductionPriorityQueueINS_14src_ls_rr_sortEEE
00007ffb40e38e18 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_125RegReductionPriorityQueueINS_17hybrid_ls_rr_sortEEE
00007ffb40e403c0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_125TwoAddressInstructionPassE
00007ffb40e04378 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_125X86_64MachORelocationInfoE
00007ffb40e409b0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_126CorrelatedValuePropagationE
00007ffb40e3ade0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_126DeadMachineInstructionElimE
00007ffb40e3c178 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_126MachineBlockPlacementStatsE
00007ffb40e3c8c0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_126MachineFunctionPrinterPassE
00007ffb40da96d8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_126SimpleBindingMemoryManagerE
00007ffb40e547c0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_127DebugInfoVerifierLegacyPassE
00007ffb40e40540 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_127UnreachableMachineBlockElimE
00007ffb40e04b98 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_128ARM64DeadRegisterDefinitionsE
00007ffb40e480b0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_128ScalarEvolutionAliasAnalysisE
00007ffb40e427e0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_129InstCombinerLibCallSimplifierE
00007ffb40e3ac40 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_131CodeGenPrepareFortifiedLibCallsE
00007ffb40da5170 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_13DAEE
00007ffb40da5230 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_13DAHE
00007ffb40e40b30 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_13DCEE
00007ffb40e40be8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_13DSEE
00007ffb40da9e38 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_13FPSE
00007ffb40e40ef8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_13GVNE
00007ffb40e40788 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_14ADCEE
00007ffb40dab3d0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_14CGBRE
00007ffb40da5638 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_14IPCPE
00007ffb40e41188 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_14LICME
00007ffb40e46ac0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_14LintE
00007ffb40e47190 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_14NoAAE
00007ffb40e41de8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_14SCCPE
00007ffb40e41f58 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_14SROAE
00007ffb40e42140 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_14SROAE
00007ffb40e42a20 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_15LCSSAE
00007ffb40e483e0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_15NoTTIE
00007ffb40e44b38 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_16AAEvalE
00007ffb40e37968 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_16ARMTTIE
00007ffb40e43a40 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_16AbsOptE
00007ffb40e43d58 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_16CosOptE
00007ffb40e439f8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_16FFSOptE
00007ffb40e41ea0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_16IPSCCPE
00007ffb40e43db8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_16PowOptE
00007ffb40e3e8a8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_16RAFastE
00007ffb40dadbe8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_16X86TTIE
00007ffb40e36bb8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17ARMCGBRE
00007ffb40da9b30 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17EmitterIN4llvm14JITCodeEmitterEEE
00007ffb40e43e00 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17Exp2OptE
00007ffb40e3dc70 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17OcamlGCE
00007ffb40e3b448 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17PrinterE
00007ffb40da5f10 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17PruneEHE
00007ffb40e43d10 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17PutsOptE
00007ffb40e3e758 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17RABasicE
00007ffb40e42070 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17SROA_DTE
00007ffb40e42468 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_17SinkingE
00007ffb40e07348 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_18ARM64TTIE
00007ffb40e3a4b8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_18BasicTTIE
00007ffb40e40d88 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_18EarlyCSEE
00007ffb40e3b0e8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_18ErlangGCE
00007ffb40e43cc8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_18FPutsOptE
00007ffb40e3eb18 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_18RAGreedyE
00007ffb40e41c78 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_18RegToMemE
00007ffb40e436e0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_18StrToOptE
00007ffb40e54c60 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19AsmParserE
00007ffb40e45160 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19CFGViewerE
00007ffb40e45ae8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19DomViewerE
00007ffb40e43c80 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19FWriteOptE
00007ffb40da54c8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19GlobalDCEE
00007ffb40da5580 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19GlobalOptE
00007ffb40e46680 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19InstCountE
00007ffb40e42960 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19InstNamerE
00007ffb40e43800 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19MemCmpOptE
00007ffb40e41a48 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19MemCpyOptE
00007ffb40e43848 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19MemCpyOptE
00007ffb40e438d8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19MemSetOptE
00007ffb40e43ba8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19PrintFOptE
00007ffb40e435c0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StpCpyOptE
00007ffb40e433c8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrCatOptE
00007ffb40e43458 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrChrOptE
00007ffb40e434e8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrCmpOptE
00007ffb40e43578 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrCpyOptE
00007ffb40e43650 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrLenOptE
00007ffb40e43728 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrSpnOptE
00007ffb40e437b8 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19StrStrOptE
00007ffb40da4ea0 (__DATA_CONST,__const) non-external __ZTVN12_GLOBAL__N_19TypeMapTyE
00007ffb40e36c78 (__DATA_CONST,__const) external __ZTVN4llvm10ARMJITInfoE
00007ffb40e52360 (__DATA_CONST,__const) external __ZTVN4llvm10AllocaInstE
00007ffb40e39a50 (__DATA_CONST,__const) external __ZTVN4llvm10AsmPrinterE
00007ffb40e48fd0 (__DATA_CONST,__const) external __ZTVN4llvm10BasicBlockE
00007ffb40e52310 (__DATA_CONST,__const) external __ZTVN4llvm10BranchInstE
00007ffb40e54698 (__DATA_CONST,__const) external __ZTVN4llvm10CallbackVHE
00007ffb40e49100 (__DATA_CONST,__const) external __ZTVN4llvm10ConstantFPE
00007ffb40e39c98 (__DATA_CONST,__const) external __ZTVN4llvm10DIEIntegerE
00007ffb40e49750 (__DATA_CONST,__const) external __ZTVN4llvm10DataLayoutE
00007ffb40e49848 (__DATA_CONST,__const) external __ZTVN4llvm10DebugRecVHE
00007ffb40e456b8 (__DATA_CONST,__const) external __ZTVN4llvm10DependenceE
00007ffb40e39fb8 (__DATA_CONST,__const) external __ZTVN4llvm10DwarfDebugE
00007ffb40e527f8 (__DATA_CONST,__const) external __ZTVN4llvm10FPToSIInstE
00007ffb40e527c0 (__DATA_CONST,__const) external __ZTVN4llvm10FPToUIInstE
00007ffb40e390e8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_12SDVTListNodeEEE
00007ffb40e53318 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_13AttributeImplEEE
00007ffb40e53368 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_16AttributeSetImplEEE
00007ffb40e533b8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_16AttributeSetNodeEEE
00007ffb40e48060 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_4SCEVEEE
00007ffb40e53408 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_6MDNodeEEE
00007ffb40e39098 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_6SDNodeEEE
00007ffb40e3a1d0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm10FoldingSetINS_9DIEAbbrevEEE
00007ffb40e3b560 (__DATA_CONST,__const) external __ZTVN4llvm10GCStrategyE
00007ffb40e521d0 (__DATA_CONST,__const) external __ZTVN4llvm10InvokeInstE
00007ffb40e3bd70 (__DATA_CONST,__const) external __ZTVN4llvm10LiveStacksE
00007ffb40e54e18 (__DATA_CONST,__const) external __ZTVN4llvm10MCAsmLexerE
00007ffb40e856e0 (__DATA_CONST,__const) external __ZTVN4llvm10MCDataAtomE
00007ffb40e85040 (__DATA_CONST,__const) external __ZTVN4llvm10MCFragmentE
00007ffb40e87018 (__DATA_CONST,__const) external __ZTVN4llvm10MCStreamerE
00007ffb40e85690 (__DATA_CONST,__const) external __ZTVN4llvm10MCTextAtomE
00007ffb40e540e0 (__DATA_CONST,__const) external __ZTVN4llvm10ModulePassE
00007ffb40e473e0 (__DATA_CONST,__const) external __ZTVN4llvm10RegionInfoE
00007ffb40e47738 (__DATA_CONST,__const) external __ZTVN4llvm10RegionPassE
00007ffb40e52270 (__DATA_CONST,__const) external __ZTVN4llvm10ResumeInstE
00007ffb40e52220 (__DATA_CONST,__const) external __ZTVN4llvm10ReturnInstE
00007ffb40e52788 (__DATA_CONST,__const) external __ZTVN4llvm10SIToFPInstE
00007ffb40e52bd8 (__DATA_CONST,__const) external __ZTVN4llvm10SelectInstE
00007ffb40e52948 (__DATA_CONST,__const) external __ZTVN4llvm10SwitchInstE
00007ffb40e52750 (__DATA_CONST,__const) external __ZTVN4llvm10UIToFPInstE
00007ffb40e494a8 (__DATA_CONST,__const) external __ZTVN4llvm10UndefValueE
00007ffb40e40608 (__DATA_CONST,__const) external __ZTVN4llvm10VirtRegMapE
00007ffb40dab550 (__DATA_CONST,__const) external __ZTVN4llvm10X86JITInfoE
00007ffb40e08060 (__DATA_CONST,__const) external __ZTVN4llvm11ARM64MCExprE
00007ffb40e528a0 (__DATA_CONST,__const) external __ZTVN4llvm11BitCastInstE
00007ffb40e490c0 (__DATA_CONST,__const) external __ZTVN4llvm11ConstantIntE
00007ffb40e3b028 (__DATA_CONST,__const) external __ZTVN4llvm11EdgeBundlesE
00007ffb40e526e0 (__DATA_CONST,__const) external __ZTVN4llvm11FPTruncInstE
00007ffb40e51c60 (__DATA_CONST,__const) external __ZTVN4llvm11GlobalAliasE
00007ffb40e51cb8 (__DATA_CONST,__const) external __ZTVN4llvm11GlobalValueE
00007ffb40e465c0 (__DATA_CONST,__const) external __ZTVN4llvm11IVStrideUseE
00007ffb40e52080 (__DATA_CONST,__const) external __ZTVN4llvm11InstructionE
00007ffb40e46a80 (__DATA_CONST,__const) external __ZTVN4llvm11LibCallInfoE
00007ffb40e54e58 (__DATA_CONST,__const) external __ZTVN4llvm11MCAsmParserE
00007ffb40da95e0 (__DATA_CONST,__const) external __ZTVN4llvm11ObjectCacheE
00007ffb40da6ae8 (__DATA_CONST,__const) external __ZTVN4llvm11ObjectImageE
00007ffb40e3ecd0 (__DATA_CONST,__const) external __ZTVN4llvm11PBQPBuilderE
00007ffb40e47f98 (__DATA_CONST,__const) external __ZTVN4llvm11SCEVUnknownE
00007ffb40e3ef40 (__DATA_CONST,__const) external __ZTVN4llvm11ScheduleDAGE
00007ffb40e3f2e0 (__DATA_CONST,__const) external __ZTVN4llvm11SlotIndexesE
00007ffb40e8bac8 (__DATA_CONST,__const) external __ZTVN4llvm11_do_messageE
00007ffb40e8ae30 (__DATA_CONST,__const) external __ZTVN4llvm11raw_ostreamE
00007ffb40e399e0 (__DATA_CONST,__const) external __ZTVN4llvm12ARMExceptionE
00007ffb40e368e8 (__DATA_CONST,__const) external __ZTVN4llvm12ARMInstrInfoE
00007ffb40e37120 (__DATA_CONST,__const) external __ZTVN4llvm12ARMSubtargetE
00007ffb40e49200 (__DATA_CONST,__const) external __ZTVN4llvm12BlockAddressE
00007ffb40e49450 (__DATA_CONST,__const) external __ZTVN4llvm12ConstantExprE
00007ffb40e89408 (__DATA_CONST,__const) external __ZTVN4llvm12DataStreamerE
00007ffb40e54258 (__DATA_CONST,__const) external __ZTVN4llvm12FunctionPassE
00007ffb40e3b388 (__DATA_CONST,__const) external __ZTVN4llvm12GCModuleInfoE
00007ffb40e426f8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm12InstCombinerE
00007ffb40e52868 (__DATA_CONST,__const) external __ZTVN4llvm12IntToPtrInstE
00007ffb40da6aa0 (__DATA_CONST,__const) external __ZTVN4llvm12JITRegistrarE
00007ffb40e848d0 (__DATA_CONST,__const) external __ZTVN4llvm12MCAsmBackendE
00007ffb40e84c80 (__DATA_CONST,__const) external __ZTVN4llvm12MCAsmInfoELFE
00007ffb40e86c98 (__DATA_CONST,__const) external __ZTVN4llvm12MCSectionELFE
00007ffb40e87340 (__DATA_CONST,__const) external __ZTVN4llvm12MCSymbolizerE
00007ffb40e85b28 (__DATA_CONST,__const) external __ZTVN4llvm12MCTargetExprE
00007ffb40e89ec8 (__DATA_CONST,__const) external __ZTVN4llvm12MemoryBufferE
00007ffb40e89f98 (__DATA_CONST,__const) external __ZTVN4llvm12MemoryObjectE
00007ffb40da9568 (__DATA_CONST,__const) external __ZTVN4llvm12ObjectBufferE
00007ffb40e52830 (__DATA_CONST,__const) external __ZTVN4llvm12PtrToIntInstE
00007ffb40e3e700 (__DATA_CONST,__const) external __ZTVN4llvm12RegAllocBaseE
00007ffb40e39010 (__DATA_CONST,__const) external __ZTVN4llvm12SelectionDAG17DAGUpdateListenerE
00007ffb40dab0e0 (__DATA_CONST,__const) external __ZTVN4llvm12X86InstrInfoE
00007ffb40dad710 (__DATA_CONST,__const) external __ZTVN4llvm12X86SubtargetE
00007ffb40da66f0 (__DATA_CONST,__const) non-external __ZTVN4llvm12_GLOBAL__N_119ConstantPlaceHolderE
00007ffb40e325a0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm13ARMAsmPrinterE
00007ffb40e44900 (__DATA_CONST,__const) external __ZTVN4llvm13AliasAnalysisE
00007ffb40e52440 (__DATA_CONST,__const) external __ZTVN4llvm13AtomicRMWInstE
00007ffb40e48ec8 (__DATA_CONST,__const) external __ZTVN4llvm13AttributeImplE
00007ffb40da6690 (__DATA_CONST,__const) external __ZTVN4llvm13BitcodeReaderE
00007ffb40e49140 (__DATA_CONST,__const) external __ZTVN4llvm13ConstantArrayE
00007ffb40da5ec8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm13DominatorTreeE
00007ffb40e3a2f0 (__DATA_CONST,__const) external __ZTVN4llvm13DwarfTypeUnitE
00007ffb40e53568 (__DATA_CONST,__const) external __ZTVN4llvm13FPPassManagerE
00007ffb40e445e8 (__DATA_CONST,__const) external __ZTVN4llvm13FindUsedTypesE
00007ffb40e54198 (__DATA_CONST,__const) external __ZTVN4llvm13ImmutablePassE
00007ffb40e46c60 (__DATA_CONST,__const) external __ZTVN4llvm13LPPassManagerE
00007ffb40e46820 (__DATA_CONST,__const) external __ZTVN4llvm13LazyValueInfoE
00007ffb40e3bb38 (__DATA_CONST,__const) external __ZTVN4llvm13LiveIntervalsE
00007ffb40e3bbf8 (__DATA_CONST,__const) external __ZTVN4llvm13LiveRangeEdit8DelegateE
00007ffb40e3bc50 (__DATA_CONST,__const) external __ZTVN4llvm13LiveRangeEditE
00007ffb40e3bca8 (__DATA_CONST,__const) external __ZTVN4llvm13LiveRegMatrixE
00007ffb40e3be38 (__DATA_CONST,__const) external __ZTVN4llvm13LiveVariablesE
00007ffb40e84b40 (__DATA_CONST,__const) external __ZTVN4llvm13MCAsmInfoCOFFE
00007ffb40e85730 (__DATA_CONST,__const) external __ZTVN4llvm13MCCodeEmitterE
00007ffb40e857f8 (__DATA_CONST,__const) external __ZTVN4llvm13MCELFStreamerE
00007ffb40e85bf8 (__DATA_CONST,__const) external __ZTVN4llvm13MCInstPrinterE
00007ffb40e85510 (__DATA_CONST,__const) external __ZTVN4llvm13MCLEBFragmentE
00007ffb40e854a8 (__DATA_CONST,__const) external __ZTVN4llvm13MCOrgFragmentE
00007ffb40e86c30 (__DATA_CONST,__const) external __ZTVN4llvm13MCSectionCOFFE
00007ffb40e53f80 (__DATA_CONST,__const) external __ZTVN4llvm13MDNodeOperandE
00007ffb40e53488 (__DATA_CONST,__const) external __ZTVN4llvm13PMDataManagerE
00007ffb40e47648 (__DATA_CONST,__const) external __ZTVN4llvm13RGPassManagerE
00007ffb40e3cfe8 (__DATA_CONST,__const) external __ZTVN4llvm13ScheduleDAGMIE
00007ffb40e882f0 (__DATA_CONST,__const) external __ZTVN4llvm13SlabAllocatorE
00007ffb40e48930 (__DATA_CONST,__const) external __ZTVN4llvm13TargetJITInfoE
00007ffb40e48b88 (__DATA_CONST,__const) external __ZTVN4llvm13TargetMachineE
00007ffb40da99a8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm13X86AsmPrinterE
00007ffb40e057c0 (__DATA_CONST,__const) external __ZTVN4llvm14ARM64InstrInfoE
00007ffb40e06f30 (__DATA_CONST,__const) external __ZTVN4llvm14ARM64SubtargetE
00007ffb40e846e8 (__DATA_CONST,__const) external __ZTVN4llvm14ARMInstPrinterE
00007ffb40e3e2f8 (__DATA_CONST,__const) external __ZTVN4llvm14AntiDepBreakerE
00007ffb40e48cb8 (__DATA_CONST,__const) external __ZTVN4llvm14AssemblyWriterE
00007ffb40e54310 (__DATA_CONST,__const) external __ZTVN4llvm14BasicBlockPassE
00007ffb40e52600 (__DATA_CONST,__const) external __ZTVN4llvm14BinaryOperatorE
00007ffb40e45440 (__DATA_CONST,__const) external __ZTVN4llvm14CaptureTrackerE
00007ffb40e49180 (__DATA_CONST,__const) external __ZTVN4llvm14ConstantStructE
00007ffb40e491c0 (__DATA_CONST,__const) external __ZTVN4llvm14ConstantVectorE
00007ffb40e89480 (__DATA_CONST,__const) external __ZTVN4llvm14DeltaAlgorithmE
00007ffb40e3a220 (__DATA_CONST,__const) external __ZTVN4llvm14DwarfExceptionE
00007ffb40e89d20 (__DATA_CONST,__const) external __ZTVN4llvm14FoldingSetImplE
00007ffb40e45648 (__DATA_CONST,__const) external __ZTVN4llvm14FullDependenceE
00007ffb40e51bb0 (__DATA_CONST,__const) external __ZTVN4llvm14GVMaterializerE
00007ffb40e51c08 (__DATA_CONST,__const) external __ZTVN4llvm14GlobalVariableE
00007ffb40e52998 (__DATA_CONST,__const) external __ZTVN4llvm14IndirectBrInstE
00007ffb40e3b838 (__DATA_CONST,__const) external __ZTVN4llvm14JITCodeEmitterE
00007ffb40e52160 (__DATA_CONST,__const) external __ZTVN4llvm14LandingPadInstE
00007ffb40e85208 (__DATA_CONST,__const) external __ZTVN4llvm14MCDataFragmentE
00007ffb40e85770 (__DATA_CONST,__const) external __ZTVN4llvm14MCDisassemblerE
00007ffb40e85440 (__DATA_CONST,__const) external __ZTVN4llvm14MCFillFragmentE
00007ffb40e86808 (__DATA_CONST,__const) external __ZTVN4llvm14MCObjectWriterE
00007ffb40e86d00 (__DATA_CONST,__const) external __ZTVN4llvm14MCSectionMachOE
00007ffb40e543d8 (__DATA_CONST,__const) external __ZTVN4llvm14PassNameParserE
00007ffb40da6c20 (__DATA_CONST,__const) external __ZTVN4llvm14RuntimeDyldELFE
00007ffb40e3f3a8 (__DATA_CONST,__const) external __ZTVN4llvm14SpillPlacementE
00007ffb40e3f780 (__DATA_CONST,__const) external __ZTVN4llvm14StackProtectorE
00007ffb40e39688 (__DATA_CONST,__const) external __ZTVN4llvm14TargetLoweringE
00007ffb40e529e8 (__DATA_CONST,__const) external __ZTVN4llvm14TerminatorInstE
00007ffb40e3a3f0 (__DATA_CONST,__const) external __ZTVN4llvm14Win64ExceptionE
00007ffb40e8ba70 (__DATA_CONST,__const) external __ZTVN4llvm14error_categoryE
00007ffb40e88378 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IdEE
00007ffb40e8ad20 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IfEE
00007ffb40e84ff8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IhEE
00007ffb40e04290 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IjEE
00007ffb40e8ad68 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1ItEE
00007ffb40e85c38 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IxEE
00007ffb40e32120 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object1IyEE
00007ffb40e8a368 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object2IddEE
00007ffb40e51b68 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object2IdjEE
00007ffb40e51b20 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object2IjjEE
00007ffb40e873e0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object3IjPKcS2_EE
00007ffb40e8a0d8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN4llvm14format_object5IjjjPKcS2_EE
00007ffb40e8ae98 (__DATA_CONST,__const) external __ZTVN4llvm14raw_fd_ostreamE
00007ffb40e8adb0 (__DATA_CONST,__const) external __ZTVN4llvm14raw_os_ostreamE
00007ffb40e55d18 (__DATA_CONST,__const) external __ZTVN4llvm15ARMELFMCAsmInfoE
00007ffb40e36e90 (__DATA_CONST,__const) external __ZTVN4llvm15ARMFunctionInfoE
00007ffb40e32718 (__DATA_CONST,__const) external __ZTVN4llvm15ARMGenInstrInfoE
00007ffb40e36ed0 (__DATA_CONST,__const) external __ZTVN4llvm15ARMRegisterInfoE
00007ffb40e44d68 (__DATA_CONST,__const) external __ZTVN4llvm15AliasSetTracker13ASTCallbackVHE
00007ffb40da9478 (__DATA_CONST,__const) external __ZTVN4llvm15ExecutionEngineE
00007ffb40e52590 (__DATA_CONST,__const) external __ZTVN4llvm15InsertValueInstE
00007ffb40e853d8 (__DATA_CONST,__const) external __ZTVN4llvm15MCAlignFragmentE
00007ffb40e84c30 (__DATA_CONST,__const) external __ZTVN4llvm15MCAsmInfoDarwinE
00007ffb40e85c80 (__DATA_CONST,__const) external __ZTVN4llvm15MCInstrAnalysisE
00007ffb40e3cbe0 (__DATA_CONST,__const) external __ZTVN4llvm15MachineLoopInfoE
00007ffb40da6a20 (__DATA_CONST,__const) external __ZTVN4llvm15RuntimeDyldImplE
00007ffb40e47ec0 (__DATA_CONST,__const) external __ZTVN4llvm15ScalarEvolution14SCEVCallbackVHE
00007ffb40e47ef8 (__DATA_CONST,__const) external __ZTVN4llvm15ScalarEvolutionE
00007ffb40e3fb98 (__DATA_CONST,__const) external __ZTVN4llvm15TargetInstrInfoE
00007ffb40e37d88 (__DATA_CONST,__const) external __ZTVN4llvm15Thumb1InstrInfoE
00007ffb40e38288 (__DATA_CONST,__const) external __ZTVN4llvm15Thumb2InstrInfoE
00007ffb40e522c0 (__DATA_CONST,__const) external __ZTVN4llvm15UnreachableInstE
00007ffb40da97e0 (__DATA_CONST,__const) external __ZTVN4llvm15X86Disassembler22X86GenericDisassemblerE
00007ffb40e03f30 (__DATA_CONST,__const) external __ZTVN4llvm15X86ELFMCAsmInfoE
00007ffb40daae40 (__DATA_CONST,__const) external __ZTVN4llvm15X86GenInstrInfoE
00007ffb40dad390 (__DATA_CONST,__const) external __ZTVN4llvm15X86RegisterInfoE
00007ffb40e2f5e0 (__DATA_CONST,__const) external __ZTVN4llvm16ARM64InstPrinterE
00007ffb40e329b8 (__DATA_CONST,__const) external __ZTVN4llvm16ARMBaseInstrInfoE
00007ffb40e35d60 (__DATA_CONST,__const) external __ZTVN4llvm16ARMFrameLoweringE
00007ffb40e375a8 (__DATA_CONST,__const) external __ZTVN4llvm16ARMTargetMachineE
00007ffb40e44048 (__DATA_CONST,__const) external __ZTVN4llvm16CallGraphSCCPassE
