00000001804642d0 (__TEXT,__text) external _NSAddImage
0000000180479834 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
000000018047934c (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
0000000180466e6c (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
0000000180466ce0 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
0000000180467204 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
0000000180466fd0 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
000000018046623c (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
0000000180466338 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
0000000180469368 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
000000018046972c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
0000000180469f7c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
000000018047b0d4 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
000000018046a1f0 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
000000018047b100 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
0000000180469930 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
000000018047b0a8 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
0000000180469dbc (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
0000000180468974 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
00000001804636a8 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeBindOpcodesEv_block_invoke
0000000180463578 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeExportsTrieEv_block_invoke
0000000180463604 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeSymbolTableEv_block_invoke
000000018046399c (__TEXT,__text) non-external ____ZN6mach_o5Image16makeSplitSegInfoEv_block_invoke
000000018046382c (__TEXT,__text) non-external ____ZN6mach_o5Image17makeChainedFixupsEv_block_invoke
00000001804638cc (__TEXT,__text) non-external ____ZN6mach_o5Image17makeCompactUnwindEv_block_invoke
0000000180463630 (__TEXT,__text) non-external ____ZN6mach_o5Image17makeRebaseOpcodesEv_block_invoke
0000000180463880 (__TEXT,__text) non-external ____ZN6mach_o5Image18makeFunctionStartsEv_block_invoke
0000000180463720 (__TEXT,__text) non-external ____ZN6mach_o5Image19makeLazyBindOpcodesEv_block_invoke
00000001804637b4 (__TEXT,__text) non-external ____ZN6mach_o5Image19makeWeakBindOpcodesEv_block_invoke
0000000180472cf8 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
0000000180472dd0 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
0000000180472f3c (__TEXT,__text) non-external ____ZNK15DyldSharedCache7inCacheEPKvmRb_block_invoke
0000000180457548 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
000000018047731c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
0000000180476f50 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
00000001804771fc (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
0000000180477540 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
0000000180456320 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
0000000180477248 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
0000000180457148 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00000001804601e4 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbEU13block_pointerFvPKcE_block_invoke
000000018045fecc (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke
0000000180460144 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke.14
000000018045e218 (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolERbE_block_invoke
000000018045e450 (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie5validEy_block_invoke
000000018045de30 (__TEXT,__text) non-external ____ZNK6mach_o11GenericTrie12forEachEntryEU13block_pointerFvRKNS0_5EntryERbE_block_invoke
000000018045e9b4 (__TEXT,__text) non-external ____ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbE_block_invoke
00000001804588e8 (__TEXT,__text) non-external ____ZNK6mach_o13RebaseOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEbb_block_invoke
0000000180460da0 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable13forEachSymbolEU13block_pointerFvPKcyhhtjRbE_block_invoke
0000000180460b80 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke
0000000180460d18 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke.1
00000001804639ec (__TEXT,__text) non-external ____ZNK6mach_o5Image12segmentCountEv_block_invoke
0000000180462f88 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke
000000018046301c (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.53
0000000180463134 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.58
0000000180463424 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.66
00000001804626d8 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke
0000000180462e04 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.30
0000000180462e40 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.33
0000000180462e60 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.37
0000000180463a3c (__TEXT,__text) non-external ____ZNK6mach_o5Image7segmentEj_block_invoke
000000018045d59c (__TEXT,__text) non-external ____ZNK6mach_o6Header12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
000000018045d0d4 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE_block_invoke
000000018045d014 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
000000018045cd6c (__TEXT,__text) non-external ____ZNK6mach_o6Header15hasSplitSegInfoERb_block_invoke
000000018045c3c0 (__TEXT,__text) non-external ____ZNK6mach_o6Header16builtForPlatformENS_8PlatformEb_block_invoke
000000018045cc84 (__TEXT,__text) non-external ____ZNK6mach_o6Header16hasCodeSignatureERjS1__block_invoke
000000018045c8d4 (__TEXT,__text) non-external ____ZNK6mach_o6Header16linkedDylibCountEPb_block_invoke
000000018045c9a8 (__TEXT,__text) non-external ____ZNK6mach_o6Header18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_RbE_block_invoke
000000018045be40 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsMainERKNS_6PolicyE_block_invoke
000000018045adac (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsUUIDERKNS_6PolicyE_block_invoke
000000018045c5dc (__TEXT,__text) non-external ____ZNK6mach_o6Header19getDylibInstallNameEPPKcPNS_9Version32ES5__block_invoke
000000018045c6f4 (__TEXT,__text) non-external ____ZNK6mach_o6Header19linkedDylibLoadPathEj_block_invoke
00000001804590cc (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke
000000018047ad40 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke.cold.1
000000018045b168 (__TEXT,__text) non-external ____ZNK6mach_o6Header19validSemanticsRPathERKNS_6PolicyE_block_invoke
000000018045ce4c (__TEXT,__text) non-external ____ZNK6mach_o6Header20preferredLoadAddressEv_block_invoke
00000001804592b0 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsPlatformEv_block_invoke
000000018045b2c4 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsSegmentsERKNS_6PolicyEy_block_invoke
000000018045d3b8 (__TEXT,__text) non-external ____ZNK6mach_o6Header23zerofillExpansionAmountEv_block_invoke
000000018045ade0 (__TEXT,__text) non-external ____ZNK6mach_o6Header25validSemanticsInstallNameERKNS_6PolicyE_block_invoke
000000018045c194 (__TEXT,__text) non-external ____ZNK6mach_o6Header26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E_block_invoke
000000018045ae68 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validSemanticsLinkedDylibsERKNS_6PolicyE_block_invoke
000000018045a5c4 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validStructureLoadCommandsEy_block_invoke
000000018045c0e0 (__TEXT,__text) non-external ____ZNK6mach_o6Header27validSemanticsLinkerOptionsERKNS_6PolicyE_block_invoke
000000018046c2c8 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
000000018046c2dc (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
000000018046bad4 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke
000000018046bce4 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke_2
000000018046bcfc (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke
000000018046bf0c (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke_2
0000000180474ab0 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00000001df92d8f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001df92d918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e64297b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e64297e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e6429cc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e642a400 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e642a4a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e642a530 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e642a748 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e642a9d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e642aa60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e642ab70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e642af18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e6429c38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e6429818 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e6429a28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
00000001e642ae08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
00000001e642ae38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
00000001e6429a58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.108
00000001e642afa8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.11
00000001e6429a88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.112
00000001e6429ab8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
00000001e6429ae8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.123
00000001e6429b18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.129
00000001e642aaf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.13
00000001e642ae68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.131
00000001e642ae98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.136
00000001e642aec8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.139
00000001e642a7a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.14
00000001e6429c68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.15
00000001e642afd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.15
00000001e6429b48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.153
00000001df92d450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001e642ab20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001e642a500 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.17
00000001e642abd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.17
00000001df92d748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00000001e6429c98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001e642a7d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001e642a808 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001e642b008 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001e6429b78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.197
00000001e6429ba8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.200
00000001e6429bd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.201
00000001e642aa00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001e642a838 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001e6429c08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.226
00000001e642b038 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001e642aa30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.24
00000001e642ac00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.25
00000001df92d998 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00000001e642a450 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.29
00000001e642ac30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.29
00000001e642b088 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.29
00000001df92d938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001e642aba0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.3
00000001e642af48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.3
00000001df92d9b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00000001e642a560 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.32
00000001e642ac60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001e6429848 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.34
00000001e642ac90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.35
00000001e6429878 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001e642a590 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001e642b0d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001e642acc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.38
00000001e642a5c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.39
00000001e642a4d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.4
00000001e64298a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
00000001e642b108 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.41
00000001e642acf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.42
00000001e642ad20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.45
00000001df92d608 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001e64298d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.47
00000001df92d768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001df92d958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001df92d628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001df92d648 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001e642a5f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.51
00000001e6429908 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001e642a868 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001e642ad88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001e642a620 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.57
00000001e642a898 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
00000001df92d978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e642a778 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e642aa90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e6429938 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
00000001e642a8c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000001df92d668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001e642a650 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.65
00000001e642af78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001e642adb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
00000001e642a680 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
00000001df92d470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00000001e6429968 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
00000001df92d688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001df92d8d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001df92d6a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00000001df92d6c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001e642a6b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
00000001df92d490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001df92d6e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001df92d4b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001df92d4d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001df92d4f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001df92d708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001e6429998 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.81
00000001df92d510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001df92d728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001df92d530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001df92d550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001df92d570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001e642aac0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e642a6e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.90
00000001e64299c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.91
00000001e64299f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001e642a710 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001e642a430 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e642ab50 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e642ade8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e642aef8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e642b068 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e642b0b8 (__AUTH_CONST,__const) non-external ___block_literal_global.33
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
0000000180458adc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000180472e8c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
000000018045c370 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
000000018045ca70 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
000000018045add0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
000000018045c3e4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
000000018045ae18 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
000000018045d4ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000180460db0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
000000018045bc04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
000000018045afc8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00000001804663fc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
000000018045c014 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
0000000180462cac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r72r80r88r96r
0000000180458ac0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
000000018045ab78 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
000000018045937c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
0000000180458aec (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000180472eec (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
000000018045820c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
000000018045cad0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
0000000180458ad0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
000000018045c420 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
00000001804593cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
000000018045d54c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
000000018045c084 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
000000018045bc84 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180462d6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r72r80r88r96r
0000000180473578 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00000001804734ac (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
0000000180473a58 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00000001804732dc (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00000001804733d8 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
000000018047a9c0 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke
000000018047a9d0 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke.8
0000000180479df4 (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00000001e5575850 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
0000000180464354 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
0000000180457364 (__TEXT,__text) external __dyld_atfork_parent
0000000180457330 (__TEXT,__text) external __dyld_atfork_prepare
0000000180464394 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
0000000180464ca0 (__TEXT,__text) external __dyld_dlopen_atfork_child
0000000180464c6c (__TEXT,__text) external __dyld_dlopen_atfork_parent
0000000180464c38 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
0000000180464ea0 (__TEXT,__text) external __dyld_dlsym_blocked
0000000180464a94 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
0000000180464bf4 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
0000000180464f78 (__TEXT,__text) external __dyld_find_pointer_hash_table_entry
0000000180464a54 (__TEXT,__text) external __dyld_find_protocol_conformance
0000000180464bb0 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00000001804571b0 (__TEXT,__text) external __dyld_find_unwind_sections
0000000180456814 (__TEXT,__text) external __dyld_for_each_objc_class
00000001804564f0 (__TEXT,__text) external __dyld_for_each_objc_protocol
0000000180464e6c (__TEXT,__text) external __dyld_for_objc_header_opt_ro
0000000180464e38 (__TEXT,__text) external __dyld_for_objc_header_opt_rw
0000000180463dc8 (__TEXT,__text) external __dyld_fork_child
0000000180464b08 (__TEXT,__text) external __dyld_get_dlopen_image_header
0000000180456700 (__TEXT,__text) external __dyld_get_image_header
0000000180464498 (__TEXT,__text) external __dyld_get_image_header_containing_address
00000001804566d0 (__TEXT,__text) external __dyld_get_image_name
