00007ffc0d9b74ba (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc0d97a2e7 (__TEXT,__text) non-external _streamProc
00007ffc0d9bf4ba (__TEXT,__text) non-external _streamProc
00007ffc0d97983f (__TEXT,__text) non-external _streamRead
00007ffc0d979862 (__TEXT,__text) non-external _streamSeek
00007ffc0d95b2fe (__TEXT,__text) non-external _streamThreadProc
00007ffc0d95b1a8 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffc0d96ee19 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffc0d96e8f6 (__TEXT,__text) non-external _stringTableReserve
00007ffc0d9b6de8 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
00007ffc0d9b204d (__TEXT,__text) non-external _subArchiveCreate
00007ffc0d9b25a7 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffc0d9aa5da (__TEXT,__text) non-external _tarParseInt
00007ffc0d9860b7 (__TEXT,__text) non-external _tempStreamCancel
00007ffc0d986034 (__TEXT,__text) non-external _tempStreamClose
00007ffc0d986104 (__TEXT,__text) non-external _tempStreamPRead
00007ffc0d986366 (__TEXT,__text) non-external _tempStreamPWrite
00007ffc0d9860cc (__TEXT,__text) non-external _tempStreamRead
00007ffc0d9862da (__TEXT,__text) non-external _tempStreamSeek
00007ffc0d9865ca (__TEXT,__text) non-external _tempStreamTruncate
00007ffc0d98632e (__TEXT,__text) non-external _tempStreamWrite
00007ffc0d9757a2 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffc0d9754ac (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffc0d9bcae5 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffc0d9828c0 (__TEXT,__text) non-external _threadWrapperProc
00007ffc0d95fb61 (__TEXT,__text) non-external _treeAdd
00007ffc0d95f532 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffc0d95f800 (__TEXT,__text) non-external _treeRebalance
00007ffc0d960542 (__TEXT,__text) non-external _treeRotateLeft
00007ffc0d960420 (__TEXT,__text) non-external _treeRotateRight
00007ffc0d95fa44 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffc0d993ab9 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffc0d97c511 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffc0d97ef22 (__TEXT,__text) non-external _updateFromHeader
00007ffc0d982547 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffc0d982579 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffc0d9a676d (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffc0d95872d (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffc0d957a26 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffc0d95849a (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffc0d957dab (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffc0d985741 (__TEXT,__text) non-external _verifySegment
00007ffc0d9929cd (__TEXT,__text) non-external _verifySegment
00007ffc0d9c0311 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffc0d99bfa4 (__TEXT,__text) non-external _workerApplyAttr
00007ffc0d958742 (__TEXT,__text) non-external _workerDataFree
00007ffc0d99c1fb (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffc0d99c0ff (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffc0d969395 (__TEXT,__text) non-external _workerDestroy
00007ffc0d99bc58 (__TEXT,__text) non-external _workerDestroy
00007ffc0d9480c3 (__TEXT,__text) non-external _workerProc
00007ffc0d957539 (__TEXT,__text) non-external _workerProc
00007ffc0d968a53 (__TEXT,__text) non-external _workerProc
00007ffc0d97b7f3 (__TEXT,__text) non-external _workerProc
00007ffc0d99937a (__TEXT,__text) non-external _workerProc
00007ffc0d9bf373 (__TEXT,__text) non-external _workerProc
00007ffc0d99c060 (__TEXT,__text) non-external _workerReserve
00007ffc0d99bd83 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffc0d980297 (__TEXT,__text) non-external _writeBlobProc
00007ffc0d97fc43 (__TEXT,__text) non-external _writeHeaderProc
00007ffc0d9b37c4 (__TEXT,__text) non-external _writeOBuf
00007ffc0d94e5ae (__TEXT,__text) non-external _writeProc
00007ffc0d9742b8 (__TEXT,__text) non-external _writeProc
00007ffc0d990170 (__TEXT,__text) non-external _writeProc
00007ffc0d98cb46 (__TEXT,__text) non-external _writerProc
00007ffc0d9c075d (__TEXT,__text) non-external (was a private external) _writerProc
