00007ffb02e955c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb02e8f4e1 (__TEXT,__text) external _glVertexAttribPointer
00007ffb02e9272f (__TEXT,__text) external _glVertexAttribPointerARB
00007ffb02e92b77 (__TEXT,__text) external _glVertexBlendARB
00007ffb02e953ae (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffb02e8dc23 (__TEXT,__text) external _glVertexPointer
00007ffb02e8dc47 (__TEXT,__text) external _glViewport
00007ffb02e92116 (__TEXT,__text) external _glViewportArrayv
00007ffb02e92138 (__TEXT,__text) external _glViewportIndexedf
00007ffb02e92154 (__TEXT,__text) external _glViewportIndexedfv
00007ffb02e90b4f (__TEXT,__text) external _glWaitSync
00007ffb02e92b53 (__TEXT,__text) external _glWeightPointerARB
00007ffb02e92a5b (__TEXT,__text) external _glWeightbvARB
00007ffb02e92ad7 (__TEXT,__text) external _glWeightdvARB
00007ffb02e92ab8 (__TEXT,__text) external _glWeightfvARB
00007ffb02e92a99 (__TEXT,__text) external _glWeightivARB
00007ffb02e92a7a (__TEXT,__text) external _glWeightsvARB
00007ffb02e92af6 (__TEXT,__text) external _glWeightubvARB
00007ffb02e92b34 (__TEXT,__text) external _glWeightuivARB
00007ffb02e92b15 (__TEXT,__text) external _glWeightusvARB
00007ffb02e8ec38 (__TEXT,__text) external _glWindowPos2d
00007ffb02e93203 (__TEXT,__text) external _glWindowPos2dARB
00007ffb02e8ec52 (__TEXT,__text) external _glWindowPos2dv
00007ffb02e9321d (__TEXT,__text) external _glWindowPos2dvARB
00007ffb02e8ec6f (__TEXT,__text) external _glWindowPos2f
00007ffb02e9323a (__TEXT,__text) external _glWindowPos2fARB
00007ffb02e8ec89 (__TEXT,__text) external _glWindowPos2fv
00007ffb02e93254 (__TEXT,__text) external _glWindowPos2fvARB
00007ffb02e8eca6 (__TEXT,__text) external _glWindowPos2i
00007ffb02e93271 (__TEXT,__text) external _glWindowPos2iARB
00007ffb02e8ecc4 (__TEXT,__text) external _glWindowPos2iv
00007ffb02e9328f (__TEXT,__text) external _glWindowPos2ivARB
00007ffb02e8ece1 (__TEXT,__text) external _glWindowPos2s
00007ffb02e932ac (__TEXT,__text) external _glWindowPos2sARB
00007ffb02e8ecff (__TEXT,__text) external _glWindowPos2sv
00007ffb02e932ca (__TEXT,__text) external _glWindowPos2svARB
00007ffb02e8ed1c (__TEXT,__text) external _glWindowPos3d
00007ffb02e932e7 (__TEXT,__text) external _glWindowPos3dARB
00007ffb02e8ed36 (__TEXT,__text) external _glWindowPos3dv
00007ffb02e93301 (__TEXT,__text) external _glWindowPos3dvARB
00007ffb02e8ed53 (__TEXT,__text) external _glWindowPos3f
00007ffb02e9331e (__TEXT,__text) external _glWindowPos3fARB
00007ffb02e8ed6d (__TEXT,__text) external _glWindowPos3fv
00007ffb02e93338 (__TEXT,__text) external _glWindowPos3fvARB
00007ffb02e8ed8a (__TEXT,__text) external _glWindowPos3i
00007ffb02e93355 (__TEXT,__text) external _glWindowPos3iARB
00007ffb02e8edab (__TEXT,__text) external _glWindowPos3iv
00007ffb02e93376 (__TEXT,__text) external _glWindowPos3ivARB
00007ffb02e8edc8 (__TEXT,__text) external _glWindowPos3s
00007ffb02e93393 (__TEXT,__text) external _glWindowPos3sARB
00007ffb02e8ede9 (__TEXT,__text) external _glWindowPos3sv
00007ffb02e933b4 (__TEXT,__text) external _glWindowPos3svARB
00007ffb43141f20 (__DATA_DIRTY,__common) external _gll_noop
