                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
0000000190c33ed4 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
0000000190c3079c (__TEXT,__text) external _profile_get_values
0000000190c30f28 (__TEXT,__text) external _profile_init
0000000190c3114c (__TEXT,__text) external _profile_init_path
0000000190c31300 (__TEXT,__text) external _profile_is_modified
0000000190c32a5c (__TEXT,__text) non-external (was a private external) _profile_is_node_final
0000000190c312a0 (__TEXT,__text) external _profile_is_writable
0000000190c30e6c (__TEXT,__text) external _profile_iterator
0000000190c30e64 (__TEXT,__text) external _profile_iterator_create
0000000190c30e68 (__TEXT,__text) external _profile_iterator_free
0000000190c2fd20 (__TEXT,__text) non-external (was a private external) _profile_library_initializer
0000000190c306e4 (__TEXT,__text) non-external (was a private external) _profile_lock_global
0000000190c32a30 (__TEXT,__text) non-external (was a private external) _profile_make_node_final
0000000190c2fd68 (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
0000000190c32d94 (__TEXT,__text) non-external (was a private external) _profile_node_iterator
0000000190c36548 (__TEXT,__text) non-external _profile_node_iterator.cold.1
0000000190c32c88 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
0000000190c32d4c (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
0000000190c2fe10 (__TEXT,__text) non-external (was a private external) _profile_open_file
0000000190c31464 (__TEXT,__text) non-external (was a private external) _profile_parse_file
0000000190c3102c (__TEXT,__text) external _profile_release
0000000190c30f24 (__TEXT,__text) external _profile_release_string
0000000190c33148 (__TEXT,__text) non-external (was a private external) _profile_remove_node
0000000190c331f0 (__TEXT,__text) non-external (was a private external) _profile_rename_node
0000000190c323e4 (__TEXT,__text) external _profile_rename_section
0000000190c33184 (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
0000000190c306f0 (__TEXT,__text) non-external (was a private external) _profile_unlock_global
0000000190c30128 (__TEXT,__text) non-external (was a private external) _profile_update_file_data
0000000190c3651c (__TEXT,__text) non-external _profile_update_file_data.cold.1
0000000190c320b4 (__TEXT,__text) external _profile_update_relation
0000000190c32820 (__TEXT,__text) non-external (was a private external) _profile_verify_node
0000000190c31a90 (__TEXT,__text) non-external (was a private external) _profile_write_tree_file
0000000190c31ecc (__TEXT,__text) non-external (was a private external) _profile_write_tree_to_buffer
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
0000000190c33d28 (__TEXT,__text) external _put_svc_key
0000000190c33d58 (__TEXT,__text) external _read_service_key
                 (undefined) external _realloc (from libSystem)
0000000190c2989c (__TEXT,__text) external _remove_error_table
                 (undefined) external _rename (from libSystem)
                 (undefined) external _reset_com_err_hook (from Heimdal)
                 (indirect) external _reset_com_err_hook (for _reset_com_err_hook)
0000000190c321fc (__TEXT,__text) non-external _rw_setup
                 (undefined) external _set_com_err_hook (from Heimdal)
                 (indirect) external _set_com_err_hook (for _set_com_err_hook)
0000000190c32050 (__TEXT,__text) non-external _skip_over_blanks
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00000001d7d858b8 (__AUTH,__data) non-external (was a private external) _string_functions
0000000190c298e4 (__TEXT,__text) non-external _string_release
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strptime (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sync (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _time (from libSystem)
0000000190c33d88 (__TEXT,__text) external _tkt_string
                 (undefined) external _unlink (from libSystem)
0000000190c298ac (__TEXT,__text) non-external (was a private external) _update_time
                 (undefined) external _vsyslog (from libSystem)
0000000190c38b88 (__TEXT,__const) non-external _whichfields_flags
0000000190c30478 (__TEXT,__text) non-external _write_data_to_file
