00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800afce8a (__TEXT,__text) external _processor_set_policy_control
00007ff800afcb16 (__TEXT,__text) external _processor_set_policy_disable
00007ff800afca27 (__TEXT,__text) external _processor_set_policy_enable
00007ff800afcfd7 (__TEXT,__text) external _processor_set_stack_usage
00007ff800afc6b2 (__TEXT,__text) external _processor_set_statistics
00007ff800afcc06 (__TEXT,__text) external _processor_set_tasks
00007ff800afd30c (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800afcd48 (__TEXT,__text) external _processor_set_threads
00007ff800afd453 (__TEXT,__text) external _processor_start
00007ff800aed924 (__TEXT,__text) external _pselect
00007ff800aef535 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff800ae592d (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800aedab9 (__TEXT,__text) external _pselect$NOCANCEL
00007ff800adfaf4 (__TEXT,__text) external _pthread_getugid_np
00007ff800ae078c (__TEXT,__text) external _pthread_setugid_np
00007ff800ae0450 (__TEXT,__text) external _ptrace
00007ff800ae1a14 (__TEXT,__text) external _pwrite
00007ff800ae0474 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800ae1a2c (__TEXT,__text) external _pwritev
00007ff800ae048c (__TEXT,__text) external _pwritev$NOCANCEL
00007ff800ae532c (__TEXT,__text) external _quota
00007ff800ae1a44 (__TEXT,__text) external _quotactl
00007ff800ae1a5c (__TEXT,__text) external _read
00007ff800ae04a4 (__TEXT,__text) external _read$NOCANCEL
00007ff800ae1a74 (__TEXT,__text) external _readlink
00007ff800ae1a8c (__TEXT,__text) external _readlinkat
00007ff800ae1aa4 (__TEXT,__text) external _readv
00007ff800ae04bc (__TEXT,__text) external _readv$NOCANCEL
00007ff800ae3800 (__TEXT,__text) external _reboot
00007ff800ae3807 (__TEXT,__text) external _reboot_np
00007ff800aed8f0 (__TEXT,__text) external _record_system_event_as_kernel
00007ff800ae0504 (__TEXT,__text) external _recvfrom
00007ff800ae051c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800ae0534 (__TEXT,__text) external _recvmsg
00007ff800ae054c (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800ae1abc (__TEXT,__text) external _recvmsg_x
00007ff800ae1ad4 (__TEXT,__text) external _register_uexc_handler
00007ff800ae1aec (__TEXT,__text) external _removexattr
00007ff800aef50a (__TEXT,__text) external _rename
00007ff800ae7c79 (__TEXT,__text) external _rename_ext
00007ff800ae3908 (__TEXT,__text) external _renameat
00007ff800ae7c38 (__TEXT,__text) external _renameatx_np
00007ff800ae7c4f (__TEXT,__text) external _renamex_np
00007ff800ae1b04 (__TEXT,__text) external _revoke
00007ff800aeef08 (__TEXT,__text) external _rmdir
00007ff800ae1b1c (__TEXT,__text) external _searchfs
00007ff800aed8f5 (__TEXT,__text) external _select
00007ff800ae05c4 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800ae05dc (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800aeda8a (__TEXT,__text) external _select$NOCANCEL
00007ff800ae1b34 (__TEXT,__text) external _sem_close
00007ff800aed1b9 (__TEXT,__text) external _sem_destroy
00007ff800aed1dc (__TEXT,__text) external _sem_getvalue
00007ff800aed1ff (__TEXT,__text) external _sem_init
00007ff800ae05f4 (__TEXT,__text) external _sem_open
00007ff800ae1b4c (__TEXT,__text) external _sem_post
00007ff800ae1b64 (__TEXT,__text) external _sem_trywait
00007ff800ae1b7c (__TEXT,__text) external _sem_unlink
00007ff800ae1b94 (__TEXT,__text) external _sem_wait
00007ff800ae060c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800affb83 (__TEXT,__text) external _semaphore_create
00007ff800affcbd (__TEXT,__text) external _semaphore_destroy
00007ff800ae5641 (__TEXT,__text) external _semaphore_signal
00007ff800ae5646 (__TEXT,__text) external _semaphore_signal_all
00007ff800adef34 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff800ae564b (__TEXT,__text) external _semaphore_signal_thread
00007ff800adef40 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff800adef28 (__TEXT,__text) external _semaphore_signal_trap
00007ff800ae5655 (__TEXT,__text) external _semaphore_timedwait
00007ff800ae5666 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff800adef70 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff800adef64 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800ae5650 (__TEXT,__text) external _semaphore_wait
00007ff800ae5661 (__TEXT,__text) external _semaphore_wait_signal
00007ff800adef58 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff800adef4c (__TEXT,__text) external _semaphore_wait_trap
00007ff800ae0624 (__TEXT,__text) external _semctl
00007ff800ae1bac (__TEXT,__text) external _semget
00007ff800ae1bc4 (__TEXT,__text) external _semop
00007ff800ae063c (__TEXT,__text) external _semsys
00007ff800ae1bdc (__TEXT,__text) external _sendfile
00007ff800ae0684 (__TEXT,__text) external _sendmsg
00007ff800ae069c (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800ae1bf4 (__TEXT,__text) external _sendmsg_x
00007ff800ae06b4 (__TEXT,__text) external _sendto
00007ff800ae06cc (__TEXT,__text) external _sendto$NOCANCEL
00007ff800ae06e4 (__TEXT,__text) external _setattrlist
00007ff800ae1c0c (__TEXT,__text) external _setattrlistat
00007ff800af1572 (__TEXT,__text) external _setaudit
00007ff800ae1c24 (__TEXT,__text) external _setaudit_addr
00007ff800ae1c3c (__TEXT,__text) external _setauid
00007ff800ae1c54 (__TEXT,__text) external _setegid
00007ff800ae1c6c (__TEXT,__text) external _seteuid
00007ff800ae1c84 (__TEXT,__text) external _setgid
00007ff800ae1c9c (__TEXT,__text) external _setgroups
00007ff800ae58dd (__TEXT,__text) external _setiopolicy_np
00007ff800ae1cb4 (__TEXT,__text) external _setitimer
00007ff800ae1ccc (__TEXT,__text) external _setpgid
00007ff800ae9bd0 (__TEXT,__text) external _setpriority
00007ff800ae1ce4 (__TEXT,__text) external _setprivexec
00007ff800ae5347 (__TEXT,__text) external _setquota
00007ff800ae072c (__TEXT,__text) external _setregid
00007ff800ae0744 (__TEXT,__text) external _setreuid
00007ff800aedc1f (__TEXT,__text) external _setrlimit
00007ff800ae0774 (__TEXT,__text) external _setsgroups_np
00007ff800ae1cfc (__TEXT,__text) external _setsid
00007ff800ae1d14 (__TEXT,__text) external _setsockopt
00007ff800ae1d2c (__TEXT,__text) external _setuid
00007ff800ae07d4 (__TEXT,__text) external _setwgroups_np
00007ff800ae1d44 (__TEXT,__text) external _setxattr
00007ff800aea1e2 (__TEXT,__text) external _sfi_get_class_offtime
00007ff800aea203 (__TEXT,__text) external _sfi_process_get_flags
00007ff800aea1f3 (__TEXT,__text) external _sfi_process_set_flags
00007ff800aea1d1 (__TEXT,__text) external _sfi_set_class_offtime
00007ff800ae084c (__TEXT,__text) external _shm_open
00007ff800ae1d5c (__TEXT,__text) external _shm_unlink
00007ff800ae1d74 (__TEXT,__text) external _shmat
00007ff800ae0864 (__TEXT,__text) external _shmctl
00007ff800ae1d8c (__TEXT,__text) external _shmdt
00007ff800ae1da4 (__TEXT,__text) external _shmget
00007ff800ae087c (__TEXT,__text) external _shmsys
00007ff800ae1dbc (__TEXT,__text) external _shutdown
00007ff800ae1dd4 (__TEXT,__text) external _sigpending
00007ff800ae1dec (__TEXT,__text) external _sigprocmask
00007ff800aeed67 (__TEXT,__text) external _sigsuspend
00007ff800aedc2a (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800ae1e04 (__TEXT,__text) external _socket
00007ff800ae1e1c (__TEXT,__text) external _socket_delegate
00007ff800ae0924 (__TEXT,__text) external _socketpair
00007ff800ae9a59 (__TEXT,__text) external _stackshot_capture_with_config
00007ff800ae99d6 (__TEXT,__text) external _stackshot_config_create
00007ff800ae9b7d (__TEXT,__text) external _stackshot_config_dealloc
00007ff800ae9b35 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff800ae9ac7 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff800ae9ad4 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff800ae9b01 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff800ae9a47 (__TEXT,__text) external _stackshot_config_set_flags
00007ff800ae9b1a (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff800ae9a37 (__TEXT,__text) external _stackshot_config_set_pid
00007ff800ae9ae9 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800ae1e34 (__TEXT,__text) external _stat
00007ff800ae1e34 (__TEXT,__text) external _stat64
00007ff800ae1e4c (__TEXT,__text) external _statfs
00007ff800ae1e4c (__TEXT,__text) external _statfs64
00007ff8400a5308 (__DATA,__bss) non-external _supported
00007ff800ae1e64 (__TEXT,__text) external _swapon
00007ff800adf030 (__TEXT,__text) external _swtch
00007ff800adf024 (__TEXT,__text) external _swtch_pri
00007ff800ae1e7c (__TEXT,__text) external _symlink
00007ff800ae1e94 (__TEXT,__text) external _symlinkat
00007ff800ae1eac (__TEXT,__text) external _sync
00007ff800ae0984 (__TEXT,__text) external _syscall
00007ff800adf03c (__TEXT,__text) external _syscall_thread_switch
00007ff800aea1c0 (__TEXT,__text) external _system_get_sfi_window
00007ff800ae1ec4 (__TEXT,__text) external _system_override
00007ff800aea1af (__TEXT,__text) external _system_set_sfi_window
00007ff800b0090a (__TEXT,__text) external _task_assign
00007ff800b00a09 (__TEXT,__text) external _task_assign_default
00007ff800afe354 (__TEXT,__text) external _task_create
00007ff800b029bd (__TEXT,__text) external _task_create_identity_token
00007ff800b02c1e (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff800adee50 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800b028c0 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff800adefb8 (__TEXT,__text) external _task_for_pid
00007ff800b01965 (__TEXT,__text) external _task_generate_corpse
00007ff800b00af8 (__TEXT,__text) external _task_get_assignment
00007ff800b01de1 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800b00444 (__TEXT,__text) external _task_get_emulation_vector
00007ff800b02587 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800aff438 (__TEXT,__text) external _task_get_exception_ports
00007ff800b02d0d (__TEXT,__text) external _task_get_exception_ports_info
00007ff800b015e6 (__TEXT,__text) external _task_get_mach_voucher
00007ff800afee1a (__TEXT,__text) external _task_get_special_port
00007ff800b00df5 (__TEXT,__text) external _task_get_state
00007ff800b02ae0 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff800afe902 (__TEXT,__text) external _task_info
00007ff800b023e1 (__TEXT,__text) external _task_inspect
00007ff800ae1edc (__TEXT,__text) external _task_inspect_for_pid
00007ff800b01a88 (__TEXT,__text) external _task_map_corpse_info
00007ff800b02294 (__TEXT,__text) external _task_map_corpse_info_64
00007ff800b03265 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff800adefac (__TEXT,__text) external _task_name_for_pid
00007ff800b001fc (__TEXT,__text) external _task_policy
00007ff800affef5 (__TEXT,__text) external _task_policy_get
00007ff800affdba (__TEXT,__text) external _task_policy_set
00007ff800b01484 (__TEXT,__text) external _task_purgable_info
00007ff800ae1ef4 (__TEXT,__text) external _task_read_for_pid
00007ff800b0212a (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800b01bd9 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800b0202f (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800b01f30 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800b073de (__TEXT,__text) external _task_restartable_ranges_register
00007ff800b07542 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff800afed35 (__TEXT,__text) external _task_resume
00007ff800b0139f (__TEXT,__text) external _task_resume2
00007ff800b000ff (__TEXT,__text) external _task_sample
00007ff800ae5684 (__TEXT,__text) external _task_self_
00007ff800adeef8 (__TEXT,__text) external _task_self_trap
00007ff800b03073 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800b0035c (__TEXT,__text) external _task_set_emulation
00007ff800b0058b (__TEXT,__text) external _task_set_emulation_vector
00007ff800b026ac (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800aff334 (__TEXT,__text) external _task_set_exception_ports
00007ff800afeaea (__TEXT,__text) external _task_set_info
00007ff800b01724 (__TEXT,__text) external _task_set_mach_voucher
00007ff800b01148 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800b00c1b (__TEXT,__text) external _task_set_policy
00007ff800af0b08 (__TEXT,__text) external _task_set_port_space
00007ff800b0068f (__TEXT,__text) external _task_set_ras_pc
00007ff800afef58 (__TEXT,__text) external _task_set_special_port
00007ff800b00fdf (__TEXT,__text) external _task_set_state
00007ff800afec50 (__TEXT,__text) external _task_suspend
00007ff800b0127c (__TEXT,__text) external _task_suspend2
00007ff800aff6b5 (__TEXT,__text) external _task_swap_exception_ports
00007ff800b01821 (__TEXT,__text) external _task_swap_mach_voucher
00007ff800afe49c (__TEXT,__text) external _task_terminate
00007ff800b03162 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800b02f76 (__TEXT,__text) external _task_test_sync_upcall
00007ff800afe581 (__TEXT,__text) external _task_threads
00007ff800b01cdd (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800b00777 (__TEXT,__text) external _task_zone_info
00007ff800ae9f99 (__TEXT,__text) external _terminate_with_payload
00007ff800ae9f7a (__TEXT,__text) external _terminate_with_reason
00007ff800b03d07 (__TEXT,__text) external _thread_abort
00007ff800b03dec (__TEXT,__text) external _thread_abort_safely
00007ff800b05095 (__TEXT,__text) external _thread_assign
00007ff800b05192 (__TEXT,__text) external _thread_assign_default
00007ff800b058ab (__TEXT,__text) external _thread_convert_thread_state
00007ff800aff057 (__TEXT,__text) external _thread_create
00007ff800aff17a (__TEXT,__text) external _thread_create_running
00007ff800b03ed1 (__TEXT,__text) external _thread_depress_abort
00007ff800af0bdd (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800b05277 (__TEXT,__text) external _thread_get_assignment
00007ff800b04503 (__TEXT,__text) external _thread_get_exception_ports
00007ff800b05af2 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800b0552c (__TEXT,__text) external _thread_get_mach_voucher
00007ff800ae79ac (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800b03fb6 (__TEXT,__text) external _thread_get_special_port
00007ff800adeff4 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800b037ea (__TEXT,__text) external _thread_get_state
00007ff800b041f3 (__TEXT,__text) external _thread_info
00007ff800ae78d9 (__TEXT,__text) external _thread_policy
00007ff800b04c9f (__TEXT,__text) external _thread_policy_get
00007ff800ae791a (__TEXT,__text) external _thread_policy_set
00007ff800b03c22 (__TEXT,__text) external _thread_resume
00007ff800b04ea9 (__TEXT,__text) external _thread_sample
00007ff800adeeec (__TEXT,__text) external _thread_self_trap
00007ff800ae1f0c (__TEXT,__text) external _thread_selfcounts
00007ff800b043ff (__TEXT,__text) external _thread_set_exception_ports
00007ff800b0566a (__TEXT,__text) external _thread_set_mach_voucher
00007ff800ae795b (__TEXT,__text) external _thread_set_policy
00007ff800b040f4 (__TEXT,__text) external _thread_set_special_port
00007ff800b039d4 (__TEXT,__text) external _thread_set_state
00007ff800b03b3d (__TEXT,__text) external _thread_suspend
00007ff800b04780 (__TEXT,__text) external _thread_swap_exception_ports
00007ff800b05767 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800ae5591 (__TEXT,__text) external _thread_switch
00007ff800b033b2 (__TEXT,__text) external _thread_terminate
00007ff800af2fd6 (__TEXT,__text) external _thread_wire
00007ff800b08a50 (__TEXT,__const) non-external _times_now
00007ff800ae1f24 (__TEXT,__text) external _tracker_action
00007ff800ae1f3c (__TEXT,__text) external _truncate
00007ff800ae1f54 (__TEXT,__text) external _umask
00007ff800ae1f6c (__TEXT,__text) external _undelete
00007ff800ae1f84 (__TEXT,__text) external _ungraftdmg
00007ff800aeed7a (__TEXT,__text) external _unlink
00007ff800ae38e2 (__TEXT,__text) external _unlinkat
00007ff800ae1f9c (__TEXT,__text) external _unmount
00007ff800ae1fb4 (__TEXT,__text) external _usrctl
00007ff800ae7809 (__TEXT,__text) external _utimensat
00007ff800ae1fcc (__TEXT,__text) external _utimes
00007ff800ae1fe4 (__TEXT,__text) external _vfs_purge
00007ff800af106a (__TEXT,__text) external _vm_allocate
00007ff800af30d5 (__TEXT,__text) external _vm_allocate_cpm
00007ff800b06519 (__TEXT,__text) external _vm_behavior_set
00007ff800b06216 (__TEXT,__text) external _vm_copy
00007ff800af1099 (__TEXT,__text) external _vm_deallocate
00007ff800b05d5b (__TEXT,__text) external _vm_inherit
00007ff8400a4c38 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400a4c40 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400a4c30 (__DATA,__common) external _vm_kernel_page_size
00007ff800b06787 (__TEXT,__text) external _vm_machine_attribute
00007ff800af12f1 (__TEXT,__text) external _vm_map
00007ff800b06a2c (__TEXT,__text) external _vm_map_page_query
00007ff800b0642d (__TEXT,__text) external _vm_msync
00007ff8400a4c48 (__DATA,__common) external _vm_page_mask
00007ff8400a4c50 (__DATA,__common) external _vm_page_shift
00007ff8400a4c68 (__DATA,__common) external _vm_page_size
00007ff800ae1ffc (__TEXT,__text) external _vm_pressure_monitor
00007ff800af109e (__TEXT,__text) external _vm_protect
00007ff800af151b (__TEXT,__text) external _vm_purgable_control
00007ff800af148a (__TEXT,__text) external _vm_read
00007ff800b05f99 (__TEXT,__text) external _vm_read_list
00007ff800b06302 (__TEXT,__text) external _vm_read_overwrite
00007ff800b06d9a (__TEXT,__text) external _vm_region_64
00007ff800b06b75 (__TEXT,__text) external _vm_region_recurse_64
00007ff800af1378 (__TEXT,__text) external _vm_remap
00007ff800af1401 (__TEXT,__text) external _vm_remap_new
00007ff800af2ed0 (__TEXT,__text) external _vm_wire
00007ff800b06118 (__TEXT,__text) external _vm_write
00007ff800ae20ec (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff800ae20d9 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800ae2106 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff800ae20c4 (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400a4c20 (__DATA,__common) external _vprintf_stderr_func
00007ff800ae0b2c (__TEXT,__text) external _wait4
00007ff800ae2014 (__TEXT,__text) external _waitid
00007ff800ae0b44 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800aef491 (__TEXT,__text) external _work_interval_copy_port
00007ff800aeef1f (__TEXT,__text) external _work_interval_create
00007ff800aef32b (__TEXT,__text) external _work_interval_destroy
00007ff800aef01c (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff800aef131 (__TEXT,__text) external _work_interval_instance_alloc
00007ff800aef199 (__TEXT,__text) external _work_interval_instance_clear
00007ff800aef2c3 (__TEXT,__text) external _work_interval_instance_finish
00007ff800aef1ad (__TEXT,__text) external _work_interval_instance_free
00007ff800aef201 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800aef1e3 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800aef1f2 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800aef210 (__TEXT,__text) external _work_interval_instance_get_id
00007ff800aef1d4 (__TEXT,__text) external _work_interval_instance_get_start
00007ff800aef215 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800aef1cf (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800aef1c5 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800aef1ca (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800aef1c0 (__TEXT,__text) external _work_interval_instance_set_start
00007ff800aef231 (__TEXT,__text) external _work_interval_instance_start
00007ff800aef276 (__TEXT,__text) external _work_interval_instance_update
00007ff800aef403 (__TEXT,__text) external _work_interval_join
00007ff800aef44a (__TEXT,__text) external _work_interval_join_port
00007ff800aef481 (__TEXT,__text) external _work_interval_leave
00007ff800aef087 (__TEXT,__text) external _work_interval_notify
00007ff800aef0f6 (__TEXT,__text) external _work_interval_notify_simple
00007ff800ae202c (__TEXT,__text) external _write
00007ff800ae0ba4 (__TEXT,__text) external _write$NOCANCEL
00007ff800ae2044 (__TEXT,__text) external _writev
00007ff800ae0bbc (__TEXT,__text) external _writev$NOCANCEL
