00007ff80b594510 (__TEXT,__const) non-external _A1_Table
00007ff843d5b440 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendMultiply_RGBA8888.vPremultipliedAlphaBlendMultiply_RGBA8888_CV
00007ff80aaf29d0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
00007ff843d5b448 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendScreen_RGBA8888.vPremultipliedAlphaBlendScreen_RGBA8888_CV
00007ff80aa85f50 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
00007ff843d5ae68 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888.vPremultipliedAlphaBlendWithPermute_ARGB8888_CV
00007ff80aa729a0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
00007ff843d5ae70 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888.vPremultipliedAlphaBlendWithPermute_RGBA8888_CV
00007ff80aaf1c00 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
00007ff843d5b428 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGB8888.vAlpha_Blend_Premultiplied_ARGB_8888_CV
00007ff80aaf2100 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
00007ff843d5b430 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGBFFFF.vAlpha_Blend_Premultiplied_ARGB_FFFF_CV
00007ff80aaf1e80 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
00007ff843d5ae60 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_BGRA8888.vAlpha_Blend_Premultiplied_BGRA_8888_CV
00007ff80aaf2380 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
00007ff843d5b438 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_BGRAFFFF.vAlpha_Blend_Premultiplied_BGRA_FFFF_CV
00007ff80aaf16a0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
00007ff843d5b418 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_Planar8.vAlpha_Blend_Premultiplied_Planar_UInt8_CV
00007ff80aaf1950 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
00007ff843d5b420 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_PlanarF.vAlpha_Blend_Premultiplied_Planar_Float_CV
00007ff80aaf3690 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
00007ff843d5b470 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGB8888.vConst_Alpha_Blend_Premultiplied_ARGB_8888_CV_new
00007ff80aaf3930 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
00007ff843d5b478 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGBFFFF.vConst_Alpha_Blend_Premultiplied_ARGB_FFFF_CV
00007ff80aaf30c0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
00007ff843d5b460 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_Planar8.vConst_Alpha_Blend_Premultiplied_Planar_UInt8_CV_new
00007ff80aaf33a0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
00007ff843d5b468 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_PlanarF.vConst_Alpha_Blend_Premultiplied_Planar_Float_CV
00007ff80aaf4de0 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
00007ff843d5b4b8 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16Q12.vPremultiplyData_ARGB16Q12
00007ff80aaf4ba0 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
00007ff843d5b4b0 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16U.vPremultiplyData_ARGB16U_CV
00007ff80aa73570 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
00007ff843d5ae78 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB8888.vPremultiplyData_ARGB8888_CV
00007ff80aaf41c0 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
00007ff843d5b490 (__DATA,__bss) non-external _vImagePremultiplyData_ARGBFFFF.vPremultiplyData_ARGBFFFF_CV
00007ff80ac82a90 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
00007ff80ab757d0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX
00007ff80aca2610 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX2
00007ff80ad0ea50 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_SSE4_1
00007ff80ac82ab0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_resolver
00007ff80ac89080 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_scalar
00007ff843d5ad38 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_vec
00007ff80ac82a30 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
00007ff80ab75180 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_AVX
00007ff80aca2040 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_AVX2
00007ff80ad0e560 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_SSE4_1
00007ff80ac82a50 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_resolver
00007ff80ac88df0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_scalar
00007ff843d5ad30 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast_vec
00007ff80ac82b50 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
00007ff80ab76350 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_AVX
00007ff80aca3160 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff80ad0f3e0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_SSE4_1
00007ff80ac82b70 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff80ac89580 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff843d5ad48 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff80ac82af0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
00007ff80ab75e00 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_AVX
00007ff80aca2c60 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_AVX2
00007ff80ad0ef40 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_SSE4_1
00007ff80ac82b10 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_resolver
00007ff80ac89310 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_scalar
00007ff843d5ad40 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast_vec
00007ff80ac829d0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
00007ff80ab74b00 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_AVX
00007ff80aca1a20 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_AVX2
00007ff80ad0df20 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_SSE4_1
00007ff80ac829f0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_resolver
00007ff80ac88bc0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_scalar
00007ff843d5ad28 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst_vec
00007ff80aa8ddf0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
00007ff80ab74450 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_AVX
00007ff80aa8de50 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_AVX2
00007ff80ad0d920 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_SSE4_1
00007ff80aa8de10 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_resolver
00007ff80ac88990 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_scalar
00007ff843d5ad20 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast_vec
00007ff80ac82c10 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
00007ff80ab76ca0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_AVX
00007ff80aca3b00 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_AVX2
00007ff80ad0fd10 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_SSE4_1
00007ff80ac82c30 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_resolver
00007ff80ac89ac0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_scalar
00007ff843d5ad58 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst_vec
00007ff80ac82bb0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
00007ff80ab76820 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_AVX
00007ff80aca3680 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_AVX2
00007ff80ad0f890 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_SSE4_1
00007ff80ac82bd0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_resolver
00007ff80ac89810 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_scalar
00007ff843d5ad50 (__DATA,__data) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast_vec
00007ff80aaf3bd0 (__TEXT,__text) external _vImagePremultiplyData_Planar8
00007ff843d5b480 (__DATA,__bss) non-external _vImagePremultiplyData_Planar8.vPremultiplyData_Planar8_CV
00007ff80aaf3e80 (__TEXT,__text) external _vImagePremultiplyData_PlanarF
00007ff843d5b488 (__DATA,__bss) non-external _vImagePremultiplyData_PlanarF.vPremultiplyData_PlanarF_CV
00007ff80aaf4700 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
00007ff843d5b4a0 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16F.vPremultiplyData_RGBA16F_CV
00007ff80aaab760 (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
00007ff843d5b4c0 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16Q12.vPremultiplyData_RGBA16Q12
00007ff80aaf4960 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
00007ff843d5b4a8 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA16U.vPremultiplyData_RGBA16U_CV
00007ff80aa724a0 (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
00007ff843d5ae80 (__DATA,__bss) non-external _vImagePremultiplyData_RGBA8888.vPremultiplyData_RGBA8888_CV
00007ff80aaf44c0 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
00007ff843d5b498 (__DATA,__bss) non-external _vImagePremultiplyData_RGBAFFFF.vPremultiplyData_RGBAFFFF_CV
00007ff80abff280 (__TEXT,__text) external _vImagePrepareTemplate_RGBAFFFF
00007ff80ac46c80 (__TEXT,__text) non-external _vImageRLD_Float
00007ff80ac463b0 (__TEXT,__text) non-external _vImageRLD_Int
00007ff80acb3050 (__TEXT,__text) external _vImageRemap_Image8U
00007ff843d5bc58 (__DATA,__bss) non-external _vImageRemap_Image8U.vRemapImage_Planar8_fp16_line8
00007ff843d5bc50 (__DATA,__bss) non-external _vImageRemap_Image8U.vRemap_Planar8_fp16_line8
00007ff80ac830f0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
00007ff80ab7bf80 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_AVX
00007ff80aca8de0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_AVX2
00007ff80ad14f40 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_SSE4_1
00007ff80ac83110 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_resolver
00007ff80ac8eb30 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_scalar
00007ff843d5adc0 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst_vec
00007ff80ac83090 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
00007ff80ab7b720 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_AVX
00007ff80aca8580 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_AVX2
00007ff80ad146e0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_SSE4_1
00007ff80ac830b0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_resolver
00007ff80ac8e2d0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_scalar
00007ff843d5adb8 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast_vec
00007ff80ac83030 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
00007ff80ab7ae90 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_AVX
00007ff80aca7cf0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_AVX2
00007ff80ad13e50 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_SSE4_1
00007ff80ac83050 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_resolver
00007ff80ac8da40 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_scalar
00007ff843d5adb0 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst_vec
00007ff80ac82fd0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
00007ff80ab7a610 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_AVX
00007ff80aca7470 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_AVX2
00007ff80ad135d0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_SSE4_1
00007ff80ac82ff0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_resolver
00007ff80ac8d1c0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_scalar
00007ff843d5ada8 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast_vec
00007ff80ac831b0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
00007ff80ab7d130 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_AVX
00007ff80aca9f90 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_AVX2
00007ff80ad160a0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_SSE4_1
00007ff80ac831d0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_resolver
00007ff80ac8fc90 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_scalar
00007ff843d5add0 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst_vec
00007ff80ac83150 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
00007ff80ab7c7f0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_AVX
00007ff80aca9650 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_AVX2
00007ff80ad157b0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_SSE4_1
00007ff80ac83170 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_resolver
00007ff80ac8f3a0 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_scalar
00007ff843d5adc8 (__DATA,__data) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast_vec
00007ff80ac46b90 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
00007ff80ac47bf0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
00007ff80ac46350 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
00007ff80ac46bf0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
00007ff80abeaba0 (__TEXT,__text) external _vImageRotate90_ARGB16F
00007ff80abec260 (__TEXT,__text) external _vImageRotate90_ARGB16S
00007ff843d5ba90 (__DATA,__bss) non-external _vImageRotate90_ARGB16S.vRotate_90_ARGB_16U
00007ff80abeb6c0 (__TEXT,__text) external _vImageRotate90_ARGB16U
00007ff843d5ba88 (__DATA,__bss) non-external _vImageRotate90_ARGB16U.vRotate_90_ARGB_16U
00007ff80abeb1a0 (__TEXT,__text) external _vImageRotate90_ARGB8888
00007ff80abece60 (__TEXT,__text) external _vImageRotate90_ARGBFFFF
00007ff80abea660 (__TEXT,__text) external _vImageRotate90_CbCr16F
00007ff80abfd100 (__TEXT,__text) external _vImageRotate90_CbCr16S
00007ff80abfd0a0 (__TEXT,__text) external _vImageRotate90_CbCr16U
00007ff80abfcfd0 (__TEXT,__text) external _vImageRotate90_CbCr8
00007ff80abfd160 (__TEXT,__text) external _vImageRotate90_CbCrF
00007ff80abea0c0 (__TEXT,__text) external _vImageRotate90_Planar16F
00007ff80abfcf10 (__TEXT,__text) external _vImageRotate90_Planar16S
00007ff80abfce50 (__TEXT,__text) external _vImageRotate90_Planar16U
00007ff843d5ba80 (__DATA,__bss) non-external _vImageRotate90_Planar16U.vRotate_90_Planar_UInt16
00007ff80abe89b0 (__TEXT,__text) external _vImageRotate90_Planar8
00007ff843d5ba78 (__DATA,__bss) non-external _vImageRotate90_Planar8.vRotate_90_Planar_UInt8
00007ff80abe95a0 (__TEXT,__text) external _vImageRotate90_PlanarF
00007ff80abea6c0 (__TEXT,__text) external _vImageRotate_ARGB16F
00007ff80abebd80 (__TEXT,__text) external _vImageRotate_ARGB16S
00007ff80abeb1e0 (__TEXT,__text) external _vImageRotate_ARGB16U
00007ff80abeaca0 (__TEXT,__text) external _vImageRotate_ARGB8888
00007ff80abec940 (__TEXT,__text) external _vImageRotate_ARGBFFFF
00007ff80abea180 (__TEXT,__text) external _vImageRotate_CbCr16F
00007ff80abe9be0 (__TEXT,__text) external _vImageRotate_Planar16F
00007ff80abe84e0 (__TEXT,__text) external _vImageRotate_Planar8
00007ff80abe9090 (__TEXT,__text) external _vImageRotate_PlanarF
00007ff80abf2e40 (__TEXT,__text) external _vImageScale_ARGB16F
00007ff80abf00f0 (__TEXT,__text) external _vImageScale_ARGB16S
00007ff80aab1dd0 (__TEXT,__text) external _vImageScale_ARGB16U
00007ff80aa9d600 (__TEXT,__text) external _vImageScale_ARGB8888
00007ff80abf1c40 (__TEXT,__text) external _vImageScale_ARGBFFFF
00007ff80abf2840 (__TEXT,__text) external _vImageScale_CbCr16F
00007ff80abefaa0 (__TEXT,__text) external _vImageScale_CbCr16U
00007ff80aac1b60 (__TEXT,__text) external _vImageScale_CbCr8
00007ff80abf2240 (__TEXT,__text) external _vImageScale_Planar16F
00007ff80abed480 (__TEXT,__text) external _vImageScale_Planar16S
00007ff80abee190 (__TEXT,__text) external _vImageScale_Planar16U
00007ff80aabc4f0 (__TEXT,__text) external _vImageScale_Planar8
00007ff80abeeea0 (__TEXT,__text) external _vImageScale_PlanarF
00007ff80abf0cd0 (__TEXT,__text) external _vImageScale_XRGB2101010W
00007ff80ab1e370 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
00007ff80ab1e3a0 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
00007ff80aadfeb0 (__TEXT,__text) external _vImageSepConvolve_ARGB8888
00007ff843d5b358 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8bgf
00007ff843d5b360 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8cip
00007ff843d5b350 (__DATA,__bss) non-external _vImageSepConvolve_ARGB8888.vSepConvolveARGB8ext
00007ff80aadc990 (__TEXT,__text) external _vImageSepConvolve_Planar16F
00007ff843d5b2e0 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fbgf
00007ff843d5b2e8 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fcip
00007ff843d5b2d8 (__DATA,__bss) non-external _vImageSepConvolve_Planar16F.vSepConvolve16Fext
00007ff80aaddf10 (__TEXT,__text) external _vImageSepConvolve_Planar16U
00007ff843d5b310 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Ubgf
00007ff843d5b318 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Ucip
00007ff843d5b308 (__DATA,__bss) non-external _vImageSepConvolve_Planar16U.vSepConvolve16Uext
00007ff80aadd460 (__TEXT,__text) external _vImageSepConvolve_Planar8
00007ff843d5b2f8 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8bgf
00007ff843d5b300 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8cip
00007ff843d5b2f0 (__DATA,__bss) non-external _vImageSepConvolve_Planar8.vSepConvolve8ext
00007ff80aadf4b0 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
00007ff843d5b340 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sbgf
00007ff843d5b348 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Scip
00007ff843d5b338 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16S.vSepConvolve8to16Sext
00007ff80aade9d0 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
00007ff843d5b328 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ubgf
00007ff843d5b330 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Ucip
00007ff843d5b320 (__DATA,__bss) non-external _vImageSepConvolve_Planar8to16U.vSepConvolve8to16Uext
00007ff80aadbee0 (__TEXT,__text) external _vImageSepConvolve_PlanarF
00007ff843d5b2c8 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFbgf
00007ff843d5b2d0 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFcip
00007ff843d5b2c0 (__DATA,__bss) non-external _vImageSepConvolve_PlanarF.vSepConvolveFext
00007ff80aae0800 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
00007ff843d5b370 (__DATA,__bss) non-external _vImageSquareBoxConvolve_ARGB8888.vSquareBoxARGB8888
00007ff80aae03e0 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
00007ff843d5b368 (__DATA,__bss) non-external _vImageSquareBoxConvolve_Planar8.vSquareBoxPlanar8
00007ff80ac4d220 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
00007ff80aa6a360 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
00007ff80ac4e6c0 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
00007ff80ab1a520 (__TEXT,__text) external _vImageTableLookUp_ARGB8888
00007ff80ab1a880 (__TEXT,__text) external _vImageTableLookUp_Planar8
00007ff80ab87510 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
00007ff80ab866d0 (__TEXT,__text) external _vImageTentConvolve_Planar8
00007ff80ab17ee0 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
00007ff843d5b5e8 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_Planar16Q12.vTransformHLGLuminanceScaling_Planar16Q12
00007ff80ab17a20 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
00007ff843d5b5e0 (__DATA,__bss) non-external _vImageTransformHLGLuminanceScaling_PlanarF.vTransformHLGLuminanceScaling_PlanarF
00007ff80ab186c0 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
00007ff843d5b5f8 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_Planar16Q12.vTransformHLGSceneReferredMapping_Planar16Q12
00007ff80ab18200 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
00007ff843d5b5f0 (__DATA,__bss) non-external _vImageTransformHLGSceneReferredMapping_PlanarF.vTransformHLGSceneReferredMapping_PlanarF
00007ff80ab18ea0 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
00007ff843d5b608 (__DATA,__bss) non-external _vImageTransformPQToneMapping_Planar16Q12.vTransformPQToneMapping_Planar16Q12
00007ff80ab189e0 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
00007ff843d5b600 (__DATA,__bss) non-external _vImageTransformPQToneMapping_PlanarF.vTransformPQToneMapping_PlanarF
00007ff80ab167c0 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
00007ff843d5b598 (__DATA,__bss) non-external _vImageTransformTRCParametric_Planar16Q12.vTransformTRCParametric_Planar16Q12
00007ff80ab16410 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
00007ff843d5b590 (__DATA,__bss) non-external _vImageTransformTRCParametric_PlanarF.vTransformTRCParametric_PlanarF
00007ff80ab17420 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
00007ff843d5b5c8 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_Planar16Q12.vTransformTRC_HLG_EOTF_Planar16Q12
00007ff80ab17220 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
00007ff843d5b5c0 (__DATA,__bss) non-external _vImageTransformTRC_HLG_EOTF_PlanarF.vTransformTRC_HLG_EOTF_PlanarF
