000000028319bd30 (__TEXT,__text) external _AAAFSCGetMetadata
0000000283180a2c (__TEXT,__text) non-external _stateGetEntryData
000000028319575c (__TEXT,__text) non-external _stateLoadEntryHeader
0000000283180c1c (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000028315dd7c (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
00000002831a71a8 (__TEXT,__text) non-external _storeCachePos
000000028319e084 (__TEXT,__text) non-external _storeChunkOffsets
000000028315ed68 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000028315c0dc (__TEXT,__text) non-external _streamAbort
000000028317357c (__TEXT,__text) non-external _streamAbort
000000028315bf88 (__TEXT,__text) non-external _streamClose
0000000283173268 (__TEXT,__text) non-external _streamClose
000000028313a004 (__TEXT,__text) non-external _streamConsumerProc
0000000283173d0c (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000028315c0fc (__TEXT,__text) non-external _streamPRead
000000028317359c (__TEXT,__text) non-external _streamPWrite
000000028315cfb0 (__TEXT,__text) non-external _streamProc
00000002831a42e0 (__TEXT,__text) non-external _streamProc
000000028315c4dc (__TEXT,__text) non-external _streamRead
000000028315c4fc (__TEXT,__text) non-external _streamSeek
000000028313a0e0 (__TEXT,__text) non-external _streamThreadProc
0000000283139f64 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000028315217c (__TEXT,__text) non-external _stringTableIndexCompareProc
0000000283151ca0 (__TEXT,__text) non-external _stringTableReserve
000000028319b6a4 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00000002831959b0 (__TEXT,__text) non-external _subArchiveCreate
0000000283195f54 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000028318e9c4 (__TEXT,__text) non-external _tarParseInt
000000028316bbd8 (__TEXT,__text) non-external _tempStreamCancel
000000028316bb40 (__TEXT,__text) non-external _tempStreamClose
000000028316bc1c (__TEXT,__text) non-external _tempStreamPRead
000000028316be64 (__TEXT,__text) non-external _tempStreamPWrite
000000028316bbec (__TEXT,__text) non-external _tempStreamRead
000000028316bdd4 (__TEXT,__text) non-external _tempStreamSeek
000000028316c0b4 (__TEXT,__text) non-external _tempStreamTruncate
000000028316be34 (__TEXT,__text) non-external _tempStreamWrite
0000000283158a3c (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000028315877c (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00000002831a1bd0 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
0000000283164e74 (__TEXT,__text) non-external _threadWrapperProc
000000028313f2a8 (__TEXT,__text) non-external _treeAdd
000000028313ebc0 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000028313eeec (__TEXT,__text) non-external _treeRebalance
000000028313fd54 (__TEXT,__text) non-external _treeRotateLeft
000000028313fc24 (__TEXT,__text) non-external _treeRotateRight
000000028313f178 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
0000000283179acc (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000028315f048 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00000002831619e0 (__TEXT,__text) non-external _updateFromHeader
000000028316493c (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
0000000283164984 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000028318abf8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00000002831375e0 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
0000000283136a20 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000028313736c (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
0000000283136d6c (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000028316b2a0 (__TEXT,__text) non-external _verifySegment
0000000283178a80 (__TEXT,__text) non-external _verifySegment
00000002831a4f2c (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
0000000283180d0c (__TEXT,__text) non-external _workerApplyAttr
00000002831375f4 (__TEXT,__text) non-external _workerDataFree
000000028318124c (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000028318113c (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000028314b748 (__TEXT,__text) non-external _workerDestroy
0000000283180994 (__TEXT,__text) non-external _workerDestroy
0000000283180f30 (__TEXT,__text) non-external _workerLoadAndApplyACL
0000000283180ddc (__TEXT,__text) non-external _workerLoadAndApplyXAT
0000000283127b48 (__TEXT,__text) non-external _workerProc
0000000283136514 (__TEXT,__text) non-external _workerProc
000000028314aefc (__TEXT,__text) non-external _workerProc
000000028315e0fc (__TEXT,__text) non-external _workerProc
000000028317e94c (__TEXT,__text) non-external _workerProc
00000002831a418c (__TEXT,__text) non-external _workerProc
0000000283181084 (__TEXT,__text) non-external _workerReserve
0000000283180ae0 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
0000000283162b10 (__TEXT,__text) non-external _writeBlobProc
000000028316255c (__TEXT,__text) non-external _writeHeaderProc
00000002831971dc (__TEXT,__text) non-external _writeOBuf
000000028312d420 (__TEXT,__text) non-external _writeProc
0000000283157654 (__TEXT,__text) non-external _writeProc
0000000283175fb4 (__TEXT,__text) non-external _writeProc
0000000283172f24 (__TEXT,__text) non-external _writerProc
00000002831a531c (__TEXT,__text) non-external (was a private external) _writerProc
