00007ff8439ef580 (__DATA,__data) non-external _.compoundliteral
00007ff80699f920 (__TEXT,__text) non-external _dce
00007ff806993805 (__TEXT,__text) non-external _decorate_condition
00007ff8069901b0 (__TEXT,__text) non-external _decorate_operation
00007ff8069abe76 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff8406c6e80 (__DATA_CONST,__const) non-external _dispatch_table
00007ff80699b7fe (__TEXT,__text) non-external _dump_stack_restore
00007ff80699b77c (__TEXT,__text) non-external _dump_stack_stash
00007ff8069aa8cf (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff80699f7ee (__TEXT,__text) non-external _eliminate_dead_code
00007ff8069ab80c (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff8069a3457 (__TEXT,__text) non-external _emit
00007ff8069a9330 (__TEXT,__text) non-external _emit_bitmask
00007ff8069a4c44 (__TEXT,__text) non-external _emit_buffer
00007ff8069a26ed (__TEXT,__text) non-external _emit_instruction
00007ff8069a9898 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff8069a9299 (__TEXT,__text) non-external _emit_network
00007ff8069a913c (__TEXT,__text) non-external _emit_pattern
00007ff8069a9190 (__TEXT,__text) non-external _emit_regex
00007ff8069a8c3a (__TEXT,__text) non-external _emit_string_table
00007ff8069a9046 (__TEXT,__text) non-external _emit_string_table_reference
00007ff8069a8b7c (__TEXT,__text) non-external _emit_variable_names
00007ff8069aec8f (__TEXT,__text) non-external _enable_profile_flag
00007ff8069a3160 (__TEXT,__text) non-external _encode_address
00007ff806998697 (__TEXT,__text) non-external _end_expression
00007ff80698ec18 (__TEXT,__text) non-external _eqv
00007ff80699f353 (__TEXT,__text) non-external _expand_logical_conditions
00007ff8069ac8a8 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff8069aeec5 (__TEXT,__text) non-external _extends_builtin
00007ff8069ac106 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff806989112 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff8406c91a0 (__DATA_CONST,__const) non-external _filter_info
00007ff806989079 (__TEXT,__text) non-external _find_consecutive_cells
00007ff80698c703 (__TEXT,__text) non-external _find_slot_in_env
00007ff806998ae4 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff8069afe68 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80698814e (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8439ef110 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff8069902eb (__TEXT,__text) non-external _gc
00007ff80698f6b1 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff80698f930 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff8069b385d (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff8069b1a62 (__TEXT,__text) non-external _generate_syscallmask
00007ff80698ead3 (__TEXT,__text) non-external (was a private external) _gensym
00007ff8069b383a (__TEXT,__text) non-external _gensym.cold.1
00007ff80698921d (__TEXT,__text) non-external _get_cell
00007ff8069a33f7 (__TEXT,__text) non-external _get_current_data_address
00007ff80698b1a0 (__TEXT,__text) non-external _inchar
00007ff8069b41b0 (__TEXT,__const) non-external _init_scm
00007ff8069a6d60 (__TEXT,__text) non-external _inspect_iterate_items
00007ff80698e516 (__TEXT,__text) non-external _is_any
00007ff8069a4d4e (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff806995f1e (__TEXT,__text) non-external (was a private external) _is_character
00007ff8069a4ddf (__TEXT,__text) non-external (was a private external) _is_closure
00007ff8069a4e05 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff8069a4e2b (__TEXT,__text) non-external (was a private external) _is_environment
00007ff8069a4db8 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff8069a4dcb (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff80699388a (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff8069b02e5 (__TEXT,__text) non-external _is_implicit_source_name
00007ff8069918b5 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff8069a4df2 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff806991ea8 (__TEXT,__text) non-external _is_nonneg
00007ff8069a60b5 (__TEXT,__text) non-external _is_num_integer
00007ff80698ebae (__TEXT,__text) non-external (was a private external) _is_number
00007ff80698d456 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff8069a4d8f (__TEXT,__text) non-external (was a private external) _is_port
00007ff80699b0d6 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff8069a4da5 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff8069a4e18 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff806991e94 (__TEXT,__text) non-external (was a private external) _is_string
00007ff8069920a7 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff8069a4b83 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff8069918c2 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff806995c72 (__TEXT,__text) non-external _list_cost_estimate
00007ff806995e60 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff806990652 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff80698c507 (__TEXT,__text) non-external _mk_atom
00007ff80699afa9 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff8069a5be0 (__TEXT,__text) non-external _mk_empty_string
00007ff80698fa57 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff80698fa8e (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff806993859 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff8069901f7 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff80698d22a (__TEXT,__text) non-external _mk_sharp_const
00007ff8069a49f6 (__TEXT,__text) non-external _mk_sharp_integer
00007ff8069894a6 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff8069892b6 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff806988f1b (__TEXT,__text) non-external _mk_vector
00007ff8069b38c6 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff8406ca0c0 (__DATA_CONST,__const) non-external _modifier_info
00007ff80699b10f (__TEXT,__text) non-external _move_to_next_node
00007ff8069b0638 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff80699d7bf (__TEXT,__text) non-external _negate_instruction
00007ff8406c9100 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff806989164 (__TEXT,__text) non-external _new_frame_in_env
00007ff80698957f (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff8069c42d0 (__TEXT,__const) non-external _nfBasicCF
00007ff8069c06e0 (__TEXT,__const) non-external _nfTrieHi
00007ff8069c4cd0 (__TEXT,__const) non-external _nfTrieLo
00007ff8069c30f0 (__TEXT,__const) non-external _nfTrieMid
00007ff8069c0d10 (__TEXT,__const) non-external _nfU16InvMasks
00007ff8069c0e20 (__TEXT,__const) non-external _nfU16Seq2
00007ff8069c1a40 (__TEXT,__const) non-external _nfU16Seq3
00007ff8069c1f80 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff8069c2110 (__TEXT,__const) non-external _nfU32Char
00007ff8069c2f90 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff80698ebc4 (__TEXT,__text) non-external _num_eq
00007ff806995ecb (__TEXT,__text) non-external _num_ge
00007ff80699affd (__TEXT,__text) non-external _num_gt
00007ff8069a4be7 (__TEXT,__text) non-external _num_le
00007ff8069a4b97 (__TEXT,__text) non-external _num_lt
00007ff8069a5791 (__TEXT,__text) non-external _num_mod
00007ff8436c5878 (__DATA_DIRTY,__bss) non-external _num_one
00007ff8069a5720 (__TEXT,__text) non-external _num_rem
00007ff8436c5888 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff806991749 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff806989379 (__TEXT,__text) non-external _oblist_add_by_name
00007ff8069892e5 (__TEXT,__text) non-external _oblist_find_by_name
00007ff806998715 (__TEXT,__text) non-external _op_concat
00007ff806998c20 (__TEXT,__text) non-external _operand_release
00007ff8069adf54 (__TEXT,__text) non-external _operation_expand
00007ff8406caa50 (__DATA_CONST,__const) non-external _operation_info
00007ff8406ca400 (__DATA_CONST,__const) non-external _operation_names
00007ff8069ae1f8 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff8069ad7ce (__TEXT,__text) non-external _operator_name
00007ff806998544 (__TEXT,__text) non-external _operator_precedence
00007ff806989d41 (__TEXT,__text) non-external _opexe_0
00007ff8069b38e9 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff8069b390c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff80698c7a4 (__TEXT,__text) non-external _opexe_1
00007ff80698d46c (__TEXT,__text) non-external _opexe_2
00007ff80698e524 (__TEXT,__text) non-external _opexe_3
00007ff80698ed94 (__TEXT,__text) non-external _opexe_4
00007ff80698b394 (__TEXT,__text) non-external _opexe_5
00007ff8069a40a0 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff806991749 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff80699179b (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff80699264b (__TEXT,__text) non-external _parse_pattern
00007ff8069ad69d (__TEXT,__text) non-external _peek_operand
00007ff8069bbb50 (__TEXT,__const) non-external _policy_scm
00007ff8069a95e0 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff8069a98fa (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff8069a8aec (__TEXT,__text) non-external _populate_profile_entry_points
00007ff806990866 (__TEXT,__text) non-external _port_close
00007ff8069a4f57 (__TEXT,__text) non-external _port_from_file
00007ff8069896f4 (__TEXT,__text) non-external _port_from_string
00007ff806991eca (__TEXT,__text) non-external _port_rep_from_file
00007ff8069a90e4 (__TEXT,__text) non-external _previously_emitted_condition
00007ff8069a9b2a (__TEXT,__text) non-external _previously_emitted_data
00007ff8069a6029 (__TEXT,__text) non-external _printatom
00007ff8069a5c65 (__TEXT,__text) non-external _printslashstring
00007ff8406c8420 (__DATA_CONST,__const) non-external _profile_dirs
00007ff8069a8a5c (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff8069a8abc (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff8069a8a8c (__TEXT,__text) non-external _profile_has_message_filters
00007ff80699a8a0 (__TEXT,__text) non-external _push_bytes
00007ff80699931a (__TEXT,__text) non-external _push_byteset
00007ff8069ad788 (__TEXT,__text) non-external _push_byteset_skip
00007ff80699a9fe (__TEXT,__text) non-external _push_jne_instr
00007ff806998590 (__TEXT,__text) non-external _push_literal
00007ff80699ab72 (__TEXT,__text) non-external _push_match_sequence_instr
00007ff8069b16a1 (__TEXT,__text) non-external _push_match_variable_instr
00007ff8069ad6ec (__TEXT,__text) non-external _push_operand
00007ff8069980f0 (__TEXT,__text) non-external _push_operator
00007ff8069b17fd (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff8069b174e (__TEXT,__text) non-external _push_seek_byte_instr
00007ff8069a4e8c (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff8069a4e41 (__TEXT,__text) non-external (was a private external) _putstr
00007ff8069a5f8c (__TEXT,__text) non-external _readsharpstrexp
00007ff80698c449 (__TEXT,__text) non-external _readstr_upto
00007ff8069a5d95 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff8069a34f3 (__TEXT,__text) non-external _record_condition_data
00007ff8069a9bd0 (__TEXT,__text) non-external _record_data_address
00007ff8069a89b2 (__TEXT,__text) non-external _record_enabled_profile_flags
00007ff80699ad55 (__TEXT,__text) non-external _regex_quote
00007ff8069ad84b (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff8069ad740 (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff8069a079e (__TEXT,__text) non-external _reorder_condition
00007ff8069a096f (__TEXT,__text) non-external _reorder_condition_list
00007ff8069ada44 (__TEXT,__text) non-external _reorder_policy
00007ff806995f57 (__TEXT,__text) non-external _reverse
00007ff80698fe5c (__TEXT,__text) non-external (was a private external) _s_cons
00007ff80698f909 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff80698aec4 (__TEXT,__text) non-external _s_save
00007ff8069a39eb (__TEXT,__text) external _sandbox_apply
00007ff8069a3a06 (__TEXT,__text) external _sandbox_apply_container
00007ff8069a675f (__TEXT,__text) external _sandbox_compile_entitlements
00007ff806985980 (__TEXT,__text) external _sandbox_compile_file
00007ff8069858e7 (__TEXT,__text) external _sandbox_compile_named
00007ff8069a466c (__TEXT,__text) external _sandbox_compile_string
00007ff8069a70f8 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff806985780 (__TEXT,__text) external _sandbox_create_params
00007ff8069a74f7 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff8069a3adb (__TEXT,__text) external _sandbox_free_params
00007ff8069a3aa8 (__TEXT,__text) external _sandbox_free_profile
00007ff8069a68a7 (__TEXT,__text) external _sandbox_inspect_pid
00007ff8069a69a9 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff8069a710d (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff8069a75a8 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff8069a6797 (__TEXT,__text) external _sandbox_register_profile
00007ff8069a7941 (__TEXT,__text) external _sandbox_register_sync_root
00007ff8069857e4 (__TEXT,__text) external _sandbox_set_param
00007ff8069a6a29 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff8069a6a41 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff8069a687a (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff8069a6835 (__TEXT,__text) external _sandbox_unregister_profile
00007ff8069a69b4 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff8069a6a11 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff8069a69c3 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff8069a6d4c (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff8069b2e25 (__TEXT,__text) non-external _save_condition
00007ff8069acb5b (__TEXT,__text) non-external _sb_action_iterate
00007ff8069a7c68 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff8069a253d (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff8069a85c7 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff8069a838c (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff8069a8480 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff8069a8502 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff8069a8319 (__TEXT,__text) non-external _sb_bitmask_release
00007ff8069a82c6 (__TEXT,__text) non-external _sb_bitmask_retain
00007ff8069a857d (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff80698818d (__TEXT,__text) non-external _sb_buffer_alloc
00007ff806999689 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff806999721 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff80699ac9d (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff806992c79 (__TEXT,__text) non-external _sb_buffer_release
00007ff806999b11 (__TEXT,__text) non-external _sb_buffer_retain
00007ff8069a860f (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff8069996cc (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff80699910a (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff8069aa884 (__TEXT,__text) non-external _sb_byteset_copy
00007ff80699936a (__TEXT,__text) non-external _sb_byteset_get_population
00007ff8069a201f (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff80699b3cd (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff806999272 (__TEXT,__text) non-external _sb_byteset_negate
00007ff8069990bf (__TEXT,__text) non-external _sb_byteset_new
00007ff80699920b (__TEXT,__text) non-external _sb_byteset_release
00007ff8069991b8 (__TEXT,__text) non-external _sb_byteset_retain
00007ff80699b51c (__TEXT,__text) non-external _sb_byteset_union
00007ff8069aa7a6 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff8069a7b44 (__TEXT,__text) non-external _sb_calloc_typed
00007ff8069aaaef (__TEXT,__text) non-external _sb_condition_bitmask
00007ff8069aaa7c (__TEXT,__text) non-external _sb_condition_boolean
00007ff8069961b1 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff8069a44a0 (__TEXT,__text) non-external _sb_condition_constant
00007ff8069935c4 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff8069ab4bb (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff8069ab36c (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff80699e71c (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff806996464 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff80699da52 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff806996bda (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff8069a31e5 (__TEXT,__text) non-external _sb_condition_is_integer
00007ff8069ab452 (__TEXT,__text) non-external _sb_condition_is_network
00007ff80699e96a (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff806993148 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff8069ab3e0 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff80699eace (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff8069931b3 (__TEXT,__text) non-external _sb_condition_list_append
00007ff80699f07b (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff80699ec93 (__TEXT,__text) non-external _sb_condition_list_copy
00007ff806999c0e (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff8069ab5b0 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff806995beb (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff8069a1b8c (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff806995d63 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff80699f63d (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff806991662 (__TEXT,__text) non-external _sb_condition_list_new
00007ff806991dee (__TEXT,__text) non-external _sb_condition_list_release
00007ff80699ed9c (__TEXT,__text) non-external _sb_condition_list_remove
00007ff80699fe98 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff80699d89c (__TEXT,__text) non-external _sb_condition_negation
00007ff8069a402c (__TEXT,__text) non-external _sb_condition_network
00007ff806992dbb (__TEXT,__text) non-external _sb_condition_new
00007ff806999054 (__TEXT,__text) non-external _sb_condition_pattern
00007ff806993974 (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff806993455 (__TEXT,__text) non-external _sb_condition_release
00007ff8069930c5 (__TEXT,__text) non-external _sb_condition_set_source_info
00007ff806999a47 (__TEXT,__text) non-external _sb_condition_string
00007ff806987db9 (__TEXT,__text) non-external _sb_context_intern_string
00007ff806991ade (__TEXT,__text) non-external _sb_context_release
00007ff806991a66 (__TEXT,__text) non-external _sb_context_release_modification
00007ff806987c9b (__TEXT,__text) non-external _sb_context_retain
00007ff8069ab7bd (__TEXT,__text) non-external _sb_context_retain_modification
00007ff8069abddf (__TEXT,__text) non-external _sb_error_fatal
00007ff8069ac067 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff8069abe86 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff806999537 (__TEXT,__text) non-external _sb_error_new
00007ff8406c9028 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff806999424 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff8069abc63 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff8069abd38 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff8069abcb8 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff806990229 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff806992f76 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff8436c5868 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff8436c5860 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff8069920f8 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff8069ac328 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff8069921f6 (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff806994cb8 (__TEXT,__text) non-external _sb_fsa_copy
00007ff806994b09 (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff806994f16 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff8069a0200 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff8069a00f7 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff8069a826f (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff80699b21e (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff80699b61d (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff80699b173 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff806998fa6 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff8069948b6 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff806994ab6 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff8069a7df7 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff806992b4e (__TEXT,__text) non-external _sb_fsa_release
00007ff806995a2c (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff806992a7b (__TEXT,__text) non-external _sb_fsa_retain
00007ff806994a36 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff80699b058 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff8069880f5 (__TEXT,__text) non-external _sb_hash_compute
00007ff8069a68bf (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff80698829d (__TEXT,__text) non-external _sb_instr_action
00007ff80699389e (__TEXT,__text) non-external _sb_instr_conditional
00007ff8069a2085 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff80699db3d (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff80699d586 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff8069ac5c8 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff806988376 (__TEXT,__text) non-external _sb_instr_new
00007ff8069884b0 (__TEXT,__text) non-external _sb_instr_release
00007ff8069ac3ae (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff80699d76d (__TEXT,__text) non-external _sb_instr_replace
00007ff806988438 (__TEXT,__text) non-external _sb_instr_retain
00007ff8069ac49a (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff80699dca9 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff8069999b2 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff80699fdc1 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff8069a7a8b (__TEXT,__text) non-external _sb_malloc_typed
00007ff806996fae (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff8069918e9 (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff80699195e (__TEXT,__text) non-external _sb_modifiers_release
00007ff8069aca08 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff8069ac978 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff8069a37d4 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff80699c140 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff8069a38e9 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff8069a25cd (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff8069a2655 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff8069a6253 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff8069b3a47 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff8069a62c5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff8069a62d9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff8069a62cf (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff8069a61db (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff8069a60d0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff8069a649d (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff8069b3adc (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff8069b3aff (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff8069a65e9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff8069a65b5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff8069a6484 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff8069a614c (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff8069a6361 (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff8069b3ab9 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff8069a6698 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
