00007ff841e9f718 (__DATA,__data) non-external _C
00007ff8002d220c (__TEXT,__text) external _getttyent
00007ff841ea16d0 (__DATA,__bss) non-external _getttyent.line
00007ff8400265b8 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff841ea1690 (__DATA,__bss) non-external _getttyent.tty
00007ff8002d20bc (__TEXT,__text) external _getttynam
00007ff8002d1c64 (__TEXT,__text) non-external _gettype
                 (undefined) external _getuid (from libsystem_kernel)
00007ff8002d2909 (__TEXT,__text) external _getusershell
00007ff80030c536 (__TEXT,__text) external _getutmp
00007ff80030c575 (__TEXT,__text) external _getutmpx
00007ff80030bd85 (__TEXT,__text) external _getutxent
00007ff8002d3eab (__TEXT,__text) external _getutxent_wtmp
00007ff80030bedb (__TEXT,__text) external _getutxid
00007ff80030bfb1 (__TEXT,__text) external _getutxline
00007ff800318c41 (__TEXT,__const) non-external _getv4.digits
00007ff8002cf24a (__TEXT,__text) external _getvfsbyname
00007ff8002f4d8a (__TEXT,__text) external _getw
00007ff8002f4dbf (__TEXT,__text) external _getwc
00007ff8002f4de7 (__TEXT,__text) external _getwc_l
00007ff8002f4df1 (__TEXT,__text) external _getwchar
00007ff8002f4e23 (__TEXT,__text) external _getwchar_l
00007ff8002da7d8 (__TEXT,__text) external _getwd
00007ff80029feac (__TEXT,__text) non-external _getzname
00007ff800310fb0 (__TEXT,__text) external _glob
00007ff8002c6c80 (__TEXT,__text) external _glob$INODE64
00007ff8002c6fde (__TEXT,__text) non-external _glob0
00007ff80031132d (__TEXT,__text) non-external _glob0
00007ff8002c750f (__TEXT,__text) non-external _glob2
00007ff8003118ba (__TEXT,__text) non-external _glob2
00007ff80031130d (__TEXT,__text) external _glob_b
00007ff8002e85dd (__TEXT,__text) external _glob_b$INODE64
00007ff8002e861f (__TEXT,__text) non-external _globexp1
00007ff8003115c9 (__TEXT,__text) non-external _globexp1
00007ff8002c814a (__TEXT,__text) non-external _globfinal
00007ff800311845 (__TEXT,__text) non-external _globfinal
00007ff8002c81d6 (__TEXT,__text) external _globfree
00007ff800318f04 (__TEXT,__const) non-external _gmt
00007ff8002c1e02 (__TEXT,__text) non-external _gmt_init
00007ff841e9fa28 (__DATA,__data) non-external _gmt_notify
00007ff841e9fa30 (__DATA,__data) non-external _gmt_once
00007ff8002c89b7 (__TEXT,__text) external _gmtime
00007ff841ea2328 (__DATA,__bss) non-external _gmtime_key
00007ff841ea2324 (__DATA,__bss) non-external _gmtime_key_error
00007ff8002c8a48 (__TEXT,__text) non-external _gmtime_key_init
00007ff841e9fa18 (__DATA,__data) non-external _gmtime_once
00007ff8002c1d5c (__TEXT,__text) external _gmtime_r
00007ff8002c1e8c (__TEXT,__text) non-external _gmtload
00007ff841ea2368 (__DATA,__bss) non-external _gmtptr
00007ff8002c1d70 (__TEXT,__text) non-external _gmtsub
00007ff8003190a0 (__TEXT,__const) non-external _gnuoptchar
00007ff841ea1e18 (__DATA,__bss) non-external _gottoprec
00007ff8002bf5b3 (__TEXT,__text) external _grantpt
00007ff8002f8624 (__TEXT,__text) non-external _grouping_init
00007ff8002fca7d (__TEXT,__text) non-external _grouping_init
00007ff8002f86c1 (__TEXT,__text) non-external _grouping_print
00007ff8002fcce7 (__TEXT,__text) non-external _grouping_print
00007ff8002e98b6 (__TEXT,__text) non-external _handler
00007ff8002e08fc (__TEXT,__text) non-external _hash4
00007ff8002df4d4 (__TEXT,__text) non-external _hash_access
00007ff8002dedc1 (__TEXT,__text) non-external _hash_close
00007ff800306473 (__TEXT,__text) external _hash_create
00007ff8002dedf2 (__TEXT,__text) non-external _hash_delete
00007ff8003064d8 (__TEXT,__text) external _hash_destroy
00007ff8002dee4f (__TEXT,__text) non-external _hash_fd
00007ff8002dee7e (__TEXT,__text) non-external _hash_get
00007ff800306701 (__TEXT,__text) external _hash_purge
00007ff8002deec3 (__TEXT,__text) non-external _hash_put
00007ff8003065a8 (__TEXT,__text) external _hash_search
00007ff8002def2a (__TEXT,__text) non-external _hash_seq
00007ff800306776 (__TEXT,__text) external _hash_stats
00007ff8002df17e (__TEXT,__text) non-external _hash_sync
00007ff800306698 (__TEXT,__text) external _hash_traverse
00007ff80030307b (__TEXT,__text) external _hcreate
00007ff8002deca3 (__TEXT,__text) non-external _hdestroy
00007ff80030312b (__TEXT,__text) external _hdestroy
00007ff8002a4a5d (__TEXT,__text) external _heapsort
00007ff8002ca4f4 (__TEXT,__text) external _heapsort_b
00007ff80031bd80 (__TEXT,__cstring) non-external _hexlist
00007ff841ea1738 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff80030319f (__TEXT,__text) external _hsearch
00007ff841ea23b0 (__DATA,__bss) non-external _htable
00007ff841ea23b8 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
00007ff800319080 (__TEXT,__const) non-external _illoptchar
00007ff800319170 (__TEXT,__const) non-external _illoptstring
00007ff800303253 (__TEXT,__text) external _imaxabs
00007ff800303263 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff8002aa4ad (__TEXT,__text) external _inet_addr
00007ff8002aa46c (__TEXT,__text) external _inet_aton
00007ff8002f1013 (__TEXT,__text) external _inet_lnaof
00007ff8002f1040 (__TEXT,__text) external _inet_makeaddr
00007ff8002f1079 (__TEXT,__text) external _inet_net_ntop
00007ff8002f157a (__TEXT,__text) external _inet_net_pton
00007ff8003167b4 (__TEXT,__text) non-external _inet_net_pton.cold.1
00007ff8003167d5 (__TEXT,__text) non-external _inet_net_pton.cold.2
00007ff8003167f8 (__TEXT,__text) non-external _inet_net_pton.cold.3
00007ff800318c01 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
00007ff800318bf0 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
00007ff800318c10 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
00007ff800318c30 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
00007ff8002f1d6f (__TEXT,__text) external _inet_neta
00007ff8002f1e10 (__TEXT,__text) external _inet_netof
00007ff8002f1e40 (__TEXT,__text) external _inet_network
00007ff8002f2281 (__TEXT,__text) external _inet_nsap_addr
00007ff8002f23ff (__TEXT,__text) external _inet_nsap_ntoa
00007ff8002c94de (__TEXT,__text) external _inet_ntoa
00007ff841ea2120 (__DATA,__bss) non-external _inet_ntoa.ret
00007ff8002aa543 (__TEXT,__text) external _inet_ntop
00007ff8002aa584 (__TEXT,__text) external _inet_ntop4
00007ff8002ba99c (__TEXT,__text) external _inet_ntop6
00007ff8002a8c25 (__TEXT,__text) external _inet_pton
00007ff8002a8f73 (__TEXT,__text) non-external _inet_pton4
00007ff800319250 (__TEXT,__const) non-external _inet_pton4.digits
00007ff800319260 (__TEXT,__const) non-external _inet_pton6.xdigits_l
00007ff800319280 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00007ff8002d15f1 (__TEXT,__text) non-external _init_perm
00007ff8002d293d (__TEXT,__text) non-external _initshells
00007ff800305914 (__TEXT,__text) external _initstate
00007ff8002b0980 (__TEXT,__text) non-external _insertionsort
00007ff8003073d0 (__TEXT,__text) non-external _insertionsort
00007ff800303292 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff8002d4d16 (__TEXT,__text) external _isalnum
00007ff8002d53c7 (__TEXT,__text) external _isalnum_l
00007ff8002d4d79 (__TEXT,__text) external _isalpha
00007ff8002d542a (__TEXT,__text) external _isalpha_l
00007ff8002d4d05 (__TEXT,__text) external _isascii
00007ff8002adbea (__TEXT,__text) external _isatty
00007ff8002d4dd6 (__TEXT,__text) external _isblank
00007ff8002d5487 (__TEXT,__text) external _isblank_l
00007ff8002d4e33 (__TEXT,__text) external _iscntrl
00007ff8002d54e4 (__TEXT,__text) external _iscntrl_l
00007ff8002c9067 (__TEXT,__text) external _isdigit
00007ff8002d5541 (__TEXT,__text) external _isdigit_l
00007ff8002d4e90 (__TEXT,__text) external _isgraph
00007ff8002d559e (__TEXT,__text) external _isgraph_l
00007ff8002d514f (__TEXT,__text) external _ishexnumber
00007ff8002d55fb (__TEXT,__text) external _ishexnumber_l
00007ff8002d51ac (__TEXT,__text) external _isideogram
00007ff8002d5658 (__TEXT,__text) external _isideogram_l
00007ff8002d4eed (__TEXT,__text) external _islower
00007ff8002d56b5 (__TEXT,__text) external _islower_l
00007ff8002d5209 (__TEXT,__text) external _isnumber
00007ff8002d5712 (__TEXT,__text) external _isnumber_l
00007ff8002d5266 (__TEXT,__text) external _isphonogram
00007ff8002d576f (__TEXT,__text) external _isphonogram_l
00007ff8002d4f4a (__TEXT,__text) external _isprint
00007ff8002d57cc (__TEXT,__text) external _isprint_l
00007ff8002d4fa7 (__TEXT,__text) external _ispunct
00007ff8002d5829 (__TEXT,__text) external _ispunct_l
00007ff8002d52c3 (__TEXT,__text) external _isrune
00007ff8002d5886 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff8002d5004 (__TEXT,__text) external _isspace
00007ff8002d58ee (__TEXT,__text) external _isspace_l
00007ff8002d5324 (__TEXT,__text) external _isspecial
00007ff8002d594b (__TEXT,__text) external _isspecial_l
00007ff8002bf7d4 (__TEXT,__text) non-external _istrsenvisx
00007ff8003166c0 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff8003166e3 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff800316706 (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff8002bf777 (__TEXT,__text) non-external _istrsenvisxl
00007ff8002d5061 (__TEXT,__text) external _isupper
00007ff8002d59a8 (__TEXT,__text) external _isupper_l
00007ff8002d5aa0 (__TEXT,__text) external _iswalnum
00007ff8002d5f1a (__TEXT,__text) external _iswalnum_l
00007ff8002d5b03 (__TEXT,__text) external _iswalpha
00007ff8002d5f7d (__TEXT,__text) external _iswalpha_l
00007ff8002d642a (__TEXT,__text) external _iswascii
00007ff8002d63cd (__TEXT,__text) external _iswblank
00007ff8002d666d (__TEXT,__text) external _iswblank_l
00007ff8002d5b60 (__TEXT,__text) external _iswcntrl
00007ff8002d5fda (__TEXT,__text) external _iswcntrl_l
00007ff8002d5bbd (__TEXT,__text) external _iswctype
00007ff8002d6037 (__TEXT,__text) external _iswctype_l
00007ff8002d5c26 (__TEXT,__text) external _iswdigit
00007ff8002d60a7 (__TEXT,__text) external _iswdigit_l
00007ff8002d5c49 (__TEXT,__text) external _iswgraph
00007ff8002d6104 (__TEXT,__text) external _iswgraph_l
00007ff8002d643b (__TEXT,__text) external _iswhexnumber
00007ff8002d66ca (__TEXT,__text) external _iswhexnumber_l
00007ff8002d6498 (__TEXT,__text) external _iswideogram
00007ff8002d6727 (__TEXT,__text) external _iswideogram_l
00007ff8002d5ca6 (__TEXT,__text) external _iswlower
00007ff8002d6161 (__TEXT,__text) external _iswlower_l
00007ff8002d64f5 (__TEXT,__text) external _iswnumber
00007ff8002d6784 (__TEXT,__text) external _iswnumber_l
00007ff8002d6552 (__TEXT,__text) external _iswphonogram
00007ff8002d67e1 (__TEXT,__text) external _iswphonogram_l
00007ff8002d5d03 (__TEXT,__text) external _iswprint
00007ff8002d61be (__TEXT,__text) external _iswprint_l
00007ff8002d5d60 (__TEXT,__text) external _iswpunct
00007ff8002d621b (__TEXT,__text) external _iswpunct_l
00007ff8002d65af (__TEXT,__text) external _iswrune
00007ff8002d683e (__TEXT,__text) external _iswrune_l
00007ff8002d5dbd (__TEXT,__text) external _iswspace
00007ff8002d6278 (__TEXT,__text) external _iswspace_l
00007ff8002d6610 (__TEXT,__text) external _iswspecial
00007ff8002d68a6 (__TEXT,__text) external _iswspecial_l
00007ff8002d5e1a (__TEXT,__text) external _iswupper
00007ff8002d62d5 (__TEXT,__text) external _iswupper_l
00007ff8002d5e77 (__TEXT,__text) external _iswxdigit
00007ff8002d6332 (__TEXT,__text) external _iswxdigit_l
00007ff8002c9044 (__TEXT,__text) external _isxdigit
00007ff8002d5a05 (__TEXT,__text) external _isxdigit_l
00007ff800319f60 (__TEXT,__cstring) non-external _itoa64
00007ff8002e8940 (__TEXT,__text) external _jrand48
00007ff840026b50 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff8002c96e9 (__TEXT,__text) external _killpg
00007ff800306d87 (__TEXT,__text) external _l64a
00007ff841ea2408 (__DATA,__bss) non-external _l64a.buf
00007ff8003032bb (__TEXT,__text) external _labs
00007ff8002ebe8d (__TEXT,__text) non-external _largesearch
00007ff841ea2370 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff841e9f9f8 (__DATA,__data) non-external _lastglue
00007ff8002d0577 (__TEXT,__text) external _lchflags
00007ff8002ba680 (__TEXT,__text) external _lchmod
00007ff841ea2210 (__DATA,__bss) non-external _lcl_TZname
00007ff843a39af0 (__DATA_DIRTY,__data) non-external _lcl_notify
00007ff843a39a10 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00007ff843a3b480 (__DATA_DIRTY,__bss) non-external _lclptr
00007ff8002e8980 (__TEXT,__text) external _lcong48
00007ff8003032cb (__TEXT,__text) external _ldiv
00007ff8003033a8 (__TEXT,__text) external _lfind
00007ff8002f7bf4 (__TEXT,__text) non-external _lflush
00007ff8002f2028 (__TEXT,__text) external _link_addr
00007ff8002f21a4 (__TEXT,__text) external _link_ntoa
00007ff841ea2140 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff8003032fa (__TEXT,__text) external _llabs
00007ff80030330a (__TEXT,__text) external _lldiv
00007ff8002f2fc4 (__TEXT,__text) non-external _loadCat
00007ff8002bce6c (__TEXT,__text) non-external _loadlocale
00007ff8002cf091 (__TEXT,__text) external _localeconv
00007ff80029b414 (__TEXT,__text) external _localeconv_l
00007ff800316729 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff80031673b (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff8002a50c5 (__TEXT,__text) external _localtime
00007ff843a3b490 (__DATA_DIRTY,__bss) non-external _localtime_key
00007ff841ea2318 (__DATA,__bss) non-external _localtime_key_error
00007ff8002a5184 (__TEXT,__text) non-external _localtime_key_init
00007ff843a39af8 (__DATA_DIRTY,__data) non-external _localtime_once
00007ff80029eb78 (__TEXT,__text) external _localtime_r
00007ff8002cff28 (__TEXT,__text) external _lockf
00007ff8002e89c4 (__TEXT,__text) external _lockf$NOCANCEL
00007ff8002da475 (__TEXT,__text) external _login
00007ff8002d939b (__TEXT,__text) external _login_tty
00007ff8002da4d6 (__TEXT,__text) external _logout
00007ff8002d93fe (__TEXT,__text) external _logwtmp
00007ff8002e8a8c (__TEXT,__text) external _lrand48
00007ff800303339 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
00007ff8002d9c1b (__TEXT,__text) external _lstatx64_np
00007ff800314f69 (__TEXT,__text) external _lstatx_np
00007ff8002b0f7f (__TEXT,__text) external _lstatx_np$INODE64
00007ff8002b0fb9 (__TEXT,__text) non-external _lstatx_syscall
00007ff800314fa3 (__TEXT,__text) non-external _lstatx_syscall
00007ff8002c8676 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00007ff840026620 (__DATA_CONST,__const) non-external _mapping
00007ff8002c605a (__TEXT,__text) external _mblen
00007ff8002c60f1 (__TEXT,__text) external _mblen_l
00007ff8002da03f (__TEXT,__text) external _mbmb
00007ff841ea1da0 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00007ff8002c6174 (__TEXT,__text) external _mbrlen
00007ff8002edd57 (__TEXT,__text) external _mbrlen_l
00007ff8002d9f95 (__TEXT,__text) external _mbrrune
00007ff841ea1d9c (__DATA,__bss) non-external _mbrrune.warn_depreciated
00007ff8002c90a3 (__TEXT,__text) external _mbrtowc
00007ff8002c6a29 (__TEXT,__text) external _mbrtowc_l
00007ff8002d9eea (__TEXT,__text) external _mbrune
00007ff841ea1d98 (__DATA,__bss) non-external _mbrune.warn_depreciated
00007ff8002eddd3 (__TEXT,__text) external _mbsinit
00007ff8002edda0 (__TEXT,__text) external _mbsinit_l
00007ff8002ede5e (__TEXT,__text) external _mbsnrtowcs
00007ff8002ede1a (__TEXT,__text) external _mbsnrtowcs_l
00007ff8002ee000 (__TEXT,__text) external _mbsrtowcs
00007ff8002edfb5 (__TEXT,__text) external _mbsrtowcs_l
00007ff8002c0083 (__TEXT,__text) external _mbstowcs
00007ff8002ee062 (__TEXT,__text) external _mbstowcs_l
00007ff8002bfdf6 (__TEXT,__text) external _mbtowc
00007ff80029cad6 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff8002aee6c (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff8002968cd (__TEXT,__text) external _memset_s
00007ff8002f1006 (__TEXT,__text) non-external _memstream_close
00007ff8002f0f80 (__TEXT,__text) non-external _memstream_seek
00007ff80031676e (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800316791 (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff8002f0e71 (__TEXT,__text) non-external _memstream_update
00007ff80031674d (__TEXT,__text) non-external _memstream_update.cold.1
00007ff8002f0e9c (__TEXT,__text) non-external _memstream_write
00007ff8002b017b (__TEXT,__text) external _mergesort
00007ff8002c1084 (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff8002d9b6d (__TEXT,__text) external _mkdirx_np
00007ff8002c9524 (__TEXT,__text) external _mkdtemp
00007ff8002f4f93 (__TEXT,__text) external _mkdtempat_np
00007ff8002d9b56 (__TEXT,__text) external _mkfifox_np
00007ff8002f4f2c (__TEXT,__text) external _mkostemp
00007ff8002f4e3a (__TEXT,__text) external _mkostemps
00007ff8002f4e9b (__TEXT,__text) external _mkostempsat_np
00007ff8002a6328 (__TEXT,__text) external _mkpath_np
00007ff8002d950a (__TEXT,__text) external _mkpathat_np
00007ff8002c6c03 (__TEXT,__text) external _mkstemp
00007ff8002f5012 (__TEXT,__text) external _mkstemp_dprotected_np
00007ff8002ba6c5 (__TEXT,__text) external _mkstemps
00007ff8002f4ef0 (__TEXT,__text) external _mkstempsat_np
00007ff8002aea40 (__TEXT,__text) external _mktemp
00007ff8002b1048 (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff800318f40 (__TEXT,__const) non-external _mon_lengths
00007ff8002d4ce1 (__TEXT,__text) external _monaddition
00007ff8002d4cf9 (__TEXT,__text) external _moncontrol
00007ff8002d4cff (__TEXT,__text) external _moncount
00007ff8002d4cd5 (__TEXT,__text) external _moninit
00007ff8002d4cf3 (__TEXT,__text) external _monitor
00007ff8002d4ced (__TEXT,__text) external _monoutput
00007ff8002d4ce7 (__TEXT,__text) external _monreset
00007ff8002d4cdb (__TEXT,__text) external _monstartup
00007ff8002f3cf8 (__TEXT,__text) non-external _moreglue
00007ff8002e2108 (__TEXT,__text) non-external _mpool_bkt
00007ff8002e2374 (__TEXT,__text) external _mpool_close
00007ff8002e2059 (__TEXT,__text) external _mpool_filter
00007ff8002e21cf (__TEXT,__text) external _mpool_get
00007ff8002e2074 (__TEXT,__text) external _mpool_new
00007ff800315db2 (__TEXT,__text) non-external _mpool_new.cold.1
00007ff8002e1f8c (__TEXT,__text) external _mpool_open
00007ff8002e235f (__TEXT,__text) external _mpool_put
00007ff8002e23be (__TEXT,__text) external _mpool_sync
00007ff8002e2424 (__TEXT,__text) non-external _mpool_write
00007ff8002e8abd (__TEXT,__text) external _mrand48
00007ff8002daba0 (__TEXT,__text) non-external _mswap
                 (undefined) external _munmap (from libsystem_kernel)
00007ff841ea1d38 (__DATA,__bss) non-external _namebuf
                 (undefined) external _nan (from libsystem_m)
                 (undefined) external _nanf (from libsystem_m)
                 (undefined) external _nanl (from libsystem_m)
00007ff8002a5a86 (__TEXT,__text) external _nanosleep
00007ff8002c394a (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff841ea1f40 (__DATA,__bss) non-external _new_categories
00007ff8002d8b89 (__TEXT,__text) external _new_printf_comp
00007ff8002cab52 (__TEXT,__text) external _new_printf_domain
00007ff8002ad42b (__TEXT,__text) external _newlocale
00007ff843a39b50 (__DATA_DIRTY,__data) non-external _next
00007ff8002e6891 (__TEXT,__text) non-external _nextcomp
00007ff841ea1dc0 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff841ea1de0 (__DATA,__bss) non-external _nextcomp.state
00007ff8002ee4ec (__TEXT,__text) external _nextwctype
00007ff8002ee3b3 (__TEXT,__text) external _nextwctype_l
00007ff800314cdc (__TEXT,__text) external _nftw
00007ff8002d3018 (__TEXT,__text) external _nftw$INODE64
00007ff8002e8aec (__TEXT,__text) external _nice
00007ff8002cdbd4 (__TEXT,__text) external _nl_langinfo
00007ff8002cdbfc (__TEXT,__text) external _nl_langinfo_l
00007ff841ea1f38 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800319110 (__TEXT,__const) non-external _noarg
00007ff800318bd0 (__TEXT,__const) non-external _nogrouping
00007ff841e9fa64 (__DATA,__data) non-external _nonopt_end
00007ff841e9fa68 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00007ff80029effb (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00007ff8002a0533 (__TEXT,__text) non-external _notify_register_tz
00007ff800318f10 (__TEXT,__const) non-external _notify_tz_name
00007ff8002e8b6f (__TEXT,__text) external _nrand48
00007ff841e9f84c (__DATA,__data) non-external _numempty
00007ff841e9f8b0 (__DATA,__data) non-external _numempty
00007ff8003186b0 (__TEXT,__const) non-external _nv
00007ff8002eb2af (__TEXT,__text) external _nvis
00007ff841e9fb10 (__DATA,__data) external _off32
00007ff841e9fb70 (__DATA,__data) external _off64
00007ff8003000bb (__TEXT,__text) external _offtime
00007ff840026600 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff8002f0d8f (__TEXT,__text) external _open_memstream
00007ff8002d804c (__TEXT,__text) external _open_with_subsystem
00007ff8002ffbf7 (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff8002d9561 (__TEXT,__text) external _opendev
00007ff8002d972e (__TEXT,__text) non-external _opendev_namebuf_init
00007ff841e9f730 (__DATA,__data) non-external _opendev_namebuf_once
00007ff800312020 (__TEXT,__text) external _opendir
00007ff80029b93a (__TEXT,__text) external _opendir$INODE64
00007ff8002e8e16 (__TEXT,__text) non-external _opendir_compar
00007ff800312554 (__TEXT,__text) non-external _opendir_compar
00007ff8002bf465 (__TEXT,__text) external _openpty
00007ff8002cf5b8 (__TEXT,__text) external _openx_np
00007ff841ea24d8 (__DATA,__common) external _optarg
00007ff841e9fa50 (__DATA,__data) external _opterr
00007ff843a39b4c (__DATA_DIRTY,__data) external _optind
00007ff841ea24d4 (__DATA,__common) external _optopt
00007ff841ea24d0 (__DATA,__common) external _optreset
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff843a39c40 (__DATA_DIRTY,__bss) non-external _p5s
00007ff800318ca0 (__TEXT,__const) non-external _padchar
00007ff841ea168a (__DATA,__bss) non-external _parse_error
00007ff8002c8a6c (__TEXT,__text) non-external _parse_long_options
00007ff841ea1688 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff80031069a (__TEXT,__text) external _pause
00007ff8002e8e2e (__TEXT,__text) external _pause$NOCANCEL
00007ff8002e9149 (__TEXT,__text) external _pclose
00007ff8002d1073 (__TEXT,__text) non-external _permute
00007ff800302eb9 (__TEXT,__text) non-external _permute_args
00007ff8003168eb (__TEXT,__text) external _perror
00007ff841ea1e20 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff841e9fa70 (__DATA,__data) non-external _place
00007ff8002e8e53 (__TEXT,__text) external _popen
00007ff800310921 (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800300166 (__TEXT,__text) external _posix2time
00007ff8002bf593 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff8002cd180 (__TEXT,__text) external _posix_spawnp
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff8002c90fc (__TEXT,__text) external _printf
00007ff841ea2440 (__DATA,__bss) non-external _printf_info_queue
00007ff8002f79ec (__TEXT,__text) external _printf_l
00007ff8002e6619 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff8002e9243 (__TEXT,__text) external _psignal
00007ff800307465 (__TEXT,__text) external _psort
00007ff800307fca (__TEXT,__text) external _psort_b
00007ff8002c9285 (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
