00000001e78fba98 (__DATA,__data) non-external _C
000000018034c1d0 (__TEXT,__text) external _hash_traverse
000000018034a238 (__TEXT,__text) external _hcreate
0000000180326d78 (__TEXT,__text) non-external _hdestroy
000000018034a310 (__TEXT,__text) external _hdestroy
00000001802ec2c0 (__TEXT,__text) external _heapsort
000000018030e850 (__TEXT,__text) external _heapsort_b
000000018035a228 (__TEXT,__const) non-external _hexdigit
000000018035eb8a (__TEXT,__cstring) non-external _hexlist
00000001e78fce08 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
000000018034a398 (__TEXT,__text) external _hsearch
00000001e78fda68 (__DATA,__bss) non-external _htable
00000001e78fda70 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
000000018035bc24 (__TEXT,__const) non-external _illoptchar
000000018035bcda (__TEXT,__const) non-external _illoptstring
000000018034a470 (__TEXT,__text) external _imaxabs
000000018034a47c (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00000001802f202c (__TEXT,__text) external _inet_addr
00000001802f1fd8 (__TEXT,__text) external _inet_aton
000000018033a248 (__TEXT,__text) external _inet_lnaof
000000018033a274 (__TEXT,__text) external _inet_makeaddr
000000018033a2b4 (__TEXT,__text) external _inet_net_ntop
000000018033a798 (__TEXT,__text) external _inet_net_pton
000000018035834c (__TEXT,__text) non-external _inet_net_pton.cold.1
0000000180358378 (__TEXT,__text) non-external _inet_net_pton.cold.2
00000001803583a4 (__TEXT,__text) non-external _inet_net_pton.cold.3
000000018035b849 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
000000018035b838 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
000000018035b854 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
000000018035b865 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
000000018033aee4 (__TEXT,__text) external _inet_neta
000000018033afb4 (__TEXT,__text) external _inet_netof
000000018033afe0 (__TEXT,__text) external _inet_network
000000018033b4b4 (__TEXT,__text) external _inet_nsap_addr
000000018033b620 (__TEXT,__text) external _inet_nsap_ntoa
000000018030cf14 (__TEXT,__text) external _inet_ntoa
00000001e78fd7e0 (__DATA,__bss) non-external _inet_ntoa.ret
00000001802f20b8 (__TEXT,__text) external _inet_ntop
00000001802f212c (__TEXT,__text) external _inet_ntop4
00000001802fe618 (__TEXT,__text) external _inet_ntop6
00000001802f0c80 (__TEXT,__text) external _inet_pton
00000001802f1014 (__TEXT,__text) non-external _inet_pton4
000000018035bd81 (__TEXT,__const) non-external _inet_pton4.digits
000000018035bd8c (__TEXT,__const) non-external _inet_pton6.xdigits_l
000000018035bd9d (__TEXT,__const) non-external _inet_pton6.xdigits_u
0000000180315ed0 (__TEXT,__text) non-external _infinity
0000000180316188 (__TEXT,__text) non-external _initMPFromDigits
000000018035a328 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00000001803178fc (__TEXT,__text) non-external _init_perm
0000000180319790 (__TEXT,__text) non-external _initshells
000000018034b2e4 (__TEXT,__text) external _initstate
00000001802f651c (__TEXT,__text) non-external _insertionsort
00000001802f65d8 (__TEXT,__text) non-external _insertionsort
000000018034a4a8 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
000000018031be30 (__TEXT,__text) external _isalnum
000000018031c5f8 (__TEXT,__text) external _isalnum_l
000000018031bea4 (__TEXT,__text) external _isalpha
000000018031c670 (__TEXT,__text) external _isalpha_l
000000018031be24 (__TEXT,__text) external _isascii
00000001802f393c (__TEXT,__text) external _isatty
000000018031bf10 (__TEXT,__text) external _isblank
000000018031c6e0 (__TEXT,__text) external _isblank_l
000000018031bf7c (__TEXT,__text) external _iscntrl
000000018031c750 (__TEXT,__text) external _iscntrl_l
000000018030cb70 (__TEXT,__text) external _isdigit
000000018031c7c0 (__TEXT,__text) external _isdigit_l
000000018031bfe8 (__TEXT,__text) external _isgraph
000000018031c830 (__TEXT,__text) external _isgraph_l
000000018031c310 (__TEXT,__text) external _ishexnumber
000000018031c8a0 (__TEXT,__text) external _ishexnumber_l
000000018031c37c (__TEXT,__text) external _isideogram
000000018031c910 (__TEXT,__text) external _isideogram_l
000000018031c054 (__TEXT,__text) external _islower
000000018031c980 (__TEXT,__text) external _islower_l
000000018031c3e8 (__TEXT,__text) external _isnumber
000000018031c9f0 (__TEXT,__text) external _isnumber_l
000000018031c454 (__TEXT,__text) external _isphonogram
000000018031ca60 (__TEXT,__text) external _isphonogram_l
000000018031c0c0 (__TEXT,__text) external _isprint
000000018031cad0 (__TEXT,__text) external _isprint_l
000000018031c12c (__TEXT,__text) external _ispunct
000000018031cb40 (__TEXT,__text) external _ispunct_l
000000018031c4c0 (__TEXT,__text) external _isrune
000000018031cbb0 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
000000018031c198 (__TEXT,__text) external _isspace
000000018031cc38 (__TEXT,__text) external _isspace_l
000000018031c530 (__TEXT,__text) external _isspecial
000000018031cca8 (__TEXT,__text) external _isspecial_l
0000000180303588 (__TEXT,__text) non-external _istrsenvisx
00000001803581b4 (__TEXT,__text) non-external _istrsenvisx.cold.1
00000001803581e0 (__TEXT,__text) non-external _istrsenvisx.cold.2
000000018035820c (__TEXT,__text) non-external _istrsenvisx.cold.3
0000000180358238 (__TEXT,__text) non-external _istrsenvisx.cold.4
0000000180303508 (__TEXT,__text) non-external _istrsenvisxl
000000018031c204 (__TEXT,__text) external _isupper
000000018031cd18 (__TEXT,__text) external _isupper_l
000000018031ce38 (__TEXT,__text) external _iswalnum
000000018031d358 (__TEXT,__text) external _iswalnum_l
000000018031ceac (__TEXT,__text) external _iswalpha
000000018031d3d0 (__TEXT,__text) external _iswalpha_l
000000018031d974 (__TEXT,__text) external _iswascii
000000018031d908 (__TEXT,__text) external _iswblank
000000018031dc0c (__TEXT,__text) external _iswblank_l
000000018031cf18 (__TEXT,__text) external _iswcntrl
000000018031d440 (__TEXT,__text) external _iswcntrl_l
000000018031cf84 (__TEXT,__text) external _iswctype
000000018031d4b0 (__TEXT,__text) external _iswctype_l
000000018031d000 (__TEXT,__text) external _iswdigit
000000018031d548 (__TEXT,__text) external _iswdigit_l
000000018031d028 (__TEXT,__text) external _iswgraph
000000018031d5b8 (__TEXT,__text) external _iswgraph_l
000000018031d980 (__TEXT,__text) external _iswhexnumber
000000018031dc7c (__TEXT,__text) external _iswhexnumber_l
000000018031d9ec (__TEXT,__text) external _iswideogram
000000018031dcec (__TEXT,__text) external _iswideogram_l
000000018031d094 (__TEXT,__text) external _iswlower
000000018031d628 (__TEXT,__text) external _iswlower_l
000000018031da58 (__TEXT,__text) external _iswnumber
000000018031dd5c (__TEXT,__text) external _iswnumber_l
000000018031dac4 (__TEXT,__text) external _iswphonogram
000000018031ddcc (__TEXT,__text) external _iswphonogram_l
000000018031d100 (__TEXT,__text) external _iswprint
000000018031d698 (__TEXT,__text) external _iswprint_l
000000018031d16c (__TEXT,__text) external _iswpunct
000000018031d708 (__TEXT,__text) external _iswpunct_l
000000018031db30 (__TEXT,__text) external _iswrune
000000018031de3c (__TEXT,__text) external _iswrune_l
000000018031d1d8 (__TEXT,__text) external _iswspace
000000018031d778 (__TEXT,__text) external _iswspace_l
000000018031dba0 (__TEXT,__text) external _iswspecial
000000018031dec4 (__TEXT,__text) external _iswspecial_l
000000018031d244 (__TEXT,__text) external _iswupper
000000018031d7e8 (__TEXT,__text) external _iswupper_l
000000018031d2b0 (__TEXT,__text) external _iswxdigit
000000018031d858 (__TEXT,__text) external _iswxdigit_l
000000018030cb48 (__TEXT,__text) external _isxdigit
000000018031cd88 (__TEXT,__text) external _isxdigit_l
000000018035ccb3 (__TEXT,__cstring) non-external _itoa64
0000000180330860 (__TEXT,__text) external _jrand48
00000001e3d712c0 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
000000018030d17c (__TEXT,__text) external _killpg
000000018034c994 (__TEXT,__text) external _l64a
00000001e78fdac0 (__DATA,__bss) non-external _l64a.buf
000000018034a4cc (__TEXT,__text) external _labs
0000000180335460 (__TEXT,__text) non-external _largesearch
00000001e78fda28 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00000001e78fbe20 (__DATA,__data) non-external _lastglue
000000018031678c (__TEXT,__text) external _lchflags
00000001802fe1bc (__TEXT,__text) external _lchmod
00000001e78fd8d0 (__DATA,__bss) non-external _lcl_TZname
00000001e9d33b98 (__DATA_DIRTY,__data) non-external _lcl_notify
00000001e9d33ac0 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00000001e9d354f8 (__DATA_DIRTY,__bss) non-external _lclptr
00000001803308a4 (__TEXT,__text) external _lcong48
000000018034a4d8 (__TEXT,__text) external _ldiv
000000018034a5d0 (__TEXT,__text) external _lfind
00000001803401dc (__TEXT,__text) non-external _lflush
00000001e78fdb18 (__DATA,__common) non-external (was a private external) _libc_hooks
000000018032214c (__TEXT,__text) external _libc_set_introspection_hooks
000000018035751c (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
0000000180357548 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
0000000180357574 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00000001803575a0 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
000000018033b1f4 (__TEXT,__text) external _link_addr
000000018033b3ac (__TEXT,__text) external _link_ntoa
00000001e78fd7f2 (__DATA,__bss) non-external _link_ntoa.obuf
000000018034a504 (__TEXT,__text) external _llabs
000000018034a510 (__TEXT,__text) external _lldiv
000000018033c220 (__TEXT,__text) non-external _loadCat
0000000180300964 (__TEXT,__text) non-external _loadlocale
0000000180312ba8 (__TEXT,__text) external _localeconv
00000001802e46e0 (__TEXT,__text) external _localeconv_l
0000000180358290 (__TEXT,__text) non-external _localeconv_l.cold.1
00000001803582ac (__TEXT,__text) non-external _localeconv_l.cold.2
00000001802ecb14 (__TEXT,__text) external _localtime
00000001e9d35500 (__DATA_DIRTY,__bss) non-external _localtime_key
00000001e78fd9d0 (__DATA,__bss) non-external _localtime_key_error
00000001802ecc04 (__TEXT,__text) non-external _localtime_key_init
00000001e9d33ba0 (__DATA_DIRTY,__data) non-external _localtime_once
00000001802e6ac4 (__TEXT,__text) external _localtime_r
0000000180313adc (__TEXT,__text) external _lockf
00000001803308e8 (__TEXT,__text) external _lockf$NOCANCEL
0000000180321edc (__TEXT,__text) external _login
0000000180320a54 (__TEXT,__text) external _login_tty
0000000180321f94 (__TEXT,__text) external _logout
0000000180320ad8 (__TEXT,__text) external _logwtmp
00000001803354c0 (__TEXT,__text) non-external _lookup_substsearch
0000000180358264 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00000001803309d8 (__TEXT,__text) external _lrand48
000000018034a53c (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
0000000180321460 (__TEXT,__text) external _lstatx_np
00000001802f6c28 (__TEXT,__text) non-external _lstatx_syscall
000000018030bef0 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00000001e3d70e38 (__DATA_CONST,__const) non-external _mapping
0000000180309dc8 (__TEXT,__text) external _mblen
0000000180309e44 (__TEXT,__text) external _mblen_l
000000018032198c (__TEXT,__text) external _mbmb
00000001e78fd470 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
0000000180309ec0 (__TEXT,__text) external _mbrlen
0000000180336e28 (__TEXT,__text) external _mbrlen_l
00000001803218d0 (__TEXT,__text) external _mbrrune
00000001e78fd46c (__DATA,__bss) non-external _mbrrune.warn_depreciated
000000018030cbac (__TEXT,__text) external _mbrtowc
000000018030a504 (__TEXT,__text) external _mbrtowc_l
000000018032182c (__TEXT,__text) external _mbrune
00000001e78fd468 (__DATA,__bss) non-external _mbrune.warn_depreciated
0000000180336ea4 (__TEXT,__text) external _mbsinit
0000000180336e74 (__TEXT,__text) external _mbsinit_l
0000000180336f14 (__TEXT,__text) external _mbsnrtowcs
0000000180336ed8 (__TEXT,__text) external _mbsnrtowcs_l
00000001803370cc (__TEXT,__text) external _mbsrtowcs
0000000180337084 (__TEXT,__text) external _mbsrtowcs_l
0000000180303e0c (__TEXT,__text) external _mbstowcs
0000000180337118 (__TEXT,__text) external _mbstowcs_l
0000000180303ba8 (__TEXT,__text) external _mbtowc
00000001802e5f54 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00000001802f4db4 (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00000001802e1150 (__TEXT,__text) external _memset_s
000000018033a22c (__TEXT,__text) non-external _memstream_close
000000018033a198 (__TEXT,__text) non-external _memstream_seek
00000001803582f4 (__TEXT,__text) non-external _memstream_seek.cold.1
0000000180358320 (__TEXT,__text) non-external _memstream_seek.cold.2
000000018033a04c (__TEXT,__text) non-external _memstream_update
00000001803582c8 (__TEXT,__text) non-external _memstream_update.cold.1
000000018033a084 (__TEXT,__text) non-external _memstream_write
00000001802f5d90 (__TEXT,__text) external _mergesort
0000000180304e9c (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00000001803212f4 (__TEXT,__text) external _mkdirx_np
000000018030cf74 (__TEXT,__text) external _mkdtemp
000000018033e2f8 (__TEXT,__text) external _mkdtempat_np
00000001803212e0 (__TEXT,__text) external _mkfifox_np
000000018033e274 (__TEXT,__text) external _mkostemp
000000018033e130 (__TEXT,__text) external _mkostemps
000000018033e1b4 (__TEXT,__text) external _mkostempsat_np
00000001802ee060 (__TEXT,__text) external _mkpath_np
0000000180320bf0 (__TEXT,__text) external _mkpathat_np
000000018030a72c (__TEXT,__text) external _mkstemp
000000018033e398 (__TEXT,__text) external _mkstemp_dprotected_np
00000001802fe208 (__TEXT,__text) external _mkstemps
000000018033e228 (__TEXT,__text) external _mkstempsat_np
00000001802f490c (__TEXT,__text) external _mktemp
00000001802f6c7c (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
000000018035bb04 (__TEXT,__const) non-external _mon_lengths
000000018031be0c (__TEXT,__text) external _monaddition
000000018031be1c (__TEXT,__text) external _moncontrol
000000018031be20 (__TEXT,__text) external _moncount
000000018031be04 (__TEXT,__text) external _moninit
000000018031be18 (__TEXT,__text) external _monitor
000000018031be14 (__TEXT,__text) external _monoutput
000000018031be10 (__TEXT,__text) external _monreset
000000018031be08 (__TEXT,__text) external _monstartup
000000018033cfec (__TEXT,__text) non-external _moreglue
000000018032a6d8 (__TEXT,__text) non-external _mpool_bkt
000000018032a9b4 (__TEXT,__text) external _mpool_close
000000018032a620 (__TEXT,__text) external _mpool_filter
000000018032a7cc (__TEXT,__text) external _mpool_get
000000018032a630 (__TEXT,__text) external _mpool_new
00000001803579f4 (__TEXT,__text) non-external _mpool_new.cold.1
000000018032a524 (__TEXT,__text) external _mpool_open
000000018032a998 (__TEXT,__text) external _mpool_put
000000018032aa10 (__TEXT,__text) external _mpool_sync
000000018032aa84 (__TEXT,__text) non-external _mpool_write
0000000180330a0c (__TEXT,__text) external _mrand48
0000000180322a70 (__TEXT,__text) non-external _mswap
0000000180316334 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00000001e78fd408 (__DATA,__bss) non-external _namebuf
00000001802ed614 (__TEXT,__text) external _nanosleep
0000000180307574 (__TEXT,__text) external _nanosleep$NOCANCEL
00000001e78fd600 (__DATA,__bss) non-external _new_categories
00000001803203b8 (__TEXT,__text) external _new_printf_comp
000000018030ee40 (__TEXT,__text) external _new_printf_domain
00000001802f3238 (__TEXT,__text) external _newlocale
00000001e9d33bf8 (__DATA_DIRTY,__data) non-external _next
000000018032e664 (__TEXT,__text) non-external _nextcomp
00000001e78fd488 (__DATA,__bss) non-external _nextcomp.lmsgverb
00000001e78fd4a8 (__DATA,__bss) non-external _nextcomp.state
00000001803374ec (__TEXT,__text) external _nextwctype
0000000180337364 (__TEXT,__text) external _nextwctype_l
0000000180319f80 (__TEXT,__text) external _nftw
0000000180330a40 (__TEXT,__text) external _nice
0000000180312064 (__TEXT,__text) external _nl_langinfo
0000000180312088 (__TEXT,__text) external _nl_langinfo_l
00000001e78fd5f8 (__DATA,__bss) non-external _nl_langinfo_l.csym
000000018035bc8d (__TEXT,__const) non-external _noarg
000000018035b820 (__TEXT,__const) non-external _nogrouping
00000001e78fbe84 (__DATA,__data) non-external _nonopt_end
00000001e78fbe88 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00000001802e7014 (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00000001802e8638 (__TEXT,__text) non-external _notify_register_tz
000000018035bae0 (__TEXT,__const) non-external _notify_tz_name
0000000180330b00 (__TEXT,__text) external _nrand48
00000001803240a4 (__TEXT,__text) non-external _nroot
00000001e78fbc78 (__DATA,__data) non-external _numempty
00000001e78fbce0 (__DATA,__data) non-external _numempty
000000018035b360 (__TEXT,__const) non-external _nv
0000000180333f84 (__TEXT,__text) external _nvis
0000000180346d80 (__TEXT,__text) external _offtime
00000001e3d70e20 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
0000000180339f14 (__TEXT,__text) external _open_memstream
000000018031f9bc (__TEXT,__text) external _open_with_subsystem
00000001803468ac (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
0000000180320c68 (__TEXT,__text) external _opendev
0000000180320e50 (__TEXT,__text) non-external _opendev_namebuf_init
00000001e78fbab0 (__DATA,__data) non-external _opendev_namebuf_once
0000000180330b44 (__TEXT,__text) external _opendir
0000000180330ee0 (__TEXT,__text) non-external _opendir_compar
0000000180303180 (__TEXT,__text) external _openpty
0000000180313174 (__TEXT,__text) external _openx_np
00000001e78fdb90 (__DATA,__common) external _optarg
00000001e78fbe70 (__DATA,__data) external _opterr
00000001e9d33bf4 (__DATA_DIRTY,__data) external _optind
00000001e78fdb8c (__DATA,__common) external _optopt
00000001e78fdb88 (__DATA,__common) external _optreset
                 (undefined) external _os_log_pack_send_and_compose (from libsystem_trace)
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
0000000180316028 (__TEXT,__text) non-external _overflow
00000001e9d33cd0 (__DATA_DIRTY,__bss) non-external _p5s
000000018035b8c1 (__TEXT,__const) non-external _padchar
00000001e78fcd5a (__DATA,__bss) non-external _parse_error
000000018030c4c8 (__TEXT,__text) non-external _parse_long_options
00000001e78fcd58 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
0000000180356454 (__TEXT,__text) external _pause
0000000180330ef4 (__TEXT,__text) external _pause$NOCANCEL
000000018033131c (__TEXT,__text) external _pclose
00000001803172fc (__TEXT,__text) non-external _permute
000000018034a024 (__TEXT,__text) non-external _permute_args
00000001803584d8 (__TEXT,__text) external _perror
00000001e78fd4e0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00000001e78fbe90 (__DATA,__data) non-external _place
0000000180330f2c (__TEXT,__text) external _popen
0000000180356738 (__TEXT,__text) external _popen$DARWIN_EXTSN
0000000180346e34 (__TEXT,__text) external _posix2time
00000001803032b8 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00000001803113e8 (__TEXT,__text) external _posix_spawnp
000000018035a888 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
000000018035a460 (__TEXT,__const) non-external _powersOf10_Float
000000018035a350 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
000000018030cbec (__TEXT,__text) external _printf
00000001e78fdae0 (__DATA,__bss) non-external _printf_info_queue
000000018034002c (__TEXT,__text) external _printf_l
000000018032e3bc (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
000000018033146c (__TEXT,__text) external _psignal
000000018034cf70 (__TEXT,__text) external _psort
000000018034da98 (__TEXT,__text) external _psort_b
000000018030cd20 (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
000000018034c8a4 (__TEXT,__text) external _ptsname
0000000180357388 (__TEXT,__text) non-external _ptsname.cold.1
0000000180358a88 (__TEXT,__text) non-external _ptsname.cold.2
00000001e78fdab8 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00000001e78fdab0 (__DATA,__bss) non-external _ptsname_once
000000018034c95c (__TEXT,__text) non-external _ptsname_once_init
0000000180358a88 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00000001803032fc (__TEXT,__text) external _ptsname_r
0000000180311714 (__TEXT,__text) external _putc
000000018034006c (__TEXT,__text) external _putc_unlocked
000000018030cc48 (__TEXT,__text) external _putchar
00000001803400b0 (__TEXT,__text) external _putchar_unlocked
000000018034a6c4 (__TEXT,__text) external _putenv
000000018032944c (__TEXT,__text) non-external _putpair
000000018030c138 (__TEXT,__text) external _puts
00000001803520c0 (__TEXT,__text) external _pututxline
0000000180340100 (__TEXT,__text) external _putw
0000000180340170 (__TEXT,__text) external _putwc
0000000180340194 (__TEXT,__text) external _putwc_l
0000000180340198 (__TEXT,__text) external _putwchar
00000001803401c8 (__TEXT,__text) external _putwchar_l
00000001e78fce90 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00000001802ec25c (__TEXT,__text) external _qsort
00000001802ed0e8 (__TEXT,__text) external _qsort_b
00000001802ed120 (__TEXT,__text) external _qsort_r
000000018031dffc (__TEXT,__text) external _querylocale
000000018035add0 (__TEXT,__const) non-external _querylocale_mapping
000000018035135c (__TEXT,__text) external _quick_exit
000000018034a85c (__TEXT,__text) non-external _r_sort_a
00000001e78fda84 (__DATA,__bss) non-external _r_sort_a.bmin
00000001e78fda78 (__DATA,__bss) non-external _r_sort_a.count
00000001e78fda80 (__DATA,__bss) non-external _r_sort_a.nc
00000001e78fda88 (__DATA,__bss) non-external _r_sort_a_count
000000018034ae5c (__TEXT,__text) non-external _r_sort_b
00000001e78fdaa4 (__DATA,__bss) non-external _r_sort_b.bmin
00000001e78fda98 (__DATA,__bss) non-external _r_sort_b.count
00000001e78fdaa0 (__DATA,__bss) non-external _r_sort_b.nc
00000001e78fda90 (__DATA,__bss) non-external _r_sort_b_count
000000018034b1f8 (__TEXT,__text) non-external _r_sort_count_allocate
00000001e78fbea0 (__DATA,__data) non-external _r_sort_count_control
000000018034a774 (__TEXT,__text) external _radixsort
0000000180320bf8 (__TEXT,__text) external _raise
00000001802efdd0 (__TEXT,__text) external _rand
00000001e78fbebc (__DATA,__data) non-external _rand_deg
00000001802f5b90 (__TEXT,__text) external _rand_r
00000001e78fbec0 (__DATA,__data) non-external _rand_sep
00000001e78fbeb8 (__DATA,__data) non-external _rand_type
00000001802ee640 (__TEXT,__text) external _random
00000001e9d33c00 (__DATA_DIRTY,__data) non-external _randtbl
000000018032e6dc (__TEXT,__text) non-external (was a private external) _rangematch
000000018031f8d4 (__TEXT,__text) non-external _raosnprintf
000000018035338c (__TEXT,__text) external _rb_tree_count
000000018030954c (__TEXT,__text) external _rb_tree_find_node
00000001803531fc (__TEXT,__text) external _rb_tree_find_node_geq
0000000180353284 (__TEXT,__text) external _rb_tree_find_node_leq
000000018030953c (__TEXT,__text) external _rb_tree_init
00000001803095b8 (__TEXT,__text) external _rb_tree_insert_node
000000018035330c (__TEXT,__text) external _rb_tree_iterate
0000000180353398 (__TEXT,__text) non-external _rb_tree_removal_rebalance
0000000180312ee8 (__TEXT,__text) external _rb_tree_remove_node
000000018030979c (__TEXT,__text) non-external _rb_tree_reparent_nodes
000000018035ae28 (__TEXT,__const) non-external _rcsid
000000018035ae77 (__TEXT,__const) non-external _rcsid
000000018035aec1 (__TEXT,__const) non-external _rcsid
000000018035afbe (__TEXT,__const) non-external _rcsid
