00000001e6f197f8 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
0000000183cf1b28 (__TEXT,__text) non-external _mk_atom
0000000183d006b8 (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000183d0bd78 (__TEXT,__text) non-external _mk_empty_string
0000000183cf4994 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
0000000183cf49dc (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000183cf8978 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000183cf52c8 (__TEXT,__text) non-external (was a private external) _mk_integer
0000000183cf2700 (__TEXT,__text) non-external _mk_sharp_const
0000000183d0a8f0 (__TEXT,__text) non-external _mk_sharp_integer
0000000183ceef54 (__TEXT,__text) non-external (was a private external) _mk_string
0000000183ceed08 (__TEXT,__text) non-external (was a private external) _mk_symbol
0000000183cee908 (__TEXT,__text) non-external _mk_vector
0000000183d18a84 (__TEXT,__text) non-external _mk_vector.cold.1
00000001e4be6450 (__DATA_CONST,__const) non-external _modifier_info
0000000183d0084c (__TEXT,__text) non-external _move_to_next_node
0000000183d15c54 (__TEXT,__text) non-external _msgfilter_free_callback
0000000183d02a70 (__TEXT,__text) non-external _negate_instruction
00000001e4be57d0 (__DATA_CONST,__const) non-external _network_filter_constants
0000000183ceeba4 (__TEXT,__text) non-external _new_frame_in_env
0000000183cef054 (__TEXT,__text) non-external _new_slot_spec_in_env
0000000183d3d728 (__TEXT,__const) non-external _nfBasicCF
0000000183d39b68 (__TEXT,__const) non-external _nfTrieHi
0000000183d3e128 (__TEXT,__const) non-external _nfTrieLo
0000000183d3c548 (__TEXT,__const) non-external _nfTrieMid
0000000183d3a194 (__TEXT,__const) non-external _nfU16InvMasks
0000000183d3a29c (__TEXT,__const) non-external _nfU16Seq2
0000000183d3aeb0 (__TEXT,__const) non-external _nfU16Seq3
0000000183d3b3e4 (__TEXT,__const) non-external _nfU16SeqMisc
0000000183d3b570 (__TEXT,__const) non-external _nfU32Char
0000000183d3c3ec (__TEXT,__const) non-external _nfU32SeqMisc
0000000183cf3d3c (__TEXT,__text) non-external _num_eq
0000000183cfb11c (__TEXT,__text) non-external _num_ge
0000000183d0071c (__TEXT,__text) non-external _num_gt
0000000183d0ab68 (__TEXT,__text) non-external _num_le
0000000183d0ab20 (__TEXT,__text) non-external _num_lt
0000000183d0b8ec (__TEXT,__text) non-external _num_mod
00000001e817f1e8 (__DATA_DIRTY,__bss) non-external _num_one
0000000183d0b87c (__TEXT,__text) non-external _num_rem
00000001e817f1d8 (__DATA_DIRTY,__bss) non-external _num_zero
0000000183cf89c8 (__TEXT,__text) non-external (was a private external) _objvalue
0000000183ceee20 (__TEXT,__text) non-external _oblist_add_by_name
0000000183ceed60 (__TEXT,__text) non-external _oblist_find_by_name
0000000183cfda88 (__TEXT,__text) non-external _op_concat
0000000183cfdfc4 (__TEXT,__text) non-external _operand_release
0000000183d16dd8 (__TEXT,__text) non-external _operation_expand
00000001e4be6e18 (__DATA_CONST,__const) non-external _operation_info
00000001e4be67f8 (__DATA_CONST,__const) non-external _operation_names
0000000183d16c7c (__TEXT,__text) non-external _operations_allowed_by_default
0000000183d1403c (__TEXT,__text) non-external _operator_name
0000000183cfd888 (__TEXT,__text) non-external _operator_precedence
0000000183cef7f4 (__TEXT,__text) non-external _opexe_0
0000000183d18ab0 (__TEXT,__text) non-external _opexe_0.cold.1
0000000183d18adc (__TEXT,__text) non-external _opexe_0.cold.2
0000000183cf1e48 (__TEXT,__text) non-external _opexe_1
0000000183cf2958 (__TEXT,__text) non-external _opexe_2
0000000183cf3870 (__TEXT,__text) non-external _opexe_3
0000000183cf3ef0 (__TEXT,__text) non-external _opexe_4
0000000183cf0b84 (__TEXT,__text) non-external _opexe_5
0000000183d09ed0 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
0000000183cf6598 (__TEXT,__text) non-external (was a private external) _pair_car
0000000183cf65fc (__TEXT,__text) non-external (was a private external) _pair_cdr
0000000183cf7698 (__TEXT,__text) non-external _parse_pattern
0000000183d13e38 (__TEXT,__text) non-external _peek_operand
0000000183d35312 (__TEXT,__const) non-external _policy_scm
0000000183d0fa18 (__TEXT,__text) non-external _populate_modifier_descriptor
0000000183d0fe18 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
0000000183cf5968 (__TEXT,__text) non-external _port_close
0000000183d0adb8 (__TEXT,__text) non-external _port_from_file
0000000183cef1d4 (__TEXT,__text) non-external _port_from_string
0000000183cf6db8 (__TEXT,__text) non-external _port_rep_from_file
0000000183d08f34 (__TEXT,__text) non-external _previously_emitted_buffer
0000000183d0f328 (__TEXT,__text) non-external _previously_emitted_condition
0000000183d0c258 (__TEXT,__text) non-external _printatom
0000000183d0be0c (__TEXT,__text) non-external _printslashstring
00000001e4be5418 (__DATA_CONST,__const) non-external _profile_dirs
0000000183d0ef34 (__TEXT,__text) non-external _profile_has_mach_message_filters
0000000183d0eef0 (__TEXT,__text) non-external _profile_has_message_filters
0000000183cffeb8 (__TEXT,__text) non-external _push_bytes
0000000183cfe824 (__TEXT,__text) non-external _push_byteset
0000000183d13fb8 (__TEXT,__text) non-external _push_byteset_skip
0000000183d00098 (__TEXT,__text) non-external _push_jne_instr
0000000183cfd8d8 (__TEXT,__text) non-external _push_literal
0000000183d00248 (__TEXT,__text) non-external _push_match_sequence_instr
0000000183d174c0 (__TEXT,__text) non-external _push_match_variable_instr
0000000183d0a8a0 (__TEXT,__text) non-external _push_nop
0000000183d140d4 (__TEXT,__text) non-external _push_operand
0000000183cfd3f8 (__TEXT,__text) non-external _push_operator
0000000183d17658 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
0000000183d13eec (__TEXT,__text) non-external _push_seek
0000000183d1757c (__TEXT,__text) non-external _push_seek_byte_instr
0000000183d0acf0 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000183d0aca0 (__TEXT,__text) non-external (was a private external) _putstr
0000000183d0c1ac (__TEXT,__text) non-external _readsharpstrexp
0000000183cf1a54 (__TEXT,__text) non-external _readstr_upto
0000000183d0bf40 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
0000000183d09110 (__TEXT,__text) non-external _record_buffer_data
0000000183d09200 (__TEXT,__text) non-external _record_condition_data
0000000183d0044c (__TEXT,__text) non-external _regex_quote
0000000183d13f44 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000183d05c8c (__TEXT,__text) non-external _reorder_condition
0000000183d05da0 (__TEXT,__text) non-external _reorder_condition_list
0000000183d142dc (__TEXT,__text) non-external _reorder_policy
0000000183cfb1a4 (__TEXT,__text) non-external _reverse
0000000183cf4e3c (__TEXT,__text) non-external (was a private external) _s_cons
0000000183cf4804 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
0000000183cf0660 (__TEXT,__text) non-external _s_save
0000000183d0985c (__TEXT,__text) external _sandbox_apply
0000000183d09864 (__TEXT,__text) external _sandbox_apply_container
0000000183d0cae8 (__TEXT,__text) external _sandbox_compile_entitlements
0000000183ceb620 (__TEXT,__text) external _sandbox_compile_file
0000000183ceb57c (__TEXT,__text) external _sandbox_compile_named
0000000183d0a564 (__TEXT,__text) external _sandbox_compile_string
0000000183d0d4a4 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000183ceb428 (__TEXT,__text) external _sandbox_create_params
0000000183d0d93c (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000183d09944 (__TEXT,__text) external _sandbox_free_params
0000000183d098f8 (__TEXT,__text) external _sandbox_free_profile
0000000183d0cc34 (__TEXT,__text) external _sandbox_inspect_pid
0000000183d0cd2c (__TEXT,__text) external _sandbox_inspect_smemory
0000000183d0d4b4 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000183d0da08 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000183d0cb08 (__TEXT,__text) external _sandbox_register_profile
0000000183d0dddc (__TEXT,__text) external _sandbox_register_sync_root
0000000183ceb484 (__TEXT,__text) external _sandbox_set_param
0000000183d0cdc8 (__TEXT,__text) external _sandbox_set_user_state_item
0000000183d0cddc (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000183d0cbfc (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000183d0cba8 (__TEXT,__text) external _sandbox_unregister_profile
0000000183d0cd34 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000183d0cd9c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000183d0cd3c (__TEXT,__text) external _sandbox_user_state_item_buffer_send
0000000183d0d0e4 (__TEXT,__text) external _sandbox_user_state_iterate_items
0000000183d0e034 (__TEXT,__text) non-external _sb_annotation_destroy
0000000183d0df68 (__TEXT,__text) non-external _sb_annotation_list_copy
0000000183d07f88 (__TEXT,__text) non-external _sb_annotation_set_integer
0000000183d0eb58 (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000183d0e8ec (__TEXT,__text) non-external _sb_bitmask_create_empty
0000000183d0ea14 (__TEXT,__text) non-external _sb_bitmask_get_hash
0000000183d0eac8 (__TEXT,__text) non-external _sb_bitmask_iterate_set
0000000183d0e85c (__TEXT,__text) non-external _sb_bitmask_release
0000000183d0e7f4 (__TEXT,__text) non-external _sb_bitmask_retain
0000000183ced9cc (__TEXT,__text) non-external _sb_buffer_alloc
0000000183cfeb74 (__TEXT,__text) non-external _sb_buffer_get_byte_count
0000000183cfec10 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000183d00378 (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000183cf7cec (__TEXT,__text) non-external _sb_buffer_release
0000000183cff098 (__TEXT,__text) non-external _sb_buffer_retain
0000000183d0ebb0 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
0000000183cfebc0 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
0000000183cfe5a8 (__TEXT,__text) non-external _sb_byteset_add_byte
0000000183d1095c (__TEXT,__text) non-external _sb_byteset_copy
0000000183cfe8a8 (__TEXT,__text) non-external _sb_byteset_get_population
0000000183d073e8 (__TEXT,__text) non-external _sb_byteset_is_equivalent
0000000183d00b28 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
0000000183cfe758 (__TEXT,__text) non-external _sb_byteset_negate
0000000183cfe550 (__TEXT,__text) non-external _sb_byteset_new
0000000183cfe6d8 (__TEXT,__text) non-external _sb_byteset_release
0000000183cfe670 (__TEXT,__text) non-external _sb_byteset_retain
0000000183d00c7c (__TEXT,__text) non-external _sb_byteset_union
0000000183d1086c (__TEXT,__text) non-external _sb_byteset_with_range
0000000183ced830 (__TEXT,__text) non-external _sb_calloc
0000000183d10d20 (__TEXT,__text) non-external _sb_condition_boolean
0000000183cfb404 (__TEXT,__text) non-external _sb_condition_conjunction
0000000183d0a344 (__TEXT,__text) non-external _sb_condition_constant
0000000183cf8688 (__TEXT,__text) non-external _sb_condition_disjunction
0000000183d11a08 (__TEXT,__text) non-external _sb_condition_is_bitmask
0000000183d11870 (__TEXT,__text) non-external _sb_condition_is_boolean
0000000183d039b4 (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000183cfb6fc (__TEXT,__text) non-external _sb_condition_is_contrary
0000000183d02c94 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000183cfbec4 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000183d08cd0 (__TEXT,__text) non-external _sb_condition_is_integer
0000000183d11980 (__TEXT,__text) non-external _sb_condition_is_network
0000000183d03c00 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000183cf81a0 (__TEXT,__text) non-external _sb_condition_is_regex
0000000183d118f8 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
0000000183d03da4 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000183cf8228 (__TEXT,__text) non-external _sb_condition_list_append
0000000183d04348 (__TEXT,__text) non-external _sb_condition_list_contains_condition
0000000183d03fa4 (__TEXT,__text) non-external _sb_condition_list_copy
0000000183cff1a8 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
0000000183d11b60 (__TEXT,__text) non-external _sb_condition_list_filter
0000000183cfade4 (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000183d06eec (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000183cfaf84 (__TEXT,__text) non-external _sb_condition_list_iterate
0000000183d049bc (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000183cf6494 (__TEXT,__text) non-external _sb_condition_list_new
0000000183cf6c98 (__TEXT,__text) non-external _sb_condition_list_release
0000000183d040d4 (__TEXT,__text) non-external _sb_condition_list_remove
0000000183d05264 (__TEXT,__text) non-external _sb_condition_matches_subset
0000000183d02b6c (__TEXT,__text) non-external _sb_condition_negation
0000000183d09e3c (__TEXT,__text) non-external _sb_condition_network
0000000183cf7e4c (__TEXT,__text) non-external _sb_condition_new
0000000183cfe4c0 (__TEXT,__text) non-external _sb_condition_pattern
0000000183cf8ad8 (__TEXT,__text) non-external _sb_condition_pattern_path
0000000183cf84ec (__TEXT,__text) non-external _sb_condition_release
0000000183cfefac (__TEXT,__text) non-external _sb_condition_string
0000000183ced500 (__TEXT,__text) non-external _sb_context_intern_string
0000000183cf699c (__TEXT,__text) non-external _sb_context_release
0000000183cf68f4 (__TEXT,__text) non-external _sb_context_release_modification
0000000183ced3dc (__TEXT,__text) non-external _sb_context_retain
0000000183d11be0 (__TEXT,__text) non-external _sb_context_retain_modification
0000000183d11f64 (__TEXT,__text) non-external _sb_error_fatal
0000000183d1214c (__TEXT,__text) non-external _sb_error_fatal_for_instruction
0000000183d11fb0 (__TEXT,__text) non-external _sb_error_for_instruction
0000000183cfea0c (__TEXT,__text) non-external _sb_error_new
00000001e4be5790 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
0000000183cfe960 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
0000000183d11e2c (__TEXT,__text) non-external _sb_error_set_with_description
0000000183d11f38 (__TEXT,__text) non-external _sb_error_set_with_format
0000000183d11e98 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000183cf5308 (__TEXT,__text) non-external _sb_filter_accepts_type
0000000183d124a4 (__TEXT,__text) non-external _sb_filter_has_atom_namespace
0000000183cf8004 (__TEXT,__text) non-external _sb_filter_has_dependency
00000001e817f1f8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001e817f208 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000183cf700c (__TEXT,__text) non-external _sb_filter_is_case_sensitive
0000000183d12450 (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
0000000183cf7140 (__TEXT,__text) non-external _sb_fsa_acceptor
0000000183cf9d4c (__TEXT,__text) non-external _sb_fsa_copy
0000000183cf9b60 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000183cf9fe0 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000183d0561c (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
0000000183d054e0 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000183d0e7a0 (__TEXT,__text) non-external _sb_fsa_may_backtrack
0000000183d00970 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
0000000183d00da0 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
0000000183d008c0 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000183cfe410 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
0000000183cf98dc (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
0000000183cf9b08 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
0000000183d0e24c (__TEXT,__text) non-external _sb_fsa_recognizer_variable
0000000183cf7bb4 (__TEXT,__text) non-external _sb_fsa_release
0000000183cfabdc (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000183cf7ae4 (__TEXT,__text) non-external _sb_fsa_retain
0000000183cf9a74 (__TEXT,__text) non-external _sb_fsa_retain_indegree
0000000183d00760 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
0000000183ced8a0 (__TEXT,__text) non-external _sb_hash_compute
0000000183d0cc48 (__TEXT,__text) non-external _sb_inspect_subsystem
0000000183cedc38 (__TEXT,__text) non-external _sb_instr_action
0000000183cf89d0 (__TEXT,__text) non-external _sb_instr_conditional
0000000183d125e8 (__TEXT,__text) non-external _sb_instr_deep_copy
0000000183d07470 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
0000000183d02d90 (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000183d027bc (__TEXT,__text) non-external _sb_instr_is_equivalent
0000000183d12720 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
0000000183d1253c (__TEXT,__text) non-external _sb_instr_jump
0000000183cedcb0 (__TEXT,__text) non-external _sb_instr_new
0000000183cede9c (__TEXT,__text) non-external _sb_instr_release
0000000183d029f4 (__TEXT,__text) non-external _sb_instr_replace
0000000183cedd6c (__TEXT,__text) non-external _sb_instr_retain
0000000183d02f28 (__TEXT,__text) non-external _sb_instr_set_condition
0000000183cfeed0 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000183d05134 (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000183ceddd4 (__TEXT,__text) non-external _sb_instr_track
0000000183ced910 (__TEXT,__text) non-external _sb_malloc
0000000183d12fc0 (__TEXT,__text) non-external _sb_modifier_get_name
0000000183cfc4cc (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000183cf675c (__TEXT,__text) non-external _sb_modifiers_iterate
0000000183cf67e0 (__TEXT,__text) non-external _sb_modifiers_release
0000000183d131b0 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
0000000183d132c0 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
0000000183d1300c (__TEXT,__text) non-external _sb_modifiers_set_modifier
0000000183d13134 (__TEXT,__text) non-external _sb_modifiers_set_signal
0000000183d12db4 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
0000000183d12ea0 (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
0000000183d12cf4 (__TEXT,__text) non-external _sb_msgfilter_release
0000000183d0962c (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
0000000183d01864 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000183d09720 (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000183d08024 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
0000000183d080cc (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000183d0c4dc (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
0000000183d18c68 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000183d0c57c (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000183d0c58c (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000183d0c584 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000183d0c470 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000183d0c31c (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000183d0c7c4 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000183d18d28 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
0000000183d18d54 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000183d0c938 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000183d0c904 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000183d0c7ac (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000183d0c3ac (__TEXT,__text) non-external _sb_packbuff_realloc
0000000183d0c644 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000183d18cfc (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000183d0ca10 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
0000000183d0c728 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000183d0c5cc (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
0000000183cfedac (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000183cf7b4c (__TEXT,__text) non-external _sb_pattern_new
0000000183cf7074 (__TEXT,__text) non-external _sb_pattern_prefix
0000000183cfc6ec (__TEXT,__text) non-external _sb_pattern_regex
0000000183cf80dc (__TEXT,__text) non-external _sb_pattern_release
0000000183cf8074 (__TEXT,__text) non-external _sb_pattern_retain
0000000183cff580 (__TEXT,__text) non-external _sb_pattern_serialize
0000000183d183d4 (__TEXT,__text) non-external _sb_pattern_var_release
0000000183d1836c (__TEXT,__text) non-external _sb_pattern_var_retain
0000000183d184f0 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
0000000183d18710 (__TEXT,__text) non-external _sb_pattern_varset_enter
0000000183d1888c (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000183d0a454 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000183d0a388 (__TEXT,__text) non-external _sb_pattern_varset_retain
0000000183d13b28 (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000183d13ac8 (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000183d13b84 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
0000000183d13768 (__TEXT,__text) non-external _sb_policy_new
0000000183d13944 (__TEXT,__text) non-external _sb_policy_release
0000000183d139fc (__TEXT,__text) non-external _sb_policy_set_entry_point
0000000183d0179c (__TEXT,__text) non-external _sb_profile_release
0000000183d0a3f0 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
0000000183d0a580 (__TEXT,__text) non-external _sb_program_add_source_buffer
0000000183ceda5c (__TEXT,__text) non-external _sb_program_source_alloc
0000000183d00028 (__TEXT,__text) non-external _sb_realloc
0000000183cfec58 (__TEXT,__text) non-external _sb_regex_release
0000000183d01538 (__TEXT,__text) non-external _sb_sbpl_parser_release
0000000183d177a0 (__TEXT,__text) non-external _sb_source_info_copy
0000000183cfeb34 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000183cf8d40 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000183ced444 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
0000000183cfed18 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
0000000183d134f8 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
0000000183d11da8 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
0000000183d0464c (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
0000000183d14474 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
0000000183d02178 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
0000000183d17828 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
0000000183d013e4 (__TEXT,__text) non-external _sb_visitor_has_visited
0000000183d01050 (__TEXT,__text) non-external _sb_visitor_new
0000000183d01494 (__TEXT,__text) non-external _sb_visitor_release
0000000183d1894c (__TEXT,__text) non-external _sb_warn
0000000183d38471 (__TEXT,__const) non-external _sbpl1_scm
0000000183d39295 (__TEXT,__const) non-external _sbpl2_scm
0000000183d39726 (__TEXT,__const) non-external _sbpl3_scm
0000000183d15c7c (__TEXT,__text) non-external _sbpl_enter_message_filter_context
0000000183d1563c (__TEXT,__text) non-external _sbpl_filter_eqv
0000000183d15b5c (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000183d154f0 (__TEXT,__text) non-external _sbpl_operation_eqv
0000000183d317bd (__TEXT,__const) non-external _sbpl_scm
0000000183d0ad2c (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000183d18a2c (__TEXT,__text) non-external _scheme_backtrace.cold.1
0000000183d00ed8 (__TEXT,__text) non-external (was a private external) _scheme_call
0000000183cf490c (__TEXT,__text) non-external (was a private external) _scheme_define
0000000183d01608 (__TEXT,__text) non-external (was a private external) _scheme_deinit
0000000183cee6cc (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
0000000183d0af6c (__TEXT,__text) non-external (was a private external) _scheme_error
0000000183d0b2dc (__TEXT,__text) non-external (was a private external) _scheme_errorf
0000000183d006b0 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000183d0abe4 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000183d0abdc (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
0000000183d0abc4 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
0000000183d00e8c (__TEXT,__text) non-external (was a private external) _scheme_global
0000000183cee0d8 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000183cee078 (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000183cf5034 (__TEXT,__text) non-external (was a private external) _scheme_load_file
0000000183cef294 (__TEXT,__text) non-external (was a private external) _scheme_load_string
0000000183cf583c (__TEXT,__text) non-external (was a private external) _scheme_push_string
0000000183d0b34c (__TEXT,__text) non-external (was a private external) _scheme_quit
0000000183cef268 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
0000000183cef1a0 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
0000000183cef1a8 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
0000000183d0ae08 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000183cfa274 (__TEXT,__text) non-external _shallow_copy_node
0000000183d04e68 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000183d06da0 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
0000000183ceefc4 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
0000000183d006a8 (__TEXT,__text) non-external (was a private external) _string_length
0000000183cf7004 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
0000000183d175dc (__TEXT,__text) non-external _submatch_end
0000000183cf4988 (__TEXT,__text) non-external (was a private external) _symname
0000000183d0b720 (__TEXT,__text) non-external _syntaxnum
0000000183d021d0 (__TEXT,__text) non-external _synthesize_logical_conditions
0000000183d129d8 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001ed2423d8 (__AUTH_CONST,__const) non-external _tests
0000000183cf06e8 (__TEXT,__text) non-external _token
0000000183d011cc (__TEXT,__text) non-external _traverse_postorder
0000000183d12774 (__TEXT,__text) non-external _traverse_preorder
0000000183d10db4 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
0000000183d39b58 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
