00007ffa42edaee0 (__DATA,__data) non-external _.compoundliteral
00007ffa18262ed0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa18259e70 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa18252810 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa18252300 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa182522c0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa182522f0 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa182635e0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa18252980 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa18263860 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa18252af0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa18259eb0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa182619d0 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa18265c90 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa182657a0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa18252cd0 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa1825e780 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa1825e700 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa182631e0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa18252f40 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa18263360 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa18278730 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa18259c80 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa18259cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa18253190 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa1825aff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa1825a230 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa1825a720 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa1825aa90 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa1825ac50 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa1825ae80 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa182609a0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa1825af50 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa1826c690 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa1826fda0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa1827bca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa18274980 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa18268540 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa18274230 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa182746e0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa18274480 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa182531d0 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa18253580 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa18253840 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa18263f80 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa18263c90 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa1825ef90 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa18265fa0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa182664a0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa18253c00 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa18253e60 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa18263c60 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa182267d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa18259ce0 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa18266b10 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa18266b60 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa18266d40 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa18258910 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa182639a0 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa18263ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa182267f0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa18226830 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa182641f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa182541c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa18254570 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa18254850 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa18261ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa18254d60 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa18254f50 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa1825f3d0 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa1825f6f0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa1825b3e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa1825b7e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa1825bbe0 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa1825bbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa18255240 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa1825c3f0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa18265530 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa182552c0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa18255300 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa18255770 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa18262f10 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa1825c540 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa182646d0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa18264510 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa182654d0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa18264ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa182651f0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa1825c580 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa182581f0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa18258230 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa18258240 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa182267e0 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa1825cb10 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa1825f800 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa18261f90 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa18262210 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa18258570 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa18252260 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa18259a30 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa1825cf70 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa1825d060 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa1825d470 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa1825d490 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa1825d730 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa18262f90 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa18263050 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa18258dd0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa18263220 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa1825d9c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa1825dc60 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa182605a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa1825def0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa18259000 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa182591f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa1826fbd0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa18273790 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa18266ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa1825e2f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa1825e310 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa18260a30 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa18278af0 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa182596e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa182634a0 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa182266c0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa182263e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa18226550 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa18263c30 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa18262c50 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa18264af0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa18264620 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa18265500 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa182650a0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa182653a0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa18262f50 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa1825e460 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa1825e6c0 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa18252310 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa18251880 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa18251be0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa18226570 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa18226290 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa18226750 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa18226400 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa182267a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa18226200 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa18226220 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa18226700 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa18226270 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa182261c0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa182266e0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa18226260 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa1827b640 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa18278cd0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa18226e90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa182299f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa18226840 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa18226f50 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa18229420 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa1822b070 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa1822b460 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa18226a40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa18226b40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa18226bb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa18226d90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa182294a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa1822b610 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa1822b9d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa1822be70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa18225530 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa18225400 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa18202140 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa18208cf0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa1820a2a0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa18225440 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa1826bfc0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1826f810 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa182733c0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa18278370 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1827f760 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1820053c (__TEXT,__text) external _glvmSetTextureFormat
00007ffa1822d230 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa18237440 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa1823b230 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa182423d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa18247270 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa1824c640 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa182497a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa1823d140 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa18243b90 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa18248170 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa1824dae0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa18249e20 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa1823e3f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa182355c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa18237d70 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa18202060 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa182020c0 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa1822d2d0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa18201405 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa18272eb0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa18277bd0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa1826b640 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa440f3590 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa440f3580 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa182d2295 (__TEXT,__text) non-external _handleResetPost
00007ffa182d2235 (__TEXT,__text) non-external _handleResetPre
00007ffa182d7b40 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa182e01d1 (__TEXT,__text) non-external _include_str_getch
00007ffa182e02a5 (__TEXT,__text) non-external _include_str_ungetch
00007ffa182d7357 (__TEXT,__text) non-external _initAggregateType
00007ffa182e51c2 (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa182e5205 (__TEXT,__text) non-external _initDerefNode
00007ffa182886bc (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa182e518d (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa18308552 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa182c110d (__TEXT,__text) non-external _inputForOutput
00007ffa18336100 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa183360f7 (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa18324244 (__TEXT,__text) non-external _iterateQualifiers
00007ffa182e108c (__TEXT,__text) non-external _lAddByte
00007ffa182e0939 (__TEXT,__text) non-external _lFloatConst
00007ffa182e0f50 (__TEXT,__text) non-external _lNewBlock
00007ffa182e1634 (__TEXT,__text) non-external _lReadByte
00007ffa182dc610 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa18303aff (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa181f3c2c (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa181f3c84 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa181f3d86 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa181f3dfc (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa181f3bf9 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa181f3d74 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa181f3cec (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa181f3c32 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa181f3c7e (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa181f3c26 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa181f3e0d (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa181f3bf0 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa182de5cd (__TEXT,__text) non-external _macro_scan
00007ffa182b91ed (__TEXT,__text) non-external _makeCopyFunction
00007ffa18303e6a (__TEXT,__text) non-external _makeIntConstantNode
00007ffa1828426c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007ffa182deecc (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa182dee1b (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa182ded23 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa182deddc (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa182858e2 (__TEXT,__text) non-external _mergeTypes
00007ffa42edf5c0 (__DATA,__bss) non-external _message
00007ffa42edf5b0 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa42edae68 (__DATA,__data) non-external _mutex
00007ffa182c33b5 (__TEXT,__text) non-external _nameTablePush
00007ffa42edf9f0 (__DATA,__bss) non-external _nameTableSets
00007ffa182dec83 (__TEXT,__text) non-external _noop
00007ffa182e0933 (__TEXT,__text) non-external _noop
00007ffa182bb26f (__TEXT,__text) non-external _offsetLayout
00007ffa182dc90a (__TEXT,__text) non-external _op_add
00007ffa182dc89a (__TEXT,__text) non-external _op_and
00007ffa182dc968 (__TEXT,__text) non-external _op_cmpl
00007ffa182dc928 (__TEXT,__text) non-external _op_div
00007ffa182dc8a4 (__TEXT,__text) non-external _op_eq
00007ffa182dc8cb (__TEXT,__text) non-external _op_ge
00007ffa182dc8be (__TEXT,__text) non-external _op_gt
00007ffa182dc8e5 (__TEXT,__text) non-external _op_le
00007ffa182dc871 (__TEXT,__text) non-external _op_logand
00007ffa182dc864 (__TEXT,__text) non-external _op_logor
00007ffa182dc8d8 (__TEXT,__text) non-external _op_lt
00007ffa182dc93e (__TEXT,__text) non-external _op_mod
00007ffa182dc91d (__TEXT,__text) non-external _op_mul
00007ffa182dc8b1 (__TEXT,__text) non-external _op_ne
00007ffa182dc95e (__TEXT,__text) non-external _op_neg
00007ffa182dc972 (__TEXT,__text) non-external _op_not
00007ffa182dc886 (__TEXT,__text) non-external _op_or
00007ffa182dc956 (__TEXT,__text) non-external _op_pos
00007ffa182dc8f2 (__TEXT,__text) non-external _op_shl
00007ffa182dc8fe (__TEXT,__text) non-external _op_shr
00007ffa182dc913 (__TEXT,__text) non-external _op_sub
00007ffa182dc890 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa182c2153 (__TEXT,__text) non-external _outputForInput
00007ffa182aeb61 (__TEXT,__text) non-external _packInto
00007ffa182c9d9c (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa182c9c00 (__TEXT,__text) non-external _parseLayout
00007ffa18285819 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa18285512 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa18302a50 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa18302c6e (__TEXT,__text) non-external _phase2Process
00007ffa18302ef8 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa18302fa5 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa1830301b (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa18303506 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa18302f4f (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa183030c1 (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa183032a2 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa18303a17 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa18302fdc (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa182842d1 (__TEXT,__text) non-external _poolAlloc
00007ffa42edfa10 (__DATA,__bss) non-external _poolAllocators
00007ffa1828434d (__TEXT,__text) non-external _poolFree
00007ffa18284345 (__TEXT,__text) non-external _poolRealloc
00007ffa1835a730 (__TEXT,__const) non-external _pow_10.down
00007ffa1835a630 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa41d2b550 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa18289475 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa182c1f04 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa182d0340 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa182ca3e4 (__TEXT,__text) non-external _qualifierContextToString
00007ffa182c8e3f (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa182c9f70 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa182dc97f (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa182844be (__TEXT,__text) non-external _readTOC
00007ffa182f21dc (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007ffa18331f5e (__TEXT,__text) non-external _regEqualsFunction
00007ffa18331f56 (__TEXT,__text) non-external _regHashFunction
00007ffa182e18af (__TEXT,__text) non-external _reget_token
00007ffa1835bf00 (__TEXT,__const) non-external _reltable.glpGetBIArchiveData
00007ffa18365dd4 (__TEXT,__const) non-external _reltable.glpPPDisassemble
00007ffa182c3560 (__TEXT,__text) non-external _remap
00007ffa1835c3f0 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa18327aaa (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa182c80f5 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa182e17b0 (__TEXT,__text) non-external _scan_token
00007ffa182fcd9d (__TEXT,__text) non-external _serializeASTFields
00007ffa182f7278 (__TEXT,__text) non-external _serializeAssignFields
00007ffa182fa03c (__TEXT,__text) non-external _serializeBlockFields
00007ffa182fde84 (__TEXT,__text) non-external _serializeCallFields
00007ffa182fa4c0 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffa182f73a1 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffa182f6ff6 (__TEXT,__text) non-external _serializeConstantFields
00007ffa182fa57c (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffa182f7100 (__TEXT,__text) non-external _serializeEqualFields
00007ffa182f7049 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffa182f87e4 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffa182f7072 (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffa182f7864 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffa182f9ba4 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffa182fb9cc (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffa182f8836 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffa182f8d54 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffa182fb610 (__TEXT,__text) non-external _serializeLValueFields
00007ffa182f9bcd (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffa182f90e8 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffa182f89be (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffa182f70d7 (__TEXT,__text) non-external _serializeMethodCallFields
00007ffa182f71bc (__TEXT,__text) non-external _serializeNotEqualFields
