000000022e3cb1c8 (__DATA,__data) non-external _.compoundliteral
00000001e842ad8c (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001e842a7e0 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001e842a7b8 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001e842a7dc (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001e8437994 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001e842aff0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001e8437bf4 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001e842b168 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001e842f318 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001e8429e74 (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001e8435d98 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001e8439d90 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001e84399cc (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001e842b174 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001e8433410 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001e84333a8 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001e84375d0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001e842b2e8 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001e8437734 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001e8447b44 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001e842f0fc (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001e842f128 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001e842b374 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001e8430024 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001e842f4d4 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001e842f83c (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001e842fb94 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001e842fd78 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001e842fed8 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001e8434e68 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001e842ff7c (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001e843e99c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001e84411c8 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001e844a18c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001e8444c0c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001e843b7ac (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001e84444d4 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001e8444994 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001e8444730 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001e842b3b4 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001e8429614 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001e842b518 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001e842b520 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001e843829c (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001e8437fc8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001e84339fc (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001e843a054 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001e843a318 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001e842b6dc (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001e84294d4 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001e842b850 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001e8437fa4 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001e8408be4 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001e842f154 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001e843a634 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001e843a658 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001e843a7a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001e842e668 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001e8437d24 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001e8437e04 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001e8408bec (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001e8408c20 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001e8438518 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001e842bbb8 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001e842bfc8 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001e8429974 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001e842c128 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001e8435e5c (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001e842c2dc (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001e842c2ec (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001e8433e98 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001e843415c (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001e843048c (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001e843081c (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001e8430bac (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001e8430bb0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001e842c470 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001e8431338 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001e8439850 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001e842c4e0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001e842c514 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001e842c964 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001e843722c (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001e8431484 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001e84389c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001e84387e4 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001e8439808 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001e8439184 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001e8439510 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001e84314c8 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001e842e574 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001e842e5b4 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001e842e5b8 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001e8408be8 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001e84316e4 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001e8434228 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001e8436338 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001e8436580 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001e842e5f0 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001e842a760 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001e842f074 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001e8431af0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001e8431bb8 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001e8432098 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001e84320b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001e8432330 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001e84372b4 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001e84373b8 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001e842e840 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001e8437604 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001e8429b38 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001e84325b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001e8432830 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001e8434be8 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001e8432ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001e842e844 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001e842e9bc (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001e8440fd4 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001e8443c70 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001e843a8c8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001e8432f94 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001e8432fac (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001e8434f10 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001e8447d70 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00000001e842ecb8 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001e8437864 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001e8408a60 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001e8408814 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001e8408938 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001e8437f80 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001e8436fa0 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001e8438e00 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001e8438920 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001e843982c (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001e843937c (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001e8439708 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001e8437270 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001e84330f8 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001e8433364 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001e842a7e4 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001e842a014 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001e842a28c (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001e8408958 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001e8408710 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001e8408af8 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001e8408834 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001e8408bb0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001e8408684 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001e84086a8 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001e8408a98 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001e84086f4 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001e84085dc (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001e8408a80 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001e84086ec (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001e84499a8 (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001e8447ed8 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001e8447fc4 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001e840924c (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001e840b3f4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001e8408c2c (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001e840940c (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001e840ae74 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001e840c6d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000001e840caec (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001e8408e8c (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001e8408fb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001e8408ff8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001e8409198 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001e840aeb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001e840cc48 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001e840ce28 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001e840d0d8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001e8407c88 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001e8407b80 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001e83e9b68 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001e83ef330 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001e83f04a0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001e8407bcc (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001e843e3d8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e8440c48 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e84438bc (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e84477cc (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e844cbe8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e83e7e84 (__TEXT,__text) external _glvmSetTextureFormat
00000001e840dbd4 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001e841546c (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001e8418460 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001e841d5c4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001e8420f8c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001e8425178 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001e8422b64 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001e8419bc8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001e841e6f8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001e8421ab8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001e8426140 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001e842303c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001e841a818 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000001e8413bd4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001e8415b60 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001e83e9a60 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001e83e9ae0 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001e840dc74 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001e83e8e38 (__TEXT,__text) external _glvmUpdateTextureStructure
00000001e844340c (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001e8447138 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001e843dd18 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
000000022f9658a0 (__DATA_DIRTY,__bss) non-external _glvm_constants
000000022f965890 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001e849a3dc (__TEXT,__text) non-external _handleResetPost
00000001e849a37c (__TEXT,__text) non-external _handleResetPre
00000001e849ff94 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001e84a8c78 (__TEXT,__text) non-external _include_str_getch
00000001e84a8d94 (__TEXT,__text) non-external _include_str_ungetch
00000001e849f70c (__TEXT,__text) non-external _initAggregateType
00000001e84aecb8 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001e84aec8c (__TEXT,__text) non-external _initCallNode
00000001e84aed84 (__TEXT,__text) non-external _initDerefNode
00000001e84aed34 (__TEXT,__text) non-external _initQualifierNode
00000001e84aed5c (__TEXT,__text) non-external _initStatementNode
00000001e84aed08 (__TEXT,__text) non-external _initStructureNode
00000001e84559f8 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001e84aec50 (__TEXT,__text) non-external _initUnaryOperatorNode
00000001e84d2344 (__TEXT,__text) non-external _inliningNodeReplacement
00000001e8489cdc (__TEXT,__text) non-external _inputForOutput
00000001e84fd6c8 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001e84fd6c4 (__TEXT,__text) non-external _instructionIndexHashFunction
00000001e84ebe9c (__TEXT,__text) non-external _iterateQualifiers
00000001e84a9da4 (__TEXT,__text) non-external _lAddByte
00000001e84a9554 (__TEXT,__text) non-external _lFloatConst
00000001e84a9c48 (__TEXT,__text) non-external _lNewBlock
00000001e84aa3b8 (__TEXT,__text) non-external _lReadByte
00000001e84a4c00 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001e84ce858 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001e83dc178 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001e83dc1e0 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001e83dc308 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001e83dc380 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001e83dc12c (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000001e83dc2f0 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001e83dc278 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001e83dc17c (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001e83dc1dc (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000001e83dc174 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001e83dc388 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001e83dc124 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001e84a6e48 (__TEXT,__text) non-external _macro_scan
00000001e84829cc (__TEXT,__text) non-external _makeCopyFunction
00000001e84cec08 (__TEXT,__text) non-external _makeIntConstantNode
00000001e8451730 (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00000001e84a7830 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001e84a776c (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001e84a767c (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001e84a771c (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001e8452ce4 (__TEXT,__text) non-external _mergeTypes
000000022e3cf894 (__DATA,__bss) non-external _message
000000022e3cf890 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
000000022e3cb188 (__DATA,__data) non-external _mutex
00000001e848be80 (__TEXT,__text) non-external _nameTablePush
000000022e3cfcb8 (__DATA,__bss) non-external _nameTableSets
00000001e84a75d8 (__TEXT,__text) non-external _noop
00000001e84a9550 (__TEXT,__text) non-external _noop
00000001e8484404 (__TEXT,__text) non-external _offsetLayout
00000001e84a4ee4 (__TEXT,__text) non-external _op_add
00000001e84a4e84 (__TEXT,__text) non-external _op_and
00000001e84a4f34 (__TEXT,__text) non-external _op_cmpl
00000001e84a4efc (__TEXT,__text) non-external _op_div
00000001e84a4e8c (__TEXT,__text) non-external _op_eq
00000001e84a4eb0 (__TEXT,__text) non-external _op_ge
00000001e84a4ea4 (__TEXT,__text) non-external _op_gt
00000001e84a4ec8 (__TEXT,__text) non-external _op_le
00000001e84a4e64 (__TEXT,__text) non-external _op_logand
00000001e84a4e54 (__TEXT,__text) non-external _op_logor
00000001e84a4ebc (__TEXT,__text) non-external _op_lt
00000001e84a4f10 (__TEXT,__text) non-external _op_mod
00000001e84a4ef4 (__TEXT,__text) non-external _op_mul
00000001e84a4e98 (__TEXT,__text) non-external _op_ne
00000001e84a4f2c (__TEXT,__text) non-external _op_neg
00000001e84a4f3c (__TEXT,__text) non-external _op_not
00000001e84a4e74 (__TEXT,__text) non-external _op_or
00000001e84a4f28 (__TEXT,__text) non-external _op_pos
00000001e84a4ed4 (__TEXT,__text) non-external _op_shl
00000001e84a4edc (__TEXT,__text) non-external _op_shr
00000001e84a4eec (__TEXT,__text) non-external _op_sub
00000001e84a4e7c (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001e848ac48 (__TEXT,__text) non-external _outputForInput
00000001e847921c (__TEXT,__text) non-external _packInto
00000001e8492230 (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001e8492080 (__TEXT,__text) non-external _parseLayout
00000001e8452c18 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001e84529a4 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001e84cd75c (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001e84cd924 (__TEXT,__text) non-external _phase2Process
00000001e84cdca8 (__TEXT,__text) non-external _phase2ProcessConstant
00000001e84cdd84 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000001e84cde20 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001e84ce298 (__TEXT,__text) non-external _phase2ProcessLValue
00000001e84cdd18 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001e84cded0 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001e84ce06c (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001e84ce768 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001e84cddcc (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001e845179c (__TEXT,__text) non-external _poolAlloc
000000022e3cfcd8 (__DATA,__bss) non-external _poolAllocators
00000001e8451830 (__TEXT,__text) non-external _poolFree
00000001e8451828 (__TEXT,__text) non-external _poolRealloc
00000001e851cc50 (__TEXT,__const) non-external _pow_10.down
00000001e851cb50 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
000000022bbfeb68 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001e84566f0 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001e848aa08 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001e84984cc (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001e8492860 (__TEXT,__text) non-external _qualifierContextToString
00000001e84915d0 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001e84923f0 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001e84a4f48 (__TEXT,__text) non-external (was a private external) _readCPPline
00000001e8451a10 (__TEXT,__text) non-external _readTOC
00000001e84bc128 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00000001e84f9e2c (__TEXT,__text) non-external _regEqualsFunction
00000001e84f9e24 (__TEXT,__text) non-external _regHashFunction
00000001e84aa688 (__TEXT,__text) non-external _reget_token
00000001e848c048 (__TEXT,__text) non-external _remap
00000001e851de74 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001e84efba8 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001e84908e4 (__TEXT,__text) non-external _saInliningNodeReplacement
00000001e84aa544 (__TEXT,__text) non-external _scan_token
00000001e84c6bdc (__TEXT,__text) non-external _serializeASTFields
00000001e84c1004 (__TEXT,__text) non-external _serializeAssignFields
00000001e84c4080 (__TEXT,__text) non-external _serializeBlockFields
00000001e84c7ae4 (__TEXT,__text) non-external _serializeCallFields
00000001e84c44d0 (__TEXT,__text) non-external _serializeCaseStatementFields
00000001e84c1194 (__TEXT,__text) non-external _serializeCommaExprFields
00000001e84c0c74 (__TEXT,__text) non-external _serializeConstantFields
00000001e84c45ac (__TEXT,__text) non-external _serializeDefaultStatementFields
00000001e84c0e4c (__TEXT,__text) non-external _serializeEqualFields
00000001e84c0ce8 (__TEXT,__text) non-external _serializeFieldAccessFields
00000001e84c26a8 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000001e84c0d3c (__TEXT,__text) non-external _serializeFunctionCallFields
00000001e84c164c (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000001e84c3b94 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000001e84c59c0 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000001e84c2750 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000001e84c2ce4 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000001e84c55e0 (__TEXT,__text) non-external _serializeLValueFields
00000001e84c3bdc (__TEXT,__text) non-external _serializeLayoutPairFields
00000001e84c3090 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000001e84c2938 (__TEXT,__text) non-external _serializeLayoutTypeFields
00000001e84c0df8 (__TEXT,__text) non-external _serializeMethodCallFields
00000001e84c0f28 (__TEXT,__text) non-external _serializeNotEqualFields
00000001e84c4b2c (__TEXT,__text) non-external _serializeOffsetFields
00000001e84c10e0 (__TEXT,__text) non-external _serializeOpAssignFields
00000001e84c5a08 (__TEXT,__text) non-external _serializePPStreamOpFields
00000001e84c15e4 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000001e84c22fc (__TEXT,__text) non-external _serializePrimitiveTypeFields
