
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
000000000001156c (__TEXT,__text) external _mach_task_special_port_for_id
00000000000440f8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000000006c54 (__TEXT,__text) external _mach_thread_self
0000000000011488 (__TEXT,__text) external _mach_thread_special_port_description
000000000003c180 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
000000000001157c (__TEXT,__text) external _mach_thread_special_port_for_id
0000000000044158 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000000001188 (__TEXT,__text) external _mach_timebase_info
0000000000048034 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
0000000000000eec (__TEXT,__text) external _mach_timebase_info_trap
0000000000003098 (__TEXT,__text) external _mach_vm_allocate
0000000000027c18 (__TEXT,__text) external _mach_vm_behavior_set
0000000000008b90 (__TEXT,__text) external _mach_vm_copy
0000000000002840 (__TEXT,__text) external _mach_vm_deallocate
0000000000028954 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000000028aac (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000000028bc8 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000000027598 (__TEXT,__text) external _mach_vm_inherit
0000000000027d38 (__TEXT,__text) external _mach_vm_machine_attribute
0000000000000b50 (__TEXT,__text) external _mach_vm_map
0000000000027af8 (__TEXT,__text) external _mach_vm_msync
0000000000028470 (__TEXT,__text) external _mach_vm_page_info
0000000000028020 (__TEXT,__text) external _mach_vm_page_query
0000000000028658 (__TEXT,__text) external _mach_vm_page_range_query
0000000000004b04 (__TEXT,__text) external _mach_vm_protect
00000000000046a8 (__TEXT,__text) external _mach_vm_purgable_control
0000000000028ce4 (__TEXT,__text) external _mach_vm_range_create
000000000001e70c (__TEXT,__text) external _mach_vm_read
0000000000027840 (__TEXT,__text) external _mach_vm_read_list
000000000000bec0 (__TEXT,__text) external _mach_vm_read_overwrite
0000000000014350 (__TEXT,__text) external _mach_vm_reclaim_is_available
0000000000014374 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
0000000000013f94 (__TEXT,__text) external _mach_vm_reclaim_mark_free
0000000000014108 (__TEXT,__text) external _mach_vm_reclaim_mark_free_with_id
000000000001422c (__TEXT,__text) external _mach_vm_reclaim_mark_used
0000000000013f60 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
0000000000014398 (__TEXT,__text) external _mach_vm_reclaim_synchronize
000000000001433c (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00000000000057e0 (__TEXT,__text) external _mach_vm_region
000000000000bc50 (__TEXT,__text) external _mach_vm_region_recurse
000000000001e5dc (__TEXT,__text) external _mach_vm_remap
000000000001e674 (__TEXT,__text) external _mach_vm_remap_new
0000000000021604 (__TEXT,__text) external _mach_vm_wire
00000000000279c4 (__TEXT,__text) external _mach_vm_write
0000000000005a40 (__TEXT,__text) external _mach_voucher_attr_command
0000000000002708 (__TEXT,__text) external _mach_voucher_deallocate
0000000000033b88 (__TEXT,__text) external _mach_voucher_debug_info
0000000000033934 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000b7ec (__TEXT,__text) external _mach_voucher_extract_attr_content
00000000000036a4 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000000ebc (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000000ef8 (__TEXT,__text) external _mach_wait_until
00000000000233f8 (__TEXT,__text) external _mach_zone_force_gc
00000000000242e8 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000000024158 (__TEXT,__text) external _mach_zone_get_zlog_zones
000000000002322c (__TEXT,__text) external _mach_zone_info
0000000000023fac (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000000023e3c (__TEXT,__text) external _mach_zone_info_for_zone
0000000000000e74 (__TEXT,__text) external _macx_backing_store_recovery
0000000000000e68 (__TEXT,__text) external _macx_backing_store_suspend
0000000000000e44 (__TEXT,__text) external _macx_swapoff
0000000000000e38 (__TEXT,__text) external _macx_swapon
0000000000000e5c (__TEXT,__text) external _macx_triggers
0000000000003a68 (__TEXT,__text) external _madvise
0000000000007838 (__TEXT,__text) non-external _malloc
0000000000044200 (__DATA,__bss) non-external _master_host_port
00000000000010c0 (__TEXT,__text) non-external _memcpy
00000000000010c0 (__TEXT,__text) non-external _memmove
0000000000009d34 (__TEXT,__text) external _memorystatus_control
000000000000f600 (__TEXT,__text) external _memorystatus_get_level
0000000000013738 (__TEXT,__text) external _mig_allocate
0000000000004018 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001e37c (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000000006960 (__TEXT,__text) external _mig_deallocate
00000000000010d0 (__TEXT,__text) external _mig_get_reply_port
000000000000252c (__TEXT,__text) external _mig_get_special_reply_port
0000000000006188 (__TEXT,__text) external _mig_put_reply_port
00000000000057ac (__TEXT,__text) external _mig_reply_setup
000000000000618c (__TEXT,__text) external _mig_strncpy
0000000000002568 (__TEXT,__text) external _mig_strncpy_zerofill
000000000000f62c (__TEXT,__text) external _mincore
000000000000f658 (__TEXT,__text) external _minherit
0000000000000f1c (__TEXT,__text) external _mk_timer_arm
0000000000000f34 (__TEXT,__text) external _mk_timer_arm_leeway
0000000000000f28 (__TEXT,__text) external _mk_timer_cancel
0000000000000f04 (__TEXT,__text) external _mk_timer_create
0000000000000f10 (__TEXT,__text) external _mk_timer_destroy
0000000000002814 (__TEXT,__text) external _mkdir
0000000000004864 (__TEXT,__text) external _mkdirat
000000000000f684 (__TEXT,__text) external _mkfifo
000000000000f6b0 (__TEXT,__text) external _mkfifoat
000000000000f6dc (__TEXT,__text) external _mknod
000000000000f708 (__TEXT,__text) external _mknodat
000000000000ac1c (__TEXT,__text) external _mlock
000000000000f734 (__TEXT,__text) external _mlockall
0000000000001a00 (__TEXT,__text) external _mmap
000000000000d2a4 (__TEXT,__text) external _mount
0000000000004bbc (__TEXT,__text) external _mprotect
000000000000f760 (__TEXT,__text) external _mremap_encrypted
00000000000138d8 (__TEXT,__text) external _msg_receive
00000000000138c8 (__TEXT,__text) external _msg_rpc
00000000000138d0 (__TEXT,__text) external _msg_send
000000000000e3b0 (__TEXT,__text) external _msgctl
000000000000f78c (__TEXT,__text) external _msgget
000000000000f7b8 (__TEXT,__text) external _msgrcv
000000000000e3dc (__TEXT,__text) external _msgrcv$NOCANCEL
000000000000f7e4 (__TEXT,__text) external _msgsnd
000000000000e408 (__TEXT,__text) external _msgsnd$NOCANCEL
000000000000da90 (__TEXT,__text) external _msgsys
000000000000730c (__TEXT,__text) external _msync
000000000000e460 (__TEXT,__text) external _msync$NOCANCEL
000000000000ac48 (__TEXT,__text) external _munlock
000000000000f810 (__TEXT,__text) external _munlockall
0000000000004778 (__TEXT,__text) external _munmap
0000000000004f94 (__TEXT,__text) external _necp_client_action
000000000000be68 (__TEXT,__text) external _necp_match_policy
0000000000004f3c (__TEXT,__text) external _necp_open
000000000000f83c (__TEXT,__text) external _necp_session_action
000000000000f868 (__TEXT,__text) external _necp_session_open
000000000000f894 (__TEXT,__text) external _net_qos_guideline
000000000000f8c0 (__TEXT,__text) external _netagent_trigger
000000000002a890 (__TEXT,__text) external _netname_check_in
000000000002ac90 (__TEXT,__text) external _netname_check_out
000000000002aa38 (__TEXT,__text) external _netname_look_up
000000000002ae34 (__TEXT,__text) external _netname_version
0000000000015728 (__TEXT,__text) external _nfsclnt
000000000000f8ec (__TEXT,__text) external _nfssvc
00000000000441a8 (__DATA,__data) external _non_boost_assertion_token
00000000000441a0 (__DATA,__data) external _normal_boost_assertion_token
000000000000f918 (__TEXT,__text) external _ntp_adjtime
000000000000f944 (__TEXT,__text) external _ntp_gettime
000000000000f970 (__TEXT,__text) external _objc_bp_assist_cfg_np
000000000000c8e8 (__TEXT,__text) external _open
00000000000157b0 (__TEXT,__text) external _open$NOCANCEL
000000000000674c (__TEXT,__text) external _open_dprotected_np
000000000001cdc4 (__TEXT,__text) external _openat
0000000000015878 (__TEXT,__text) external _openat$NOCANCEL
000000000001d63c (__TEXT,__text) external _openat_authenticated_np
000000000001d5dc (__TEXT,__text) external _openat_dprotected_np
000000000000f99c (__TEXT,__text) external _openbyid_np
0000000000012954 (__TEXT,__text) external _os_buflet_get_data_address
0000000000012924 (__TEXT,__text) external _os_buflet_get_data_length
000000000001295c (__TEXT,__text) external _os_buflet_get_data_limit
000000000001291c (__TEXT,__text) external _os_buflet_get_data_offset
0000000000012944 (__TEXT,__text) external _os_buflet_get_object_address
000000000001294c (__TEXT,__text) external _os_buflet_get_object_limit
0000000000012938 (__TEXT,__text) external _os_buflet_set_data_length
000000000001292c (__TEXT,__text) external _os_buflet_set_data_offset
00000000000186a4 (__TEXT,__text) external _os_channel_advance_slot
0000000000019310 (__TEXT,__text) external _os_channel_attr_clone
000000000001927c (__TEXT,__text) external _os_channel_attr_create
0000000000019530 (__TEXT,__text) external _os_channel_attr_destroy
0000000000019798 (__TEXT,__text) external _os_channel_attr_get
000000000001994c (__TEXT,__text) external _os_channel_attr_get_key
0000000000019608 (__TEXT,__text) external _os_channel_attr_set
00000000000193a4 (__TEXT,__text) external _os_channel_attr_set_key
000000000001864c (__TEXT,__text) external _os_channel_available_slot_count
000000000001b000 (__TEXT,__text) external _os_channel_buflet_alloc
000000000001a93c (__TEXT,__text) external _os_channel_buflet_free
000000000001afcc (__TEXT,__text) external _os_channel_configure_interface_advisory
000000000001828c (__TEXT,__text) external _os_channel_create
0000000000017890 (__TEXT,__text) external _os_channel_create_extended
0000000000018414 (__TEXT,__text) external _os_channel_destroy
000000000001af34 (__TEXT,__text) external _os_channel_event_free
000000000001e300 (__TEXT,__text) external _os_channel_event_get_event_data
000000000001e24c (__TEXT,__text) external _os_channel_event_get_next_event
0000000000018ec0 (__TEXT,__text) external _os_channel_flow_admissible
000000000001909c (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000000018e9c (__TEXT,__text) external _os_channel_get_advisory_region
000000000001829c (__TEXT,__text) external _os_channel_get_fd
000000000001af38 (__TEXT,__text) external _os_channel_get_interface_advisory
000000000001aae4 (__TEXT,__text) external _os_channel_get_next_event_handle
0000000000018730 (__TEXT,__text) external _os_channel_get_next_slot
0000000000018e18 (__TEXT,__text) external _os_channel_get_stats_region
0000000000018064 (__TEXT,__text) non-external _os_channel_info2attr
000000000001817c (__TEXT,__text) non-external _os_channel_init_ring
0000000000018500 (__TEXT,__text) external _os_channel_is_defunct
0000000000019e80 (__TEXT,__text) external _os_channel_large_packet_alloc
00000000000199c8 (__TEXT,__text) external _os_channel_packet_alloc
00000000000199d0 (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000000019e88 (__TEXT,__text) external _os_channel_packet_free
000000000001a354 (__TEXT,__text) external _os_channel_packet_pool_purge
000000000001861c (__TEXT,__text) external _os_channel_pending
000000000001a658 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00000000000182a4 (__TEXT,__text) external _os_channel_read_attr
00000000000183c4 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000000018514 (__TEXT,__text) external _os_channel_ring_id
0000000000018640 (__TEXT,__text) external _os_channel_ring_notify_time
0000000000018634 (__TEXT,__text) external _os_channel_ring_sync_time
00000000000185c0 (__TEXT,__text) external _os_channel_rx_ring
0000000000018b70 (__TEXT,__text) external _os_channel_set_slot_properties
000000000001a028 (__TEXT,__text) external _os_channel_slot_attach_packet
000000000001a1b4 (__TEXT,__text) external _os_channel_slot_detach_packet
0000000000018cac (__TEXT,__text) external _os_channel_slot_get_packet
00000000000183e8 (__TEXT,__text) external _os_channel_sync
000000000001857c (__TEXT,__text) external _os_channel_tx_ring
00000000000182f8 (__TEXT,__text) external _os_channel_write_attr
00000000000128e8 (__TEXT,__text) external _os_copy_and_inet_checksum
000000000000d800 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000000001d4e0 (__TEXT,__text) external _os_cpu_in_cksum
000000000000d560 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000000000f9c8 (__TEXT,__text) external _os_fault_with_payload
00000000000128e4 (__TEXT,__text) external _os_inet_checksum
000000000001ba1c (__TEXT,__text) external _os_nexus_attr_clone
000000000001b988 (__TEXT,__text) external _os_nexus_attr_create
000000000001bda8 (__TEXT,__text) external _os_nexus_attr_destroy
000000000001bc64 (__TEXT,__text) external _os_nexus_attr_get
000000000001ba78 (__TEXT,__text) external _os_nexus_attr_set
000000000001c4f8 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
000000000001c1dc (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
000000000001c1fc (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
000000000001bdf4 (__TEXT,__text) external _os_nexus_controller_create
000000000001c1d0 (__TEXT,__text) external _os_nexus_controller_deregister_provider
000000000001c8b8 (__TEXT,__text) external _os_nexus_controller_destroy
000000000001c1f0 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
000000000001bee8 (__TEXT,__text) external _os_nexus_controller_get_fd
000000000001c6e0 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
000000000001c39c (__TEXT,__text) external _os_nexus_controller_read_provider_attr
000000000001bef0 (__TEXT,__text) external _os_nexus_controller_register_provider
000000000001c648 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
000000000001c320 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000000001cc40 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00000000000127ac (__TEXT,__text) external _os_packet_add_buflet
0000000000011d58 (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000000011e98 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000000012858 (__TEXT,__text) external _os_packet_decrement_use_count
0000000000012600 (__TEXT,__text) external _os_packet_finalize
0000000000012880 (__TEXT,__text) external _os_packet_get_aggregation_type
000000000001250c (__TEXT,__text) external _os_packet_get_buflet_count
0000000000011bd4 (__TEXT,__text) external _os_packet_get_compression_generation_count
0000000000012500 (__TEXT,__text) external _os_packet_get_data_length
0000000000011f6c (__TEXT,__text) external _os_packet_get_expire_time
0000000000012000 (__TEXT,__text) external _os_packet_get_expiry_action
0000000000011de8 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000000011f3c (__TEXT,__text) external _os_packet_get_group_end
0000000000011ed8 (__TEXT,__text) external _os_packet_get_group_start
0000000000011634 (__TEXT,__text) external _os_packet_get_headroom
0000000000011d98 (__TEXT,__text) external _os_packet_get_inet_checksum
000000000001243c (__TEXT,__text) external _os_packet_get_keep_alive
0000000000011730 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000000011850 (__TEXT,__text) external _os_packet_get_link_ethfcs
00000000000116b8 (__TEXT,__text) external _os_packet_get_link_header_length
00000000000117c0 (__TEXT,__text) external _os_packet_get_link_multicast
0000000000012548 (__TEXT,__text) external _os_packet_get_next_buflet
00000000000121f8 (__TEXT,__text) external _os_packet_get_packetid
00000000000125d4 (__TEXT,__text) external _os_packet_get_segment_count
0000000000011ae0 (__TEXT,__text) external _os_packet_get_service_class
000000000001209c (__TEXT,__text) external _os_packet_get_token
0000000000012964 (__TEXT,__text) external _os_packet_get_trace_id
0000000000011c50 (__TEXT,__text) external _os_packet_get_traffic_class
000000000001199c (__TEXT,__text) external _os_packet_get_transport_retransmit
00000000000118cc (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000000011934 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000000012488 (__TEXT,__text) external _os_packet_get_truncated
00000000000123b8 (__TEXT,__text) external _os_packet_get_vlan_id
00000000000123c0 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000000012350 (__TEXT,__text) external _os_packet_get_vlan_tag
000000000001242c (__TEXT,__text) external _os_packet_get_wake_flag
000000000001282c (__TEXT,__text) external _os_packet_increment_use_count
00000000000123c8 (__TEXT,__text) external _os_packet_set_app_metadata
0000000000011ba4 (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000000011fbc (__TEXT,__text) external _os_packet_set_expire_time
0000000000012050 (__TEXT,__text) external _os_packet_set_expiry_action
0000000000011e40 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000000011f08 (__TEXT,__text) external _os_packet_set_group_end
0000000000011ea4 (__TEXT,__text) external _os_packet_set_group_start
00000000000115dc (__TEXT,__text) external _os_packet_set_headroom
0000000000011d14 (__TEXT,__text) external _os_packet_set_inet_checksum
000000000001244c (__TEXT,__text) external _os_packet_set_keep_alive
00000000000124cc (__TEXT,__text) external _os_packet_set_l4s_flag
00000000000116e4 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000000011804 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000000011674 (__TEXT,__text) external _os_packet_set_link_header_length
0000000000011774 (__TEXT,__text) external _os_packet_set_link_multicast
0000000000012274 (__TEXT,__text) external _os_packet_set_packetid
0000000000012a24 (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000000011a04 (__TEXT,__text) external _os_packet_set_service_class
0000000000012154 (__TEXT,__text) external _os_packet_set_token
0000000000012984 (__TEXT,__text) external _os_packet_set_trace_id
0000000000011c20 (__TEXT,__text) external _os_packet_set_traffic_class
00000000000119cc (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000000011964 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000000011894 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00000000000118fc (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000000012a54 (__TEXT,__text) external _os_packet_set_tso_flags
00000000000128ac (__TEXT,__text) external _os_packet_set_tx_timestamp
00000000000122f0 (__TEXT,__text) external _os_packet_set_vlan_tag
00000000000129b0 (__TEXT,__text) external _os_packet_trace_event
0000000000013f5c (__TEXT,__text) external _os_proc_available_memory
0000000000013800 (__TEXT,__text) external _panic
00000000000137f4 (__TEXT,__text) external _panic_init
000000000000f9f4 (__TEXT,__text) external _panic_with_data
0000000000009074 (__TEXT,__text) external _pathconf
000000000000fa20 (__TEXT,__text) external _peeloff
0000000000000e20 (__TEXT,__text) external _pid_for_task
000000000000fa4c (__TEXT,__text) external _pid_hibernate
000000000000fa78 (__TEXT,__text) external _pid_resume
000000000001b2b4 (__TEXT,__text) external _pid_shutdown_networking
000000000000faa4 (__TEXT,__text) external _pid_shutdown_sockets
000000000000fad0 (__TEXT,__text) external _pid_suspend
0000000000007338 (__TEXT,__text) external _pipe
000000000000fafc (__TEXT,__text) external _pivot_root
000000000001158c (__TEXT,__text) external _pkt_subtype_assert_fail
00000000000115b4 (__TEXT,__text) external _pkt_type_assert_fail
0000000000009708 (__TEXT,__text) external _poll
000000000000e5ec (__TEXT,__text) external _poll$NOCANCEL
00000000000114b8 (__TEXT,__text) non-external _port_for_id_internal
0000000000013850 (__TEXT,__text) external _port_obj_init
0000000000044250 (__DATA,__common) external _port_obj_table
0000000000044190 (__DATA,__data) external _port_obj_table_size
0000000000003a68 (__TEXT,__text) external _posix_madvise
0000000000007e74 (__TEXT,__text) external _posix_spawn
000000000000c65c (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00000000000164fc (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00000000000165b0 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000000000d474 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000000007888 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000000016674 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000000000d3d8 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000000000cafc (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000000000083e8 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000000000077a4 (__TEXT,__text) external _posix_spawn_file_actions_init
0000000000044218 (__DATA,__bss) non-external _posix_spawn_with_filter
00000000000080e4 (__TEXT,__text) external _posix_spawnattr_destroy
000000000001644c (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000000016a34 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00000000000169f0 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00000000000160a8 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000000016040 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000000016730 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000000015fb0 (__TEXT,__text) external _posix_spawnattr_getflags
0000000000007b68 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
000000000001611c (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000000015ff8 (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000000016140 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000000015fd4 (__TEXT,__text) external _posix_spawnattr_getsigdefault
000000000001601c (__TEXT,__text) external _posix_spawnattr_getsigmask
00000000000079fc (__TEXT,__text) external _posix_spawnattr_init
0000000000016474 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
000000000001704c (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00000000000164bc (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
000000000001649c (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00000000000164dc (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000000016c38 (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000000016a14 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000000017158 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000000016d60 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000000016e34 (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000000001677c (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000000017198 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000000034a50 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000000017178 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
0000000000017238 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000000016f3c (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000000016bf4 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000000016b58 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000000016b8c (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000000016a58 (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000000016b28 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
000000000001642c (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000000017138 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000000000168a4 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00000000000169c0 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000000016810 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000000000162c0 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000000001675c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000000016c90 (__TEXT,__text) external _posix_spawnattr_set_uid_np
0000000000016298 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
0000000000016184 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000000000c624 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000000000cc00 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000000000168dc (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000000016710 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000000000caa4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000000001626c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000000000d510 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000000007b48 (__TEXT,__text) external _posix_spawnattr_setflags
0000000000009734 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000000007c48 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000000016c14 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
000000000001622c (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000000016164 (__TEXT,__text) external _posix_spawnattr_setpgroup
000000000001624c (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000000007b24 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000000007b00 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000000000cacc (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00000000000026dc (__TEXT,__text) external _pread
000000000000e618 (__TEXT,__text) external _pread$NOCANCEL
000000000000fb28 (__TEXT,__text) external _preadv
000000000000e644 (__TEXT,__text) external _preadv$NOCANCEL
0000000000015a84 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000000014ed0 (__TEXT,__text) external _proc_clear_cpulimits
00000000000150a8 (__TEXT,__text) external _proc_clear_delayidlesleep
00000000000148e4 (__TEXT,__text) external _proc_clear_dirty
0000000000014f88 (__TEXT,__text) external _proc_clear_vmpressure
000000000001479c (__TEXT,__text) external _proc_current_thread_schedinfo
000000000000af30 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000000000aff4 (__TEXT,__text) external _proc_denap_assertion_complete
0000000000015108 (__TEXT,__text) external _proc_disable_apptype
000000000000c2dc (__TEXT,__text) external _proc_disable_cpumon
000000000000abe8 (__TEXT,__text) external _proc_disable_wakemon
0000000000014f30 (__TEXT,__text) external _proc_donate_importance_boost
0000000000015180 (__TEXT,__text) external _proc_enable_apptype
000000000000ab68 (__TEXT,__text) external _proc_get_cpumon_params
0000000000014868 (__TEXT,__text) external _proc_get_dirty
0000000000014dcc (__TEXT,__text) external _proc_get_wakemon_params
000000000000af38 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000000000aff8 (__TEXT,__text) external _proc_importance_assertion_complete
00000000000146a0 (__TEXT,__text) external _proc_kmsgbuf
0000000000014848 (__TEXT,__text) external _proc_libversion
0000000000014e38 (__TEXT,__text) external _proc_list_dynkqueueids
0000000000014e1c (__TEXT,__text) external _proc_list_uptrs
00000000000143b0 (__TEXT,__text) external _proc_listallpids
0000000000014428 (__TEXT,__text) external _proc_listchildpids
0000000000014464 (__TEXT,__text) external _proc_listcoalitions
00000000000143ec (__TEXT,__text) external _proc_listpgrppids
000000000000aee0 (__TEXT,__text) external _proc_listpids
000000000001d6a4 (__TEXT,__text) external _proc_listpidspath
0000000000006df0 (__TEXT,__text) external _proc_name
0000000000008af0 (__TEXT,__text) external _proc_pid_rusage
0000000000014554 (__TEXT,__text) external _proc_piddynkqueueinfo
00000000000144e4 (__TEXT,__text) external _proc_pidfdinfo
000000000001451c (__TEXT,__text) external _proc_pidfileportinfo
000000000000215c (__TEXT,__text) external _proc_pidinfo
00000000000087ac (__TEXT,__text) external _proc_pidoriginatorinfo
0000000000002994 (__TEXT,__text) external _proc_pidpath
00000000000146d8 (__TEXT,__text) external _proc_pidpath_audittoken
00000000000145a8 (__TEXT,__text) external _proc_regionfilename
0000000000014ec4 (__TEXT,__text) external _proc_reset_footprint_interval
0000000000014c18 (__TEXT,__text) external _proc_resume_cpumon
00000000000095cc (__TEXT,__text) external _proc_rlimit_control
0000000000008aa4 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000000008a2c (__TEXT,__text) external _proc_set_cpumon_params
0000000000014c38 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00000000000152c8 (__TEXT,__text) external _proc_set_csm
