0000000180110460 (__TEXT,__text) non-external K256
00000001dd361e28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001dd363100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001dd362b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00000001dd363b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00000001dd364278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00000001dd364ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001dd361238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001dd3650b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00000001dd362868 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001dd363b88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001dd361268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001dd361e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001dd363130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001dd364d18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001dd363150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00000001dd361288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00000001dd363170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00000001dd362898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00000001dd362b68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00000001dd360f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001dd361e78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001dd3650d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001dd364dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00000001dd3621b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001dd365108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001dd363190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00000001dd3612a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd361ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd3621e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd362b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd363bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd365138 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001dd3642b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001dd364e08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001dd3612c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001dd3611d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00000001dd360f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001dd361ed8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001dd362218 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001dd364e38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001dd362238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd3628c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd3631c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd363be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd3642e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001dd3612e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001dd362bc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001dd361ef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001dd362258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001dd364318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001dd364e78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001dd3628f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00000001dd3631f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00000001dd362278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001dd364348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001dd363c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001dd364ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001dd361f18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001dd362698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001dd361308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001dd362298 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001dd362928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001dd365168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001dd361328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001dd3622b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001dd363220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001dd364378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001dd3622d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001dd362958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001dd361348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00000001dd361368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00000001dd361388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001dd3622f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001dd363250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001dd362bf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001dd361f38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001dd363c48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001dd362318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001dd365198 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001dd361dd8 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd362978 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd364298 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd364e58 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd364fa8 (__DATA_CONST,__const) non-external ___block_literal_global
00000001dd3655a8 (__DATA_CONST,__const) non-external ___block_literal_global.387
00000001dbe5f738 (__DATA,__data) non-external ___boot
000000018010f1b4 (__TEXT,__text) non-external (was a private external) ___bsdthread_create
000000018010f1e0 (__TEXT,__text) non-external (was a private external) ___bsdthread_ctl
000000018010f20c (__TEXT,__text) non-external (was a private external) ___bsdthread_register
000000018010f238 (__TEXT,__text) non-external (was a private external) ___bsdthread_terminate
000000018009ff80 (__TEXT,__text) non-external (was a private external) ___bzero
0000000180112c4c (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
0000000180112c64 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_probe
000000018010f264 (__TEXT,__text) non-external (was a private external) ___chmod
00000001dbe5f7d8 (__DATA,__data) non-external ___config
000000018010f290 (__TEXT,__text) non-external (was a private external) ___connect
00000001800a9fcc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001800c1a34 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48b
00000001800b6ab8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00000001800a9b90 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001800bd248 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00000001800fd604 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r56r64r72r80r
00000001800ffee4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
00000001800a3fe8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001800d5a68 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001800d9a38 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001800f5730 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
00000001800ac5f4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc
00000001800bae08 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc
00000001800ba9a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc64r
00000001800addfc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00000001800ad7a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00000001800ad744 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48rc
00000001800ad4f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48rc56rc
00000001800a5c68 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00000001800c2638 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40
00000001800eece4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r48r
00000001800c0f50 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
00000001800bfdbc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc48r
00000001800a2c78 (__TEXT,__text) non-external (was a private external) ___csrctl
00000001dbe61388 (__DATA,__data) non-external (was a private external) ___darwin_build_inc_version
000000018011a848 (__TEXT,__const) non-external (was a private external) ___darwin_builder_build
000000018011a840 (__TEXT,__const) non-external (was a private external) ___darwin_builder_version
00000001dbe613a8 (__DATA,__data) non-external (was a private external) ___darwin_debug_binary
0000000180128251 (__TEXT,__info_plist) non-external ___darwin_info_plist
00000001dbe61398 (__DATA,__data) non-external (was a private external) ___darwin_variant
00000001dbe61390 (__DATA,__data) non-external (was a private external) ___darwin_version_string
00000001dbe613a0 (__DATA,__data) non-external (was a private external) ___darwin_version_string_heywhat
00000001800a9fdc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001800c1a94 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48b
00000001800b6b18 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00000001800a9be0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001800bd2a8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00000001800fd6a4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r56r64r72r80r
00000001800a3ff8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001800c2648 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c17_ZTS11Diagnostics
00000001800d5ab8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001800d9a98 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001800ad560 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00000001800baa20 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
000000018010f2bc (__TEXT,__text) non-external (was a private external) ___disable_threadsignal
00000001800a0e8c (__TEXT,__text) non-external (was a private external) ___error
000000018010f2e8 (__TEXT,__text) non-external (was a private external) ___execve
000000018010f314 (__TEXT,__text) non-external (was a private external) ___exit
000000018010f340 (__TEXT,__text) non-external (was a private external) ___fchmod
00000001800a1ec8 (__TEXT,__text) non-external (was a private external) ___fcntl
00000001dbe5f718 (__DATA,__data) non-external ___g
00000001800a0f48 (__TEXT,__text) non-external (was a private external) ___getattrlist
000000018010f36c (__TEXT,__text) non-external (was a private external) ___getdirentries64
00000001800a2da4 (__TEXT,__text) non-external (was a private external) ___getpid
000000018010f398 (__TEXT,__text) non-external (was a private external) ___getrlimit
000000018010f3f0 (__TEXT,__text) non-external (was a private external) ___gettimeofday
000000018010f3c4 (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
00000001800a2ac8 (__TEXT,__text) non-external (was a private external) ___guard_setup
00000001800a07ec (__TEXT,__text) non-external (was a private external) ___ioctl
00000001800a231c (__TEXT,__text) non-external (was a private external) ___kdebug_trace64
000000018010f420 (__TEXT,__text) non-external (was a private external) ___kdebug_trace_string
000000018010f44c (__TEXT,__text) non-external (was a private external) ___kdebug_typefilter
000000018010f478 (__TEXT,__text) non-external (was a private external) ___kqueue_workloop_ctl
000000018010f4a4 (__TEXT,__text) non-external (was a private external) ___lseek
000000018010f4d0 (__TEXT,__text) non-external (was a private external) ___mac_syscall
000000018010f4fc (__TEXT,__text) non-external (was a private external) ___map_with_linking_np
00000001800a3004 (__TEXT,__text) non-external (was a private external) ___mmap
000000018010f528 (__TEXT,__text) non-external (was a private external) ___mprotect
00000001800a1f94 (__TEXT,__text) non-external (was a private external) ___munmap
000000018010f554 (__TEXT,__text) non-external (was a private external) ___open
000000018010f580 (__TEXT,__text) non-external (was a private external) ___openat
000000018010bf58 (__TEXT,__text) non-external (was a private external) ___os_log_simple_offset
000000018010f5ac (__TEXT,__text) non-external (was a private external) ___pipe
000000018010f5e4 (__TEXT,__text) non-external (was a private external) ___posix_spawn
000000018010f610 (__TEXT,__text) non-external (was a private external) ___proc_info
000000018010f63c (__TEXT,__text) non-external (was a private external) ___proc_info_extended_id
000000018010f668 (__TEXT,__text) non-external (was a private external) ___process_policy
000000018010f694 (__TEXT,__text) non-external (was a private external) ___psynch_cvbroad
000000018010f6c0 (__TEXT,__text) non-external (was a private external) ___psynch_cvclrprepost
000000018010f6ec (__TEXT,__text) non-external (was a private external) ___psynch_cvsignal
000000018010f718 (__TEXT,__text) non-external (was a private external) ___psynch_cvwait
000000018010f744 (__TEXT,__text) non-external (was a private external) ___psynch_mutexdrop
000000018010f770 (__TEXT,__text) non-external (was a private external) ___psynch_mutexwait
000000018010f79c (__TEXT,__text) non-external (was a private external) ___pthread_canceled
00000001db9580b0 (__DATA_DIRTY,__data) non-external (was a private external) ___pthread_head
000000018010f7c8 (__TEXT,__text) non-external (was a private external) ___pthread_kill
000000018010f7f4 (__TEXT,__text) non-external (was a private external) ___pthread_markcancel
000000018010f820 (__TEXT,__text) non-external (was a private external) ___pthread_sigmask
000000018010f84c (__TEXT,__text) non-external (was a private external) ___reboot
00000001dbe621c8 (__DATA,__bss) non-external ___remove_counter
000000018010f878 (__TEXT,__text) non-external (was a private external) ___rename
00000001dd3660f8 (__DATA_CONST,__const) non-external ___roots
000000018010f4d0 (__TEXT,__text) non-external (was a private external) ___sandbox_ms
000000018010f8a4 (__TEXT,__text) non-external (was a private external) ___semwait_signal_nocancel
000000018010f8d0 (__TEXT,__text) non-external (was a private external) ___sendto
000000018010f8fc (__TEXT,__text) non-external (was a private external) ___shared_region_check_np
000000018010f928 (__TEXT,__text) non-external (was a private external) ___shared_region_map_and_slide_2_np
000000018010f954 (__TEXT,__text) non-external (was a private external) ___sigwait
00000001800a11bc (__TEXT,__text) non-external ___simple_bprintf
00000001dd3658f0 (__DATA_CONST,__const) non-external ___specs
00000001800e5834 (__TEXT,__text) non-external (was a private external) ___stack_chk_fail
00000001db958100 (__DATA_DIRTY,__common) non-external (was a private external) ___stack_chk_guard
00000001dbe613c8 (__DATA,__common) non-external (was a private external) ___stderrp
00000001dbe613d0 (__DATA,__common) non-external (was a private external) ___stdoutp
00000001800a2d68 (__TEXT,__text) non-external (was a private external) ___syscall
000000018010f980 (__TEXT,__text) non-external (was a private external) ___sysctl
00000001dbe62170 (__DATA,__bss) non-external ___tbi
000000018010f9ac (__TEXT,__text) non-external (was a private external) ___terminate_with_payload
00000001800a2a9c (__TEXT,__text) non-external (was a private external) ___thread_selfid
00000001800a2348 (__TEXT,__text) non-external (was a private external) ___ulock_wait
000000018010f9d8 (__TEXT,__text) non-external (was a private external) ___ulock_wait2
00000001800a2374 (__TEXT,__text) non-external (was a private external) ___ulock_wake
000000018010fa04 (__TEXT,__text) non-external (was a private external) ___unlink
0000000180109938 (__TEXT,__text) non-external ___wait_4isc
000000018010fa30 (__TEXT,__text) non-external (was a private external) ___workq_kernreturn
000000018010fa5c (__TEXT,__text) non-external (was a private external) ___workq_open
00000001dbe62198 (__DATA,__bss) non-external __args
00000001dd3660b8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_app
00000001dd366098 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_os
00000001dd366058 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_app
00000001dd366038 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_os
00000001dd366078 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_prereboot_os
00000001dd3660d8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_dylib_cache
00000001dd365fb8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_fs
00000001dd365fd8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot
00000001dd365ff8 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot_groupdir
00000001dd366018 (__DATA_CONST,__const) non-external (was a private external) __boot_root_xart
00000001dd365dd8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_local
00000001dd365d78 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_null
00000001dd365e38 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_post_initproc
00000001dd365ef8 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_dmg
00000001dd365f58 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_nerd
00000001dd365e98 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_ramdisk
00000001dbe621a0 (__DATA,__bss) non-external __config
0000000180108f2c (__TEXT,__text) non-external __cryptex1_sniff_fire
0000000180108f24 (__TEXT,__text) non-external (was a private external) __cryptex1_sniff_payload_check
000000018010b758 (__TEXT,__text) non-external __cryptex_graft_failure_app_livefs
0000000180106a90 (__TEXT,__text) non-external __cryptex_graft_failure_prereboot_os
00000001dd365a88 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app
00000001dd366240 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app_livefs
0000000180107330 (__TEXT,__text) non-external __cryptex_spec_iterate_select_app
0000000180106a44 (__TEXT,__text) non-external __cryptex_spec_iterate_select_prereboot_os
00000001dd365c80 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_os
00000001dd365858 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_prereboot_os
00000001dd3661a8 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_safari_downlevel
00000001db9580c0 (__DATA_DIRTY,__data) non-external (was a private external) __current_pid
000000018010aa40 (__TEXT,__text) non-external (was a private external) __derive_proc_name
0000000180109020 (__TEXT,__text) non-external __derive_ticket_name
000000018009fe1c (__TEXT,__text) external __dyld_debugger_notification
00000001800a2950 (__TEXT,__text) external __dyld_start
000000018010b7ec (__TEXT,__text) non-external __dylib_cache_fire
000000018010b7a4 (__TEXT,__text) non-external (was a private external) __dylib_cache_payload_check
000000018010c5e8 (__TEXT,__text) non-external __enlarge
00000001801197bc (__TEXT,__text) non-external __enlarge.cold.1
000000018010f314 (__TEXT,__text) non-external (was a private external) __exit
000000018010c53c (__TEXT,__text) non-external __flush
000000018010c4b4 (__TEXT,__text) non-external __flush_reset
0000000180107328 (__TEXT,__text) non-external __goodbye_fire
0000000180107320 (__TEXT,__text) non-external (was a private external) __goodbye_payload_check
00000001801089cc (__TEXT,__text) non-external __graft_fetch_fire
00000001801089c4 (__TEXT,__text) non-external (was a private external) __graft_fetch_payload_check
0000000180106c5c (__TEXT,__text) non-external __graft_fire
0000000180106c54 (__TEXT,__text) non-external (was a private external) __graft_payload_check
00000001801085d4 (__TEXT,__text) non-external __graft_select_fire
00000001801085cc (__TEXT,__text) non-external (was a private external) __graft_select_payload_check
0000000180127ba9 (__TEXT,__cstring) non-external __h
000000018010714c (__TEXT,__text) non-external __hello_fire
0000000180107144 (__TEXT,__text) non-external (was a private external) __hello_payload_check
000000018009f5dc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_allocate_trap
000000018009f630 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_construct_trap
000000018009f5e8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_deallocate_trap
000000018009f63c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_destruct_trap
000000018009f624 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_extract_member_trap
000000018009f6e4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_get_attributes_trap
000000018009f6f0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_guard_trap
000000018009f618 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_member_trap
000000018009f60c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_right_trap
000000018009f5f4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_mod_refs_trap
000000018009f600 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_move_member_trap
000000018009f7e0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_request_notification_trap
000000018009f7d4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_type_trap
000000018009f6fc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_unguard_trap
000000018009f594 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_allocate_trap
000000018009f5ac (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_deallocate_trap
000000018009f5d0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_map_trap
000000018009f5c4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_protect_trap
000000018009f5a0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_purgable_control_trap
00000001db958140 (__DATA_DIRTY,__common) non-external (was a private external) __main_thread
00000001801070cc (__TEXT,__text) non-external __object_absence_policy_global_im4m
000000018010b6e8 (__TEXT,__text) non-external __object_absence_policy_im4m
00000001dd365948 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_dmg
00000001dd366178 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_seal
00000001dd365a58 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_trst
00000001dd365978 (__DATA_CONST,__const) non-external (was a private external) __object_spec_global_im4m
00000001dd366148 (__DATA_CONST,__const) non-external (was a private external) __object_spec_im4m
00000001dd365c50 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_dmg
00000001dd365c20 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_seal
00000001dd365d18 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_trst
00000001dd365d48 (__DATA_CONST,__const) non-external (was a private external) __object_spec_prereboot_os_dmg
00000001dd3659a8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_safari_downlevel_im4m
000000018010a098 (__TEXT,__text) non-external __open_as
0000000180108898 (__TEXT,__text) non-external __open_console
000000018010d380 (__TEXT,__text) non-external __os_alloc
0000000180119908 (__TEXT,__text) non-external __os_alloc.cold.1
00000001dbe615d8 (__DATA,__common) non-external (was a private external) __os_alloc_heap
000000018010d334 (__TEXT,__text) non-external (was a private external) __os_alloc_once
00000001dbe61670 (__DATA,__common) non-external (was a private external) __os_alloc_once_table
000000018010d438 (__TEXT,__text) non-external __os_alloc_slow
000000018011a870 (__TEXT,__const) non-external __os_lock_type_base
00000001dd366318 (__DATA_CONST,__const) non-external (was a private external) __os_lock_type_unfair
000000018010cfc0 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_lock
000000018010cfe8 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_trylock
000000018010d008 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_unlock
000000018010c068 (__TEXT,__text) non-external (was a private external) __os_log_simple_send
000000018010c1e0 (__TEXT,__text) non-external (was a private external) __os_log_simple_shim
000000018010d0d4 (__TEXT,__text) non-external (was a private external) __os_once
000000018010d134 (__TEXT,__text) non-external __os_once_callout
000000018010d028 (__TEXT,__text) non-external __os_once_gate_broadcast
00000001801198e0 (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
0000000180119890 (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
00000001801198b8 (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
000000018010d1a4 (__TEXT,__text) non-external __os_once_gate_wait
000000018010d568 (__TEXT,__text) non-external (was a private external) __os_semaphore_dispose
0000000180119930 (__TEXT,__text) non-external __os_semaphore_dispose.cold.1
0000000180119834 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
000000018010cd88 (__TEXT,__text) non-external __os_unfair_lock_lock_slow
00000001801197e4 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
000000018010cf14 (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
000000018011980c (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
000000018009ff80 (__TEXT,__text) non-external (was a private external) __platform_bzero
00000001800a1f10 (__TEXT,__text) non-external (was a private external) __platform_memcmp
00000001800a0380 (__TEXT,__text) non-external (was a private external) __platform_memmove
000000018009ffe0 (__TEXT,__text) non-external (was a private external) __platform_memset
00000001800a0ae0 (__TEXT,__text) non-external (was a private external) __platform_strchr
00000001800a0990 (__TEXT,__text) non-external (was a private external) __platform_strcmp
00000001800a0eac (__TEXT,__text) non-external (was a private external) __platform_strlcat
00000001800a0744 (__TEXT,__text) non-external (was a private external) __platform_strlcpy
000000018009fee0 (__TEXT,__text) non-external (was a private external) __platform_strlen
00000001800a0870 (__TEXT,__text) non-external (was a private external) __platform_strncmp
000000018010d598 (__TEXT,__text) non-external (was a private external) __platform_strncpy
000000018009fe40 (__TEXT,__text) non-external (was a private external) __platform_strnlen
00000001800a1fc4 (__TEXT,__text) non-external (was a private external) __platform_strstr
0000000180108b44 (__TEXT,__text) non-external __preboot_fire
0000000180108b34 (__TEXT,__text) non-external (was a private external) __preboot_payload_check
00000001dbe613b0 (__DATA,__data) non-external __pthread_count
000000018010dc10 (__TEXT,__text) non-external __pthread_current_stack_address
000000018010d618 (__TEXT,__text) non-external __pthread_exit
00000001800a3064 (__TEXT,__text) non-external (was a private external) __pthread_exit_if_canceled
000000018010de30 (__TEXT,__text) non-external __pthread_exit_if_canceled.cold.1
00000001dbe621b0 (__DATA,__bss) non-external __pthread_introspection_hook
000000018010dcbc (__TEXT,__text) non-external __pthread_introspection_hook_callout_thread_destroy
000000018010dc20 (__TEXT,__text) non-external __pthread_introspection_hook_callout_thread_terminate
000000018010ddb0 (__TEXT,__text) non-external (was a private external) __pthread_joiner_prepost_wake
000000018010d820 (__TEXT,__text) non-external __pthread_joiner_wake
000000018010dd58 (__TEXT,__text) non-external __pthread_joiner_wake.cold.1
00000001dbe61604 (__DATA,__common) non-external (was a private external) __pthread_list_lock
000000018010eb74 (__TEXT,__text) non-external __pthread_mutex_check_init_slow
0000000180119958 (__TEXT,__text) non-external (was a private external) __pthread_mutex_corruption_abort
000000018010ed3c (__TEXT,__text) non-external __pthread_mutex_fairshare_lock
000000018010dea8 (__TEXT,__text) non-external (was a private external) __pthread_mutex_fairshare_lock_slow
000000018010dfc0 (__TEXT,__text) non-external __pthread_mutex_fairshare_lock_wait
000000018010ea04 (__TEXT,__text) non-external __pthread_mutex_fairshare_unlock
