000000018439eb20 (__DATA,__data) external _NDR_record
00000001802c8ee0 (__TEXT,__text) external _proc_setpcontrol
00000001802c8a8c (__TEXT,__text) external _proc_setthread_cpupercent
00000001802c99f8 (__TEXT,__text) external _proc_setthread_csm
00000001802c98f4 (__TEXT,__text) external _proc_setthread_no_smt
00000001802c989c (__TEXT,__text) external _proc_suppress
00000001802c9094 (__TEXT,__text) external _proc_terminate
00000001802efa2c (__TEXT,__text) external _proc_trace_log
00000001802c8f48 (__TEXT,__text) external _proc_track_dirty
00000001802c8b88 (__TEXT,__text) external _proc_udata_info
00000001802efa58 (__TEXT,__text) external _proc_uuid_policy
00000001802e0304 (__TEXT,__text) external _processor_assign
00000001802e01ac (__TEXT,__text) external _processor_control
00000001802dfeac (__TEXT,__text) external _processor_exit
00000001802e0434 (__TEXT,__text) external _processor_get_assignment
00000001802dffb8 (__TEXT,__text) external _processor_info
00000001802d7b1c (__TEXT,__text) external _processor_set_create
00000001802d79cc (__TEXT,__text) external _processor_set_default
00000001802defec (__TEXT,__text) external _processor_set_destroy
00000001802dfa20 (__TEXT,__text) external _processor_set_info
00000001802df0fc (__TEXT,__text) external _processor_set_max_priority
00000001802df748 (__TEXT,__text) external _processor_set_policy_control
00000001802df344 (__TEXT,__text) external _processor_set_policy_disable
00000001802df220 (__TEXT,__text) external _processor_set_policy_enable
00000001802df8c0 (__TEXT,__text) external _processor_set_stack_usage
00000001802dee2c (__TEXT,__text) external _processor_set_statistics
00000001802df468 (__TEXT,__text) external _processor_set_tasks
00000001802dfc18 (__TEXT,__text) external _processor_set_tasks_with_flavor
00000001802df5d8 (__TEXT,__text) external _processor_set_threads
00000001802dfda0 (__TEXT,__text) external _processor_start
00000001802cf638 (__TEXT,__text) external _pselect
00000001802d0f4c (__TEXT,__text) external _pselect$DARWIN_EXTSN
00000001802c844c (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001802cf7b8 (__TEXT,__text) external _pselect$NOCANCEL
00000001802c47b8 (__TEXT,__text) non-external (was a private external) _pthread_current_stack_contains_np
00000001802ec264 (__TEXT,__text) external _pthread_getugid_np
00000001802ed904 (__TEXT,__text) external _pthread_setugid_np
00000001802ed34c (__TEXT,__text) external _ptrace
00000001802efa84 (__TEXT,__text) external _pwrite
00000001802ed384 (__TEXT,__text) external _pwrite$NOCANCEL
00000001802efab0 (__TEXT,__text) external _pwritev
00000001802ed3b0 (__TEXT,__text) external _pwritev$NOCANCEL
00000001802c7e30 (__TEXT,__text) external _quota
00000001802efadc (__TEXT,__text) external _quotactl
00000001802efb08 (__TEXT,__text) external _read
00000001802ed3dc (__TEXT,__text) external _read$NOCANCEL
00000001802efb34 (__TEXT,__text) external _readlink
00000001802efb60 (__TEXT,__text) external _readlinkat
00000001802efb8c (__TEXT,__text) external _readv
00000001802ed408 (__TEXT,__text) external _readv$NOCANCEL
00000001802c46f0 (__TEXT,__text) non-external (was a private external) _realloc
00000001802c4708 (__TEXT,__text) non-external (was a private external) _reallocf
00000001802c6300 (__TEXT,__text) external _reboot
00000001802c6308 (__TEXT,__text) external _reboot_np
00000001802ed460 (__TEXT,__text) external _recvfrom
00000001802ed48c (__TEXT,__text) external _recvfrom$NOCANCEL
00000001802ed4b8 (__TEXT,__text) external _recvmsg
00000001802ed4e4 (__TEXT,__text) external _recvmsg$NOCANCEL
00000001802efbb8 (__TEXT,__text) external _recvmsg_x
00000001802efbe4 (__TEXT,__text) external _register_uexc_handler
00000001802efc10 (__TEXT,__text) external _removexattr
00000001802d0c84 (__TEXT,__text) external _rename
00000001802ca298 (__TEXT,__text) external _rename_ext
00000001802c6494 (__TEXT,__text) external _renameat
00000001802ca224 (__TEXT,__text) external _renameatx_np
00000001802ca254 (__TEXT,__text) external _renamex_np
00000001802efc3c (__TEXT,__text) external _revoke
00000001802d0688 (__TEXT,__text) external _rmdir
00000001802efc68 (__TEXT,__text) external _searchfs
00000001802cf5fc (__TEXT,__text) external _select
00000001802ed5c0 (__TEXT,__text) external _select$DARWIN_EXTSN
00000001802ed5ec (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000001802cf77c (__TEXT,__text) external _select$NOCANCEL
00000001802efc94 (__TEXT,__text) external _sem_close
00000001802cee40 (__TEXT,__text) external _sem_destroy
00000001802cee64 (__TEXT,__text) external _sem_getvalue
00000001802cee88 (__TEXT,__text) external _sem_init
00000001802d1a00 (__TEXT,__text) external _sem_open
00000001802efcc0 (__TEXT,__text) external _sem_post
00000001802efcec (__TEXT,__text) external _sem_trywait
00000001802efd18 (__TEXT,__text) external _sem_unlink
00000001802efd44 (__TEXT,__text) external _sem_wait
00000001802ed644 (__TEXT,__text) external _sem_wait$NOCANCEL
00000001802e25c4 (__TEXT,__text) external _semaphore_create
00000001802e272c (__TEXT,__text) external _semaphore_destroy
00000001802c81ac (__TEXT,__text) external _semaphore_signal
00000001802c81b0 (__TEXT,__text) external _semaphore_signal_all
00000001802c7c2c (__TEXT,__text) external _semaphore_signal_all_trap
00000001802c81b4 (__TEXT,__text) external _semaphore_signal_thread
00000001802c7c38 (__TEXT,__text) external _semaphore_signal_thread_trap
00000001802c7c20 (__TEXT,__text) external _semaphore_signal_trap
00000001802c81bc (__TEXT,__text) external _semaphore_timedwait
00000001802c81c8 (__TEXT,__text) external _semaphore_timedwait_signal
00000001802c7c68 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00000001802c7c5c (__TEXT,__text) external _semaphore_timedwait_trap
00000001802c81b8 (__TEXT,__text) external _semaphore_wait
00000001802c81c4 (__TEXT,__text) external _semaphore_wait_signal
00000001802c7c50 (__TEXT,__text) external _semaphore_wait_signal_trap
00000001802c7c44 (__TEXT,__text) external _semaphore_wait_trap
00000001802d1a84 (__TEXT,__text) external _semctl
00000001802efd70 (__TEXT,__text) external _semget
00000001802efd9c (__TEXT,__text) external _semop
00000001802d1a60 (__TEXT,__text) external _semsys
00000001802efdc8 (__TEXT,__text) external _sendfile
00000001802ed720 (__TEXT,__text) external _sendmsg
00000001802ed74c (__TEXT,__text) external _sendmsg$NOCANCEL
00000001802efdf4 (__TEXT,__text) external _sendmsg_x
00000001802ed778 (__TEXT,__text) external _sendto
00000001802ed7a4 (__TEXT,__text) external _sendto$NOCANCEL
00000001802ed7d0 (__TEXT,__text) external _setattrlist
00000001802efe20 (__TEXT,__text) external _setattrlistat
00000001802d2ccc (__TEXT,__text) external _setaudit
00000001802efe4c (__TEXT,__text) external _setaudit_addr
00000001802efe78 (__TEXT,__text) external _setauid
00000001802efea4 (__TEXT,__text) external _setegid
00000001802efed0 (__TEXT,__text) external _seteuid
00000001802efefc (__TEXT,__text) external _setgid
00000001802eff28 (__TEXT,__text) external _setgroups
00000001802c8408 (__TEXT,__text) external _setiopolicy_np
00000001802eff54 (__TEXT,__text) external _setitimer
00000001802eff80 (__TEXT,__text) external _setpgid
00000001802cc05c (__TEXT,__text) external _setpriority
00000001802effac (__TEXT,__text) external _setprivexec
00000001802c7e5c (__TEXT,__text) external _setquota
00000001802ed854 (__TEXT,__text) external _setregid
00000001802ed880 (__TEXT,__text) external _setreuid
00000001802cf8fc (__TEXT,__text) external _setrlimit
00000001802ed8d8 (__TEXT,__text) external _setsgroups_np
00000001802effd8 (__TEXT,__text) external _setsid
00000001802f0004 (__TEXT,__text) external _setsockopt
00000001802f0030 (__TEXT,__text) external _setuid
00000001802ed988 (__TEXT,__text) external _setwgroups_np
00000001802f005c (__TEXT,__text) external _setxattr
00000001802cc368 (__TEXT,__text) external _sfi_get_class_offtime
00000001802cc390 (__TEXT,__text) external _sfi_process_get_flags
00000001802cc37c (__TEXT,__text) external _sfi_process_set_flags
00000001802cc354 (__TEXT,__text) external _sfi_set_class_offtime
00000001802d1a20 (__TEXT,__text) external _shm_open
00000001802f0088 (__TEXT,__text) external _shm_unlink
00000001802f00b4 (__TEXT,__text) external _shmat
00000001802edabc (__TEXT,__text) external _shmctl
00000001802f00e0 (__TEXT,__text) external _shmdt
00000001802f010c (__TEXT,__text) external _shmget
00000001802d1aa4 (__TEXT,__text) external _shmsys
00000001802f0138 (__TEXT,__text) external _shutdown
00000001802f0164 (__TEXT,__text) external _sigpending
00000001802f0190 (__TEXT,__text) external _sigprocmask
00000001802d05e4 (__TEXT,__text) external _sigsuspend
00000001802cf904 (__TEXT,__text) external _sigsuspend$NOCANCEL
00000001802f01bc (__TEXT,__text) external _socket
00000001802f01e8 (__TEXT,__text) external _socket_delegate
00000001802edc1c (__TEXT,__text) external _socketpair
00000001802cbeac (__TEXT,__text) external _stackshot_capture_with_config
00000001802cbe3c (__TEXT,__text) external _stackshot_config_create
00000001802cc000 (__TEXT,__text) external _stackshot_config_dealloc
00000001802cbfa4 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00000001802cbf0c (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000001802cbf18 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000001802cbf58 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000001802cbe90 (__TEXT,__text) external _stackshot_config_set_flags
00000001802cbf7c (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000001802cbe74 (__TEXT,__text) external _stackshot_config_set_pid
00000001802cbf34 (__TEXT,__text) external _stackshot_config_set_size_hint
00000001802f0214 (__TEXT,__text) external _stat
00000001802f0214 (__TEXT,__text) external _stat64
00000001802f0240 (__TEXT,__text) external _statfs
00000001802f0240 (__TEXT,__text) external _statfs64
00000001802c4820 (__TEXT,__text) non-external (was a private external) _strcmp
00000001802c4834 (__TEXT,__text) non-external (was a private external) _strlcpy
00000001802c4848 (__TEXT,__text) non-external (was a private external) _strlen
000000018439f278 (__DATA,__bss) non-external _supported
00000001802f026c (__TEXT,__text) external _swapon
00000001802c7d1c (__TEXT,__text) external _swtch
00000001802c7d10 (__TEXT,__text) external _swtch_pri
00000001802f0298 (__TEXT,__text) external _symlink
00000001802f02c4 (__TEXT,__text) external _symlinkat
00000001802f02f0 (__TEXT,__text) external _sync
00000001802edccc (__TEXT,__text) external _syscall
00000001802c7d28 (__TEXT,__text) external _syscall_thread_switch
00000001802cc340 (__TEXT,__text) external _system_get_sfi_window
00000001802f031c (__TEXT,__text) external _system_override
00000001802cc32c (__TEXT,__text) external _system_set_sfi_window
00000001802e34d4 (__TEXT,__text) external _task_assign
00000001802e3604 (__TEXT,__text) external _task_assign_default
00000001802e0bb4 (__TEXT,__text) external _task_create
00000001802e57d4 (__TEXT,__text) external _task_create_identity_token
00000001802e5a8c (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000001802c7b48 (__TEXT,__text) external _task_dyld_process_info_notify_get
00000001802e56b8 (__TEXT,__text) external _task_dyld_process_info_notify_register
00000001802c7cb0 (__TEXT,__text) external _task_for_pid
00000001802e462c (__TEXT,__text) external _task_generate_corpse
00000001802e3724 (__TEXT,__text) external _task_get_assignment
00000001802e4b3c (__TEXT,__text) external _task_get_dyld_image_infos
00000001802e2f3c (__TEXT,__text) external _task_get_emulation_vector
00000001802e5350 (__TEXT,__text) external _task_get_exc_guard_behavior
00000001802e1e5c (__TEXT,__text) external _task_get_exception_ports
00000001802e5bac (__TEXT,__text) external _task_get_exception_ports_info
00000001802e423c (__TEXT,__text) external _task_get_mach_voucher
00000001802e1788 (__TEXT,__text) external _task_get_special_port
00000001802e3a38 (__TEXT,__text) external _task_get_state
00000001802e5924 (__TEXT,__text) external _task_identity_token_get_task_port
00000001802e124c (__TEXT,__text) external _task_info
00000001802e5194 (__TEXT,__text) external _task_inspect
00000001802f0348 (__TEXT,__text) external _task_inspect_for_pid
00000001802e477c (__TEXT,__text) external _task_map_corpse_info
00000001802e504c (__TEXT,__text) external _task_map_corpse_info_64
00000001802c7ca4 (__TEXT,__text) external _task_name_for_pid
00000001802e2ca4 (__TEXT,__text) external _task_policy
00000001802e29a8 (__TEXT,__text) external _task_policy_get
00000001802e2848 (__TEXT,__text) external _task_policy_set
00000001802e4104 (__TEXT,__text) external _task_purgable_info
00000001802f0374 (__TEXT,__text) external _task_read_for_pid
00000001802e4f10 (__TEXT,__text) external _task_register_dyld_get_process_state
00000001802e48c4 (__TEXT,__text) external _task_register_dyld_image_infos
00000001802e4de8 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00000001802e4cb8 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00000001802ea504 (__TEXT,__text) external _task_restartable_ranges_register
00000001802ea660 (__TEXT,__text) external _task_restartable_ranges_synchronize
00000001802e167c (__TEXT,__text) external _task_resume
00000001802e3ff8 (__TEXT,__text) external _task_resume2
00000001802e2b88 (__TEXT,__text) external _task_sample
00000001802c81e8 (__TEXT,__text) external _task_self_
00000001802c7bf0 (__TEXT,__text) external _task_self_trap
00000001802e5f24 (__TEXT,__text) external _task_set_corpse_forking_behavior
00000001802e2e1c (__TEXT,__text) external _task_set_emulation
00000001802e30b8 (__TEXT,__text) external _task_set_emulation_vector
00000001802e5474 (__TEXT,__text) external _task_set_exc_guard_behavior
00000001802e1d28 (__TEXT,__text) external _task_set_exception_ports
00000001802e1410 (__TEXT,__text) external _task_set_info
00000001802e43a4 (__TEXT,__text) external _task_set_mach_voucher
00000001802e3d70 (__TEXT,__text) external _task_set_phys_footprint_limit
00000001802e3874 (__TEXT,__text) external _task_set_policy
00000001802d1ecc (__TEXT,__text) external _task_set_port_space
00000001802e31f0 (__TEXT,__text) external _task_set_ras_pc
00000001802e18f0 (__TEXT,__text) external _task_set_special_port
00000001802e3c08 (__TEXT,__text) external _task_set_state
00000001802e1570 (__TEXT,__text) external _task_suspend
00000001802e3ea8 (__TEXT,__text) external _task_suspend2
00000001802e20c8 (__TEXT,__text) external _task_swap_exception_ports
00000001802e44c0 (__TEXT,__text) external _task_swap_mach_voucher
00000001802e0d34 (__TEXT,__text) external _task_terminate
00000001802e6044 (__TEXT,__text) external _task_test_async_upcall_propagation
00000001802e5e08 (__TEXT,__text) external _task_test_sync_upcall
00000001802e0e40 (__TEXT,__text) external _task_threads
00000001802e4a00 (__TEXT,__text) external _task_unregister_dyld_image_infos
00000001802e3310 (__TEXT,__text) external _task_zone_info
00000001802cc29c (__TEXT,__text) external _terminate_with_payload
00000001802cc288 (__TEXT,__text) external _terminate_with_reason
00000001802e6b08 (__TEXT,__text) external _thread_abort
00000001802e6c14 (__TEXT,__text) external _thread_abort_safely
00000001802e7f88 (__TEXT,__text) external _thread_assign
00000001802e80a4 (__TEXT,__text) external _thread_assign_default
00000001802e889c (__TEXT,__text) external _thread_convert_thread_state
00000001802e1a20 (__TEXT,__text) external _thread_create
00000001802e1b70 (__TEXT,__text) external _thread_create_running
00000001802e6d20 (__TEXT,__text) external _thread_depress_abort
00000001802d1f88 (__TEXT,__text) external _thread_destruct_special_reply_port
00000001802e81b0 (__TEXT,__text) external _thread_get_assignment
00000001802e73b4 (__TEXT,__text) external _thread_get_exception_ports
00000001802e8aac (__TEXT,__text) external _thread_get_exception_ports_info
00000001802e84ac (__TEXT,__text) external _thread_get_mach_voucher
00000001802ca028 (__TEXT,__text) external _thread_get_register_pointer_values
00000001802e6e2c (__TEXT,__text) external _thread_get_special_port
00000001802c7ce0 (__TEXT,__text) external _thread_get_special_reply_port
00000001802e65b8 (__TEXT,__text) external _thread_get_state
00000001802e70c4 (__TEXT,__text) external _thread_info
00000001802c9f74 (__TEXT,__text) external _thread_policy
00000001802e7b6c (__TEXT,__text) external _thread_policy_get
00000001802c9fb0 (__TEXT,__text) external _thread_policy_set
00000001802e69fc (__TEXT,__text) external _thread_resume
00000001802e7d4c (__TEXT,__text) external _thread_sample
00000001802c7be4 (__TEXT,__text) external _thread_self_trap
00000001802f03a0 (__TEXT,__text) external _thread_selfcounts
00000001802e7280 (__TEXT,__text) external _thread_set_exception_ports
00000001802e8614 (__TEXT,__text) external _thread_set_mach_voucher
00000001802c9fec (__TEXT,__text) external _thread_set_policy
00000001802e6f94 (__TEXT,__text) external _thread_set_special_port
00000001802e6788 (__TEXT,__text) external _thread_set_state
00000001802e68f0 (__TEXT,__text) external _thread_suspend
00000001802e7620 (__TEXT,__text) external _thread_swap_exception_ports
00000001802e8730 (__TEXT,__text) external _thread_swap_mach_voucher
00000001802c80f0 (__TEXT,__text) external _thread_switch
00000001802e6174 (__TEXT,__text) external _thread_terminate
00000001802d48b8 (__TEXT,__text) external _thread_wire
00000001802f1478 (__TEXT,__const) non-external _times_now
00000001802f03cc (__TEXT,__text) external _tracker_action
00000001802f03f8 (__TEXT,__text) external _truncate
00000001802f0424 (__TEXT,__text) external _umask
00000001802f0450 (__TEXT,__text) external _undelete
00000001802d05f0 (__TEXT,__text) external _unlink
00000001802c6458 (__TEXT,__text) external _unlinkat
00000001802f047c (__TEXT,__text) external _unmount
00000001802f04a8 (__TEXT,__text) external _usrctl
00000001802c9eac (__TEXT,__text) external _utimensat
00000001802f04d4 (__TEXT,__text) external _utimes
00000001802f0500 (__TEXT,__text) external _vfs_purge
00000001802d2690 (__TEXT,__text) external _vm_allocate
00000001802d49e8 (__TEXT,__text) external _vm_allocate_cpm
00000001802e95f4 (__TEXT,__text) external _vm_behavior_set
00000001802e9268 (__TEXT,__text) external _vm_copy
00000001802d26d0 (__TEXT,__text) external _vm_deallocate
00000001802e8d08 (__TEXT,__text) external _vm_inherit
000000018439ebc8 (__DATA,__common) external _vm_kernel_page_mask
000000018439ebd0 (__DATA,__common) external _vm_kernel_page_shift
000000018439ebc0 (__DATA,__common) external _vm_kernel_page_size
00000001802e9890 (__TEXT,__text) external _vm_machine_attribute
00000001802d29bc (__TEXT,__text) external _vm_map
00000001802e9b50 (__TEXT,__text) external _vm_map_page_query
00000001802e94cc (__TEXT,__text) external _vm_msync
000000018439ebe0 (__DATA,__common) external _vm_page_mask
000000018439ebe8 (__DATA,__common) external _vm_page_shift
000000018439ebd8 (__DATA,__common) external _vm_page_size
00000001802f052c (__TEXT,__text) external _vm_pressure_monitor
00000001802d26d4 (__TEXT,__text) external _vm_protect
00000001802d2c6c (__TEXT,__text) external _vm_purgable_control
00000001802d2b80 (__TEXT,__text) external _vm_read
00000001802e8fb8 (__TEXT,__text) external _vm_read_list
00000001802e938c (__TEXT,__text) external _vm_read_overwrite
00000001802e9e90 (__TEXT,__text) external _vm_region_64
00000001802e9c98 (__TEXT,__text) external _vm_region_recurse_64
00000001802d2a58 (__TEXT,__text) external _vm_remap
00000001802d2aec (__TEXT,__text) external _vm_remap_new
00000001802d4784 (__TEXT,__text) external _vm_wire
00000001802e912c (__TEXT,__text) external _vm_write
00000001802c48a8 (__TEXT,__text) external _voucher_mach_msg_adopt
00000001802c488c (__TEXT,__text) external _voucher_mach_msg_clear
00000001802c48c8 (__TEXT,__text) external _voucher_mach_msg_revert
00000001802c486c (__TEXT,__text) external _voucher_mach_msg_set
000000018439eba8 (__DATA,__common) external _vprintf_stderr_func
00000001802edfb4 (__TEXT,__text) external _wait4
00000001802f0558 (__TEXT,__text) external _waitid
00000001802edfe0 (__TEXT,__text) external _waitid$NOCANCEL
00000001802d0c14 (__TEXT,__text) external _work_interval_copy_port
00000001802d06b8 (__TEXT,__text) external _work_interval_create
00000001802d0ab8 (__TEXT,__text) external _work_interval_destroy
00000001802d075c (__TEXT,__text) external _work_interval_get_flags_from_port
00000001802d089c (__TEXT,__text) external _work_interval_instance_alloc
00000001802d08e4 (__TEXT,__text) external _work_interval_instance_clear
00000001802d0a4c (__TEXT,__text) external _work_interval_instance_finish
00000001802d08f8 (__TEXT,__text) external _work_interval_instance_free
00000001802d0964 (__TEXT,__text) external _work_interval_instance_get_complexity
00000001802d0934 (__TEXT,__text) external _work_interval_instance_get_deadline
00000001802d094c (__TEXT,__text) external _work_interval_instance_get_finish
00000001802d097c (__TEXT,__text) external _work_interval_instance_get_id
00000001802d091c (__TEXT,__text) external _work_interval_instance_get_start
00000001802d0914 (__TEXT,__text) external _work_interval_instance_set_complexity
00000001802d0904 (__TEXT,__text) external _work_interval_instance_set_deadline
00000001802d090c (__TEXT,__text) external _work_interval_instance_set_finish
00000001802d08fc (__TEXT,__text) external _work_interval_instance_set_start
00000001802d0984 (__TEXT,__text) external _work_interval_instance_start
00000001802d09e4 (__TEXT,__text) external _work_interval_instance_update
00000001802d0b60 (__TEXT,__text) external _work_interval_join
00000001802d0bb8 (__TEXT,__text) external _work_interval_join_port
00000001802d0c00 (__TEXT,__text) external _work_interval_leave
00000001802d07d4 (__TEXT,__text) external _work_interval_notify
00000001802d083c (__TEXT,__text) external _work_interval_notify_simple
00000001802f0584 (__TEXT,__text) external _write
00000001802ee090 (__TEXT,__text) external _write$NOCANCEL
00000001802f05b0 (__TEXT,__text) external _writev
00000001802ee0bc (__TEXT,__text) external _writev$NOCANCEL
