00007ffb0e534a52 (__TEXT,__text) non-external _DiToMD5
00007ffb0e522d46 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00007ffb0e522cee (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00007ffb0e5287a8 (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00007ffb0e528d14 (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007ffb0e52825e (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007ffb0e522f14 (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00007ffb0e522ea2 (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00007ffb0e520f38 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007ffb0e5222f8 (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00007ffb0e52227c (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffb0e5290bc (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffb0e51e57c (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffb0e51e56a (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffb0e5258ae (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffb0e522840 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffb0e5227d2 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffb0e521886 (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffb0e5217ce (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffb0e52912e (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffb0e522a6e (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffb0e5228d0 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffb0e522af2 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffb0e522bfe (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffb0e522c82 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb0e523c80 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb0e523cc4 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffb0e521fa6 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffb0e527acc (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffb0e527b84 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb0e528180 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb0e528210 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb0e5279aa (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0e5279ba (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0e527ab6 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb0e527fcc (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0e527a9a (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb0e52816a (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb0e528514 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0e52814e (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb43f00178 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb43f00180 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb43f00140 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb43f00148 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb0e51e3e8 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb0e51e442 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb0e51e495 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb0e5462c6 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb0e5462e9 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb0e526737 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb0e525ddf (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb0e546d2e (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb0e546d51 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb0e5255fc (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb0e52728e (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb0e5272e9 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb0e5278ec (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb0e527944 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.40
00007ffb0e5328e2 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb0e52416b (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb0e546a6a (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb0e51b2b4 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb0e52954f (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb0e52962e (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb0e5293d4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb0e5471d4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb0e529750 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0e529270 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb0e5293a2 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb0e52969e (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb0e52967f (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb0e5246fb (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb0e5247bd (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.198
00007ffb0e524746 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_2
00007ffb0e52475b (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_3
00007ffb0e529655 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb0e524188 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb0e5241dd (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffb0e524254 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.175
00007ffb0e5348ff (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb0e5317db (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb0e531421 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb0e527dc1 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb0e522a30 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb0e522ad1 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb0e5467f4 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb0e51ed35 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb0e51eb10 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb0e51ec31 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb0e51e762 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb0e51f1ef (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb0e51cb84 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb0e520b4e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0e5208e8 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb0e52098c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb0e520d1d (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb0e51f75d (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0e51f495 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0e51fa78 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0e51fbad (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb0e5464f6 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb0e546519 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb0e51f9f9 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0e522e53 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0e522dd4 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0e52881a (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb0e5283f0 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb0e520fd2 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb0e5258a0 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb0e521a04 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb0e527fbc (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0e527ee5 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb0e527e06 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb0e5285b6 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb0e528422 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb0e545420 (__TEXT,__text) external ___assert_rtn
00007ffb41b09288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41b092c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41b09c98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41b0aae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41b0af88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41b0ab10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb41b09538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb41b09558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffb41b09578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb41b095a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffb41b095d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00007ffb41b09608 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
00007ffb41b09628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffb41b09658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb41b09678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007ffb41b096a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
00007ffb41b09b28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.152
00007ffb41b09cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb41b09b68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ffb41b09b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffb41b09bc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00007ffb41b09bf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00007ffb41b09c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.196
00007ffb41b09c38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.197
00007ffb41b09c68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.199
00007ffb41b09cd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb41b0ac90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb41b09d08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb41b09d38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb41b09d58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffb41b09d78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ffb41b09da8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ffb41b09dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb41b09e08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb41b09e38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb41b09e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb41b09e98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb41b09ec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb41b09ef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb41b09f28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ffb41b0a8e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ffb41b0a908 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00007ffb41b0a938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffb41b0a968 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb41b092f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb41b09328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb41b0a988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb41b09358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffb41b09388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb41b0a9b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb41b0a9e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ffb41b0aa18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb41b0aa48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ffb41b093b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb41b093d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb41b093f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb41b09418 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb41b09448 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb41b09478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb41b094a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb41b094d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffb41b09508 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00007ffb41b092a8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41b09b48 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41b0acb0 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb0e51b350 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb0e51b370 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb0e51e7c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb0e51f211 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb0e534985 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb0e527dec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb0e51cc0f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb0e51e4fe (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb0e5314f5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0e5318da (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb0e51e7df (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb0e51f249 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb0e5349a2 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb0e520d82 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb0e51cc4a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb0e51e536 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb0e53153f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb0e531948 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb0e51a7de (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb0e51a6c1 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb0e54536b (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb0e5350b5 (__TEXT,__text) external _aes_decrypt
00007ffb0e535489 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb0e53500f (__TEXT,__text) external _aes_decrypt_cbc
00007ffb0e53551c (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb0e5354d1 (__TEXT,__text) external _aes_decrypt_gcm
00007ffb0e535592 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb0e535456 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb0e534fce (__TEXT,__text) external _aes_decrypt_key
00007ffb0e54782a (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb0e5350de (__TEXT,__text) external _aes_decrypt_key128
00007ffb0e535102 (__TEXT,__text) external _aes_decrypt_key256
00007ffb0e53533c (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb0e535384 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb0e535426 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb0e5353cf (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb0e534fb7 (__TEXT,__text) external _aes_encrypt
00007ffb0e535252 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb0e534f11 (__TEXT,__text) external _aes_encrypt_cbc
00007ffb0e5352e5 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb0e53529a (__TEXT,__text) external _aes_encrypt_gcm
00007ffb0e535573 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb0e53521f (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb0e534ed0 (__TEXT,__text) external _aes_encrypt_key
00007ffb0e547811 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb0e5350cc (__TEXT,__text) external _aes_encrypt_key128
00007ffb0e5350f0 (__TEXT,__text) external _aes_encrypt_key256
00007ffb0e535114 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb0e53515c (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb0e5351ef (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb0e5351a7 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb0e51a70c (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb0e5453b1 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb0e51a6d3 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb0e54538e (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb0e51a75b (__TEXT,__text) external _clock_get_system_nanotime
00007ffb0e5453d4 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb0e51a797 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb0e51a7c5 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb0e519c31 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb43effa80 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb43effbe0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
