00007ffb06aa4372 (__TEXT,__text) non-external _DiToMD5
00007ffb06a8e4fa (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffb06a8e4e8 (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffb06a9545c (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffb06a92446 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffb06a923d8 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffb06a91494 (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffb06a913dc (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffb06a98ce0 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffb06a92674 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffb06a924d6 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffb06a926f8 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffb06a927f2 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffb06a9286c (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb06a9387a (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb06a938be (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffb06a91bac (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffb06a97674 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffb06a9772c (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb06a97d2c (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb06a97dbc (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb06a97552 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb06a97562 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb06a9765e (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb06a97b78 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb06a97642 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb06a97d16 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb06a980c2 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb06a97cfa (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb4335e870 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb4335e878 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb4335d830 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb4335d838 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb06a8e366 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb06a8e3c0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb06a8e413 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb06ab5548 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb06ab556b (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb06a962df (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb06a9596f (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb06ab5faf (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb06ab5fd2 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb06a951ad (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb06a96e36 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb06a96e91 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb06a97494 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb06a974ec (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffb06aa2202 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb06a93d83 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb06ab5cec (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb06a8b285 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb06a99120 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb06a991ff (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb06a98f86 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb06ab6455 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb06a99321 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb06a98e22 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb06a98f54 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb06a9926f (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb06a99250 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb06a942f3 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb06a99226 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb06a93da0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb06a93df5 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffb06a93e6c (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffb06aa421d (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb06aa10fb (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb06aa0d41 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb06a9796d (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb06a92636 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb06a926d7 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb06ab5a76 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb06a8ebf6 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb06a8e9fe (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb06a8eaff (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb06a8e660 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb06a8f04f (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb06a8cb54 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb06a907e2 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb06a9057c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb06a90621 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb06a909b1 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb06a8f4d1 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb06a8f2bb (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb06a8f77a (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb06a8f8af (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb06ab5778 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb06ab579b (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb06a8f6fb (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb06a92a3d (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb06a929be (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb06a983c2 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb06a97f9e (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb06a90c66 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb06a9544e (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb06a91612 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb06a97b68 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb06a97a91 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb06a979b2 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb06a98164 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb06a97fd0 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb06ab4791 (__TEXT,__text) external ___assert_rtn
00007ffb410fffc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41100000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41100960 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41101740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41101be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41101770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb41100270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ffb41100290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ffb411002b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb411002e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffb41100310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffb41100340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ffb41100360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.134
00007ffb41100390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffb411003b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb411003e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffb41100860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.150
00007ffb41100980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb411008a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.169
00007ffb411008d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffb41100900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffb41100930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.193
00007ffb411009a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffb411018f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb411009d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffb41100a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffb41100a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb41100a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffb41100a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffb41100aa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffb41100ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb41100b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb41100b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb41100b60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb41100b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb41100bc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb41100bf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb411015b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffb411015d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffb41101600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffb41101630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffb41100030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb41101650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb41100060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb41100090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffb41101680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb411000c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb411016b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb411016e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb41101710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb411000f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb41100110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb41100130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb41100150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb41100180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb411001b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb411001e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb41100210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffb41100240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffb410fffe0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41100880 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41101910 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb06a8b330 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb06a8b350 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb06a95a7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb06a8f071 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb06aa42a3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb06a97998 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb06a8cbdf (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb06a8e47c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb06aa0e15 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb06aa11fa (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb06a8e6cd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb06a8f0a9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb06aa42c0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb06a90a16 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb06a8cc1a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb06a8e4b4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb06aa0e5f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb06aa1268 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb06a8a77e (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb06a8a661 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb06ab46df (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb06aa49d5 (__TEXT,__text) external _aes_decrypt
00007ffb06aa4da9 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb06aa492f (__TEXT,__text) external _aes_decrypt_cbc
00007ffb06aa4e3c (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb06aa4df1 (__TEXT,__text) external _aes_decrypt_gcm
00007ffb06aa4eb2 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb06aa4d76 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb06aa48ee (__TEXT,__text) external _aes_decrypt_key
00007ffb06ab6aaa (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb06aa49fe (__TEXT,__text) external _aes_decrypt_key128
00007ffb06aa4a22 (__TEXT,__text) external _aes_decrypt_key256
00007ffb06aa4c5c (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb06aa4ca4 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb06aa4d46 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb06aa4cef (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb06aa48d7 (__TEXT,__text) external _aes_encrypt
00007ffb06aa4b72 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb06aa4831 (__TEXT,__text) external _aes_encrypt_cbc
00007ffb06aa4c05 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb06aa4bba (__TEXT,__text) external _aes_encrypt_gcm
00007ffb06aa4e93 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb06aa4b3f (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb06aa47f0 (__TEXT,__text) external _aes_encrypt_key
00007ffb06ab6a91 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb06aa49ec (__TEXT,__text) external _aes_encrypt_key128
00007ffb06aa4a10 (__TEXT,__text) external _aes_encrypt_key256
00007ffb06aa4a34 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb06aa4a7c (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb06aa4b0f (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb06aa4ac7 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb06a8a6ac (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb06ab4725 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb06a8a673 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb06ab4702 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb06a8a6fb (__TEXT,__text) external _clock_get_system_nanotime
00007ffb06ab4748 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb06a8a737 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb06a8a765 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb06a89bc9 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb4335cf80 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb4335d2d0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb41105aa8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb4335d2d8 (__DATA,__common) external _gIOCommandMetaClass
00007ffb4335d2e0 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb41105ab8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb41105ab0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb4335cfc0 (__DATA,__common) external _gIODKDebug
00007ffb4335d2e8 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb41105ac0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb4335d2f0 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb41105ac8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb4335d2f8 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb41105ad0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb4335d300 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb41105ad8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb4335d308 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb41105ae0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb4335d310 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb41105ae8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb4335d348 (__DATA,__common) external _gIOHistogramReporterMetaClass
