00007ff808e3d220 (__TEXT,__const) non-external _A1_Table
00007ff80864d570 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16Q12
00007ff808e3fbc8 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16Q12.identityMap
00007ff841e43af0 (__DATA,__bss) non-external _vImageConvert_XRGB2101010_A8ToARGB16Q12.vConvert_XRGB2101010_A8ToARGB16Q12
00007ff80864d1b0 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16U
00007ff808e3fbc4 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.identityMap
00007ff841e43ae8 (__DATA,__bss) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.vConvert_XRGB2101010_A8ToARGB16U
00007ff80864cd10 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB8888
00007ff808e3fbc0 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.identityMap
00007ff841e43ae0 (__DATA,__bss) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.vConvert_XRGB2101010_A8ToARGB8888
00007ff80864d930 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGBFFFF
00007ff808e3fbcc (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.identityMap
00007ff841e43af8 (__DATA,__bss) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.vConvert_XRGB2101010_A8ToARGBFFFF
00007ff808651840 (__TEXT,__text) external _vImageConvert_XRGB8888ToPlanar8
00007ff841e43ba0 (__DATA,__bss) non-external _vImageConvert_XRGB8888ToPlanar8.vConvert_XRGB8888ToPlanar8_CV
00007ff808651f30 (__TEXT,__text) external _vImageConvert_XRGBFFFFToPlanarF
00007ff841e43bb8 (__DATA,__bss) non-external _vImageConvert_XRGBFFFFToPlanarF.vConvert_XRGBFFFFToPlanarF_CV
00007ff8083860d0 (__TEXT,__text) external _vImageConvert_YpCbCrToARGB_GenerateConversion
00007ff84071fb50 (__DATA_CONST,__const) non-external (was a private external) _vImageConverter_CGCVImageFormat_vtbl
00007ff84071fae0 (__DATA_CONST,__const) non-external (was a private external) _vImageConverter_CGImageFormat_vtbl
00007ff84071fbc0 (__DATA_CONST,__const) non-external (was a private external) _vImageConverter_CVCGImageFormat_vtbl
00007ff808338830 (__TEXT,__text) non-external _vImageConverter_CreateCGPassList
00007ff80866ceb0 (__TEXT,__text) non-external _vImageConverter_CreateCGPassListWithCGColorConversionInfo
00007ff8086620b0 (__TEXT,__text) external _vImageConverter_CreateForCGToCVImageFormat
00007ff840721170 (__DATA_CONST,__const) non-external _vImageConverter_CreateForCGToCVImageFormat.Convert_BGR888toRGB888_vtbl
00007ff808662fd0 (__TEXT,__text) external _vImageConverter_CreateForCVToCGImageFormat
00007ff8407211d0 (__DATA_CONST,__const) non-external _vImageConverter_CreateForCVToCGImageFormat.Convert_BGR888toRGB888_vtbl
00007ff808661c00 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConversionInfo
00007ff808661fb0 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConverter
00007ff80835b300 (__TEXT,__text) external _vImageConverter_CreateWithCGImageFormat
00007ff808337970 (__TEXT,__text) external _vImageConverter_CreateWithColorSyncCodeFragment
00007ff808658290 (__TEXT,__text) external _vImageConverter_GetDestinationBufferOrder
00007ff808658250 (__TEXT,__text) external _vImageConverter_GetNumberOfDestinationBuffers
00007ff808658230 (__TEXT,__text) external _vImageConverter_GetNumberOfSourceBuffers
00007ff808658270 (__TEXT,__text) external _vImageConverter_GetSourceBufferOrder
00007ff80833ccb0 (__TEXT,__text) non-external _vImageConverter_Init
00007ff808371f50 (__TEXT,__text) external _vImageConverter_MustOperateOutOfPlace
00007ff808657c50 (__TEXT,__text) external _vImageConverter_Print
00007ff80835be20 (__TEXT,__text) external _vImageConverter_Release
00007ff808657c30 (__TEXT,__text) external _vImageConverter_Retain
00007ff80845f790 (__TEXT,__text) non-external (was a private external) _vImageConvolve
00007ff808462260 (__TEXT,__text) external _vImageConvolveFloatKernel_ARGB8888
00007ff841e436b0 (__DATA,__bss) non-external _vImageConvolveFloatKernel_ARGB8888.vFloatConvolveARGB8888bgf
00007ff841e436b8 (__DATA,__bss) non-external _vImageConvolveFloatKernel_ARGB8888.vFloatConvolveARGB8888cip
00007ff841e436a8 (__DATA,__bss) non-external _vImageConvolveFloatKernel_ARGB8888.vFloatConvolveARGB8888ext
00007ff808461490 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGB8888
00007ff808462b00 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGBFFFF
00007ff8084dd100 (__TEXT,__text) external _vImageConvolveWithBias_ARGB16F
00007ff808461eb0 (__TEXT,__text) external _vImageConvolveWithBias_ARGB8888
00007ff808462ed0 (__TEXT,__text) external _vImageConvolveWithBias_ARGBFFFF
00007ff8084dc9b0 (__TEXT,__text) external _vImageConvolveWithBias_Planar16F
00007ff841e437d0 (__DATA,__bss) non-external _vImageConvolveWithBias_Planar16F.vConvolve16Fbgf
00007ff841e437d8 (__DATA,__bss) non-external _vImageConvolveWithBias_Planar16F.vConvolve16Fcip
00007ff841e437c8 (__DATA,__bss) non-external _vImageConvolveWithBias_Planar16F.vConvolve16Fext
00007ff80835de90 (__TEXT,__text) external _vImageConvolveWithBias_Planar8
00007ff8084618a0 (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
00007ff8084dd0f0 (__TEXT,__text) external _vImageConvolve_ARGB16F
00007ff808461de0 (__TEXT,__text) external _vImageConvolve_ARGB8888
00007ff808462a70 (__TEXT,__text) external _vImageConvolve_ARGBFFFF
00007ff8084dc9a0 (__TEXT,__text) external _vImageConvolve_Planar16F
00007ff80835de30 (__TEXT,__text) external _vImageConvolve_Planar8
00007ff808461890 (__TEXT,__text) external _vImageConvolve_PlanarF
00007ff80836a3c0 (__TEXT,__text) external _vImageCopyBuffer
00007ff808677f00 (__TEXT,__text) external _vImageCreateCGImageFromBuffer
00007ff808677510 (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
00007ff808524a40 (__TEXT,__text) external _vImageCreateGammaFunction
00007ff8086780c0 (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
00007ff808677e00 (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
00007ff8086780b0 (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
00007ff808677d80 (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
00007ff80833e340 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
00007ff80833e230 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
00007ff80833e5b0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
00007ff8083dd350 (__TEXT,__text) external _vImageDecodeVectorHalf
00007ff808348fe0 (__TEXT,__text) external _vImageDeepmap2Decode
00007ff8083c62f0 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
00007ff8083c6770 (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
00007ff8083c6920 (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
00007ff8083c68f0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
00007ff8083c6720 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
00007ff8083c5a40 (__TEXT,__text) external _vImageDeepmap2Encode
00007ff8083c6130 (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
00007ff80834a3c0 (__TEXT,__text) external _vImageDeepmap2PixelSize
00007ff8083b26d0 (__TEXT,__text) external _vImageDeepmapDecode
00007ff8083b26b0 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
00007ff808384990 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
00007ff808384b20 (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
00007ff808385360 (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
00007ff8083b2b70 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
00007ff8083b1c50 (__TEXT,__text) external _vImageDeepmapEncode
00007ff8083b2500 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
00007ff808385e30 (__TEXT,__text) external _vImageDeepmapPixelSize
00007ff808524cd0 (__TEXT,__text) external _vImageDestroyGammaFunction
00007ff8085b0bb0 (__TEXT,__text) external _vImageDestroyResamplingFilter
00007ff8084c5390 (__TEXT,__text) non-external _vImageDiff_Planar8
00007ff808511d80 (__TEXT,__text) external _vImageDilate_ARGB8888
00007ff841e43838 (__DATA,__bss) non-external _vImageDilate_ARGB8888.vDilate_Interleaved_CV
00007ff808513de0 (__TEXT,__text) external _vImageDilate_ARGBFFFF
00007ff841e43878 (__DATA,__bss) non-external _vImageDilate_ARGBFFFF.vDilateFP_Interleaved_CV
00007ff8083629c0 (__TEXT,__text) external _vImageDilate_Planar8
00007ff841e437e8 (__DATA,__bss) non-external _vImageDilate_Planar8.vDilate_ZeroCenter_CV
00007ff80850fd20 (__TEXT,__text) external _vImageDilate_PlanarF
00007ff841e437f8 (__DATA,__bss) non-external _vImageDilate_PlanarF.vDilateFP_CV
00007ff8084d0e10 (__TEXT,__text) external _vImageDownScale_CbCr8
00007ff8084d0860 (__TEXT,__text) external _vImageDownScale_Planar8
00007ff8083dc7f0 (__TEXT,__text) external _vImageEncodeVectorHalf
00007ff808daf150 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
00007ff808daf180 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
00007ff808daf1b0 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
00007ff8083dc790 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
00007ff8083dc7c0 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
00007ff8083dc7b0 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
00007ff808503fb0 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
00007ff8085047a0 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
00007ff808502fe0 (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
00007ff8085036b0 (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
00007ff8084e6110 (__TEXT,__text) external _vImageEqualization_ARGB8888
00007ff8084e6740 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
00007ff8084e53e0 (__TEXT,__text) external _vImageEqualization_Planar8
00007ff8084e5750 (__TEXT,__text) external _vImageEqualization_PlanarF
00007ff808511850 (__TEXT,__text) external _vImageErode_ARGB8888
00007ff841e43830 (__DATA,__bss) non-external _vImageErode_ARGB8888.vErode_Interleaved_CV
00007ff8085138b0 (__TEXT,__text) external _vImageErode_ARGBFFFF
00007ff841e43870 (__DATA,__bss) non-external _vImageErode_ARGBFFFF.vErodeFP_Interleaved_CV
00007ff80850ed70 (__TEXT,__text) external _vImageErode_Planar8
00007ff841e437e0 (__DATA,__bss) non-external _vImageErode_Planar8.vErode_CV
00007ff80850f7f0 (__TEXT,__text) external _vImageErode_PlanarF
00007ff841e437f0 (__DATA,__bss) non-external _vImageErode_PlanarF.vErodeFP_CV
00007ff8083f6700 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
00007ff8083f6620 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
00007ff8083f67e0 (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
00007ff808684260 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007ff841e43e80 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32.vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007ff808683ea0 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
00007ff841e43e78 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10.vExtract_444YpCbCrA10To420Yp10_CbCr10
00007ff808683ae0 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00007ff841e43e70 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8.vExtract_444YpCbCrA8To420Yp8_CbCr8
00007ff80842b7b0 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
00007ff841e435a8 (__DATA,__bss) non-external _vImageFlatten_ARGB16Q12.vFlatten_ARGB16Q12_GV
00007ff8083f9540 (__TEXT,__text) external _vImageFlatten_ARGB16U
00007ff8083a2610 (__TEXT,__text) external _vImageFlatten_ARGB8888
00007ff841e435a0 (__DATA,__bss) non-external _vImageFlatten_ARGB8888.vFlatten_ARGB8888_GV
00007ff8083f68c0 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
00007ff8083f9aa0 (__TEXT,__text) external _vImageFlatten_ARGBFFFF
00007ff8083f7190 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
00007ff8083f6ea0 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
00007ff8083f77f0 (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
00007ff808563220 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
00007ff808447e70 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_AVX
00007ff80857a670 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_AVX2
00007ff8085e9250 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_SSE4_1
00007ff808563240 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_resolver
00007ff808566020 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_scalar
00007ff841e42c20 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_vec
00007ff808563280 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
00007ff808448a50 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_AVX
00007ff80857b3b0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_AVX2
00007ff8085e9e50 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_SSE4_1
00007ff8085632a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_resolver
00007ff8085664c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_scalar
00007ff841e42c28 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_vec
00007ff8085632e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
00007ff808449540 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_AVX
00007ff80857bf20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_AVX2
00007ff8085ea8a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_SSE4_1
00007ff808563300 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_resolver
00007ff808566940 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_scalar
00007ff841e42c30 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_vec
00007ff808563340 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
00007ff808449f10 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_AVX
00007ff80857ca10 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_AVX2
00007ff8085eb240 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_SSE4_1
00007ff808563360 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_resolver
00007ff808566db0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_scalar
00007ff841e42c38 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_vec
00007ff808563160 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
00007ff808446780 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_AVX
00007ff808578f80 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_AVX2
00007ff8085e7960 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_SSE4_1
00007ff808563180 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_resolver
00007ff808565840 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_scalar
00007ff841e42c10 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_vec
00007ff8085631c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
00007ff8084472f0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_AVX
00007ff808579b20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_AVX2
00007ff8085e86b0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_SSE4_1
00007ff8085631e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_resolver
00007ff808565c40 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_scalar
00007ff841e42c18 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_vec
00007ff8085633a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
00007ff80844a8d0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_AVX
00007ff80857d3a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_AVX2
00007ff8085ebb70 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_SSE4_1
00007ff8085633c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_resolver
00007ff8085671a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_scalar
00007ff841e42c40 (__DATA,__data) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_vec
00007ff808563400 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
00007ff80844b160 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_AVX
00007ff80857dc20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_AVX2
00007ff8085ec490 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_SSE4_1
00007ff808563420 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_resolver
00007ff8085675c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_scalar
00007ff841e42c48 (__DATA,__data) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_vec
00007ff80842bae0 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
00007ff841e435b0 (__DATA,__bss) non-external _vImageFlatten_RGBA16Q12.vFlatten_RGBA16Q12_GV
00007ff8083f97f0 (__TEXT,__text) external _vImageFlatten_RGBA16U
00007ff80837e5c0 (__TEXT,__text) external _vImageFlatten_RGBA8888
00007ff841e429f8 (__DATA,__data) non-external _vImageFlatten_RGBA8888.vFlatten_RGBA8888_GV
00007ff8083f6bb0 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
00007ff8083f9d50 (__TEXT,__text) external _vImageFlatten_RGBAFFFF
00007ff8083f74c0 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
00007ff808522e80 (__TEXT,__text) external _vImageFloodFill_ARGB16U
00007ff841e438e0 (__DATA,__bss) non-external _vImageFloodFill_ARGB16U.vFloodFillConn4_ARGB16U
00007ff841e438e8 (__DATA,__bss) non-external _vImageFloodFill_ARGB16U.vFloodFillConn8_ARGB16U
00007ff808522d00 (__TEXT,__text) external _vImageFloodFill_ARGB8888
00007ff841e438d0 (__DATA,__bss) non-external _vImageFloodFill_ARGB8888.vFloodFillConn4_ARGB8888
00007ff841e438d8 (__DATA,__bss) non-external _vImageFloodFill_ARGB8888.vFloodFillConn8_ARGB8888
00007ff808522b80 (__TEXT,__text) external _vImageFloodFill_Planar16U
00007ff841e438c0 (__DATA,__bss) non-external _vImageFloodFill_Planar16U.vFloodFillConn4_Planar16U
00007ff841e438c8 (__DATA,__bss) non-external _vImageFloodFill_Planar16U.vFloodFillConn8_Planar16U
00007ff808522a00 (__TEXT,__text) external _vImageFloodFill_Planar8
00007ff841e438b0 (__DATA,__bss) non-external _vImageFloodFill_Planar8.vFloodFillConn4_Planar8
00007ff841e438b8 (__DATA,__bss) non-external _vImageFloodFill_Planar8.vFloodFillConn8_Planar8
00007ff808524cf0 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
00007ff808526110 (__TEXT,__text) external _vImageGamma_PlanarF
00007ff808525060 (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
00007ff8084c4ed0 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
00007ff841e436c8 (__DATA,__bss) non-external _vImageGaussianBoxDiffConvolve_Planar8.vGaussianBoxDiffPlanar8ext_3x3_11x11
00007ff841e436d0 (__DATA,__bss) non-external _vImageGaussianBoxDiffConvolve_Planar8.vGaussianBoxDiffPlanar8ext_5x5_11x11
00007ff8083b8670 (__TEXT,__text) external _vImageGaussianConvolve_Planar8
00007ff841e430b8 (__DATA,__bss) non-external _vImageGaussianConvolve_Planar8.vGaussianPlanar8ext_3x3
00007ff841e430c0 (__DATA,__bss) non-external _vImageGaussianConvolve_Planar8.vGaussianPlanar8ext_5x5
00007ff841e430c8 (__DATA,__bss) non-external _vImageGaussianConvolve_Planar8.vGaussianPlanar8ext_7x7
00007ff808677eb0 (__TEXT,__text) non-external _vImageGetCPUCount
00007ff808677e80 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
00007ff8084c59e0 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
00007ff808461440 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
00007ff8084da4b0 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
00007ff8085158d0 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
00007ff8084d5130 (__TEXT,__text) external _vImageGetPerspectiveWarp
00007ff8085b0b90 (__TEXT,__text) external _vImageGetResamplingFilterExtent
00007ff808373a60 (__TEXT,__text) external _vImageGetResamplingFilterSize
00007ff8083abd90 (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
00007ff8084c48c0 (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
00007ff808e3be70 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
00007ff808e3be7c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
00007ff808e3be80 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
00007ff808e3be8c (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
00007ff808e3bea0 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
00007ff808e3bec0 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
00007ff808e3bee0 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
00007ff808e3bf00 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_S
00007ff841e436c0 (__DATA,__bss) non-external _vImageGradientSobel_Planar8to16S.vSobel8to16Sext
00007ff808517160 (__TEXT,__text) external _vImageHighEfficiencyAlphaBlend_ARGB8888
00007ff808516280 (__TEXT,__text) external _vImageHighEfficiencyBoxConvolve_ARGB8888
00007ff8085160e0 (__TEXT,__text) external _vImageHighEfficiencyBuffer_GetImageBuffer
00007ff808515d70 (__TEXT,__text) external _vImageHighEfficiencyBuffer_Init
00007ff808516060 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithImageBuffer
00007ff808515ec0 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithPixelData
00007ff808516090 (__TEXT,__text) external _vImageHighEfficiencyBuffer_Release
00007ff808516a30 (__TEXT,__text) external _vImageHighEfficiencyConvert_ARGB8888toPlanar8
00007ff808516d00 (__TEXT,__text) external _vImageHighEfficiencyConvert_Planar8toARGB8888
00007ff8085166d0 (__TEXT,__text) external _vImageHighEfficiencyConvolve_ARGB8888
00007ff808516830 (__TEXT,__text) external _vImageHighEfficiencyImageHistogramCalculation_ARGB8888
00007ff808516fd0 (__TEXT,__text) external _vImageHighEfficiencyMatrixMultiply_ARGB8888
00007ff808516220 (__TEXT,__text) external _vImageHighEfficiencyOperation_AsyncWait
00007ff808516110 (__TEXT,__text) external _vImageHighEfficiencyOperation_Init
00007ff808516260 (__TEXT,__text) external _vImageHighEfficiencyOperation_Release
00007ff8085161e0 (__TEXT,__text) external _vImageHighEfficiencyOperation_WaitUntilCompleted
00007ff8085168c0 (__TEXT,__text) external _vImageHighEfficiencyPermuteChannels_ARGB8888
00007ff808517970 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_Planar8
00007ff8085177c0 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_PlanarF
00007ff808517610 (__TEXT,__text) external _vImageHighEfficiencyPiecewisePolynomial_PlanarF
00007ff808517310 (__TEXT,__text) external _vImageHighEfficiencyPremultipliedAlphaBlend_ARGB8888
00007ff808517b20 (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_ARGB8888
00007ff808517c40 (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_RGBA8888
00007ff8085174c0 (__TEXT,__text) external _vImageHighEfficiencyRotate90_ARGB8888
00007ff808516550 (__TEXT,__text) external _vImageHighEfficiencySepConvolve_ARGB8888
00007ff808516400 (__TEXT,__text) external _vImageHighEfficiencyTentConvolve_ARGB8888
00007ff808517d60 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_ARGB8888
00007ff808517e80 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_RGBA8888
00007ff808369cc0 (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
00007ff8084db720 (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
00007ff8084da4e0 (__TEXT,__text) external _vImageHistogramCalculation_Planar8
00007ff8084dac00 (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
00007ff8084e8040 (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
00007ff8084e8b40 (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
00007ff8084e7290 (__TEXT,__text) external _vImageHistogramSpecification_Planar8
00007ff8084e75d0 (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
00007ff8084d8e50 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16F
00007ff8084d87e0 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
00007ff841e437a0 (__DATA,__bss) non-external _vImageHorizontalReflect_ARGB16S.vHorizontal_Reflect_ARGB_16U_GV
00007ff8084d8480 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
00007ff841e43798 (__DATA,__bss) non-external _vImageHorizontalReflect_ARGB16U.vHorizontal_Reflect_ARGB_16U_GV
