00007ff800eaac90 (__TEXT,__text) external _APL_dgemm
00007ff800dd0bad (__TEXT,__text) external _srot_
00007ff800dd0bce (__TEXT,__text) external _srotg
00007ff800ef2e79 (__TEXT,__text) external _srotg$NEWLAPACK
00007ff800f4f7cc (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
00007ff800dd0bce (__TEXT,__text) external _srotg_
00007ff800dd0bdb (__TEXT,__text) external _srotm
00007ff800ef2ea1 (__TEXT,__text) external _srotm$NEWLAPACK
00007ff800f4f7f4 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
00007ff800dd0bdb (__TEXT,__text) external _srotm_
00007ff800dd0bef (__TEXT,__text) external _srotmg
00007ff800ef2ec3 (__TEXT,__text) external _srotmg$NEWLAPACK
00007ff800f4f81a (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
00007ff800dd0bef (__TEXT,__text) external _srotmg_
00007ff800dcdbb6 (__TEXT,__text) external _ssbmv
00007ff800e1595a (__TEXT,__text) external _ssbmv$NEWLAPACK
00007ff800f41424 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
00007ff800dcdbb6 (__TEXT,__text) external _ssbmv_
00007ff800dd0c03 (__TEXT,__text) external _sscal
00007ff800ef2ee5 (__TEXT,__text) external _sscal$NEWLAPACK
00007ff800f4f83c (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
00007ff800dd0c03 (__TEXT,__text) external _sscal_
00007ff800dcdc4b (__TEXT,__text) external _sspmv
00007ff800e15a80 (__TEXT,__text) external _sspmv$NEWLAPACK
00007ff800f41546 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
00007ff800dcdc4b (__TEXT,__text) external _sspmv_
00007ff800dce417 (__TEXT,__text) external _sspr
00007ff800e15b7c (__TEXT,__text) external _sspr$NEWLAPACK
00007ff800f4163e (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
00007ff800dce47e (__TEXT,__text) external _sspr2
00007ff800e15c4c (__TEXT,__text) external _sspr2$NEWLAPACK
00007ff800f41710 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
00007ff800dce47e (__TEXT,__text) external _sspr2_
00007ff800dce417 (__TEXT,__text) external _sspr_
00007ff800dd0c1d (__TEXT,__text) external _sswap
00007ff800ef2f5d (__TEXT,__text) external _sswap$NEWLAPACK
00007ff800f4f8c4 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
00007ff800dd0c1d (__TEXT,__text) external _sswap_
00007ff800dcbb59 (__TEXT,__text) external _ssymm
00007ff800eaee03 (__TEXT,__text) external _ssymm$NEWLAPACK
00007ff800f49959 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
00007ff800dcbb59 (__TEXT,__text) external _ssymm_
00007ff800dcdb2c (__TEXT,__text) external _ssymv
00007ff800e15d36 (__TEXT,__text) external _ssymv$NEWLAPACK
00007ff800f417f8 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
00007ff800dcdb2c (__TEXT,__text) external _ssymv_
00007ff800dce326 (__TEXT,__text) external _ssyr
00007ff800e15e46 (__TEXT,__text) external _ssyr$NEWLAPACK
00007ff800f41902 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
00007ff800dce396 (__TEXT,__text) external _ssyr2
00007ff800e15f22 (__TEXT,__text) external _ssyr2$NEWLAPACK
00007ff800f419e4 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
00007ff800dce396 (__TEXT,__text) external _ssyr2_
00007ff800dcbfa8 (__TEXT,__text) external _ssyr2k
00007ff800eaf4e3 (__TEXT,__text) external _ssyr2k$NEWLAPACK
00007ff800f4a029 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
00007ff800dcbfa8 (__TEXT,__text) external _ssyr2k_
00007ff800dce326 (__TEXT,__text) external _ssyr_
00007ff800dcbecb (__TEXT,__text) external _ssyrk
00007ff800eaf14f (__TEXT,__text) external _ssyrk$NEWLAPACK
00007ff800f49c99 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
00007ff800dcbecb (__TEXT,__text) external _ssyrk_
00007ff800dcddd4 (__TEXT,__text) external _stbmv
00007ff800e16020 (__TEXT,__text) external _stbmv$NEWLAPACK
00007ff800f41ade (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
00007ff800dcddd4 (__TEXT,__text) external _stbmv_
00007ff800dce0df (__TEXT,__text) external _stbsv
00007ff800e16472 (__TEXT,__text) external _stbsv$NEWLAPACK
00007ff800f41f2c (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
00007ff800dce0df (__TEXT,__text) external _stbsv_
00007ff800dcdee0 (__TEXT,__text) external _stpmv
00007ff800e168c4 (__TEXT,__text) external _stpmv$NEWLAPACK
00007ff800f4237a (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
00007ff800dcdee0 (__TEXT,__text) external _stpmv_
00007ff800dce1eb (__TEXT,__text) external _stpsv
00007ff800e16cc0 (__TEXT,__text) external _stpsv$NEWLAPACK
00007ff800f4277e (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
00007ff800dce1eb (__TEXT,__text) external _stpsv_
00007ff800e24285 (__TEXT,__text) external _strCopyLower
00007ff800e2423f (__TEXT,__text) external _strSetZeroLower
00007ff800dcbc2f (__TEXT,__text) external _strmm
00007ff800eaf8b3 (__TEXT,__text) external _strmm$NEWLAPACK
00007ff800f4a3ed (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
00007ff800dcbc2f (__TEXT,__text) external _strmm_
00007ff800dcdccb (__TEXT,__text) external _strmv
00007ff800e170bc (__TEXT,__text) external _strmv$NEWLAPACK
00007ff800f42b7f (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
00007ff800dcdccb (__TEXT,__text) external _strmv_
00007ff800dcbd7d (__TEXT,__text) external _strsm
00007ff800eafdfd (__TEXT,__text) external _strsm$NEWLAPACK
00007ff800f4a93b (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
00007ff800dcbd7d (__TEXT,__text) external _strsm_
00007ff800dcdfd6 (__TEXT,__text) external _strsv
00007ff800e17504 (__TEXT,__text) external _strsv$NEWLAPACK
00007ff800f42fa3 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
00007ff800dcdfd6 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff800f8bc73 (__TEXT,__text) external _xerbla
00007ff800f5aa34 (__TEXT,__text) external _xerbla$NEWLAPACK
00007ff800f6be30 (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
00007ff800f8bc73 (__TEXT,__text) external _xerbla_
00007ff800dcb93d (__TEXT,__text) external _xerbla_array__
00007ff800ef2c9b (__TEXT,__text) external _zaxpby$NEWLAPACK
00007ff800f4f5bf (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
00007ff800dd0c68 (__TEXT,__text) external _zaxpy
00007ff800ef2c1e (__TEXT,__text) external _zaxpy$NEWLAPACK
00007ff800f4f536 (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
00007ff800dd0c68 (__TEXT,__text) external _zaxpy_
00007ff800dd0c7c (__TEXT,__text) external _zcopy
00007ff800ef2cee (__TEXT,__text) external _zcopy$NEWLAPACK
00007ff800f4f61c (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
00007ff800dd0c7c (__TEXT,__text) external _zcopy_
00007ff800dd0c90 (__TEXT,__text) external _zdotc
00007ff800ef2d65 (__TEXT,__text) external _zdotc$NEWLAPACK
00007ff800f4f69f (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
00007ff800dd0c90 (__TEXT,__text) external _zdotc_
00007ff800dd0cb2 (__TEXT,__text) external _zdotu
00007ff800ef2d87 (__TEXT,__text) external _zdotu$NEWLAPACK
00007ff800f4f6c4 (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
00007ff800dd0cb2 (__TEXT,__text) external _zdotu_
00007ff800dd0cf2 (__TEXT,__text) external _zdrot
00007ff800ef2e5b (__TEXT,__text) external _zdrot$NEWLAPACK
00007ff800f4f7ac (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
00007ff800dd0cf2 (__TEXT,__text) external _zdrot_
00007ff800dd0d13 (__TEXT,__text) external _zdscal
00007ff800ef2f46 (__TEXT,__text) external _zdscal$NEWLAPACK
00007ff800f4f8aa (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
00007ff800dd0d13 (__TEXT,__text) external _zdscal_
00007ff800dcfd3e (__TEXT,__text) external _zgbmv
00007ff800e14feb (__TEXT,__text) external _zgbmv$NEWLAPACK
00007ff800f40ac6 (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
00007ff800dcfd3e (__TEXT,__text) external _zgbmv_
00007ff800dcd04a (__TEXT,__text) external _zgemm
00007ff800eae752 (__TEXT,__text) external _zgemm$NEWLAPACK
00007ff800f492bd (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
00007ff800dcd04a (__TEXT,__text) external _zgemm_
00007ff800dcfc7c (__TEXT,__text) external _zgemv
00007ff800e14cbc (__TEXT,__text) external _zgemv$NEWLAPACK
00007ff800f407ad (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
00007ff800dcfc7c (__TEXT,__text) external _zgemv_
00007ff800dd065b (__TEXT,__text) external _zgerc
00007ff800e15187 (__TEXT,__text) external _zgerc$NEWLAPACK
00007ff800f40c5b (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
00007ff800dd065b (__TEXT,__text) external _zgerc_
00007ff800dd06a2 (__TEXT,__text) external _zgeru
00007ff800e15211 (__TEXT,__text) external _zgeru$NEWLAPACK
00007ff800f40ce1 (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
00007ff800dd06a2 (__TEXT,__text) external _zgeru_
00007ff800dcfeac (__TEXT,__text) external _zhbmv
00007ff800e152eb (__TEXT,__text) external _zhbmv$NEWLAPACK
00007ff800f40db4 (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
00007ff800dcfeac (__TEXT,__text) external _zhbmv_
00007ff800dcd16f (__TEXT,__text) external _zhemm
00007ff800eae947 (__TEXT,__text) external _zhemm$NEWLAPACK
00007ff800f494a8 (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
00007ff800dcd16f (__TEXT,__text) external _zhemm_
00007ff800dcfe19 (__TEXT,__text) external _zhemv
00007ff800e15411 (__TEXT,__text) external _zhemv$NEWLAPACK
00007ff800f40ed4 (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
00007ff800dcfe19 (__TEXT,__text) external _zhemv_
00007ff800dd06e9 (__TEXT,__text) external _zher
00007ff800e15510 (__TEXT,__text) external _zher$NEWLAPACK
00007ff800f40fd5 (__TEXT,__text) external _zher$NEWLAPACK$ILP64
00007ff800dd0759 (__TEXT,__text) external _zher2
00007ff800e15608 (__TEXT,__text) external _zher2$NEWLAPACK
00007ff800f410cf (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
00007ff800dd0759 (__TEXT,__text) external _zher2_
00007ff800dcd7b4 (__TEXT,__text) external _zher2k
00007ff800eaed02 (__TEXT,__text) external _zher2k$NEWLAPACK
00007ff800f4985b (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
00007ff800dcd7b4 (__TEXT,__text) external _zher2k_
00007ff800dd06e9 (__TEXT,__text) external _zher_
00007ff800dcd5cd (__TEXT,__text) external _zherk
00007ff800eaeb0d (__TEXT,__text) external _zherk$NEWLAPACK
00007ff800f4966a (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
00007ff800dcd5cd (__TEXT,__text) external _zherk_
00007ff800dcff43 (__TEXT,__text) external _zhpmv
00007ff800e15710 (__TEXT,__text) external _zhpmv$NEWLAPACK
00007ff800f411d6 (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
00007ff800dcff43 (__TEXT,__text) external _zhpmv_
00007ff800dd07e5 (__TEXT,__text) external _zhpr
00007ff800e157f6 (__TEXT,__text) external _zhpr$NEWLAPACK
00007ff800f412bd (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
00007ff800dd084c (__TEXT,__text) external _zhpr2
00007ff800e158dc (__TEXT,__text) external _zhpr2$NEWLAPACK
00007ff800f413a5 (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
00007ff800dd084c (__TEXT,__text) external _zhpr2_
00007ff800dd07e5 (__TEXT,__text) external _zhpr_
00007ff800dd0cd4 (__TEXT,__text) external _zrotg
00007ff800ef2e97 (__TEXT,__text) external _zrotg$NEWLAPACK
00007ff800f4f7ea (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
00007ff800dd0cd4 (__TEXT,__text) external _zrotg_
00007ff800dd0ce1 (__TEXT,__text) external _zscal
00007ff800ef2f21 (__TEXT,__text) external _zscal$NEWLAPACK
00007ff800f4f880 (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
00007ff800dd0ce1 (__TEXT,__text) external _zscal_
00007ff800dd0d2d (__TEXT,__text) external _zswap
00007ff800ef2f90 (__TEXT,__text) external _zswap$NEWLAPACK
00007ff800f4f8fd (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
00007ff800dd0d2d (__TEXT,__text) external _zswap_
00007ff800dcd243 (__TEXT,__text) external _zsymm
00007ff800eaf07d (__TEXT,__text) external _zsymm$NEWLAPACK
00007ff800f49bca (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
00007ff800dcd243 (__TEXT,__text) external _zsymm_
00007ff800dcd8b7 (__TEXT,__text) external _zsyr2k
00007ff800eaf7b3 (__TEXT,__text) external _zsyr2k$NEWLAPACK
00007ff800f4a2f0 (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
00007ff800dcd8b7 (__TEXT,__text) external _zsyr2k_
00007ff800dcd6c3 (__TEXT,__text) external _zsyrk
00007ff800eaf3f4 (__TEXT,__text) external _zsyrk$NEWLAPACK
00007ff800f49f3b (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
00007ff800dcd6c3 (__TEXT,__text) external _zsyrk_
00007ff800dd00e2 (__TEXT,__text) external _ztbmv
00007ff800e16353 (__TEXT,__text) external _ztbmv$NEWLAPACK
00007ff800f41e0e (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
00007ff800dd00e2 (__TEXT,__text) external _ztbmv_
00007ff800dd042e (__TEXT,__text) external _ztbsv
00007ff800e167a5 (__TEXT,__text) external _ztbsv$NEWLAPACK
00007ff800f4225c (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
00007ff800dd042e (__TEXT,__text) external _ztbsv_
00007ff800dd0203 (__TEXT,__text) external _ztpmv
00007ff800e16bb6 (__TEXT,__text) external _ztpmv$NEWLAPACK
00007ff800f42672 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
00007ff800dd0203 (__TEXT,__text) external _ztpmv_
00007ff800dd054f (__TEXT,__text) external _ztpsv
00007ff800e16fb2 (__TEXT,__text) external _ztpsv$NEWLAPACK
00007ff800f42a73 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
00007ff800dd054f (__TEXT,__text) external _ztpsv_
00007ff800dcd317 (__TEXT,__text) external _ztrmm
00007ff800eafca4 (__TEXT,__text) external _ztrmm$NEWLAPACK
00007ff800f4a7e1 (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
00007ff800dcd317 (__TEXT,__text) external _ztrmm_
00007ff800dcffc3 (__TEXT,__text) external _ztrmv
00007ff800e173e7 (__TEXT,__text) external _ztrmv$NEWLAPACK
00007ff800f42e8f (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
00007ff800dcffc3 (__TEXT,__text) external _ztrmv_
00007ff800dcd472 (__TEXT,__text) external _ztrsm
00007ff800eb01ee (__TEXT,__text) external _ztrsm$NEWLAPACK
00007ff800f4ad2f (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
00007ff800dcd472 (__TEXT,__text) external _ztrsm_
00007ff800dd030f (__TEXT,__text) external _ztrsv
00007ff800e1782f (__TEXT,__text) external _ztrsv$NEWLAPACK
00007ff800f432b3 (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
00007ff800dd030f (__TEXT,__text) external _ztrsv_
