00007ff8027df886 (__TEXT,__text) external _NSAddImage
00007ff80280595b (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.31
00007ff8028059a2 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.34
00007ff8028059bc (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.36
00007ff8028065d3 (__TEXT,__text) non-external ____ZNK6mach_o5Image7segmentEj_block_invoke
00007ff8027fd327 (__TEXT,__text) non-external ____ZNK6mach_o6Header10hasSectionE7CStringS1_b_block_invoke
00007ff8027fd3bd (__TEXT,__text) non-external ____ZNK6mach_o6Header12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
00007ff8027fc2e9 (__TEXT,__text) non-external ____ZNK6mach_o6Header13sourceVersionERNS_9Version64E_block_invoke
00007ff8027fcf53 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE_block_invoke
00007ff8027fce37 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff8027fbdc4 (__TEXT,__text) non-external ____ZNK6mach_o6Header14hasLoadCommandEj_block_invoke
00007ff8027fc9f7 (__TEXT,__text) non-external ____ZNK6mach_o6Header15hasSplitSegInfoERb_block_invoke
00007ff8027fbf82 (__TEXT,__text) non-external ____ZNK6mach_o6Header16builtForPlatformENS_8PlatformEb_block_invoke
00007ff8027fc92e (__TEXT,__text) non-external ____ZNK6mach_o6Header16hasCodeSignatureERjS1__block_invoke
00007ff8027fc6c8 (__TEXT,__text) non-external ____ZNK6mach_o6Header16linkedDylibCountEPb_block_invoke
00007ff8027fc73b (__TEXT,__text) non-external ____ZNK6mach_o6Header18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_bRbE_block_invoke
00007ff8027fba6d (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsMainERKNS_6PolicyE_block_invoke
00007ff8027fab57 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsUUIDERKNS_6PolicyE_block_invoke
00007ff8027fc12e (__TEXT,__text) non-external ____ZNK6mach_o6Header19getDylibInstallNameEPPKcPNS_9Version32ES5__block_invoke
00007ff8027fc3da (__TEXT,__text) non-external ____ZNK6mach_o6Header19linkedDylibLoadPathEj_block_invoke
00007ff8027f8eb9 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke
00007ff8027fadfc (__TEXT,__text) non-external ____ZNK6mach_o6Header19validSemanticsRPathERKNS_6PolicyE_block_invoke
00007ff8027fcdd4 (__TEXT,__text) non-external ____ZNK6mach_o6Header20preferredLoadAddressEv_block_invoke
00007ff8027f90d4 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsPlatformEv_block_invoke
00007ff8027faf40 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsSegmentsERKNS_6PolicyEy_block_invoke
00007ff8027fd23b (__TEXT,__text) non-external ____ZNK6mach_o6Header23zerofillExpansionAmountEv_block_invoke
00007ff8027fac15 (__TEXT,__text) non-external ____ZNK6mach_o6Header25validSemanticsInstallNameERKNS_6PolicyE_block_invoke
00007ff8027fbded (__TEXT,__text) non-external ____ZNK6mach_o6Header26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E_block_invoke
00007ff8027fac45 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validSemanticsLinkedDylibsERKNS_6PolicyE_block_invoke
00007ff8027fa497 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validStructureLoadCommandsEy_block_invoke
00007ff8027fbd33 (__TEXT,__text) non-external ____ZNK6mach_o6Header27validSemanticsLinkerOptionsERKNS_6PolicyE_block_invoke
00007ff8027fc228 (__TEXT,__text) non-external ____ZNK6mach_o6Header7getUuidEPh_block_invoke
00007ff802803848 (__TEXT,__text) non-external ____ZNK6mach_o9Universal12forEachSliceEU13block_pointerFvNS0_5SliceERbE_block_invoke
00007ff80280354a (__TEXT,__text) non-external ____ZNK6mach_o9Universal5validEy_block_invoke
00007ff802803a14 (__TEXT,__text) non-external ____ZNK6mach_o9Universal9bestSliceERKNS_19GradedArchitecturesEbRNS0_5SliceE_block_invoke
00007ff8027ef3ba (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff8027ef3cc (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff8027eeb68 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke
00007ff8027eedac (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff8027eedc5 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke
00007ff8027ef009 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff8027e1a9b (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff840058980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840058b60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840058db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840058e30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840059060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400591d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400592a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840059650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005a8a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b1f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b2b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b2e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b408 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005a810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff84005b3a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff8400598c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.102
00007ff8400598f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ff840059920 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ff840059950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff840059980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ff8400599b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ff840058a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8400599e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ff840059a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ff840058a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff84005a840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840059300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff8400590a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840059330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff84005a870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840058ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8400590d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840059200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840059260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840059360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005b228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005b3d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840058c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840059100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840059390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840058ef0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840059130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff8400589a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff84005b318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff840058f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff840059680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840059160 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff840058c60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840058f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840059190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840058f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff840058c90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff840058fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff840059000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff84005b268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff840059aa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.281
00007ff840058cc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff840059ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.290
00007ff840059b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.292
00007ff840059b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.297
00007ff840059b60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.299
00007ff840058b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840058dd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840059b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.309
00007ff840058cf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff840059030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff840058d20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff84005b438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff840058d50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff840058d80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff84005b468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff84005b498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff840059230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff8400593c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff8400596b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff8400593e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff8400596e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff84005b4c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840059400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff840058bc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840058df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840058e60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840059710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff84005b4f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840059420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840059450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff840059480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8400594b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8400594d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff840059740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff840058e10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8400592d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff84005b528 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff840059770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ff8400597a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff84005b558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff84005b588 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff84005b5a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff84005b5d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840058e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff84005b348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff84005b5f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff84005b618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ff84005b638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff84005b658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840059510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff840059530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff840059550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff84005b678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff840059570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff84005b698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff84005b6b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ff8400589d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840059590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff84005b6d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff8400597d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff84005b6f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff84005b718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff8400595b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff84005b738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff840059800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff84005b768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff8400589f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840059830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ff840059860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ff840059890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ff840058a60 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840058f70 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840059080 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840059280 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400594f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84005b248 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400591b0 (__DATA_CONST,__const) non-external ___block_literal_global.24
00007ff840058fe0 (__DATA_CONST,__const) non-external ___block_literal_global.27
                 (undefined) external ___bzero (from libsystem_platform)
00007ff8027ded00 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff8027e40b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff8027fe2b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff8027e6e79 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00007ff8027e6904 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff8027e973e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff8027e063e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
00007ff802805988 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff8027fbfa9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
00007ff8027e6f04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff8028067f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff802802f1c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff8027fb868 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
00007ff802805bc8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00007ff8027e8a2a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00007ff8027fbc07 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
00007ff80280378f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r
00007ff802805818 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r72r80r88r96r
00007ff8027e6f8a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00007ff802805fac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
00007ff8027f91aa (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff802801bc0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff8027e6ec3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00007ff8027e693c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff8027e9788 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff8027e6f70 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff8027fbfdc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
00007ff8027e6f3c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff8027e8a74 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff8027e7413 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00007ff8027fb8d6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff8028058ce (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r72r80r88r96r
00007ff8027e5b60 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff8027e5aaa (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff8027e62b6 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff8027e5749 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff8027e59e5 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff8027e4cd7 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke
00007ff8027e4ce6 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke.6
00007ff8027e436a (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff843657e40 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff8027df8bf (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff8027df440 (__TEXT,__text) external __dyld_atfork_parent
00007ff8027df42b (__TEXT,__text) external __dyld_atfork_prepare
00007ff8027df8d3 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff8027dffd5 (__TEXT,__text) external __dyld_call_with_writable_tpro_memory
00007ff8027dfd35 (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff8027dfd20 (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff8027dfd0b (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff8027dfeb5 (__TEXT,__text) external __dyld_dlsym_blocked
00007ff8027dfc10 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff8027dfce7 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff8027dff15 (__TEXT,__text) external __dyld_find_pointer_hash_table_entry
00007ff8027dfbef (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff8027dfcc3 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff8027df36f (__TEXT,__text) external __dyld_find_unwind_sections
00007ff8027def76 (__TEXT,__text) external __dyld_for_each_objc_class
00007ff8027ded95 (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff8027dffba (__TEXT,__text) external __dyld_for_each_prewarming_range
00007ff8027dfea0 (__TEXT,__text) external __dyld_for_objc_header_opt_ro
00007ff8027dfe8b (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00007ff8027df62d (__TEXT,__text) external __dyld_fork_child
00007ff8027dfc46 (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff8027deee5 (__TEXT,__text) external __dyld_get_image_header
00007ff8027df95c (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff8027deece (__TEXT,__text) external __dyld_get_image_name
00007ff8027df079 (__TEXT,__text) external __dyld_get_image_slide
00007ff8027df40d (__TEXT,__text) external __dyld_get_image_uuid
00007ff8027df455 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff8027ded3b (__TEXT,__text) external __dyld_get_objc_selector
00007ff8027dfb95 (__TEXT,__text) external __dyld_get_prog_image_header
00007ff8027ded20 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff8027def11 (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff8027dfee5 (__TEXT,__text) external __dyld_get_swift_prespecialized_data
00007ff8027dfb07 (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff8027dfca8 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff8027df8db (__TEXT,__text) external __dyld_image_containing_address
00007ff8027deebc (__TEXT,__text) external __dyld_image_count
00007ff8027df094 (__TEXT,__text) external __dyld_images_for_addresses
00007ff8027df4a9 (__TEXT,__text) external __dyld_initializer
00007ff8027dede9 (__TEXT,__text) external __dyld_is_memory_immutable
00007ff8027dfaea (__TEXT,__text) external __dyld_is_objc_constant
00007ff8027dfe71 (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00007ff8027dfefa (__TEXT,__text) external __dyld_is_pseudodylib
00007ff8027dfad5 (__TEXT,__text) external __dyld_launch_mode
00007ff8027df8ab (__TEXT,__text) external __dyld_launched_prebound
00007ff8027df8f6 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff8027df93b (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff8027df917 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff8027dfd4a (__TEXT,__text) external __dyld_lookup_section_info
00007ff8027dfbc5 (__TEXT,__text) external __dyld_objc_class_count
00007ff8027decd6 (__TEXT,__text) external __dyld_objc_notify_register
00007ff8027dfc61 (__TEXT,__text) external __dyld_objc_register_callbacks
00007ff8027dfbda (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff8027df8a3 (__TEXT,__text) external __dyld_present
00007ff8027e18e7 (__TEXT,__text) external __dyld_process_info_create
00007ff8027e224c (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff8027e2213 (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff8027e2285 (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff8027e213b (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff8027e20f6 (__TEXT,__text) external __dyld_process_info_get_cache
00007ff8027e21ab (__TEXT,__text) external __dyld_process_info_get_platform
00007ff8027e20b2 (__TEXT,__text) external __dyld_process_info_get_state
00007ff8027e3f3f (__TEXT,__text) external __dyld_process_info_notify
00007ff8027e3ff3 (__TEXT,__text) external __dyld_process_info_notify_main
00007ff8027e4085 (__TEXT,__text) external __dyld_process_info_notify_release
00007ff8027e4058 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff8027e21d7 (__TEXT,__text) external __dyld_process_info_release
00007ff8027e217f (__TEXT,__text) external __dyld_process_info_retain
00007ff8027dfe56 (__TEXT,__text) external __dyld_pseudodylib_deregister
00007ff8027dfe17 (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00007ff8027dfe32 (__TEXT,__text) external __dyld_pseudodylib_register
00007ff8027dfd6a (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00007ff8027dfeca (__TEXT,__text) external __dyld_register_dlsym_notifier
00007ff8027dfaba (__TEXT,__text) external __dyld_register_driverkit_main
00007ff8027dedb3 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff8027df4d2 (__TEXT,__text) external __dyld_register_for_image_loads
00007ff8027deb20 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff8027def47 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff8027dfb3d (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff8027dfaa5 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff8027dfa90 (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff8027dfb22 (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff843863a68 (__DATA,__common) external __dyld_stack_bottom
00007ff8027dff9c (__TEXT,__text) external __dyld_stack_range
00007ff843863a60 (__DATA,__common) external __dyld_stack_top
00007ff8027dfc31 (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff8027dfbaa (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff8027df3c0 (__TEXT,__text) external __tlv_atexit
00007ff8027dfff3 (__TEXT,__text) external __tlv_bootstrap
00007ff8027df97d (__TEXT,__text) non-external (was a private external) __tlv_bootstrap_error
00007ff8027df46c (__TEXT,__text) external __tlv_exit
00007ff8027dfffb (__TEXT,__text) non-external (was a private external) __tlv_get_addr
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _arc4random_uniform (from libsystem_c)
                 (undefined) external _basename (from libsystem_c)
00007ff8438637dc (__DATA,__data) non-external _bufferSize32
